Target_genes	Foxo3|Average	SRX15124402|4T1	SRX2845374|C2C12	SRX2845375|C2C12	SRX23264976|ES_cells	SRX23264977|ES_cells	SRX23264978|ES_cells	SRX23264979|ES_cells	SRX23264980|ES_cells	SRX23264981|ES_cells	SRX23264982|ES_cells	SRX23264983|ES_cells	SRX125261|Macrophages	SRX315275|Neural_progenitor_cells	STRING
Kdm6b	16.769231	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Adcy4	16.769231	0	0	218	0	0	0	0	0	0	0	0	0	0	0
Tmem97	16.692308	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Tgfb2	16.692308	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Prss30	16.692308	0	0	217	0	0	0	0	0	0	0	0	0	0	0
Mypn	16.692308	0	0	217	0	0	0	0	0	0	0	0	0	0	0
Mterf2	16.692308	0	0	131	0	0	0	0	0	0	0	0	0	86	0
Lgals8	16.692308	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Cmbl	16.692308	0	0	217	0	0	0	0	0	0	0	0	0	0	0
Arntl	16.692308	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Tsc2	16.615385	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Stbd1	16.615385	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Rpl7	16.615385	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Rdh10	16.615385	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Nthl1	16.615385	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Mtmr11	16.615385	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Lrp5	16.615385	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Ctbp2	16.615385	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Clpb	16.615385	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Chn2	16.615385	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Brwd3	16.615385	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Tmem208	16.538462	0	0	125	0	0	0	0	0	0	0	0	0	90	0
Tmem126a	16.538462	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Srsf7	16.538462	0	0	0	0	0	0	0	0	0	0	0	101	114	0
Ndfip2	16.538462	0	0	215	0	0	0	0	0	0	0	0	0	0	0
Nbr1	16.538462	0	0	101	0	0	0	0	0	0	0	0	0	114	0
Lrrc29	16.538462	0	0	125	0	0	0	0	0	0	0	0	0	90	0
Lmod3	16.538462	0	0	215	0	0	0	0	0	0	0	0	0	0	0
Brca1	16.538462	0	0	101	0	0	0	0	0	0	0	0	0	114	0
Bicra	16.538462	0	0	215	0	0	0	0	0	0	0	0	0	0	0
Vmn2r85	16.461538	0	0	214	0	0	0	0	0	0	0	0	0	0	0
Traf5	16.461538	0	0	214	0	0	0	0	0	0	0	0	0	0	0
Thumpd2	16.461538	0	0	0	0	0	0	0	0	0	0	0	0	214	0
P2rx5	16.461538	0	0	214	0	0	0	0	0	0	0	0	0	0	0
Oxr1	16.461538	0	0	119	0	0	0	0	0	0	0	0	0	95	0
Kif13a	16.461538	0	0	126	0	0	0	0	0	0	0	0	0	88	0
H3c6	16.461538	0	0	116	0	0	0	0	0	0	0	0	0	98	0
Cwh43	16.461538	0	0	214	0	0	0	0	0	0	0	0	0	0	0
Cdc45	16.461538	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Bcar3	16.461538	0	0	99	0	0	0	0	0	0	0	0	0	115	0
Zfp52	16.384615	0	0	213	0	0	0	0	0	0	0	0	0	0	0
Tor3a	16.384615	0	0	213	0	0	0	0	0	0	0	0	0	0	0
Slc19a3	16.384615	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Lysmd2	16.384615	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Galnt5	16.384615	0	0	213	0	0	0	0	0	0	0	0	0	0	0
Ccdc126	16.384615	0	0	115	0	0	0	0	0	0	0	0	0	98	0
Tcf12	16.307692	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Rtl8a	16.307692	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Rnase10	16.307692	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Ranbp3l	16.307692	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Prickle1	16.307692	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Pibf1	16.307692	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Ociad2	16.307692	0	0	212	0	0	0	0	0	0	0	0	0	0	0
Foxo3	16.307692	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Dis3	16.307692	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Ube2s	16.230769	0	0	64	0	0	0	0	0	0	0	0	0	147	0
Tram2	16.230769	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Slc25a17	16.230769	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Riok1	16.230769	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Rgs20	16.230769	0	0	105	0	0	0	0	0	0	0	0	0	106	0
Hip1r	16.230769	0	0	211	0	0	0	0	0	0	0	0	0	0	0
Cage1	16.230769	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Bsg	16.230769	0	0	211	0	0	0	0	0	0	0	0	0	0	0
Bnip2	16.230769	0	0	211	0	0	0	0	0	0	0	0	0	0	0
Zfp97	16.153846	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Serinc3	16.153846	0	0	101	0	0	0	0	0	0	0	0	0	109	0
Ppp6r3	16.153846	0	0	117	0	0	0	0	0	0	0	0	0	93	0
Ntn4	16.153846	0	0	210	0	0	0	0	0	0	0	0	0	0	0
Gm21761	16.153846	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Schip1	16.076923	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Prmt5	16.076923	0	0	103	0	0	0	0	0	0	0	0	0	106	0
Neu1	16.076923	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Lep	16.076923	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Fmc1	16.076923	0	0	75	0	0	0	0	0	0	0	0	0	134	0
Cep43	16.076923	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Baalc	16.076923	0	0	209	0	0	0	0	0	0	0	0	0	0	0
Zfp759	16.000000	0	0	115	0	0	0	0	0	0	0	0	0	93	0
Zfp738	16.000000	0	0	208	0	0	0	0	0	0	0	0	0	0	0
Tppp2	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Spns2	16.000000	0	0	208	0	0	0	0	0	0	0	0	0	0	0
Rnase13	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Pmpcb	16.000000	0	0	72	0	0	0	0	0	0	0	0	0	136	0
Maats1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Ubxn6	15.923077	0	0	116	0	0	0	0	0	0	0	0	0	91	0
Stoml2	15.923077	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Psmb4	15.923077	0	0	207	0	0	0	0	0	0	0	0	0	0	0
Hdgfl2	15.923077	0	0	116	0	0	0	0	0	0	0	0	0	91	0
Gnb1l	15.923077	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Dnaja4	15.923077	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Crip1	15.923077	0	0	112	0	0	0	0	0	0	0	0	0	95	0
Agmat	15.923077	0	0	207	0	0	0	0	0	0	0	0	0	0	0
Scgb1c1	15.846154	0	0	206	0	0	0	0	0	0	0	0	0	0	0
Rbms1	15.846154	0	0	206	0	0	0	0	0	0	0	0	0	0	0
Lgals3	15.846154	0	0	206	0	0	0	0	0	0	0	0	0	0	0
Deptor	15.846154	0	0	206	0	0	0	0	0	0	0	0	0	0	0
Birc2	15.846154	0	0	0	0	0	0	0	0	0	0	0	0	206	0
Sparc	15.769231	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Rbm24	15.769231	0	0	205	0	0	0	0	0	0	0	0	0	0	0
Ldlrad4	15.769231	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Klhl18	15.769231	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Kif9	15.769231	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Hsdl2	15.769231	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Gsg1	15.769231	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Snph	15.692308	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Plekha5	15.692308	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Lpin1	15.692308	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Gpr132	15.692308	0	0	204	0	0	0	0	0	0	0	0	0	0	0
Bmt2	15.692308	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Aadacl2fm1	15.692308	0	0	0	0	0	0	0	0	0	0	0	204	0	0
Zfp932	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Wdtc1	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Slc4a8	15.615385	0	0	203	0	0	0	0	0	0	0	0	0	0	0
Sap18b	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Sap18	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Rpusd1	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Rhoh	15.615385	0	0	203	0	0	0	0	0	0	0	0	0	0	0
Ppm1d	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Pef1	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Pdss1	15.615385	0	0	203	0	0	0	0	0	0	0	0	0	0	0
Kdm2a	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Gigyf2	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Fbxw8	15.615385	0	0	203	0	0	0	0	0	0	0	0	0	0	0
Dhx16	15.615385	0	0	203	0	0	0	0	0	0	0	0	0	0	0
Dgkg	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Crocc	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Chtf18	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Atxn7l1	15.615385	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Acaca	15.615385	0	0	203	0	0	0	0	0	0	0	0	0	0	0
Zfp974	15.538462	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Trim47	15.538462	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Tprkb	15.538462	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Tmod2	15.538462	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Pts	15.538462	0	0	0	0	0	0	0	0	0	0	0	202	0	0
Psat1	15.538462	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Psap	15.538462	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Nat8f4	15.538462	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Ifi202b	15.538462	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Gtf3c6	15.538462	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Gm16381	15.538462	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Endov	15.538462	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Cd300a	15.538462	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Vamp1	15.461538	0	0	201	0	0	0	0	0	0	0	0	0	0	0
Ulbp1	15.461538	0	0	201	0	0	0	0	0	0	0	0	0	0	0
Traf3	15.461538	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Tbx3	15.461538	0	0	201	0	0	0	0	0	0	0	0	0	0	0
Runx1	15.461538	0	0	201	0	0	0	0	0	0	0	0	0	0	0
Rab1a	15.461538	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Phkg2	15.461538	0	0	124	0	0	0	0	0	0	0	0	0	77	0
Nek5	15.461538	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Zfp174	15.384615	0	0	200	0	0	0	0	0	0	0	0	0	0	0
Olfr15	15.384615	0	0	200	0	0	0	0	0	0	0	0	0	0	0
Josd1	15.384615	0	0	200	0	0	0	0	0	0	0	0	0	0	0
Gtpbp1	15.384615	0	0	200	0	0	0	0	0	0	0	0	0	0	0
Dld	15.384615	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Clec2m	15.384615	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Bnip3l	15.384615	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Ahnak2	15.384615	0	0	127	0	0	0	0	0	0	0	0	0	73	0
Thumpd1	15.307692	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Stag1	15.307692	0	0	199	0	0	0	0	0	0	0	0	0	0	0
Sgms1	15.307692	0	0	199	0	0	0	0	0	0	0	0	0	0	0
Scd1	15.307692	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Mbnl2	15.307692	0	0	115	0	0	0	0	0	0	0	0	0	84	0
Mapre3	15.307692	0	0	84	0	0	0	0	0	0	0	0	0	115	0
Gpr88	15.307692	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Fuom	15.307692	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Eya1	15.307692	0	0	199	0	0	0	0	0	0	0	0	0	0	0
Emp3	15.307692	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Cstl1	15.307692	0	0	199	0	0	0	0	0	0	0	0	0	0	0
Wdr26	15.230769	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Trpm4	15.230769	0	0	198	0	0	0	0	0	0	0	0	0	0	0
Procr	15.230769	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Per3	15.230769	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Pdpk1	15.230769	0	0	198	0	0	0	0	0	0	0	0	0	0	0
Ints13	15.230769	0	0	0	0	0	0	0	0	0	0	0	71	127	0
Hrc	15.230769	0	0	198	0	0	0	0	0	0	0	0	0	0	0
Gper1	15.230769	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Fgfr1op2	15.230769	0	0	0	0	0	0	0	0	0	0	0	71	127	0
Ddx41	15.230769	0	0	90	0	0	0	0	0	0	0	0	0	108	0
Ttc34	15.153846	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Rab11fip4	15.153846	0	0	197	0	0	0	0	0	0	0	0	0	0	0
Nudt19	15.153846	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Nav3	15.153846	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Lyrm4	15.153846	0	0	0	0	0	0	0	0	0	0	0	197	0	0
Grk2	15.153846	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Fars2	15.153846	0	0	0	0	0	0	0	0	0	0	0	197	0	0
Dock3	15.153846	0	0	197	0	0	0	0	0	0	0	0	0	0	0
Atp6v1e2	15.153846	0	0	197	0	0	0	0	0	0	0	0	0	0	0
Zfp869	15.076923	0	0	0	0	0	0	0	0	0	0	0	196	0	0
Zfp219	15.076923	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Zan	15.076923	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Tnrc6b	15.076923	0	0	68	0	0	0	0	0	0	0	0	0	128	0
Tmem120b	15.076923	0	0	196	0	0	0	0	0	0	0	0	0	0	0
Scn5a	15.076923	0	0	196	0	0	0	0	0	0	0	0	0	0	0
Rtca	15.076923	0	0	0	0	0	0	0	0	0	0	0	0	196	0
P4ha1	15.076923	0	0	196	0	0	0	0	0	0	0	0	0	0	0
Gnaq	15.076923	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Epo	15.076923	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Dbt	15.076923	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Zbtb40	15.000000	0	0	195	0	0	0	0	0	0	0	0	0	0	0
Ttpa	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Spty2d1	15.000000	0	0	114	0	0	0	0	0	0	0	0	0	81	0
Rgl1	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Polr3h	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Pkn2	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Defb25	15.000000	0	0	128	0	0	0	0	0	0	0	0	0	67	0
Cebpe	15.000000	0	0	195	0	0	0	0	0	0	0	0	0	0	0
Bcl7b	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Satb1	14.923077	0	0	194	0	0	0	0	0	0	0	0	0	0	0
Grid2ip	14.923077	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Fmnl3	14.923077	0	0	194	0	0	0	0	0	0	0	0	0	0	0
Dusp26	14.923077	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Ddx56	14.923077	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Cxcl9	14.923077	0	0	194	0	0	0	0	0	0	0	0	0	0	0
Chrna1	14.923077	0	0	194	0	0	0	0	0	0	0	0	0	0	0
Cacnb2	14.923077	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Bcl2l10	14.923077	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Asb8	14.923077	0	0	194	0	0	0	0	0	0	0	0	0	0	0
Adamts17	14.923077	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Zhx1	14.846154	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Wnk4	14.846154	0	0	193	0	0	0	0	0	0	0	0	0	0	0
Vps25	14.846154	0	0	193	0	0	0	0	0	0	0	0	0	0	0
Tjap1	14.846154	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Thbs1	14.846154	0	0	193	0	0	0	0	0	0	0	0	0	0	0
Nrxn3	14.846154	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Nadk2	14.846154	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Man1b1	14.846154	0	0	104	0	0	0	0	0	0	0	0	0	89	0
Loxl3	14.846154	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Lims1	14.846154	0	0	193	0	0	0	0	0	0	0	0	0	0	0
Gpld1	14.846154	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Galm	14.846154	0	0	193	0	0	0	0	0	0	0	0	0	0	0
Fbxo48	14.846154	0	0	193	0	0	0	0	0	0	0	0	0	0	0
Fam207a	14.846154	0	0	193	0	0	0	0	0	0	0	0	0	0	0
Dusp23	14.846154	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Dok1	14.846154	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Bard1	14.846154	0	0	193	0	0	0	0	0	0	0	0	0	0	0
Vwc2l	14.769231	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Vamp5	14.769231	0	0	192	0	0	0	0	0	0	0	0	0	0	0
Ube4a	14.769231	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Rdh14	14.769231	0	0	192	0	0	0	0	0	0	0	0	0	0	0
Nfat5	14.769231	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Mmgt2	14.769231	0	0	192	0	0	0	0	0	0	0	0	0	0	0
Lrrc75a	14.769231	0	0	192	0	0	0	0	0	0	0	0	0	0	0
Fyn	14.769231	0	0	192	0	0	0	0	0	0	0	0	0	0	0
Eid2b	14.769231	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Disp1	14.769231	0	0	192	0	0	0	0	0	0	0	0	0	0	0
Smc3	14.692308	0	0	0	0	0	0	0	0	0	0	0	0	191	0
Ninj2	14.692308	0	0	191	0	0	0	0	0	0	0	0	0	0	0
Mybph	14.692308	0	0	191	0	0	0	0	0	0	0	0	0	0	0
Acy3	14.692308	0	0	0	0	0	0	0	0	0	0	0	0	191	0
Zfp36l1	14.615385	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Tomm34	14.615385	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Tbc1d1	14.615385	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Stk4	14.615385	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Rnase4	14.615385	0	0	190	0	0	0	0	0	0	0	0	0	0	0
Mafk	14.615385	0	0	190	0	0	0	0	0	0	0	0	0	0	0
E2f8	14.615385	0	0	190	0	0	0	0	0	0	0	0	0	0	0
Ang	14.615385	0	0	190	0	0	0	0	0	0	0	0	0	0	0
Adgrb2	14.615385	0	0	0	0	0	0	0	0	0	0	0	0	190	0
A930018P22Rik	14.615385	0	0	190	0	0	0	0	0	0	0	0	0	0	0
Rit1	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Pfkfb3	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Mbd1	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Lrrc24	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Kansl1l	14.538462	0	0	189	0	0	0	0	0	0	0	0	0	0	0
Fanca	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Dusp10	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
C030006K11Rik	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Armc1	14.538462	0	0	189	0	0	0	0	0	0	0	0	0	0	0
Adgra1	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
1700056E22Rik	14.538462	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Zfp90	14.461538	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Sec63	14.461538	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Rnf139	14.461538	0	0	188	0	0	0	0	0	0	0	0	0	0	0
Pde6h	14.461538	0	0	188	0	0	0	0	0	0	0	0	0	0	0
Map3k8	14.461538	0	0	188	0	0	0	0	0	0	0	0	0	0	0
Itfg2	14.461538	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Cldn10	14.461538	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Bambi	14.461538	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Tmem119	14.384615	0	0	187	0	0	0	0	0	0	0	0	0	0	0
Serpine1	14.384615	0	0	0	0	0	0	0	0	0	0	0	0	187	0
Scn4a	14.384615	0	0	187	0	0	0	0	0	0	0	0	0	0	0
Map1b	14.384615	0	0	0	0	0	0	0	0	0	0	0	0	187	0
Klhl21	14.384615	0	0	187	0	0	0	0	0	0	0	0	0	0	0
Herpud1	14.384615	0	0	0	0	0	0	0	0	0	0	0	0	187	0
Gprc5c	14.384615	0	0	187	0	0	0	0	0	0	0	0	0	0	0
Dll1	14.384615	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Brd3	14.384615	0	0	0	0	0	0	0	0	0	0	0	0	187	0
Traf3ip2	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Tns2	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Smarca2	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Rnf220	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Riok2	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Prss27	14.307692	0	0	186	0	0	0	0	0	0	0	0	0	0	0
Osr2	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Nckap5	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Ipo13	14.307692	0	0	186	0	0	0	0	0	0	0	0	0	0	0
Golph3l	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Esrra	14.307692	0	0	108	0	0	0	0	0	0	0	0	0	78	0
Epp13	14.307692	0	0	0	0	0	0	0	186	0	0	0	0	0	0
Dazap2	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Cdk5rap3	14.307692	0	0	186	0	0	0	0	0	0	0	0	0	0	0
Ccp110	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Catsperz	14.307692	0	0	108	0	0	0	0	0	0	0	0	0	78	0
Aktip	14.307692	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Rmc1	14.230769	0	0	185	0	0	0	0	0	0	0	0	0	0	0
Rfx1	14.230769	0	0	0	0	0	0	0	0	0	0	0	0	185	0
Ptgds	14.230769	0	0	0	0	0	0	0	0	0	0	0	0	185	0
Phyhd1	14.230769	0	0	0	0	0	0	0	0	0	0	0	0	185	0
Omg	14.230769	0	0	0	0	0	0	0	0	0	0	0	0	185	0
Msh3	14.230769	0	0	0	0	0	0	0	0	0	0	0	0	185	0
Mars2	14.230769	0	0	0	0	0	0	0	0	0	0	0	0	185	0
Ifi207	14.230769	0	0	185	0	0	0	0	0	0	0	0	0	0	0
Fam220a	14.230769	0	0	185	0	0	0	0	0	0	0	0	0	0	0
Dhfr	14.230769	0	0	0	0	0	0	0	0	0	0	0	0	185	0
BC005537	14.230769	0	0	0	0	0	0	0	0	0	0	0	0	185	0
Adap2	14.230769	0	0	185	0	0	0	0	0	0	0	0	0	0	0
Zdhhc12	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Twistnb	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Spi1	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Pate2	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Pate1	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Mlip	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Ly6c1	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Lhfpl3	14.153846	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Gpr37l1	14.153846	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Gm14137	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Eid2	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Ebf4	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Dcdc2c	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Cacng2	14.153846	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Asprv1	14.153846	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Arhgef6	14.153846	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Akr1d1	14.153846	0	0	0	0	0	0	0	0	0	0	0	0	184	0
2010315B03Rik	14.153846	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Kcnn1	14.076923	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Ibtk	14.076923	0	0	183	0	0	0	0	0	0	0	0	0	0	0
Gzma	14.076923	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Eif1	14.076923	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Tlcd5	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Srp14	14.000000	0	0	182	0	0	0	0	0	0	0	0	0	0	0
Spg21	14.000000	0	0	182	0	0	0	0	0	0	0	0	0	0	0
Rsph14	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Rab36	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Ghrh	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Bicral	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Atp12a	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Rbpj	13.923077	0	0	181	0	0	0	0	0	0	0	0	0	0	0
Phf21b	13.923077	0	0	0	0	0	0	0	0	0	0	0	0	181	0
Maff	13.923077	0	0	181	0	0	0	0	0	0	0	0	0	0	0
Dctn1	13.923077	0	0	0	0	0	0	0	0	0	0	0	0	181	0
Cdc16	13.923077	0	0	181	0	0	0	0	0	0	0	0	0	0	0
Tubb2a	13.846154	0	0	180	0	0	0	0	0	0	0	0	0	0	0
Tmprss7	13.846154	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Hspb1	13.846154	0	0	180	0	0	0	0	0	0	0	0	0	0	0
