Target_genes	Hoxc6|Average	SRX7416176|Embryoid_Bodies	SRX7416177|Embryoid_Bodies	SRX7416192|Embryoid_Bodies	SRX7416193|Embryoid_Bodies	SRX7416201|Embryoid_Bodies	SRX7416202|Embryoid_Bodies	SRX6755620|ES_cells	STRING
Tmie	390.714286	417	274	1179	760	0	105	0	0
Als2cl	390.714286	417	274	1179	760	0	105	0	0
Elk1	390.285714	141	0	833	735	485	538	0	0
Kpna2	388.857143	546	501	895	780	0	0	0	0
Hapln1	388.142857	419	392	833	1073	0	0	0	0
Ddx19b	388.000000	732	441	660	883	0	0	0	0
Traf1	387.714286	452	134	1337	791	0	0	0	0
Taf12	387.285714	281	292	737	785	260	356	0	0
Hes3	387.000000	297	347	746	839	265	215	0	0
Gsx2	387.000000	347	308	900	1154	0	0	0	0
Fam135a	386.857143	387	248	832	824	191	226	0	0
Ptprs	386.714286	0	0	0	0	1756	951	0	0
Stxbp5	386.285714	403	294	1243	764	0	0	0	0
Poglut3	386.285714	521	406	1082	585	0	110	0	0
Mecom	386.142857	0	0	1370	1234	99	0	0	0
Oxr1	385.428571	295	208	582	841	200	572	0	0
Gsg1l2	384.857143	437	289	1124	844	0	0	0	0
Glp2r	384.857143	437	289	1124	844	0	0	0	0
Atf7ip2	384.857143	0	0	0	0	1529	1165	0	0
4930451I11Rik	384.285714	0	0	230	0	1370	1090	0	0
Dusp12	383.857143	0	0	0	0	1393	1294	0	0
Map10	383.571429	0	0	0	0	525	2160	0	0
Mad2l2	382.428571	250	294	1140	993	0	0	0	0
Draxin	382.428571	250	294	1140	993	0	0	0	0
Mtch1	382.000000	0	0	0	0	1563	1111	0	0
Angptl7	382.000000	127	0	672	708	646	521	0	0
Ngdn	381.857143	0	210	1109	916	134	304	0	0
Ereg	381.428571	425	276	1166	803	0	0	0	0
Foxa2	380.428571	0	0	0	183	1086	1394	0	0
Zfp704	380.285714	492	140	932	867	119	112	0	0
Tcf12	380.285714	685	411	847	556	0	163	0	0
Rufy3	379.571429	376	214	1287	662	0	118	0	0
Il31ra	379.285714	361	226	311	221	502	770	264	0
Fam25c	379.000000	0	0	0	0	1549	1104	0	0
Zfp978	378.571429	0	0	0	0	1174	1476	0	0
A530016L24Rik	377.571429	0	0	0	0	1214	1429	0	0
Slc39a2	376.857143	487	509	722	356	173	391	0	0
Ephx2	376.285714	0	0	0	0	1529	1105	0	0
Muc6	376.000000	605	472	643	912	0	0	0	0
Kti12	376.000000	0	0	261	323	1190	858	0	0
Cox7a2l	375.714286	411	312	837	1070	0	0	0	0
Prkag2	375.571429	573	334	836	754	0	132	0	0
Clasp2	373.285714	232	275	908	951	106	141	0	0
Gm715	373.000000	0	0	0	233	1527	851	0	0
Itpk1	372.428571	580	438	945	644	0	0	0	0
Tmigd1	372.285714	283	0	835	570	512	406	0	0
Tmem165	371.428571	449	348	965	838	0	0	0	0
Scgb2a2	371.428571	466	381	970	783	0	0	0	0
Wdr6	370.285714	180	244	860	666	174	468	0	0
Dnah7a	368.857143	836	468	406	543	179	150	0	0
Asap1	368.428571	305	191	1137	946	0	0	0	0
Mrap	368.285714	319	243	825	1191	0	0	0	0
Qrfpr	368.142857	0	0	0	0	1071	1506	0	0
A630095N17Rik	368.142857	370	428	965	684	130	0	0	0
Sh3kbp1	366.857143	0	0	0	0	1276	1292	0	0
Rgs8	366.857143	205	0	1156	927	99	181	0	0
Racgap1	366.000000	309	216	965	914	0	158	0	0
Mest	366.000000	0	0	256	487	829	990	0	0
Trpd52l3	364.857143	0	0	0	0	1616	938	0	0
Lrrc4c	364.285714	274	237	797	530	253	459	0	0
Snca	363.142857	350	267	1213	611	101	0	0	0
Ammecr1l	363.000000	241	190	676	673	313	448	0	0
Ncald	362.857143	0	0	233	249	1143	915	0	0
Ptch1	362.714286	227	155	429	361	512	855	0	0
Fcrl5	361.571429	345	212	1111	717	146	0	0	0
Tshz3	361.285714	343	293	633	397	288	575	0	0
Tcea1	360.714286	173	0	947	1184	0	221	0	0
Usp29	360.000000	0	0	399	230	1327	564	0	0
Peg3	360.000000	0	0	399	230	1327	564	0	0
Id3	359.714286	0	0	0	135	1127	1256	0	0
Kbtbd6	359.142857	132	136	1176	1070	0	0	0	0
Gm829	359.142857	0	0	131	0	813	1570	0	0
Zfp781	358.857143	621	412	617	681	97	84	0	0
Gm3055	358.857143	621	412	617	681	97	84	0	0
Prr5l	358.000000	427	325	806	948	0	0	0	0
Commd9	358.000000	427	325	806	948	0	0	0	0
Slc39a11	357.857143	1034	435	610	426	0	0	0	0
2410137M14Rik	356.857143	0	0	0	0	1082	1416	0	0
Nap1l5	356.428571	427	379	922	767	0	0	0	0
Usp3	355.857143	203	353	720	538	419	258	0	0
Pou3f2	355.857143	160	0	1125	1206	0	0	0	0
Limch1	355.714286	384	287	961	858	0	0	0	0
Cul3	355.571429	363	283	1121	722	0	0	0	0
Rtl8c	355.428571	0	0	0	0	1063	1425	0	0
Il21r	355.000000	109	169	475	303	517	912	0	0
Spon1	354.857143	579	599	682	624	0	0	0	0
Rnase12	354.000000	285	0	584	623	345	641	0	0
Rnase11	354.000000	285	0	584	623	345	641	0	0
Olfr731	353.571429	0	0	0	0	1040	1435	0	0
Atp2b2	353.142857	181	0	781	781	456	273	0	0
Rarb	353.000000	303	297	769	651	247	204	0	0
Ppp1ccb	352.000000	458	372	838	644	0	152	0	0
Gsta4	352.000000	0	0	0	0	1568	896	0	0
Vmn1r226	351.857143	0	0	0	0	1157	1306	0	0
Zkscan17	351.285714	0	0	0	0	1624	835	0	0
Tubb3	351.000000	447	196	950	864	0	0	0	0
Mc1r	351.000000	447	196	950	864	0	0	0	0
Sall2	350.714286	166	0	499	293	660	837	0	0
Dnajb2	349.571429	370	428	965	684	0	0	0	0
Cmtr1	348.000000	125	190	710	715	289	407	0	0
Gm17660	347.714286	0	0	651	548	520	715	0	0
Dnajc6	347.285714	0	0	469	548	520	894	0	0
Zfp979	347.000000	0	0	0	0	1385	1044	0	0
Trio	346.857143	179	184	826	831	212	196	0	0
Tnfaip8	346.714286	0	0	198	0	891	1338	0	0
Sall4	346.428571	173	149	388	584	523	608	0	0
Minar2	346.000000	0	0	121	115	1159	1027	0	0
Evpl	345.428571	241	229	962	986	0	0	0	0
Frmd5	345.142857	185	126	411	307	652	735	0	0
Mtss1	344.857143	0	0	0	0	1148	1266	0	0
Atxn7l3b	344.571429	325	269	1025	793	0	0	0	0
St8sia5	342.571429	247	249	868	1034	0	0	0	0
Hacd4	342.000000	0	0	0	0	996	1398	0	0
Epb41l4b	341.285714	368	212	867	942	0	0	0	0
Arhgap12	340.857143	0	0	122	0	1232	1032	0	0
Nkx3-2	340.571429	0	0	0	0	1110	1274	0	0
Fam110b	339.857143	263	194	887	1035	0	0	0	0
2210407C18Rik	339.142857	0	0	176	254	730	1214	0	0
Wdr18	338.428571	562	485	749	573	0	0	0	0
Sc5d	336.857143	154	122	578	462	415	627	0	0
Tyw1	336.428571	0	112	708	577	231	727	0	0
Sbds	336.428571	0	112	708	577	231	727	0	0
Hoxb8	336.142857	268	0	1076	1009	0	0	0	0
Hoxb7	336.142857	268	0	1076	1009	0	0	0	0
Ldhal6b	335.857143	141	88	567	457	569	529	0	0
Aldh1a2	335.571429	0	146	421	336	544	902	0	0
Exoc6b	335.428571	446	292	821	789	0	0	0	0
Olfm3	334.857143	394	462	419	378	388	303	0	0
Nrg1	333.285714	349	210	713	707	151	203	0	0
Hmgn2	332.285714	188	175	800	415	452	296	0	0
Kbtbd13	332.000000	173	285	842	561	299	164	0	0
Zfp146	331.714286	0	0	107	85	856	1274	0	0
Pmaip1	331.714286	167	0	287	188	935	745	0	0
Arhgap15	331.714286	380	304	768	364	150	356	0	0
Xrcc5	331.428571	156	184	589	831	260	300	0	0
Tgfbr3	331.428571	0	0	0	0	259	2061	0	0
Mybpc1	331.142857	328	210	796	740	244	0	0	0
Copz1	331.142857	0	0	1156	1162	0	0	0	0
Ttr	330.857143	506	202	686	780	0	142	0	0
Slc9b2	330.428571	344	313	804	852	0	0	0	0
Olfr633	330.428571	617	552	683	277	0	184	0	0
Slc4a5	330.285714	0	0	0	0	1061	1251	0	0
Map4k4	330.285714	0	0	0	0	1143	1169	0	0
Tmem154	330.000000	0	0	496	144	881	789	0	0
Herc3	329.571429	0	0	0	0	1063	1244	0	0
Rtl8b	329.428571	0	0	0	0	905	1401	0	0
Bdnf	329.285714	270	325	622	537	258	293	0	0
Onecut1	328.714286	476	548	561	716	0	0	0	0
Cdca8	328.428571	232	123	742	899	0	303	0	0
9930104L06Rik	328.428571	232	123	742	899	0	303	0	0
Asmt	328.000000	221	0	244	412	655	533	231	0
Neurog2	327.714286	423	160	435	402	196	678	0	0
Eya2	327.571429	275	339	837	842	0	0	0	0
Ncam1	326.571429	372	301	811	802	0	0	0	0
Reck	326.285714	302	177	799	807	199	0	0	0
Plcg2	326.285714	0	0	0	0	1038	1246	0	0
Samt2	326.142857	348	239	888	808	0	0	0	0
Nin	326.000000	534	588	313	298	161	388	0	0
Xrcc4	325.857143	186	230	1086	666	113	0	0	0
Tmem167	325.857143	186	230	1086	666	113	0	0	0
Grsf1	324.285714	0	0	141	210	1043	876	0	0
Atad2b	324.285714	867	569	470	364	0	0	0	0
Ndst1	324.142857	196	166	405	247	673	582	0	0
Mcf2l	323.857143	0	0	0	0	1166	1101	0	0
Stmn2	323.571429	735	303	670	557	0	0	0	0
Sp9	323.571429	214	179	1005	867	0	0	0	0
Lbr	323.571429	0	0	0	0	1025	1240	0	0
Rerg	322.714286	0	0	0	0	1141	1118	0	0
Ubn2	322.285714	218	348	895	795	0	0	0	0
Zfp354b	321.714286	0	0	1190	1062	0	0	0	0
Igfbpl1	321.285714	220	224	805	677	95	228	0	0
Lrrtm3	320.142857	0	0	171	173	915	982	0	0
Sdc4	320.000000	180	193	594	335	615	323	0	0
Dis3l	319.000000	0	0	0	0	1266	967	0	0
Sirpa	318.857143	0	0	0	0	914	1318	0	0
Erfl	318.714286	0	0	0	0	704	1527	0	0
Icmt	318.428571	297	347	746	839	0	0	0	0
Th	318.285714	231	319	820	858	0	0	0	0
Cyb5r1	317.714286	0	0	0	0	1440	784	0	0
Msl1	317.000000	0	0	0	0	792	1427	0	0
Slc45a3	316.428571	500	308	511	311	358	227	0	0
Kpna4	316.428571	143	197	1015	860	0	0	0	0
Zfp600	315.714286	0	0	0	0	1194	1016	0	0
Pax8	315.000000	256	205	767	862	115	0	0	0
Rai14	313.857143	0	0	0	0	917	1280	0	0
Mns1	313.000000	557	300	681	456	197	0	0	0
Gsc	312.857143	275	0	560	345	396	614	0	0
Foxp2	312.714286	178	267	871	873	0	0	0	0
Dnaja3	311.857143	217	294	871	583	118	100	0	0
Coro7	311.857143	217	294	871	583	118	100	0	0
Dlc1	311.000000	546	141	828	662	0	0	0	0
1700019D03Rik	310.285714	0	0	383	250	772	767	0	0
Pkig	309.285714	0	0	180	0	714	1271	0	0
Mro	309.142857	216	220	919	699	110	0	0	0
Zfp937	308.714286	0	0	0	0	707	1454	0	0
Reep3	308.285714	0	0	151	0	904	1103	0	0
Tob1	307.285714	325	278	900	648	0	0	0	0
Foxd1	307.142857	99	161	388	229	375	898	0	0
Parm1	307.000000	0	0	231	175	644	1099	0	0
Cxxc4	306.285714	337	180	915	594	118	0	0	0
Slco5a1	306.142857	155	169	786	487	303	243	0	0
Kdm2b	305.857143	0	0	0	0	927	1214	0	0
Shroom4	305.714286	0	0	325	214	615	986	0	0
Mbnl2	305.714286	0	0	0	0	1096	1044	0	0
Fgf5	304.857143	0	0	0	0	707	1427	0	0
Psd3	304.714286	288	119	287	315	375	749	0	0
Gsk3a	304.142857	185	253	837	854	0	0	0	0
Mgat4c	303.857143	0	0	187	198	768	974	0	0
Eci3	303.857143	0	0	0	0	1383	744	0	0
Xkr7	303.714286	208	0	213	398	781	526	0	0
Slc14a2	303.714286	409	428	401	518	0	370	0	0
4930550C14Rik	303.714286	135	248	792	566	256	129	0	0
Slc1a2	303.571429	187	186	676	372	239	465	0	0
Ndp	302.571429	0	0	0	0	1303	815	0	0
Grpel2	302.285714	426	255	720	472	64	179	0	0
Zfp608	302.142857	161	117	639	718	230	250	0	0
Slc9a6	302.000000	319	226	884	685	0	0	0	0
Polr3h	301.857143	147	218	759	989	0	0	0	0
Agpat5	301.428571	0	0	0	0	1367	743	0	0
Prokr2	301.285714	207	199	783	920	0	0	0	0
Nr6a1	300.857143	0	0	189	157	714	1046	0	0
Pth2r	300.571429	0	0	0	0	1340	764	0	0
H2ac10	300.571429	481	357	729	537	0	0	0	0
Nfkbiz	300.428571	0	0	0	0	946	1157	0	0
Tti2	299.714286	201	178	847	721	0	151	0	0
Ubxn10	298.857143	0	0	0	0	1216	876	0	0
Pla2g2c	298.857143	0	0	0	0	1216	876	0	0
4933402D24Rik	298.714286	0	0	1031	1060	0	0	0	0
Ankrd22	298.285714	0	0	0	0	1391	697	0	0
Gm4952	297.428571	426	235	785	636	0	0	0	0
Olfr794	296.571429	0	0	0	0	605	1471	0	0
Zfp329	296.000000	0	0	465	166	806	635	0	0
Spag6l	295.428571	0	0	0	0	813	1255	0	0
Sgpp1	295.142857	161	177	773	590	161	204	0	0
Fzd2	295.142857	0	0	568	347	457	694	0	0
Serinc5	294.714286	0	0	0	0	1149	914	0	0
Zc3h6	294.285714	408	231	649	659	113	0	0	0
Sall1	293.571429	328	0	807	784	136	0	0	0
Dst	293.142857	217	274	572	456	322	211	0	0
Ctr9	292.714286	0	0	0	0	903	1146	0	0
Ankle2	292.571429	0	0	147	127	1007	767	0	0
Grik3	291.714286	0	139	347	383	643	530	0	0
Spa17	291.428571	0	129	549	532	368	462	0	0
Siae	291.428571	0	129	549	532	368	462	0	0
Rfx3	291.142857	318	258	892	570	0	0	0	0
Olfr986	290.285714	0	0	0	0	1326	706	0	0
Exoc5	290.142857	0	0	0	0	1046	985	0	0
Cysltr1	290.142857	0	0	0	0	1197	834	0	0
Ap5m1	290.142857	0	0	0	0	1046	985	0	0
Megf10	289.285714	0	0	229	204	938	654	0	0
4930558K02Rik	289.142857	0	0	0	0	799	1225	0	0
Hnrnpa0	288.857143	245	227	753	797	0	0	0	0
Zfp945	288.714286	0	0	374	370	747	530	0	0
Btla	288.285714	0	0	0	0	1326	692	0	0
Lix1	288.142857	163	0	703	535	262	354	0	0
Nav2	287.857143	0	195	1071	749	0	0	0	0
Ska2	287.285714	442	418	597	465	89	0	0	0
Prr11	287.285714	442	418	597	465	89	0	0	0
Slfn10-ps	286.714286	0	0	0	0	1023	984	0	0
Zdhhc1	286.142857	0	0	0	0	460	1543	0	0
Ostf1	285.857143	332	184	779	706	0	0	0	0
Uhrf2	285.571429	0	0	0	0	675	1324	0	0
Purb	285.428571	253	187	831	727	0	0	0	0
Wdr41	285.285714	0	0	360	190	518	929	0	0
Spg7	285.285714	292	152	866	687	0	0	0	0
Has3	284.428571	0	0	0	0	416	1575	0	0
G6pc2	283.714286	0	0	0	0	1061	925	0	0
Ccdc33	282.714286	170	0	687	815	0	307	0	0
Fyn	282.428571	275	0	918	784	0	0	0	0
Upp1	282.000000	0	0	0	0	879	1095	0	0
Tas1r3	282.000000	0	0	0	0	1036	938	0	0
Nup210	281.285714	206	225	507	863	0	168	0	0
Krt8	281.142857	0	0	504	508	439	517	0	0
BC107364	280.857143	0	114	406	424	329	693	0	0
Zfp316	280.571429	0	0	0	0	750	1214	0	0
Slc39a6	280.571429	352	303	572	737	0	0	0	0
Kif3b	280.571429	0	0	230	240	874	620	0	0
Elp2	280.571429	352	303	572	737	0	0	0	0
Trdn	280.428571	0	0	0	0	819	1144	0	0
BC048671	280.428571	292	306	867	498	0	0	0	0
Tenm2	280.142857	274	261	329	192	479	426	0	0
Setd1b	279.714286	118	115	688	509	196	332	0	0
C2cd4a	279.571429	0	279	753	813	112	0	0	0
Gm14393	279.428571	0	0	0	0	1342	614	0	0
Rprm	278.857143	0	0	0	0	871	1081	0	0
St8sia4	278.142857	506	340	560	541	0	0	0	0
Ogn	278.142857	0	0	157	0	922	868	0	0
Mymk	278.142857	402	247	688	610	0	0	0	0
Mib1	278.142857	329	254	776	588	0	0	0	0
Mthfd2	278.000000	218	271	682	775	0	0	0	0
Casq2	277.714286	0	0	0	0	939	1005	0	0
Elmod1	277.000000	219	172	695	853	0	0	0	0
Zfp980	276.714286	0	0	0	0	1301	636	0	0
Garre1	276.714286	121	183	676	396	268	293	0	0
Frzb	276.000000	0	0	0	0	663	1269	0	0
C8b	275.857143	0	0	0	0	750	1181	0	0
AU021092	275.571429	0	0	0	0	1169	760	0	0
Gli2	275.142857	0	0	0	0	615	1311	0	0
Arg1	274.714286	353	276	620	516	158	0	0	0
Laptm4b	274.571429	0	0	0	0	381	1541	0	0
Gm9595	274.571429	0	0	0	0	1276	646	0	0
Sinhcaf	274.142857	247	189	665	818	0	0	0	0
Ptpre	273.857143	0	0	145	150	668	954	0	0
Btbd3	273.857143	193	252	651	588	233	0	0	0
Tom1l2	273.714286	0	0	588	502	204	622	0	0
Drc3	273.714286	0	0	588	502	204	622	0	0
Pcnx3	273.285714	0	76	337	360	599	541	0	0
Map3k11	273.285714	0	76	337	360	599	541	0	0
Bco1	272.571429	270	298	783	557	0	0	0	0
Crnkl1	271.857143	0	0	0	0	857	1046	0	0
Cfap61	271.857143	0	0	0	0	857	1046	0	0
Ppm1b	271.000000	0	0	1118	779	0	0	0	0
Mplkip	271.000000	0	0	96	99	751	951	0	0
Meis2	270.857143	0	0	346	383	397	770	0	0
Sv2b	270.571429	0	0	0	0	474	303	1117	0
Gse1	270.428571	180	211	718	784	0	0	0	0
Dusp5	269.571429	0	0	681	650	210	346	0	0
Tigd4	269.142857	0	0	0	0	636	1248	0	0
Snx15	268.571429	157	136	782	728	0	77	0	0
Pax6	268.428571	499	290	461	264	86	279	0	0
Ehf	268.142857	0	0	0	0	871	1006	0	0
Zfhx4	267.857143	168	0	704	771	232	0	0	0
Fzd10	267.571429	0	0	238	188	680	767	0	0
Smim18	266.857143	305	113	840	610	0	0	0	0
Btn2a2	266.857143	0	0	0	0	848	1020	0	0
Ikbke	266.428571	186	183	875	621	0	0	0	0
Tex36	266.142857	0	0	0	0	1035	828	0	0
Pmpcb	266.000000	190	186	688	798	0	0	0	0
Ift46	265.857143	82	116	510	506	350	297	0	0
Krt72	265.571429	0	0	0	0	907	952	0	0
Rtn1	264.285714	134	0	775	325	484	132	0	0
Gprin1	263.571429	0	0	278	301	595	671	0	0
Max	263.000000	0	0	0	0	1010	831	0	0
Akr1e1	263.000000	0	172	338	290	665	376	0	0
Gm3448	262.857143	227	133	225	271	568	416	0	0
Gm3417	262.857143	227	133	225	271	568	416	0	0
Mrps36	262.714286	145	143	649	394	97	411	0	0
Peli2	262.285714	0	0	0	0	903	933	0	0
Cttnbp2	262.285714	315	225	519	635	0	142	0	0
Iqsec3	262.142857	168	0	260	417	635	355	0	0
Lipc	261.857143	129	0	214	0	867	623	0	0
Tcte3	261.714286	227	125	225	271	568	416	0	0
Plk3	261.714286	159	0	669	471	285	248	0	0
Stag1	261.571429	0	0	102	157	875	697	0	0
Rnf32	261.571429	133	148	524	554	263	209	0	0
Insl6	261.142857	232	219	726	651	0	0	0	0
Dctn3	261.142857	365	217	718	528	0	0	0	0
Crygb	261.142857	0	0	0	0	322	1506	0	0
Arid3c	261.142857	365	217	718	528	0	0	0	0
Phf21b	260.571429	0	0	185	149	819	671	0	0
Galnt12	260.571429	0	0	0	0	948	876	0	0
Enpp3	260.000000	0	0	0	69	1042	709	0	0
Dhx32	259.571429	0	0	119	101	773	824	0	0
Pde4b	259.428571	0	0	0	158	970	688	0	0
Dmxl2	258.428571	0	0	1012	797	0	0	0	0
Ly6g6f	258.000000	165	0	737	904	0	0	0	0
Ly6g6e	258.000000	165	0	737	904	0	0	0	0
Tmem11	257.714286	0	0	269	171	621	743	0	0
Sac3d1	257.571429	157	136	782	728	0	0	0	0
Gtf2a1l	257.571429	279	160	740	624	0	0	0	0
Lhfpl2	257.285714	0	0	1035	766	0	0	0	0
Foxn3	256.857143	209	0	854	735	0	0	0	0
Strap	256.142857	0	0	0	0	312	1481	0	0
Mast1	255.857143	205	178	690	718	0	0	0	0
Sall3	255.714286	153	216	522	450	256	193	0	0
Gm3435	255.714286	227	120	221	271	568	383	0	0
Mfsd10	255.571429	426	202	560	601	0	0	0	0
Pfas	255.285714	0	170	779	696	142	0	0	0
Sowaha	254.857143	237	176	696	675	0	0	0	0
Mcts1	254.857143	0	0	183	309	694	598	0	0
St3gal2	254.714286	305	333	533	481	131	0	0	0
Epb41	254.714286	233	167	745	638	0	0	0	0
Bach1	254.428571	0	77	170	206	659	669	0	0
Nemf	253.571429	111	90	633	437	186	318	0	0
Lta4h	253.571429	82	0	573	386	318	416	0	0
Lefty2	252.285714	0	0	0	0	796	970	0	0
Celsr3	252.285714	0	0	172	374	833	387	0	0
Taldo1	251.857143	0	0	0	140	320	1303	0	0
Olfml2a	251.428571	0	0	0	0	714	1046	0	0
Msl3l2	251.285714	0	0	380	259	594	526	0	0
Prdm12	251.142857	384	431	553	390	0	0	0	0
Sos1	251.000000	264	211	789	493	0	0	0	0
Pou2f1	251.000000	124	0	264	269	535	565	0	0
Cnot2	251.000000	300	189	811	457	0	0	0	0
Agfg1	251.000000	0	0	358	261	454	684	0	0
Plekhg3	250.857143	0	0	0	0	953	803	0	0
Cpa2	250.714286	0	0	0	0	1160	595	0	0
Ttc1	250.000000	0	146	530	541	221	312	0	0
Olfr535	250.000000	0	0	0	0	796	954	0	0
Sash1	249.714286	0	0	222	103	721	702	0	0
Sptbn1	249.571429	0	0	0	0	939	808	0	0
Dpysl2	249.571429	286	254	456	751	0	0	0	0
Slc31a2	249.428571	165	186	559	498	168	170	0	0
Cables1	249.285714	213	384	524	465	159	0	0	0
Prickle2	249.142857	0	0	579	610	250	305	0	0
Osbpl9	249.142857	106	0	182	242	762	452	0	0
Tmem87b	248.571429	437	342	610	351	0	0	0	0
Plcxd1	248.571429	0	0	0	0	808	932	0	0
Krtap15	248.571429	382	289	689	380	0	0	0	0
Krtap14	248.571429	382	289	689	380	0	0	0	0
Rbm28	247.857143	0	179	434	330	369	423	0	0
Dhrs3	247.428571	0	0	301	159	638	634	0	0
Bahcc1	247.285714	455	219	642	415	0	0	0	0
Tmem107	247.142857	182	93	672	528	0	255	0	0
Ripply1	247.142857	308	336	485	601	0	0	0	0
Poldip3	247.142857	150	183	609	485	127	176	0	0
Zeb2	246.714286	116	0	267	165	582	597	0	0
Dnmt3a	246.714286	0	0	579	178	673	297	0	0
Rnf4	246.571429	122	0	411	540	307	346	0	0
Ldhb	246.285714	0	0	0	0	690	1034	0	0
Pde1a	246.000000	0	0	292	335	576	519	0	0
Znfx1	245.000000	0	0	0	0	906	809	0	0
Rab28	244.571429	0	0	637	570	223	282	0	0
Egln3	243.857143	0	132	444	389	249	493	0	0
Il1a	243.714286	120	245	270	398	200	473	0	0
Slc35f3	243.428571	0	0	756	698	128	122	0	0
Tgif1	243.285714	0	152	557	478	214	302	0	0
Sumf1	243.285714	0	77	454	323	310	539	0	0
Gpatch8	242.857143	0	0	0	0	960	740	0	0
Fstl5	242.857143	144	0	738	750	68	0	0	0
Stat4	242.714286	0	0	0	0	940	759	0	0
Gpr18	242.571429	0	0	0	0	962	736	0	0
Irx1	242.000000	213	324	526	631	0	0	0	0
G2e3	241.857143	0	0	716	531	255	191	0	0
Krtap4-8	241.714286	0	0	0	0	504	1188	0	0
Dennd11	241.428571	423	325	599	343	0	0	0	0
Kcnj15	241.285714	0	0	0	0	778	911	0	0
Srp19	241.000000	0	0	0	0	533	1154	0	0
Fgf2	241.000000	0	0	0	0	495	1192	0	0
Spock2	240.857143	392	235	570	489	0	0	0	0
Cga	240.857143	0	0	0	0	804	634	248	0
Usp44	240.571429	142	0	685	373	190	294	0	0
Lsm1	240.428571	390	522	395	376	0	0	0	0
Dip2b	240.428571	175	265	628	398	0	217	0	0
Bag4	240.428571	390	522	395	376	0	0	0	0
Klhl7	240.285714	0	0	261	152	692	577	0	0
Slc48a1	240.142857	290	327	719	345	0	0	0	0
Got2	239.857143	99	0	827	655	98	0	0	0
1700034J05Rik	239.857143	0	0	128	0	1080	471	0	0
Zpld2	239.571429	263	245	729	440	0	0	0	0
Slc38a2	239.571429	334	205	711	427	0	0	0	0
Ntn4	239.000000	292	0	676	465	240	0	0	0
Ghrh	239.000000	280	284	736	373	0	0	0	0
Cacng2	238.714286	177	148	395	189	406	356	0	0
2410141K09Rik	238.571429	0	0	0	0	797	873	0	0
Foxb1	237.714286	272	224	410	457	0	301	0	0
Ubr5	237.428571	0	0	0	0	863	799	0	0
Taar9	237.000000	0	0	203	190	530	736	0	0
Pou3f1	236.714286	0	0	0	0	1197	460	0	0
Pdia5	236.571429	277	235	619	525	0	0	0	0
H4c8	236.571429	182	208	729	537	0	0	0	0
Cbfa2t3	236.571429	385	307	490	474	0	0	0	0
Rapgef6	236.142857	0	0	1006	647	0	0	0	0
Arhgef18	235.714286	0	0	188	144	647	671	0	0
Rrp36	235.428571	0	0	0	0	901	747	0	0
Ctc1	235.000000	0	170	779	696	0	0	0	0
Sort1	234.714286	0	0	457	448	111	627	0	0
Map3k20	234.571429	0	0	0	0	758	884	0	0
Tnfsf8	234.428571	233	0	802	606	0	0	0	0
Itgb6	233.857143	278	147	808	404	0	0	0	0
Ubtd1	233.428571	0	0	794	763	77	0	0	0
Ms4a10	233.428571	0	0	0	0	1031	603	0	0
Mms19	233.428571	0	0	794	763	77	0	0	0
Glrp1	233.428571	521	313	427	373	0	0	0	0
Proser2	233.285714	0	0	0	0	755	878	0	0
Aaas	233.285714	0	0	0	0	688	945	0	0
Hoxb2	233.142857	0	0	243	203	696	490	0	0
Gpr45	232.857143	0	0	402	462	167	599	0	0
Mapk6	231.857143	0	0	766	559	0	298	0	0
Dennd2c	231.857143	0	0	108	0	909	606	0	0
Epc1	231.714286	0	0	583	273	365	401	0	0
Acvr1c	231.714286	366	207	476	573	0	0	0	0
Tfdp2	231.285714	211	131	647	483	147	0	0	0
Scrt1	231.142857	0	0	310	179	630	499	0	0
Sfi1	230.857143	334	189	171	146	611	165	0	0
Kcnh8	230.857143	89	182	388	198	275	484	0	0
Pax2	230.428571	453	296	454	410	0	0	0	0
Dscam	230.428571	0	0	0	0	568	1045	0	0
Dnah8	229.857143	0	0	0	0	592	1017	0	0
Cfap161	229.571429	280	268	669	390	0	0	0	0
Grid2ip	229.428571	330	164	626	486	0	0	0	0
Myh13	229.285714	0	0	187	159	561	698	0	0
Lmx1b	228.571429	0	0	0	0	589	1011	0	0
Percc1	228.285714	202	184	603	609	0	0	0	0
BC003965	228.285714	202	184	603	609	0	0	0	0
Nt5c3	228.000000	0	0	0	0	944	652	0	0
Sema4d	227.428571	0	0	134	166	508	784	0	0
Krtap13-1	227.428571	0	0	0	0	752	840	0	0
Itgb3	227.428571	0	0	0	0	650	942	0	0
Nfil3	227.142857	241	174	677	498	0	0	0	0
Ythdf3	226.857143	198	234	630	526	0	0	0	0
Tm2d2	226.857143	186	118	650	419	94	121	0	0
Itga10	226.857143	0	0	0	0	755	833	0	0
Asgr2	226.857143	0	0	560	452	278	298	0	0
Golga7b	226.000000	0	0	311	190	573	508	0	0
Glis2	225.285714	221	205	652	499	0	0	0	0
Zfp442	224.428571	0	0	0	0	478	1093	0	0
Unc13a	224.428571	0	0	592	561	139	279	0	0
Zfp60	223.857143	116	144	477	216	346	268	0	0
Zfp68	223.714286	0	0	0	0	888	678	0	0
A430033K04Rik	223.714286	0	0	0	0	888	678	0	0
Crygf	223.285714	283	0	424	533	0	323	0	0
Ogfod3	223.142857	0	0	157	0	889	516	0	0
