Target_genes	Foxc2|Average	SRX4309875|Kidney_Glomerulus	SRX17535190|Podocytes	SRX17535191|Podocytes	SRX17535192|Podocytes	SRX17535193|Podocytes	SRX17535194|Podocytes	SRX17535195|Podocytes	STRING
Ptpn1	623.571429	0	910	965	637	671	700	482	0
Avpi1	620.285714	0	1118	1194	959	307	365	399	0
Tnks	619.285714	0	801	937	422	646	849	680	0
Hdhd5	618.857143	0	937	1044	843	477	482	549	0
Cap1	617.571429	0	1013	1023	794	399	557	537	0
Rheb	616.428571	0	975	930	630	453	811	516	0
Gas1	616.142857	168	1124	1211	987	332	306	185	0
Cntrl	616.000000	0	923	838	715	468	755	613	0
Mrgprf	615.857143	0	1271	1415	874	304	231	216	0
Adam10	615.857143	0	786	932	516	558	740	779	0
Fchsd2	615.714286	0	990	900	600	504	554	762	0
Zfp28	614.714286	0	892	1053	662	493	701	502	0
Lor	614.714286	0	1100	1230	823	317	396	437	0
Polr3g	613.857143	0	1114	969	968	290	563	393	0
Mblac2	613.857143	0	1114	969	968	290	563	393	0
Phf1	613.714286	0	977	1242	695	286	602	494	0
Mafb	610.285714	0	1087	1122	922	248	469	424	0
Inpp5f	609.428571	0	1199	1269	757	363	244	434	0
Ppp3ca	608.571429	0	1066	957	877	304	678	378	0
Rbm4b	608.428571	0	851	1020	763	489	682	454	0
Smo	608.285714	568	1217	1190	790	211	148	134	0
Prr15l	607.571429	0	1122	1082	755	565	403	326	0
Mnt	607.000000	0	934	999	783	494	530	509	0
Pitpnb	606.142857	0	1084	957	785	423	424	570	0
Ajuba	605.857143	0	1085	793	728	501	594	540	0
Scamp2	605.142857	0	829	785	506	787	595	734	0
Carns1	604.857143	0	1008	892	648	587	503	596	0
Hjurp	604.142857	93	1002	976	538	368	656	596	0
A730008H23Rik	604.142857	93	1002	976	538	368	656	596	0
Pald1	602.857143	0	904	985	660	473	646	552	0
Tnfaip2	602.714286	0	1183	1404	870	273	253	236	0
Tspan2	601.714286	0	1284	1494	1056	0	202	176	0
Prr12	601.714286	0	910	1068	542	640	511	541	0
Setx	600.285714	0	1019	1239	682	329	495	438	0
Ptp4a2	600.142857	0	919	1067	742	511	456	506	0
Rai14	598.428571	112	986	1134	827	192	458	480	0
Ankrd46	598.285714	0	1382	1245	837	229	239	256	0
Nsd3	597.142857	0	1387	1073	1244	154	132	190	0
Des	596.714286	0	629	652	461	667	1010	758	0
Senp8	595.142857	0	870	929	656	559	682	470	0
Myo9a	595.142857	0	870	929	656	559	682	470	0
Elmo2	594.000000	0	1261	1121	745	375	325	331	0
Pknox2	593.428571	0	1172	1328	1014	208	198	234	0
Lsm14b	593.142857	0	882	1160	611	381	552	566	0
Plpp6	590.857143	0	789	1057	555	507	590	638	0
4430402I18Rik	590.857143	0	789	1057	555	507	590	638	0
Rabepk	589.428571	0	716	624	516	743	871	656	0
Hmox1	589.428571	0	1410	1242	1027	120	171	156	0
Rasl11a	588.428571	0	1147	1121	992	254	303	302	0
Acp6	586.000000	0	1098	862	599	553	510	480	0
Tdrd5	584.571429	0	1394	1480	1041	0	177	0	0
Nin	584.571429	0	964	937	666	409	618	498	0
Isy1	584.285714	0	862	951	604	591	537	545	0
Ncoa2	584.142857	0	1014	922	725	457	562	409	0
Arhgap29	582.142857	0	1051	1059	861	273	490	341	0
Slx4	580.714286	0	758	860	538	557	721	631	0
Fuca1	578.857143	0	1015	1037	789	247	412	552	0
Skp2	578.714286	0	1067	832	697	385	643	427	0
Pnrc2	578.714286	0	646	790	547	785	634	649	0
Lmbrd2	578.714286	0	1067	832	697	385	643	427	0
Rhbdf2	578.285714	0	931	945	732	468	545	427	0
Sulf2	577.714286	0	1180	1181	749	242	314	378	0
Tlcd2	577.428571	0	1295	1263	777	164	359	184	0
Ankrd11	576.714286	0	783	857	697	570	693	437	0
Ripor1	574.428571	0	968	956	642	551	472	432	0
Slc41a2	573.285714	0	1053	980	731	391	457	401	0
Trmt112	572.571429	0	1102	1195	784	273	332	322	0
Prdx5	572.571429	0	1102	1195	784	273	332	322	0
1700025G04Rik	572.571429	0	954	836	682	422	586	528	0
Dcaf1	572.142857	0	907	714	740	659	493	492	0
Aebp2	570.857143	0	650	620	422	714	878	712	0
Rce1	570.428571	0	817	853	697	334	817	475	0
Frmd8	570.142857	0	1017	1221	845	332	230	346	0
Bmpr2	570.142857	119	1419	1261	717	142	143	190	0
Trabd2b	569.857143	0	1130	1140	751	250	383	335	0
Pdgfb	568.857143	0	1046	1128	818	277	426	287	0
A130010J15Rik	568.571429	0	843	838	525	470	600	704	0
Ubtd1	568.000000	0	968	1168	618	439	421	362	0
Mms19	568.000000	0	968	1168	618	439	421	362	0
Zc3h13	567.428571	0	777	801	541	526	687	640	0
Gphn	567.428571	0	918	757	584	417	640	656	0
Acin1	566.714286	0	862	885	552	622	592	454	0
Nrd1	566.142857	0	1026	934	536	345	637	485	0
Anks1b	565.857143	0	1257	1174	885	222	258	165	0
Tmem106b	565.571429	0	744	1000	624	549	469	573	0
Slc17a7	564.714286	0	1067	855	639	401	539	452	0
P4ha1	564.142857	0	1110	1176	805	168	461	229	0
Tomm20	563.714286	0	945	875	685	486	520	435	0
Rars2	563.714286	0	952	1001	584	307	641	461	0
Orc3	563.714286	0	952	1001	584	307	641	461	0
Litaf	563.000000	0	1025	1077	855	269	368	347	0
Zfp24	562.714286	0	679	789	580	594	689	608	0
Kat2a	562.714286	0	568	721	639	509	840	662	0
Hspb9	562.714286	0	568	721	639	509	840	662	0
Arhgef17	561.714286	0	1023	991	706	380	404	428	0
Rbfox2	561.571429	0	1020	1226	730	243	279	433	0
Spen	561.428571	0	823	857	629	395	694	532	0
Rapgef6	561.285714	0	952	994	681	292	574	436	0
Itgb1	561.000000	0	818	1095	527	566	467	454	0
Fem1b	560.857143	0	1082	907	685	459	422	371	0
Rps6ka5	560.428571	0	1017	1094	806	287	421	298	0
Dr1	560.428571	0	880	872	672	395	661	443	0
Mrtfa	560.142857	0	1004	745	790	603	429	350	0
1700122O11Rik	559.714286	0	783	936	715	525	459	500	0
Tfe3	559.428571	0	679	715	394	627	770	731	0
Mlec	558.857143	0	1143	961	681	338	446	343	0
Cyp2s1	557.857143	0	1531	1344	880	0	0	150	0
Parp2	557.714286	0	1124	1058	740	267	365	350	0
Edn2	557.571429	0	981	1239	1010	178	222	273	0
Zc3h4	557.000000	0	911	1011	603	337	533	504	0
Ccdc107	556.428571	0	1164	940	611	360	446	374	0
Usp20	553.000000	0	1034	1033	602	307	429	466	0
BC005624	553.000000	0	1034	1033	602	307	429	466	0
Mtarc2	552.142857	0	1137	1047	714	371	375	221	0
Rnf24	551.857143	0	922	802	654	325	650	510	0
Kpna3	551.857143	0	855	1032	685	351	433	507	0
Zfyve19	550.714286	0	804	1018	638	366	462	567	0
Dnajc17	550.714286	0	804	1018	638	366	462	567	0
Actg1	550.714286	0	813	977	586	388	569	522	0
Sema6d	550.428571	0	1095	1190	786	296	226	260	0
Prelid3a	548.571429	0	1050	1069	831	314	310	266	0
Smim1	548.000000	0	962	906	814	360	448	346	0
P2ry12	548.000000	0	1007	1018	739	331	387	354	0
Bcl2	546.714286	0	1264	1109	687	201	379	187	0
Trappc4	545.000000	0	898	1108	807	371	327	304	0
Rps25	545.000000	0	898	1108	807	371	327	304	0
Foxo3	545.000000	124	946	871	780	402	344	348	0
Gpn3	544.000000	0	978	966	618	405	415	426	0
Fam216a	544.000000	0	978	966	618	405	415	426	0
Pkig	543.857143	0	1299	1164	705	228	221	190	0
Ccdc69	543.285714	0	979	1016	544	401	445	418	0
Dpysl2	542.714286	0	1215	947	848	303	260	226	0
Spast	542.285714	0	884	952	732	247	592	389	0
Unc13d	542.142857	0	1184	1219	730	0	371	291	0
Btaf1	541.857143	0	1170	1109	747	132	393	242	0
Slc19a2	541.571429	0	1418	1270	970	0	133	0	0
Mgat1	541.142857	0	1272	1185	987	0	155	189	0
Agpat3	541.000000	0	1018	963	628	351	390	437	0
Zfat	540.857143	0	860	993	575	373	628	357	0
Sfxn2	540.285714	0	981	848	626	453	410	464	0
Arl3	540.285714	0	981	848	626	453	410	464	0
Nbl1	540.142857	99	1031	761	670	304	518	398	0
Ets1	540.142857	0	955	858	751	499	369	349	0
Npcd	540.000000	0	739	687	478	490	744	642	0
Cbx6	540.000000	0	739	687	478	490	744	642	0
Ggt5	539.857143	0	755	651	513	647	697	516	0
Card10	539.571429	0	1156	1056	816	295	191	263	0
Irs1	539.000000	0	864	1050	744	342	378	395	0
Ptger1	538.857143	0	1203	1225	773	178	221	172	0
Mark1	538.857143	0	686	768	537	615	594	572	0
AW549877	538.142857	0	904	1213	718	252	382	298	0
Zmiz1	538.000000	0	807	855	670	475	445	514	0
Slc35a1	538.000000	0	869	1032	549	438	379	499	0
Hsp90ab1	537.857143	0	851	851	632	413	514	504	0
Gpr84	537.857143	0	776	593	535	555	665	641	0
Pawr	536.428571	0	975	748	620	476	526	410	0
Robo2	536.285714	0	964	1225	691	210	435	229	0
Mocs2	536.285714	0	1433	1105	834	183	199	0	0
Smim41	535.857143	0	1185	1299	903	0	226	138	0
Smg1	535.857143	0	1010	891	781	341	382	346	0
Calr4	535.857143	0	700	912	553	620	587	379	0
Zfp36	535.285714	0	831	697	500	546	665	508	0
Slc20a1	535.142857	0	964	1122	590	215	516	339	0
Limk1	533.285714	0	715	767	333	584	691	643	0
Ubn2	533.142857	0	725	697	599	507	649	555	0
Ccno	532.571429	0	930	875	808	402	382	331	0
Lmna	531.857143	0	1048	929	625	318	389	414	0
Pmf1	531.285714	0	828	708	511	499	607	566	0
Setd5	530.714286	0	863	1137	734	230	439	312	0
Ocrl	530.571429	0	1135	1275	816	167	171	150	0
Foxd2	530.428571	0	1345	1142	885	169	172	0	0
Coq10b	530.428571	0	931	945	414	336	587	500	0
Slc2a12	529.714286	0	784	871	544	292	701	516	0
Syne3	529.428571	0	1007	976	506	352	570	295	0
Lats2	529.285714	0	1199	1260	1120	0	126	0	0
Usp4	528.714286	0	1001	863	618	313	496	410	0
Tspan4	528.571429	258	889	964	666	253	364	306	0
Polr2l	528.571429	258	889	964	666	253	364	306	0
Brf1	528.571429	0	1075	969	792	317	280	267	0
Zmym5	528.428571	93	1018	942	966	173	314	193	0
Tax1bp3	528.142857	0	1037	1217	704	253	222	264	0
Josd1	528.142857	0	808	943	684	307	473	482	0
Hoxa2	528.142857	0	1033	790	474	438	499	463	0
Gtpbp1	528.142857	0	808	943	684	307	473	482	0
Emc6	528.142857	0	1037	1217	704	253	222	264	0
Tmem125	527.714286	1823	268	252	415	278	296	362	0
Dennd6a	527.428571	0	747	985	852	403	342	363	0
Eva1b	526.857143	0	879	934	599	448	349	479	0
Ptprv	526.571429	0	1116	1176	933	147	200	114	0
Ptpn7	526.571429	0	1116	1176	933	147	200	114	0
Rmc1	526.142857	0	700	873	587	444	525	554	0
Birc6	525.428571	0	899	884	584	441	465	405	0
Ankrd12	525.428571	0	795	840	481	403	607	552	0
Tmem30a	525.142857	0	884	894	601	426	398	473	0
Plau	525.142857	0	755	927	642	412	427	513	0
Rasgef1b	524.428571	0	942	1018	773	205	410	323	0
Inf2	524.428571	145	1026	979	618	302	343	258	0
Rpl27	524.142857	0	1012	801	769	256	461	370	0
Sdc4	524.000000	0	1254	1190	943	0	120	161	0
Baiap2	523.142857	0	1305	1406	951	0	0	0	0
Abr	522.571429	0	1039	992	714	212	346	355	0
Zdhhc12	522.000000	0	986	782	432	409	603	442	0
Gpr179	520.142857	0	957	1067	539	409	309	360	0
Nphs1	519.857143	0	1270	1192	708	138	176	155	0
Kirrel2	519.857143	0	1270	1192	708	138	176	155	0
Psma4	519.714286	0	871	903	633	393	422	416	0
AY074887	519.714286	0	871	903	633	393	422	416	0
Plekha2	518.571429	0	1243	977	716	148	278	268	0
Ust	518.428571	0	779	763	509	442	604	532	0
Papss1	518.428571	0	985	805	696	370	467	306	0
Cnot8	517.571429	0	953	730	517	356	525	542	0
Neu1	517.428571	0	1198	1112	701	236	189	186	0
Elp1	517.428571	0	727	724	555	426	651	539	0
Abitram	517.428571	0	727	724	555	426	651	539	0
Smpd1	517.142857	0	917	851	457	544	504	347	0
Fam13b	516.285714	0	863	857	710	314	536	334	0
Bmp7	516.285714	0	1041	811	564	228	450	520	0
Inip	515.000000	0	732	730	418	617	583	525	0
Vamp8	513.000000	0	796	712	634	458	576	415	0
Tmem164	512.571429	0	988	960	599	281	428	332	0
Ptpn21	512.428571	0	666	746	736	370	631	438	0
Rnpc3	511.571429	0	719	780	555	447	648	432	0
Itgb8	511.571429	0	931	1059	661	279	382	269	0
Dgkh	511.428571	0	980	981	621	288	342	368	0
Abi2	511.142857	0	980	841	710	230	381	436	0
Zfr	510.857143	0	567	601	480	662	585	681	0
Myo1c	510.285714	0	1126	1088	847	145	187	179	0
Lcmt1	509.714286	0	856	868	634	406	401	403	0
Col4a4	509.714286	0	1022	1141	735	244	274	152	0
Col4a3	509.714286	0	1022	1141	735	244	274	152	0
Zfp385b	509.428571	0	1035	1039	773	162	210	347	0
Sqstm1	509.000000	110	896	996	522	353	376	310	0
Mt1	509.000000	0	787	763	584	445	539	445	0
Nutf2	508.714286	0	955	883	635	418	319	351	0
Zmat3	508.571429	0	846	760	677	346	492	439	0
Yif1b	508.571429	0	1136	976	789	172	219	268	0
Pbx1	508.142857	0	860	880	668	361	486	302	0
Zmym2	508.000000	100	1026	964	602	309	326	229	0
Gfod1	507.857143	0	959	1090	733	206	369	198	0
Kdsr	506.428571	0	871	863	606	422	347	436	0
Cdk19	506.000000	0	928	948	612	237	453	364	0
Tbl2	505.857143	0	727	907	603	285	577	442	0
Itpr1	505.714286	0	1032	872	737	275	288	336	0
Syn2	505.571429	0	893	931	707	322	336	350	0
Orc4	505.571429	0	805	1189	578	333	307	327	0
Mbd5	505.571429	0	805	1189	578	333	307	327	0
Tbcc	504.857143	0	706	781	458	500	555	534	0
Strn	504.714286	0	967	1059	658	198	344	307	0
Ttc3	502.857143	0	852	801	573	364	492	438	0
Pigp	502.857143	0	852	801	573	364	492	438	0
Ccl27a	502.000000	0	580	695	375	751	525	588	0
Cenpu	501.428571	0	803	868	589	338	547	365	0
Cox14	500.428571	0	508	467	258	706	875	689	0
Git2	499.714286	0	848	675	647	416	516	396	0
Ankrd13a	499.714286	0	848	675	647	416	516	396	0
Zfp318	499.285714	0	822	822	622	345	442	442	0
Hfm1	499.285714	0	824	634	521	336	566	614	0
Gpx4	499.000000	0	1290	1292	911	0	0	0	0
Ep400	498.428571	0	770	760	490	462	559	448	0
Klf6	497.571429	0	916	777	475	274	536	505	0
B3gnt2	497.571429	0	616	724	434	631	635	443	0
Snx1	497.285714	0	735	865	516	381	495	489	0
Ciao2a	497.285714	0	735	865	516	381	495	489	0
Mtus1	496.142857	0	972	1133	725	221	262	160	0
Pbx2	495.857143	0	1075	985	769	173	227	242	0
Gpsm3	495.857143	0	1075	985	769	173	227	242	0
Siva1	495.714286	0	1144	1166	908	0	0	252	0
Znrf3	495.000000	0	934	801	676	285	493	276	0
Cystm1	494.857143	0	1256	1237	875	0	96	0	0
Zfp280d	494.428571	0	870	945	687	214	498	247	0
Akap11	494.142857	0	671	911	621	298	493	465	0
Foxp1	493.857143	0	836	1023	606	404	259	329	0
Capg	493.714286	0	698	885	506	412	526	429	0
Hmgcl	492.571429	0	924	847	644	334	406	293	0
Ralgds	491.571429	0	772	531	336	579	626	597	0
Dmpk	491.428571	0	1210	1120	900	0	109	101	0
Rab3b	490.571429	0	1057	1182	1195	0	0	0	0
Slco3a1	490.142857	0	766	947	363	391	451	513	0
Gpr142	490.000000	0	1056	1271	918	185	0	0	0
Btbd17	490.000000	0	1056	1271	918	185	0	0	0
Ptpro	489.000000	0	1194	1381	734	0	114	0	0
Ptch1	488.857143	0	559	769	656	553	520	365	0
Cyp4f16	488.571429	0	539	419	329	683	694	756	0
Tmod3	487.857143	0	747	818	647	366	430	407	0
Rpl35	487.857143	0	795	734	733	250	483	420	0
Arpc5l	487.857143	0	795	734	733	250	483	420	0
Fam136a	487.714286	0	1038	1073	778	176	199	150	0
Col26a1	487.571429	0	893	996	785	373	211	155	0
Gucy2g	487.142857	0	737	820	398	482	564	409	0
Yipf1	486.714286	0	1053	790	647	270	384	263	0
St3gal6	486.571429	0	974	1116	869	99	202	146	0
Glrx	486.571429	0	820	811	752	306	347	370	0
Ptbp1	486.000000	0	765	668	558	418	562	431	0
Lrp8	486.000000	0	778	576	529	499	465	555	0
Itgav	486.000000	0	957	926	587	293	314	325	0
Cisd3	485.857143	0	882	843	578	343	442	313	0
Npepl1	485.285714	0	1084	1171	644	137	218	143	0
Gemin8	485.285714	0	767	815	422	351	470	572	0
Rora	485.000000	0	881	1009	768	151	351	235	0
Edc3	484.714286	0	672	675	526	456	579	485	0
Tmem121b	484.142857	0	974	1042	727	138	276	232	0
Scrn2	483.857143	0	1197	1245	945	0	0	0	0
Lfng	483.571429	0	957	949	675	292	279	233	0
Dipk2a	483.285714	0	985	977	607	223	342	249	0
Plec	482.285714	0	966	1073	670	154	206	307	0
Gosr2	481.857143	0	774	797	496	392	508	406	0
Tead4	481.285714	0	1003	979	817	159	190	221	0
Idnk	481.285714	0	602	705	546	484	467	565	0
Nhs	481.142857	0	653	604	428	374	752	557	0
Mb	481.142857	0	801	982	700	203	444	238	0
Tgif2	479.857143	0	618	782	485	451	630	393	0
Tbc1d4	479.428571	0	756	940	646	268	376	370	0
Mtres1	478.142857	0	882	753	511	248	513	440	0
Cast	478.000000	0	637	593	273	631	527	685	0
Paf1	477.571429	0	892	825	550	355	451	270	0
Med29	477.571429	0	892	825	550	355	451	270	0
Irf2bp2	477.428571	0	605	621	557	612	450	497	0
St3gal5	477.000000	0	1025	969	679	143	370	153	0
Mex3c	477.000000	0	951	958	668	254	293	215	0
Vdr	476.714286	0	616	571	426	481	613	630	0
U2af2	476.714286	0	671	680	464	419	597	506	0
Ccdc106	476.714286	0	671	680	464	419	597	506	0
Tyro3	476.285714	0	1143	1305	886	0	0	0	0
Mtrex	475.857143	0	744	840	574	248	570	355	0
Dhx29	475.857143	0	744	840	574	248	570	355	0
Arid1b	475.857143	0	721	828	668	250	447	417	0
Kdm6a	475.428571	0	1005	908	569	301	246	299	0
Brd3os	474.000000	0	753	710	560	360	507	428	0
E2f1	473.571429	0	1156	1275	884	0	0	0	0
Wnt1	473.285714	0	1156	1077	607	151	213	109	0
Sgms1	473.285714	118	1011	892	693	213	225	161	0
Dennd4b	473.285714	0	609	537	355	591	597	624	0
Nes	472.714286	0	834	999	691	352	225	208	0
Cul3	472.571429	0	717	980	406	463	446	296	0
Med13	471.285714	0	530	731	421	567	625	425	0
Mfsd14a	471.142857	0	790	985	503	310	368	342	0
Zfp512	471.000000	0	740	694	548	475	553	287	0
Cbx4	470.714286	0	866	823	802	224	337	243	0
Sh3bp1	468.857143	0	761	647	447	321	713	393	0
Lrch1	468.428571	0	836	835	560	343	356	349	0
Pwwp2b	468.000000	0	962	908	725	236	193	252	0
Fbxl16	467.714286	0	940	1066	596	178	302	192	0
Phka2	466.857143	0	654	694	433	467	565	455	0
Dnajb5	466.857143	0	553	502	272	598	666	677	0
Extl1	466.428571	0	1220	1095	746	0	127	77	0
Rbbp5	466.142857	0	603	695	504	486	504	471	0
Plekhf1	465.142857	0	763	941	628	233	290	401	0
Suz12	464.857143	0	652	666	556	480	353	547	0
Inka2	464.714286	0	843	895	735	145	350	285	0
Pcbd2	464.571429	0	662	723	374	400	554	539	0
Rasal1	463.857143	0	670	641	450	396	580	510	0
Maz	463.714286	0	827	861	519	286	464	289	0
Fbxo11	463.571429	0	879	661	519	393	428	365	0
Ehbp1	463.428571	0	740	714	331	436	439	584	0
Tmed7	463.285714	0	668	738	467	389	526	455	0
Mfsd13a	463.285714	0	1032	1027	609	200	200	175	0
Eif1a	463.285714	0	668	738	467	389	526	455	0
Pafah1b1	463.142857	0	766	750	571	369	427	359	0
Rab5b	463.000000	0	714	846	436	407	494	344	0
Clic3	462.428571	0	1263	1117	857	0	0	0	0
Magi2	461.857143	0	1047	1006	683	100	148	249	0
Acsl4	461.571429	0	899	795	425	268	404	440	0
Dmwd	461.428571	0	1210	1120	900	0	0	0	0
Kiss1	461.142857	0	1185	1241	802	0	0	0	0
Ndufs2	461.000000	0	631	564	598	436	533	465	0
Adamts4	461.000000	0	631	564	598	436	533	465	0
BC005537	460.857143	0	612	727	481	568	381	457	0
Jun	460.428571	0	761	823	513	362	380	384	0
Sntb2	460.142857	0	907	1125	726	0	294	169	0
Parva	460.142857	0	909	1033	740	0	307	232	0
Egr3	460.142857	0	586	754	480	487	443	471	0
Clic4	460.142857	0	637	687	620	433	391	453	0
Larp6	460.000000	0	920	753	519	287	370	371	0
Herpud2	460.000000	0	807	872	489	367	377	308	0
Galnt11	459.714286	0	657	691	416	487	471	496	0
Glo1	459.571429	0	954	1110	457	293	254	149	0
Rhpn2	459.428571	0	816	764	625	381	352	278	0
Stk11	459.285714	0	936	849	739	248	236	207	0
Ppp1r15b	459.285714	0	826	818	548	374	321	328	0
Fgfr1	459.285714	0	833	903	667	253	311	248	0
Rcbtb1	458.857143	0	568	710	423	484	583	444	0
Stt3b	457.714286	0	749	715	543	281	406	510	0
Emc9	457.714286	0	939	910	506	300	261	288	0
Zfc3h1	457.571429	0	1031	957	469	203	272	271	0
Thap2	457.571429	0	1031	957	469	203	272	271	0
Tpp1	457.428571	0	667	597	329	472	511	626	0
Spata13	457.142857	0	841	1097	573	129	308	252	0
Foxd1	457.142857	158	919	824	633	172	270	224	0
Acot7	457.142857	0	458	442	252	594	731	723	0
Tbc1d8b	456.714286	0	840	771	493	373	349	371	0
Rps19	456.714286	0	689	870	494	334	511	299	0
Lama5	456.571429	0	939	1058	665	216	185	133	0
BC048507	456.571429	0	1039	1279	878	0	0	0	0
Dusp6	456.428571	0	652	870	711	357	338	267	0
Cpeb2	456.000000	0	770	788	495	294	547	298	0
Sparc	455.857143	0	1024	846	564	240	284	233	0
Hexim1	455.857143	0	802	852	648	326	365	198	0
Rprd2	455.714286	0	655	833	422	415	458	407	0
Rsph3b	455.285714	0	782	847	574	312	304	368	0
Keap1	454.857143	0	711	636	367	445	560	465	0
Pi4k2a	454.428571	0	738	743	419	309	396	576	0
Morn4	454.428571	0	738	743	419	309	396	576	0
Nkrf	454.142857	0	1203	1123	853	0	0	0	0
Lrrc1	454.142857	0	854	770	679	310	296	270	0
Slc29a2	453.857143	0	745	799	387	349	497	400	0
Rmnd5a	453.428571	119	911	734	493	311	289	317	0
Prnp	452.571429	0	745	615	472	355	492	489	0
Prn	452.571429	0	745	615	472	355	492	489	0
Marveld1	452.142857	0	739	835	672	329	358	232	0
Ece1	452.000000	0	503	506	329	542	666	618	0
Hs3st3b1	451.571429	0	666	676	437	512	405	465	0
Hcfc2	451.428571	0	896	712	562	270	381	339	0
Pea15a	451.142857	0	935	956	639	305	145	178	0
Nbea	451.000000	0	619	722	434	437	536	409	0
Sorbs3	450.571429	0	765	867	657	274	349	242	0
Impdh2	450.428571	0	847	997	575	216	301	217	0
Pdpk1	449.857143	0	683	547	437	476	554	452	0
Wdtc1	449.714286	0	1138	1105	720	0	185	0	0
Crcp	449.714286	0	931	711	496	278	484	248	0
Asl	449.714286	0	931	711	496	278	484	248	0
Nuak1	449.142857	0	962	899	545	294	145	299	0
Dyrk1a	449.000000	0	798	758	420	345	365	457	0
Cep120	449.000000	0	678	764	522	308	518	353	0
Htr2b	448.571429	0	1094	931	552	204	236	123	0
Eif4ebp1	448.142857	0	575	690	456	545	510	361	0
Tmem198b	447.428571	0	872	853	591	327	231	258	0
Pik3r3	447.428571	0	659	737	452	389	386	509	0
Dnajc14	447.428571	0	872	853	591	327	231	258	0
Plxnb2	447.285714	0	922	817	540	220	310	322	0
St3gal3	447.142857	0	875	689	565	335	390	276	0
Tanc1	446.714286	0	997	978	841	149	162	0	0
Repin1	446.714286	0	679	651	374	369	545	509	0
Gm5111	446.714286	0	679	651	374	369	545	509	0
Trib1	446.571429	0	359	388	213	660	699	807	0
Wbp1l	446.428571	0	694	783	509	370	496	273	0
Dlat	446.428571	0	872	772	485	280	351	365	0
Srsf9	445.571429	0	731	843	537	271	395	342	0
Kpna4	445.000000	0	676	583	486	483	472	415	0
Kctd15	445.000000	0	903	815	458	279	311	349	0
Zfhx2	444.285714	0	668	667	541	560	296	378	0
Thtpa	444.285714	0	668	667	541	560	296	378	0
Sertad1	444.000000	0	906	1135	565	0	219	283	0
Dnajb12	444.000000	0	896	816	676	153	292	275	0
Nupr1	443.285714	0	960	772	551	281	281	258	0
Vgll4	443.000000	0	951	930	665	160	180	215	0
Atp8b5	443.000000	0	766	708	714	265	301	347	0
Ddx50	441.571429	0	718	886	553	278	323	333	0
Gzf1	441.142857	0	632	830	454	409	362	401	0
Khsrp	440.857143	0	550	687	561	326	602	360	0
Podxl	440.285714	189	944	1019	588	0	128	214	0
Dynll1	440.285714	0	899	776	541	340	282	244	0
Egr1	439.714286	0	871	677	514	368	308	340	0
Rexo2	439.428571	0	722	703	502	253	437	459	0
Imp4	439.285714	0	489	356	175	687	640	728	0
Ccdc115	439.285714	0	489	356	175	687	640	728	0
Bcam	439.142857	0	795	791	650	259	383	196	0
Zfp408	438.857143	0	981	742	622	199	295	233	0
Arhgap1	438.857143	0	981	742	622	199	295	233	0
Sh3bgrl2	438.714286	0	1066	1062	943	0	0	0	0
Ern1	438.714286	0	602	604	433	463	468	501	0
Ptpn14	438.571429	220	801	880	753	151	116	149	0
Adar	438.428571	0	535	475	253	582	601	623	0
Arhgap8	438.285714	0	784	786	594	270	281	353	0
Degs1	437.428571	0	617	667	424	460	466	428	0
Sh2d4a	437.285714	0	909	791	829	206	120	206	0
Btbd7	437.285714	0	1358	763	798	0	0	142	0
Nav2	437.000000	0	575	764	341	411	565	403	0
Arhgap18	436.857143	0	1050	879	781	0	253	95	0
Hrob	436.714286	0	832	969	721	115	290	130	0
Xpnpep1	436.571429	0	869	999	692	164	201	131	0
Prxl2a	436.571429	0	609	682	449	400	546	370	0
Tmem54	436.285714	0	1125	1000	833	96	0	0	0
Rad21	434.857143	0	1243	953	715	0	0	133	0
Wbp2	434.142857	0	799	655	603	261	484	237	0
Grn	434.142857	0	698	790	441	429	415	266	0
Dctn6	433.857143	0	900	893	695	143	189	217	0
Rhbdl3	433.714286	0	981	1114	750	0	0	191	0
Tmem95	433.285714	0	706	906	558	223	320	320	0
Kctd11	433.285714	0	706	906	558	223	320	320	0
Klf16	432.857143	0	896	748	476	178	453	279	0
Kpna1	432.714286	0	684	820	428	306	450	341	0
Zfp710	432.285714	0	642	1012	605	195	255	317	0
Slc17a9	432.000000	0	1005	889	598	178	157	197	0
Cpeb3	431.571429	0	789	755	469	273	355	380	0
Arfip1	431.428571	0	582	603	472	344	549	470	0
Rab5a	430.571429	0	979	794	608	164	209	260	0
Nrbp2	430.285714	0	820	942	620	167	291	172	0
Vac14	430.000000	0	611	799	488	254	533	325	0
Fbxo47	429.714286	0	740	505	371	473	515	404	0
Ap1s3	429.285714	0	783	738	567	272	319	326	0
Itm2b	428.000000	107	837	762	450	237	329	274	0
Vrk1	427.857143	0	676	691	486	388	423	331	0
Mettl9	427.857143	0	570	714	545	404	374	388	0
Fgd4	427.285714	0	1126	1009	856	0	0	0	0
Tsen54	427.142857	0	613	576	314	520	461	506	0
Pold4	427.142857	0	597	567	315	484	551	476	0
