Target_genes	Irf8|Average	SRX1091122|B_cells	SRX1091123|B_cells	SRX1091124|B_cells	SRX8994281|B_cells	SRX8994282|B_cells	SRX8994283|B_cells	SRX8994284|B_cells	SRX172328|CD4+_T_cells	SRX172329|CD4+_T_cells	DRX026000|Common_dendritic_cell_progenitor	DRX049475|Common_dendritic_cell_progenitor	DRX025997|Common_monocyte_progenitors	SRX14466997|Dendritic_Cells	SRX3380965|Dendritic_Cells	SRX3380966|Dendritic_Cells	SRX3380967|Dendritic_Cells	SRX3380968|Dendritic_Cells	SRX3380969|Dendritic_Cells	SRX3380970|Dendritic_Cells	SRX391769|Dendritic_Cells	SRX391770|Dendritic_Cells	SRX391771|Dendritic_Cells	SRX742830|Dendritic_Cells	SRX8241994|Dendritic_Cells	SRX8241995|Dendritic_Cells	SRX956767|Dendritic_Cells	DRX025996|Granulocytic-monocytic_progenitors	SRX5056008|Hematopoietic_progenitors	SRX5056009|Hematopoietic_progenitors	DRX025998|Macrophage-dendritic_cell_progenitor	DRX083360|Macrophage-dendritic_cell_progenitor	DRX083361|Macrophage-dendritic_cell_progenitor	DRX111908|Macrophages	SRX1072349|Macrophages	SRX1583880|Macrophages	SRX1583881|Macrophages	SRX1583882|Macrophages	SRX498816|Macrophages	SRX498817|Macrophages	SRX498818|Macrophages	SRX498819|Macrophages	SRX498820|Macrophages	SRX498821|Macrophages	SRX8241996|Monocytes	SRX8241997|Monocytes	SRX14466989|Plasmacytoid_dendritic_cells	SRX742831|Plasmacytoid_dendritic_cells	SRX956775|Plasmacytoid_dendritic_cells	SRX5507840|Spleen_and_lymph_nodes	SRX5507841|Spleen_and_lymph_nodes	SRX2359705|Thymic_epithelial_cells	SRX2359706|Thymic_epithelial_cells	SRX155383|Tot2	DRX025999|Unclassified	DRX049470|Unclassified	DRX049471|Unclassified	STRING
Nxpe5	499.500000	0	0	0	0	0	0	0	0	0	0	0	0	2580	2717	2425	2500	2431	2645	2668	2364	0	1065	923	830	725	732	0	0	0	0	320	136	96	0	0	0	0	703	368	433	0	0	0	0	0	144	978	189	0	0	0	0	0	0	0	0	0
Neurl1a	499.017857	0	0	0	0	0	0	0	0	0	0	0	0	2372	1177	1037	1028	1178	1189	1172	1282	0	1004	694	197	378	393	0	0	0	0	246	0	648	223	1554	1249	796	2144	2424	1454	1163	676	546	271	241	0	878	0	0	136	0	0	195	0	0	0	0
Ftl1	496.446429	0	0	0	0	0	0	0	0	0	0	0	157	680	1102	1077	1119	1087	1375	1311	784	0	931	262	0	0	324	0	0	229	105	218	149	371	208	1253	1563	898	1930	2669	1532	1974	1912	1448	258	329	0	308	0	0	238	0	0	0	0	0	0	0
9930111J21Rik2	493.482143	0	0	0	332	243	227	333	0	0	0	0	228	2466	1305	1185	1105	1165	1372	1460	1349	0	1466	1685	252	226	600	0	0	0	330	564	302	175	209	814	701	512	1319	1037	657	604	449	396	234	272	381	995	236	0	199	0	0	250	0	0	0	0
Snx22	492.267857	0	0	0	0	0	0	0	0	0	0	0	0	4039	2422	2279	2161	2349	2492	2419	2185	0	2040	145	532	547	864	0	0	0	0	191	0	0	0	0	0	0	0	0	165	0	0	0	0	0	271	1600	269	153	182	0	0	262	0	0	0	0
Gbp3	488.250000	0	0	0	153	169	153	0	0	0	0	0	0	464	899	852	1117	1023	1358	926	1180	0	1095	335	343	389	240	0	0	191	275	438	296	302	99	1374	1336	1116	2342	2371	1526	1166	1360	1044	214	349	0	235	0	99	343	0	0	170	0	0	0	0
Cxcr4	486.196429	0	0	0	158	217	171	0	0	0	0	0	0	1006	795	612	767	885	976	785	1209	0	1517	458	197	270	287	0	0	195	307	195	235	405	348	1510	1218	1123	2250	2502	880	1525	1069	350	290	497	219	373	158	387	752	0	0	129	0	0	0	0
Dapp1	484.750000	0	0	0	147	272	118	281	0	0	0	0	0	905	1230	1083	1050	1125	1363	1099	1264	0	1457	338	161	293	232	0	0	129	144	228	228	267	169	1105	1274	697	2109	2240	1385	725	875	500	231	286	209	499	186	546	696	0	0	0	0	0	0	0
Irf5	484.196429	0	0	0	149	142	0	0	0	0	0	0	333	1512	948	873	835	915	1073	1056	1194	0	1246	629	266	290	550	0	0	0	216	575	217	177	198	1510	1217	1223	2027	1681	1414	940	920	725	289	403	161	402	161	169	365	0	0	114	0	0	0	0
Cd53	482.410714	0	0	0	360	293	281	175	0	0	0	138	0	2511	1486	1340	1294	1350	1577	1334	1332	0	1289	916	253	383	194	0	0	0	176	277	136	234	218	962	619	590	1650	1352	832	289	312	273	194	266	422	1101	175	0	232	0	0	199	0	0	0	0
Zeb2	480.303571	0	0	0	348	343	353	297	0	0	0	154	208	1139	907	860	927	893	1229	800	1834	0	1553	262	328	202	623	0	0	0	478	537	351	219	0	1297	1235	1204	2472	1539	1489	311	223	193	341	260	224	855	277	0	0	0	0	132	0	0	0	0
Cd36	480.035714	0	0	0	0	0	0	0	0	0	0	0	0	1015	2066	1835	1937	1899	2057	2149	2158	0	333	458	1297	1435	1078	0	0	0	0	0	0	0	0	0	0	1712	526	857	2152	94	127	808	0	0	0	605	0	0	0	0	0	196	0	0	88	0
Txn2	479.625000	0	0	0	0	0	0	0	0	0	0	214	372	1187	1859	1604	1675	2181	2218	2036	1642	0	1378	0	507	744	694	0	0	0	535	450	424	135	0	490	323	734	1780	675	914	0	0	0	311	373	294	459	222	0	164	0	0	265	0	0	0	0
Dyrk1b	479.214286	0	0	0	0	0	0	0	0	0	0	188	195	1661	2531	2224	2339	2406	2651	2448	1811	0	1713	211	687	690	678	0	0	0	273	314	289	0	0	0	0	0	750	185	453	0	0	0	350	304	292	675	308	0	0	0	0	210	0	0	0	0
Smpdl3b	475.714286	0	0	0	0	0	0	0	0	0	0	0	208	673	686	661	618	639	950	714	729	0	1033	988	0	0	229	0	0	0	331	501	314	366	0	1991	2375	1777	2707	2951	1779	757	920	469	400	533	0	341	0	0	0	0	0	0	0	0	0	0
Rchy1	475.482143	0	0	0	154	0	0	0	0	0	0	170	182	544	1106	957	1031	1090	1460	1362	1451	0	1193	535	347	328	271	0	0	0	161	448	445	98	0	1192	1392	872	2362	2400	1568	650	557	429	306	375	154	266	153	116	502	0	0	0	0	0	0	0
Psap	474.214286	0	0	0	0	0	0	0	0	0	0	151	0	3327	1321	1327	1220	1273	1508	1459	1800	0	1501	1203	364	235	645	0	0	0	209	198	144	189	163	731	563	697	1213	938	635	463	329	231	199	268	652	1018	0	0	0	0	0	382	0	0	0	0
Susd1	473.000000	0	0	0	0	0	141	0	0	0	0	0	0	2980	1997	1526	1821	1741	1983	1959	1819	0	1766	2032	196	325	595	0	0	0	0	252	0	0	226	145	0	0	903	454	585	134	0	0	227	226	716	1443	98	0	0	0	0	198	0	0	0	0
Phf11a	472.446429	0	0	0	0	0	0	0	0	0	0	0	0	920	1441	1115	1111	1009	1535	1093	2200	0	1353	392	742	689	963	0	0	0	0	0	0	0	0	284	378	710	1133	1863	2562	210	907	2572	0	164	0	451	193	0	0	0	0	358	0	0	109	0
Tmem125	472.214286	395	644	555	706	805	696	768	0	0	228	255	347	1092	629	466	590	586	750	684	499	246	494	322	660	501	301	140	176	160	243	348	383	430	1051	918	806	1336	268	409	202	253	237	276	472	513	1068	137	247	1108	1261	0	121	120	247	123	172	0
Dtx2	470.553571	0	0	0	0	0	0	0	0	0	0	0	222	1377	1883	1520	1448	1598	2023	1705	1292	0	1115	896	361	407	272	0	0	0	292	414	199	0	0	813	923	555	1892	1851	1303	203	320	0	400	254	195	618	0	0	0	0	0	0	0	0	0	0
Rraga	468.410714	0	0	0	155	112	104	0	0	0	0	0	0	1326	1389	1634	1386	1443	1806	1791	1643	0	1734	357	473	521	452	0	0	0	305	325	210	0	189	754	584	555	1710	1451	1255	340	335	166	291	389	0	438	0	179	259	0	0	170	0	0	0	0
Arl10	468.303571	0	0	0	0	0	0	0	0	0	0	0	235	2110	1636	1679	1406	1468	1724	1770	1341	0	1387	956	364	330	700	0	0	0	236	481	320	168	174	389	503	625	1391	1144	992	380	205	88	309	360	241	819	168	0	0	0	0	126	0	0	0	0
9930111J21Rik1	466.357143	0	0	0	332	243	195	147	0	0	0	0	189	2446	1305	1049	1056	1065	1338	1277	1349	0	1336	1679	252	214	566	0	0	0	323	525	302	175	194	717	570	512	1319	1016	611	555	449	250	234	265	381	995	236	0	199	0	0	250	0	0	0	0
Chil4	459.928571	0	0	0	281	258	251	155	0	0	0	0	0	874	2063	1906	2003	2045	2402	2082	1771	0	1078	877	351	526	495	0	0	0	0	250	144	0	0	263	338	298	1318	784	836	0	224	0	361	344	175	510	235	0	0	0	0	258	0	0	0	0
Tnfsf13b	458.089286	0	0	0	0	0	0	0	0	146	0	0	0	175	1726	1506	1230	1556	1479	1584	1535	0	346	842	270	287	695	0	0	0	0	165	0	323	0	964	866	1017	1870	2106	2065	160	1000	1322	0	0	0	418	0	0	0	0	0	0	0	0	0	0
Cd302	457.053571	0	0	0	159	143	0	0	0	0	0	135	0	2873	1542	1289	1094	1154	1835	1554	1646	0	1489	1994	174	349	326	0	0	0	174	345	226	113	96	368	367	277	1107	797	712	229	306	0	261	286	551	1468	0	0	0	0	0	156	0	0	0	0
Capza2	456.607143	0	0	0	0	0	0	0	0	0	0	122	290	589	1407	1242	1219	1294	1728	1706	1152	0	887	180	279	286	401	0	0	0	382	407	133	310	0	1220	1016	885	2683	1630	1293	446	417	362	338	235	0	373	0	148	368	0	0	142	0	0	0	0
Apba1	456.196429	0	0	0	0	0	0	0	0	0	0	0	182	1468	2045	1420	1371	1752	2095	2047	1788	0	1504	639	346	369	531	0	0	0	381	501	357	156	105	548	422	476	1233	771	965	137	0	0	245	258	169	870	109	0	0	0	0	287	0	0	0	0
Uts2b	455.214286	0	0	0	0	0	0	0	0	0	0	0	0	2199	1889	1763	1677	1888	2010	2138	975	0	837	1261	255	325	197	0	0	0	0	180	151	325	0	609	445	410	1292	1229	929	227	355	295	114	147	348	919	0	0	0	0	0	103	0	0	0	0
Tifab	454.642857	0	0	0	0	0	0	0	0	0	0	0	0	1624	1554	1701	1519	1685	1692	1784	1449	0	684	482	454	553	411	0	0	0	107	0	200	229	0	1003	856	963	1782	1693	1208	196	351	316	0	157	0	585	0	0	0	0	0	222	0	0	0	0
Tefm	452.375000	0	0	0	0	0	0	0	0	0	0	0	0	500	1082	881	733	898	1080	867	2007	0	688	141	534	459	904	0	0	0	0	0	0	215	0	759	1337	1452	1989	2846	2656	198	666	2080	0	0	0	151	0	0	0	0	0	210	0	0	0	0
Lats2	451.464286	0	0	0	143	109	149	148	0	0	0	0	0	519	501	427	485	633	663	435	1331	0	1363	332	207	203	289	0	0	151	194	289	136	555	108	1858	1343	1202	2317	2633	1382	1146	1219	817	322	115	148	391	193	232	465	0	0	129	0	0	0	0
Casp8	451.071429	0	0	0	0	0	137	0	0	0	0	0	0	321	980	910	727	776	1288	1188	1092	0	1069	212	253	155	267	0	0	271	155	204	140	624	123	1820	1043	945	2687	1844	1388	1595	1162	854	324	261	0	269	0	0	176	0	0	0	0	0	0	0
Mcub	450.821429	0	0	0	0	0	0	0	0	0	0	0	262	650	991	741	790	823	1300	853	1487	0	1693	0	337	357	481	0	0	0	307	565	331	176	195	1749	1393	1215	2553	2156	1503	364	306	223	530	539	0	141	0	0	0	0	0	235	0	0	0	0
Epn1	446.660714	0	0	0	241	0	125	0	0	0	0	140	0	595	1236	901	899	934	1334	1227	1344	0	1190	238	285	311	441	0	0	0	132	269	190	169	0	1482	1310	1069	2433	2403	1604	474	487	268	324	300	0	317	175	0	166	0	0	0	0	0	0	0
St8sia1	445.875000	0	0	0	0	0	0	0	0	0	0	161	0	2979	1906	1736	1743	1605	2045	1880	2157	0	1902	619	420	632	903	0	0	0	183	332	154	0	0	0	0	0	499	237	432	0	0	0	135	230	567	700	512	0	0	0	0	300	0	0	0	0
Irgm2	444.535714	0	0	0	178	216	0	132	0	0	0	0	0	655	1014	840	1040	931	1308	1093	1513	0	1637	325	0	216	399	0	0	235	128	453	228	535	261	1203	0	421	2230	1327	1009	1243	1181	607	268	340	0	510	220	359	639	0	0	0	0	0	0	0
Hsd17b4	443.125000	0	0	0	0	0	0	0	0	0	0	118	342	699	914	872	850	732	1175	1025	1592	0	1231	231	532	559	630	0	0	0	244	584	433	0	0	1513	1107	1042	2437	1683	1563	250	362	258	700	593	0	180	211	0	0	0	0	153	0	0	0	0
H2-K1	442.571429	0	0	0	0	0	0	0	0	0	0	0	144	887	814	674	542	689	949	838	1262	0	1217	138	374	513	297	0	0	156	118	397	247	502	144	1174	1116	710	1639	2187	1266	824	879	748	353	360	208	280	131	522	1256	0	0	229	0	0	0	0
Fbxo33	437.535714	0	0	0	0	0	0	0	0	0	0	174	144	450	1200	1105	1089	1216	1628	1316	1583	0	1583	0	567	585	610	0	0	0	185	439	282	0	0	937	896	963	2316	1465	1337	237	233	236	432	415	0	290	0	113	253	0	0	223	0	0	0	0
Acer3	436.482143	0	0	0	0	0	0	0	0	0	0	122	0	1865	1471	1145	1186	1458	1524	1538	1550	0	1521	489	249	280	360	0	0	0	311	457	276	0	0	1118	933	722	1394	1238	883	234	174	152	156	235	349	579	168	0	149	0	0	157	0	0	0	0
Hax1	434.303571	0	0	0	0	0	0	0	0	0	0	0	0	542	1939	1558	1596	1647	1727	1580	1254	0	1116	176	382	344	367	0	0	0	0	0	0	105	0	912	979	521	2492	2520	1824	0	0	213	143	159	0	225	0	0	0	0	0	0	0	0	0	0
Fam168a	431.339286	0	0	0	0	0	0	0	0	0	0	0	0	675	1182	879	1066	1032	1430	1210	1042	0	816	351	220	345	175	0	0	166	257	289	185	221	0	1280	1265	972	2539	2558	1574	459	512	307	294	291	171	287	0	0	105	0	0	0	0	0	0	0
Gm5431	430.946429	0	0	0	209	239	300	193	0	0	0	103	167	2245	1295	1128	1015	908	1429	1212	1533	0	1451	1234	182	180	543	0	0	0	174	328	210	162	176	557	379	486	1359	829	619	544	432	261	168	234	458	640	265	0	0	0	0	286	0	0	0	0
Atad2b	429.982143	0	0	0	115	151	214	126	0	0	0	0	222	653	1240	987	800	1135	1239	1179	1391	0	1383	216	202	249	459	0	0	0	301	551	249	161	127	839	949	950	2178	1712	1003	511	385	355	196	315	248	289	222	140	346	0	0	91	0	0	0	0
Fbxw13	425.017857	0	0	0	0	0	0	0	0	0	0	0	0	2164	2487	2384	2187	2455	2624	2419	1624	0	1207	1105	207	225	613	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	387	1553	0	0	0	0	0	0	0	0	0	0
Aif1	422.321429	0	0	0	0	0	0	0	0	0	0	125	194	1764	1457	1218	1243	1275	1607	1442	1433	0	1106	626	355	374	518	0	0	0	265	300	187	130	111	265	282	1203	1228	1685	1099	291	233	155	149	138	260	499	132	0	132	0	0	169	0	0	0	0
Slamf9	421.678571	0	0	0	171	298	153	189	0	0	0	0	0	730	1091	1211	1130	1014	1192	752	1503	0	1424	439	418	364	675	0	0	0	398	434	259	0	0	1447	1327	1471	1627	1182	806	0	289	301	271	272	0	483	147	0	0	0	0	146	0	0	0	0
Exoc6	421.160714	0	0	0	0	0	0	0	0	0	0	0	120	1609	1946	1599	1745	1923	1982	2004	1342	0	1042	212	1106	1410	322	0	0	0	234	752	404	0	0	171	231	248	977	479	585	0	0	0	171	159	252	247	0	0	313	0	0	0	0	0	0	0
Dnal1	420.357143	0	0	0	0	0	0	0	0	0	0	93	182	627	1512	1272	1204	1134	1325	1460	1425	0	1508	219	406	588	553	0	0	0	301	481	286	66	0	1027	1179	805	2270	1696	921	0	0	0	256	372	0	157	0	0	0	0	0	215	0	0	0	0
Wdfy4	420.285714	0	0	0	315	371	327	273	0	0	0	0	0	1063	1148	1023	1229	1085	1498	1003	1619	0	1420	264	398	394	368	0	0	0	133	222	279	155	261	389	202	175	860	1179	889	401	883	1088	125	0	190	536	127	477	1002	0	0	165	0	0	0	0
Igtp	417.875000	0	0	0	159	191	0	209	0	181	0	0	0	583	1162	1163	1097	1148	1544	1367	1508	0	1261	150	152	226	421	0	0	231	263	359	158	262	265	743	212	432	1927	1299	675	927	896	623	125	136	0	365	0	453	528	0	0	0	0	0	0	0
Sema4b	417.339286	0	0	0	0	0	0	0	0	0	0	0	0	1315	1453	1151	1050	1431	1671	1602	1777	0	1742	0	404	409	0	0	0	0	0	692	524	0	0	869	738	1096	2004	1128	950	0	0	0	436	462	0	467	0	0	0	0	0	0	0	0	0	0
Grn	416.267857	0	0	0	180	143	111	270	0	0	0	182	144	1211	1491	1206	1388	1427	1708	1468	1480	0	1404	331	405	531	371	0	0	0	243	287	136	140	247	216	292	220	694	844	698	477	491	352	256	282	276	605	285	181	500	0	0	138	0	0	0	0
Ppp1r9b	415.357143	0	0	0	0	0	0	0	0	0	0	0	0	1213	1214	1036	769	1006	1396	1157	1165	0	988	488	0	0	491	0	0	0	337	358	201	262	127	1329	1073	759	2237	2118	1270	601	492	335	279	254	0	305	0	0	0	0	0	0	0	0	0	0
Wipf1	414.642857	0	0	0	0	0	0	0	0	0	0	0	0	1671	1131	943	790	835	1149	941	944	0	823	802	197	215	389	0	0	0	132	114	0	352	0	1387	1385	1029	2087	2190	1226	443	494	270	220	205	178	407	0	0	109	0	0	162	0	0	0	0
Aftph	413.232143	0	0	0	0	0	0	0	0	0	0	353	224	577	643	466	485	517	821	707	1719	0	1630	656	452	502	602	0	0	0	437	668	375	0	0	856	858	1123	2412	2388	1737	149	0	173	415	492	0	284	177	0	127	0	0	116	0	0	0	0
Klf2	411.178571	0	0	0	0	0	0	0	0	0	0	0	0	2688	1603	1499	1363	1599	1660	1609	1539	0	1029	975	339	356	469	0	0	0	0	268	174	105	188	0	0	0	494	818	862	171	271	148	220	159	513	756	0	290	691	0	0	170	0	0	0	0
Ralgapa1	410.767857	0	0	0	0	0	0	0	0	0	0	0	222	546	1894	1342	1331	1658	1955	1496	1007	0	719	356	427	483	363	0	0	0	322	420	310	0	0	1408	1072	432	646	988	718	359	434	343	407	539	0	122	0	120	220	0	0	344	0	0	0	0
Naip2	405.303571	0	0	0	0	0	0	0	0	0	0	165	246	818	1225	1057	1125	1342	1616	1411	1700	0	1706	94	185	393	555	0	0	0	295	464	413	122	117	817	658	588	1983	838	776	196	263	0	323	367	0	318	218	0	0	0	0	303	0	0	0	0
Tlr11	402.553571	0	0	0	0	0	0	0	0	0	0	0	0	2544	1946	1722	1625	1713	2135	1863	1275	0	1089	1626	352	394	352	0	0	0	0	103	0	0	0	0	0	347	1034	501	750	0	0	0	0	0	109	1063	0	0	0	0	0	0	0	0	0	0
Abcg3	402.232143	0	0	0	0	0	0	0	0	0	0	0	261	386	1177	1123	733	998	1258	1110	1775	0	1678	692	434	503	566	0	0	0	236	428	155	0	0	486	1092	306	1219	2261	1338	134	693	357	279	330	0	330	187	0	0	0	0	0	0	0	0	0
Slc22a16	401.321429	0	0	0	0	0	0	0	0	0	0	0	197	263	429	277	253	373	584	469	1309	0	508	278	251	225	253	0	0	0	344	475	482	169	0	2073	2198	1064	2035	2391	1531	672	1123	840	377	564	0	264	0	0	0	0	0	203	0	0	0	0
H2-L	400.607143	0	0	0	0	0	0	0	0	0	0	0	0	1515	700	555	487	469	949	789	1115	0	855	730	224	249	234	0	0	0	221	311	250	578	126	1220	1300	590	1880	1920	1164	542	650	539	269	326	172	381	95	314	715	0	0	0	0	0	0	0
H2-D1	400.607143	0	0	0	0	0	0	0	0	0	0	0	0	1515	700	555	487	469	949	789	1115	0	855	730	224	249	234	0	0	0	221	311	250	578	126	1220	1300	590	1880	1920	1164	542	650	539	269	326	172	381	95	314	715	0	0	0	0	0	0	0
Trpv4	400.482143	0	0	0	0	0	0	0	0	0	0	0	0	506	1380	1375	1342	1451	1650	1173	962	0	1095	296	482	543	446	0	0	0	319	404	201	288	0	743	700	357	2111	1336	1267	184	219	201	343	229	240	401	183	0	0	0	0	0	0	0	0	0
Slfn5	399.446429	0	0	0	0	0	0	0	0	0	0	0	0	2825	1402	1332	1403	1721	1841	1685	1795	0	1765	365	356	251	322	0	0	0	162	218	242	0	231	136	0	117	345	435	279	129	90	138	250	236	786	1071	88	144	209	0	0	0	0	0	0	0
Sh2b3	398.767857	0	0	0	0	0	103	0	0	0	0	0	0	3406	1394	1504	1337	1608	1689	1678	1253	0	1156	1192	245	369	292	0	0	0	0	0	0	144	234	0	0	0	545	736	418	0	0	0	191	241	873	1266	0	174	283	0	0	0	0	0	0	0
Rhpn2	398.678571	0	0	0	0	0	197	0	0	0	0	0	0	222	830	713	752	664	994	745	821	0	936	193	163	187	140	0	0	114	108	412	294	243	301	1425	1339	555	2216	2411	1222	1286	1354	788	298	254	0	149	0	0	0	0	0	0	0	0	0	0
Sf3b2	397.625000	0	0	0	0	0	0	0	0	0	0	0	0	4265	1661	1319	1626	1752	1587	1552	1127	0	1048	2816	163	227	0	0	0	0	0	0	0	0	0	0	0	0	494	400	259	0	0	0	0	0	381	1433	0	0	157	0	0	0	0	0	0	0
Myo1c	396.339286	0	0	0	0	156	92	0	0	0	0	0	222	1793	1099	989	907	1061	1278	1246	1498	0	1531	316	301	258	470	0	0	0	331	468	227	0	0	739	527	722	1626	1342	535	310	215	123	433	158	144	525	235	0	196	0	0	122	0	0	0	0
Ms4a4c	394.392857	0	0	0	0	0	0	0	0	0	0	157	230	561	1213	781	1125	1014	1509	1235	1233	0	1268	158	503	463	452	0	0	0	440	455	389	0	87	980	979	683	2246	671	648	420	606	379	338	522	0	341	0	0	0	0	0	0	0	0	0	0
Rac1	394.178571	0	0	0	0	0	0	0	0	0	0	0	0	732	1238	1066	965	1021	1285	1236	1210	0	1149	253	0	169	479	0	0	0	121	127	144	0	0	1993	1737	1484	1794	1531	1303	125	192	0	136	226	0	229	0	0	0	0	0	129	0	0	0	0
Tlr13	392.982143	0	0	0	91	132	247	196	0	0	0	0	0	103	1115	1040	992	1214	1167	1190	553	0	818	0	235	189	141	0	0	0	308	127	0	271	171	1475	1125	710	1671	2115	909	1362	1267	920	0	0	0	153	0	0	0	0	0	0	0	0	0	0
Gpr18	391.892857	0	0	0	0	0	191	0	0	0	0	0	0	347	791	725	703	709	1212	802	1002	0	997	295	149	352	165	0	0	0	0	247	204	172	0	1443	1179	948	1934	2623	1287	528	861	717	205	229	0	342	0	162	425	0	0	0	0	0	0	0
Phlpp2	391.214286	0	0	0	0	0	0	0	0	0	0	0	130	571	1089	1049	755	1011	1561	1253	1275	0	1276	0	204	214	391	0	0	0	151	302	132	293	0	949	631	872	2315	1715	1392	385	456	269	159	212	224	250	148	153	121	0	0	0	0	0	0	0
Kpna1	384.750000	0	0	679	1007	1145	1210	1168	595	706	195	257	224	311	301	322	212	445	306	562	490	111	492	1493	122	185	261	0	0	244	217	133	262	482	702	0	0	0	423	527	395	393	545	558	178	193	199	475	237	1023	1140	0	163	134	0	0	124	0
Slc12a9	384.142857	0	0	0	0	0	0	0	0	0	0	0	0	1791	2052	1724	1776	1760	1823	1974	2445	0	1022	0	717	624	1169	0	0	0	0	0	0	0	0	0	0	0	299	277	937	0	0	0	0	0	294	550	0	0	0	0	0	278	0	0	0	0
Ppbp	382.875000	0	0	0	0	0	0	0	0	0	0	0	167	0	461	295	328	454	483	413	405	0	468	223	0	136	147	0	0	0	184	329	270	559	0	1977	1564	1057	2955	2606	1357	2056	1337	749	181	280	0	0	0	0	0	0	0	0	0	0	0	0
Pf4	382.875000	0	0	0	0	0	0	0	0	0	0	0	167	0	461	295	328	454	483	413	405	0	468	223	0	136	147	0	0	0	184	329	270	559	0	1977	1564	1057	2955	2606	1357	2056	1337	749	181	280	0	0	0	0	0	0	0	0	0	0	0	0
Hk3	381.589286	0	0	0	0	0	0	0	0	0	0	0	0	458	1080	959	934	988	1240	1221	815	0	882	230	197	261	319	0	0	0	0	198	0	0	0	986	1036	1538	1780	2345	1846	370	644	622	0	156	0	169	95	0	0	0	0	0	0	0	0	0
Gns	381.535714	0	0	0	0	0	0	0	0	0	0	0	0	258	1644	1627	1491	1545	1895	1762	1020	0	614	240	317	302	456	0	0	0	261	320	197	141	0	513	445	685	1807	1461	1281	0	173	249	136	0	0	289	0	0	121	0	0	116	0	0	0	0
Psmb10	381.071429	0	0	0	0	0	0	0	0	218	0	0	0	162	2037	1796	1858	2111	2156	2108	862	0	1101	123	0	178	224	0	0	0	132	205	224	0	0	284	282	487	818	1378	958	108	540	351	0	157	0	157	198	0	127	0	0	0	0	0	0	0
Ctrl	381.071429	0	0	0	0	0	0	0	0	218	0	0	0	162	2037	1796	1858	2111	2156	2108	862	0	1101	123	0	178	224	0	0	0	132	205	224	0	0	284	282	487	818	1378	958	108	540	351	0	157	0	157	198	0	127	0	0	0	0	0	0	0
Sbno2	380.178571	0	0	0	0	0	0	0	0	0	0	0	0	3386	1532	1316	1278	1425	1328	984	1357	0	1298	1468	152	325	231	0	0	0	0	0	0	0	129	0	0	277	333	878	713	0	232	196	0	0	885	1205	0	0	297	0	0	65	0	0	0	0
Gh	379.392857	0	0	0	201	302	262	206	0	0	0	0	0	368	715	693	751	751	1085	785	1075	0	1083	313	0	0	204	0	0	0	0	191	161	402	172	1104	1146	734	1869	2204	1151	890	771	488	220	153	0	335	0	158	303	0	0	0	0	0	0	0
Igip	378.660714	0	0	0	0	0	0	0	0	0	0	0	0	1388	1032	871	685	976	1185	1171	1412	0	1188	319	220	255	564	0	0	0	0	0	0	137	0	951	752	613	2303	1934	1395	547	381	156	0	0	0	377	166	0	0	0	0	227	0	0	0	0
Nckipsd	377.375000	0	0	0	0	0	0	0	0	0	0	0	0	1217	1915	1552	1581	1658	1924	1823	1474	0	1213	756	441	254	481	0	0	0	189	205	147	0	0	207	139	0	658	620	1235	0	0	0	0	177	241	676	185	0	0	0	0	165	0	0	0	0
Zbtb22	376.553571	0	0	0	171	131	0	0	0	0	0	0	0	391	1138	1225	763	1007	1494	1205	1574	0	1548	292	332	165	551	0	0	0	173	232	0	88	137	524	422	661	1393	1551	1255	392	892	382	0	126	0	207	244	113	308	0	0	0	0	0	0	0
Tapbp	376.553571	0	0	0	171	131	0	0	0	0	0	0	0	391	1138	1225	763	1007	1494	1205	1574	0	1548	292	332	165	551	0	0	0	173	232	0	88	137	524	422	661	1393	1551	1255	392	892	382	0	126	0	207	244	113	308	0	0	0	0	0	0	0
Naip5	373.321429	0	0	0	0	0	0	0	0	0	0	101	209	868	1159	1075	690	875	1319	1173	1494	0	1481	146	465	358	651	0	0	0	290	396	298	173	77	747	704	567	1934	999	763	254	276	0	318	412	0	293	167	0	0	0	0	174	0	0	0	0
Ppfibp2	370.946429	0	0	0	0	0	0	125	0	210	0	0	0	318	879	796	756	830	1116	949	1390	0	1059	191	227	343	630	0	0	0	262	197	291	139	0	1308	827	734	2046	1711	1187	290	342	208	305	291	171	133	292	0	220	0	0	0	0	0	0	0
Hfe	369.642857	0	0	0	0	0	0	0	0	0	0	0	0	934	1711	1407	1394	1690	1695	1621	855	0	812	1126	0	183	352	0	0	0	0	160	105	193	0	588	521	432	1550	1199	530	150	0	228	0	0	382	738	144	0	0	0	0	0	0	0	0	0
Slc45a4	369.250000	0	0	0	0	0	0	0	0	0	0	94	0	745	1020	858	818	942	1311	961	984	0	926	619	176	312	477	0	0	0	261	312	171	0	0	986	1043	872	1799	2113	833	386	462	254	159	147	175	315	0	0	0	0	0	147	0	0	0	0
H2-T9	368.892857	0	0	0	0	0	0	91	0	149	0	0	0	183	1349	1006	1054	955	1453	1126	797	0	951	0	251	206	262	0	0	0	282	364	228	229	0	490	587	834	1310	1616	1009	664	1208	949	222	251	0	162	184	0	236	0	0	0	0	0	0	0
