Target_genes	Gata3|Average	SRX018103|CD4+_T_cells	SRX092582|CD4+_T_cells	SRX092583|CD4+_T_cells	SRX1144904|CD4+_T_cells	SRX1144905|CD4+_T_cells	SRX018101|CD4_CD8_double_negative_cells	SRX091676|CD4_CD8_double_negative_cells	SRX091677|CD4_CD8_double_negative_cells	SRX018102|CD4_CD8_double_positive_cells	SRX077028|CD4_CD8_double_positive_cells	SRX091678|CD4_CD8_double_positive_cells	SRX018104|CD8+_T_cells	SRX077029|CD8+_T_cells	SRX7821124|Hematopoietic_progenitors	SRX7821125|Hematopoietic_progenitors	SRX7821126|Hematopoietic_progenitors	SRX8858058|Hematopoietic_progenitors	SRX8858059|Hematopoietic_progenitors	SRX1115327|ILC2	SRX13185577|ILC2	SRX13185578|ILC2	SRX13185579|ILC2	SRX21547797|ILC2	SRX21547798|ILC2	SRX15046828|Induced_trophoblast_stem_cells	SRX15046829|Induced_trophoblast_stem_cells	SRX1115326|Innate_lymphoid_cells	SRX4677000|Innate_lymphoid_cells	SRX4677001|Innate_lymphoid_cells	SRX4677005|Innate_lymphoid_cells	SRX4677006|Innate_lymphoid_cells	SRX15046860|MEF	SRX15046861|MEF	SRX15046870|MEF	SRX15046871|MEF	SRX018111|Natural_Killer_T-Cells	SRX2499766|Scid.adh.2c2	SRX2499767|Scid.adh.2c2	SRX2499768|Scid.adh.2c2	SRX2499769|Scid.adh.2c2	SRX018108|Th17_Cells	SRX018105|Th1_Cells	DRX012366|Th2_Cells	DRX012367|Th2_Cells	SRX018106|Th2_Cells	SRX077030|Th2_Cells	SRX1115328|Th2_Cells	SRX18113530|Th2_Cells	SRX18113531|Th2_Cells	SRX18275247|Th2_Cells	SRX18275248|Th2_Cells	SRX18275249|Th2_Cells	SRX18275250|Th2_Cells	SRX19650900|Th2_Cells	SRX19650901|Th2_Cells	SRX018110|Treg	SRX2416654|Trophoblast_stem_cells	SRX018109|T_cells	STRING
Kpna1	421.379310	767	573	763	800	596	233	651	934	334	162	226	761	391	301	542	353	324	380	795	463	175	0	250	627	0	0	498	781	779	705	712	0	0	82	117	167	607	796	610	961	469	237	0	359	241	243	722	546	287	504	0	468	542	0	0	473	525	608	0
Mbd1	410.155172	190	0	0	1064	1044	233	966	906	133	261	415	99	0	699	393	600	141	0	810	139	135	0	259	477	1149	1274	0	605	844	887	845	217	227	312	302	132	532	1160	466	1058	0	135	0	0	324	335	931	359	269	363	208	433	744	0	0	714	0	0	0
Adra2a	409.344828	453	0	156	1672	2007	133	1310	835	0	269	126	208	0	1003	1405	913	0	0	799	272	225	0	168	428	477	424	248	552	522	556	583	270	288	221	231	376	0	154	0	0	0	0	0	0	431	432	1243	338	270	338	227	442	812	238	138	1390	0	159	0
Smad5	409.000000	1082	0	0	949	1039	109	802	552	0	523	568	251	0	999	1141	1011	0	0	469	201	196	0	146	292	1375	1584	249	620	601	655	467	334	431	302	252	273	505	1325	305	967	0	0	0	0	0	0	560	311	275	312	247	365	582	0	0	495	0	0	0
Il9r	408.741379	245	0	102	1633	1484	271	1023	1420	196	794	670	0	0	0	0	218	0	0	801	332	131	103	234	388	111	423	0	772	754	754	755	0	0	0	0	0	679	1791	477	1647	0	0	0	0	759	758	1288	322	172	320	166	371	594	355	0	394	0	0	0
Kbtbd11	407.603448	0	0	169	1808	1851	200	1096	1575	0	0	0	789	0	0	0	0	0	0	563	156	0	0	132	335	202	188	0	704	782	666	579	136	0	0	0	240	566	2020	474	1099	0	310	0	0	487	489	1876	432	306	432	319	354	727	402	273	904	0	0	0
Got1	406.844828	823	0	156	1710	1839	0	218	261	0	364	124	187	0	384	604	244	0	0	237	219	0	0	101	268	1853	1780	0	368	394	343	296	0	0	0	129	200	1052	2304	984	2114	0	0	0	0	417	420	730	218	138	218	147	349	456	198	172	578	0	0	0
Pwwp3a	406.068966	958	0	186	1532	1553	163	237	162	105	604	421	134	0	345	258	272	0	0	740	343	199	0	138	385	498	576	0	651	733	680	597	155	0	151	0	286	682	2422	635	1299	0	0	0	0	438	439	1029	378	199	378	131	452	758	318	233	699	0	0	0
Wdr20	405.896552	622	0	0	1546	1636	169	520	332	0	416	208	117	0	340	379	337	0	0	517	243	82	0	130	367	1403	1476	0	448	448	577	389	250	156	201	192	452	656	1850	557	1493	0	0	0	0	499	509	660	394	235	389	211	384	760	137	0	855	0	0	0
Csk	405.775862	862	0	144	1593	1456	334	478	569	235	382	350	205	0	248	467	361	0	0	593	309	124	0	197	402	0	0	0	1195	1454	1049	914	108	146	0	182	450	439	1490	564	1132	0	0	0	0	447	445	716	333	252	333	344	383	604	282	252	712	0	0	0
Psmd3	405.655172	0	0	0	815	953	0	0	0	0	0	0	0	0	153	210	109	0	0	314	109	0	0	0	329	2023	2017	0	285	272	333	302	1374	1571	1496	1644	0	883	2073	1333	2282	0	0	0	0	146	145	310	269	180	267	155	340	485	0	0	351	0	0	0
Txnip	405.241379	652	0	145	1448	1173	346	334	446	252	494	743	302	0	389	348	417	0	0	574	296	199	0	175	482	719	593	0	462	580	729	567	118	121	160	122	444	478	1372	334	963	0	0	0	0	450	453	1340	445	350	445	415	488	808	310	190	833	0	0	0
Slc2a3	402.913793	372	0	0	1407	1533	0	218	0	0	0	0	292	0	377	517	344	0	0	274	215	150	0	155	434	647	845	0	912	1043	759	670	172	225	135	96	597	1047	2784	1659	3141	0	0	0	0	108	109	357	127	202	127	200	236	355	0	0	528	0	0	0
Tiam1	402.293103	418	0	0	2349	2371	162	129	348	0	0	246	319	0	361	602	277	0	0	483	301	177	0	149	470	245	288	334	578	598	716	554	0	114	106	79	294	319	1494	278	1308	0	339	0	0	473	458	1094	554	403	554	389	546	979	171	141	765	0	0	0
Laptm5	399.224138	1322	0	0	709	679	363	362	720	426	786	634	0	0	0	141	0	124	0	687	257	153	0	173	420	600	556	0	301	420	390	437	0	0	0	0	801	1340	2722	1155	2208	0	0	0	0	431	431	468	261	143	261	237	416	708	0	0	913	0	0	0
Cep68	398.879310	1142	0	0	863	1400	0	470	442	0	472	293	225	0	133	176	323	0	0	285	249	179	0	139	283	2104	2208	280	483	496	417	480	255	364	152	190	340	627	1961	407	1294	0	96	0	0	260	261	588	317	249	317	129	371	743	0	0	589	0	83	0
Dnajb6	394.568966	497	0	0	1872	1880	0	0	0	0	117	221	282	0	213	227	121	0	0	382	187	109	0	94	358	1618	1698	387	418	398	351	332	166	217	141	245	440	837	1789	831	1548	0	0	0	0	394	397	935	301	211	301	285	409	714	157	0	805	0	0	0
Rpl19	391.741379	0	0	0	1295	1577	157	560	315	0	0	0	0	0	241	241	405	0	0	547	143	103	0	162	284	2317	2377	135	353	430	581	316	463	295	345	305	187	486	1901	441	1363	0	85	0	0	202	203	1079	382	228	381	309	485	716	0	0	183	0	143	0
Cacnb1	391.741379	0	0	0	1295	1577	157	560	315	0	0	0	0	0	241	241	405	0	0	547	143	103	0	162	284	2317	2377	135	353	430	581	316	463	295	345	305	187	486	1901	441	1363	0	85	0	0	202	203	1079	382	228	381	309	485	716	0	0	183	0	143	0
Ubxn11	382.500000	0	0	0	2098	1975	0	871	532	0	0	0	571	0	186	114	125	0	0	497	126	186	52	175	394	125	0	0	453	416	880	494	0	0	0	0	141	390	2106	770	2469	0	222	0	0	398	401	1035	428	373	428	387	522	885	128	0	832	0	0	0
Poc5	381.672414	340	0	0	1102	1181	0	144	0	0	0	0	0	0	0	88	0	0	0	651	117	0	0	179	363	1554	1613	189	584	666	781	569	307	238	255	182	196	915	2627	952	2284	0	0	0	0	298	297	1088	244	178	243	240	290	495	0	0	687	0	0	0
Rab8b	380.758621	959	0	0	1260	1762	0	794	730	0	1014	946	0	0	171	197	154	0	0	426	284	174	0	0	258	896	1035	0	459	390	434	437	236	427	310	361	632	405	1189	273	760	0	0	0	0	239	239	562	469	240	468	185	477	769	135	0	928	0	0	0
Piwil4	379.051724	0	0	241	1408	1002	0	567	515	0	0	0	0	0	379	570	540	0	0	898	0	0	0	194	444	0	145	0	567	676	1049	962	385	318	617	595	0	607	2118	586	1856	0	0	0	0	529	530	986	354	226	353	224	412	875	257	0	0	0	0	0
Fam89b	378.672414	0	0	0	1849	1449	0	0	0	0	0	0	0	0	1070	1297	1131	0	0	1003	205	0	0	0	316	422	465	784	243	275	786	739	378	426	531	418	0	349	1400	846	1721	0	0	0	0	550	0	1360	296	185	297	154	351	550	0	0	117	0	0	0
Apol9b	378.586207	261	0	0	1670	1714	0	0	0	0	0	0	145	0	0	0	0	0	0	385	231	186	0	234	546	0	0	0	453	659	710	646	0	0	0	0	307	1792	3661	1266	3473	0	0	0	0	304	289	479	188	127	191	106	200	678	289	187	581	0	0	0
Mfap4	373.724138	672	0	0	1608	1198	429	1478	1789	195	899	834	0	0	0	126	0	0	0	684	0	0	0	135	292	813	693	0	333	295	357	242	0	0	0	0	0	609	2106	267	1076	0	0	0	0	226	223	676	300	171	299	110	356	759	0	0	1426	0	0	0
Serping1	373.551724	552	0	0	1495	1966	569	650	538	191	113	172	188	0	0	0	0	0	0	0	79	129	0	135	270	0	0	173	0	0	130	152	0	0	0	0	138	2058	3750	1616	3035	247	348	0	0	163	149	455	186	208	187	258	310	452	0	0	604	0	0	0
Smbd1	370.741379	339	0	0	1775	2089	315	827	910	0	195	227	240	0	599	520	437	0	0	643	101	0	0	213	477	657	617	151	203	145	564	462	0	0	0	152	0	416	1433	331	555	0	0	0	0	155	153	459	499	422	497	306	580	1030	0	0	1474	0	335	0
Tradd	370.551724	0	0	211	2176	2328	0	412	528	0	0	0	1373	0	1083	1448	989	0	0	422	316	152	0	0	313	155	177	0	215	244	873	787	0	0	0	0	203	222	671	244	390	134	367	0	0	353	373	1008	427	388	425	285	263	457	196	0	707	0	177	0
Hsf4	370.551724	0	0	211	2176	2328	0	412	528	0	0	0	1373	0	1083	1448	989	0	0	422	316	152	0	0	313	155	177	0	215	244	873	787	0	0	0	0	203	222	671	244	390	134	367	0	0	353	373	1008	427	388	425	285	263	457	196	0	707	0	177	0
Fbxl8	370.551724	0	0	211	2176	2328	0	412	528	0	0	0	1373	0	1083	1448	989	0	0	422	316	152	0	0	313	155	177	0	215	244	873	787	0	0	0	0	203	222	671	244	390	134	367	0	0	353	373	1008	427	388	425	285	263	457	196	0	707	0	177	0
Chdh	366.965517	410	0	134	360	563	389	410	525	341	496	532	0	0	453	847	747	0	0	441	339	239	0	253	400	317	279	0	830	1083	740	738	0	0	0	0	111	1251	2041	1239	2028	0	0	0	0	250	247	708	195	107	195	138	250	451	0	0	207	0	0	0
Cnot4	366.672414	424	0	0	1303	1454	0	257	198	0	0	0	0	0	106	270	0	0	0	561	153	116	0	241	412	1707	1538	0	704	603	665	488	155	0	0	0	168	590	1819	1026	1956	0	0	0	0	251	250	885	439	145	440	191	464	755	0	0	533	0	0	0
Nfil3	366.034483	0	0	0	1484	1585	196	0	0	0	0	0	153	0	213	234	220	0	0	314	195	116	0	106	388	1801	1718	163	566	629	599	454	291	267	357	403	314	473	2162	475	1558	0	0	0	0	318	319	749	329	173	328	155	386	595	203	0	241	0	0	0
Ptprv	361.362069	652	0	0	1124	1455	0	610	351	0	289	94	433	0	747	630	674	0	0	411	86	0	0	96	221	607	615	0	353	393	309	289	0	119	141	172	166	1042	2075	1010	2084	0	0	0	0	264	265	603	269	97	268	159	269	510	220	0	787	0	0	0
Ptpn7	361.362069	652	0	0	1124	1455	0	610	351	0	289	94	433	0	747	630	674	0	0	411	86	0	0	96	221	607	615	0	353	393	309	289	0	119	141	172	166	1042	2075	1010	2084	0	0	0	0	264	265	603	269	97	268	159	269	510	220	0	787	0	0	0
Eif4e	359.362069	0	0	0	491	567	0	241	0	0	0	0	0	0	337	321	208	0	0	523	93	0	0	80	227	911	781	0	443	492	273	279	1868	2118	2064	2066	0	770	1986	694	1344	0	0	0	0	0	0	486	165	72	165	0	169	440	0	0	169	0	0	0
Ppp1r3f	357.517241	711	0	262	652	1379	118	296	571	0	0	0	0	0	0	0	0	0	0	955	415	157	0	154	322	0	99	111	883	1110	1178	1002	0	0	0	0	0	785	2328	551	1572	151	0	0	0	384	374	1406	261	99	261	84	376	358	165	0	915	0	291	0
Sspn	355.534483	816	222	445	572	844	149	259	480	166	338	0	563	0	0	177	0	311	142	591	444	307	0	0	466	256	197	159	620	757	695	547	194	0	266	234	369	189	975	485	1080	452	130	0	0	472	447	297	527	212	612	191	513	1223	0	0	432	174	624	0
Haspin	352.655172	590	0	123	868	886	297	352	524	154	182	208	114	0	219	308	292	0	0	927	365	191	115	232	498	606	598	0	634	734	752	725	0	110	0	0	236	483	1528	293	1048	0	178	0	0	216	217	1205	403	264	404	279	478	850	0	0	619	0	149	0
Scrn2	352.051724	110	0	0	583	633	221	0	0	0	0	0	0	0	186	255	106	0	0	283	0	0	0	0	249	2653	2653	0	277	161	372	322	703	800	797	899	0	809	1653	695	1258	0	0	0	0	178	179	572	376	315	376	259	426	755	0	0	305	0	0	0
Ms4a6b	349.844828	1416	0	205	2150	1752	0	230	730	0	195	680	1123	0	0	0	0	0	0	152	113	0	0	135	321	0	0	0	0	0	0	0	0	0	183	197	395	1230	2158	592	1418	0	259	0	0	300	300	279	233	233	232	276	438	777	304	0	1285	0	0	0
Cdk17	349.206897	0	0	194	859	842	130	1018	722	0	115	209	126	0	698	771	617	0	0	1119	183	113	0	149	326	923	1011	0	555	609	644	602	259	183	180	172	201	324	925	276	786	0	0	0	0	206	205	1458	334	173	332	231	329	560	0	0	585	0	0	0
Spopl	349.103448	0	0	0	874	635	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	288	633	1369	1071	0	174	221	264	306	1376	1219	1097	1163	0	709	2577	675	2133	0	0	0	0	0	0	499	381	402	379	494	470	718	0	0	0	0	0	0
Map3k20	345.655172	143	0	0	1409	1581	0	332	507	0	0	0	478	0	0	0	0	0	0	0	97	0	0	156	209	1752	1824	0	0	0	0	185	99	160	0	221	234	1037	2244	825	1544	114	277	0	0	234	234	821	370	372	371	393	387	703	248	159	328	0	0	0
Acsl4	345.603448	128	0	0	1042	1141	300	939	507	0	0	0	148	0	308	557	458	0	0	366	382	277	121	254	390	823	955	0	649	565	853	644	217	282	266	234	133	224	382	219	797	0	269	0	0	245	247	619	523	423	523	472	560	976	0	0	515	0	112	0
2210016F16Rik	345.379310	232	0	0	1063	1032	148	132	212	0	127	0	75	0	162	188	175	0	0	556	111	0	0	176	294	1974	1994	0	637	654	617	559	228	293	304	158	0	627	1967	470	1419	0	0	0	0	162	163	989	300	187	300	152	313	556	0	0	326	0	0	0
Zfp763	345.137931	176	0	0	930	862	401	782	442	0	243	241	0	0	231	211	234	0	0	250	120	0	0	140	359	2212	2329	0	322	274	413	297	0	0	0	0	0	757	1892	611	1554	0	0	0	0	257	263	467	409	218	409	145	418	766	0	0	383	0	0	0
Cd3d	345.051724	378	0	0	1564	1319	0	933	1072	0	364	251	0	0	0	0	0	0	0	671	464	329	105	206	467	170	257	0	604	610	469	466	0	0	0	0	536	514	1217	645	1669	0	0	0	0	433	438	861	323	213	322	238	533	809	191	0	372	0	0	0
Akap8	344.534483	277	0	0	1139	1295	0	255	302	0	382	496	143	0	206	193	179	0	0	227	194	113	0	194	331	1661	1500	164	368	469	289	385	165	128	160	114	220	736	1781	710	1380	0	0	0	0	487	476	422	255	211	256	148	484	626	0	0	462	0	0	0
Rps9	340.810345	0	0	0	1430	1269	0	224	0	0	0	0	0	0	302	317	226	163	0	599	72	0	0	189	366	1757	1788	0	599	622	786	761	285	212	162	170	0	92	190	567	1827	0	0	0	0	438	434	1085	394	247	394	253	418	573	200	150	206	0	0	0
Smg9	340.034483	0	0	0	1137	937	0	182	0	0	0	0	0	0	536	672	456	0	0	137	257	266	125	144	387	677	908	0	548	638	527	424	536	404	609	486	0	985	2678	514	1874	0	0	0	0	353	352	475	246	91	245	182	182	366	0	0	186	0	0	0
Zcwpw1	339.844828	904	0	0	385	815	86	268	267	166	462	197	0	0	318	252	181	0	0	471	158	88	0	142	316	1089	1249	102	943	870	529	503	71	0	199	83	186	922	1715	786	1478	0	0	120	0	272	281	682	293	130	292	113	288	462	0	0	457	0	120	0
Cltc	339.844828	1015	0	0	1476	1353	0	515	434	0	494	325	127	0	229	261	159	157	0	362	197	154	52	0	260	1579	1787	234	371	384	571	399	149	138	140	0	542	619	1163	632	778	0	0	0	0	238	224	428	215	116	215	97	252	435	0	0	435	0	0	0
Tmem107	338.982759	184	0	150	1370	1231	203	179	180	0	0	0	143	0	0	0	0	0	0	533	0	0	0	0	307	1139	1134	0	311	362	484	392	324	287	689	537	0	542	1950	618	2062	0	0	180	0	528	499	601	354	164	357	225	425	716	0	0	301	0	0	0
Cd53	337.465517	151	0	0	222	401	199	192	146	0	0	0	0	0	528	800	511	0	0	257	243	147	0	154	261	0	0	109	1070	1313	946	706	598	709	542	583	91	735	2151	467	1720	169	139	0	0	479	480	510	240	218	239	133	277	407	0	0	330	0	0	0
Sumf2	335.637931	546	0	0	1713	1969	0	231	254	0	306	146	103	0	199	220	322	0	0	413	101	0	0	215	429	2174	2016	0	431	340	336	344	217	351	266	302	352	0	139	0	0	0	0	0	0	437	429	833	438	315	438	177	464	819	0	0	682	0	0	0
Nlk	334.137931	149	0	0	1304	1289	83	361	185	0	0	0	0	0	193	247	134	0	0	561	156	138	0	184	545	1787	2075	159	344	238	349	345	0	0	0	0	178	616	1554	604	1343	0	0	0	0	138	140	1038	450	223	449	214	445	777	0	0	385	0	0	0
Samsn1	332.862069	230	0	0	1763	1665	0	270	0	0	0	0	0	0	574	567	546	163	225	401	107	0	0	69	197	135	161	149	416	361	278	307	910	929	542	678	0	356	1390	540	2236	0	0	0	0	250	252	706	178	141	177	116	218	386	207	168	342	0	0	0
Nrros	332.224138	338	0	0	1325	1457	201	613	717	0	403	245	249	0	213	578	237	201	153	584	476	338	104	168	352	889	871	0	331	377	417	465	0	0	0	0	194	326	643	225	748	0	141	0	0	119	118	874	385	308	385	324	422	779	0	0	885	0	91	0
Art2b	328.844828	402	0	0	390	987	211	0	0	0	0	0	88	0	0	0	0	0	0	0	239	222	0	0	176	0	0	0	225	193	215	210	196	205	313	235	273	2083	3022	2123	3139	138	0	0	0	105	126	508	322	245	322	287	464	688	0	0	496	0	225	0
Fam20b	328.293103	0	0	0	1161	1192	0	259	199	0	0	0	0	0	166	221	140	0	0	369	124	85	0	125	353	2074	2005	0	458	385	798	560	284	242	212	236	126	651	1952	509	1155	0	0	0	0	202	203	522	258	138	257	164	412	576	0	0	268	0	0	0
Zfp213	326.724138	433	0	0	742	544	356	337	339	234	0	206	0	0	0	198	326	0	0	293	525	309	0	237	424	759	724	0	818	978	1114	1145	250	300	204	0	208	348	1198	488	737	0	0	0	0	206	212	605	497	348	497	402	486	624	0	0	299	0	0	0
Rassf5	324.655172	829	0	0	1182	1365	308	294	196	466	384	589	418	0	193	0	123	0	0	385	270	171	0	149	403	0	0	137	710	734	811	643	0	0	0	0	495	304	978	564	977	0	211	0	0	268	268	669	396	308	395	277	440	768	0	0	572	0	180	0
Il31ra	324.258621	578	460	732	534	594	0	339	336	121	0	114	444	171	217	288	220	255	174	766	322	179	0	210	538	0	0	567	608	555	348	296	185	288	212	213	106	475	1148	890	1208	317	145	0	0	0	157	508	547	0	469	0	409	351	241	0	315	270	387	0
Lef1	323.758621	165	0	0	1039	1280	0	0	0	0	0	0	131	0	0	0	0	0	0	293	146	0	0	80	210	586	755	0	373	252	483	293	289	336	435	230	110	1049	2526	837	2384	0	0	0	0	295	294	564	342	218	342	168	437	764	299	225	548	0	0	0
Gpr65	322.155172	564	0	120	1478	1324	111	1164	848	0	596	674	198	0	715	673	708	0	0	528	325	191	101	140	225	0	0	0	407	346	421	379	0	0	0	0	291	398	1001	377	943	0	0	0	0	157	160	727	285	175	285	168	277	543	252	0	410	0	0	0
Grin2d	321.982759	249	0	104	1429	1624	0	244	123	0	152	0	0	0	273	245	196	0	0	696	88	0	0	200	526	1452	1608	0	483	706	807	570	533	578	562	541	0	0	232	0	0	0	0	0	0	215	215	782	446	197	447	243	531	781	128	0	469	0	0	0
Cab39	320.517241	455	0	0	1187	1412	0	297	238	0	191	86	203	0	202	186	184	0	0	506	196	194	0	99	295	1501	1967	0	544	500	355	450	198	236	147	211	281	213	838	284	811	0	0	0	0	284	282	660	290	319	290	250	353	683	0	0	712	0	0	0
Ripk2	320.379310	388	0	0	852	1227	0	409	261	0	455	369	0	0	178	0	218	0	0	428	210	111	0	125	371	774	685	129	227	367	445	163	201	225	192	207	447	807	1796	858	1663	0	0	0	0	0	0	500	290	293	290	299	352	714	286	170	600	0	0	0
Sde2	319.982759	0	0	0	380	704	0	1219	240	0	0	0	0	0	1394	1308	662	0	0	156	71	0	0	0	251	460	502	0	247	418	399	245	148	0	162	122	113	1479	2247	1466	2145	0	0	0	0	193	197	312	171	112	170	0	256	407	0	0	203	0	0	0
Uba3	319.793103	0	0	0	1772	1310	0	515	355	0	0	0	0	0	216	151	0	0	0	597	380	132	0	151	456	1746	1747	0	479	514	528	384	310	291	136	253	0	302	397	365	429	0	195	0	0	395	399	901	400	303	401	197	462	805	0	0	174	0	0	0
Edn1	319.310345	423	0	169	1363	1666	0	382	184	0	290	227	0	0	199	210	214	0	0	758	0	0	0	0	249	1782	1752	275	182	0	382	308	487	425	577	382	0	140	772	174	565	0	0	0	0	0	0	873	524	187	523	306	423	735	0	0	412	0	0	0
Lyl1	319.224138	0	0	0	1965	1718	0	963	327	0	0	0	706	0	1023	1210	726	134	119	279	73	0	0	161	369	0	0	0	166	195	179	262	0	0	0	0	163	491	1779	829	1579	0	0	0	0	191	191	839	161	145	162	141	256	442	186	150	235	0	0	0
H4c2	318.431034	135	0	0	647	914	0	0	0	0	134	0	113	0	166	206	338	0	0	259	322	129	0	121	312	2043	1990	0	483	453	685	638	201	148	163	175	178	521	1247	705	1242	0	0	0	0	286	277	606	339	157	338	125	369	578	144	0	582	0	0	0
Slc37a3	317.551724	532	0	0	745	900	268	631	420	0	310	416	133	0	377	297	270	0	0	227	312	135	0	208	331	324	321	109	245	203	279	227	185	112	166	126	362	633	2028	1085	2590	0	0	0	0	203	200	490	133	164	134	163	258	303	0	0	863	0	0	0
H4c1	317.327586	135	0	0	647	914	0	0	0	0	134	0	113	0	166	206	338	0	0	259	322	129	0	121	312	2043	1990	0	483	453	685	638	176	109	163	175	178	521	1247	705	1242	0	0	0	0	286	277	606	339	157	338	125	369	578	144	0	582	0	0	0
Arl6ip5	317.189655	0	0	0	1772	1310	0	515	355	0	0	0	0	0	216	0	0	0	0	597	380	132	0	151	456	1746	1747	0	479	514	528	384	310	291	136	253	0	302	397	365	429	0	195	0	0	395	399	901	400	303	401	197	462	805	0	0	174	0	0	0
Mfsd13b	317.034483	0	0	140	929	947	0	0	262	0	120	0	164	0	0	0	0	0	0	439	128	0	0	129	343	1730	1463	0	174	334	693	612	202	287	188	175	0	762	2078	567	1637	0	0	0	0	132	132	669	340	278	360	332	471	857	0	0	314	0	0	0
Cdr2	317.034483	0	0	140	929	947	0	0	262	0	120	0	164	0	0	0	0	0	0	439	128	0	0	129	343	1730	1463	0	174	334	693	612	202	287	188	175	0	762	2078	567	1637	0	0	0	0	132	132	669	340	278	360	332	471	857	0	0	314	0	0	0
Elmo2	316.793103	229	0	0	1817	2141	142	178	112	0	217	134	248	0	253	257	297	0	0	202	129	101	0	79	267	935	1090	189	399	307	394	462	131	191	204	0	222	230	860	215	812	0	320	0	0	253	254	817	354	332	353	315	441	803	162	0	526	0	0	0
Ptpn2	316.051724	268	0	0	496	634	310	0	0	142	126	0	166	0	0	0	0	0	0	501	225	126	70	161	325	139	196	0	645	676	814	577	126	192	293	201	262	866	2478	547	1960	0	266	0	0	313	315	876	338	253	339	232	389	629	0	0	653	0	206	0
H3c1	315.017241	135	0	0	647	914	0	0	0	0	0	0	113	0	166	206	338	0	0	259	322	129	0	121	312	2043	1990	0	483	453	685	638	176	109	163	175	178	521	1247	705	1242	0	0	0	0	286	277	606	339	157	338	125	369	578	144	0	582	0	0	0
H1f1	315.017241	135	0	0	647	914	0	0	0	0	0	0	113	0	166	206	338	0	0	259	322	129	0	121	312	2043	1990	0	483	453	685	638	176	109	163	175	178	521	1247	705	1242	0	0	0	0	286	277	606	339	157	338	125	369	578	144	0	582	0	0	0
Stk39	313.775862	273	0	0	1073	1421	0	297	0	0	0	0	178	0	0	0	0	0	0	806	642	219	0	115	340	1528	1421	299	589	736	810	716	226	285	313	388	594	0	0	0	0	0	0	0	0	466	467	1056	324	199	325	176	376	722	0	0	819	0	0	0
Zap70	313.241379	371	0	0	1485	1357	0	174	149	0	0	0	0	0	0	0	0	0	0	434	261	143	139	108	315	250	252	399	700	600	811	693	451	568	518	649	974	286	847	200	591	0	169	0	0	419	419	457	379	320	379	204	467	696	211	0	323	0	0	0
Bzw2	313.224138	588	0	0	828	908	190	469	331	0	194	174	240	0	226	298	248	114	0	394	151	176	0	147	247	1025	993	0	270	357	414	494	172	0	162	149	0	691	1464	571	1433	216	0	0	0	149	150	537	421	281	420	293	439	714	182	0	144	0	103	0
Ankmy2	313.224138	588	0	0	828	908	190	469	331	0	194	174	240	0	226	298	248	114	0	394	151	176	0	147	247	1025	993	0	270	357	414	494	172	0	162	149	0	691	1464	571	1433	216	0	0	0	149	150	537	421	281	420	293	439	714	182	0	144	0	103	0
Mepce	312.206897	904	0	0	385	815	0	206	161	166	462	197	0	0	318	0	0	0	0	471	158	88	0	142	316	1089	1249	102	943	870	529	503	71	0	199	83	186	922	1715	786	1478	0	0	0	0	0	0	682	293	0	292	0	288	462	0	0	457	0	120	0
Map2k2	310.362069	113	0	0	550	1087	0	280	0	0	336	333	121	0	106	136	0	232	0	375	117	91	0	121	322	1893	1422	0	206	334	364	465	228	206	170	162	138	795	2015	626	1538	0	0	0	0	0	0	458	314	183	311	89	414	824	155	0	371	0	0	0
Milr1	310.137931	562	0	0	967	1053	170	856	654	0	280	193	164	0	597	642	662	0	0	276	146	65	0	0	229	551	646	141	176	139	250	122	0	0	0	0	303	985	2147	1102	2195	0	0	0	0	0	0	179	220	154	219	0	239	407	0	0	297	0	0	0
Crem	308.879310	412	0	0	1700	1719	0	0	0	0	0	0	0	0	0	0	0	0	0	520	486	121	77	157	406	261	196	186	904	1013	950	647	0	0	122	0	329	395	648	728	1162	0	0	0	0	179	168	1368	288	275	288	217	362	772	307	195	357	0	0	0
Zyx	308.137931	0	0	0	1779	971	0	925	200	0	0	0	0	0	892	779	784	0	0	632	72	0	0	178	238	1587	1587	0	292	319	336	348	300	354	351	313	130	0	0	125	449	0	0	0	0	412	416	968	219	217	218	167	297	659	0	0	358	0	0	0
Ciz1	307.586207	139	0	0	1109	1298	0	689	361	0	193	0	300	0	472	816	589	0	0	259	105	0	0	0	185	2409	2333	0	0	136	307	135	0	0	172	0	239	484	976	394	814	0	0	0	0	0	0	361	286	223	286	173	459	669	0	0	469	0	0	0
Rab19	307.396552	532	0	0	745	900	268	631	420	0	310	416	133	0	377	297	270	0	0	227	312	135	0	208	331	324	321	109	245	203	279	227	0	0	0	0	362	633	2028	1085	2590	0	0	0	0	203	200	490	133	164	134	163	258	303	0	0	863	0	0	0
Eloa	306.672414	410	0	0	808	1219	0	0	0	0	297	131	0	0	0	0	0	0	0	124	192	0	0	146	364	930	788	0	329	418	387	359	161	249	233	172	262	896	1961	1009	1861	0	0	0	0	397	390	264	343	211	344	210	373	711	167	0	516	0	155	0
Tcf20	305.465517	819	0	0	382	402	210	452	381	0	0	129	0	0	278	315	419	0	0	0	0	0	0	120	285	825	877	0	376	243	177	127	196	156	255	192	506	368	1325	1169	2486	0	0	0	0	471	472	330	231	163	231	204	310	615	0	0	1220	0	0	0
