Target_genes	Usf1|Average	SRX142512|C2C12	SRX142513|C2C12	SRX6784089|CH12	SRX6784090|CH12	SRX5027410|ES_cells	SRX6784044|MEL	SRX6784045|MEL	STRING
Ddx39b	2118.142857	1545	2584	2096	2321	1648	2228	2405	0
Atp6v1g2	2118.142857	1545	2584	2096	2321	1648	2228	2405	0
Nanp	2117.428571	1703	2062	2046	2569	1190	2777	2475	0
Rab3il1	2113.000000	1338	2074	1883	2152	2135	2744	2465	0
Nfx1	2113.000000	1569	2113	2236	2574	1309	2639	2351	0
AW549877	2111.142857	1604	2202	2330	2474	1751	2267	2150	0
Ptp4a3	2108.571429	1811	2728	2456	2746	853	2034	2132	0
A430005L14Rik	2108.142857	1368	1685	2492	2620	1521	2630	2441	0
Mrpl36	2107.142857	1777	2340	1997	2534	1073	2550	2479	0
Rida	2106.142857	1989	2445	1963	2216	1466	2359	2305	0
Pop1	2106.142857	1989	2445	1963	2216	1466	2359	2305	0
Tpra1	2105.428571	1663	2296	2336	2537	997	2492	2417	0
Mcm2	2105.428571	1663	2296	2336	2537	997	2492	2417	0
Magt1	2102.428571	1443	2099	2160	2358	1730	2544	2383	0
Cox7b	2102.428571	1443	2099	2160	2358	1730	2544	2383	0
Git2	2100.571429	1606	1901	2334	2596	1582	2509	2176	0
Ankrd13a	2100.571429	1606	1901	2334	2596	1582	2509	2176	0
Nudt9	2097.428571	1842	2237	2255	2216	2052	2175	1905	0
Top3a	2095.714286	1941	2727	2148	2187	1132	2378	2157	0
Smcr8	2095.714286	1941	2727	2148	2187	1132	2378	2157	0
Aatf	2093.571429	1489	2383	2314	2339	1069	2644	2417	0
Thumpd2	2092.428571	1496	2269	2144	2487	1413	2549	2289	0
Smc3	2089.285714	1331	2192	2529	2746	1053	2580	2194	0
Ilf3	2089.285714	1928	2459	2041	2044	3285	1571	1297	0
Atf4	2087.571429	1799	2237	2156	2402	1423	2456	2140	0
Rbm15b	2087.428571	1660	2137	2480	2361	1342	2456	2176	0
Manf	2087.428571	1660	2137	2480	2361	1342	2456	2176	0
Trmt1	2087.142857	1983	2220	2135	2563	942	2561	2206	0
Nacc1	2087.142857	1983	2220	2135	2563	942	2561	2206	0
Ptch1	2085.571429	1753	2490	1972	2187	1983	2163	2051	0
Sdf4	2084.857143	1648	2256	2200	2384	1431	2460	2215	0
B3galt6	2084.857143	1648	2256	2200	2384	1431	2460	2215	0
Rad50	2080.142857	1906	2211	2081	2177	2280	2088	1818	0
Rab3gap2	2080.000000	1419	2294	2138	2246	1467	2576	2420	0
Ccar1	2079.571429	1721	2152	2261	2483	1086	2404	2450	0
Sgta	2076.428571	1752	2481	2343	2285	1139	2363	2172	0
Serf2	2075.714286	1287	1729	2176	2266	2618	2373	2081	0
Srek1	2074.571429	1471	2055	2166	2296	1799	2460	2275	0
Ifi27	2073.285714	1949	2303	2130	2540	230	2740	2621	0
Dazap2	2073.000000	1741	2348	2462	2527	763	2470	2200	0
Rab11fip1	2071.285714	1350	1700	1937	2298	2389	2541	2284	0
Ammecr1l	2070.714286	1975	2463	2376	2152	915	2360	2254	0
Gpatch3	2070.571429	2312	2658	2083	2135	560	2539	2207	0
Arsa	2069.714286	1532	1950	2440	2529	915	2616	2506	0
Pip4k2c	2069.285714	1238	1538	2545	2621	1471	2627	2445	0
Lonp1	2068.285714	1918	2234	1863	2257	1296	2444	2466	0
Catsperd	2068.285714	1918	2234	1863	2257	1296	2444	2466	0
Utp18	2067.714286	1386	2209	2359	2513	1218	2577	2212	0
Mbtd1	2067.714286	1386	2209	2359	2513	1218	2577	2212	0
Gdpgp1	2064.428571	1461	2211	2014	2147	1587	2442	2589	0
Cib1	2064.428571	1461	2211	2014	2147	1587	2442	2589	0
Stt3b	2061.857143	1172	1818	1984	2327	2366	2370	2396	0
Ypel5	2061.714286	1197	1439	2344	2443	2117	2616	2276	0
Rchy1	2061.428571	1703	2367	1951	2306	1119	2581	2403	0
Gmfb	2061.285714	1338	1823	2023	2637	1568	2677	2363	0
Gaa	2060.571429	1532	1964	2334	2364	1602	2472	2156	0
Tmem131	2060.285714	1293	1671	2482	2576	1561	2567	2272	0
Brox	2059.714286	1669	2330	2216	2324	1320	2400	2159	0
Aida	2059.714286	1669	2330	2216	2324	1320	2400	2159	0
Arfgef2	2058.000000	1536	1821	2531	2729	316	2837	2636	0
Vdac2	2055.142857	1574	2390	1960	2330	1269	2462	2401	0
Washc4	2053.714286	1475	1938	2130	2373	1384	2623	2453	0
Il11ra1	2053.142857	403	712	2490	2786	2820	2687	2474	0
Galt	2053.142857	403	712	2490	2786	2820	2687	2474	0
Gpsm2	2052.142857	893	2059	1915	2339	2081	2608	2470	0
Qtrt1	2048.285714	1712	2420	2331	2543	1594	2092	1646	0
Nptn	2047.428571	1083	1730	2472	2653	1465	2579	2350	0
Dnajb9	2046.571429	1323	1764	2312	2547	2146	1849	2385	0
Cln3	2043.571429	1248	2000	2449	2453	1384	2593	2178	0
Apobr	2043.571429	1248	2000	2449	2453	1384	2593	2178	0
Kifc2	2043.285714	1474	1612	2282	2513	1202	2700	2520	0
Cyhr1	2043.285714	1474	1612	2282	2513	1202	2700	2520	0
Syngap1	2041.857143	1751	2264	2092	2098	2275	2018	1795	0
Cuta	2041.857143	1751	2264	2092	2098	2275	2018	1795	0
Ddt	2041.285714	1690	1963	2216	2274	1062	2392	2692	0
Snx8	2040.142857	875	1436	2074	2477	2557	2609	2253	0
Tceal8	2039.285714	1856	2758	1184	1766	1450	2706	2555	0
Pkn2	2037.571429	1209	1561	2530	2633	900	2826	2604	0
Fbxo25	2037.428571	1099	1682	2204	2621	1453	2643	2560	0
Bptf	2036.571429	1491	2245	2363	2705	345	2549	2558	0
Ttc3	2035.571429	1290	1651	2255	2530	1617	2479	2427	0
Pigp	2035.571429	1290	1651	2255	2530	1617	2479	2427	0
Lsm4	2034.142857	1944	2505	1841	2224	963	2338	2424	0
Tmem181a	2031.000000	1558	1813	2339	2516	1508	2250	2233	0
Ccdc9	2030.428571	1773	1930	2366	2518	1482	2042	2102	0
Slf2	2029.714286	1308	2103	2162	2026	1692	2540	2377	0
Ybx1	2026.857143	1483	1916	2294	2604	796	2693	2402	0
Kidins220	2026.571429	1625	2282	2058	2453	1113	2395	2260	0
Lamtor5	2024.428571	1652	1944	2430	2530	611	2524	2480	0
Prmt3	2023.571429	1288	1908	2241	2411	1846	2357	2114	0
Zc3h4	2023.428571	1541	2142	2270	2092	1658	2179	2282	0
Ahcyl2	2022.571429	1906	2292	1903	1899	1551	2241	2366	0
Osbpl1a	2019.857143	1469	2272	1729	2106	1572	2458	2533	0
Scaper	2017.285714	1006	1531	2261	2476	1484	2857	2506	0
Ubap2	2013.428571	1855	2246	2085	2148	1847	2124	1789	0
Kat5	2013.285714	1811	2492	1866	2163	1344	2203	2214	0
Atg14	2013.000000	1871	2197	1880	2280	1095	2247	2521	0
Ubap2l	2010.714286	1756	2022	2074	2128	2431	1967	1697	0
4933434E20Rik	2010.714286	1756	2022	2074	2128	2431	1967	1697	0
Rbbp6	2010.142857	983	1695	2108	2452	1884	2541	2408	0
Rab5a	2008.857143	1245	2147	2204	2312	1731	2245	2178	0
Rhno1	2007.285714	1721	1771	2308	2612	488	2608	2543	0
Foxm1	2007.285714	1721	1771	2308	2612	488	2608	2543	0
Npcd	2006.428571	1365	2273	2229	2787	603	2331	2457	0
Cbx6	2006.428571	1365	2273	2229	2787	603	2331	2457	0
Aff4	2006.428571	1535	1960	2430	2485	907	2545	2183	0
Fbxl2	2005.000000	1238	1918	1617	2101	2021	2583	2557	0
Amdhd2	2004.285714	2197	2636	839	1076	3087	2222	1973	0
Srsf3	2002.714286	1784	2097	2090	2194	1093	2439	2322	0
Mrps18c	2002.000000	1349	1690	2406	2510	1062	2597	2400	0
Helq	2002.000000	1349	1690	2406	2510	1062	2597	2400	0
Gigyf2	2001.571429	1059	1788	2314	2405	1277	2682	2486	0
Trh	2000.714286	1271	1239	1665	2572	1624	2933	2701	0
Mpv17	1997.714286	1379	2113	1916	2551	1110	2493	2422	0
Dnase2a	1996.285714	1636	2186	2523	2387	842	2301	2099	0
Fbxo10	1993.571429	1220	1371	2474	2666	994	2777	2453	0
Derl1	1993.000000	1898	2488	2315	2425	1027	2095	1703	0
Slc16a13	1992.000000	1629	2221	2075	2215	898	2570	2336	0
Sars	1987.857143	2109	2299	1775	2079	665	2498	2490	0
B3gntl1	1981.714286	1635	2112	2117	2247	714	2436	2611	0
Sik3	1981.428571	1388	2049	2479	2568	897	2399	2090	0
Pafah1b2	1981.428571	1388	2049	2479	2568	897	2399	2090	0
Ap1s2	1981.285714	968	1695	2204	2682	938	2789	2593	0
Bcas2	1980.571429	1822	2362	1927	1580	1347	2402	2424	0
Capn10	1976.571429	1644	2201	2068	2077	983	2496	2367	0
1810013L24Rik	1974.714286	1425	2040	2201	2249	1087	2391	2430	0
Phf20l1	1970.000000	1245	1790	2264	2689	603	2651	2548	0
Urgcp	1969.285714	1297	1855	1968	2139	1400	2646	2480	0
Tmed2	1968.142857	1869	2086	1877	2292	770	2469	2414	0
Rbm15	1966.142857	1637	2306	1996	2034	1119	2379	2292	0
Vps26c	1964.714286	1124	1676	2243	2452	1337	2553	2368	0
Otud1	1964.000000	1264	2167	2061	2246	1593	2096	2321	0
Mtfp1	1962.857143	1592	2262	2208	2302	909	2436	2031	0
Dus1l	1962.000000	2187	2701	1358	1322	2014	2037	2115	0
Tmc8	1959.571429	1405	2360	2326	2274	1629	1987	1736	0
Tmc6	1959.571429	1405	2360	2326	2274	1629	1987	1736	0
Igf2r	1956.714286	394	596	2291	2362	2833	2754	2467	0
Tsr3	1955.571429	1493	2466	1809	2416	652	2407	2446	0
Pla2g12a	1955.571429	1558	1868	1877	2303	1261	2497	2325	0
Gnptg	1955.571429	1493	2466	1809	2416	652	2407	2446	0
Sc5d	1954.142857	874	1646	2082	2526	1855	2443	2253	0
Runx1	1953.428571	1626	2267	2479	2536	0	2434	2332	0
Shpk	1952.714286	1941	1432	1941	2282	1090	2686	2297	0
Ctns	1952.714286	1941	1432	1941	2282	1090	2686	2297	0
Rnf181	1950.857143	1386	2150	1992	2471	802	2526	2329	0
Septin2	1946.142857	1214	1680	2416	2638	1374	2340	1961	0
Hdlbp	1946.142857	1214	1680	2416	2638	1374	2340	1961	0
Stx4a	1944.142857	1518	2334	1839	1952	904	2636	2426	0
Eif2s1	1943.714286	1699	1876	2096	2346	690	2480	2419	0
Atp6v1d	1943.714286	1699	1876	2096	2346	690	2480	2419	0
Dusp3	1942.000000	1655	2116	2128	2614	730	2130	2221	0
Cfap97d1	1942.000000	1655	2116	2128	2614	730	2130	2221	0
Fbxl22	1941.428571	1292	2044	1947	2350	1222	2385	2350	0
Scand1	1939.428571	2097	2691	1784	1996	414	2142	2452	0
Cnbd2	1939.428571	2097	2691	1784	1996	414	2142	2452	0
Tbc1d5	1936.714286	1055	1732	2144	2584	1471	2301	2270	0
Ptges2	1934.571429	1797	2136	1772	2381	856	2210	2390	0
Nsd3	1933.857143	1279	1879	1867	2229	1380	2493	2410	0
Letm2	1933.857143	1279	1879	1867	2229	1380	2493	2410	0
Mrpl2	1933.428571	1321	1639	2168	2227	2108	2200	1871	0
Lin52	1933.428571	1633	2044	2292	2282	823	2265	2195	0
Klc4	1933.428571	1321	1639	2168	2227	2108	2200	1871	0
Cul7	1933.428571	1321	1639	2168	2227	2108	2200	1871	0
Aldh6a1	1933.428571	1633	2044	2292	2282	823	2265	2195	0
Arap1	1933.142857	954	1287	2059	2335	1604	2722	2571	0
Hps5	1932.857143	1411	1914	1935	2023	2410	2063	1774	0
Gtf2h1	1932.857143	1411	1914	1935	2023	2410	2063	1774	0
Pard6a	1931.000000	1531	2124	1792	2246	1042	2463	2319	0
Acd	1931.000000	1531	2124	1792	2246	1042	2463	2319	0
Snx32	1923.285714	873	1282	2468	2674	1265	2623	2278	0
Vgf	1923.000000	1577	1654	2186	2508	1278	2059	2199	0
Ubxn4	1921.714286	968	1580	2339	2598	1004	2595	2368	0
Gga2	1921.714286	1270	1716	2055	2093	1817	2257	2244	0
Parp6	1920.571429	999	1565	2265	2459	1265	2484	2407	0
Tesk2	1920.428571	1758	2206	1808	2060	890	2290	2431	0
Ric1	1920.285714	1394	2313	2006	2184	1568	2184	1793	0
Cd164	1919.857143	1282	2085	2085	2099	1922	2124	1842	0
Net1	1919.285714	1057	1638	1963	2286	1413	2575	2503	0
Xpo1	1918.857143	1881	2293	1640	1952	1028	2338	2300	0
Skap2	1918.714286	1647	2323	1927	2239	1150	2151	1994	0
Cpt1a	1918.571429	1487	1936	2103	2292	1506	2197	1909	0
Napa	1917.571429	1400	1793	1742	2018	2282	2192	1996	0
Pcx	1915.571429	1287	1601	2014	2113	1766	2315	2313	0
Pten	1914.571429	2115	2637	1542	1711	1141	2028	2228	0
Zfp512	1913.714286	1304	1190	2515	2559	816	2683	2329	0
Asxl2	1913.285714	1154	1641	2495	2464	1303	2310	2026	0
Txndc12	1912.714286	582	994	2275	2521	2240	2536	2241	0
Btf3l4	1912.714286	582	994	2275	2521	2240	2536	2241	0
Rara	1912.428571	2008	2569	1983	1995	783	2144	1905	0
Tsr2	1911.000000	1740	1777	1719	2335	672	2654	2480	0
Cplx2	1908.000000	1737	2453	1917	2027	1109	1892	2221	0
Stub1	1907.714286	1419	1737	2027	2153	1547	2179	2292	0
Rhbdl1	1907.714286	1419	1737	2027	2153	1547	2179	2292	0
Jmjd8	1907.714286	1419	1737	2027	2153	1547	2179	2292	0
Coa7	1906.857143	1307	1930	1903	2196	1697	2133	2182	0
Nme1	1904.857143	1454	1591	2284	2335	895	2442	2333	0
Csk	1904.714286	1717	2030	1815	2124	1008	2247	2392	0
Rfesd	1903.000000	1502	1837	2003	2488	1193	2249	2049	0
Txndc9	1902.857143	1843	1955	2093	2423	1542	1853	1611	0
Eif5b	1902.857143	1843	1955	2093	2423	1542	1853	1611	0
Kat7	1902.142857	1491	1924	2132	2337	730	2353	2348	0
Supv3l1	1901.285714	2065	2864	1542	1767	819	2111	2141	0
Ube2q1	1892.571429	1352	1858	2190	2167	1837	2144	1700	0
Fig4	1890.428571	1711	1643	1899	2377	590	2521	2492	0
Ak9	1890.428571	1711	1643	1899	2377	590	2521	2492	0
Eif4a1	1888.714286	1272	1876	2248	2382	823	2358	2262	0
Mul1	1888.285714	1524	1919	1748	2358	1209	2183	2277	0
Hcfc2	1884.428571	920	1308	2080	2669	1476	2392	2346	0
Bmp2k	1884.142857	1689	1823	1933	2267	591	2466	2420	0
Zfp62	1881.571429	1419	2069	1907	2037	986	2516	2237	0
Topors	1881.571429	1732	2260	1811	2102	970	2056	2240	0
Smim27	1881.571429	1732	2260	1811	2102	970	2056	2240	0
Ptbp1	1880.857143	1532	2343	1790	1992	1627	2032	1850	0
Cnpy2	1877.142857	1655	2426	1569	1786	1256	2147	2301	0
Snn	1877.000000	1281	1532	2014	2194	1731	2273	2114	0
Tom1	1876.142857	817	1452	2076	2191	2165	2219	2213	0
Lrpprc	1870.857143	2011	2219	1672	2014	1148	1999	2033	0
Rufy1	1870.285714	1385	1758	2196	2277	1255	2112	2109	0
Insig1	1870.285714	869	1236	2213	2560	1549	2519	2146	0
Mafg	1869.000000	1286	1604	2431	2479	566	2387	2330	0
Aspscr1	1868.000000	1067	1799	2239	2344	978	2334	2315	0
Pycrl	1865.000000	1901	2410	1625	1716	1106	1983	2314	0
H2-DMa	1863.428571	1268	2010	1966	2080	1597	2194	1929	0
Brd2	1863.428571	1268	2010	1966	2080	1597	2194	1929	0
Crlf2	1860.571429	1172	1291	1817	2079	1509	2653	2503	0
Pank3	1860.428571	1350	1057	2190	2322	1282	2451	2371	0
Lmnb1	1859.857143	1100	1568	2116	2355	1416	2364	2100	0
Tsc1	1859.714286	941	1420	2163	2315	1239	2455	2485	0
Ppp3r1	1859.285714	1752	2087	1823	2262	289	2511	2291	0
Trim25	1859.142857	1195	869	2414	2592	1091	2549	2304	0
Cbx7	1857.714286	1513	2062	1644	1980	932	2469	2404	0
Mtch2	1857.142857	977	1436	2204	2252	1449	2413	2269	0
Zfp933	1854.142857	1937	2253	1501	1840	587	2396	2465	0
Rpp38	1852.428571	1371	2002	1695	2170	1513	2299	1917	0
Acbd7	1852.428571	1371	2002	1695	2170	1513	2299	1917	0
Vps26a	1851.000000	1485	2140	1951	2183	1261	2123	1814	0
Hook2	1850.571429	1495	2060	1728	2111	953	2323	2284	0
Epc1	1849.714286	1564	1535	2011	2151	1418	2190	2079	0
Slc37a4	1849.571429	1518	2424	1483	1900	1542	1925	2155	0
Ssr1	1849.142857	566	1076	2374	2536	1149	2716	2527	0
Pdp2	1849.000000	1510	1622	1590	1666	1534	2520	2501	0
Rtn4rl1	1848.571429	1513	1358	2049	2396	1028	2213	2383	0
Dph1	1848.571429	1513	1358	2049	2396	1028	2213	2383	0
Hdac4	1841.142857	1431	1625	1794	2199	1352	2312	2175	0
Eif5a	1837.285714	1481	1700	1940	2054	1240	2220	2226	0
Gnb2	1836.142857	1418	2065	2200	2253	850	2018	2049	0
Txlng	1835.714286	1355	1544	1855	2272	652	2694	2478	0
Cops7a	1835.285714	1496	1798	1531	1860	2092	2008	2062	0
Tor1aip2	1834.571429	1201	1882	1836	2116	1572	2176	2059	0
Tor1aip1	1834.571429	1201	1882	1836	2116	1572	2176	2059	0
Ppp1r27	1833.571429	1308	1047	2347	2528	542	2630	2433	0
Mcrip1	1833.571429	1308	1047	2347	2528	542	2630	2433	0
Supt16	1833.142857	1349	2054	1962	2136	816	2321	2194	0
9430038I01Rik	1832.142857	1144	1641	1757	2026	1708	2220	2329	0
Cstad	1830.571429	1780	1844	1603	2192	589	2254	2552	0
Hacd3	1830.428571	1308	1771	1786	2097	1126	2501	2224	0
Irf9	1829.714286	1193	1466	2237	2682	294	2349	2587	0
Zzz3	1822.428571	1560	1893	2156	2100	886	1979	2183	0
Ralb	1820.428571	1388	1951	1104	1811	1507	2493	2489	0
Eif4b	1819.285714	1564	1777	2151	2333	770	2187	1953	0
Slc12a6	1815.714286	1965	2440	707	876	1731	2701	2290	0
9130019O22Rik	1815.142857	265	380	2424	2632	1968	2503	2534	0
Max	1813.142857	1366	1563	2087	2370	841	2293	2172	0
Tubb5	1812.857143	1473	1905	1873	1920	1580	2070	1869	0
Mdc1	1812.857143	1473	1905	1873	1920	1580	2070	1869	0
Cep63	1812.285714	1042	1175	2438	2329	1180	2380	2142	0
Anapc13	1812.285714	1042	1175	2438	2329	1180	2380	2142	0
Grn	1809.285714	2236	2320	1199	1431	925	2457	2097	0
Ppt1	1805.000000	1393	1611	1851	2399	589	2338	2454	0
Cltc	1803.714286	1869	1892	1788	1888	736	2267	2186	0
Btbd7	1803.571429	993	1211	2345	2796	321	2456	2503	0
Glmp	1802.285714	1724	1828	1489	2011	580	2597	2387	0
Pop7	1801.428571	1748	2498	1428	2018	984	1920	2014	0
Scly	1797.285714	1275	1582	1805	1924	1229	2461	2305	0
Mcm7	1794.285714	1305	1745	1719	2012	1219	2218	2342	0
Ap4m1	1794.285714	1305	1745	1719	2012	1219	2218	2342	0
Slc35f6	1791.000000	1007	1340	1956	2357	1027	2580	2270	0
Abcb6	1787.714286	1574	2144	1625	1944	615	2264	2348	0
Get4	1787.428571	875	1511	2051	2094	987	2612	2382	0
Lrrc8a	1783.571429	1671	1624	1703	2163	396	2437	2491	0
Nrbf2	1782.285714	1598	1788	1963	2213	460	2202	2252	0
Fubp3	1780.714286	1236	1785	1897	2356	926	2184	2081	0
Gm7072	1778.714286	1702	1947	1516	1705	586	2350	2645	0
Vps37b	1778.571429	1168	1394	1668	2269	1121	2437	2393	0
Gna13	1771.714286	1283	2121	1933	2107	1477	1940	1541	0
Comtd1	1764.142857	1145	2045	1595	1941	1455	2047	2121	0
A430057M04Rik	1764.142857	1145	2045	1595	1941	1455	2047	2121	0
Plbd2	1762.142857	498	969	2224	2282	1386	2572	2404	0
Pdcd2	1762.142857	1354	1815	1803	2284	474	2325	2280	0
Strbp	1759.714286	856	1359	2298	2518	371	2475	2441	0
Map4k1	1754.571429	1156	1626	1959	2261	585	2355	2340	0
Eif3k	1754.571429	1156	1626	1959	2261	585	2355	2340	0
Psmd9	1754.428571	1460	1715	1580	2288	381	2493	2364	0
Rnf146	1753.142857	1286	1647	1907	2597	263	2209	2363	0
Lamtor4	1752.571429	1357	1336	1713	2283	837	2419	2323	0
Zbtb8os	1750.285714	1485	1313	2129	2144	436	2375	2370	0
Rbbp4	1750.285714	1485	1313	2129	2144	436	2375	2370	0
Rab31	1750.142857	1833	2278	1312	1570	1064	2015	2179	0
Mtm1	1748.000000	1411	1246	1843	2030	648	2331	2727	0
Rnf213	1747.428571	1674	2370	1581	1480	708	2250	2169	0
B3gat3	1746.857143	1653	2400	1796	1651	718	1895	2115	0
Atp6v1fnb	1746.428571	693	1152	1986	2496	818	2593	2487	0
Atp6v1f	1746.428571	693	1152	1986	2496	818	2593	2487	0
Nop2	1746.142857	1243	1267	1825	2354	799	2388	2347	0
Iqce	1743.285714	1738	1965	1557	1944	726	2157	2116	0
Brat1	1743.285714	1738	1965	1557	1944	726	2157	2116	0
H2-L	1743.142857	1663	1727	1965	2301	166	2217	2163	0
H2-D1	1743.142857	1663	1727	1965	2301	166	2217	2163	0
Gm5741	1741.714286	1497	1604	1476	2187	385	2520	2523	0
Dhps	1741.714286	1497	1604	1476	2187	385	2520	2523	0
Ciart	1739.428571	2149	2912	0	0	2440	2514	2161	0
Kansl1l	1736.714286	1706	2540	1411	1426	1381	1876	1817	0
Fbxo5	1735.428571	1030	1558	2041	2018	1112	2282	2107	0
Rrn3	1734.571429	1428	1606	1940	2044	1205	1895	2024	0
Gtf2a1	1732.142857	1232	1733	1638	1827	1679	2014	2002	0
Micu1	1729.142857	1408	1829	1615	1711	722	2319	2500	0
Slc25a33	1728.857143	992	1177	1911	2267	1271	2356	2128	0
Ncl	1728.571429	1039	1787	1737	2097	1095	2094	2251	0
Atp5g1	1728.285714	1488	1525	1781	2091	855	2332	2026	0
Ten1	1727.285714	1324	1703	1623	1928	1693	1964	1856	0
Acox1	1727.285714	1324	1703	1623	1928	1693	1964	1856	0
Ctsb	1725.428571	1175	1697	2123	2101	586	2316	2080	0
Khk	1721.714286	1020	1022	2233	2232	886	2527	2132	0
Fam168b	1716.428571	1283	2196	1634	2204	370	1808	2520	0
Yaf2	1715.142857	1490	1517	1874	2456	252	2126	2291	0
Qsox2	1712.285714	1168	1303	1993	2118	877	2217	2310	0
Bnip3l	1711.571429	1397	1610	1776	1992	657	2277	2272	0
Map3k12	1709.142857	469	798	1988	2182	2039	2205	2283	0
Hagh	1708.142857	1818	2168	1874	2276	497	1540	1784	0
Fahd1	1708.142857	1818	2168	1874	2276	497	1540	1784	0
Pi4k2a	1705.428571	1256	1451	1320	1672	1143	2666	2430	0
Morn4	1705.428571	1256	1451	1320	1672	1143	2666	2430	0
Cdk20	1702.428571	1676	2451	579	580	1762	2538	2331	0
Il3ra	1700.428571	1456	2057	1595	2042	816	1732	2205	0
Slc12a9	1700.142857	2318	2620	0	0	1815	2666	2482	0
Fmr1	1700.142857	832	914	2478	2562	523	2198	2394	0
Hsd17b7	1699.000000	1122	1144	1766	2046	1025	2364	2426	0
Ogdhl	1693.285714	369	1248	2240	2408	917	2337	2334	0
Trp53inp1	1692.714286	1036	1243	1691	2230	713	2534	2402	0
Commd3	1692.142857	1085	1821	1994	2154	700	1912	2179	0
Bmi1	1692.142857	1085	1821	1994	2154	700	1912	2179	0
Camk2d	1686.857143	2175	2729	2395	2638	1871	0	0	0
Atg10	1686.571429	1419	2210	1149	1530	1008	2174	2316	0
Trim8	1684.428571	1604	2344	1161	1546	711	2194	2231	0
Fam174c	1681.142857	1663	1946	1361	1458	1281	2004	2055	0
Cirbp	1681.142857	1663	1946	1361	1458	1281	2004	2055	0
H2az1	1676.000000	819	1320	2195	2139	1192	2173	1894	0
Dnajb14	1676.000000	819	1320	2195	2139	1192	2173	1894	0
Lats2	1673.285714	1491	2161	1814	1896	212	1940	2199	0
C330007P06Rik	1673.000000	1685	2236	1509	1708	405	1859	2309	0
Prkar2b	1672.285714	1045	1259	2057	2620	316	1891	2518	0
Dip2b	1670.428571	633	1023	1952	2377	1430	2129	2149	0
Ptdss1	1666.142857	1270	1189	1719	1731	1866	1806	2082	0
Mterf3	1666.142857	1270	1189	1719	1731	1866	1806	2082	0
Laptm4a	1663.000000	1284	1822	1524	1726	1541	1636	2108	0
Cpeb2	1661.285714	995	1470	1444	1530	1564	2330	2296	0
Pdxk	1655.142857	1336	1891	1360	1347	1059	2411	2182	0
Imp4	1655.000000	1406	2123	1671	1830	843	1588	2124	0
Ccdc115	1655.000000	1406	2123	1671	1830	843	1588	2124	0
Tada1	1654.428571	933	1709	1864	2137	771	1935	2232	0
Tbc1d15	1651.857143	1695	1615	1393	1967	801	1920	2172	0
St6galnac3	1650.428571	143	478	2190	2126	1503	2619	2494	0
Laptm4b	1644.857143	1859	2654	2354	2758	1889	0	0	0
Selenow	1644.428571	1444	1988	2035	2388	270	1405	1981	0
Ccnt1	1642.714286	1132	1578	1766	2159	194	2377	2293	0
4930415O20Rik	1642.714286	1132	1578	1766	2159	194	2377	2293	0
Arhgap25	1636.428571	1103	1083	1845	2300	129	2526	2469	0
Matr3	1631.571429	1193	1528	1617	1633	1301	2112	2037	0
Fadd	1630.428571	1450	2312	1424	1712	855	1877	1783	0
Glrx2	1628.428571	1629	2427	1056	1140	705	2046	2396	0
Slc39a11	1625.285714	937	1031	1927	1950	940	2124	2468	0
Bex3	1622.285714	762	1179	1335	1648	1685	2351	2396	0
Irs2	1619.857143	1411	1613	1594	1710	634	2021	2356	0
Dnph1	1618.428571	1132	1671	1032	1612	1064	2483	2335	0
Slc25a51	1616.285714	643	1314	2079	2302	709	2201	2066	0
Intu	1615.857143	1978	2306	0	0	2027	2674	2326	0
Socs2	1615.571429	1157	1544	710	630	2183	2618	2467	0
Xpnpep3	1615.428571	1144	1879	1653	1763	1042	1736	2091	0
St13	1615.428571	1144	1879	1653	1763	1042	1736	2091	0
Cluh	1615.000000	789	987	1847	2241	1080	2262	2099	0
Nme6	1614.285714	1170	1736	1587	1721	941	2052	2093	0
Phc2	1614.000000	1641	2024	2237	2542	2854	0	0	0
Ift88	1613.000000	988	848	1806	2420	0	2653	2576	0
Neu1	1610.571429	1194	1428	1601	1657	1009	2178	2207	0
Khdrbs1	1609.857143	902	1096	1806	2066	846	2265	2288	0
Rnh1	1608.428571	1640	2510	1322	1799	1002	1444	1542	0
Rsu1	1604.428571	1554	2300	1257	1694	381	1777	2268	0
Fam50a	1602.285714	714	1280	1805	2004	979	2101	2333	0
Gyg	1601.571429	702	964	1898	2426	556	2245	2420	0
Cndp2	1601.142857	939	1105	1658	2081	1159	2170	2096	0
Atf1	1597.000000	1282	1375	1659	2056	626	2139	2042	0
Dnpep	1596.857143	903	1250	1756	2054	861	2103	2251	0
Pak1ip1	1593.142857	961	1378	1807	1586	581	2392	2447	0
Rab22a	1590.571429	1197	1041	1593	2067	730	2290	2216	0
Nadk	1589.000000	1437	1289	1831	1750	401	2153	2262	0
Sumo3	1587.714286	815	1318	1529	2125	690	2314	2323	0
Rlf	1587.571429	846	789	2054	2259	736	2169	2260	0
Swap70	1586.000000	811	1270	1837	2017	965	2063	2139	0
Lmln	1583.428571	843	1164	1873	2257	666	2269	2012	0
Selplg	1582.714286	0	0	2178	2556	1067	2823	2455	0
Gusb	1578.714286	1080	1350	1675	2161	300	2172	2313	0
Kdm4b	1575.000000	1083	1641	1119	1427	882	2347	2526	0
Il12rb1	1574.428571	679	1027	1654	1910	1464	2139	2148	0
Rhebl1	1566.571429	1030	1255	1522	1746	1189	2117	2107	0
