Target_genes	Relb|Average	SRX122464|Dendritic_Cells	SRX122465|Dendritic_Cells	SRX122466|Dendritic_Cells	SRX122467|Dendritic_Cells	SRX122576|Dendritic_Cells	SRX122577|Dendritic_Cells	SRX20904785|Dendritic_Cells	SRX20904786|Dendritic_Cells	SRX20904788|Dendritic_Cells	SRX20904789|Dendritic_Cells	SRX4680244|MEF	SRX4680245|MEF	SRX4680246|MEF	SRX4680247|MEF	STRING
C4a	260.857143	0	0	0	0	0	0	1568	2084	0	0	0	0	0	0	0
Ube2l6	260.714286	0	0	0	0	0	0	1636	2014	0	0	0	0	0	0	0
Mybph	260.500000	0	0	0	0	0	0	1732	1915	0	0	0	0	0	0	0
Arl11	260.500000	0	0	0	0	0	0	1572	2075	0	0	0	0	0	0	0
Fancc	260.214286	0	0	0	0	0	0	1785	1771	87	0	0	0	0	0	0
Camkk2	260.142857	0	0	0	0	0	0	1750	1677	215	0	0	0	0	0	0
Trim36	260.000000	0	0	0	0	0	0	1764	1760	116	0	0	0	0	0	0
Map3k8	259.928571	0	0	0	0	0	0	1838	1647	154	0	0	0	0	0	0
E2f2	259.714286	0	0	0	0	0	0	1805	1687	144	0	0	0	0	0	0
Pvr	259.642857	0	0	0	0	0	0	1187	2117	0	331	0	0	0	0	0
Tjap1	259.285714	0	0	0	0	0	0	1984	1518	128	0	0	0	0	0	0
Tigd4	259.214286	0	0	0	0	0	0	1776	1853	0	0	0	0	0	0	0
Dhrs13	258.785714	0	0	0	0	0	0	1764	1760	99	0	0	0	0	0	0
Tmem106a	258.714286	0	0	0	0	0	0	1861	1574	187	0	0	0	0	0	0
Amz2	258.571429	0	0	0	0	0	0	1819	1503	207	0	0	0	91	0	0
Tnf	258.357143	0	0	0	0	0	0	1737	1784	96	0	0	0	0	0	0
Prss38	258.357143	0	0	0	0	0	0	2233	1384	0	0	0	0	0	0	0
Tnfrsf9	258.142857	0	0	0	0	0	0	1841	1647	126	0	0	0	0	0	0
Hat1	258.142857	0	0	0	0	0	0	1862	1752	0	0	0	0	0	0	0
Casp4	258.071429	0	0	0	0	0	0	1922	1544	0	0	0	0	58	89	0
Pgghg	258.000000	0	0	0	0	0	0	1842	1666	104	0	0	0	0	0	0
Rrad	257.642857	0	0	0	0	0	0	1934	1673	0	0	0	0	0	0	0
Itgb2l	257.642857	0	0	0	0	0	0	1592	1809	206	0	0	0	0	0	0
Trim12a	257.571429	0	0	0	0	0	0	1663	1802	141	0	0	0	0	0	0
Mamstr	257.571429	0	0	0	0	0	0	1920	1686	0	0	0	0	0	0	0
Gas7	257.571429	0	0	0	0	0	0	1670	1745	191	0	0	0	0	0	0
Klk4	257.500000	0	0	0	0	0	0	1875	1730	0	0	0	0	0	0	0
Pla2g5	257.428571	0	0	0	0	0	0	1804	1800	0	0	0	0	0	0	0
Cdc42ep2	257.214286	0	0	0	0	0	0	2013	1588	0	0	0	0	0	0	0
Zfp971	257.000000	0	0	0	0	0	0	1873	1617	108	0	0	0	0	0	0
Lilrb4a	256.071429	0	0	0	0	0	0	2034	1551	0	0	0	0	0	0	0
Src	255.714286	0	0	0	0	0	0	1562	1861	157	0	0	0	0	0	0
Timd2	255.571429	0	0	0	0	0	0	1897	1539	142	0	0	0	0	0	0
Hhip	255.428571	0	0	0	0	0	0	2417	1159	0	0	0	0	0	0	0
Kmt5a	255.357143	0	0	0	0	0	0	1886	1590	99	0	0	0	0	0	0
Snx9	255.214286	0	0	0	0	0	0	1774	1629	170	0	0	0	0	0	0
Itga5	255.214286	0	0	0	0	0	0	1810	1602	161	0	0	0	0	0	0
Lpar3	255.142857	0	0	0	0	0	0	1518	1923	131	0	0	0	0	0	0
Abtb2	255.142857	0	0	0	0	0	0	2103	1469	0	0	0	0	0	0	0
Kcnj10	254.500000	0	0	0	0	0	0	1748	1815	0	0	0	0	0	0	0
Uap1	254.428571	0	0	0	0	0	0	1948	1517	97	0	0	0	0	0	0
Rab12	254.285714	0	0	0	0	0	0	1976	1584	0	0	0	0	0	0	0
Lamp1	254.285714	0	0	0	0	0	0	1829	1599	132	0	0	0	0	0	0
Pnrc1	254.214286	0	0	0	0	0	0	1941	1529	89	0	0	0	0	0	0
Olfr460	253.928571	0	0	0	0	0	0	1791	1764	0	0	0	0	0	0	0
Tmem229b	253.714286	0	0	0	0	0	0	1734	1818	0	0	0	0	0	0	0
Lat2	253.571429	0	0	0	0	0	0	1555	1859	136	0	0	0	0	0	0
Mllt10	253.214286	0	0	0	0	0	0	1530	1531	419	65	0	0	0	0	0
Zbtb22	253.071429	0	0	0	0	0	0	2140	1322	81	0	0	0	0	0	0
Tapbp	253.071429	0	0	0	0	0	0	2140	1322	81	0	0	0	0	0	0
Uba7	252.857143	0	0	0	0	0	0	1827	1713	0	0	0	0	0	0	0
Pik3cd	252.857143	0	0	0	0	0	0	1734	1693	113	0	0	0	0	0	0
Agpat3	252.857143	0	0	0	0	0	0	1701	1839	0	0	0	0	0	0	0
Grasp	252.500000	0	0	0	0	0	0	2042	1493	0	0	0	0	0	0	0
Chmp3	252.500000	0	0	0	0	0	0	1721	1719	95	0	0	0	0	0	0
Furin	252.214286	0	0	0	0	0	0	1568	1746	217	0	0	0	0	0	0
Bcl9	252.214286	0	0	0	0	0	0	1892	1567	72	0	0	0	0	0	0
S100a11	252.142857	0	0	0	0	0	0	1555	1843	132	0	0	0	0	0	0
Nfkbia	252.142857	0	0	0	0	0	0	1304	1589	354	0	0	0	133	150	0
Eml6	252.142857	0	0	0	0	0	0	1885	1576	69	0	0	0	0	0	0
Ryr1	252.000000	0	0	0	0	0	0	1728	1623	177	0	0	0	0	0	0
Dnaic2	252.000000	0	0	0	0	0	0	1678	1701	0	0	0	0	60	89	0
Cyp20a1	251.928571	0	0	0	0	0	0	1889	1491	147	0	0	0	0	0	0
Pbxip1	251.857143	0	0	0	0	0	0	1705	1703	118	0	0	0	0	0	0
Rraga	251.785714	0	0	0	0	0	0	2017	1508	0	0	0	0	0	0	0
H1f8	251.785714	0	0	0	0	0	0	1867	1658	0	0	0	0	0	0	0
Sh3tc1	251.571429	0	0	0	0	0	0	1820	1544	158	0	0	0	0	0	0
Olfr432	251.142857	0	0	0	0	0	0	1763	1753	0	0	0	0	0	0	0
Muc20	251.142857	0	0	0	0	0	0	1623	1893	0	0	0	0	0	0	0
Mical3	251.000000	0	0	0	0	0	0	1741	1773	0	0	0	0	0	0	0
Ankrd33b	250.928571	0	0	0	0	0	0	1733	1590	190	0	0	0	0	0	0
Atcay	250.785714	0	0	0	0	0	0	1881	1630	0	0	0	0	0	0	0
Icos	250.642857	0	0	0	0	0	0	1757	1576	0	176	0	0	0	0	0
Ier5	250.571429	0	0	0	0	0	0	1798	1710	0	0	0	0	0	0	0
Tmem266	250.285714	0	0	0	0	0	0	1529	1817	158	0	0	0	0	0	0
C1galt1	249.928571	0	0	0	0	0	0	2132	1367	0	0	0	0	0	0	0
Bcl2l15	249.571429	0	0	0	0	0	0	2243	1121	0	0	0	0	0	130	0
4930564C03Rik	249.428571	0	0	0	0	0	0	1576	1916	0	0	0	0	0	0	0
Slc3a2	249.214286	0	0	0	0	0	0	1594	1802	93	0	0	0	0	0	0
Tekt1	249.071429	0	0	0	0	0	0	1840	1647	0	0	0	0	0	0	0
Nbn	248.928571	0	0	0	0	0	0	1593	1694	198	0	0	0	0	0	0
Tmtc2	248.285714	0	0	0	0	0	0	2000	1476	0	0	0	0	0	0	0
Slc36a3	248.285714	0	0	0	0	0	0	1659	1649	168	0	0	0	0	0	0
Tnfaip8	247.857143	0	0	0	0	0	0	1721	1596	153	0	0	0	0	0	0
Ehf	247.785714	0	0	0	0	0	0	1742	1727	0	0	0	0	0	0	0
BC051019	247.642857	0	0	0	0	0	0	1725	1555	187	0	0	0	0	0	0
Psma6	247.571429	0	126	0	0	0	0	1769	1457	114	0	0	0	0	0	0
Aebp2	247.571429	0	0	0	0	0	0	1579	1729	158	0	0	0	0	0	0
Plpp1	247.357143	0	0	0	0	0	0	1692	1666	105	0	0	0	0	0	0
Cd74	247.285714	0	0	0	0	0	0	1686	1537	239	0	0	0	0	0	0
Apba1	247.285714	0	0	0	0	0	0	1762	1501	199	0	0	0	0	0	0
Dhx33	246.857143	0	0	0	0	0	0	1759	1697	0	0	0	0	0	0	0
Shtn1	246.714286	0	0	0	0	0	0	1723	1731	0	0	0	0	0	0	0
Fxyd2	246.714286	0	0	0	0	0	0	1940	1514	0	0	0	0	0	0	0
Nfkbid	246.428571	0	0	0	0	0	0	1774	1321	207	0	0	0	0	148	0
Hcst	246.428571	0	0	0	0	0	0	1774	1321	207	0	0	0	0	148	0
Prcp	246.357143	0	0	0	0	0	0	2111	1338	0	0	0	0	0	0	0
Ddias	246.357143	0	0	0	0	0	0	2111	1338	0	0	0	0	0	0	0
Foxs1	246.285714	0	0	0	0	0	0	1690	1414	0	0	0	0	157	187	0
Sod1	246.214286	0	0	0	0	0	0	1753	1694	0	0	0	0	0	0	0
Fam167a	246.142857	0	0	0	0	0	0	2124	1322	0	0	0	0	0	0	0
Dgkd	245.928571	0	0	0	0	0	0	1836	1607	0	0	0	0	0	0	0
4833439L19Rik	245.785714	0	0	0	0	0	0	2144	1297	0	0	0	0	0	0	0
Unc13a	245.642857	0	0	0	0	0	0	1856	1583	0	0	0	0	0	0	0
Jak3	245.642857	0	0	0	0	0	0	1856	1583	0	0	0	0	0	0	0
Cln3	245.571429	0	0	0	0	0	0	1545	1759	134	0	0	0	0	0	0
Apobr	245.571429	0	0	0	0	0	0	1545	1759	134	0	0	0	0	0	0
Zfp119b	245.285714	0	0	0	0	0	0	1360	1885	189	0	0	0	0	0	0
St7	245.285714	0	0	0	0	0	0	1801	1482	151	0	0	0	0	0	0
Ebi3	245.285714	0	0	0	0	0	0	1360	1885	189	0	0	0	0	0	0
Mllt11	245.071429	0	0	0	0	0	0	1765	1666	0	0	0	0	0	0	0
Cdc42se1	245.071429	0	0	0	0	0	0	1765	1666	0	0	0	0	0	0	0
Washc5	244.928571	0	0	0	0	0	0	1410	1869	150	0	0	0	0	0	0
Prr5	244.928571	0	0	0	0	0	0	1660	1642	127	0	0	0	0	0	0
Nsmce2	244.928571	0	0	0	0	0	0	1410	1869	150	0	0	0	0	0	0
Grk3	244.928571	0	0	0	0	0	0	1938	1491	0	0	0	0	0	0	0
P2rx4	244.857143	0	0	0	0	0	0	1828	1535	65	0	0	0	0	0	0
Tsc1	244.642857	0	0	0	0	0	0	1615	1693	117	0	0	0	0	0	0
Sqor	244.642857	0	0	0	0	0	0	2016	1409	0	0	0	0	0	0	0
Dhdds	244.571429	0	0	0	0	0	0	1667	1625	132	0	0	0	0	0	0
Tyk2	243.857143	0	0	0	0	0	0	1582	1472	96	0	0	0	150	114	0
P2rx5	243.785714	0	0	0	0	0	0	2046	1367	0	0	0	0	0	0	0
Tspo	243.142857	0	0	0	0	0	0	1927	1477	0	0	0	0	0	0	0
Numb	243.071429	0	0	0	0	0	0	1828	1450	125	0	0	0	0	0	0
Sepsecs	243.000000	0	0	0	0	0	0	1821	1581	0	0	0	0	0	0	0
Zmynd15	242.857143	0	0	0	0	0	0	1887	1513	0	0	0	0	0	0	0
Ubxn1	242.857143	0	0	0	0	0	0	1390	1677	333	0	0	0	0	0	0
Osgin1	242.785714	0	0	0	0	0	0	1469	1734	196	0	0	0	0	0	0
Lilr4b	242.785714	0	0	0	0	0	0	1725	1674	0	0	0	0	0	0	0
Smad3	242.642857	0	0	0	0	0	0	1633	1637	127	0	0	0	0	0	0
Tmem176a	242.571429	0	0	0	0	0	0	1847	1549	0	0	0	0	0	0	0
Cmklr1	242.357143	0	0	0	0	0	0	2028	1365	0	0	0	0	0	0	0
Gyg	242.285714	0	0	0	0	0	0	1845	1547	0	0	0	0	0	0	0
Tmem232	242.142857	0	0	0	0	0	0	1807	1583	0	0	0	0	0	0	0
Mkrn1	242.000000	0	0	0	0	0	0	1975	1413	0	0	0	0	0	0	0
Orai2	241.714286	0	0	0	0	0	0	1763	1621	0	0	0	0	0	0	0
Il1rn	241.642857	0	0	0	0	0	0	1724	1659	0	0	0	0	0	0	0
Hk1	241.571429	0	0	0	0	0	0	1867	1367	148	0	0	0	0	0	0
Gbp7	241.428571	0	0	0	0	0	0	1737	1426	217	0	0	0	0	0	0
Serpina11	241.357143	0	0	0	0	0	0	1892	1487	0	0	0	0	0	0	0
Rab43	241.142857	0	0	0	0	0	0	1747	1629	0	0	0	0	0	0	0
P2ry10	241.000000	0	0	0	0	0	0	1984	1390	0	0	0	0	0	0	0
Smim15	240.857143	0	0	0	0	0	0	1686	1442	244	0	0	0	0	0	0
Klhl8	240.785714	0	0	0	0	0	0	1880	1491	0	0	0	0	0	0	0
Cstb	240.642857	0	0	0	0	0	0	2109	1260	0	0	0	0	0	0	0
Atmin	240.642857	0	0	0	0	0	0	1684	1685	0	0	0	0	0	0	0
Wfdc21	240.571429	0	0	0	0	0	0	1654	1714	0	0	0	0	0	0	0
Rarg	240.571429	0	0	0	0	0	0	1777	1344	247	0	0	0	0	0	0
Sdhaf1	240.500000	0	0	0	0	0	0	1811	1556	0	0	0	0	0	0	0
Mreg	240.428571	0	0	0	0	0	0	1639	1527	200	0	0	0	0	0	0
Birc5	240.428571	0	0	0	0	0	0	1890	1258	218	0	0	0	0	0	0
Cbfa2t3	240.285714	0	0	0	0	0	0	1492	1664	208	0	0	0	0	0	0
Arap1	240.285714	0	0	0	0	0	0	1622	1473	269	0	0	0	0	0	0
Kcna2	240.214286	0	0	0	0	0	0	1682	1573	108	0	0	0	0	0	0
Aqp12	240.142857	0	0	0	0	0	0	1430	1852	80	0	0	0	0	0	0
Prdx6	240.000000	0	0	0	0	0	0	1956	1404	0	0	0	0	0	0	0
Il15	239.928571	0	0	0	0	0	0	1611	1748	0	0	0	0	0	0	0
Ap1s3	239.571429	0	0	0	0	0	0	1435	1919	0	0	0	0	0	0	0
Relb	239.500000	0	0	0	0	0	0	1906	1173	168	0	0	0	106	0	0
Slc12a2	239.357143	0	0	0	0	0	0	1987	1364	0	0	0	0	0	0	0
Ubl7	239.285714	0	0	0	0	0	0	1736	1614	0	0	0	0	0	0	0
Tspan33	239.214286	0	0	0	0	0	0	1539	1668	142	0	0	0	0	0	0
Rap1a	239.000000	0	0	0	0	0	0	1975	1371	0	0	0	0	0	0	0
Sft2d1	238.857143	0	0	0	0	0	0	1742	1402	200	0	0	0	0	0	0
Ankib1	238.714286	0	0	0	0	0	0	1752	1590	0	0	0	0	0	0	0
Krt1	238.571429	0	0	0	0	0	0	2162	1178	0	0	0	0	0	0	0
Arel1	238.500000	0	0	0	0	0	0	1379	1960	0	0	0	0	0	0	0
Fbxo4	238.428571	0	0	0	0	0	0	1716	1487	135	0	0	0	0	0	0
Fam32a	238.214286	0	0	0	0	0	0	1923	1412	0	0	0	0	0	0	0
Apol7c	238.214286	0	0	0	0	0	0	1596	1739	0	0	0	0	0	0	0
Evi5l	238.071429	0	0	0	0	0	0	1650	1683	0	0	0	0	0	0	0
Cyp4v3	237.928571	0	0	0	0	0	0	1270	1870	191	0	0	0	0	0	0
Fermt3	237.857143	0	0	0	0	0	0	1825	1505	0	0	0	0	0	0	0
Cdk12	237.500000	0	0	0	0	0	0	1210	1804	246	65	0	0	0	0	0
Tpt1	237.357143	0	0	0	0	0	0	1498	1588	237	0	0	0	0	0	0
Serhl	237.285714	0	0	0	0	0	0	1844	1381	97	0	0	0	0	0	0
Adgb	237.285714	0	0	0	0	0	0	1398	1924	0	0	0	0	0	0	0
Mpp5	237.214286	0	0	0	0	0	0	1713	1483	125	0	0	0	0	0	0
Ccr9	237.071429	0	0	0	0	0	0	1732	1432	155	0	0	0	0	0	0
Gtpbp1	236.928571	0	0	0	0	0	0	1773	1422	122	0	0	0	0	0	0
Fscn3	236.857143	0	0	0	0	0	0	1329	1987	0	0	0	0	0	0	0
Treml4	236.785714	0	0	0	0	0	0	1677	1507	131	0	0	0	0	0	0
Tdrd7	236.571429	0	0	0	0	0	0	1902	1270	140	0	0	0	0	0	0
Traf2	236.500000	0	0	0	0	0	0	1721	1590	0	0	0	0	0	0	0
Otor	236.500000	0	0	0	0	0	0	1694	1617	0	0	0	0	0	0	0
Zfp617	236.214286	0	0	0	0	0	0	1987	1320	0	0	0	0	0	0	0
Aasdh	236.142857	0	0	0	0	0	0	1589	1627	90	0	0	0	0	0	0
Pik3c2a	236.071429	0	0	0	0	0	0	1728	1484	93	0	0	0	0	0	0
Bcl2a1d	236.000000	0	0	0	0	0	0	1599	1610	95	0	0	0	0	0	0
Sun2	235.928571	0	0	0	0	0	0	1444	1426	183	0	0	0	134	116	0
Dmpk	235.428571	0	0	0	0	0	0	1847	1449	0	0	0	0	0	0	0
Wdfy2	235.071429	0	0	0	0	0	0	1529	1601	161	0	0	0	0	0	0
Xpr1	234.857143	0	0	0	0	0	0	2086	1202	0	0	0	0	0	0	0
Tbc1d1	234.857143	0	0	0	0	0	0	1705	1583	0	0	0	0	0	0	0
Hmgn2	234.642857	0	0	0	0	0	0	1385	1456	444	0	0	0	0	0	0
Cd3d	234.642857	0	0	0	0	0	0	1590	1536	159	0	0	0	0	0	0
Hpd	234.500000	0	0	0	0	0	0	1891	1392	0	0	0	0	0	0	0
Fbxo11	234.428571	0	0	0	0	0	0	1464	1660	158	0	0	0	0	0	0
Sdhaf2	234.285714	0	0	0	0	0	0	1925	1179	176	0	0	0	0	0	0
Cpsf7	234.285714	0	0	0	0	0	0	1925	1179	176	0	0	0	0	0	0
Taf1d	234.214286	0	0	0	0	0	0	1671	1492	116	0	0	0	0	0	0
Gda	234.214286	0	0	0	0	0	0	1521	1758	0	0	0	0	0	0	0
4931406C07Rik	234.214286	0	0	0	0	0	0	1671	1492	116	0	0	0	0	0	0
Soga1	234.071429	0	0	0	0	0	0	1386	1598	293	0	0	0	0	0	0
Cnot2	233.928571	0	0	0	0	0	0	1495	1665	115	0	0	0	0	0	0
Prr15	233.857143	0	0	0	0	0	0	1324	1800	150	0	0	0	0	0	0
Chrnb4	233.714286	0	0	0	0	0	0	1916	1356	0	0	0	0	0	0	0
Gh	233.071429	0	0	0	0	0	0	1947	1316	0	0	0	0	0	0	0
Ltc4s	232.714286	0	0	0	0	0	0	1526	1732	0	0	0	0	0	0	0
Smg7	232.642857	0	0	0	0	0	0	1591	1472	194	0	0	0	0	0	0
Tnfrsf1b	232.500000	0	0	0	0	0	0	1733	1522	0	0	0	0	0	0	0
Kif21b	232.428571	0	0	0	0	0	0	1421	1655	178	0	0	0	0	0	0
Zfp111	232.357143	0	0	0	0	0	0	1815	1438	0	0	0	0	0	0	0
Etl4	232.357143	0	0	0	0	0	0	1572	1417	0	264	0	0	0	0	0
Pou2f2	232.214286	0	0	0	0	0	0	1112	2139	0	0	0	0	0	0	0
C1qbp	232.071429	0	0	0	0	0	0	1653	1596	0	0	0	0	0	0	0
Lix1	232.000000	0	0	0	0	0	0	1653	1595	0	0	0	0	0	0	0
Bin1	232.000000	0	0	0	0	0	0	1489	1624	135	0	0	0	0	0	0
Rpp21	231.928571	0	0	0	0	0	0	1657	1458	132	0	0	0	0	0	0
Traf1	231.785714	0	0	0	0	0	0	1614	1631	0	0	0	0	0	0	0
Cd83	231.785714	0	0	0	0	0	0	1661	1324	260	0	0	0	0	0	0
Fam168b	231.642857	0	0	0	0	0	0	1671	1572	0	0	0	0	0	0	0
Ctdsp1	231.571429	0	0	0	0	0	0	1361	1542	339	0	0	0	0	0	0
Cldnd2	231.500000	0	0	0	0	0	0	1177	1897	167	0	0	0	0	0	0
Havcr2	231.357143	0	0	0	0	0	0	1661	1472	106	0	0	0	0	0	0
Cast	231.285714	0	0	0	0	0	0	1569	1557	112	0	0	0	0	0	0
Cep350	231.214286	0	0	0	0	0	0	1716	1521	0	0	0	0	0	0	0
Gpr132	231.071429	0	0	0	0	0	0	1621	1483	131	0	0	0	0	0	0
Gpn3	231.000000	0	0	0	0	0	0	1626	1463	145	0	0	0	0	0	0
Fam216a	231.000000	0	0	0	0	0	0	1626	1463	145	0	0	0	0	0	0
Cep162	231.000000	0	0	0	0	0	0	1783	1239	0	0	0	0	89	123	0
Casp6	230.857143	0	0	0	0	0	0	1724	1508	0	0	0	0	0	0	0
Slc15a3	230.714286	0	0	0	0	0	0	1661	1376	193	0	0	0	0	0	0
Lrrc63	230.642857	0	0	0	0	0	0	1492	1737	0	0	0	0	0	0	0
Lcp1	230.642857	0	0	0	0	0	0	1492	1737	0	0	0	0	0	0	0
Gpcpd1	230.500000	0	0	0	0	0	0	1824	1403	0	0	0	0	0	0	0
Csrnp1	230.500000	0	0	0	0	0	0	1579	1515	133	0	0	0	0	0	0
Mtmr14	230.428571	0	0	0	0	0	0	1577	1356	192	0	0	0	0	101	0
Supt6	230.357143	0	0	0	0	0	0	1530	1695	0	0	0	0	0	0	0
Sdf2	230.357143	0	0	0	0	0	0	1530	1695	0	0	0	0	0	0	0
Lyrm9	230.357143	0	0	0	0	0	0	1747	1478	0	0	0	0	0	0	0
Ddx58	230.214286	0	0	0	0	0	0	1824	1399	0	0	0	0	0	0	0
Ndufa2	230.142857	0	0	0	0	0	0	1731	1491	0	0	0	0	0	0	0
Ik	230.142857	0	0	0	0	0	0	1731	1491	0	0	0	0	0	0	0
Ddx23	230.142857	0	0	0	0	0	0	1768	1321	133	0	0	0	0	0	0
Ube2e3	230.071429	0	0	0	0	0	0	1470	1671	80	0	0	0	0	0	0
Rpsa	229.857143	0	0	0	0	0	0	1389	1733	96	0	0	0	0	0	0
Glipr1	229.857143	0	0	0	0	0	0	1703	1369	146	0	0	0	0	0	0
Gckr	229.785714	0	0	0	0	0	0	1783	1434	0	0	0	0	0	0	0
Fndc4	229.785714	0	0	0	0	0	0	1783	1434	0	0	0	0	0	0	0
Cdk17	229.785714	0	0	0	0	0	0	1609	1351	257	0	0	0	0	0	0
Tlr9	229.571429	0	0	0	0	0	0	1459	1655	100	0	0	0	0	0	0
Sppl2a	229.500000	0	0	0	0	0	0	1732	1366	115	0	0	0	0	0	0
Gramd1b	229.500000	0	0	0	0	0	0	1527	1600	0	0	0	0	86	0	0
Wwox	229.285714	675	341	717	719	0	0	394	364	0	0	0	0	0	0	0
Amn1	229.214286	0	0	0	0	0	0	1957	1252	0	0	0	0	0	0	0
Anxa5	229.142857	0	0	0	0	0	0	1777	1265	166	0	0	0	0	0	0
1810062G17Rik	229.142857	0	0	0	0	0	0	1777	1265	166	0	0	0	0	0	0
Evi2b	229.000000	0	0	0	0	0	0	1715	1360	131	0	0	0	0	0	0
Evi2a	229.000000	0	0	0	0	0	0	1715	1360	131	0	0	0	0	0	0
Evi2	229.000000	0	0	0	0	0	0	1715	1360	131	0	0	0	0	0	0
Mysm1	228.714286	0	0	0	0	0	0	1700	1392	110	0	0	0	0	0	0
Lrrc8b	228.500000	0	0	0	0	0	0	1767	1326	106	0	0	0	0	0	0
Litaf	228.428571	0	0	0	0	0	0	1320	1878	0	0	0	0	0	0	0
Dglucy	228.428571	0	0	0	0	0	0	1642	1397	159	0	0	0	0	0	0
Zswim6	228.285714	0	0	0	0	0	0	1489	1597	110	0	0	0	0	0	0
Nsmaf	228.071429	0	0	0	0	0	0	1468	1627	98	0	0	0	0	0	0
Tgtp2	228.000000	0	0	0	0	0	0	1873	1208	111	0	0	0	0	0	0
Tubb1	227.857143	0	0	0	0	0	0	1789	1401	0	0	0	0	0	0	0
Slc25a19	227.857143	0	0	0	0	0	0	1761	1429	0	0	0	0	0	0	0
Pip5k1a	227.857143	0	0	0	0	0	0	1204	1845	141	0	0	0	0	0	0
Ints6	227.714286	0	0	0	0	0	0	1474	1479	235	0	0	0	0	0	0
Rnf220	227.571429	0	0	0	0	0	0	1525	1551	110	0	0	0	0	0	0
Fbrsl1	227.571429	0	0	0	0	0	0	1689	1397	100	0	0	0	0	0	0
Ssbp4	227.500000	0	0	0	0	0	0	1804	1381	0	0	0	0	0	0	0
Cd40	227.428571	0	0	0	0	0	0	1377	1708	99	0	0	0	0	0	0
D630003M21Rik	227.285714	0	0	0	0	0	0	1768	1414	0	0	0	0	0	0	0
Ren2	227.214286	0	0	0	0	0	0	1531	1650	0	0	0	0	0	0	0
Ren1	227.214286	0	0	0	0	0	0	1531	1650	0	0	0	0	0	0	0
Gchfr	226.928571	0	0	0	0	0	0	1474	1703	0	0	0	0	0	0	0
Cldn4	226.928571	0	0	0	0	0	0	1658	1415	104	0	0	0	0	0	0
Parp11	226.785714	0	0	0	0	0	0	1635	1409	131	0	0	0	0	0	0
C1qb	226.571429	0	0	0	0	0	0	1583	1489	100	0	0	0	0	0	0
Trpm6	226.500000	0	0	0	0	0	0	1523	1648	0	0	0	0	0	0	0
Lima1	226.428571	0	0	0	0	0	0	735	874	399	1162	0	0	0	0	0
Stx1b	226.357143	0	0	0	0	0	0	1710	1459	0	0	0	0	0	0	0
Nrg1	226.214286	0	0	0	0	0	0	1454	1713	0	0	0	0	0	0	0
Alg6	226.214286	0	0	0	0	0	0	1758	1014	0	0	0	0	166	229	0
Prdm10	225.857143	0	0	0	0	0	0	1846	1316	0	0	0	0	0	0	0
Slc22a4	225.785714	0	0	0	0	0	0	1468	1559	134	0	0	0	0	0	0
Gsn	225.714286	0	0	0	0	0	0	1700	1460	0	0	0	0	0	0	0
Pan2	225.642857	0	0	0	0	0	0	1655	1383	121	0	0	0	0	0	0
Ccnt1	225.642857	0	0	0	0	0	0	1784	1375	0	0	0	0	0	0	0
4930415O20Rik	225.642857	0	0	0	0	0	0	1784	1375	0	0	0	0	0	0	0
Tnfaip8l3	225.357143	0	0	0	0	0	0	1903	1252	0	0	0	0	0	0	0
Esco1	225.285714	0	0	0	0	0	0	1632	1453	69	0	0	0	0	0	0
Tmem150c	225.000000	0	0	0	0	0	0	1077	944	229	900	0	0	0	0	0
Pde6a	225.000000	0	0	0	0	0	0	1601	1549	0	0	0	0	0	0	0
Hax1	224.928571	0	0	0	0	0	0	1446	1602	101	0	0	0	0	0	0
Gadd45a	224.785714	0	0	0	0	0	0	1649	1498	0	0	0	0	0	0	0
Zfand2a	224.357143	0	0	0	0	0	0	1561	1580	0	0	0	0	0	0	0
Slfn10-ps	224.357143	0	0	0	0	0	0	1631	1364	146	0	0	0	0	0	0
Smurf1	224.214286	0	0	0	0	0	0	1551	1351	0	0	0	0	87	150	0
Fam177a2	224.071429	0	0	0	0	0	0	1621	1516	0	0	0	0	0	0	0
Fam177a	224.071429	0	0	0	0	0	0	1621	1516	0	0	0	0	0	0	0
Snw1	224.000000	0	0	0	0	0	0	1620	1516	0	0	0	0	0	0	0
Ldlr	223.857143	0	0	0	0	0	0	1547	1587	0	0	0	0	0	0	0
Jak2	223.785714	0	0	0	0	0	0	1325	1533	275	0	0	0	0	0	0
H2-Q8	223.785714	0	0	0	0	0	0	1719	1414	0	0	0	0	0	0	0
H2-Q6	223.785714	0	0	0	0	0	0	1719	1414	0	0	0	0	0	0	0
Olfr1234	223.642857	0	0	0	0	0	0	728	762	408	1233	0	0	0	0	0
Wdfy3	223.571429	0	0	0	0	0	0	1704	1305	121	0	0	0	0	0	0
Cfp	223.571429	0	0	0	0	0	0	1755	1375	0	0	0	0	0	0	0
Tmco4	223.500000	0	0	0	0	0	0	1606	1523	0	0	0	0	0	0	0
Rnf186	223.500000	0	0	0	0	0	0	1606	1523	0	0	0	0	0	0	0
Ctnnd1	223.500000	0	0	0	0	0	0	1504	1524	101	0	0	0	0	0	0
Btbd18	223.500000	0	0	0	0	0	0	1504	1524	101	0	0	0	0	0	0
Itgb1bp2	223.357143	0	0	0	0	0	0	1536	1591	0	0	0	0	0	0	0
Tlr11	223.285714	0	0	0	0	0	0	1735	1391	0	0	0	0	0	0	0
Tspan3	223.142857	0	0	0	0	0	0	1734	1390	0	0	0	0	0	0	0
