Target_genes	Pbx1|Average	SRX520199|3T3-L1	SRX1482287|C2C12	SRX1482288|C2C12	SRX1557407|C2C12	SRX1557408|C2C12	SRX9088764|Embryoid_Bodies	SRX9088765|Embryoid_Bodies	SRX1602947|Embryonic_brains	SRX1602948|Embryonic_brains	SRX1629941|Embryonic_brains	SRX1629942|Embryonic_brains	SRX170716|Embryonic_trunk	SRX6879007|ES_cells	SRX14359346|Hindlimb	SRX14359347|Hindlimb	SRX319742|Myeloid_leukemia	SRX319743|Myeloid_leukemia	SRX1824751|P19	SRX25508382|Spinal_Cord	STRING
Ppp2r5a	1187.421053	767	2299	1749	2453	1960	0	0	558	0	814	0	294	374	2747	3174	1823	1361	212	1976	0
Ddx19b	1185.789474	1392	1896	1359	2592	1790	0	0	664	0	696	0	458	407	2087	1173	2439	2153	203	3221	0
Aars	1185.789474	1392	1896	1359	2592	1790	0	0	664	0	696	0	458	407	2087	1173	2439	2153	203	3221	0
Cntrl	1181.947368	1320	2427	1735	2789	2263	0	0	526	0	736	0	297	483	1805	808	2750	2159	301	2058	0
Plag1	1181.210526	322	1484	1069	1237	893	78	0	660	0	1058	0	386	423	3674	4055	2577	1882	281	2364	0
Ptma	1179.578947	652	2298	2086	2505	2097	0	0	859	0	1158	0	384	377	2092	1487	2208	1821	538	1850	0
Ankzf1	1175.000000	961	3634	2981	2808	2502	0	0	460	0	916	0	261	523	1917	1479	1573	1258	383	669	0
Orai3	1172.526316	1443	593	698	2427	1304	0	0	1342	0	1688	0	231	463	3660	2774	2169	1456	378	1652	0
Meak7	1172.315789	606	1266	1109	2036	1827	0	0	829	0	1065	0	312	474	2922	2394	2578	2002	346	2508	0
Mphosph9	1169.947368	828	1705	1585	2116	1409	100	0	628	0	1038	0	329	507	2692	2886	1782	1220	362	3042	0
2810006K23Rik	1169.947368	828	1705	1585	2116	1409	100	0	628	0	1038	0	329	507	2692	2886	1782	1220	362	3042	0
Pxmp4	1168.052632	965	2566	1946	2395	1928	0	0	346	0	531	0	130	490	2573	2118	1751	1541	272	2641	0
Zfp959	1167.526316	1298	2082	1398	2960	2382	101	0	438	0	822	0	162	492	2687	2214	1811	1419	396	1521	0
Spryd3	1160.421053	579	1868	1652	1804	1109	0	0	664	0	944	0	397	456	3327	3482	2385	2164	219	998	0
Leprot	1155.368421	1039	1608	1180	2099	1760	0	0	740	0	1140	0	383	404	3069	2914	1734	1403	326	2153	0
Gm38396	1154.052632	2176	2470	2057	2471	1926	0	0	436	0	754	0	127	373	2041	1148	2612	2267	333	736	0
Zfp958	1153.789474	1752	2049	1482	2836	2380	0	0	595	0	1002	0	330	495	2053	1275	1974	1705	326	1668	0
Samd4b	1152.263158	474	2105	1611	1687	1396	0	0	539	0	1075	0	234	490	3752	3886	2013	1378	306	947	0
Gmfg	1152.263158	474	2105	1611	1687	1396	0	0	539	0	1075	0	234	490	3752	3886	2013	1378	306	947	0
Phf20	1151.368421	279	595	626	1014	1268	0	0	1011	0	1488	0	472	536	3760	3985	2882	1927	433	1600	0
Zfp687	1151.263158	658	2496	2247	2386	1651	0	0	470	0	702	0	297	440	2172	2141	1995	1477	317	2425	0
Nr3c2	1147.473684	961	1457	756	2885	2264	0	0	513	0	925	0	402	513	2949	2906	1237	1596	392	2046	0
Pef1	1147.157895	673	2318	1924	2549	2014	67	0	524	0	808	0	366	461	2139	1092	2025	1700	301	2835	0
Glce	1146.315789	512	1647	1262	2325	1838	0	0	489	0	995	0	423	533	3292	3415	2232	1466	355	996	0
Ralgps1	1146.263158	768	1101	881	685	493	0	0	801	0	1231	0	313	557	3847	4007	2489	1977	372	2257	0
Trp53bp1	1141.368421	788	1500	975	2522	2193	0	0	608	0	1088	0	299	503	2580	2365	2271	1863	306	1825	0
Sp1	1139.368421	1357	3026	3122	2026	1781	0	0	411	0	777	0	314	399	1886	1773	2352	1626	311	487	0
Rab40c	1138.105263	1004	1836	1389	2270	1527	0	0	616	0	918	0	220	424	2839	3055	2304	1639	322	1261	0
Prc1	1137.578947	399	1424	1173	1631	1229	0	0	623	0	881	0	295	519	3161	2899	2683	1659	311	2727	0
Mbip	1137.368421	1326	1385	973	2833	2242	0	0	1054	0	1571	0	510	568	1950	1146	2150	1773	359	1770	0
Hspa5	1136.947368	823	1242	1044	2514	1994	82	0	427	0	1298	0	493	572	2733	2935	2652	2142	464	187	0
Tbc1d10b	1135.157895	1299	3822	3547	2678	2327	0	0	220	0	1407	0	84	457	643	156	2314	1865	357	392	0
Mylpf	1135.157895	1299	3822	3547	2678	2327	0	0	220	0	1407	0	84	457	643	156	2314	1865	357	392	0
Opa3	1135.105263	728	2039	1980	2652	2052	0	0	571	0	1264	0	282	458	2637	2059	2105	1199	378	1163	0
Marchf3	1134.947368	715	1877	1471	1968	1406	0	0	559	0	654	0	450	488	3216	3246	1060	1187	312	2955	0
Khsrp	1134.263158	1296	2498	2241	1963	1610	0	0	320	0	531	0	200	311	1895	2123	2071	1758	267	2467	0
Ppm1b	1131.736842	1003	2122	1953	2074	1530	0	0	435	0	519	0	309	342	2861	2931	1760	1300	321	2043	0
Myh10	1131.263158	914	1789	1553	2615	2072	73	0	941	0	1344	0	255	365	3417	3626	0	0	313	2217	0
Pwwp2a	1130.947368	666	2698	2212	2743	2332	0	0	359	0	572	0	109	552	2242	2269	2305	1506	303	620	0
Gm14325	1128.736842	1988	2074	1779	2880	2481	0	0	489	0	866	0	215	407	1826	1117	2312	2071	299	642	0
Itsn1	1127.736842	980	3091	2455	2273	2082	0	0	612	0	984	0	396	393	2175	2123	1656	1090	476	641	0
Cryzl1	1127.736842	980	3091	2455	2273	2082	0	0	612	0	984	0	396	393	2175	2123	1656	1090	476	641	0
Zfp97	1127.368421	1891	2455	2011	2606	2091	0	0	399	0	740	0	174	367	1920	1024	2679	2039	314	710	0
Rgs9bp	1125.263158	818	1630	1323	2792	2122	0	0	628	0	942	0	162	468	2445	2127	2249	1831	307	1536	0
Ankrd27	1125.263158	818	1630	1323	2792	2122	0	0	628	0	942	0	162	468	2445	2127	2249	1831	307	1536	0
Zfp622	1122.789474	1041	1947	1413	2617	1965	0	0	539	0	753	0	191	553	2757	2156	1707	1308	162	2224	0
Tnrc6b	1122.578947	1178	1652	1412	2191	1629	0	0	728	0	1422	0	382	576	2287	2145	1992	1316	403	2016	0
Pdpk1	1120.105263	662	978	773	1327	842	0	0	725	0	1369	0	522	518	3933	4215	2669	1601	331	817	0
Trim32	1115.684211	691	1089	705	1836	1408	0	0	765	0	1228	0	645	564	3129	3033	1937	1525	305	2338	0
Hnrnpr	1115.105263	473	1552	1255	1727	1198	0	0	263	0	723	0	256	499	2901	3081	2337	2083	285	2554	0
Ankrd54	1112.368421	958	2833	2533	2554	1905	0	0	494	0	681	0	289	463	1264	1232	2104	1718	228	1879	0
Dcun1d4	1111.736842	588	2016	1423	1847	1347	0	0	438	0	430	0	176	508	3315	3043	1995	1708	211	2078	0
Wbp11	1111.421053	1970	1866	1274	2218	1632	0	0	377	0	910	0	289	493	1929	1197	2669	2017	303	1973	0
BC049715	1111.421053	1970	1866	1274	2218	1632	0	0	377	0	910	0	289	493	1929	1197	2669	2017	303	1973	0
Dcaf4	1110.894737	978	1345	869	2664	2103	0	0	596	0	1404	0	302	509	3262	2962	2106	1266	439	302	0
Bcas3	1110.052632	800	2514	1822	2429	2020	0	0	593	0	704	0	164	387	2260	2155	1640	1333	430	1840	0
Glrx5	1109.789474	712	1667	1331	2437	1780	0	0	707	0	1192	0	432	548	2608	2446	2565	1506	389	766	0
Rnasek	1107.210526	719	1539	1264	1486	1061	0	0	555	0	1105	0	388	498	3424	3237	1983	1602	314	1862	0
0610010K14Rik	1107.210526	719	1539	1264	1486	1061	0	0	555	0	1105	0	388	498	3424	3237	1983	1602	314	1862	0
Zc3h6	1106.894737	778	1347	1114	2009	1349	103	0	514	0	966	0	231	510	2902	2815	1929	1526	261	2677	0
Zfp938	1103.789474	1598	1952	1680	2919	2315	0	0	778	0	1138	0	279	499	1895	1277	1600	1461	419	1162	0
Msantd4	1102.052632	843	2215	1752	2427	2269	0	0	493	0	901	0	306	477	2251	1732	1714	1338	335	1886	0
Dnajc27	1101.368421	1179	1658	1118	2520	1855	0	0	417	0	696	0	267	520	2423	1648	1825	1604	295	2901	0
Actr1b	1101.105263	458	1292	963	1969	1359	0	0	661	0	991	0	233	526	3166	2917	2388	1758	312	1928	0
4933424G06Rik	1101.105263	458	1292	963	1969	1359	0	0	661	0	991	0	233	526	3166	2917	2388	1758	312	1928	0
Dazap2	1099.842105	715	1723	892	1368	876	0	0	582	0	877	0	373	520	3589	3805	1643	1271	318	2345	0
Gm14326	1098.894737	1967	1916	1476	2835	2378	0	0	495	0	1152	0	202	340	2005	1092	2119	1915	227	760	0
Cetn4	1098.210526	494	1335	950	1417	995	0	0	582	0	875	0	320	560	3449	3432	2012	1462	247	2736	0
Bbs12	1098.210526	494	1335	950	1417	995	0	0	582	0	875	0	320	560	3449	3432	2012	1462	247	2736	0
Hexim2	1096.684211	1053	1873	1678	2476	1975	0	0	659	0	1003	0	462	550	2003	1715	2173	1662	363	1192	0
Slc25a19	1093.315789	757	2844	2342	2551	2187	0	0	316	0	437	0	210	506	1793	1110	1527	1177	335	2681	0
Ift27	1092.736842	1100	2303	1649	2475	2005	0	0	525	0	537	0	274	463	1940	1289	2400	1638	346	1818	0
Elmo2	1091.105263	681	2687	2105	2003	1629	0	0	352	0	671	0	300	515	2061	2354	2096	1750	305	1222	0
Zfp143	1089.789474	547	1460	1173	2192	1590	0	0	888	391	1150	459	291	416	2255	2267	2155	1426	253	1793	0
Gm14410	1089.263158	2002	1840	1567	2753	2517	0	0	605	0	1299	0	219	354	2006	929	2033	1707	212	653	0
Zfp971	1087.421053	1925	2296	1881	2707	2338	0	0	487	0	840	0	130	441	2028	901	2153	1646	310	578	0
Pdp2	1087.315789	1235	996	644	2245	1673	0	0	758	0	1049	0	292	463	2958	2401	2226	1838	362	1519	0
Kctd9	1086.157895	520	1358	1132	2278	1765	107	0	617	0	1305	0	206	485	3316	3213	2075	1484	285	491	0
Cdca2	1086.157895	520	1358	1132	2278	1765	107	0	617	0	1305	0	206	485	3316	3213	2075	1484	285	491	0
Pheta2	1085.105263	0	2698	1831	2758	2205	0	0	0	0	0	0	0	436	2931	1878	3002	0	0	2878	0
Rcor1	1083.947368	742	589	341	2017	1521	0	0	748	0	1361	0	261	519	3243	3602	2192	1916	446	1097	0
Zfp386	1078.315789	1237	2137	1539	2661	2239	0	0	383	0	697	0	231	509	1637	1124	2306	1925	250	1613	0
Cand1	1073.526316	458	1567	1449	1533	966	0	0	465	0	802	0	479	534	3087	3104	2214	1679	309	1751	0
Ppp3ca	1071.526316	447	1759	1413	1786	1252	0	0	654	0	843	0	507	531	3086	3256	2130	1402	270	1023	0
Arl4a	1070.789474	261	1268	722	0	0	0	0	933	0	1146	0	341	598	3987	4502	2182	1610	333	2462	0
Cldn34d	1068.631579	457	827	1123	1676	1692	1451	1723	1612	812	1712	958	813	412	948	772	949	847	178	1342	0
Kdm4a	1064.210526	1012	2102	1627	2365	1448	0	0	483	0	771	0	174	459	1988	1474	2511	1690	286	1830	0
Ppm1k	1063.368421	1259	2310	1973	2430	1984	0	0	308	0	469	0	198	451	2121	894	1827	1317	288	2375	0
Rrbp1	1062.526316	763	1662	1013	2223	1674	0	0	527	0	1138	0	216	574	2908	2645	2153	1835	215	642	0
Prdm11	1062.473684	802	871	925	809	728	0	0	722	0	1330	0	454	589	3558	3664	2229	1681	283	1542	0
Ruvbl2	1061.473684	796	1530	784	2454	1585	0	0	850	0	1192	0	299	463	1787	1377	2597	1741	335	2378	0
Gys1	1061.473684	796	1530	784	2454	1585	0	0	850	0	1192	0	299	463	1787	1377	2597	1741	335	2378	0
Appl1	1059.631579	546	1183	708	1116	920	0	0	644	0	846	0	575	570	3551	3567	2281	1459	311	1856	0
Isca1	1059.157895	606	1596	1432	1356	957	0	0	863	0	988	0	232	522	3121	2879	1986	1304	332	1950	0
Zswim3	1058.052632	1071	2810	2593	2761	2473	0	0	344	0	560	0	180	451	1235	742	2051	1553	216	1063	0
Ensa	1058.052632	673	1540	1489	2257	1774	0	0	607	0	1022	0	277	407	2050	1851	2146	1501	337	2172	0
Acot8	1058.052632	1071	2810	2593	2761	2473	0	0	344	0	560	0	180	451	1235	742	2051	1553	216	1063	0
Prpf40a	1053.105263	631	1060	756	2103	1665	0	0	506	0	1093	0	284	559	3286	3281	2271	1500	365	649	0
Arl6ip6	1053.105263	631	1060	756	2103	1665	0	0	506	0	1093	0	284	559	3286	3281	2271	1500	365	649	0
Pitx2	1048.210526	0	1994	1300	2471	1885	0	0	821	0	1191	0	323	464	3698	3620	0	0	294	1855	0
Dynlrb1	1047.684211	691	1161	1071	2336	1859	0	0	739	0	1095	0	152	576	2664	2245	1725	1476	283	1833	0
Acyp1	1047.421053	1098	1998	1443	2615	1911	0	0	579	0	1247	0	419	444	1617	1235	2289	2062	260	684	0
Ogdh	1046.000000	500	1170	777	460	394	0	0	642	0	1044	0	432	490	3631	4128	2063	1628	342	2173	0
Fryl	1045.421053	681	606	615	2486	2064	0	0	162	0	432	0	387	475	3763	3943	1379	1124	388	1358	0
Zfp68	1045.315789	1462	2492	1629	2687	2328	0	0	555	0	1053	0	294	502	1894	1599	1252	958	298	858	0
A430033K04Rik	1045.315789	1462	2492	1629	2687	2328	0	0	555	0	1053	0	294	502	1894	1599	1252	958	298	858	0
Cnot3	1044.263158	590	1758	1416	2000	1557	0	0	505	0	850	0	168	413	3005	2468	1874	1462	234	1541	0
Zfp931	1041.578947	1661	1977	1506	2714	2073	0	0	452	0	737	0	94	336	2249	1049	2346	1832	261	503	0
Med30	1040.894737	782	2969	2299	2868	2538	0	0	280	0	595	0	149	600	1351	1310	1742	1352	292	650	0
Zbtb7b	1039.052632	435	1906	963	2169	1724	0	0	668	0	869	0	212	532	3189	3157	2103	1485	330	0	0
Zfp119a	1037.157895	1380	1883	1403	2793	2269	0	0	346	0	767	0	173	502	2149	1613	1448	1266	281	1433	0
Cep152	1036.842105	654	1756	1581	890	317	0	0	538	0	1165	0	285	566	3558	3927	2233	1592	359	279	0
Mcu	1035.947368	616	1734	1479	2370	1760	0	0	498	0	668	0	182	521	2379	2284	2036	1538	282	1336	0
Zbtb7a	1032.157895	442	1403	1288	2039	1593	0	0	522	0	766	0	380	515	2629	2195	1918	1402	375	2144	0
Wfs1	1031.210526	865	1282	952	1362	885	0	0	388	0	657	0	149	513	3097	3396	2225	1472	228	2122	0
Slx4ip	1026.578947	961	1973	1318	2581	1899	0	0	633	0	1065	0	176	543	2093	1431	1729	1361	389	1353	0
Mkks	1026.578947	961	1973	1318	2581	1899	0	0	633	0	1065	0	176	543	2093	1431	1729	1361	389	1353	0
Kxd1	1023.578947	828	946	651	2142	1753	0	0	697	0	1003	0	305	474	2857	2476	1731	1273	186	2126	0
Fkbp8	1023.578947	828	946	651	2142	1753	0	0	697	0	1003	0	305	474	2857	2476	1731	1273	186	2126	0
Nsd3	1021.368421	807	1364	1160	2680	2200	0	0	939	0	1539	0	286	489	2082	1865	1592	1292	418	693	0
Letm2	1021.368421	807	1364	1160	2680	2200	0	0	939	0	1539	0	286	489	2082	1865	1592	1292	418	693	0
Inip	1019.368421	408	2146	1901	2704	2297	0	0	237	0	548	0	152	519	2507	2424	1592	1261	142	530	0
Zfp654	1018.210526	886	2062	1486	3136	2529	0	0	273	0	581	0	219	605	1936	1523	1859	1202	166	883	0
Cggbp1	1018.210526	886	2062	1486	3136	2529	0	0	273	0	581	0	219	605	1936	1523	1859	1202	166	883	0
Lrrc56	1015.631579	470	1173	596	1386	1097	0	0	557	0	911	0	231	484	3644	3198	2192	1669	146	1543	0
Hras	1015.631579	470	1173	596	1386	1097	0	0	557	0	911	0	231	484	3644	3198	2192	1669	146	1543	0
Nphp4	1015.473684	603	1409	863	2585	1710	0	0	400	0	824	0	221	578	2468	1986	2074	1887	0	1686	0
Kcnab2	1015.473684	603	1409	863	2585	1710	0	0	400	0	824	0	221	578	2468	1986	2074	1887	0	1686	0
Npc2	1012.210526	1105	1787	969	2119	1447	0	0	363	0	455	0	176	489	2317	2384	1856	1671	161	1933	0
Isca2	1012.210526	1105	1787	969	2119	1447	0	0	363	0	455	0	176	489	2317	2384	1856	1671	161	1933	0
Gas2l3	1009.736842	248	600	978	2532	1074	0	0	859	0	1295	0	297	486	3170	3044	2201	1136	254	1011	0
Mrpl34	1009.105263	693	1431	1077	1667	781	0	0	829	0	840	0	430	446	2935	2752	2190	1840	355	907	0
Abhd8	1009.105263	693	1431	1077	1667	781	0	0	829	0	840	0	430	446	2935	2752	2190	1840	355	907	0
Lix1l	1003.789474	795	1443	745	1997	1573	0	0	436	0	959	0	342	545	3247	2966	1347	1112	229	1336	0
Ankrd34a	1003.789474	795	1443	745	1997	1573	0	0	436	0	959	0	342	545	3247	2966	1347	1112	229	1336	0
Sephs2	1002.631579	873	1579	1066	2088	1522	0	0	678	0	1005	0	405	465	1775	1338	1961	1508	203	2584	0
Ttbk2	999.842105	533	903	600	2287	1811	0	0	592	0	866	0	332	554	2854	2568	2062	1605	243	1187	0
Gm2007	999.842105	1765	1754	1441	2915	2426	0	0	358	0	721	0	132	456	1858	783	1850	1668	289	581	0
Gm4724	998.631579	1765	1754	1441	2915	2426	0	0	358	0	721	0	132	456	1858	783	1850	1668	266	581	0
Gm2026	998.631579	1765	1754	1441	2915	2426	0	0	358	0	721	0	132	456	1858	783	1850	1668	266	581	0
Gm14434	998.631579	1765	1754	1441	2915	2426	0	0	358	0	721	0	132	456	1858	783	1850	1668	266	581	0
Gm14430	998.631579	1765	1754	1441	2915	2426	0	0	358	0	721	0	132	456	1858	783	1850	1668	266	581	0
Gm14308	998.631579	1765	1754	1441	2915	2426	0	0	358	0	721	0	132	456	1858	783	1850	1668	266	581	0
6430548M08Rik	995.684211	431	1219	1024	989	822	0	0	397	0	753	0	201	506	3568	3992	1905	1028	234	1849	0
Zfp810	994.842105	573	803	584	2174	1057	0	0	454	0	625	0	242	554	2707	2406	2730	1826	502	1665	0
Amd2	994.789474	867	1657	1401	1888	1551	0	0	432	0	919	0	135	472	2196	1866	1816	1402	388	1911	0
Amd1	994.789474	867	1657	1401	1888	1551	0	0	432	0	919	0	135	472	2196	1866	1816	1402	388	1911	0
E4f1	993.263158	500	1187	660	1858	1642	0	0	291	0	443	0	0	621	3138	3383	1723	1490	248	1688	0
Mrps17	990.947368	1001	1631	1622	2640	2316	0	0	560	0	818	0	149	574	2208	1596	1439	1242	301	731	0
Cttnbp2nl	990.842105	396	1247	749	1436	1355	0	0	627	0	947	0	208	538	3686	3763	874	510	358	2132	0
Zfp968	989.789474	1815	2042	1361	2981	2476	0	0	368	0	542	0	145	607	1494	676	1986	1550	345	418	0
Zfp967	989.789474	1815	2042	1361	2981	2476	0	0	368	0	542	0	145	607	1494	676	1986	1550	345	418	0
Zfp966	989.789474	1815	2042	1361	2981	2476	0	0	368	0	542	0	145	607	1494	676	1986	1550	345	418	0
Elf2	989.368421	618	1024	745	2472	1744	0	0	410	0	705	0	323	569	3149	3408	1574	1125	258	674	0
Tusc2	987.684211	525	1504	1312	2654	2175	0	0	643	0	1092	0	160	593	1877	2040	2047	1586	265	293	0
Gm6710	987.473684	1740	1963	1511	2808	2103	0	0	264	0	552	0	136	376	1886	711	2123	1812	247	530	0
Gm14391	987.473684	1740	1963	1511	2808	2103	0	0	264	0	552	0	136	376	1886	711	2123	1812	247	530	0
Tdrkh	986.684211	552	1886	1733	2987	1887	0	0	226	0	735	0	264	582	2274	2033	1612	904	120	952	0
Fbxo48	986.368421	645	1632	1424	2779	2472	0	0	448	0	1003	0	205	572	2339	1906	1406	892	389	629	0
Rbm15	984.473684	1076	1610	1729	1909	1479	0	0	766	0	986	0	265	362	1523	778	1771	1600	218	2633	0
Golph3l	978.263158	706	2001	2393	2816	2233	0	0	339	0	639	0	249	508	1607	770	2018	1400	402	506	0
Slc25a42	973.842105	683	1632	1543	1774	1406	0	0	541	0	959	0	189	381	2069	2150	2127	1372	312	1365	0
Ivns1abp	968.210526	465	1206	926	553	345	0	0	849	0	1136	0	528	529	3081	3128	1679	1195	270	2506	0
Ccnl2	966.842105	207	1050	961	583	491	0	0	892	0	1523	0	238	585	3175	3363	2020	1586	497	1199	0
Sfxn5	965.947368	933	1247	918	1894	1287	0	0	397	0	1025	0	290	566	3010	3128	1922	1220	343	173	0
Zfp119b	961.315789	1340	1806	1251	2782	2089	0	0	406	0	617	0	176	490	1920	1429	1502	1180	280	997	0
Hspa8	960.473684	353	1332	1084	1851	1246	0	0	271	0	423	0	72	441	3350	3682	1191	1049	218	1686	0
Zdhhc9	958.473684	844	647	454	2276	1500	0	0	456	0	1013	0	205	582	2580	1962	2031	1762	359	1540	0
Rbx1	956.736842	512	1531	1034	2299	1871	0	0	440	0	481	0	221	507	2186	1808	1700	1303	274	2011	0
Fbxo8	956.105263	1643	1984	1580	2540	2181	0	0	223	0	563	0	292	512	1321	862	1473	1048	262	1682	0
Cep44	956.105263	1643	1984	1580	2540	2181	0	0	223	0	563	0	292	512	1321	862	1473	1048	262	1682	0
Fmnl3	954.473684	153	2025	1773	188	453	0	0	348	0	646	0	264	581	2868	3057	1777	1299	265	2438	0
Mgat4a	952.947368	0	481	285	877	245	0	0	546	0	931	0	421	531	3727	3690	2057	1652	419	2244	0
Ccdc61	952.473684	593	1661	1206	2154	1608	0	0	577	0	598	0	267	458	2094	1397	1859	1656	246	1723	0
Lman2	952.263158	696	1872	1807	2661	1962	0	0	477	0	806	0	193	517	1819	1558	1554	1344	281	546	0
Brpf3	951.947368	482	714	302	1077	652	0	0	488	0	687	0	283	567	3529	3434	1829	1522	379	2142	0
Ubxn6	949.684211	1031	2893	1891	1898	1469	0	0	439	0	992	0	235	289	1417	1722	1596	1360	452	360	0
Hdgfl2	949.684211	1031	2893	1891	1898	1469	0	0	439	0	992	0	235	289	1417	1722	1596	1360	452	360	0
Gm14305	948.315789	1640	1836	1274	2725	2324	0	0	299	0	528	0	189	312	1763	758	1868	1798	248	456	0
Hacl1	946.105263	954	1647	1422	2567	1967	0	0	651	0	1177	0	238	556	1805	1160	1949	1379	342	162	0
Btd	946.105263	954	1647	1422	2567	1967	0	0	651	0	1177	0	238	556	1805	1160	1949	1379	342	162	0
Irs2	944.947368	409	1099	765	303	263	0	0	1113	0	1485	0	391	566	3422	3733	1814	652	427	1512	0
Fam120a	944.684211	1306	3699	3121	2728	2549	0	0	197	0	735	0	176	546	154	326	1416	861	135	0	0
2510002D24Rik	943.578947	0	1165	697	2220	1481	0	0	655	0	1303	0	406	497	2551	2398	1282	905	370	1998	0
Zfp866	942.842105	1206	1373	852	2561	1915	124	111	463	0	919	0	174	512	1617	1133	2300	1792	258	604	0
Nxpe3	940.894737	532	1360	896	1956	1181	0	0	487	0	827	0	0	589	3091	2920	1399	991	302	1346	0
Zfp963	940.421053	1278	1110	784	2105	1447	126	128	734	0	1041	0	221	524	2012	1466	1830	1350	384	1328	0
Bahcc1	939.684211	1010	1558	1373	2265	1908	0	0	922	0	1053	0	421	337	1604	1256	1477	828	314	1528	0
Brox	939.631579	307	608	806	1542	1377	988	785	1352	699	1167	814	677	117	1949	1961	852	551	146	1155	0
Aida	939.631579	307	608	806	1542	1377	988	785	1352	699	1167	814	677	117	1949	1961	852	551	146	1155	0
Zfp868	938.052632	1349	1143	761	2540	1877	0	0	696	0	945	0	190	534	2169	1434	1622	1132	394	1037	0
Atf7	936.000000	718	2363	1890	2561	2068	0	0	300	0	584	0	190	513	1618	1487	1263	1341	349	539	0
Zranb3	934.368421	558	2334	1895	2708	2112	0	0	385	0	878	0	0	471	1187	976	1748	1070	304	1127	0
R3hdm1	934.368421	558	2334	1895	2708	2112	0	0	385	0	878	0	0	471	1187	976	1748	1070	304	1127	0
Ap2a1	932.947368	675	1763	1757	2210	1918	0	0	236	0	535	0	295	445	1461	1313	2377	1722	409	610	0
Tepsin	930.052632	342	1470	1473	2701	1909	0	0	498	0	505	0	116	542	2072	1714	1580	1019	305	1425	0
Ndufaf8	930.052632	342	1470	1473	2701	1909	0	0	498	0	505	0	116	542	2072	1714	1580	1019	305	1425	0
Pgap2	929.789474	358	803	716	811	554	138	0	495	0	985	0	200	566	3506	3678	1970	1360	314	1212	0
Nup98	929.789474	358	803	716	811	554	138	0	495	0	985	0	200	566	3506	3678	1970	1360	314	1212	0
2610008E11Rik	929.105263	990	1511	1060	2516	2049	0	0	526	0	1200	0	225	574	1559	947	1718	1226	297	1255	0
Camta1	927.526316	381	968	616	1543	981	0	0	353	0	803	0	445	582	3575	3214	1342	1153	212	1455	0
Zfyve21	924.157895	316	1815	1335	1552	1226	0	0	468	0	830	0	229	583	2507	2571	1898	1149	349	731	0
Xrcc3	924.157895	316	1815	1335	1552	1226	0	0	468	0	830	0	229	583	2507	2571	1898	1149	349	731	0
Sun2	923.421053	551	1246	887	219	78	0	0	430	0	651	0	382	493	3143	3576	1713	1412	385	2379	0
Stip1	922.526316	993	2197	1850	2128	1331	0	0	157	0	266	0	112	436	1687	1235	1466	1199	176	2295	0
AB010352	922.210526	1424	1781	1398	2732	1992	0	0	339	0	785	0	225	451	1787	1261	1632	1293	204	218	0
Dusp10	920.894737	848	1534	1527	2585	2012	0	0	626	0	837	0	353	552	1963	1525	1068	897	361	809	0
1700056E22Rik	920.894737	848	1534	1527	2585	2012	0	0	626	0	837	0	353	552	1963	1525	1068	897	361	809	0
Cnnm2	920.263158	502	1568	1245	1590	967	0	0	357	0	684	0	257	557	2991	3298	1674	1159	348	288	0
Akap8l	918.894737	932	2281	1880	2706	2037	0	0	251	0	584	0	199	513	1229	1053	1875	1226	181	512	0
Fmn1	918.842105	0	1415	960	2580	2249	0	0	886	0	1361	0	290	542	2475	2025	0	0	332	2343	0
Klhl25	917.526316	534	1097	760	1716	1432	0	0	518	0	592	0	242	552	2495	2043	2125	1529	214	1584	0
Rogdi	917.421053	635	1605	1145	2351	1525	0	0	402	0	411	0	303	496	2026	1329	1297	897	181	2828	0
Rtraf	917.105263	233	1187	1162	407	305	0	0	727	0	1182	0	455	559	2675	2811	2303	1628	408	1383	0
Zfp516	916.894737	882	1743	1224	2033	1490	0	0	314	0	363	0	482	508	1445	1197	1827	1402	364	2147	0
Cebpg	915.157895	195	1081	791	337	0	0	0	520	0	982	0	249	574	3293	3213	2286	1573	189	2105	0
Mafa	915.105263	365	1414	864	1692	1335	0	0	438	0	580	0	219	571	3137	2947	960	790	339	1736	0
Gm14288	914.421053	1712	1913	1383	2854	2227	0	0	306	0	478	0	76	514	1277	559	2040	1481	345	209	0
Tmem45a	913.473684	1223	759	642	2501	681	0	0	766	0	1090	0	293	541	3906	3548	0	0	201	1205	0
Alg10b	912.263158	573	1471	969	2527	2115	0	0	385	0	684	0	148	521	1832	1665	1932	1196	279	1036	0
Plcg1	911.684211	361	1229	686	1202	753	0	0	596	0	666	0	244	561	3261	3510	1225	997	333	1698	0
Phf5a	909.368421	533	1471	963	2553	1974	0	0	571	0	900	0	128	578	2057	1452	1655	1348	364	731	0
Aco2	909.368421	533	1471	963	2553	1974	0	0	571	0	900	0	128	578	2057	1452	1655	1348	364	731	0
Il23a	907.526316	0	1982	1786	2750	0	0	0	0	0	0	0	0	485	3986	3621	0	0	0	2633	0
Zfp930	906.105263	1263	1476	1185	2684	2081	0	0	572	0	974	0	204	508	1352	883	1973	1494	245	322	0
AU041133	905.736842	1038	1327	1106	2515	1892	0	0	579	0	1046	0	176	524	1568	1303	1729	1146	275	985	0
Fam222b	904.578947	576	1166	1039	1783	1303	0	0	890	0	1013	0	286	492	3212	3454	444	495	374	660	0
