Target_genes	Irf2|Average	SRX122514|Dendritic_Cells	SRX122515|Dendritic_Cells	SRX122516|Dendritic_Cells	SRX122517|Dendritic_Cells	SRX122518|Dendritic_Cells	SRX122519|Dendritic_Cells	SRX122520|Dendritic_Cells	SRX122521|Dendritic_Cells	SRX122522|Dendritic_Cells	SRX122523|Dendritic_Cells	SRX6830819|Intestinal_stem_cells	SRX8335642|Intestinal_stem_cells	SRX2953593|MEF	SRX2953594|MEF	SRX2953595|MEF	SRX2953596|MEF	SRX3730243|Trophoblast_stem_cells	SRX3730244|Trophoblast_stem_cells	SRX3730278|Trophoblast_stem_cells	STRING
Gm13276	11.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
Rtbdn	11.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0
Vpreb1	11.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	105	0
Top3b	11.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	105	0
Gm32856	11.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	79	0
Arhgap11a	11.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
Ppp6r2	11.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
H1f4	11.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Fbxl18	11.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	98	0	0
Tnfsf13	11.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	88	0
Senp3	11.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	88	0
Htra2	11.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	119	0
Dqx1	11.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	119	0
Tfip11	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	121	0
Spdye4b	10.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	72	0	0
Rbak	10.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	72	0	0
Lrrc51	10.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	94	0
Trp53rka	10.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	91	0
Polr1b	10.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	98	0
Nsa2	10.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	96	0	0
Mrps31	10.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0
Mrps28	10.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0
Mef2c	10.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	96	0	0	0	0
Gfm2	10.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	96	0	0
Zranb3	10.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0
R3hdm1	10.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0
Ints5	10.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0
Ganab	10.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0
Ddx20	10.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	83	0
Zbtb32	10.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0
Vps51	10.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0
Tex30	10.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	107	0
Msra	10.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Kmt2b	10.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0
Rbm38	10.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0
Upf1	10.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Tmem267	10.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Ndn	10.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Mrpl58	10.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0
Eef1a1	10.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Asb13	10.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
BC048403	10.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Atg16l1	10.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	93	0
Dcun1d4	10.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0
Atp13a2	10.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0
Fat4	10.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	120	0	0	0	0
Snrnp200	10.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	87	0
1810024B03Rik	10.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	87	0
Tspan10	10.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Tor1a	10.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	91	0	0
Nploc4	10.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Wdr36	10.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
Stxbp1	10.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0
Zfpl1	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	116	0	0
Wdr43	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	102	0	93	0	0	0	0	0
Tcirg1	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0
Scfd1	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0
Rpl38	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Psma2	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	82	0	0
Mrpl32	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	82	0	0
Immt	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Cdca5	10.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	116	0	0
Ndufa5	10.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	72	0
D16Ertd472e	10.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
Asb15	10.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	72	0
Vps13d	10.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Prpf19	10.157895	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0
Polrmt	10.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Kdsr	10.157895	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	120	0	0	0	0
Ifi211	10.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Fra10ac1	10.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	115	0	0
Ccdc43	10.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Actg1	10.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	83	0
Ints12	10.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	74	0	0
Gstcd	10.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	74	0	0
Gnb4	10.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Gm13272	10.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0
Wbp2	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Mterf1b	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Dram1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
C1qbp	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
Smim11	9.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Rnf6	9.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Rab15	9.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Gtf2h3	9.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Eif2b1	9.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Ccnq	9.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Sphk2	9.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Rpl18	9.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
H2-Q2	9.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Fbf1	9.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Fam83e	9.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Zfp729a	9.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0
Ssx2ip	9.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
Rcc1l	9.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0
Irs2	9.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
Znrd1as	9.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0
Znrd1	9.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0
Srsf2	9.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0
Pxk	9.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	70	0
Mfsd11	9.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0
Maats1	9.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0
Cox17	9.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0
Zfp553	9.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Rpl36al	9.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Rack1	9.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0
Mgat2	9.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Dnttip2	9.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Ppip5k2	9.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Ndufc2	9.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Naa60	9.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	72	0	0
Gin1	9.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Bod1l	9.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Actr8	9.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0
Ythdc2	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
Trim67	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0
Tnfsf10	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
Clcn7	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Ccdc22	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Cacna1f	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Arl14ep	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	99	0	0
Wipf2	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
Vmn1r2	9.578947	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0
Psmc2	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
Lars	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Laptm4a	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	109	0	0	0
Dnajc2	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
Wdr11	9.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Fam3c	9.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Wdr27	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Usp16	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Psmb2	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Il7	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	85	0	0	0
Dus2	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Ddx28	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
1600012H06Rik	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Ptpn21	9.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0
Kat2a	9.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0
Hspb9	9.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0
Kat8	9.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
H2bc21	9.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
H2ac21	9.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
H2ac20	9.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Esrp2	9.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Dhx8	9.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0
B230307C23Rik	9.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Rgl2	9.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	72	0	0
Ppp1r37	9.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0
Nup54	9.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
Mterf4	9.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
Ybey	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Nkiras2	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Mcm3ap	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Fam8a1	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Dnajc7	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Coil	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
Mrps25	9.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Eif3g	9.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Commd2	9.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Ap5b1	9.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Smc2	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Ppp1r27	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
Percc1	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Mcrip1	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
Lig4	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
Ddost	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
Abhd13	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
Zmpste24	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Ppp2r5a	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Mvb12a	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
H3c2	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
H2ac4	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Fndc3a	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Errfi1	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	82	0
Cdc6	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Pigq	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Nhlrc4	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Man2c1	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Lipt2	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Il17rc	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0
Edc4	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Clptm1l	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
4833420G17Rik	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Smim10l1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Poglut2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Ncoa3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Ncbp2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Dpy19l4	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Bivm	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
0610012G03Rik	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Zfp36	8.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0
Ttc41	8.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Tmem214	8.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Hsp90b1	8.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Znhit1	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
Usp12	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Tsnax	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Terf2	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Taar7a	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Taar6	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Slc12a5	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Skiv2l	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Pten	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Plod3	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
Olfr142	8.894737	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Nelfe	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Lrrfip1	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0
H3c15	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
H3c14	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
H2ac19	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
H2ac18	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
F3	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0
Chchd3	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Ovol2	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0
Haus6	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Eid1	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Vars	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
Tmem181a	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0
Psmd5	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
Dnajb3	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
D17H6S56E-5	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
Cutal	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
Zfp93	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Trmt5	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Slc38a6	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Myrfl	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
H2bc12	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
H2ac12	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Sgce	8.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Rnf139	8.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0
Peg10	8.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Ddx47	8.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Tbc1d5	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Shld1	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Psmc4	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Nbr1	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	82	82	0	0	0	0	0	0
Larp1	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0
Hlcs	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Dync1h1	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	88	0	0	0
Brca1	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	82	82	0	0	0	0	0	0
AB010352	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Svop	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Rps20	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Mllt1	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Khk	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0
H2bc18	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Zfp738	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Lrrfip2	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Gm5617	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Fzd1	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Coq2	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Zfp560	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
Vamp5	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Ssbp1	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
Shox2	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
Dmap1	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
Psmd7	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Nxn	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Lrriq3	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
H4c11	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Gbp5	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0
Fpgt	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Edem2	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Vps37b	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Ube3c	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Nhlrc1	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Gm10499	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0
