Target_genes	Cebpd|Average	SRX047644|3T3-L1	SRX047645|3T3-L1	SRX10965268|4T1	SRX10965269|4T1	SRX10965270|4T1	SRX10965271|4T1	SRX10965272|4T1	SRX10965273|4T1	SRX2901280|Macrophages	SRX2901281|Macrophages	SRX2901282|Macrophages	SRX2901283|Macrophages	SRX2901284|Macrophages	STRING
Kifc1	613.846154	153	294	1371	1584	1058	821	307	446	0	363	426	523	634	0
Ice1	611.153846	0	256	1323	1266	1313	1244	484	541	0	249	260	464	545	0
Ell	610.615385	0	558	1015	1087	740	749	227	291	366	628	572	755	950	0
Fam110a	609.615385	0	0	1463	1693	833	927	429	434	0	390	419	723	614	0
Got2	609.153846	0	165	1612	1735	1100	1101	337	529	99	218	221	316	486	0
Ccnd3	608.307692	0	0	1602	1693	1060	1109	432	497	0	216	274	472	553	0
Zfp672	608.000000	0	312	1640	1603	1228	1063	511	472	0	224	234	235	382	0
Sh3bp5l	608.000000	0	312	1640	1603	1228	1063	511	472	0	224	234	235	382	0
Ehd1	606.230769	0	0	931	820	533	487	210	214	557	1093	908	972	1156	0
Uvrag	605.692308	0	137	0	695	0	0	0	0	1041	1215	1197	1507	2082	0
Tfip11	605.461538	0	210	1941	1628	1111	1122	573	433	108	148	199	210	188	0
6430548M08Rik	605.307692	0	484	149	111	0	0	0	0	729	1580	1514	1543	1759	0
Gcnt2	604.615385	0	308	1168	960	538	639	167	198	316	759	850	915	1042	0
Xdh	603.692308	0	567	1056	905	723	835	487	461	375	512	525	337	1065	0
Rangap1	603.538462	0	0	1220	1419	1029	1090	271	431	226	515	383	535	727	0
Tnfaip8	600.923077	0	393	668	643	574	592	209	211	355	709	1035	1008	1415	0
Tacstd2	600.615385	0	0	284	339	314	273	89	147	955	1330	1023	1184	1870	0
Ggact	600.615385	0	0	1986	1963	1327	1487	404	480	0	0	0	0	161	0
Coq5	600.230769	0	148	1868	1942	1080	1102	574	562	0	0	0	185	342	0
Hlx	599.461538	0	0	1053	1030	699	841	347	340	444	539	616	866	1018	0
Ier2	599.230769	150	477	1034	899	635	679	141	159	418	315	571	878	1434	0
Ppm1f	597.538462	176	946	975	927	955	1011	404	589	0	308	229	338	910	0
Mocs1	596.923077	0	1011	141	0	123	174	0	0	431	1242	1437	1364	1837	0
Ogt	593.153846	0	190	1124	1130	827	862	444	411	269	505	530	590	829	0
E4f1	592.230769	0	268	1619	1863	1265	1193	405	514	0	0	0	257	315	0
Zzef1	591.769231	0	202	1278	1187	965	1026	417	415	0	508	337	515	843	0
Cyb5d2	591.769231	0	202	1278	1187	965	1026	417	415	0	508	337	515	843	0
Spen	591.615385	252	847	937	872	707	659	219	241	220	635	390	589	1123	0
H3c13	591.538462	0	162	2295	2101	1533	1599	0	0	0	0	0	0	0	0
AI987944	591.461538	156	240	1028	841	650	633	221	274	366	774	871	616	1019	0
Sirpb1b	590.153846	0	0	0	0	0	0	0	0	823	1412	1436	1882	2119	0
Lgals3	589.384615	0	368	1342	1152	862	869	162	285	225	305	390	527	1175	0
Ppia	588.769231	0	263	1478	1491	1063	1013	292	394	251	315	398	316	380	0
Pole3	588.692308	0	181	999	1138	769	879	337	354	318	608	469	547	1054	0
4933430I17Rik	588.692308	0	181	999	1138	769	879	337	354	318	608	469	547	1054	0
Pate1	588.384615	0	339	1874	1633	1462	1424	410	507	0	0	0	0	0	0
Ctr9	587.923077	0	185	333	397	484	435	203	173	584	1023	1129	1128	1569	0
Nuak2	585.538462	0	0	1014	1099	731	739	375	485	345	607	510	771	936	0
Myl12b	585.307692	0	0	1319	1035	928	1000	480	549	276	502	330	431	759	0
Mllt1	582.692308	0	0	758	856	826	990	493	415	467	607	482	756	925	0
Clec12a	582.153846	0	199	171	0	0	0	0	0	789	1475	1614	1671	1649	0
Dpp9	581.000000	201	830	359	553	425	390	99	155	614	827	815	872	1413	0
BC107364	580.769231	0	0	1680	2024	1102	1334	490	547	0	0	0	160	213	0
Fas	578.615385	0	0	825	931	359	345	124	231	0	796	978	1216	1717	0
Napepld	576.307692	119	478	1672	1563	910	1042	490	363	0	217	0	152	486	0
Hnrnpl	574.846154	0	0	1214	1241	797	863	500	412	195	569	543	530	609	0
Sestd1	574.692308	0	167	1442	1173	847	813	257	326	203	572	474	512	685	0
Plekhg2	573.230769	0	0	1558	1427	830	1032	287	251	304	378	389	390	606	0
Ehf	573.153846	0	0	1832	1719	948	1270	439	356	0	0	144	295	448	0
Ahi1	571.846154	0	158	948	1118	832	681	233	242	174	570	587	650	1241	0
Wdr90	571.538462	0	201	1867	1721	1229	1087	424	460	0	0	0	151	290	0
Akt2	571.230769	0	304	1532	1575	1281	1494	504	337	0	0	0	226	173	0
Mndal	571.153846	0	214	1538	1317	1198	1223	372	500	0	0	0	356	707	0
Sars	570.769231	0	244	1439	1519	843	1005	604	469	205	250	288	207	347	0
Chka	570.307692	0	0	1851	1698	1218	1265	436	523	0	171	252	0	0	0
Fut7	569.000000	0	0	253	254	0	266	0	104	619	1339	1487	1418	1657	0
Glis3	568.076923	0	0	1524	1327	1069	1097	343	259	145	326	293	356	646	0
Cdk9	567.846154	0	212	1559	1606	1008	1034	264	370	81	215	232	262	539	0
Gas7	567.153846	87	922	674	579	333	399	0	0	316	560	987	952	1564	0
Slc25a37	565.076923	0	231	575	334	312	280	0	164	519	1052	1120	1165	1594	0
Klf3	563.923077	0	304	1017	1083	835	875	287	333	324	528	392	582	771	0
C1s1	563.384615	0	122	996	847	555	586	203	264	0	576	671	1125	1379	0
Tnfaip3	561.230769	0	261	1105	989	512	535	300	293	96	746	535	841	1083	0
Zbtb12	561.076923	0	0	1654	1701	1334	1279	624	474	0	0	0	0	228	0
Ehmt2	561.076923	0	0	1654	1701	1334	1279	624	474	0	0	0	0	228	0
Prxl2c	560.153846	0	181	1268	1383	1192	1287	311	429	123	270	276	261	301	0
Ywhag	558.846154	0	341	1471	1605	1106	1022	503	373	0	159	166	364	155	0
Dck	558.846154	0	0	1244	1317	928	908	452	575	119	353	227	453	689	0
Taf8	557.615385	0	0	1602	1693	1060	1109	432	497	0	165	0	250	441	0
Ifi204	554.307692	163	237	1430	1296	964	925	390	594	0	143	189	303	572	0
Defb45	554.000000	0	158	1338	1167	764	964	253	170	195	284	468	648	793	0
Defb36	554.000000	0	158	1338	1167	764	964	253	170	195	284	468	648	793	0
Cyp51	553.923077	0	0	1553	1731	1057	1001	326	474	0	215	153	304	387	0
Pstpip2	553.153846	0	162	742	493	330	539	166	197	414	672	972	1035	1469	0
Cc2d1a	553.076923	0	410	1659	1378	1129	967	361	435	0	144	205	174	328	0
4930432K21Rik	553.076923	0	410	1659	1378	1129	967	361	435	0	144	205	174	328	0
Slc30a4	552.076923	0	299	1764	1620	1104	1261	627	502	0	0	0	0	0	0
Sephs2	551.923077	0	0	1249	1412	803	821	277	383	299	274	334	513	810	0
Pfdn4	551.846154	0	0	1508	1637	1290	1341	577	640	0	0	0	0	181	0
Cyp24a1	551.846154	0	0	1508	1637	1290	1341	577	640	0	0	0	0	181	0
Plcb4	551.307692	0	0	1829	1764	1282	1284	448	428	0	0	0	132	0	0
Mob3a	550.692308	0	0	1576	1528	1027	1147	441	457	0	164	212	268	339	0
Izumo4	550.692308	0	0	1576	1528	1027	1147	441	457	0	164	212	268	339	0
Ptpn23	550.307692	0	0	330	364	239	327	0	100	164	1297	1374	1662	1297	0
Golga7	549.846154	0	541	1579	1538	1268	1485	378	359	0	0	0	0	0	0
Ociad1	549.230769	0	0	1360	1399	932	843	251	314	194	293	265	501	788	0
Slc25a29	549.000000	0	615	1632	1363	1216	1273	499	539	0	0	0	0	0	0
Vps13c	548.692308	0	1123	0	0	0	86	0	0	902	1183	1123	943	1773	0
Ggt7	548.538462	0	316	972	961	623	570	0	203	393	701	729	679	984	0
Acss2	548.538462	0	316	972	961	623	570	0	203	393	701	729	679	984	0
Lcn2	548.384615	0	283	851	762	1298	1370	770	899	0	0	0	225	671	0
Ppp2r5a	548.230769	0	0	1730	1451	1089	1060	296	440	0	187	257	285	332	0
Il1rn	546.153846	0	0	0	0	0	0	0	0	644	1499	1479	1540	1938	0
Tecr	544.923077	0	113	1505	1606	1061	1127	478	395	0	137	181	153	328	0
Cask	544.692308	327	528	873	1008	678	571	186	207	269	576	509	444	905	0
Atf3	543.153846	0	270	1238	1238	918	695	355	311	242	341	351	525	577	0
Nfe2	541.769231	0	348	318	291	249	133	154	0	902	1152	1096	1105	1295	0
Tbc1d23	540.923077	0	149	2101	1664	1143	1115	245	276	0	0	0	0	339	0
Tmem192	539.769231	0	295	1135	1014	592	829	259	410	0	419	493	675	896	0
Adipor1	539.769231	0	132	885	626	421	539	178	194	385	756	910	877	1114	0
Litaf	538.923077	0	229	1053	1161	733	831	341	289	224	444	619	479	603	0
Mrpl54	537.307692	0	204	1368	1145	702	882	333	368	0	586	430	382	585	0
Apba3	537.307692	0	204	1368	1145	702	882	333	368	0	586	430	382	585	0
Il2	537.230769	0	0	824	729	681	420	189	245	210	587	644	1150	1305	0
Usp2	536.769231	0	189	1586	1691	1064	1051	436	384	0	0	72	185	320	0
Slc7a11	536.307692	0	327	822	820	600	730	243	229	136	536	531	776	1222	0
Fam168a	535.307692	0	263	1025	1094	663	541	236	272	363	411	502	732	857	0
Irs1	534.000000	162	751	967	847	708	737	319	317	205	370	347	439	773	0
Dpagt1	531.153846	0	147	1541	1552	944	988	457	423	117	185	0	158	393	0
Cstb	531.076923	0	0	1391	1307	807	1011	330	285	0	189	388	662	534	0
Ap5s1	530.461538	0	273	716	702	463	372	159	169	436	886	712	741	1267	0
Tex261	530.384615	0	434	1188	1212	643	791	567	470	145	311	230	379	525	0
Scfd2	529.538462	0	0	1160	1371	1037	980	333	563	0	115	0	513	812	0
Fip1l1	529.538462	0	0	1160	1371	1037	980	333	563	0	115	0	513	812	0
Pafah2	528.538462	0	0	1557	1467	859	1033	466	340	0	206	157	347	439	0
Dhx40	528.000000	0	0	1384	1428	945	994	364	362	0	320	390	276	401	0
Nfil3	527.307692	0	711	862	937	725	543	226	294	0	309	480	721	1047	0
Ctsl	527.230769	170	0	1282	1331	899	848	200	288	0	280	390	520	646	0
Aqp9	527.230769	0	178	194	257	195	301	0	0	672	1142	1112	1388	1415	0
Prr13	526.615385	0	199	1223	1104	704	759	252	398	165	563	454	472	553	0
H3f3b	525.000000	0	177	455	349	469	652	237	271	416	952	852	837	1158	0
Ciart	524.538462	0	0	1754	1638	1043	1093	322	382	0	154	125	154	154	0
Spi1	524.307692	0	0	222	237	420	347	190	136	747	914	1032	1030	1541	0
Cd47	522.692308	0	412	1084	1013	473	689	373	238	87	395	531	642	858	0
Gm4925	522.615385	0	184	1058	996	743	765	260	385	155	436	445	583	784	0
Arl1	522.615385	0	184	1058	996	743	765	260	385	155	436	445	583	784	0
Trem2	522.538462	0	298	0	0	106	187	0	121	796	1051	1129	1325	1780	0
Tmem33	521.000000	0	0	1044	1124	817	854	450	331	151	444	383	541	634	0
Ms4a6b	520.769231	0	231	0	0	0	0	0	0	758	1271	1398	1267	1845	0
Pfn3	520.461538	0	0	1237	1611	897	989	241	321	155	251	391	343	330	0
Lrrc8d	520.384615	0	156	278	191	139	165	0	0	631	1065	1227	1172	1741	0
Akna	519.769231	0	116	1366	1243	1087	1078	347	293	137	240	248	234	368	0
Echs1	518.846154	0	938	931	843	598	646	212	364	263	494	538	422	496	0
Cdkn1b	517.692308	0	192	1087	938	808	853	428	400	142	456	256	564	606	0
Pnpla1	517.307692	0	395	1498	1581	1017	1193	477	564	0	0	0	0	0	0
Nsd3	516.000000	0	0	1277	1353	1146	874	280	387	0	269	263	339	520	0
Letm2	516.000000	0	0	1277	1353	1146	874	280	387	0	269	263	339	520	0
Tmem125	514.384615	0	0	370	281	432	225	461	474	961	681	1010	1056	736	0
Tnfrsf1a	513.076923	62	171	931	912	558	685	209	293	408	608	395	519	919	0
Gm3448	513.076923	0	386	1443	1467	825	920	359	409	0	127	218	261	255	0
Gm3417	513.076923	0	386	1443	1467	825	920	359	409	0	127	218	261	255	0
Ruvbl2	512.461538	0	194	631	623	449	462	0	186	490	1000	684	778	1165	0
Gys1	512.461538	0	194	631	623	449	462	0	186	490	1000	684	778	1165	0
Unk	511.384615	0	0	455	349	469	652	237	271	416	952	852	837	1158	0
Dip2b	511.307692	0	151	609	688	550	503	299	257	490	594	645	812	1049	0
Mon1b	509.692308	0	0	1310	1361	788	857	352	414	183	249	272	310	530	0
Tcte3	509.307692	0	386	1443	1467	810	920	359	409	0	127	218	261	221	0
Pkm	507.230769	0	386	742	890	449	433	214	101	391	538	660	659	1131	0
Rcc2	506.230769	0	0	1470	1416	866	1068	252	298	0	308	289	266	348	0
AI429214	505.769231	234	350	908	927	702	850	350	398	259	299	332	370	596	0
Apon	505.461538	0	311	1592	1518	938	1069	401	560	0	0	0	0	182	0
Cars	505.384615	0	148	1241	1394	760	803	291	299	145	200	388	324	577	0
Mllt11	505.076923	0	0	1587	1683	1087	1282	271	328	0	0	0	137	191	0
Cdc42se1	505.076923	0	0	1587	1683	1087	1282	271	328	0	0	0	137	191	0
Yars	504.153846	0	147	1122	1114	845	831	283	377	145	426	329	350	585	0
S100pbp	504.153846	0	147	1122	1114	845	831	283	377	145	426	329	350	585	0
Pef1	503.076923	0	472	1151	1122	680	539	131	179	122	213	287	753	891	0
Bin1	502.538462	0	158	535	456	258	370	0	0	444	686	1126	1275	1225	0
Pabpc1	502.076923	0	115	986	1105	540	551	308	300	319	499	553	473	778	0
Mcub	501.692308	0	0	2313	2061	0	1820	0	0	0	0	0	122	206	0
Slc1a4	501.538462	0	302	951	1021	691	872	286	212	162	444	345	649	585	0
Mafg	501.230769	0	835	554	610	540	337	130	176	383	696	655	410	1190	0
Alg1	501.230769	0	0	1163	1151	765	677	267	339	0	563	263	678	650	0
Sh2d5	498.153846	0	0	1730	1697	1258	1285	220	286	0	0	0	0	0	0
Sirpb1a	498.076923	0	0	0	0	0	0	0	0	638	1078	1401	1539	1819	0
N4bp1	498.000000	0	328	363	469	286	287	102	151	607	858	885	903	1235	0
Depdc5	497.923077	0	0	1477	1378	835	792	287	339	0	363	228	323	451	0
Ero1a	497.076923	0	188	1120	966	573	740	337	311	221	537	431	394	644	0
Ctf1	496.769231	0	0	1326	1142	1104	971	312	435	0	206	224	313	425	0
Bcl7c	496.769231	0	0	1326	1142	1104	971	312	435	0	206	224	313	425	0
Zfp526	495.615385	0	223	744	898	623	698	189	185	256	713	581	535	798	0
Dedd2	495.615385	0	223	744	898	623	698	189	185	256	713	581	535	798	0
Apc	494.153846	0	178	979	984	827	893	309	307	303	331	249	412	652	0
Fancl	494.000000	0	0	1114	846	687	719	308	427	124	420	494	396	887	0
4930558C23Rik	493.461538	220	324	1444	1300	1205	942	378	443	0	0	0	0	159	0
Txndc12	492.846154	0	122	1092	1163	801	823	283	385	116	267	381	327	647	0
Ngf	492.846154	0	0	1650	1495	1202	1082	382	596	0	0	0	0	0	0
Btf3l4	492.846154	0	122	1092	1163	801	823	283	385	116	267	381	327	647	0
Ikbke	491.538462	0	0	174	0	138	214	0	0	392	1206	1234	1528	1504	0
Arvcf	490.923077	0	0	1741	1493	1019	1320	355	454	0	0	0	0	0	0
Igsf8	490.000000	0	145	1572	1309	1056	1171	457	500	0	0	0	0	160	0
Ggnbp2	490.000000	0	0	1469	1335	924	880	321	283	0	220	134	392	412	0
Eno1	489.769231	0	403	1060	1079	708	823	211	314	0	273	387	372	737	0
Ifitm2	489.153846	163	337	972	893	607	733	359	415	0	245	202	310	1123	0
Il6	488.461538	0	328	1032	875	513	730	242	192	0	408	327	697	1006	0
Evl	487.769231	0	664	0	0	0	0	0	0	196	912	1333	1352	1884	0
Ndst1	487.076923	0	0	919	712	692	552	278	307	426	769	579	580	518	0
Atg9b	486.692308	0	0	1781	1721	951	1011	322	541	0	0	0	0	0	0
Abcb8	486.692308	0	0	1781	1721	951	1011	322	541	0	0	0	0	0	0
D5Ertd579e	486.538462	0	312	1234	1001	605	936	206	238	0	283	423	480	607	0
Trim41	486.307692	0	0	1556	1497	1032	1264	416	480	0	0	0	0	77	0
Rabepk	484.384615	0	0	1403	1545	789	791	254	239	0	189	263	399	425	0
Aktip	483.153846	0	0	1105	1221	993	1035	335	470	0	356	163	243	360	0
Klra2	482.384615	0	502	910	628	538	724	188	250	106	382	475	783	785	0
Atg16l1	481.923077	0	190	1044	1290	787	900	230	314	0	494	220	243	553	0
Spin1	481.846154	0	0	1421	1427	1147	913	325	410	0	0	0	190	431	0
Tbc1d13	481.692308	0	347	216	209	111	144	0	0	281	1060	1233	1160	1501	0
Tal1	481.615385	0	0	0	0	0	0	0	0	633	1112	1255	1615	1646	0
Pitpnm1	481.384615	0	0	1551	1529	980	987	480	337	0	0	0	161	233	0
Cdk2ap2	481.384615	0	0	1551	1529	980	987	480	337	0	0	0	161	233	0
Hal	480.230769	0	1251	651	653	667	914	218	360	0	134	231	285	879	0
Zfp598	478.846154	0	106	928	1086	794	781	269	330	0	323	533	542	533	0
Dse	478.692308	0	254	961	973	487	599	193	193	164	482	420	703	794	0
Srd5a3	478.461538	0	843	1309	1210	567	701	179	160	0	260	261	414	316	0
Nfkbil1	478.384615	0	307	920	1125	584	730	170	271	164	489	337	437	685	0
Atp6v1g2	478.384615	0	307	920	1125	584	730	170	271	164	489	337	437	685	0
Polr3e	478.000000	0	108	1320	1166	701	881	261	329	0	344	250	338	516	0
Shq1	476.846154	251	668	1053	1243	765	737	312	358	0	229	0	180	403	0
Ermard	476.461538	0	357	1443	1302	810	920	253	409	0	0	218	261	221	0
Cdkn1a	476.461538	238	251	1227	1119	761	773	244	219	126	241	192	324	479	0
Birc6	475.846154	0	0	922	739	386	416	691	874	0	250	417	659	832	0
Fosl1	474.692308	206	1073	1234	1003	736	790	225	236	0	195	0	166	307	0
Snrnp200	474.461538	0	131	1581	1141	736	641	784	875	0	0	0	105	174	0
Smarcb1	474.461538	0	601	1208	1468	971	841	337	533	0	0	0	0	209	0
1810024B03Rik	474.461538	0	131	1581	1141	736	641	784	875	0	0	0	105	174	0
Slc25a25	472.923077	0	255	671	614	509	515	183	163	229	432	603	865	1109	0
Rab40c	472.846154	0	157	1279	1313	766	968	371	490	0	180	202	197	224	0
Dlx4	471.615385	0	0	1226	1114	1044	971	484	319	0	0	163	329	481	0
Atxn2l	469.923077	0	0	1071	1101	689	867	278	298	0	235	207	629	734	0
Fbxo32	468.846154	0	0	1197	1283	763	990	298	335	155	206	221	296	351	0
Srgn	468.615385	0	0	335	340	337	204	149	173	654	908	865	845	1282	0
Tpt1	468.000000	0	0	1301	1090	709	950	396	267	162	306	305	260	338	0
Camkk2	467.923077	0	0	1024	1075	587	691	212	273	184	235	518	580	704	0
Gm3435	466.846154	0	386	1313	1467	794	901	359	281	0	127	0	222	219	0
Mia2	466.230769	0	471	296	279	112	166	0	0	564	809	1011	1051	1302	0
Ifitm3	465.538462	0	410	597	564	946	730	424	342	137	294	318	273	1017	0
Kmt5a	465.384615	0	175	610	534	296	424	169	96	249	698	708	860	1231	0
Dus1l	464.461538	147	293	1219	1270	837	763	419	264	0	223	127	180	296	0
Cbx4	463.769231	0	0	516	404	462	341	173	237	476	792	814	887	927	0
Mal2	462.615385	0	0	1607	1348	1047	1111	440	461	0	0	0	0	0	0
Rrbp1	462.307692	0	244	0	0	0	80	0	0	440	1084	1197	1073	1892	0
Zkscan6	461.461538	0	455	1306	1122	744	664	272	277	0	132	222	225	580	0
Fbxl22	460.153846	0	184	1392	1390	965	1004	365	410	0	0	0	0	272	0
Gm4832	460.000000	0	157	973	778	592	905	270	257	170	322	418	561	577	0
Smg8	459.692308	222	239	847	858	660	635	246	322	0	313	374	421	839	0
Mthfd1l	459.153846	0	0	1640	1635	894	860	294	229	0	0	0	165	252	0
Gmfg	457.846154	0	0	230	208	96	181	0	0	318	1136	1186	1099	1498	0
Ftsj1	457.000000	155	383	909	1047	502	642	265	229	0	409	466	509	425	0
Plk3	456.769231	0	0	1140	1094	725	782	210	400	0	368	309	408	502	0
C1s2	454.538462	0	168	0	185	0	0	0	0	268	819	1326	1407	1736	0
B4galt5	453.923077	0	469	1268	1091	849	958	315	510	0	0	0	135	306	0
Pafah1b2	453.769231	0	447	860	901	698	854	331	369	0	339	407	302	391	0
Kif21b	453.769231	0	192	787	646	479	411	164	179	296	502	643	515	1085	0
Dusp13	453.307692	0	0	587	483	396	392	0	0	509	670	724	1070	1062	0
Cacul1	453.000000	0	539	1293	1286	886	861	386	492	0	0	0	84	62	0
Slc20a1	452.461538	0	549	974	1050	714	672	167	276	128	296	296	320	440	0
Rab1a	452.307692	0	212	855	745	628	609	141	203	280	517	631	470	589	0
Msmo1	451.846154	0	0	1375	1416	1000	1067	276	427	0	106	0	81	126	0
Hif1a	451.692308	136	666	1019	881	495	641	200	145	0	190	247	396	856	0
Wbp2	451.384615	0	0	1551	1508	890	1007	262	345	0	115	64	0	126	0
Hsd17b7	451.230769	0	211	887	816	606	540	294	295	154	313	488	471	791	0
Slc2a6	450.923077	0	0	0	0	0	0	0	0	322	1301	1364	1220	1655	0
Dennd1a	449.769231	0	197	579	583	393	408	0	0	483	710	756	697	1041	0
Serpini1	449.692308	0	0	679	592	428	376	154	145	388	848	700	736	800	0
Pdcd10	449.692308	0	0	679	592	428	376	154	145	388	848	700	736	800	0
Clca2	449.692308	0	0	1493	1340	1201	1064	416	332	0	0	0	0	0	0
Sde2	447.846154	0	318	451	484	446	387	138	156	447	779	774	522	920	0
Ccl9	447.615385	0	334	644	516	308	419	110	113	566	575	792	526	916	0
H2az2	447.538462	0	0	1450	1204	885	992	257	320	0	0	0	331	379	0
Itsn1	447.461538	0	387	696	926	444	486	216	175	224	445	404	460	954	0
Cryzl1	447.461538	0	387	696	926	444	486	216	175	224	445	404	460	954	0
Prr5l	447.384615	0	145	0	0	0	0	0	0	566	1101	1314	1179	1511	0
2610524H06Rik	447.384615	0	0	893	797	696	580	223	243	267	397	406	658	656	0
Degs1	447.000000	0	0	339	247	203	324	122	0	491	910	1027	942	1206	0
Prpsap1	445.692308	0	0	706	826	595	484	291	337	314	557	614	501	569	0
Wfdc2	444.846154	0	172	1599	1389	852	966	322	483	0	0	0	0	0	0
Commd9	444.615385	0	109	0	0	0	0	0	0	566	1101	1314	1179	1511	0
Eola1	444.384615	0	180	926	908	799	619	291	332	126	261	417	398	520	0
Snx20	444.000000	0	628	438	404	478	435	193	208	216	273	414	719	1366	0
Tfpt	443.769231	0	231	819	886	610	698	278	239	200	480	427	466	435	0
Prpf31	443.769231	0	231	819	886	610	698	278	239	200	480	427	466	435	0
Man2c1	443.538462	0	147	733	949	707	693	328	188	229	436	453	324	579	0
Rsrp1	441.230769	0	0	1092	921	769	742	146	204	218	263	342	492	547	0
Mak	440.615385	0	0	0	0	0	0	0	0	676	1253	1168	1038	1593	0
Dnmt3l	440.000000	0	321	229	247	296	367	0	154	423	442	743	1049	1449	0
Ankrd1	439.461538	0	0	1616	1502	912	906	372	405	0	0	0	0	0	0
Mmp27	438.307692	0	280	187	191	205	175	0	0	464	834	981	1070	1311	0
Furin	437.846154	0	0	1302	1200	617	1088	356	436	0	116	155	147	275	0
Nos2	437.076923	0	149	592	555	438	510	151	139	287	507	735	718	901	0
Cyp4f18	436.769231	0	157	0	88	0	0	0	0	617	1020	1116	1256	1424	0
Gpx1	434.769231	0	305	633	570	477	499	136	217	270	541	599	525	880	0
Clpb	434.615385	0	0	1300	1023	1036	704	371	352	0	164	162	191	347	0
Olfr432	433.153846	0	221	602	533	459	411	0	118	0	588	750	905	1044	0
Cd2bp2	432.769231	0	416	1033	985	468	560	144	172	0	303	399	603	543	0
Tcirg1	432.538462	0	0	1025	937	980	922	509	419	0	136	146	206	343	0
Cyb5b	431.307692	0	813	490	369	349	353	171	229	184	444	752	579	874	0
Chadl	431.000000	0	178	236	238	309	254	0	168	323	715	665	1052	1465	0
Flt1	430.461538	0	0	527	376	423	396	145	149	338	683	649	778	1132	0
Vasp	430.307692	0	0	864	793	421	659	285	179	0	507	721	659	506	0
Nars	430.230769	0	0	1192	1064	747	740	290	294	103	190	196	218	559	0
Zfp1	430.000000	0	0	1322	1408	913	812	446	244	0	0	0	164	281	0
Itih1	429.846154	0	180	548	333	599	609	104	193	200	413	631	726	1052	0
9030025P20Rik	429.769231	0	343	1273	1244	825	906	293	302	0	0	0	146	255	0
Fmnl1	429.692308	0	0	1579	1502	1041	838	305	321	0	0	0	0	0	0
Gmeb2	429.384615	0	0	1451	1650	1003	760	329	389	0	0	0	0	0	0
D16Ertd472e	428.461538	0	292	472	442	291	540	193	195	170	342	632	740	1261	0
Tnfsf13b	428.307692	0	0	123	0	0	0	0	0	491	978	1157	1224	1595	0
Map4	428.076923	0	0	1178	1235	808	754	279	281	0	239	175	203	413	0
Eif5	427.769231	0	189	1296	1139	1071	811	474	435	0	0	0	0	146	0
Nrd1	426.615385	0	0	1072	924	531	612	427	303	145	359	338	328	507	0
Larp1	426.230769	0	0	725	603	313	338	150	142	108	522	492	720	1428	0
Rnf39	426.000000	0	0	1418	1309	1083	870	302	556	0	0	0	0	0	0
Tmem104	425.538462	0	266	115	0	0	0	0	0	642	834	1204	1059	1412	0
Nat9	425.538462	0	266	115	0	0	0	0	0	642	834	1204	1059	1412	0
Acsl5	425.307692	0	0	1560	1523	813	899	320	307	0	0	0	0	107	0
Tgif1	424.692308	0	0	931	975	848	595	196	173	181	295	336	369	622	0
Ppp1r15b	424.230769	0	0	1241	996	750	644	409	287	0	249	168	280	491	0
Sema4c	424.153846	0	195	933	815	461	522	158	190	258	322	401	431	828	0
Snx27	423.076923	0	0	111	133	0	0	0	0	639	959	1067	990	1601	0
Meis1	423.000000	0	269	914	701	488	731	160	200	108	414	562	399	553	0
Zc3h10	422.615385	0	155	1023	957	459	731	281	213	184	363	312	342	474	0
Rpl41	422.615385	0	155	1023	957	459	731	281	213	184	363	312	342	474	0
Dsn1	422.615385	0	0	922	1078	566	457	195	189	0	432	574	613	468	0
Bcl2l15	422.384615	0	0	1184	1376	633	606	233	190	0	210	229	376	454	0
Lacc1	420.461538	0	188	0	0	0	0	0	0	514	1104	1116	1223	1321	0
Ccdc122	420.461538	0	188	0	0	0	0	0	0	514	1104	1116	1223	1321	0
Xrcc5	418.153846	0	162	1282	999	595	943	289	341	0	212	107	217	289	0
Niban2	418.153846	0	226	1252	1135	821	806	202	395	0	0	132	315	152	0
Rpl3	418.076923	0	0	1083	1010	498	499	191	170	195	349	448	455	537	0
Zbtb10	417.461538	0	0	1493	1167	811	811	239	205	0	0	224	214	263	0
Vav3	417.461538	0	0	976	725	605	579	274	239	0	333	276	597	823	0
Msh6	417.000000	0	0	999	1105	470	633	173	291	136	474	362	391	387	0
Eepd1	417.000000	0	0	998	792	604	722	287	226	178	325	237	290	762	0
Hcar2	416.923077	0	533	262	232	83	127	0	0	355	714	894	947	1273	0
Plekhh3	416.846154	0	175	752	750	475	523	266	220	225	498	305	601	629	0
