Target_genes	Myb|Average	SRX8737398|Bone_Marrow_Cells	SRX3889819|Embryonic_liver	SRX3889820|Embryonic_liver	SRX140366|MEL	SRX884094|MLL-AF9_leukemic_cell	SRX884095|MLL-AF9_leukemic_cell	STRING
C87436	163.666667	127	0	0	559	296	0	0
Wfdc11	163.166667	0	0	0	979	0	0	0
Tedc1	163.166667	154	0	0	731	94	0	0
Setd5	163.166667	0	0	0	979	0	0	0
Crip1	163.166667	154	0	0	731	94	0	0
Opa3	162.833333	123	0	0	656	198	0	0
Ddx49	162.666667	153	0	0	505	318	0	0
Cope	162.666667	153	0	0	505	318	0	0
Zfp263	162.500000	125	0	0	627	0	223	0
Tssc4	162.500000	140	0	0	706	129	0	0
Ube2v1	161.500000	0	368	385	104	112	0	0
Mlec	161.500000	137	0	0	648	184	0	0
Mettl25	161.333333	0	0	0	131	680	157	0
Ccdc59	161.333333	0	0	0	131	680	157	0
Wrn	161.166667	0	0	0	967	0	0	0
Purg	161.166667	0	0	0	967	0	0	0
Klhl22	161.166667	155	0	0	812	0	0	0
Heca	161.000000	0	0	0	966	0	0	0
H4c3	161.000000	130	0	0	659	177	0	0
H1f6	161.000000	130	0	0	659	177	0	0
Dpy19l4	161.000000	78	0	0	559	329	0	0
Esyt2	160.833333	0	0	0	655	310	0	0
Arhgap11a	160.500000	143	0	0	596	224	0	0
Gpn3	160.333333	185	0	0	634	143	0	0
Fam216a	160.333333	185	0	0	634	143	0	0
Malt1	159.666667	0	0	0	0	0	958	0
Vmn2r102	159.333333	256	0	0	560	140	0	0
Supv3l1	159.166667	369	0	0	390	196	0	0
Knl1	159.000000	0	0	0	705	249	0	0
Zfp821	158.833333	0	0	0	136	151	666	0
Notch3	158.833333	0	0	0	953	0	0	0
Specc1	157.666667	125	204	0	456	161	0	0
Ccdc88a	157.666667	144	0	0	635	167	0	0
Ubb	157.500000	97	0	0	720	128	0	0
H4c8	157.166667	0	0	0	742	201	0	0
H3c8	157.166667	0	0	0	742	201	0	0
H2ac10	157.166667	0	0	0	742	201	0	0
Zmat1	157.000000	121	0	0	821	0	0	0
Mark2	157.000000	109	0	0	833	0	0	0
Slc45a1	156.833333	0	0	0	851	90	0	0
Ercc2	156.833333	0	0	0	122	657	162	0
Gna15	156.333333	247	0	0	691	0	0	0
Fyco1	156.333333	0	0	0	453	485	0	0
Znhit3	155.833333	0	0	0	174	761	0	0
Ino80	155.833333	303	0	0	468	164	0	0
Cdc37l1	155.500000	102	0	0	589	242	0	0
Snca	155.166667	131	334	219	247	0	0	0
Rilpl1	155.166667	0	0	0	931	0	0	0
Poc5	154.500000	145	0	0	660	122	0	0
Nrtn	154.500000	0	404	246	277	0	0	0
Mphosph9	154.500000	232	0	0	695	0	0	0
Jmjd1c	154.500000	112	0	0	815	0	0	0
2810006K23Rik	154.500000	232	0	0	695	0	0	0
Dctn4	154.333333	83	0	0	695	148	0	0
Rps15	154.000000	110	0	0	656	158	0	0
Apc2	154.000000	110	0	0	656	158	0	0
Usp14	153.666667	0	0	0	922	0	0	0
Zmynd8	153.500000	182	418	139	182	0	0	0
Arhgef2	153.333333	114	0	0	806	0	0	0
Vps37a	153.166667	0	0	0	919	0	0	0
Cnot7	153.166667	0	0	0	919	0	0	0
Brf1	153.166667	0	0	0	919	0	0	0
Raver1	153.000000	198	0	0	582	138	0	0
Nicn1	152.833333	0	0	0	731	186	0	0
Nat10	152.833333	0	0	0	739	178	0	0
Slc45a4	152.666667	0	0	0	916	0	0	0
Rps27rt	152.166667	0	0	0	660	253	0	0
Rab13	152.166667	0	0	0	660	253	0	0
Psmb2	152.166667	0	0	0	150	763	0	0
Ank1	151.833333	141	357	221	192	0	0	0
Ppp6r2	151.666667	97	149	132	532	0	0	0
Marchf8	151.500000	0	0	0	752	157	0	0
Epb41	151.500000	125	207	146	431	0	0	0
Rbm14	151.166667	131	0	0	682	94	0	0
Morf4l1	151.166667	159	0	0	235	513	0	0
Gm21992	151.166667	131	0	0	682	94	0	0
Mat2b	150.833333	163	0	0	742	0	0	0
Lcp1	150.833333	0	397	151	292	65	0	0
Cabyr	150.833333	0	0	0	787	118	0	0
Rab44	150.000000	150	0	0	367	383	0	0
Drg2	149.666667	0	0	0	518	380	0	0
Cdc14a	149.666667	0	0	0	794	104	0	0
Xrcc2	149.333333	0	0	0	896	0	0	0
Tmem186	149.166667	92	0	0	688	115	0	0
Pmm2	149.166667	92	0	0	688	115	0	0
Tal1	148.833333	79	355	294	165	0	0	0
Klf1	148.833333	0	269	0	624	0	0	0
Wnk1	148.666667	183	0	0	531	178	0	0
Cwc25	148.500000	0	0	0	336	555	0	0
Cd34	148.500000	144	0	0	676	71	0	0
Hnrnpa2b1	148.333333	171	0	0	523	196	0	0
Cbx3	148.333333	171	0	0	523	196	0	0
Zadh2	148.166667	0	0	0	889	0	0	0
Tshz1	148.166667	0	0	0	889	0	0	0
Grm4	148.166667	0	0	0	751	138	0	0
Smyd1	148.000000	0	0	0	888	0	0	0
Alad	147.666667	81	353	107	345	0	0	0
Uqcrq	147.500000	127	0	0	758	0	0	0
Marchf6	147.500000	0	0	0	885	0	0	0
Gdf9	147.500000	127	0	0	758	0	0	0
Capg	147.500000	0	0	0	885	0	0	0
Pln	147.166667	107	0	0	776	0	0	0
Mllt10	147.166667	155	0	0	728	0	0	0
Def6	146.833333	134	0	0	489	258	0	0
Ubr4	146.500000	0	0	0	107	772	0	0
Kat2b	146.333333	268	0	0	610	0	0	0
H3c15	146.166667	147	0	0	557	173	0	0
H3c14	146.166667	147	0	0	557	173	0	0
H2ac19	146.166667	147	0	0	557	173	0	0
H2ac18	146.166667	147	0	0	557	173	0	0
Irf2bp2	146.000000	0	0	0	876	0	0	0
Fam117a	145.833333	0	239	182	454	0	0	0
Dgat1	145.833333	83	0	0	620	172	0	0
Fech	145.000000	115	236	167	352	0	0	0
Pcnx3	144.833333	106	0	0	518	245	0	0
Map3k11	144.833333	106	0	0	518	245	0	0
Slc39a9	144.666667	133	0	0	593	142	0	0
Erh	144.666667	133	0	0	593	142	0	0
Cmah	144.666667	104	208	97	459	0	0	0
Psme2	144.500000	112	0	0	755	0	0	0
Vps51	144.333333	132	0	0	381	241	112	0
Hmces	143.500000	0	0	0	758	103	0	0
Tmed2	143.333333	169	0	0	477	214	0	0
Otub2	143.333333	137	188	144	391	0	0	0
Ccl9	143.333333	150	0	0	609	101	0	0
Lgals1	143.000000	0	225	0	519	114	0	0
Cdc42ep4	142.666667	107	0	0	749	0	0	0
Vps28	141.833333	0	0	0	136	715	0	0
G6pc3	141.500000	0	0	0	849	0	0	0
Cbr4	141.166667	171	0	0	355	321	0	0
Ssx2ip	141.000000	0	113	129	604	0	0	0
Gle1	140.833333	0	0	0	164	547	134	0
U2surp	140.666667	170	0	0	437	237	0	0
Spi1	140.666667	246	0	0	308	290	0	0
Rps19bp1	140.666667	0	0	0	169	327	348	0
Reps2	140.666667	0	0	0	844	0	0	0
Zfp598	140.333333	0	0	0	421	212	209	0
Srebf1	140.333333	0	0	0	842	0	0	0
Nudt13	140.166667	0	0	0	457	384	0	0
Haus5	140.166667	0	0	0	172	669	0	0
Ptcd1	140.000000	0	0	0	158	682	0	0
Epb42	140.000000	142	296	273	129	0	0	0
Cpsf4	140.000000	0	0	0	158	682	0	0
Ndufs7	139.500000	236	0	0	329	272	0	0
Sirt4	139.333333	248	0	0	380	208	0	0
Ifna13	139.333333	0	0	0	357	255	224	0
Fam214b	139.333333	127	262	0	447	0	0	0
Mrpl20	139.166667	110	0	0	374	351	0	0
Nfkb1	139.000000	0	0	0	834	0	0	0
H4f16	138.833333	103	0	0	517	213	0	0
H2aj	138.833333	103	0	0	517	213	0	0
Arid2	138.833333	152	0	0	681	0	0	0
S1pr4	138.666667	0	0	0	584	248	0	0
Ptbp1	138.666667	135	0	0	595	102	0	0
Ncln	138.666667	0	0	0	584	248	0	0
Derl1	138.500000	0	0	0	831	0	0	0
Rasip1	138.333333	0	0	0	0	0	830	0
Izumo1	138.333333	0	0	0	0	0	830	0
Atg101	137.833333	155	0	0	393	279	0	0
Nsmaf	137.500000	127	239	136	323	0	0	0
Ndufaf1	137.500000	0	0	0	568	257	0	0
H3f3c	137.500000	0	0	0	568	257	0	0
Etnk1	137.500000	0	0	0	825	0	0	0
Clpb	137.500000	115	0	0	317	393	0	0
Tespa1	137.333333	75	0	0	749	0	0	0
Msl2	137.166667	0	0	0	823	0	0	0
Clcn3	137.166667	82	183	0	558	0	0	0
Pbdc1	137.000000	0	0	0	822	0	0	0
Ccdc142	137.000000	97	0	0	624	101	0	0
Csf2ra	136.833333	0	0	0	460	216	145	0
Nxpe4	136.666667	0	210	126	484	0	0	0
Wapl	136.166667	0	0	0	619	198	0	0
Ermap	136.166667	0	139	0	678	0	0	0
Tsen15	136.000000	0	0	0	696	120	0	0
Ptprj	136.000000	0	0	0	656	160	0	0
Ptpn6	135.833333	140	0	0	559	116	0	0
Gata2	135.833333	172	0	0	498	145	0	0
Slc14a1	135.666667	115	232	0	356	111	0	0
Phf7	135.000000	101	0	0	316	393	0	0
Milr1	135.000000	151	0	0	367	199	93	0
Bap1	135.000000	101	0	0	316	393	0	0
Upf1	134.833333	145	0	0	664	0	0	0
Grcc10	134.833333	140	0	0	559	110	0	0
Fam205a2	134.166667	0	0	0	805	0	0	0
Rad54l	133.666667	0	0	0	277	525	0	0
Mrps15	133.666667	0	0	0	0	701	101	0
Tgif1	133.500000	144	0	0	657	0	0	0
Lrrc8c	133.500000	0	0	0	801	0	0	0
Tti2	133.333333	88	0	0	610	102	0	0
Golga1	133.333333	0	0	0	706	94	0	0
Vps72	133.000000	0	0	0	374	424	0	0
Pip5k1a	133.000000	0	0	0	374	424	0	0
Pdzd8	132.833333	0	0	0	797	0	0	0
Spire2	132.500000	98	0	0	697	0	0	0
Cyth3	132.333333	122	251	113	308	0	0	0
Pde4a	132.166667	0	0	0	632	161	0	0
Sephs2	131.833333	186	0	0	416	189	0	0
Cox18	131.833333	175	0	0	409	207	0	0
Olfr417	131.500000	0	0	0	789	0	0	0
Itga4	131.500000	0	115	121	401	152	0	0
Hjurp	131.500000	207	0	0	293	289	0	0
Fam149b	131.500000	81	0	0	253	455	0	0
Ecd	131.500000	81	0	0	253	455	0	0
Camta1	131.500000	0	0	0	789	0	0	0
A730008H23Rik	131.500000	207	0	0	293	289	0	0
St3gal2	131.166667	0	221	140	167	259	0	0
Slc22a8	131.166667	157	0	0	495	135	0	0
Qsox1	131.166667	123	0	0	664	0	0	0
Ccar2	130.833333	0	0	0	619	166	0	0
Tmem164	130.666667	0	0	0	784	0	0	0
Tmco4	130.666667	0	0	0	784	0	0	0
Rnf186	130.666667	0	0	0	784	0	0	0
Foxp1	130.666667	195	0	0	270	319	0	0
Uros	130.500000	122	209	177	275	0	0	0
Rbm15	130.333333	84	0	0	590	108	0	0
Katnal1	130.333333	123	0	0	452	207	0	0
Slc33a1	130.166667	157	0	0	503	121	0	0
Sec22b	130.000000	0	0	0	448	332	0	0
Olfr66	130.000000	90	235	280	175	0	0	0
Ccdc39	130.000000	0	0	0	780	0	0	0
Ckap5	129.833333	0	0	0	647	132	0	0
Slfn14	129.333333	0	270	128	378	0	0	0
Golga7b	129.166667	0	0	0	775	0	0	0
Enkd1	129.166667	0	0	0	492	283	0	0
4933405L10Rik	129.166667	0	0	0	492	283	0	0
Tmem14c	129.000000	104	271	134	265	0	0	0
Myl12b	129.000000	236	0	0	0	454	84	0
Arf4	129.000000	0	0	0	660	114	0	0
Ifitm10	128.666667	0	0	195	577	0	0	0
Trpv5	128.333333	0	0	0	770	0	0	0
Tbc1d15	128.166667	0	0	0	769	0	0	0
Gm9949	128.166667	0	0	0	769	0	0	0
Adrb2	128.166667	0	0	0	769	0	0	0
Il17ra	128.000000	109	0	0	583	76	0	0
Ldlrad4	127.500000	187	127	100	351	0	0	0
Hemgn	127.166667	156	261	140	206	0	0	0
Gemin6	127.166667	0	0	0	638	125	0	0
Cers2	127.166667	0	0	0	763	0	0	0
Anxa9	127.166667	0	0	0	763	0	0	0
Thumpd3	127.000000	0	0	0	681	81	0	0
Rfx2	127.000000	0	0	0	622	140	0	0
Ppp1ccb	127.000000	122	0	0	407	233	0	0
Ppp1cc	127.000000	122	0	0	407	233	0	0
Slc43a3	126.833333	179	211	143	228	0	0	0
Hnrnpab	126.833333	0	0	0	696	65	0	0
Cnppd1	126.833333	0	0	0	659	102	0	0
Ptdss2	126.500000	178	358	0	223	0	0	0
Tubb1	126.333333	0	356	121	281	0	0	0
Coa3	126.333333	0	0	0	609	149	0	0
Cntd1	126.333333	0	0	0	609	149	0	0
Tnpo3	126.166667	274	0	0	371	112	0	0
Tmem229b	125.833333	114	0	0	465	176	0	0
Klf16	125.833333	113	193	0	254	195	0	0
Emc9	125.833333	0	0	0	755	0	0	0
Pklr	125.666667	0	264	0	490	0	0	0
Slc39a3	125.500000	163	0	0	331	259	0	0
Nin	125.500000	326	0	0	139	288	0	0
H4c14	125.166667	154	0	0	413	184	0	0
Spg7	125.000000	92	0	0	535	123	0	0
Dus1l	125.000000	0	0	0	377	373	0	0
Zscan22	124.833333	0	0	0	280	469	0	0
Prr14l	124.833333	0	0	0	749	0	0	0
Dapk3	124.666667	104	0	0	523	121	0	0
Chordc1	124.500000	0	0	0	566	181	0	0
Gp9	124.333333	119	216	0	411	0	0	0
Vpreb1	123.833333	139	0	0	327	277	0	0
Igll1	123.833333	139	0	0	327	277	0	0
Pgls	123.666667	326	151	0	155	110	0	0
Tcam1	123.500000	0	0	0	608	133	0	0
Smarcd2	123.500000	0	0	0	608	133	0	0
Slc35e1	123.500000	0	0	0	113	628	0	0
Wdr45b	123.333333	0	0	0	125	383	232	0
Pnpo	123.333333	0	272	199	269	0	0	0
Dusp23	123.333333	0	0	0	596	144	0	0
Zfp760	123.166667	0	423	316	0	0	0	0
Trim7	123.166667	0	0	0	452	287	0	0
Skp1	123.166667	107	0	0	527	105	0	0
Mtg1	123.166667	0	0	0	514	225	0	0
Klhl20	123.166667	0	0	0	239	500	0	0
Wdpcp	123.000000	0	0	0	738	0	0	0
Rmdn3	123.000000	122	0	0	168	448	0	0
Mdh1	123.000000	0	0	0	738	0	0	0
Fancd2	123.000000	0	0	0	307	431	0	0
Emc3	123.000000	0	0	0	307	431	0	0
Yars	122.666667	98	0	0	309	329	0	0
S100pbp	122.666667	98	0	0	309	329	0	0
Dnajb9	122.666667	0	0	0	598	138	0	0
Usp48	122.500000	0	0	0	503	232	0	0
Mapk14	122.500000	87	0	0	520	128	0	0
Slc7a5	122.333333	0	0	0	734	0	0	0
Rusf1	122.333333	0	131	0	603	0	0	0
Mllt3	122.333333	130	192	0	412	0	0	0
Rbm38	122.166667	201	0	0	423	109	0	0
Pet117	122.166667	0	0	0	239	494	0	0
Nek2	122.166667	123	0	0	458	152	0	0
Kat14	122.166667	0	0	0	239	494	0	0
Agbl5	122.000000	116	0	0	386	230	0	0
Sec11c	121.666667	64	0	0	541	125	0	0
Taok3	121.500000	0	0	0	0	627	102	0
Suds3	121.500000	0	0	0	0	627	102	0
Polr2j	121.500000	0	0	0	261	270	198	0
Gpam	121.500000	0	0	0	126	603	0	0
Tbc1d17	121.166667	98	0	0	466	163	0	0
Gal3st2b	121.166667	0	0	0	727	0	0	0
Akt1s1	121.166667	98	0	0	466	163	0	0
Uspl1	121.000000	87	0	0	430	209	0	0
Serf1	121.000000	0	0	0	239	487	0	0
Clp1	121.000000	0	0	0	550	176	0	0
Bdp1	121.000000	0	0	0	239	487	0	0
Hhex	120.833333	438	153	0	0	134	0	0
Heatr6	120.833333	116	0	0	406	203	0	0
Stx18	120.500000	0	0	0	422	301	0	0
Taf1c	120.333333	189	0	0	386	147	0	0
Rac2	120.333333	105	178	107	332	0	0	0
Adk	120.333333	87	0	0	523	112	0	0
A630001G21Rik	120.166667	116	0	0	228	274	103	0
Esrp2	120.000000	0	0	0	599	121	0	0
Znhit1	119.833333	0	0	0	596	123	0	0
Plod3	119.833333	0	0	0	596	123	0	0
Gpr146	119.833333	128	0	0	591	0	0	0
Ccdc15	119.833333	165	0	0	348	206	0	0
Zfp316	119.666667	125	0	0	593	0	0	0
Golt1a	119.666667	190	0	0	398	130	0	0
Mcph1	119.500000	268	0	158	291	0	0	0
Gpaa1	119.500000	115	0	0	323	279	0	0
Exosc4	119.500000	115	0	0	323	279	0	0
Cfap298	119.500000	149	0	0	220	348	0	0
Wdr60	119.333333	0	0	0	716	0	0	0
Mfsd4b5	119.333333	0	0	0	716	0	0	0
Klf7	119.333333	0	0	0	716	0	0	0
Mtfp1	119.166667	0	0	0	562	153	0	0
Nop14	118.833333	111	0	0	333	269	0	0
Grk4	118.833333	111	0	0	333	269	0	0
Npm2	118.666667	0	0	0	0	0	712	0
Cct8	118.666667	0	0	0	280	432	0	0
Gnb2	118.500000	199	0	0	338	174	0	0
Sirt2	118.333333	0	0	0	326	384	0	0
Rbsn	118.333333	0	0	0	244	466	0	0
Nfkbib	118.333333	0	0	0	326	384	0	0
Cenpa	118.333333	0	0	0	710	0	0	0
Ccdc77	118.333333	0	0	0	561	149	0	0
Stx16	118.000000	0	0	0	359	349	0	0
Slc39a11	118.000000	0	0	0	603	105	0	0
Lnpep	117.833333	185	0	0	394	128	0	0
Prkdc	117.666667	0	0	0	0	0	706	0
Zbtb49	117.500000	110	0	0	488	107	0	0
Vstm4	117.500000	0	0	0	0	0	705	0
Prkaa1	117.500000	114	0	0	591	0	0	0
Lyar	117.500000	110	0	0	488	107	0	0
Gna12	117.500000	0	0	0	705	0	0	0
Tob1	117.000000	184	0	0	518	0	0	0
Arhgap23	117.000000	0	350	136	216	0	0	0
Simc1	116.833333	0	0	0	701	0	0	0
Olfr1509	116.666667	132	0	0	446	122	0	0
Ubxn4	116.500000	0	0	0	539	160	0	0
Pkd2l2	116.500000	234	138	0	327	0	0	0
Caap1	116.500000	99	0	0	184	416	0	0
Commd4	116.333333	132	0	0	460	106	0	0
Asns	116.166667	0	134	0	563	0	0	0
Zfpm1	116.000000	0	222	272	202	0	0	0
Add1	115.833333	129	151	0	415	0	0	0
Nelfa	115.666667	0	0	0	257	437	0	0
Zgrf1	115.500000	133	0	0	416	144	0	0
Ssbp2	115.500000	0	0	0	693	0	0	0
Phf12	115.500000	0	0	0	423	270	0	0
Larp7	115.500000	133	0	0	416	144	0	0
Ttc37	115.333333	0	0	0	207	485	0	0
Scrib	115.333333	106	0	0	383	203	0	0
Nedd8	115.333333	102	0	0	318	272	0	0
Gmpr2	115.333333	102	0	0	318	272	0	0
Arsk	115.333333	0	0	0	207	485	0	0
Mrpl2	115.166667	0	0	0	77	614	0	0
Klc4	115.166667	0	0	0	77	614	0	0
Fbp2	115.166667	148	0	0	543	0	0	0
Cul7	115.166667	0	0	0	77	614	0	0
Thumpd1	115.000000	102	0	0	311	277	0	0
Ahctf1	115.000000	130	0	0	449	111	0	0
Tspan10	114.833333	0	0	0	416	273	0	0
Nploc4	114.833333	0	0	0	416	273	0	0
Cdk5rap3	114.833333	0	225	302	0	162	0	0
Zfp110	114.666667	151	0	0	377	160	0	0
H4c11	114.666667	125	0	0	410	153	0	0
Elp5	114.666667	132	0	0	296	260	0	0
Ctdnep1	114.666667	132	0	0	296	260	0	0
Bcap31	114.666667	128	0	0	462	98	0	0
Abcd1	114.666667	128	0	0	462	98	0	0
Mtmr7	114.500000	0	0	0	0	0	687	0
Bicral	114.500000	0	0	0	687	0	0	0
Rps9	114.333333	106	0	0	399	181	0	0
Toe1	114.166667	0	0	0	523	162	0	0
Mutyh	114.166667	0	0	0	523	162	0	0
Itgb1	114.166667	0	0	0	685	0	0	0
Heatr5a	114.166667	0	0	0	171	514	0	0
Frg1	114.166667	90	0	0	453	142	0	0
Parl	114.000000	114	0	0	487	83	0	0
Nme1	114.000000	129	0	0	311	244	0	0
Mettl26	114.000000	133	0	0	247	304	0	0
Kcnu1	114.000000	0	0	0	684	0	0	0
Ccnd3	114.000000	121	251	0	312	0	0	0
Ash2l	114.000000	0	0	0	684	0	0	0
Dock8	113.833333	219	0	0	464	0	0	0
Ube4a	113.666667	0	0	0	117	565	0	0
Gtf2h3	113.666667	0	0	0	178	504	0	0
Eif2b1	113.666667	0	0	0	178	504	0	0
1810058I24Rik	113.666667	0	0	0	682	0	0	0
Klhdc8b	113.500000	0	0	0	570	111	0	0
Ccdc71	113.500000	0	0	0	570	111	0	0
Zfp689	113.333333	81	0	0	345	254	0	0
Osbpl8	113.333333	0	0	0	680	0	0	0
Lrrc66	113.333333	144	0	0	536	0	0	0
Ptp4a3	113.166667	0	202	0	314	163	0	0
Tnk1	113.000000	99	178	163	238	0	0	0
Svbp	113.000000	0	0	0	678	0	0	0
Plxdc1	112.833333	94	0	0	285	298	0	0
Aptx	112.833333	147	0	0	127	403	0	0
Septin8	112.666667	0	0	0	676	0	0	0
Fbf1	112.666667	0	0	0	540	136	0	0
Trp53rka	112.500000	0	0	0	240	212	223	0
Steap3	112.333333	104	0	0	570	0	0	0
Pitx3	112.333333	0	0	0	570	104	0	0
Gbf1	112.333333	0	0	0	570	104	0	0
Tmem156	112.166667	107	0	0	451	115	0	0
Srrd	112.166667	0	0	0	0	673	0	0
Hps4	112.166667	0	0	0	0	673	0	0
Mrpl44	112.000000	0	0	0	351	321	0	0
Csnk1g2	112.000000	110	0	0	139	185	238	0
Uqcc1	111.500000	108	0	0	470	91	0	0
Rptor	111.500000	0	0	0	349	320	0	0
Sphk2	111.333333	98	0	0	111	459	0	0
Rpl18	111.333333	98	0	0	111	459	0	0
Psmb6	111.333333	0	0	0	391	277	0	0
Poldip3	111.333333	148	0	0	436	84	0	0
Nprl2	111.333333	0	0	0	449	219	0	0
Fam83e	111.333333	98	0	0	111	459	0	0
Cyb561d2	111.333333	0	0	0	449	219	0	0
Map4k1	111.166667	131	0	0	452	84	0	0
Lig4	111.166667	0	0	0	529	138	0	0
Gne	111.166667	0	0	0	237	430	0	0
Eif3k	111.166667	131	0	0	452	84	0	0
Amz2	111.166667	114	0	0	444	109	0	0
Abhd13	111.166667	0	0	0	529	138	0	0
Wbp1	111.000000	96	0	0	405	165	0	0
Ino80b	111.000000	96	0	0	405	165	0	0
Ing5	111.000000	79	0	0	511	76	0	0
Dtymk	111.000000	79	0	0	511	76	0	0
Stat3	110.833333	135	0	0	252	278	0	0
Golph3	110.833333	0	0	0	665	0	0	0
Gm10710	110.833333	0	0	0	665	0	0	0
Atp5g2	110.833333	73	0	0	240	156	196	0
Setd3	110.666667	0	0	0	400	264	0	0
Ccnk	110.666667	0	0	0	400	264	0	0
Sowaha	110.500000	0	0	0	663	0	0	0
Ppm1g	110.500000	0	0	0	527	136	0	0
Mfsd13b	110.500000	0	0	0	663	0	0	0
Fam169a	110.500000	0	0	0	663	0	0	0
Cdr2	110.500000	0	0	0	663	0	0	0
Txnl4b	110.333333	132	0	0	287	243	0	0
Trap1	110.333333	95	0	0	299	268	0	0
Taf9	110.333333	153	0	0	303	206	0	0
Rad17	110.333333	153	0	0	303	206	0	0
Mlst8	110.333333	0	0	0	121	541	0	0
F2	110.333333	0	0	0	662	0	0	0
Dhx38	110.333333	132	0	0	287	243	0	0
Akirin1	110.333333	0	0	0	490	172	0	0
Ak6	110.333333	153	0	0	303	206	0	0
Sf3b1	110.166667	129	0	0	532	0	0	0
Gins3	110.166667	0	0	0	201	460	0	0
Eef2k	110.166667	195	0	0	278	188	0	0
Acsl6	110.166667	0	0	0	661	0	0	0
Pcid2	110.000000	100	101	0	253	206	0	0
Cul4a	110.000000	100	101	0	253	206	0	0
Slc23a3	109.833333	0	0	0	659	0	0	0
Add2	109.833333	0	0	0	659	0	0	0
Taco1	109.666667	74	0	0	365	219	0	0
Erdr1	109.333333	0	0	0	656	0	0	0
Tm9sf3	109.166667	173	0	0	362	120	0	0
Pak6	109.166667	0	0	0	655	0	0	0
Msmb	109.166667	0	149	202	304	0	0	0
Mrpl1	109.166667	108	0	0	307	240	0	0
Fan1	109.166667	0	0	0	118	450	87	0
Golga7	109.000000	0	0	0	501	153	0	0
Nlrp10	108.833333	94	0	0	377	182	0	0
Eif3f	108.833333	94	0	0	377	182	0	0
Cmas	108.666667	136	129	0	387	0	0	0
Wwox	108.500000	0	0	0	260	176	215	0
Olfr414	108.500000	0	0	0	651	0	0	0
Nipa1	108.500000	99	98	105	349	0	0	0
Lrch4	108.500000	164	0	0	306	181	0	0
Fbxo24	108.500000	164	0	0	306	181	0	0
Ccrl2	108.500000	142	276	136	97	0	0	0
Trub2	108.333333	168	0	0	295	187	0	0
Nrros	108.166667	0	0	0	649	0	0	0
Mrs2	108.166667	0	0	0	473	176	0	0
C2cd5	108.166667	152	0	0	160	337	0	0
Tmem222	108.000000	120	0	0	263	265	0	0
Prss34	108.000000	0	0	0	648	0	0	0
Hnrnpul1	108.000000	148	0	0	407	93	0	0
Prpf19	107.666667	151	0	0	385	110	0	0
Gps2	107.666667	0	160	0	355	131	0	0
Zfp933	107.500000	0	0	0	540	105	0	0
Usp32	107.500000	178	0	0	467	0	0	0
Ly6g5c	107.500000	0	0	0	645	0	0	0
Calm2	107.500000	140	0	0	385	120	0	0
Gar1	107.333333	61	0	0	309	274	0	0
Frat2	107.333333	122	0	0	444	78	0	0
Wee1	107.166667	92	0	0	551	0	0	0
Rragd	107.166667	112	253	278	0	0	0	0
Tmem29	107.000000	0	0	0	642	0	0	0
6030468B19Rik	107.000000	0	422	220	0	0	0	0
Mbd1	106.833333	192	0	0	276	173	0	0
Cpped1	106.833333	106	0	0	403	132	0	0
Eif1ad	106.666667	205	0	0	311	124	0	0
Banf1	106.666667	205	0	0	311	124	0	0
Rb1cc1	106.500000	156	0	0	483	0	0	0
Tut1	106.333333	0	0	0	354	284	0	0
Ppp1r35	106.333333	0	0	0	449	189	0	0
Mbd2	106.333333	72	102	0	464	0	0	0
Cyren	106.333333	0	0	0	487	151	0	0
Uhrf2	106.166667	167	0	0	364	106	0	0
Wdr36	106.000000	0	0	0	192	444	0	0
Urod	105.833333	0	247	151	138	99	0	0
Hectd3	105.833333	0	247	151	138	99	0	0
Rasa3	105.666667	117	0	0	388	129	0	0
Mynn	105.666667	0	0	0	402	232	0	0
Dcaf11	105.666667	105	0	0	358	171	0	0
Actrt3	105.666667	0	0	0	402	232	0	0
Nop58	105.500000	198	0	0	265	170	0	0
Kcne3	105.500000	0	0	0	552	81	0	0
Tnip3	105.333333	0	0	0	632	0	0	0
Dhx33	105.333333	0	0	0	338	294	0	0
Vim	105.166667	0	0	0	631	0	0	0
Alox5	105.166667	0	0	0	631	0	0	0
Sh3gl1	104.833333	116	0	0	393	120	0	0
Nup214	104.833333	0	0	0	151	478	0	0
Chaf1a	104.833333	116	0	0	393	120	0	0
Atp5b	104.833333	0	0	0	629	0	0	0
Tmod3	104.666667	185	230	0	213	0	0	0
Ptpre	104.666667	0	0	0	628	0	0	0
Ints1	104.666667	349	0	0	172	107	0	0
Tmem167b	104.500000	98	0	0	130	399	0	0
Arrdc2	104.500000	125	111	180	211	0	0	0
Rangap1	104.333333	114	0	0	329	183	0	0
Dele1	104.333333	0	0	0	626	0	0	0
Zfp143	104.166667	278	0	0	217	130	0	0
Zdhhc5	104.166667	90	0	0	395	140	0	0
Wdr62	104.166667	85	0	0	540	0	0	0
Vps37b	104.166667	0	0	0	439	186	0	0
Mrgpre	104.166667	0	0	0	625	0	0	0
Aqp8	104.166667	102	104	184	235	0	0	0
Zbtb40	104.000000	133	0	0	321	170	0	0
Setdb1	104.000000	0	0	0	508	116	0	0
Zfp607a	103.833333	85	0	0	272	0	266	0
Wdr74	103.833333	0	0	0	365	258	0	0
Sfxn3	103.833333	142	0	0	481	0	0	0
Pdzd7	103.833333	142	0	0	481	0	0	0
