Target_genes	Clock|Average	SRX1098141|Beta-TC-6	SRX7525068|Gastrocnemius_muscle	SRX7525069|Gastrocnemius_muscle	DRX011942|Liver	DRX011943|Liver	DRX011944|Liver	DRX011945|Liver	DRX011946|Liver	DRX011947|Liver	DRX011948|Liver	DRX011949|Liver	DRX011950|Liver	DRX011951|Liver	DRX011952|Liver	DRX011953|Liver	DRX011954|Liver	DRX011955|Liver	DRX011956|Liver	DRX011957|Liver	DRX011958|Liver	DRX011959|Liver	DRX011960|Liver	DRX011961|Liver	SRX131982|Liver	SRX285121|Liver	SRX285122|Liver	SRX285123|Liver	SRX285124|Liver	SRX285125|Liver	SRX285126|Liver	SRX285127|Liver	SRX285128|Liver	SRX285129|Liver	SRX285130|Liver	SRX285131|Liver	SRX285132|Liver	SRX414999|Liver	SRX415000|Liver	SRX4416878|Liver	SRX4416879|Liver	SRX4416880|Liver	SRX4416881|Liver	SRX4416892|Liver	SRX4416894|Liver	SRX4416896|Liver	SRX4416898|Liver	SRX710452|Liver	SRX710446|NIH/3T3	SRX710447|NIH/3T3	SRX710448|NIH/3T3	SRX710449|NIH/3T3	SRX710450|NIH/3T3	SRX710451|NIH/3T3	STRING
Slc41a1	287.509434	0	1582	2278	0	0	0	0	0	0	0	0	0	0	467	593	655	320	588	0	0	120	379	63	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	426	1059	951	606	1328	447	905	837	414	0	0	0	0	0	0	0	0
Abhd6	284.490566	0	0	0	842	269	367	351	677	324	408	360	669	659	297	335	0	236	309	543	391	293	453	429	713	295	221	276	196	321	299	453	334	360	632	281	0	481	322	142	106	0	295	233	164	114	0	628	0	0	0	0	0	0	0
Herpud1	283.698113	188	1292	1464	0	0	0	0	0	0	0	0	0	0	262	302	389	0	515	0	0	100	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1350	1053	1665	1616	694	1362	311	850	1064	0	0	0	0	0	0	0	0	0
Trpm7	283.037736	0	1818	2233	0	0	0	0	0	0	0	0	0	0	240	200	632	0	357	0	0	135	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	331	1370	1116	598	1159	730	900	1145	576	0	0	0	0	0	0	0	0
Napa	281.566038	0	1562	2079	0	0	0	0	0	0	0	0	0	0	258	438	604	247	601	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1266	605	1222	1158	325	1207	555	974	688	644	0	0	0	0	0	0	0	0
Phf1	278.018868	0	1002	1264	0	0	0	0	0	0	0	0	0	0	511	572	418	286	612	0	0	139	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605	792	1001	959	897	1211	715	839	1096	340	0	0	0	0	0	0	0	0
Ccdc88c	277.452830	0	1744	2277	0	0	0	0	0	0	0	0	0	0	108	181	268	0	146	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	266	1447	1112	908	1352	849	1489	1068	386	0	0	0	0	0	0	0	0
Sertad1	275.509434	0	849	987	0	0	0	0	0	0	0	0	0	0	383	808	723	281	709	0	0	114	656	122	0	0	0	0	0	0	0	0	0	0	0	0	0	1221	626	1091	795	823	1427	696	995	881	415	0	0	0	0	0	0	0	0
Xndc1	275.339623	0	1418	2159	0	0	0	0	0	0	0	0	0	0	582	505	511	193	563	0	0	156	362	92	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	283	1254	845	488	901	701	1222	730	547	0	0	0	0	0	0	0	0
Rnf121	275.339623	0	1418	2159	0	0	0	0	0	0	0	0	0	0	582	505	511	193	563	0	0	156	362	92	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	283	1254	845	488	901	701	1222	730	547	0	0	0	0	0	0	0	0
AW549877	274.358491	0	1539	2080	0	0	0	0	0	0	0	0	0	0	273	550	624	195	356	0	0	138	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1813	613	1109	820	543	971	666	807	657	418	0	0	0	0	0	0	0	0
Pgm2l1	274.320755	103	1955	2581	0	0	0	0	0	0	0	0	0	0	351	338	444	132	423	0	0	155	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	306	1364	963	465	1161	636	907	628	235	0	0	0	0	0	0	0	0
Ccne2	274.264151	126	952	1173	0	0	0	0	0	0	0	0	0	0	413	358	559	0	268	0	0	223	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051	239	1213	1024	1083	1356	839	1441	1118	533	0	0	0	0	0	0	0	0
Slc35a5	273.528302	0	1136	1762	0	0	0	0	0	0	0	0	0	0	189	282	367	186	495	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	405	1466	999	606	1428	1109	1423	971	642	0	0	0	0	0	0	0	0
Atg3	273.528302	0	1136	1762	0	0	0	0	0	0	0	0	0	0	189	282	367	186	495	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	405	1466	999	606	1428	1109	1423	971	642	0	0	0	0	0	0	0	0
Atxn3	272.396226	278	1087	1822	0	0	0	0	0	0	0	0	0	0	0	331	278	0	382	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307	539	1468	1202	930	1572	607	948	763	460	0	0	0	0	0	0	0	0
Phf23	271.735849	0	986	1446	0	0	0	0	0	0	0	0	0	0	530	1004	682	122	823	0	0	158	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	423	1244	1112	598	1370	557	603	600	198	0	0	0	0	0	0	0	0
Dvl2	271.735849	0	986	1446	0	0	0	0	0	0	0	0	0	0	530	1004	682	122	823	0	0	158	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	423	1244	1112	598	1370	557	603	600	198	0	0	0	0	0	0	0	0
Ubald1	270.490566	0	1521	1791	0	0	0	0	0	0	0	0	0	0	198	144	166	0	168	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023	858	1342	1262	787	1596	822	882	842	533	0	0	0	0	0	0	0	0
Usp2	270.358491	0	874	1045	0	0	0	0	0	0	0	0	0	0	541	632	856	331	615	0	84	191	663	102	0	0	0	0	0	0	0	0	0	0	0	0	0	1029	814	1040	914	583	1051	590	870	954	550	0	0	0	0	0	0	0	0
Mex3d	263.641509	0	1095	1584	0	0	0	0	0	0	0	0	0	0	179	328	205	0	227	0	0	217	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	134	1650	1306	806	1481	662	1137	1235	311	0	0	0	0	0	0	0	0
Usp36	261.867925	0	1727	2030	0	0	0	0	0	0	0	0	0	0	206	615	422	0	369	0	0	182	395	113	0	0	0	0	0	0	0	0	0	0	0	0	0	1390	804	1105	784	489	993	586	528	849	292	0	0	0	0	0	0	0	0
Tulp4	260.226415	118	1037	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	1658	1435	1296	1984	890	1305	1371	621	0	0	0	0	0	0	0	0
Vmn2r4	260.169811	0	0	0	401	605	766	820	602	630	948	701	353	395	294	383	244	198	343	0	606	538	172	191	469	375	394	0	346	412	377	172	0	0	490	0	0	401	482	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0
Eif5a2	259.754717	157	2299	2642	0	0	0	0	0	0	0	0	0	0	276	747	533	123	249	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	240	1019	789	511	966	439	566	450	190	0	0	0	0	0	0	0	0
Utp11	259.528302	0	1222	1228	0	0	0	0	0	0	0	0	0	0	400	607	502	199	691	0	0	127	546	89	0	0	0	0	0	0	0	0	0	0	0	0	0	1451	318	1032	654	583	1123	712	963	989	319	0	0	0	0	0	0	0	0
Cops7a	258.264151	0	1344	1835	0	0	0	0	0	0	0	0	0	0	165	462	409	188	455	0	0	93	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	565	1205	900	543	1028	696	926	775	514	0	0	0	0	0	0	0	0
Ndufa6	258.150943	0	1032	1480	0	0	0	0	0	0	0	0	0	0	458	542	440	263	1095	0	0	229	571	86	0	0	0	0	0	0	0	0	0	0	0	0	0	1282	792	807	692	527	882	660	642	882	320	0	0	0	0	0	0	0	0
Olfr806	257.603774	0	0	0	876	333	320	544	776	332	543	499	670	692	418	359	257	334	291	708	384	319	371	444	830	219	0	0	269	0	195	338	228	215	462	195	0	335	366	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0
Osbpl2	256.924528	121	1694	2149	0	0	0	0	0	0	0	0	0	0	135	0	263	0	262	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471	352	1269	729	515	1299	724	900	933	580	0	0	0	0	0	0	0	0
Dusp7	256.471698	0	1231	1687	0	0	0	0	0	0	0	0	0	0	447	736	771	462	777	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1222	429	1001	799	539	941	371	561	536	421	0	0	0	0	0	0	0	0
Gga2	256.433962	0	1241	1583	0	0	0	0	0	0	0	0	0	0	362	580	601	188	467	0	0	113	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	304	1184	849	659	1377	607	785	851	386	0	0	0	0	0	0	0	0
Fnip1	255.245283	0	1446	2029	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	280	1357	1090	790	1458	945	917	854	659	0	0	0	0	0	0	0	0
Wwox	253.264151	0	345	467	776	407	487	452	691	426	457	592	607	562	428	391	275	362	386	678	413	261	570	502	794	0	0	162	0	186	0	315	202	215	219	0	0	282	0	0	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0
Serpina16	252.358491	0	0	0	0	0	0	0	0	0	0	0	0	0	232	230	427	287	342	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226	266	1497	1314	945	1977	752	1502	1424	490	0	0	0	0	0	0	0	0
Zcwpw1	252.245283	0	1633	1885	0	0	0	0	0	0	0	0	0	0	295	308	377	203	465	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	286	1282	1082	740	1195	362	609	1129	307	0	0	0	0	0	0	0	0
Mepce	252.245283	0	1633	1885	0	0	0	0	0	0	0	0	0	0	295	308	377	203	465	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	286	1282	1082	740	1195	362	609	1129	307	0	0	0	0	0	0	0	0
Gstt2	251.245283	126	395	747	0	0	0	0	0	0	0	0	0	0	576	414	615	232	565	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	216	1407	1173	845	1398	626	1285	1027	406	0	0	0	0	0	0	0	0
Ptp4a2	250.698113	0	1113	1377	0	0	0	0	0	0	0	0	0	0	307	457	275	0	583	0	0	129	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802	428	1145	1084	708	1233	676	894	981	657	0	0	0	0	0	0	0	0
Zswim7	250.056604	0	1096	1367	0	0	0	0	0	0	0	0	0	0	0	0	258	0	103	0	0	127	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	1634	957	744	1385	1104	1551	1281	572	0	0	0	0	0	0	0	0
Ypel5	250.056604	0	1869	2069	0	0	0	0	0	0	0	0	0	0	299	178	160	249	476	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1591	692	1119	768	593	925	482	767	536	307	0	0	0	0	0	0	0	0
Ttc19	250.056604	0	1096	1367	0	0	0	0	0	0	0	0	0	0	0	0	258	0	103	0	0	127	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	1634	957	744	1385	1104	1551	1281	572	0	0	0	0	0	0	0	0
Phospho1	249.849057	0	840	1209	0	0	0	0	0	0	0	0	0	0	377	367	627	0	291	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121	391	1197	870	768	1531	908	954	984	489	0	0	0	0	0	0	0	0
Eps15l1	248.886792	0	1779	2019	0	0	0	0	0	0	0	0	0	0	204	259	319	0	552	0	0	0	202	118	0	0	0	0	0	0	0	0	0	0	0	0	0	1278	607	1156	762	643	1090	481	618	659	445	0	0	0	0	0	0	0	0
Slc20a1	247.962264	0	976	1327	0	0	0	0	0	0	0	0	0	0	318	550	552	139	285	0	0	90	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	661	949	1118	676	1147	761	939	571	360	0	0	0	0	0	0	0	0
Sertad2	247.433962	0	1395	1681	0	0	0	0	0	0	0	0	0	0	179	0	0	0	293	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	341	1032	941	708	1449	1211	1000	1069	729	0	0	0	0	0	0	0	0
Pcbp1	247.245283	0	972	1291	0	0	0	0	0	0	0	0	0	0	156	144	337	0	199	0	0	0	381	78	0	0	0	0	0	0	0	0	0	0	0	0	0	1047	829	1384	1142	717	1312	641	732	1421	321	0	0	0	0	0	0	0	0
Cep295	246.075472	0	828	1039	0	0	0	0	0	0	0	0	0	0	342	487	910	250	779	0	0	111	664	161	0	0	0	0	0	0	0	0	0	0	0	0	0	1710	277	933	941	364	1022	524	494	819	387	0	0	0	0	0	0	0	0
Atl3	244.320755	0	598	715	0	0	0	0	0	0	0	0	0	0	427	372	423	90	477	0	0	213	393	93	0	0	0	0	0	0	0	0	0	0	0	0	0	1073	624	1233	779	760	1158	842	1174	1189	316	0	0	0	0	0	0	0	0
Osbpl5	244.226415	0	907	1165	0	0	0	0	0	0	0	0	0	0	251	483	512	252	418	0	0	91	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540	510	1141	761	637	938	634	808	1089	415	0	0	0	0	0	0	0	0
Zfp91	243.528302	0	630	836	0	0	0	0	0	0	0	0	0	0	380	484	546	224	636	0	0	196	432	103	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	748	795	864	610	1247	508	657	1159	432	0	0	0	0	0	0	0	0
Lpxn	243.528302	0	630	836	0	0	0	0	0	0	0	0	0	0	380	484	546	224	636	0	0	196	432	103	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	748	795	864	610	1247	508	657	1159	432	0	0	0	0	0	0	0	0
Marchf8	242.905660	0	1019	1360	0	0	0	0	0	0	0	0	0	0	381	449	527	217	341	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1351	382	1007	820	690	1149	619	871	718	406	0	0	0	0	0	0	0	0
Smim14	240.924528	0	915	839	0	0	0	0	0	0	0	0	0	0	205	249	237	177	716	0	0	185	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	351	1094	827	793	1379	768	1205	1142	562	0	0	0	0	0	0	0	0
Pbld2	239.075472	0	1518	1846	0	0	0	0	0	0	0	0	0	0	245	346	301	0	417	0	0	0	270	113	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	504	809	493	545	1090	604	976	934	448	0	0	0	0	0	0	0	0
Hnrnph3	239.075472	0	1518	1846	0	0	0	0	0	0	0	0	0	0	245	346	301	0	417	0	0	0	270	113	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	504	809	493	545	1090	604	976	934	448	0	0	0	0	0	0	0	0
Kmt2c	238.830189	0	572	914	0	0	0	0	0	0	0	0	0	0	505	566	640	83	686	0	78	324	558	90	0	0	0	0	0	0	0	0	0	0	0	0	0	1199	591	691	570	729	1285	311	894	1045	327	0	0	0	0	0	0	0	0
Agmat	238.433962	0	0	0	0	0	0	0	0	0	0	0	0	0	327	239	379	227	380	0	0	0	379	150	0	0	0	0	0	0	0	0	0	0	0	0	0	862	738	1397	1001	967	1606	955	1149	1397	484	0	0	0	0	0	0	0	0
Slc30a1	238.150943	0	1629	2176	0	0	0	0	0	0	0	0	0	0	0	147	170	0	413	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	578	918	764	569	1016	607	871	855	571	0	0	0	0	0	0	0	0
Dis3l2	237.490566	0	1006	1482	0	0	0	0	0	0	0	0	0	0	110	175	371	168	312	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538	736	1157	1014	424	965	702	1137	680	534	0	0	0	0	0	0	0	0
Ino80	235.943396	0	1252	1389	0	0	0	0	0	0	0	0	0	0	257	440	349	196	375	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384	562	1162	1009	488	1173	394	612	565	396	0	0	0	0	0	0	0	0
Golga5	235.452830	0	788	1141	0	0	0	0	0	0	0	0	0	0	235	225	415	158	622	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1452	227	1185	996	521	1219	552	946	1093	400	0	0	0	0	0	0	0	0
Plag1	234.132075	0	1162	1444	0	0	0	0	0	0	0	0	0	0	479	574	414	103	821	0	0	374	471	124	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	348	821	734	376	665	552	494	793	252	0	0	0	0	0	0	0	0
Insig1	233.320755	0	825	1002	0	0	0	0	0	0	0	0	0	0	153	191	352	164	284	0	0	121	391	125	0	0	0	0	0	0	0	0	0	0	0	0	0	1436	1347	947	675	530	973	652	851	987	360	0	0	0	0	0	0	0	0
Il31ra	232.150943	444	0	0	156	284	285	281	392	214	263	194	242	148	267	260	219	173	343	145	270	437	230	191	932	161	251	0	326	172	210	0	0	0	503	0	0	459	428	297	323	389	318	185	226	673	232	247	0	356	0	178	0	0	0
Ski	230.924528	0	1089	1443	0	0	0	0	0	0	0	0	0	0	314	263	169	334	495	0	0	271	364	213	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	890	839	598	1294	614	860	1174	431	0	0	0	0	0	0	0	0
Atp2b1	230.660377	0	1186	1727	0	0	0	0	0	0	0	0	0	0	209	254	226	211	363	0	0	241	313	153	0	0	0	0	0	0	0	0	0	0	0	0	0	965	656	952	890	513	1039	393	886	839	209	0	0	0	0	0	0	0	0
Car5a	230.471698	0	273	386	0	0	0	0	0	0	0	0	0	0	323	245	475	272	211	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	780	1163	1106	825	1612	576	1003	1086	303	0	0	0	0	0	0	0	0
E030018B13Rik	229.358491	0	548	557	0	0	0	0	0	0	0	0	0	0	296	631	484	237	586	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	592	779	765	731	1394	654	809	869	304	0	0	0	0	0	0	0	0
Nfe2l2	229.207547	0	976	1297	0	0	0	0	0	0	0	0	0	0	213	291	352	131	261	0	0	198	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	1124	906	766	463	788	590	867	729	509	0	0	0	0	0	0	0	0
Hoga1	228.094340	0	645	1008	0	0	0	0	0	0	0	0	0	0	498	948	733	476	679	0	0	176	801	96	0	0	0	0	0	0	0	0	0	0	0	0	0	980	465	622	802	519	769	341	659	660	212	0	0	0	0	0	0	0	0
Pla2g6	227.811321	0	848	1533	0	0	0	0	0	0	0	0	0	0	87	104	223	235	588	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1550	824	739	704	552	1035	742	754	832	506	0	0	0	0	0	0	0	0
Lss	226.207547	0	789	1437	0	0	0	0	0	0	0	0	0	0	236	489	501	224	573	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1554	684	698	575	358	986	585	903	631	481	0	0	0	0	0	0	0	0
Gid4	226.169811	0	853	1556	0	0	0	0	0	0	0	0	0	0	617	533	438	114	779	0	153	468	419	201	0	0	0	0	0	0	0	0	0	0	0	0	0	1250	325	908	648	388	800	329	439	512	257	0	0	0	0	0	0	0	0
Qk	225.528302	0	835	1278	0	0	0	0	0	0	0	0	0	0	221	208	235	0	257	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1467	614	1066	919	649	1080	767	1121	665	282	0	0	0	0	0	0	0	0
Arl4a	225.528302	0	1017	1163	0	0	0	0	0	0	0	0	0	0	148	319	341	0	251	0	0	287	474	165	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	297	1113	512	731	1506	525	740	928	293	0	0	0	0	0	0	0	0
Tmem222	225.169811	0	341	624	0	0	0	0	0	0	0	0	0	0	216	187	330	248	449	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	230	1191	1107	790	1086	773	1282	1206	654	0	0	0	0	0	0	0	0
Sec24a	225.037736	0	698	1031	0	0	0	0	0	0	0	0	0	0	211	351	402	144	381	0	0	158	369	135	0	0	0	0	0	0	0	0	0	0	0	0	0	1573	1104	981	753	646	978	432	592	799	189	0	0	0	0	0	0	0	0
Rbm4b	223.377358	0	416	687	0	0	0	0	0	0	0	0	0	0	438	426	555	302	723	0	0	278	415	135	0	0	0	0	0	0	0	0	0	0	0	0	0	945	226	1020	786	659	1265	506	783	1008	266	0	0	0	0	0	0	0	0
Gm3448	223.339623	0	676	882	0	0	0	0	0	0	0	0	0	0	251	176	270	115	476	0	0	135	345	118	0	0	0	0	0	0	0	0	0	0	0	0	0	895	294	1471	1119	669	1169	575	779	886	536	0	0	0	0	0	0	0	0
Gm3417	223.339623	0	676	882	0	0	0	0	0	0	0	0	0	0	251	176	270	115	476	0	0	135	345	118	0	0	0	0	0	0	0	0	0	0	0	0	0	895	294	1471	1119	669	1169	575	779	886	536	0	0	0	0	0	0	0	0
Vps13a	223.264151	0	1135	1536	0	0	0	0	0	0	0	0	0	0	167	218	276	0	244	0	0	120	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	452	1153	824	526	1204	676	951	913	406	0	0	0	0	0	0	0	0
Atf7	222.622642	0	1054	1500	0	0	0	0	0	0	0	0	0	0	202	285	330	99	206	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1825	933	1203	726	306	793	520	699	582	327	0	0	0	0	0	0	0	0
Ttc39b	222.490566	0	581	1036	0	0	0	0	0	0	0	0	0	0	185	192	124	0	180	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	794	1288	849	643	1273	885	1010	1140	468	0	0	0	0	0	0	0	0
St6gal1	222.207547	0	0	0	0	0	0	0	0	0	0	0	0	0	257	407	453	396	312	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	270	1157	908	855	1403	784	1147	1335	415	0	0	0	0	0	0	0	0
Mfsd3	222.056604	0	694	1040	0	0	0	0	0	0	0	0	0	0	397	686	542	276	743	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	744	886	749	362	1082	376	656	469	235	0	0	0	0	0	0	0	0
Gpt	222.056604	0	694	1040	0	0	0	0	0	0	0	0	0	0	397	686	542	276	743	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	744	886	749	362	1082	376	656	469	235	0	0	0	0	0	0	0	0
Ppp1r15b	221.981132	0	1010	1722	0	0	0	0	0	0	0	0	0	0	351	528	386	89	491	0	0	79	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	723	701	575	476	958	450	625	1040	324	0	0	0	0	0	0	0	0
Dnajc16	221.811321	0	1272	1686	0	0	0	0	0	0	0	0	0	0	337	370	484	0	493	0	129	232	210	106	0	0	0	0	0	0	0	0	0	0	0	0	0	856	219	939	892	492	968	430	553	870	218	0	0	0	0	0	0	0	0
Casp9	221.811321	0	1272	1686	0	0	0	0	0	0	0	0	0	0	337	370	484	0	493	0	129	232	210	106	0	0	0	0	0	0	0	0	0	0	0	0	0	856	219	939	892	492	968	430	553	870	218	0	0	0	0	0	0	0	0
Cdyl	220.792453	0	1027	1325	0	0	0	0	0	0	0	0	0	0	0	0	283	0	149	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082	291	1205	831	601	1280	660	993	1031	460	0	0	0	0	0	0	0	0
Gamt	218.735849	0	1217	1686	0	0	0	0	0	0	0	0	0	0	452	465	645	206	614	0	0	133	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	398	1081	537	320	697	414	592	696	241	0	0	0	0	0	0	0	0
Dazap1	218.735849	0	1217	1686	0	0	0	0	0	0	0	0	0	0	452	465	645	206	614	0	0	133	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	398	1081	537	320	697	414	592	696	241	0	0	0	0	0	0	0	0
Maco1	217.150943	0	1384	2007	0	0	0	0	0	0	0	0	0	0	187	272	458	347	580	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1679	733	575	668	290	461	324	561	581	246	0	0	0	0	0	0	0	0
Ifrd2	217.056604	77	477	748	0	0	0	0	0	0	0	0	0	0	262	424	454	204	279	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	420	1311	1024	506	1034	626	1078	799	291	0	0	0	0	0	0	0	0
Rnf13	216.849057	0	990	1181	0	0	0	0	0	0	0	0	0	0	105	191	580	560	477	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	499	785	588	634	952	577	767	896	283	0	0	0	0	0	0	0	0
Tcte3	216.830189	0	676	849	0	0	0	0	0	0	0	0	0	0	251	176	252	115	476	0	0	73	345	117	0	0	0	0	0	0	0	0	0	0	0	0	0	895	294	1424	1119	548	1169	575	716	886	536	0	0	0	0	0	0	0	0
Inmt	216.415094	0	0	0	0	0	0	0	0	0	0	0	0	0	445	454	558	386	428	0	0	0	705	92	0	0	0	0	0	0	0	0	0	0	0	0	0	899	356	1060	878	691	1402	670	1026	1200	220	0	0	0	0	0	0	0	0
Marchf9	216.150943	0	1392	1819	0	0	0	0	0	0	0	0	0	0	0	332	161	0	325	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	239	1194	969	571	1103	554	756	515	406	0	0	0	0	0	0	0	0
Cdk4	216.150943	0	1392	1819	0	0	0	0	0	0	0	0	0	0	0	332	161	0	325	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	239	1194	969	571	1103	554	756	515	406	0	0	0	0	0	0	0	0
L3hypdh	216.037736	0	352	794	0	0	0	0	0	0	0	0	0	0	220	352	642	247	385	0	0	125	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400	365	576	607	775	1152	686	1158	1023	250	0	0	0	0	0	0	0	0
Jkamp	216.037736	0	352	794	0	0	0	0	0	0	0	0	0	0	220	352	642	247	385	0	0	125	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400	365	576	607	775	1152	686	1158	1023	250	0	0	0	0	0	0	0	0
Bcat2	215.849057	0	701	1038	0	0	0	0	0	0	0	0	0	0	349	495	692	199	224	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247	560	912	638	612	1302	456	700	591	263	0	0	0	0	0	0	0	0
Zfp526	215.603774	118	187	252	0	0	0	0	0	0	0	0	0	0	277	555	925	372	459	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048	300	785	763	996	1739	605	524	561	228	0	0	0	0	0	0	0	0
Dedd2	215.603774	118	187	252	0	0	0	0	0	0	0	0	0	0	277	555	925	372	459	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048	300	785	763	996	1739	605	524	561	228	0	0	0	0	0	0	0	0
Repin1	215.358491	0	651	999	0	0	0	0	0	0	0	0	0	0	141	270	274	137	338	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146	919	928	761	673	1199	570	754	922	382	0	0	0	0	0	0	0	0
Gm5111	215.358491	0	651	999	0	0	0	0	0	0	0	0	0	0	141	270	274	137	338	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146	919	928	761	673	1199	570	754	922	382	0	0	0	0	0	0	0	0
Ube2g1	214.924528	0	872	1137	0	0	0	0	0	0	0	0	0	0	305	409	279	170	667	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304	638	711	889	420	992	289	812	703	370	0	0	0	0	0	0	0	0
