Target_genes	Nfix|Average	SRX7895562|Cerebellum_neural_progenitors	SRX7895563|Cerebellum_neural_progenitors	SRX10118211|HPC5	SRX10118213|HPC5	SRX10118215|HPC5	SRX10118216|HPC5	STRING
Cyp4f18	116.333333	0	0	441	257	0	0	0
Snx22	116.166667	124	90	327	156	0	0	0
Olfr1510	116.000000	0	0	534	162	0	0	0
Pdf	115.833333	0	0	242	143	310	0	0
Gnb5	115.833333	165	530	0	0	0	0	0
Gm5165	115.833333	0	0	276	0	419	0	0
Gle1	115.833333	0	373	181	0	141	0	0
Trpm3	115.666667	230	464	0	0	0	0	0
Tcp11l2	115.666667	0	130	398	166	0	0	0
Ube2j2	115.500000	119	408	166	0	0	0	0
Tcte1	115.333333	150	542	0	0	0	0	0
Arl8a	115.333333	0	0	465	227	0	0	0
Actb	115.333333	0	0	298	155	239	0	0
Gbp10	115.000000	268	422	0	0	0	0	0
Slc25a16	114.833333	127	387	175	0	0	0	0
Scgb2b12	114.833333	0	0	242	447	0	0	0
Scgb1b12	114.833333	0	0	242	447	0	0	0
Uqcc2	114.666667	0	0	460	104	124	0	0
Lrrc45	114.500000	0	179	349	159	0	0	0
Cenpx	114.500000	0	179	349	159	0	0	0
Ube2g2	114.333333	224	339	123	0	0	0	0
Rsad2	114.000000	0	0	412	272	0	0	0
Ciart	114.000000	0	0	211	0	473	0	0
Zfp428	113.833333	0	120	274	0	289	0	0
Zfp579	113.666667	130	330	222	0	0	0	0
Klf10	113.333333	0	96	234	146	204	0	0
Glipr2	113.333333	130	0	318	232	0	0	0
Stx1a	113.166667	218	461	0	0	0	0	0
G3bp1	113.166667	0	0	577	0	102	0	0
Il16	112.833333	139	418	120	0	0	0	0
Abr	112.833333	125	170	245	0	137	0	0
Ilvbl	112.500000	215	368	0	0	92	0	0
Wnt9a	112.333333	150	524	0	0	0	0	0
Usp6nl	112.333333	0	143	271	0	260	0	0
Sox4	112.333333	0	0	292	137	245	0	0
Ccin	112.166667	189	484	0	0	0	0	0
8030462N17Rik	112.000000	141	353	178	0	0	0	0
Yy1	111.833333	0	82	178	79	332	0	0
Hspa14	111.666667	0	0	249	0	421	0	0
Cdnf	111.666667	0	0	249	0	421	0	0
Shf	111.500000	110	467	92	0	0	0	0
Wwox	111.000000	268	220	178	0	0	0	0
Olfr411	111.000000	0	112	293	261	0	0	0
Jund	111.000000	0	178	266	135	87	0	0
Usf2	110.833333	0	0	223	136	306	0	0
Gatad2a	110.666667	0	81	456	0	127	0	0
Plch2	110.500000	213	450	0	0	0	0	0
Olfr1254	110.500000	0	0	367	296	0	0	0
Kcne1l	110.500000	187	337	139	0	0	0	0
Cyp2j13	110.500000	162	501	0	0	0	0	0
Faap100	110.333333	0	164	272	226	0	0	0
Wnk1	109.833333	0	0	249	111	299	0	0
Lacc1	109.833333	0	238	276	145	0	0	0
Hdac7	109.833333	311	348	0	0	0	0	0
Ccdc122	109.833333	0	238	276	145	0	0	0
Cbfa2t3	109.666667	188	470	0	0	0	0	0
Hpcal1	109.500000	0	0	482	175	0	0	0
Sorl1	109.333333	276	279	0	0	101	0	0
Nfix	109.333333	0	154	304	83	115	0	0
Kmt2e	109.000000	124	116	256	158	0	0	0
Elf2	108.833333	0	0	204	131	318	0	0
Psd3	108.666667	101	551	0	0	0	0	0
Smc4	108.333333	0	0	180	120	350	0	0
Ift80	108.333333	0	0	180	120	350	0	0
Hmgn2	108.333333	0	211	278	0	161	0	0
Efhd2	108.333333	323	327	0	0	0	0	0
Gpr142	108.166667	199	450	0	0	0	0	0
Btbd17	108.166667	199	450	0	0	0	0	0
Scgb2b19	107.833333	0	0	232	415	0	0	0
Scgb1b19	107.833333	0	0	232	415	0	0	0
Acvrl1	107.500000	0	0	391	254	0	0	0
Dusp1	107.166667	0	320	194	129	0	0	0
Purb	107.000000	0	142	196	0	304	0	0
Trpv2	106.666667	0	140	241	198	61	0	0
Dctn4	106.666667	0	75	302	263	0	0	0
Clnk	106.500000	119	520	0	0	0	0	0
Calhm2	106.500000	0	0	444	195	0	0	0
Scgb2b7	106.333333	0	0	252	386	0	0	0
Scgb1b7	106.333333	0	0	252	386	0	0	0
Nuak2	106.333333	0	0	313	325	0	0	0
Aars2	106.166667	0	158	299	180	0	0	0
Vps26c	106.000000	0	159	128	160	189	0	0
Frg2f1	105.833333	0	123	241	0	271	0	0
Foxj3	105.833333	0	123	241	0	271	0	0
Rgcc	105.666667	0	0	110	140	384	0	0
Neurod2	105.666667	135	499	0	0	0	0	0
Mmgt2	105.666667	0	0	634	0	0	0	0
Gnb2	105.666667	86	255	194	0	99	0	0
Washc4	105.166667	0	0	313	0	318	0	0
Tada1	105.000000	0	138	212	0	280	0	0
Psme1	104.833333	0	0	451	178	0	0	0
Fitm1	104.833333	0	0	451	178	0	0	0
Ajm1	104.833333	121	428	80	0	0	0	0
Kcnk15	104.666667	0	141	262	225	0	0	0
Ifna13	104.500000	0	0	178	0	161	288	0
Ifi44	104.500000	0	0	448	179	0	0	0
Lnpep	104.000000	119	217	128	0	160	0	0
Atp6v0a1	104.000000	0	0	415	209	0	0	0
Tnfsf13	103.833333	176	333	114	0	0	0	0
Senp3	103.833333	176	333	114	0	0	0	0
Pxylp1	103.833333	101	245	131	0	146	0	0
Nr1h4	103.833333	0	0	359	264	0	0	0
Kcng4	103.833333	204	419	0	0	0	0	0
S100a5	103.666667	0	0	438	184	0	0	0
S100a4	103.666667	0	0	438	184	0	0	0
S100a3	103.666667	0	0	438	184	0	0	0
Exd1	103.666667	0	114	130	0	378	0	0
Chp1	103.666667	0	114	130	0	378	0	0
Rela	103.333333	0	140	355	125	0	0	0
Btbd11	103.333333	192	428	0	0	0	0	0
Cnot8	103.166667	165	320	134	0	0	0	0
Nos2	103.000000	271	347	0	0	0	0	0
Ugp2	102.833333	0	0	324	0	293	0	0
Prmt6	102.833333	0	122	164	110	221	0	0
Myl9	102.833333	0	0	427	190	0	0	0
Usp22	102.666667	0	0	230	118	268	0	0
Lrp11	102.500000	146	181	196	0	92	0	0
Ptma	102.333333	0	235	174	77	128	0	0
E2f2	102.333333	0	126	386	102	0	0	0
Lmo4	102.166667	0	0	163	104	346	0	0
Galt	102.166667	0	196	317	100	0	0	0
Tbc1d10c	102.000000	155	457	0	0	0	0	0
Selenbp1	102.000000	0	0	439	173	0	0	0
Ppp1ca	102.000000	155	457	0	0	0	0	0
Gclc	102.000000	154	326	132	0	0	0	0
Ccny	101.666667	0	0	195	202	213	0	0
Dtx4	101.333333	0	173	289	146	0	0	0
Cdh5	101.333333	0	222	283	103	0	0	0
Pim1	101.000000	0	0	192	119	295	0	0
Elavl2	100.666667	275	329	0	0	0	0	0
Ifit1bl1	100.500000	0	0	312	291	0	0	0
Hnrnpd	100.500000	0	109	186	127	181	0	0
Clic4	100.166667	0	0	445	156	0	0	0
Prickle2	100.000000	237	363	0	0	0	0	0
Mob4	100.000000	0	185	245	91	79	0	0
Ssbp2	99.833333	141	230	228	0	0	0	0
Slit1	99.833333	222	377	0	0	0	0	0
Pm20d2	99.833333	209	390	0	0	0	0	0
Celsr3	99.833333	0	262	204	0	133	0	0
Ampd3	99.833333	220	379	0	0	0	0	0
Ccl7	99.500000	0	113	281	203	0	0	0
Kif17	99.166667	0	0	124	108	363	0	0
Hspb3	99.166667	178	417	0	0	0	0	0
Rorc	99.000000	340	254	0	0	0	0	0
Eapp	99.000000	0	136	458	0	0	0	0
Rab5b	98.833333	0	0	462	0	131	0	0
Esyt2	98.833333	0	125	329	139	0	0	0
Snx15	98.500000	0	121	111	0	359	0	0
Cdk13	98.333333	0	0	122	114	354	0	0
Hnrnpf	98.166667	0	0	244	0	345	0	0
Gstm6	98.166667	129	460	0	0	0	0	0
Ankhd1	98.166667	0	81	229	177	102	0	0
Rps2	98.000000	0	0	285	0	303	0	0
Rnf151	98.000000	0	0	285	0	303	0	0
Ndufb10	98.000000	0	0	285	0	303	0	0
Mthfr	98.000000	0	147	211	230	0	0	0
Hif3a	98.000000	0	100	342	146	0	0	0
Clcn6	98.000000	0	147	211	230	0	0	0
Ccnd3	97.833333	0	166	277	0	144	0	0
Cby3	97.833333	0	0	440	147	0	0	0
Tmem51	97.666667	121	465	0	0	0	0	0
Gas2	97.666667	0	132	245	0	209	0	0
Fancf	97.666667	0	132	245	0	209	0	0
Rnf130	97.500000	0	0	215	0	370	0	0
Mast3	97.500000	173	412	0	0	0	0	0
Eif1b	97.500000	0	258	327	0	0	0	0
Tsc22d1	97.333333	0	227	188	0	169	0	0
Taf1d	97.166667	0	0	384	199	0	0	0
Pag1	97.166667	132	354	97	0	0	0	0
Bmf	97.166667	151	287	145	0	0	0	0
4931406C07Rik	97.166667	0	0	384	199	0	0	0
Prmt3	96.666667	0	0	278	0	302	0	0
Ap5b1	96.166667	0	109	188	0	280	0	0
Sytl3	96.000000	0	576	0	0	0	0	0
Neto2	96.000000	0	0	191	99	286	0	0
Inf2	96.000000	0	394	94	0	88	0	0
Fut11	96.000000	0	0	291	104	181	0	0
Sod1	95.833333	0	178	325	72	0	0	0
Sirt4	95.833333	0	156	419	0	0	0	0
Lpar5	95.833333	153	422	0	0	0	0	0
Isg20	95.833333	0	0	397	178	0	0	0
C77080	95.833333	119	333	0	0	123	0	0
Asrgl1	95.833333	309	194	72	0	0	0	0
Dhrs11	95.500000	0	173	140	97	163	0	0
Tex14	95.333333	0	105	467	0	0	0	0
Zc3h6	95.166667	0	121	259	101	90	0	0
Tmem232	95.166667	0	128	242	201	0	0	0
Tbl1xr1	95.166667	118	271	182	0	0	0	0
Zfp623	95.000000	0	253	174	0	143	0	0
Plpp7	95.000000	123	447	0	0	0	0	0
F8a	94.833333	0	257	312	0	0	0	0
Mthfd1	94.666667	0	0	176	0	392	0	0
Zbtb26	94.500000	129	189	170	0	79	0	0
Vstm4	94.500000	329	238	0	0	0	0	0
Rabgap1	94.500000	129	189	170	0	79	0	0
Ndufaf6	94.333333	0	0	244	230	92	0	0
Siah2	94.166667	0	0	138	0	427	0	0
Nfat5	94.166667	79	219	267	0	0	0	0
Scyl3	93.833333	135	311	117	0	0	0	0
Rassf4	93.833333	156	186	128	93	0	0	0
Prepl	93.833333	91	250	222	0	0	0	0
Cdk11b	93.833333	121	184	258	0	0	0	0
Camkmt	93.833333	91	250	222	0	0	0	0
Xpo6	93.666667	114	186	127	0	135	0	0
Lims1	93.666667	116	264	182	0	0	0	0
Inka1	93.666667	0	0	212	103	247	0	0
Cnksr3	93.666667	0	0	189	0	373	0	0
St6galnac6	93.500000	186	375	0	0	0	0	0
Eif4a1	93.500000	0	81	194	115	171	0	0
Rcbtb2	93.333333	0	185	184	0	191	0	0
Fes	93.166667	0	0	146	92	321	0	0
Cntn2	93.166667	132	427	0	0	0	0	0
Prdm9	93.000000	0	0	220	147	191	0	0
Ccdc149	93.000000	0	163	259	0	136	0	0
Cdk2ap1	92.833333	192	214	151	0	0	0	0
Mtus2	92.666667	0	175	258	123	0	0	0
Prkacb	92.333333	115	288	151	0	0	0	0
Frem1	92.333333	220	334	0	0	0	0	0
Alyref2	92.166667	0	112	441	0	0	0	0
Akr1b3	92.166667	0	0	223	202	128	0	0
Stambpl1	92.000000	0	0	318	146	88	0	0
Masp1	92.000000	181	371	0	0	0	0	0
Csf1	92.000000	0	135	266	0	151	0	0
Tph2	91.833333	149	402	0	0	0	0	0
Hmgb1	91.833333	0	0	251	70	230	0	0
Pja2	91.166667	121	311	0	115	0	0	0
Oga	91.000000	0	119	269	0	158	0	0
Gdi2	91.000000	0	98	226	0	222	0	0
Gpbp1	90.833333	0	0	235	0	310	0	0
Gadd45b	90.833333	0	0	313	0	232	0	0
Lrif1	90.666667	0	98	279	0	167	0	0
Plcd4	90.500000	180	363	0	0	0	0	0
Ttc21a	90.333333	0	135	249	158	0	0	0
Slc2a9	90.333333	0	0	196	0	237	109	0
Lurap1	90.333333	151	391	0	0	0	0	0
Itga7	90.333333	151	391	0	0	0	0	0
Gorasp1	90.333333	0	135	249	158	0	0	0
Imp3	90.000000	107	360	73	0	0	0	0
Slc13a2	89.833333	0	0	274	265	0	0	0
Pou2f1	89.833333	0	138	232	0	169	0	0
Pard3	89.833333	89	450	0	0	0	0	0
Alkbh5	89.833333	0	0	203	91	245	0	0
Zfp821	89.666667	193	228	117	0	0	0	0
Trim9	89.666667	166	282	90	0	0	0	0
Tom1l2	89.500000	0	189	241	107	0	0	0
Hrh1	89.500000	184	353	0	0	0	0	0
Hnrnpc	89.500000	0	0	435	0	102	0	0
Drc3	89.500000	0	189	241	107	0	0	0
Smad5	89.333333	0	146	260	130	0	0	0
Gabpa	89.333333	180	356	0	0	0	0	0
Atp5j	89.333333	180	356	0	0	0	0	0
Akna	89.333333	222	226	88	0	0	0	0
Stum	89.166667	0	0	407	128	0	0	0
Rap2a	89.166667	164	276	95	0	0	0	0
Eif4g3	89.166667	0	180	274	0	81	0	0
Vps37a	89.000000	0	0	338	196	0	0	0
Cnot7	89.000000	0	0	338	196	0	0	0
Cep41	89.000000	0	133	212	0	189	0	0
Nudt9	88.833333	0	246	113	0	174	0	0
Ntn3	88.833333	0	120	186	0	227	0	0
Hsd11b1	88.666667	104	428	0	0	0	0	0
Glul	88.666667	0	233	98	0	201	0	0
Sarnp	88.500000	0	145	222	164	0	0	0
Rps5	88.500000	175	356	0	0	0	0	0
Rnf225	88.500000	175	356	0	0	0	0	0
Pdcl3	88.500000	0	0	263	268	0	0	0
Ormdl2	88.500000	0	145	222	164	0	0	0
Iqcn	88.500000	0	178	266	0	87	0	0
Mcam	88.333333	133	263	134	0	0	0	0
Cmbl	88.333333	0	0	287	243	0	0	0
Adgrg6	88.166667	0	0	329	200	0	0	0
Ube2q2	88.000000	0	0	247	0	281	0	0
Ube2d3	88.000000	0	192	170	0	166	0	0
Brwd1	88.000000	160	193	97	0	78	0	0
Zbtb8os	87.833333	132	263	132	0	0	0	0
Rbbp4	87.833333	132	263	132	0	0	0	0
Fzd7	87.833333	139	388	0	0	0	0	0
Adamtsl2	87.833333	227	300	0	0	0	0	0
Romo1	87.666667	0	0	189	0	337	0	0
Rfesd	87.666667	0	253	130	0	143	0	0
Nfs1	87.666667	0	0	189	0	337	0	0
Fech	87.500000	86	168	154	0	117	0	0
Spata25	87.333333	0	133	282	0	109	0	0
Neurl2	87.333333	0	133	282	0	109	0	0
Ctsa	87.333333	0	133	282	0	109	0	0
Pradc1	87.166667	0	290	118	0	115	0	0
Ppm1a	87.166667	0	0	284	136	103	0	0
Nutf2	87.166667	115	193	215	0	0	0	0
Cct7	87.166667	0	290	118	0	115	0	0
Tmcc2	87.000000	0	0	129	0	393	0	0
Crybg3	87.000000	119	403	0	0	0	0	0
Anapc4	87.000000	0	255	267	0	0	0	0
Phospho1	86.666667	0	0	267	138	115	0	0
Mnd1	86.666667	0	158	261	0	101	0	0
Ltbp3	86.666667	0	222	155	143	0	0	0
Lrrc75b	86.666667	178	342	0	0	0	0	0
H2-L	86.666667	0	0	223	91	206	0	0
H2-D1	86.666667	0	0	223	91	206	0	0
Taf12	86.500000	0	77	442	0	0	0	0
Enpp6	86.500000	0	0	262	257	0	0	0
9230019H11Rik	86.500000	0	0	166	129	224	0	0
Telo2	86.333333	0	188	155	0	175	0	0
Paqr7	86.333333	0	0	217	211	90	0	0
Mybpc3	86.333333	0	518	0	0	0	0	0
Meox1	86.333333	153	218	147	0	0	0	0
Fosl1	86.166667	0	0	402	115	0	0	0
Bcl7b	86.166667	0	150	148	0	219	0	0
Tmem185b	86.000000	0	0	183	0	333	0	0
Prpf18	86.000000	0	383	133	0	0	0	0
N4bp2	86.000000	0	124	263	129	0	0	0
Ltc4s	86.000000	0	0	375	141	0	0	0
Klhl22	86.000000	0	0	234	0	282	0	0
Tpcn1	85.833333	0	0	317	0	198	0	0
Tmem39a	85.833333	0	417	98	0	0	0	0
Iqcd	85.833333	0	0	317	0	198	0	0
Gng3	85.833333	0	0	341	174	0	0	0
Enc1	85.833333	0	0	348	167	0	0	0
Bscl2	85.833333	0	0	341	174	0	0	0
Ppa2	85.666667	0	139	202	173	0	0	0
Ly6e	85.500000	0	421	92	0	0	0	0
Epn1	85.500000	0	0	171	104	238	0	0
Smtn	85.333333	0	121	131	74	186	0	0
H1f0	85.333333	0	91	319	0	102	0	0
Zfp663	85.166667	0	0	263	248	0	0	0
Mpp3	85.166667	237	274	0	0	0	0	0
Dcun1d5	85.166667	0	113	249	149	0	0	0
Eif4g2	84.833333	0	105	152	107	145	0	0
Nsmf	84.500000	121	386	0	0	0	0	0
Ccni	84.500000	0	264	243	0	0	0	0
2010109A12Rik	84.500000	0	264	243	0	0	0	0
Spire2	84.333333	0	0	255	251	0	0	0
Phc2	84.333333	176	330	0	0	0	0	0
Nsun3	84.166667	0	115	148	0	242	0	0
Notch3	84.166667	0	0	252	253	0	0	0
Ccdc182	84.166667	111	394	0	0	0	0	0
Ccn5	84.000000	261	243	0	0	0	0	0
Trak2	83.833333	120	234	85	0	64	0	0
Tacr1	83.833333	186	317	0	0	0	0	0
Scd4	83.833333	0	149	125	229	0	0	0
Kdm8	83.833333	0	0	144	0	359	0	0
Iqsec3	83.833333	0	0	357	146	0	0	0
Atp6v0c	83.833333	189	314	0	0	0	0	0
Amdhd2	83.833333	189	314	0	0	0	0	0
Tubb4b	83.666667	0	117	130	103	152	0	0
Rpn2	83.666667	0	148	199	0	155	0	0
Rnf220	83.666667	0	0	247	99	156	0	0
Per1	83.666667	0	102	269	131	0	0	0
Mroh8	83.666667	0	148	199	0	155	0	0
Mgat4a	83.666667	159	223	120	0	0	0	0
Snapc5	83.500000	0	0	194	148	159	0	0
Slc37a1	83.500000	0	0	340	161	0	0	0
Sec31a	83.500000	0	255	246	0	0	0	0
Fndc10	83.166667	0	362	137	0	0	0	0
Ccm2	83.166667	0	248	125	0	126	0	0
Frmd4a	82.833333	0	274	223	0	0	0	0
Agap1	82.833333	141	140	137	79	0	0	0
Zbtb38	82.666667	0	237	181	0	78	0	0
Vamp2	82.666667	0	212	114	0	170	0	0
Mbd6	82.666667	0	358	138	0	0	0	0
Ddit3	82.666667	0	358	138	0	0	0	0
Slc35b1	82.500000	0	391	104	0	0	0	0
Pdss1	82.500000	121	291	83	0	0	0	0
Gapdh	82.500000	0	0	203	0	292	0	0
Bms1	82.500000	83	280	132	0	0	0	0
Rimbp3	82.333333	115	288	91	0	0	0	0
Naa10	82.333333	0	102	225	167	0	0	0
Serpine2	82.166667	284	209	0	0	0	0	0
Naaa	82.166667	253	240	0	0	0	0	0
Hp1bp3	82.166667	0	0	207	75	211	0	0
Cmtm1	82.166667	131	362	0	0	0	0	0
Cilp	82.166667	171	322	0	0	0	0	0
Ccdc9b	82.166667	0	123	207	163	0	0	0
Dhrs7	82.000000	0	158	334	0	0	0	0
Akap8l	82.000000	174	318	0	0	0	0	0
Tal2	81.666667	0	0	306	184	0	0	0
Rpl32	81.666667	0	237	125	0	128	0	0
Pir	81.666667	0	0	243	247	0	0	0
Ier2	81.666667	0	126	131	0	233	0	0
Chac2	81.666667	0	0	334	156	0	0	0
Rnasek	81.500000	0	0	188	94	207	0	0
Resf1	81.500000	0	407	82	0	0	0	0
Nol11	81.500000	0	231	258	0	0	0	0
0610010K14Rik	81.500000	0	0	188	94	207	0	0
Yrdc	81.333333	128	205	155	0	0	0	0
Trim21	81.333333	0	145	178	165	0	0	0
Sp100	81.333333	91	397	0	0	0	0	0
Prlhr	81.333333	201	287	0	0	0	0	0
Naa50	81.333333	0	162	210	116	0	0	0
Myadm	81.333333	0	0	346	142	0	0	0
Mknk2	81.333333	0	0	309	179	0	0	0
Atp6v1a	81.333333	0	162	210	116	0	0	0
1110065P20Rik	81.333333	128	205	155	0	0	0	0
Npepl1	81.166667	0	0	161	100	226	0	0
Col16a1	81.166667	124	363	0	0	0	0	0
Otud1	81.000000	0	0	205	160	121	0	0
Gadd45gip1	81.000000	153	333	0	0	0	0	0
Dlc1	81.000000	137	349	0	0	0	0	0
Calm2	81.000000	106	258	122	0	0	0	0
Xrcc2	80.833333	0	166	174	145	0	0	0
Mak16	80.833333	0	0	129	119	237	0	0
Gatd1	80.833333	0	246	239	0	0	0	0
Zpbp	80.666667	0	180	194	0	110	0	0
Spata48	80.666667	0	180	194	0	110	0	0
C9orf72	80.666667	109	277	98	0	0	0	0
Tmem97	80.500000	0	118	265	0	100	0	0
Ip6k2	80.500000	0	142	199	142	0	0	0
Bmp2k	80.500000	0	200	162	0	121	0	0
Ercc6l	80.333333	0	0	286	196	0	0	0
Dip2b	80.333333	0	0	234	0	248	0	0
Capn10	80.333333	0	131	145	0	206	0	0
Baz1a	80.333333	0	0	193	112	177	0	0
Selenot	80.166667	139	342	0	0	0	0	0
Pfn3	80.166667	0	0	198	179	104	0	0
Csrnp1	80.166667	0	0	284	197	0	0	0
Stra6	80.000000	153	327	0	0	0	0	0
Mrpl39	80.000000	0	148	201	0	131	0	0
Gulp1	80.000000	185	295	0	0	0	0	0
Fth1	80.000000	0	268	112	0	100	0	0
Cops7a	80.000000	0	0	289	0	191	0	0
Fam162a	79.666667	0	0	261	217	0	0	0
Ccdc58	79.666667	0	0	261	217	0	0	0
B3gat1	79.666667	149	329	0	0	0	0	0
Smim5	79.500000	0	0	317	160	0	0	0
Rwdd1	79.333333	170	232	74	0	0	0	0
Tssk6	79.166667	0	0	218	0	257	0	0
Ndufa13	79.166667	0	0	218	0	257	0	0
Usp10	79.000000	0	0	228	0	246	0	0
Ints3	79.000000	0	152	80	0	242	0	0
Efna4	79.000000	177	297	0	0	0	0	0
Cnpy3	79.000000	0	263	211	0	0	0	0
Amd2	79.000000	0	170	201	0	103	0	0
Amd1	79.000000	0	170	201	0	103	0	0
Cacna2d4	78.833333	172	301	0	0	0	0	0
Slc17a7	78.666667	147	325	0	0	0	0	0
Rasgrp3	78.666667	0	180	292	0	0	0	0
Il22ra1	78.666667	124	348	0	0	0	0	0
Socs3	78.500000	102	205	164	0	0	0	0
Qk	78.500000	116	118	237	0	0	0	0
Gm3448	78.500000	0	115	255	0	101	0	0
Gm3417	78.500000	0	115	255	0	101	0	0
Fxyd1	78.500000	0	0	471	0	0	0	0
Fam174c	78.500000	0	0	161	0	310	0	0
Cirbp	78.500000	0	0	161	0	310	0	0
Cdkn2aipnl	78.500000	0	255	216	0	0	0	0
Zeb2	78.333333	0	0	146	125	199	0	0
Timm22	78.333333	150	320	0	0	0	0	0
Smox	78.333333	218	252	0	0	0	0	0
Rfx2	78.333333	0	182	159	0	129	0	0
Ccr6	78.333333	0	0	353	117	0	0	0
Ncoa7	78.166667	0	128	226	115	0	0	0
Limd2	78.166667	0	0	130	0	339	0	0
Tac2	78.000000	186	282	0	0	0	0	0
Nup107	78.000000	0	112	356	0	0	0	0
Car5a	78.000000	0	0	298	170	0	0	0
Banp	78.000000	0	0	298	170	0	0	0
Zfp143	77.833333	0	0	222	0	0	245	0
Trim41	77.666667	0	179	158	0	129	0	0
Tmem144	77.666667	112	354	0	0	0	0	0
Tcte3	77.666667	0	115	255	0	96	0	0
Jarid2	77.666667	0	163	166	0	137	0	0
Hadh	77.666667	0	123	195	148	0	0	0
Gm5148	77.666667	0	0	293	173	0	0	0
Ermard	77.666667	0	115	255	0	96	0	0
Syf2	77.500000	0	136	329	0	0	0	0
Smoc1	77.500000	135	330	0	0	0	0	0
Isyna1	77.500000	0	0	292	173	0	0	0
Dhx36	77.500000	139	208	118	0	0	0	0
Snx12	77.333333	0	156	308	0	0	0	0
Ran	77.333333	0	0	105	83	276	0	0
Hmga1b	77.333333	0	134	213	117	0	0	0
Hmga1	77.333333	0	134	213	117	0	0	0
Fitm2	77.333333	0	160	164	0	140	0	0
Ibtk	77.166667	99	174	190	0	0	0	0
Hemk1	77.166667	0	0	299	164	0	0	0
Atmin	77.166667	0	99	166	0	198	0	0
Pnkd	77.000000	109	253	0	0	100	0	0
Msl2	77.000000	0	0	141	108	213	0	0
Cipc	77.000000	122	340	0	0	0	0	0
Rpl12	76.666667	0	0	208	110	142	0	0
Repin1	76.666667	0	229	231	0	0	0	0
Nrde2	76.666667	0	0	173	125	162	0	0
Lrsam1	76.666667	0	0	208	110	142	0	0
Gm5111	76.666667	0	229	231	0	0	0	0
Zan	76.500000	229	230	0	0	0	0	0
Tox2	76.500000	0	0	267	0	192	0	0
Rtn4r	76.500000	0	332	127	0	0	0	0
Rrbp1	76.500000	0	0	214	0	245	0	0
Eva1c	76.500000	0	0	343	116	0	0	0
Etnk1	76.500000	0	128	214	0	117	0	0
Epo	76.500000	229	230	0	0	0	0	0
Zfp148	76.333333	0	361	97	0	0	0	0
Jun	76.333333	102	150	206	0	0	0	0
Blnk	76.333333	142	316	0	0	0	0	0
Vangl2	76.166667	0	163	191	0	103	0	0
Lrrc8b	76.166667	0	116	112	0	229	0	0
Txndc16	76.000000	0	78	251	0	127	0	0
Tuba8	76.000000	0	0	247	209	0	0	0
Gpr137c	76.000000	0	78	251	0	127	0	0
Tmem178	75.833333	0	455	0	0	0	0	0
Ppp2ca	75.833333	0	121	241	0	93	0	0
Riok3	75.666667	128	326	0	0	0	0	0
Kansl1l	75.666667	77	146	231	0	0	0	0
Prdm11	75.333333	171	137	144	0	0	0	0
Camp	75.333333	0	0	232	220	0	0	0
Vash2	75.166667	0	386	0	0	65	0	0
Tut7	75.166667	0	160	177	0	114	0	0
Slc6a6	75.166667	0	181	144	126	0	0	0
Pdcd1	75.166667	0	0	238	213	0	0	0
Exosc10	75.166667	0	0	208	0	243	0	0
Wdr82	75.000000	67	121	174	0	88	0	0
Tekt1	75.000000	0	0	262	188	0	0	0
Pwwp2b	74.833333	0	0	261	0	188	0	0
Pak1	74.833333	0	0	319	130	0	0	0
Mmp16	74.833333	164	285	0	0	0	0	0
Lrmda	74.833333	0	189	114	0	146	0	0
2610528A11Rik	74.833333	0	449	0	0	0	0	0
Ifna2	74.666667	0	0	289	159	0	0	0
Ifna16	74.666667	0	0	289	159	0	0	0
Fam83a	74.666667	143	305	0	0	0	0	0
Spata13	74.500000	201	246	0	0	0	0	0
Rgs8	74.500000	189	258	0	0	0	0	0
Pde1c	74.500000	170	277	0	0	0	0	0
Ints10	74.500000	156	140	151	0	0	0	0
Adnp	74.500000	0	0	185	0	262	0	0
Kcnn4	74.333333	0	0	301	145	0	0	0
Gm12500	74.333333	0	0	257	189	0	0	0
Chga	74.333333	128	318	0	0	0	0	0
Ampd2	74.333333	0	0	257	189	0	0	0
Zfp433	74.000000	0	254	116	0	74	0	0
Gtf2ird2	74.000000	0	0	237	0	207	0	0
Gm32687	74.000000	0	254	116	0	74	0	0
Gaa	73.666667	0	221	89	0	132	0	0
Asb16	73.666667	159	283	0	0	0	0	0
Zbed3	73.500000	0	0	441	0	0	0	0
Ppp1r18	73.500000	0	0	199	242	0	0	0
Pkm	73.500000	0	0	230	125	86	0	0
Hlcs	73.500000	120	321	0	0	0	0	0
Angptl4	73.500000	0	118	116	0	207	0	0
Zfp800	73.333333	0	0	157	0	283	0	0
Tagln2	73.333333	0	0	326	114	0	0	0
Lix1l	73.333333	172	268	0	0	0	0	0
Ifi44l	73.333333	181	259	0	0	0	0	0
Cd1d1	73.333333	0	124	316	0	0	0	0
Strn3	73.166667	0	0	292	147	0	0	0
Chac1	73.166667	0	349	0	0	90	0	0
Ap4s1	73.166667	0	0	292	147	0	0	0
Rpl36	73.000000	0	135	170	0	133	0	0
Rims3	73.000000	0	438	0	0	0	0	0
Pllp	73.000000	144	192	0	0	102	0	0
Nhsl1	73.000000	138	300	0	0	0	0	0
Micos13	73.000000	0	135	170	0	133	0	0
Kcnip3	73.000000	0	132	155	0	151	0	0
Higd1a	73.000000	0	212	226	0	0	0	0
Ptpre	72.833333	0	116	132	0	189	0	0
