Target_genes	Foxp3|Average	SRX8769868|CD4+_T_cells	SRX8769869|CD4+_T_cells	SRX8769870|CD4+_T_cells	SRX495631|EL4	SRX1162501|iTreg	SRX1162502|iTreg	SRX495632|iTreg	SRX5689481|nTreg	SRX5689486|nTreg	SRX5689487|nTreg	SRX5689489|nTreg	SRX5689492|nTreg	SRX5689495|nTreg	SRX5689498|nTreg	SRX8123998|nTreg	SRX8123999|nTreg	SRX8124000|nTreg	SRX8124001|nTreg	SRX179486|Tconv	SRX179487|Tconv	SRX14474049|Treg	SRX14474050|Treg	SRX14474052|Treg	SRX14474053|Treg	SRX14590893|Treg	SRX14590894|Treg	SRX14590895|Treg	SRX14590896|Treg	SRX14590897|Treg	SRX14590898|Treg	SRX14743588|Treg	SRX14743589|Treg	SRX14743590|Treg	SRX14743594|Treg	SRX14743595|Treg	SRX14743596|Treg	SRX184860|Treg	SRX184861|Treg	SRX184863|Treg	SRX2341414|Treg	SRX2341415|Treg	SRX2341416|Treg	SRX2341417|Treg	SRX2341418|Treg	SRX2341419|Treg	SRX3829343|Treg	SRX3829344|Treg	SRX4814119|Treg	SRX4814120|Treg	SRX4814134|Treg	SRX4814135|Treg	SRX484252|Treg	SRX484253|Treg	SRX484254|Treg	SRX484255|Treg	SRX484256|Treg	STRING
Map1lc3b	293.053571	426	386	475	0	0	0	0	218	470	210	162	0	146	199	220	195	89	119	0	0	325	522	464	422	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	2313	1458	1797	1858	1709	1493	180	0	0	0	216	148	0	0	0	0	71	0
Crbn	292.035714	969	1031	885	0	0	0	0	396	1074	627	263	0	154	246	350	339	175	174	0	0	321	313	244	131	0	0	149	111	0	0	0	0	0	161	142	0	170	0	196	1611	238	393	1737	735	415	339	538	198	0	282	279	345	308	0	315	0	0
Virma	289.178571	349	482	369	0	0	0	0	574	1129	696	303	0	90	433	354	435	234	285	0	0	732	950	722	597	0	0	163	0	0	0	0	0	0	75	0	0	159	222	208	1090	273	208	2144	990	627	280	301	126	0	157	276	0	0	0	0	161	0
Rsrp1	288.535714	497	523	654	0	0	0	0	278	467	460	203	0	0	205	236	193	99	173	0	0	617	809	526	418	0	0	198	0	0	0	0	0	0	0	0	0	96	195	167	1770	738	860	1638	1482	869	119	153	475	0	331	217	0	170	0	119	203	0
Nudt9	287.178571	588	768	805	0	465	0	148	340	683	432	325	0	116	405	329	387	152	124	0	0	425	561	720	462	0	0	96	0	0	214	0	0	0	0	95	0	134	163	236	1467	357	597	1141	503	285	311	463	315	113	433	356	120	157	0	149	142	0
Harbi1	283.678571	1440	1588	1397	0	0	0	0	354	530	298	180	0	0	246	299	202	0	168	0	0	111	113	113	0	110	0	260	0	0	119	0	0	0	101	143	0	145	0	295	1467	357	435	1292	660	262	750	762	243	0	393	261	241	256	0	118	177	0
Atg13	283.678571	1440	1588	1397	0	0	0	0	354	530	298	180	0	0	246	299	202	0	168	0	0	111	113	113	0	110	0	260	0	0	119	0	0	0	101	143	0	145	0	295	1467	357	435	1292	660	262	750	762	243	0	393	261	241	256	0	118	177	0
Tnfaip3	283.089286	504	465	631	0	193	0	0	327	305	95	144	0	0	265	178	134	0	107	0	0	184	403	315	221	0	0	247	131	0	0	0	0	108	142	141	0	115	0	83	2030	477	553	2073	1071	818	518	516	424	214	657	494	207	223	0	140	0	0
Auh	282.982143	791	811	888	0	0	0	0	517	791	365	142	0	99	247	158	271	151	147	0	0	173	209	198	120	0	0	104	119	0	192	0	0	0	0	0	0	308	0	0	1896	298	311	2805	1442	998	182	136	130	0	0	154	228	286	0	180	0	0
Tmem50a	278.892857	497	523	654	0	0	0	0	278	446	460	0	0	0	183	113	193	0	173	0	0	617	809	526	418	0	0	0	0	0	0	0	0	0	0	133	0	162	195	167	1770	738	860	1638	1482	869	199	170	475	0	331	217	0	0	0	119	203	0
Nlrp10	278.446429	618	885	566	0	0	0	0	432	2015	1163	357	0	193	508	584	433	313	304	0	0	299	342	347	237	0	0	126	0	0	126	0	0	0	0	0	0	0	0	158	996	267	411	1122	733	349	164	360	308	0	280	409	0	0	0	0	188	0
Eif3f	278.446429	618	885	566	0	0	0	0	432	2015	1163	357	0	193	508	584	433	313	304	0	0	299	342	347	237	0	0	126	0	0	126	0	0	0	0	0	0	0	0	158	996	267	411	1122	733	349	164	360	308	0	280	409	0	0	0	0	188	0
Nme1	277.250000	889	783	641	0	91	0	0	368	1044	533	281	0	176	440	149	304	128	0	0	0	388	471	424	404	0	0	0	0	0	0	0	0	0	0	122	0	218	218	190	1447	327	396	1330	645	477	330	495	373	0	423	409	99	117	0	202	194	0
Ube2b	274.875000	608	811	407	0	0	0	0	129	325	220	97	0	0	130	269	163	147	0	0	0	203	447	345	268	0	0	117	0	0	0	0	0	111	99	83	0	99	204	116	749	140	196	2421	2009	1619	495	936	296	0	531	387	0	126	0	90	0	0
Cdkl3	274.875000	608	811	407	0	0	0	0	129	325	220	97	0	0	130	269	163	147	0	0	0	203	447	345	268	0	0	117	0	0	0	0	0	111	99	83	0	99	204	116	749	140	196	2421	2009	1619	495	936	296	0	531	387	0	126	0	90	0	0
Rgs1	274.535714	439	503	448	0	222	0	0	391	357	198	293	0	0	358	194	198	0	259	0	0	406	559	536	306	0	0	0	0	0	0	0	0	0	0	0	0	110	120	282	1431	564	774	1171	980	600	560	496	1150	477	403	469	0	0	0	0	120	0
Mpp7	273.089286	228	197	279	0	0	0	0	264	144	86	0	0	0	141	0	0	0	0	0	0	407	633	611	525	0	0	102	119	68	163	402	567	564	806	713	315	84	0	0	1184	161	241	1225	579	470	169	699	523	482	1089	479	251	221	0	102	0	0
Fdxacb1	272.839286	827	704	774	0	0	0	0	360	876	450	180	0	0	277	421	372	133	172	0	0	144	296	252	197	0	0	180	0	0	129	0	0	0	0	116	0	157	216	183	1629	441	675	1852	980	769	123	200	153	0	289	267	0	86	0	143	256	0
1110032A03Rik	272.839286	827	704	774	0	0	0	0	360	876	450	180	0	0	277	421	372	133	172	0	0	144	296	252	197	0	0	180	0	0	129	0	0	0	0	116	0	157	216	183	1629	441	675	1852	980	769	123	200	153	0	289	267	0	86	0	143	256	0
Pik3cd	271.482143	360	384	310	0	104	0	169	531	649	524	252	0	0	224	222	259	180	307	0	0	592	878	777	618	0	0	147	0	0	119	0	0	0	0	0	0	233	280	539	1173	391	280	1076	630	228	286	560	425	183	287	178	163	172	276	0	237	0
Oasl1	270.321429	0	0	0	471	326	510	435	248	404	492	201	289	248	326	357	362	216	298	171	0	0	153	0	91	356	359	467	277	562	848	0	0	0	0	0	0	419	376	489	184	369	273	162	349	290	417	319	292	168	240	213	357	610	353	517	274	0
Pot1a	270.267857	718	917	963	0	81	0	0	463	869	460	226	0	0	339	348	270	128	181	0	0	302	439	467	311	0	0	0	0	0	0	0	0	0	85	0	0	153	184	209	1759	266	299	1604	561	279	225	355	221	169	256	288	197	173	0	256	114	0
Med7	267.767857	175	211	207	0	147	0	0	196	332	274	150	0	0	150	165	153	184	0	0	0	367	502	503	317	0	0	125	0	0	171	0	0	0	94	93	0	195	0	302	1839	383	433	2494	1696	986	404	556	213	0	159	219	303	297	0	0	0	0
Ndufs2	267.107143	304	287	365	0	75	0	0	441	682	486	272	0	128	296	243	274	194	162	0	0	251	283	435	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	2356	950	1480	1708	1503	987	0	159	0	0	117	169	0	0	0	0	0	0
Adamts4	267.107143	304	287	365	0	75	0	0	441	682	486	272	0	128	296	243	274	194	162	0	0	251	283	435	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	2356	950	1480	1708	1503	987	0	159	0	0	117	169	0	0	0	0	0	0
Tut4	266.982143	387	380	362	0	252	0	134	303	183	149	0	0	0	125	124	0	0	0	0	0	168	275	290	262	0	0	105	0	0	81	0	0	0	0	0	0	181	263	125	1728	597	420	1744	1286	559	575	898	697	93	876	685	183	178	0	185	98	0
Tbl1x	265.785714	222	254	280	0	460	0	0	333	312	220	192	0	0	160	294	179	102	152	0	0	369	252	282	202	0	0	103	0	0	0	0	0	0	0	0	0	184	291	243	1303	618	504	2053	1961	952	324	451	341	0	421	481	189	200	0	0	0	0
Ggt5	265.696429	386	298	467	0	0	0	0	484	791	381	232	0	156	518	322	387	227	108	0	0	388	633	582	566	0	0	0	0	0	0	0	0	0	0	0	0	156	180	315	1999	682	843	1082	771	340	241	381	316	0	230	176	0	0	0	0	241	0
Ubald1	265.571429	924	1123	1010	0	0	0	0	192	789	385	0	0	0	143	238	274	100	170	0	0	65	159	95	169	0	0	89	0	0	120	0	0	0	0	0	0	133	202	150	1366	312	586	2018	1329	1018	208	274	231	0	296	376	0	168	0	0	160	0
Chic2	265.303571	940	991	906	0	153	0	0	156	634	229	123	0	0	195	311	316	255	244	0	0	0	0	0	0	114	0	155	0	0	87	0	0	0	124	185	0	0	0	0	1991	646	578	2118	1468	996	179	373	0	0	0	0	216	174	0	0	0	0
Apol9b	263.946429	254	144	215	0	0	0	0	301	449	261	162	0	0	177	265	292	0	154	0	0	417	517	422	478	0	0	0	0	0	0	0	0	0	0	0	0	320	441	708	1400	478	511	990	408	490	736	1352	412	215	337	457	272	385	0	206	155	0
Usp31	262.767857	135	122	134	0	0	0	0	0	371	186	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	78	0	0	119	0	0	0	107	0	0	0	0	0	2849	1876	2166	2539	1899	1777	0	141	0	0	0	0	0	0	0	0	0	0
Il16	262.767857	516	620	618	0	288	0	0	352	343	225	218	0	0	258	302	355	151	209	0	0	279	398	362	285	0	0	0	0	0	0	0	0	0	0	0	0	199	254	292	1644	743	572	1107	782	427	125	152	592	127	507	456	243	227	0	206	281	0
Mkrn1	261.696429	994	1069	1492	0	0	0	0	277	763	557	118	0	154	267	348	244	235	222	0	0	106	125	201	172	113	0	172	0	0	122	0	0	0	0	0	0	111	0	138	1647	492	706	707	371	0	598	535	204	0	277	344	207	189	0	221	157	0
Pex3	260.750000	743	856	679	0	229	0	0	254	894	569	107	0	0	152	146	298	173	189	0	0	206	153	261	159	0	0	118	0	102	104	0	0	0	144	0	0	280	336	237	1541	321	462	1942	843	526	131	305	188	0	196	247	179	147	0	185	0	0
Adat2	260.750000	743	856	679	0	229	0	0	254	894	569	107	0	0	152	146	298	173	189	0	0	206	153	261	159	0	0	118	0	102	104	0	0	0	144	0	0	280	336	237	1541	321	462	1942	843	526	131	305	188	0	196	247	179	147	0	185	0	0
Chd2	256.625000	321	259	320	0	0	0	0	332	332	186	102	0	0	160	133	223	0	0	0	0	580	713	679	430	0	0	136	0	0	117	0	0	0	101	72	0	214	218	99	1089	221	416	2372	1944	1142	225	197	170	0	317	212	107	131	0	101	0	0
Rnf145	255.410714	661	905	958	0	0	0	0	253	653	274	101	0	0	140	132	134	0	0	0	0	58	204	63	0	0	0	0	0	0	167	0	0	0	0	0	0	144	234	336	1770	567	626	1452	1069	432	516	527	379	206	491	499	0	97	0	0	255	0
Cltc	255.089286	799	729	730	0	217	0	0	261	623	224	104	0	0	217	213	204	0	134	0	0	249	314	354	139	0	0	0	0	0	135	0	0	0	109	144	0	198	183	279	1103	252	260	1310	597	363	556	860	296	150	450	399	335	325	0	292	178	0
Tecpr1	253.857143	583	826	901	0	0	0	0	517	710	571	163	0	133	244	275	442	220	195	0	0	548	627	485	320	0	0	0	0	0	162	0	0	0	0	0	0	0	162	174	1257	273	439	939	664	475	0	0	786	214	228	387	0	0	0	0	296	0
Rps29	253.750000	343	286	280	0	472	376	0	214	275	240	0	0	244	128	0	0	287	0	350	323	141	197	150	177	0	0	234	457	126	289	0	330	240	231	217	0	671	689	0	782	0	123	748	226	106	108	269	336	103	250	165	593	866	794	616	158	0
Neil1	251.892857	453	537	678	0	0	0	0	335	590	332	165	0	0	200	431	316	0	302	0	0	353	348	557	382	0	0	0	0	0	0	0	0	0	0	0	0	240	259	0	1397	567	529	2002	1125	623	155	143	200	0	213	268	148	159	0	0	99	0
Lemd2	251.839286	135	130	176	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	2597	1886	2232	2398	2179	1729	109	211	0	0	103	0	0	0	0	0	0	0
Tfdp2	251.625000	707	922	1043	0	0	0	0	385	1001	485	167	0	109	275	273	377	242	221	0	0	357	445	275	150	0	79	175	159	0	135	0	0	0	0	0	0	119	0	0	1189	190	189	2104	914	407	342	288	0	0	0	210	0	0	0	157	0	0
Cdk5rap2	251.125000	213	262	318	0	0	0	0	208	447	192	0	0	0	0	175	149	0	0	190	0	137	138	0	153	0	0	132	0	0	91	0	0	0	0	0	0	0	0	0	2605	1604	1664	2219	1656	1323	67	120	0	0	0	0	0	0	0	0	0	0
Mcm7	248.303571	992	1001	763	0	147	0	0	325	792	592	215	0	145	426	297	353	173	235	0	0	241	467	375	329	0	0	0	0	0	107	0	0	0	149	152	0	220	261	152	675	109	160	865	430	114	451	553	420	259	296	264	69	85	0	94	152	0
Ap4m1	248.303571	992	1001	763	0	147	0	0	325	792	592	215	0	145	426	297	353	173	235	0	0	241	467	375	329	0	0	0	0	0	107	0	0	0	149	152	0	220	261	152	675	109	160	865	430	114	451	553	420	259	296	264	69	85	0	94	152	0
Cnnm3	246.321429	865	922	882	0	147	0	0	220	791	395	0	0	0	96	130	226	192	176	0	0	280	483	280	320	0	0	97	168	0	154	0	0	0	0	158	0	206	0	0	1320	208	144	2080	822	398	296	298	178	0	284	161	194	223	0	0	0	0
Nkap	246.107143	549	624	578	0	0	0	0	195	344	203	0	0	0	0	155	176	81	0	0	0	0	0	0	0	0	0	92	204	0	0	933	754	1032	1342	1345	500	0	0	0	753	162	161	1240	971	676	0	183	197	0	170	162	0	0	0	0	0	0
Prkcsh	245.535714	0	0	0	0	0	0	0	164	228	0	0	0	0	0	0	0	0	0	0	0	109	249	270	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2716	1557	2046	2379	1953	1763	0	141	0	0	0	0	0	0	0	0	0	0
Ccdc151	245.535714	0	0	0	0	0	0	0	164	228	0	0	0	0	0	0	0	0	0	0	0	109	249	270	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2716	1557	2046	2379	1953	1763	0	141	0	0	0	0	0	0	0	0	0	0
Wdr45	244.642857	1202	870	1298	0	0	0	0	202	438	277	179	0	0	292	313	376	172	212	0	0	146	208	147	136	0	0	0	0	0	0	0	0	0	0	0	0	140	176	110	1734	367	777	837	525	213	129	496	346	200	451	393	0	0	0	0	338	0
Snx2	244.535714	1201	1012	987	0	0	0	0	131	425	173	0	0	0	96	0	123	0	0	0	0	0	107	0	0	0	0	115	0	0	96	0	0	0	0	0	0	112	256	317	2120	539	785	1941	1120	529	146	272	192	0	342	275	0	129	0	0	153	0
Pik3ca	243.267857	807	1040	882	0	0	0	0	220	463	193	0	0	0	204	158	240	0	131	0	0	259	301	240	196	94	0	187	0	0	139	0	0	0	0	0	0	375	282	93	1602	267	420	2010	850	498	317	376	0	0	306	186	0	109	0	178	0	0
Dst	242.892857	1102	1411	1494	0	0	0	0	152	594	308	0	0	0	103	198	270	257	200	0	0	114	197	239	171	0	0	151	243	0	167	0	0	0	141	0	0	139	0	164	1614	410	681	689	287	139	89	385	0	0	205	228	199	223	0	443	195	0
Tmem222	241.678571	995	1377	1020	0	0	0	0	265	587	367	120	0	0	176	298	291	120	180	0	0	269	313	193	228	0	0	127	0	0	99	0	0	0	0	0	0	0	0	340	1446	373	446	1429	357	319	190	210	164	0	205	176	200	224	0	197	233	0
Fmr1	241.000000	525	959	789	0	0	0	0	275	649	417	125	0	0	166	293	210	0	97	0	0	172	291	136	227	100	0	132	0	0	0	0	0	0	0	0	0	99	0	0	1883	367	529	1800	910	797	101	261	0	0	237	339	248	257	0	105	0	0
Zap70	240.625000	417	436	439	0	745	0	169	373	236	217	109	0	0	90	116	0	0	0	0	0	368	266	304	235	86	0	104	0	0	99	0	0	0	0	0	0	175	192	180	1922	681	608	1145	665	441	275	263	431	143	592	440	168	161	0	0	184	0
Mdm2	239.321429	756	896	830	0	0	0	0	303	519	341	165	0	0	294	182	271	69	245	0	0	205	288	286	168	0	0	182	0	0	0	0	0	0	0	0	0	128	0	0	1438	310	359	2002	1005	468	171	383	191	0	163	220	162	199	0	0	203	0
H2az2	239.232143	412	483	558	0	99	0	0	456	751	565	242	0	139	319	323	465	174	305	0	0	678	735	741	783	0	0	143	0	0	95	0	0	0	121	0	0	0	102	0	1034	157	159	924	467	122	512	592	174	0	343	224	0	0	0	0	0	0
Birc2	238.803571	282	349	446	0	0	0	0	305	702	463	119	0	0	187	262	230	0	193	0	0	191	360	225	182	0	0	158	0	0	128	0	0	0	131	0	0	270	0	212	1204	179	196	2050	1006	598	283	405	226	202	389	270	295	369	0	306	0	0
Nemf	237.803571	192	377	300	0	445	450	0	187	79	129	0	0	252	125	116	0	212	0	421	269	171	139	258	125	0	0	91	420	132	314	0	304	187	135	173	0	635	596	95	609	0	236	682	283	144	0	292	347	0	268	165	556	836	802	618	150	0
Ing3	237.178571	477	394	498	0	0	0	0	387	1003	725	254	0	133	392	309	442	244	374	0	0	318	314	326	190	0	0	0	0	0	0	0	0	0	77	87	0	97	177	189	783	252	361	1627	799	606	260	403	181	0	167	267	0	0	0	169	0	0
Ripor2	237.035714	483	509	445	0	267	0	0	213	233	266	0	0	0	111	263	277	0	0	0	0	0	184	167	183	0	0	0	0	0	115	0	0	0	0	0	0	127	218	720	1732	391	507	1823	873	682	344	666	368	131	275	421	0	0	0	0	280	0
Gm527	235.892857	472	495	540	0	0	0	0	283	672	386	163	0	0	377	248	317	193	0	0	0	223	320	191	0	0	0	119	0	0	108	0	0	0	0	146	0	0	0	0	1535	214	198	2561	1196	884	321	263	126	0	333	237	89	0	0	0	0	0
Ptpn22	235.732143	351	333	435	0	301	0	228	485	167	179	143	0	0	238	111	150	0	146	0	0	387	539	324	220	0	0	0	0	0	0	0	0	0	0	0	0	182	213	474	1097	526	564	1378	894	487	330	636	436	115	392	565	0	0	0	0	175	0
Smad7	234.053571	713	894	876	0	0	0	0	172	488	374	154	0	0	111	327	293	148	178	0	0	175	138	120	160	0	0	0	0	0	72	0	0	0	0	129	0	131	174	0	1555	708	1039	685	557	151	410	444	153	0	463	476	110	161	0	166	202	0
Tnfsf13	233.982143	742	905	857	0	0	0	0	186	518	268	267	0	81	227	337	435	435	208	0	0	333	514	362	270	0	0	0	0	0	112	0	0	0	133	0	0	0	0	0	1158	349	611	1250	827	796	91	109	168	0	0	0	146	167	0	109	132	0
Senp3	233.982143	742	905	857	0	0	0	0	186	518	268	267	0	81	227	337	435	435	208	0	0	333	514	362	270	0	0	0	0	0	112	0	0	0	133	0	0	0	0	0	1158	349	611	1250	827	796	91	109	168	0	0	0	146	167	0	109	132	0
Ctdsp1	233.589286	403	337	231	0	120	0	0	369	546	335	214	0	0	184	229	316	88	195	0	0	512	566	768	438	0	0	110	0	0	64	0	0	0	0	0	0	179	124	189	1102	326	257	1348	748	293	455	638	245	0	197	254	217	263	0	113	108	0
Dthd1	232.946429	285	311	201	0	377	0	127	564	695	334	185	0	0	352	263	481	182	309	0	0	390	690	638	475	0	0	0	0	0	0	0	0	0	0	0	0	114	135	0	1514	431	555	891	582	355	115	303	289	0	236	323	139	0	0	0	204	0
Tnks2	231.946429	408	680	499	0	0	0	0	130	347	209	0	0	0	0	156	0	105	69	0	0	105	139	150	166	0	0	115	0	0	145	0	0	0	0	86	0	132	242	0	1370	765	724	1445	1371	775	104	261	570	258	325	406	102	138	0	155	337	0
Btg1	231.660714	539	563	549	0	0	0	0	271	517	388	217	0	0	178	151	137	0	0	0	0	644	760	682	667	0	0	84	91	0	75	0	0	0	0	104	0	108	0	0	1123	263	180	1821	868	446	177	183	152	200	307	242	127	159	0	0	0	0
Maff	230.071429	704	761	910	0	0	0	0	151	362	325	0	0	0	111	0	144	0	168	0	0	209	384	350	156	0	0	0	0	0	96	0	0	0	0	0	0	273	294	0	1537	411	511	1718	803	318	219	377	349	128	325	176	190	227	0	0	197	0
Prmt5	229.857143	405	634	532	0	154	0	0	288	292	300	182	0	91	187	283	261	142	173	0	0	347	445	334	301	0	0	0	0	0	0	0	0	0	0	0	0	142	151	384	1321	455	584	1026	579	319	252	376	483	272	546	432	0	0	0	0	199	0
Htra2	229.714286	464	352	395	0	0	0	0	231	671	320	205	0	0	213	126	314	0	194	0	0	332	330	385	261	0	0	98	0	0	81	0	0	0	0	0	0	238	228	206	1433	151	282	1698	681	390	479	1078	128	0	170	260	149	192	0	129	0	0
Dqx1	229.714286	464	352	395	0	0	0	0	231	671	320	205	0	0	213	126	314	0	194	0	0	332	330	385	261	0	0	98	0	0	81	0	0	0	0	0	0	238	228	206	1433	151	282	1698	681	390	479	1078	128	0	170	260	149	192	0	129	0	0
Emp3	229.553571	382	260	238	0	0	0	0	222	313	216	143	0	0	179	155	162	137	148	0	0	201	312	345	321	0	0	0	0	0	0	0	0	0	0	0	0	237	332	403	1447	368	332	1774	786	433	536	645	443	0	231	283	267	257	0	207	140	0
Ccdc114	229.553571	382	260	238	0	0	0	0	222	313	216	143	0	0	179	155	162	137	148	0	0	201	312	345	321	0	0	0	0	0	0	0	0	0	0	0	0	237	332	403	1447	368	332	1774	786	433	536	645	443	0	231	283	267	257	0	207	140	0
Calm3	229.321429	830	1141	881	0	0	0	0	337	499	336	150	0	0	142	259	249	129	0	0	0	311	472	232	137	0	0	155	0	0	0	0	84	0	0	0	0	200	0	172	1266	148	193	1224	435	356	487	588	150	0	275	325	189	178	0	219	93	0
Spink10	228.946429	104	105	181	0	0	0	0	210	138	0	0	0	0	72	0	0	0	0	0	0	0	166	153	101	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	2427	1492	2010	1993	1643	1504	156	240	0	0	0	0	0	0	0	0	0	0
Fbxo38	228.946429	104	105	181	0	0	0	0	210	138	0	0	0	0	72	0	0	0	0	0	0	0	166	153	101	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	2427	1492	2010	1993	1643	1504	156	240	0	0	0	0	0	0	0	0	0	0
Mmut	228.678571	615	513	550	0	0	0	0	277	590	312	0	0	0	125	245	303	135	150	0	0	201	241	221	128	0	0	0	0	0	0	0	0	0	0	0	0	190	221	0	1398	288	319	2327	1277	706	426	292	205	106	245	200	0	0	0	0	0	0
Cenpq	228.678571	615	513	550	0	0	0	0	277	590	312	0	0	0	125	245	303	135	150	0	0	201	241	221	128	0	0	0	0	0	0	0	0	0	0	0	0	190	221	0	1398	288	319	2327	1277	706	426	292	205	106	245	200	0	0	0	0	0	0
Isy1	228.500000	257	378	232	0	174	0	0	347	329	201	254	0	146	217	131	206	0	250	0	0	578	689	632	503	0	0	0	0	0	0	0	0	0	112	167	0	160	234	104	1135	239	249	1306	644	258	388	573	461	172	488	353	0	0	0	0	229	0
Art2a	228.375000	197	224	261	0	378	0	158	251	316	222	0	0	0	112	0	110	0	0	0	0	160	150	166	201	0	0	0	0	0	0	0	0	0	0	0	0	252	212	547	1203	471	647	1062	620	490	711	840	549	271	553	418	187	153	0	196	501	0
Ncapg	228.107143	526	1091	662	0	0	0	0	194	396	223	169	0	0	151	231	127	78	179	0	0	316	343	353	300	0	0	108	0	0	118	0	0	0	0	0	0	0	0	195	1807	335	640	1601	575	376	235	166	162	0	167	375	189	224	0	162	0	0
Wbp1l	227.250000	243	281	294	0	444	0	168	474	239	116	317	0	0	382	262	160	0	94	0	0	367	589	521	332	0	0	135	0	0	0	0	0	0	0	0	0	203	206	119	1135	636	508	748	908	287	270	357	568	133	515	555	0	160	0	0	0	0
Batf	227.214286	359	380	316	0	0	0	135	371	432	263	161	0	0	178	189	140	0	108	0	0	297	351	209	260	0	0	0	0	0	0	0	0	0	82	0	0	217	236	304	980	370	414	1674	1411	587	348	398	233	0	261	327	140	157	0	128	308	0
Pnrc1	227.000000	720	530	696	0	202	0	0	313	387	225	84	0	0	171	335	213	0	177	0	0	414	436	321	233	0	0	138	0	0	101	0	85	103	84	0	126	184	0	161	1162	200	312	1312	712	406	208	430	261	0	377	346	177	225	0	145	0	0
Pigk	225.535714	875	815	1090	0	0	0	0	412	574	236	182	0	160	369	215	217	117	114	0	0	196	259	350	248	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	1791	510	947	765	403	314	0	143	278	169	0	108	170	200	0	0	291	0
Ythdc1	225.196429	471	525	649	0	0	0	0	274	548	463	149	0	105	243	323	235	98	154	0	0	222	282	255	274	0	0	0	92	0	154	0	0	0	142	70	0	147	208	337	1554	319	322	1375	617	289	502	438	117	0	323	0	132	203	0	0	0	0
Mrpl39	224.857143	625	694	682	0	0	0	0	214	516	308	83	0	91	228	184	180	0	0	0	0	131	142	129	0	0	0	82	0	0	0	0	0	0	157	140	0	227	0	112	1886	264	374	2341	1015	719	0	170	185	0	198	141	122	122	0	130	0	0
Zbtb8os	224.250000	433	436	312	0	0	0	0	227	410	202	217	0	0	263	90	351	0	152	0	0	535	786	652	501	0	0	101	92	99	176	0	0	0	113	92	0	0	0	0	1146	155	225	2174	1026	469	420	181	183	0	179	160	0	0	0	0	0	0
Rbbp4	224.250000	433	436	312	0	0	0	0	227	410	202	217	0	0	263	90	351	0	152	0	0	535	786	652	501	0	0	101	92	99	176	0	0	0	113	92	0	0	0	0	1146	155	225	2174	1026	469	420	181	183	0	179	160	0	0	0	0	0	0
Frat1	224.232143	737	864	979	0	0	0	0	199	486	376	118	0	82	178	361	280	85	176	0	0	250	332	205	218	0	0	122	0	0	88	0	0	192	174	134	0	0	0	116	1134	138	284	1350	525	252	397	647	261	0	200	202	114	129	0	172	0	0
Slx4ip	224.000000	0	0	71	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	85	124	0	0	0	0	0	0	109	0	0	0	0	0	114	0	0	0	2521	1799	2182	1993	1829	1459	137	0	0	0	0	0	0	0	0	0	0	0
Mkks	224.000000	0	0	71	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	85	124	0	0	0	0	0	0	109	0	0	0	0	0	114	0	0	0	2521	1799	2182	1993	1829	1459	137	0	0	0	0	0	0	0	0	0	0	0
Phip	223.892857	1408	1489	1097	0	152	0	0	101	217	185	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	97	0	140	0	0	0	196	244	0	253	0	142	797	246	219	1176	528	219	1284	1622	73	0	0	0	177	138	0	234	0	0
Gpd2	223.250000	338	388	376	0	493	0	211	176	216	247	0	0	0	79	174	186	134	0	0	0	191	219	289	180	0	0	0	75	0	134	0	0	0	0	0	0	0	116	209	1691	433	507	1760	1086	577	205	523	249	0	370	400	0	0	0	0	270	0
Dchs2	222.910714	0	0	0	117	390	0	0	0	276	304	0	0	0	0	307	283	210	0	145	0	0	0	0	0	329	253	313	241	237	359	0	0	0	0	0	0	421	0	0	921	700	584	862	740	470	200	346	303	199	557	352	595	518	401	550	0	0
Msh6	222.785714	384	616	504	0	0	0	0	174	381	235	0	0	0	192	141	211	0	117	0	0	0	151	0	0	0	0	121	0	0	68	0	0	0	0	0	0	335	83	511	1360	243	754	1434	672	374	753	647	223	0	202	252	542	493	0	303	0	0
Szt2	221.678571	845	878	764	0	0	0	0	325	522	226	237	0	122	331	219	295	205	177	0	0	169	151	395	143	150	145	219	0	0	177	0	0	0	148	122	0	0	0	0	1349	356	266	1383	501	398	260	208	129	0	131	159	91	98	0	0	120	0
Med8	221.678571	845	878	764	0	0	0	0	325	522	226	237	0	122	331	219	295	205	177	0	0	169	151	395	143	150	145	219	0	0	177	0	0	0	148	122	0	0	0	0	1349	356	266	1383	501	398	260	208	129	0	131	159	91	98	0	0	120	0
