Target_genes	Bcl11a|Average	SRX8030787|Acute_myeloid_leukemia	ERX2242378|Breast_cells	ERX200399|Mammary_epithelial_cells	ERX200403|Mammary_epithelial_cells	ERX200408|Mammary_epithelial_cells	ERX200412|Mammary_epithelial_cells	ERX200417|Mammary_epithelial_cells	ERX200421|Mammary_epithelial_cells	ERX200426|Mammary_epithelial_cells	ERX200430|Mammary_epithelial_cells	ERX200435|Mammary_epithelial_cells	ERX200439|Mammary_epithelial_cells	STRING
Cstdc5	33.333333	400	0	0	0	0	0	0	0	0	0	0	0	0
Rmnd5b	33.250000	399	0	0	0	0	0	0	0	0	0	0	0	0
Milr1	33.250000	399	0	0	0	0	0	0	0	0	0	0	0	0
Mdn1	33.250000	399	0	0	0	0	0	0	0	0	0	0	0	0
Bank1	33.250000	399	0	0	0	0	0	0	0	0	0	0	0	0
Il17ra	33.166667	398	0	0	0	0	0	0	0	0	0	0	0	0
Cmc2	33.166667	398	0	0	0	0	0	0	0	0	0	0	0	0
Clptm1l	33.166667	398	0	0	0	0	0	0	0	0	0	0	0	0
Cenpn	33.166667	398	0	0	0	0	0	0	0	0	0	0	0	0
Casp6	33.166667	398	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	33.166667	398	0	0	0	0	0	0	0	0	0	0	0	0
Topbp1	33.083333	397	0	0	0	0	0	0	0	0	0	0	0	0
Nub1	33.083333	397	0	0	0	0	0	0	0	0	0	0	0	0
Nop2	33.083333	397	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn1	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Snx8	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb9	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Mogs	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Mob4	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Mettl6	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Eaf1	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
A130010J15Rik	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Srp19	32.916667	395	0	0	0	0	0	0	0	0	0	0	0	0
Lin7b	32.916667	395	0	0	0	0	0	0	0	0	0	0	0	0
Atg5	32.916667	395	0	0	0	0	0	0	0	0	0	0	0	0
Rbm19	32.833333	394	0	0	0	0	0	0	0	0	0	0	0	0
Med10	32.833333	394	0	0	0	0	0	0	0	0	0	0	0	0
Lnpep	32.833333	394	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r18	32.750000	393	0	0	0	0	0	0	0	0	0	0	0	0
Ggt5	32.750000	393	0	0	0	0	0	0	0	0	0	0	0	0
Akna	32.750000	393	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a3	32.666667	392	0	0	0	0	0	0	0	0	0	0	0	0
Meig1	32.666667	392	0	0	0	0	0	0	0	0	0	0	0	0
Ifnar1	32.666667	392	0	0	0	0	0	0	0	0	0	0	0	0
Fut7	32.666667	392	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1c	32.666667	392	0	0	0	0	0	0	0	0	0	0	0	0
Snupn	32.583333	391	0	0	0	0	0	0	0	0	0	0	0	0
Arl11	32.583333	391	0	0	0	0	0	0	0	0	0	0	0	0
Rsl1d1	32.500000	390	0	0	0	0	0	0	0	0	0	0	0	0
Nop58	32.500000	390	0	0	0	0	0	0	0	0	0	0	0	0
Gnai3	32.500000	390	0	0	0	0	0	0	0	0	0	0	0	0
Trpv2	32.416667	389	0	0	0	0	0	0	0	0	0	0	0	0
Rac2	32.416667	389	0	0	0	0	0	0	0	0	0	0	0	0
Trim25	32.333333	388	0	0	0	0	0	0	0	0	0	0	0	0
Ski	32.333333	388	0	0	0	0	0	0	0	0	0	0	0	0
Mad1l1	32.333333	388	0	0	0	0	0	0	0	0	0	0	0	0
Ilrun	32.333333	388	0	0	0	0	0	0	0	0	0	0	0	0
Cnot10	32.333333	388	0	0	0	0	0	0	0	0	0	0	0	0
Fhit	32.250000	387	0	0	0	0	0	0	0	0	0	0	0	0
Vamp5	32.166667	386	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc25	32.166667	386	0	0	0	0	0	0	0	0	0	0	0	0
Nrg4	32.083333	385	0	0	0	0	0	0	0	0	0	0	0	0
Btf3	32.083333	385	0	0	0	0	0	0	0	0	0	0	0	0
Tmx1	31.916667	383	0	0	0	0	0	0	0	0	0	0	0	0
Ssna1	31.916667	383	0	0	0	0	0	0	0	0	0	0	0	0
Anapc2	31.916667	383	0	0	0	0	0	0	0	0	0	0	0	0
Amz2	31.916667	383	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b	31.833333	382	0	0	0	0	0	0	0	0	0	0	0	0
Cdk12	31.833333	382	0	0	0	0	0	0	0	0	0	0	0	0
Atp11b	31.833333	382	0	0	0	0	0	0	0	0	0	0	0	0
Apobec3	31.833333	382	0	0	0	0	0	0	0	0	0	0	0	0
Rarg	31.750000	381	0	0	0	0	0	0	0	0	0	0	0	0
Gpn2	31.750000	381	0	0	0	0	0	0	0	0	0	0	0	0
Tomm20l	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
Rps13	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
Paxx	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
Malsu1	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
Exoc7	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
D8Ertd738e	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
Clic3	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
Ccl3	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
Trmt112	31.583333	379	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a3	31.583333	379	0	0	0	0	0	0	0	0	0	0	0	0
Prdx5	31.583333	379	0	0	0	0	0	0	0	0	0	0	0	0
Casc3	31.583333	379	0	0	0	0	0	0	0	0	0	0	0	0
Aasdh	31.583333	379	0	0	0	0	0	0	0	0	0	0	0	0
Ermard	31.416667	377	0	0	0	0	0	0	0	0	0	0	0	0
Elfn2	31.416667	377	0	0	0	0	0	0	0	0	0	0	0	0
Ccnl1	31.416667	377	0	0	0	0	0	0	0	0	0	0	0	0
Zmym6	31.333333	376	0	0	0	0	0	0	0	0	0	0	0	0
Lyl1	31.333333	376	0	0	0	0	0	0	0	0	0	0	0	0
Tpm3	31.250000	375	0	0	0	0	0	0	0	0	0	0	0	0
Tmf1	31.250000	375	0	0	0	0	0	0	0	0	0	0	0	0
Snx3	31.166667	374	0	0	0	0	0	0	0	0	0	0	0	0
Myl6b	31.166667	374	0	0	0	0	0	0	0	0	0	0	0	0
Myl6	31.166667	374	0	0	0	0	0	0	0	0	0	0	0	0
Elof1	31.166667	374	0	0	0	0	0	0	0	0	0	0	0	0
Arg2	31.166667	374	0	0	0	0	0	0	0	0	0	0	0	0
Trim69	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Taf1a	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Stat4	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Psen1	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Fn3k	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Bbs4	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Atg12	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Ap3s1	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Tut7	31.000000	372	0	0	0	0	0	0	0	0	0	0	0	0
Surf6	31.000000	372	0	0	0	0	0	0	0	0	0	0	0	0
Sun1	31.000000	372	0	0	0	0	0	0	0	0	0	0	0	0
Cenpw	31.000000	372	0	0	0	0	0	0	0	0	0	0	0	0
Cd33	31.000000	372	0	0	0	0	0	0	0	0	0	0	0	0
Ube2j2	30.916667	371	0	0	0	0	0	0	0	0	0	0	0	0
Pcyt1a	30.916667	371	0	0	0	0	0	0	0	0	0	0	0	0
Nat10	30.916667	371	0	0	0	0	0	0	0	0	0	0	0	0
Spns3	30.833333	370	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl45	30.833333	370	0	0	0	0	0	0	0	0	0	0	0	0
Dusp5	30.833333	370	0	0	0	0	0	0	0	0	0	0	0	0
Zfp655	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Smim3	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Serinc5	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Med27	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Il18rap	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Fancd2	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Emc3	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Ddhd2	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b6	30.666667	368	0	0	0	0	0	0	0	0	0	0	0	0
Rps11	30.666667	368	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13a	30.666667	368	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8a	30.666667	368	0	0	0	0	0	0	0	0	0	0	0	0
Fam8a1	30.666667	368	0	0	0	0	0	0	0	0	0	0	0	0
Cpt2	30.666667	368	0	0	0	0	0	0	0	0	0	0	0	0
Il1f9	30.583333	367	0	0	0	0	0	0	0	0	0	0	0	0
Eya2	30.583333	367	0	0	0	0	0	0	0	0	0	0	0	0
Dars2	30.583333	367	0	0	0	0	0	0	0	0	0	0	0	0
Cap1	30.583333	367	0	0	0	0	0	0	0	0	0	0	0	0
Txn2	30.500000	366	0	0	0	0	0	0	0	0	0	0	0	0
Cd2bp2	30.500000	366	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30	30.416667	365	0	0	0	0	0	0	0	0	0	0	0	0
Pik3cg	30.416667	365	0	0	0	0	0	0	0	0	0	0	0	0
Mocos	30.416667	365	0	0	0	0	0	0	0	0	0	0	0	0
Kat7	30.416667	365	0	0	0	0	0	0	0	0	0	0	0	0
Il6ra	30.416667	365	0	0	0	0	0	0	0	0	0	0	0	0
H2-Ea	30.416667	365	0	0	0	0	0	0	0	0	0	0	0	0
Eif3h	30.416667	365	0	0	0	0	0	0	0	0	0	0	0	0
Uspl1	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Uba6	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Tmem154	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Srfbp1	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Slc37a3	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Rab19	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd2	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Oxct2b	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Irf9	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Morc3	30.250000	363	0	0	0	0	0	0	0	0	0	0	0	0
Gna15	30.250000	363	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw7	30.250000	363	0	0	0	0	0	0	0	0	0	0	0	0
Nup35	30.166667	362	0	0	0	0	0	0	0	0	0	0	0	0
Nme1	30.166667	362	0	0	0	0	0	0	0	0	0	0	0	0
Exosc3	30.166667	362	0	0	0	0	0	0	0	0	0	0	0	0
Als2	30.166667	362	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbie	30.083333	361	0	0	0	0	0	0	0	0	0	0	0	0
Gm2a	30.083333	361	0	0	0	0	0	0	0	0	0	0	0	0
Clint1	30.083333	361	0	0	0	0	0	0	0	0	0	0	0	0
Uvssa	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
Snip1	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
Prdm2	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
Ppil2	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ca	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
Klf2	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
Dnali1	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
U2surp	29.916667	359	0	0	0	0	0	0	0	0	0	0	0	0
Stat5b	29.916667	359	0	0	0	0	0	0	0	0	0	0	0	0
Nek6	29.916667	359	0	0	0	0	0	0	0	0	0	0	0	0
Etf1	29.916667	359	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbia	29.833333	358	0	0	0	0	0	0	0	0	0	0	0	0
Tpra1	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Slc11a1	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Serhl	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Sap30bp	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Rnf11	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Rfc2	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Recql5	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Mcm2	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Soat2	29.666667	356	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r9b	29.666667	356	0	0	0	0	0	0	0	0	0	0	0	0
Gpr141	29.666667	356	0	0	0	0	0	0	0	0	0	0	0	0
Tbp	29.583333	355	0	0	0	0	0	0	0	0	0	0	0	0
Smim14	29.583333	355	0	0	0	0	0	0	0	0	0	0	0	0
Sde2	29.583333	355	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37	29.583333	355	0	0	0	0	0	0	0	0	0	0	0	0
Psmb1	29.583333	355	0	0	0	0	0	0	0	0	0	0	0	0
Gpr176	29.583333	355	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b9	29.583333	355	0	0	0	0	0	0	0	0	0	0	0	0
Trmt12	29.500000	354	0	0	0	0	0	0	0	0	0	0	0	0
Dgat1	29.500000	354	0	0	0	0	0	0	0	0	0	0	0	0
Acod1	29.500000	354	0	0	0	0	0	0	0	0	0	0	0	0
Sdhaf2	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Rnf220	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Mcfd2	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Mad2l1	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Hmox1	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Hcar2	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf7	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Zxdc	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Ubac2	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Tmem87a	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Smad4	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn6	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Polr2m	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Malt1	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Il1b	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpf	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Ganc	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Evl	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Eif4ebp2	29.250000	351	0	0	0	0	0	0	0	0	0	0	0	0
Birc2	29.250000	351	0	0	0	0	0	0	0	0	0	0	0	0
Ap5s1	29.250000	351	0	0	0	0	0	0	0	0	0	0	0	0
S100a3	29.166667	350	0	0	0	0	0	0	0	0	0	0	0	0
S100a2	29.166667	350	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip8	29.083333	349	0	0	0	0	0	0	0	0	0	0	0	0
Tfip11	29.083333	349	0	0	0	0	0	0	0	0	0	0	0	0
Tcp11	29.083333	349	0	0	0	0	0	0	0	0	0	0	0	0
Snf8	29.083333	349	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1cb	29.083333	349	0	0	0	0	0	0	0	0	0	0	0	0
Lipe	29.083333	349	0	0	0	0	0	0	0	0	0	0	0	0
Dhx36	29.083333	349	0	0	0	0	0	0	0	0	0	0	0	0
Smg8	28.916667	347	0	0	0	0	0	0	0	0	0	0	0	0
Pigt	28.916667	347	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap45	28.916667	347	0	0	0	0	0	0	0	0	0	0	0	0
Utp15	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Szt2	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Smarcc1	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Ptpre	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn11	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Med8	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Mamstr	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Hilpda	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Gba	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Emp3	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc114	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Bin2	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Avpi1	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Ankra2	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Zfp526	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Tmem251	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Moap1	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Exoc1	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Dedd2	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Cct2	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
B4galnt1	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Vim	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Stab1	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Smc6	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Rundc1	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Ptges3l	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Prpf38a	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Plekhf2	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Orc1	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Khdc4	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Gen1	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Abr	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Tbrg1	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Rfesd	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Pan2	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Napg	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Med4	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Ier3	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Flot1	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Cers2	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Ap5b1	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Anxa9	28.583333	343	0	0	0	0	0	0	0	0	0	0	0	0
Wdsub1	28.500000	342	0	0	0	0	0	0	0	0	0	0	0	0
Larp4	28.500000	342	0	0	0	0	0	0	0	0	0	0	0	0
Kdsr	28.500000	342	0	0	0	0	0	0	0	0	0	0	0	0
Gmfb	28.500000	342	0	0	0	0	0	0	0	0	0	0	0	0
Trim8	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Rgs19	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Lkaaear1	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Hes2	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Espn	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Dthd1	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Cpb2	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Ccm2	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Anxa5	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
1810062G17Rik	28.416667	341	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a13	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Selenok	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd7	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Krr1	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Itprid2	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Iqgap1	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Glipr1	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Gas7	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Ercc3	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Dctn4	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt2	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Ascc2	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Samd10	28.250000	339	0	0	0	0	0	0	0	0	0	0	0	0
Prpf6	28.250000	339	0	0	0	0	0	0	0	0	0	0	0	0
Kcna3	28.250000	339	0	0	0	0	0	0	0	0	0	0	0	0
B3gat3	28.250000	339	0	0	0	0	0	0	0	0	0	0	0	0
Trpm7	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Nsfl1c	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Mbd6	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Hps5	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Haus1	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2h1	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Ddit3	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Ccny	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31	28.083333	337	0	0	0	0	0	0	0	0	0	0	0	0
Map3k5	28.083333	337	0	0	0	0	0	0	0	0	0	0	0	0
Xpnpep3	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn4	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Tulp2	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Tbl3	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
St13	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3l	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Nucb1	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Msrb1	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Hacd4	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Fam89b	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Ehbp1l1	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Asb2	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Slc37a4	27.916667	335	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23	27.916667	335	0	0	0	0	0	0	0	0	0	0	0	0
Olfr433	27.916667	335	0	0	0	0	0	0	0	0	0	0	0	0
Nup50	27.916667	335	0	0	0	0	0	0	0	0	0	0	0	0
Mterf1b	27.916667	335	0	0	0	0	0	0	0	0	0	0	0	0
Mitf	27.916667	335	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln1	27.916667	335	0	0	0	0	0	0	0	0	0	0	0	0
Degs1	27.916667	335	0	0	0	0	0	0	0	0	0	0	0	0
Pira7	27.833333	334	0	0	0	0	0	0	0	0	0	0	0	0
Pira6	27.833333	334	0	0	0	0	0	0	0	0	0	0	0	0
Pira4	27.833333	334	0	0	0	0	0	0	0	0	0	0	0	0
Pira11	27.833333	334	0	0	0	0	0	0	0	0	0	0	0	0
Mknk2	27.833333	334	0	0	0	0	0	0	0	0	0	0	0	0
Gm14548	27.833333	334	0	0	0	0	0	0	0	0	0	0	0	0
Zfp719	27.750000	333	0	0	0	0	0	0	0	0	0	0	0	0
Sf3a3	27.750000	333	0	0	0	0	0	0	0	0	0	0	0	0
Parvb	27.750000	333	0	0	0	0	0	0	0	0	0	0	0	0
Gm13212	27.750000	333	0	0	0	0	0	0	0	0	0	0	0	0
Usp8	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Gdpgp1	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Cib1	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Cd300lf	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Alg1	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Ahcyl1	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Abhd11	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Zfp54	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198b	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a3	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Rbfox2	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Rars2	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r11	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Pml	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Orc3	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Il1a	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Gnai2	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc14	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Cstf3	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Cks2	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Actr3	27.583333	331	0	0	0	0	0	0	0	0	0	0	0	0
Zfp865	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Zfp524	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d13	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a5	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Rbm39	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp1a	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a1	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Clns1a	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Zscan12	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Rtkn	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Rrp12	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Prr5	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Ppil1	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Nup107	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Nolc1	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Coa6	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
BC004004	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Asxl2	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
