Target_genes	Pknox1|Average	SRX170715|Embryonic_trunk	SRX759626|ES_cells	SRX442884|MEF	SRX625489|MEF	SRX625491|MEF	STRING
Klhl30	114.600000	0	0	229	0	344	0
Bbip1	114.600000	0	0	223	0	350	0
Tfap4	114.400000	0	0	286	0	286	0
Mcts1	114.400000	0	0	242	0	330	0
Hoxc4	114.400000	0	0	181	0	391	0
Dag1	114.400000	156	199	105	0	112	0
Cox7a2l	114.200000	0	0	203	0	368	0
Cap1	114.200000	104	261	0	0	206	0
Akirin2	114.200000	0	0	226	0	345	0
Tmem164	114.000000	0	0	236	0	334	0
Stx4a	114.000000	0	0	256	0	314	0
Ppib	114.000000	0	0	184	0	386	0
Itch	114.000000	0	0	234	0	336	0
Hoxa2	113.800000	0	0	164	0	405	0
Hoxa1	113.800000	0	0	164	0	405	0
Crkl	113.800000	0	0	244	0	325	0
Traf1	113.600000	0	0	284	0	284	0
Mis12	113.600000	0	0	306	0	262	0
Derl2	113.600000	0	0	306	0	262	0
Senp1	113.400000	0	0	271	0	296	0
Pfkm	113.400000	0	0	271	0	296	0
Ipo9	113.200000	0	0	273	0	293	0
Ccdc32	113.200000	0	0	219	0	347	0
Fhit	112.400000	319	243	0	0	0	0
Aebp1	112.400000	0	0	200	0	362	0
Wdr41	112.200000	0	0	235	0	326	0
Igf2bp3	112.000000	0	0	238	0	322	0
Galk2	111.800000	0	0	162	0	397	0
Cops2	111.800000	0	0	162	0	397	0
Khdrbs1	111.600000	0	0	244	0	314	0
Rapgef6	111.400000	0	0	205	0	352	0
Ppm1a	111.400000	0	0	142	0	415	0
Gbp3	111.400000	0	0	218	0	339	0
Sgcd	111.000000	0	0	356	0	199	0
Poglut3	111.000000	0	0	257	0	298	0
Dock8	110.800000	0	0	216	0	338	0
Pex2	110.400000	0	0	208	0	344	0
Chfr	110.400000	82	0	252	0	218	0
Ccz1	110.400000	0	0	240	0	312	0
H2-DMa	110.200000	0	0	201	0	350	0
Brd2	110.200000	0	0	201	0	350	0
Rnpepl1	110.000000	0	0	198	0	352	0
Dusp28	110.000000	0	0	198	0	352	0
Cdc25c	110.000000	0	126	140	0	284	0
Ankmy1	110.000000	0	0	198	0	352	0
Nacc2	109.800000	0	0	224	0	325	0
Fn3krp	109.800000	0	0	314	0	235	0
Kpnb1	109.600000	0	0	220	0	328	0
Id1	109.600000	0	0	246	0	302	0
Cox16	109.600000	214	177	0	0	157	0
0610010F05Rik	109.000000	0	0	271	0	274	0
Rab10	108.800000	207	0	194	0	143	0
Ptdss1	108.800000	0	0	173	0	371	0
Prkcsh	108.800000	0	0	378	0	166	0
Mterf3	108.800000	0	0	173	0	371	0
Ccdc151	108.800000	0	0	378	0	166	0
Bicd1	108.800000	0	0	231	0	313	0
Sox11	108.600000	0	170	153	0	220	0
Sh3bp1	108.600000	0	0	276	0	267	0
Lyrm7	108.600000	0	0	194	0	349	0
Tex14	108.400000	0	0	242	0	300	0
Gpr18	108.400000	0	0	237	0	305	0
Siglec15	108.200000	0	0	329	0	212	0
Plekhg4	108.000000	0	0	188	0	352	0
Gjb3	108.000000	0	0	210	0	330	0
Ptprm	107.800000	0	0	240	0	299	0
Dync2li1	107.800000	0	0	214	0	325	0
Vps13c	107.400000	228	183	126	0	0	0
Sstr2	107.400000	0	0	332	0	205	0
Mbp	107.400000	402	135	0	0	0	0
Wnt5a	107.200000	0	0	206	0	330	0
Sh3pxd2b	107.200000	0	0	171	0	365	0
Ltbp4	107.200000	0	0	174	0	362	0
Lancl2	107.200000	0	0	243	0	293	0
Emilin1	107.200000	0	0	316	0	220	0
Ube2q2	107.000000	0	0	248	0	287	0
Tnfsfm13	107.000000	0	0	265	0	270	0
Tnfsf12	107.000000	0	0	265	0	270	0
Stim2	107.000000	0	0	283	0	252	0
Rps6ka4	107.000000	0	0	235	0	300	0
Nkiras2	107.000000	0	208	146	0	181	0
Lzts1	107.000000	0	0	221	0	314	0
Baz1a	107.000000	0	0	184	0	351	0
Fbxl5	106.600000	0	0	206	0	327	0
Spred3	106.400000	0	0	311	0	221	0
Ggn	106.400000	0	0	311	0	221	0
Vmn2r102	106.200000	0	168	153	0	210	0
Mtfr1	106.200000	0	149	205	0	177	0
2410141K09Rik	106.200000	0	531	0	0	0	0
Kdm5c	105.800000	0	0	175	0	354	0
Dnajc13	105.800000	0	110	193	0	226	0
Dapp1	105.800000	0	0	305	0	224	0
Tnip2	105.600000	0	0	221	0	307	0
Calr	105.400000	0	0	195	0	332	0
Tmem127	105.200000	0	0	232	0	294	0
Ciao1	105.200000	0	0	232	0	294	0
Ninj2	105.000000	0	0	200	0	325	0
Gprc5a	104.800000	0	0	160	0	364	0
Spag1	104.600000	0	0	201	0	322	0
Foxc1	104.600000	0	0	283	0	240	0
Cyb5b	104.600000	0	0	173	0	350	0
Tpr	104.400000	0	0	234	0	288	0
Odr4	104.400000	0	0	234	0	288	0
Cyren	104.200000	0	0	354	0	167	0
Sema3b	104.000000	0	0	262	0	258	0
Exoc5	104.000000	0	0	143	0	377	0
Dclk1	104.000000	0	0	211	0	309	0
Csrp2	104.000000	0	0	194	0	326	0
Ap5m1	104.000000	0	0	143	0	377	0
Snrnp35	103.800000	0	0	231	0	288	0
Col18a1	103.800000	0	0	218	0	301	0
Clca4b	103.800000	0	341	0	0	178	0
Rfx5	103.600000	0	237	0	0	281	0
Sin3b	103.400000	0	0	281	0	236	0
Clec2i	103.400000	0	0	294	0	223	0
BC035044	103.400000	0	0	294	0	223	0
Zc3h8	103.200000	0	0	174	0	342	0
Clip1	103.200000	0	0	211	0	305	0
Zscan20	103.000000	0	0	142	0	373	0
Tnfsf15	102.800000	0	0	165	0	349	0
Fzd1	102.800000	0	0	161	0	353	0
Chchd3	102.800000	0	0	210	0	304	0
Pgls	102.600000	0	0	217	0	296	0
Pfdn4	102.600000	0	0	178	0	335	0
Eif4ebp2	102.600000	0	0	229	0	284	0
Dgkg	102.600000	0	0	239	0	274	0
Vps29	102.400000	0	0	209	0	303	0
Rad9b	102.400000	0	0	209	0	303	0
Cdc34	102.400000	0	153	210	0	149	0
Zfp599	102.200000	0	0	198	0	313	0
Ndrg4	102.200000	0	0	232	0	279	0
Dzip1l	102.200000	0	0	256	0	255	0
Rin1	102.000000	0	0	240	0	270	0
Atad2	102.000000	0	0	186	0	324	0
Sec22b	101.800000	0	0	302	0	207	0
Obsl1	101.800000	0	0	184	0	325	0
Inha	101.800000	0	0	184	0	325	0
Efcab5	101.800000	0	0	135	0	374	0
Cops7a	101.800000	0	0	208	0	301	0
Dap	101.600000	0	0	161	0	347	0
Armh2	101.600000	0	0	508	0	0	0
Adgrg1	101.600000	0	0	217	0	291	0
Galnt7	101.400000	0	0	154	0	353	0
Csde1	101.400000	0	0	230	0	277	0
Rab39	100.800000	115	389	0	0	0	0
Ddx39b	100.800000	0	0	215	0	289	0
Plxna3	100.600000	0	0	163	0	340	0
Efna3	100.600000	0	0	173	0	330	0
Pfn1	99.600000	0	0	183	0	315	0
Eno3	99.600000	0	0	183	0	315	0
Clca3a1	99.600000	0	0	193	0	305	0
Avpi1	99.600000	0	0	123	0	375	0
Xndc1	99.400000	124	0	153	0	220	0
Rnf121	99.400000	124	0	153	0	220	0
Rnf10	99.400000	0	0	229	0	268	0
Emp3	99.400000	0	0	188	0	309	0
Crcp	99.400000	0	0	153	0	344	0
Barx2	99.400000	0	497	0	0	0	0
Asl	99.400000	0	0	153	0	344	0
Zbtb38	99.200000	0	0	0	0	496	0
Ube2r2	99.200000	0	0	229	0	267	0
Eif3e	99.200000	0	0	248	0	248	0
Zscan18	99.000000	175	320	0	0	0	0
Pkm	99.000000	0	143	164	0	188	0
Rprm	98.800000	0	0	240	0	254	0
Rnf123	98.800000	494	0	0	0	0	0
Mst1	98.800000	494	0	0	0	0	0
Ift46	98.600000	0	0	162	0	331	0
Glt28d2	98.600000	0	0	235	0	258	0
Trappc3	98.400000	0	0	151	0	341	0
Thbs1	98.400000	0	0	214	0	278	0
Slc43a3	98.400000	0	0	229	0	263	0
Rbm18	98.400000	0	0	194	0	298	0
Mrrf	98.400000	0	0	194	0	298	0
Map7d1	98.400000	0	0	151	0	341	0
Txnl1	98.200000	0	0	224	0	267	0
Phkg1	98.200000	0	0	142	0	349	0
Prkg1	98.000000	0	0	181	0	309	0
Nek6	98.000000	0	0	169	0	321	0
Nipbl	97.800000	0	0	263	0	226	0
Naca	97.800000	0	0	307	0	182	0
Il1rl1	97.800000	0	0	152	0	337	0
Dlat	97.800000	0	0	0	0	489	0
Tmed1	97.200000	0	0	193	0	293	0
Slc26a10	97.200000	107	252	0	0	127	0
Arhgef25	97.200000	107	252	0	0	127	0
Rbm34	97.000000	0	0	248	0	237	0
Sema6c	96.800000	0	0	183	0	301	0
Pde6h	96.800000	0	0	232	0	252	0
Pdcl	96.800000	0	0	153	0	331	0
Serpinh1	96.400000	0	0	261	0	221	0
Rsrp1	96.400000	113	0	194	0	175	0
Rasa3	96.400000	0	0	228	0	254	0
Irak1bp1	96.400000	0	0	206	0	276	0
Tsnaxip1	96.200000	0	0	258	0	223	0
Ranbp10	96.200000	0	0	258	0	223	0
Ddx52	96.200000	0	0	252	0	229	0
Ywhaz	95.800000	0	0	173	0	306	0
Utp11	95.800000	0	0	194	0	285	0
Lrrfip2	95.800000	0	0	251	0	228	0
Znhit3	95.600000	0	0	201	0	277	0
Tom1l1	95.600000	0	0	174	0	304	0
Impact	95.600000	0	0	201	0	277	0
Deptor	95.600000	0	0	148	0	330	0
Malt1	95.400000	0	210	267	0	0	0
Gm53057	95.400000	0	477	0	0	0	0
Trim6	95.200000	0	0	103	0	373	0
Nprl3	95.200000	0	0	185	0	291	0
Cast	95.200000	0	0	294	0	182	0
Zmynd8	95.000000	0	0	214	0	261	0
Ptprg	95.000000	0	0	168	0	307	0
Parp10	95.000000	0	0	221	0	254	0
Grina	95.000000	0	0	221	0	254	0
Taf5	94.800000	0	0	190	0	284	0
Pnpla6	94.800000	0	0	183	0	291	0
Gstm7	94.800000	0	159	167	0	148	0
Dlg4	94.800000	0	0	165	0	309	0
Tyro3	94.600000	0	0	184	0	289	0
Tuba1a	94.600000	0	0	133	0	340	0
Ndrg1	94.400000	0	0	122	0	350	0
Map3k4	94.400000	0	0	184	0	288	0
Tbx5	94.200000	0	0	153	0	318	0
Rnls	94.200000	0	0	124	0	347	0
Tpx2	94.000000	0	0	143	0	327	0
Pcbd1	94.000000	75	395	0	0	0	0
Atp5g2	94.000000	0	0	189	0	281	0
Apold1	93.800000	0	0	197	0	272	0
Tubb3	93.600000	0	0	178	0	290	0
Ncl	93.600000	0	0	208	0	260	0
Mc1r	93.600000	0	0	178	0	290	0
Macrod1	93.600000	0	0	144	0	324	0
Hrh1	93.600000	0	0	187	0	281	0
Synj2	93.400000	0	0	207	0	260	0
Pcdhga12	93.400000	0	467	0	0	0	0
Jade2	93.400000	0	0	271	0	196	0
Depdc1b	93.400000	0	0	184	0	283	0
Wsb2	93.200000	0	0	150	0	316	0
Brd3os	93.200000	0	0	184	0	282	0
Agpat5	93.200000	0	0	198	0	268	0
Pik3ca	93.000000	0	0	162	0	303	0
Mllt11	93.000000	0	0	247	0	218	0
Fam219b	93.000000	0	0	221	0	244	0
Cdc42se1	93.000000	0	0	247	0	218	0
Magee1	92.800000	0	0	176	0	288	0
Clcc1	92.800000	0	0	190	0	274	0
Sulf1	92.600000	0	0	206	0	257	0
Pitpnm2	92.600000	0	0	264	0	199	0
Hpf1	92.600000	0	0	167	0	296	0
Hivep1	92.600000	0	0	195	0	268	0
Ghr	92.600000	0	0	192	0	271	0
Fbxl22	92.600000	0	0	136	0	327	0
Bcar1	92.600000	0	0	214	0	249	0
Zfp251	92.400000	0	0	220	0	242	0
Psmd4	92.400000	0	0	239	0	223	0
Zbtb10	92.200000	0	0	120	0	341	0
Wdfy3	92.000000	0	135	194	0	131	0
Stard13	92.000000	0	0	194	0	266	0
Ptpre	92.000000	0	0	217	0	243	0
Gzmm	92.000000	0	0	217	0	243	0
Cstad	92.000000	0	0	197	0	263	0
Pacc1	91.800000	0	0	251	0	208	0
Ngef	91.800000	0	0	122	0	337	0
Neu2	91.800000	0	0	122	0	337	0
Hexb	91.800000	0	0	141	0	318	0
Flnb	91.800000	0	0	199	0	260	0
Fn3k	91.600000	0	0	184	0	274	0
Sgms1	91.400000	0	0	168	0	289	0
Rdh13	91.400000	0	0	211	0	246	0
Thap12	91.200000	0	0	142	0	314	0
Tbc1d10c	91.200000	0	0	175	0	281	0
Ppp1ca	91.200000	0	0	175	0	281	0
Prmt5	91.000000	0	0	136	0	319	0
Lemd3	91.000000	0	0	185	0	270	0
Spata45	90.600000	0	0	184	0	269	0
Palld	90.600000	0	0	210	0	243	0
Flvcr1	90.600000	0	0	184	0	269	0
Esrra	90.600000	0	0	131	0	322	0
Catsperz	90.600000	0	0	131	0	322	0
Ssr2	90.400000	0	0	280	0	172	0
Rnft1	90.400000	0	0	159	0	293	0
Dixdc1	90.400000	0	0	161	0	291	0
Trappc3l	90.200000	0	0	170	0	281	0
Nbas	90.200000	0	0	174	0	277	0
Rchy1	90.000000	0	0	165	0	285	0
Lrif1	90.000000	0	0	210	0	240	0
Azin2	90.000000	0	0	250	0	200	0
Prrg2	89.800000	0	0	151	0	298	0
Pip5kl1	89.800000	0	0	177	0	272	0
Nosip	89.800000	0	0	151	0	298	0
Dpm2	89.800000	0	0	177	0	272	0
Cox14	89.800000	0	0	166	0	283	0
Zfand2a	89.600000	0	0	157	0	291	0
Tet2	89.600000	0	0	154	0	294	0
Emp1	89.600000	0	0	129	0	319	0
Cd82	89.600000	0	0	204	0	244	0
Ppp1r7	89.400000	0	0	153	0	294	0
Pask	89.400000	0	0	153	0	294	0
Ier5	89.400000	0	0	128	0	319	0
Wdr59	89.000000	0	0	195	0	250	0
Zfr	88.800000	0	0	124	0	320	0
Aprt	88.800000	0	93	134	0	217	0
Fpgs	88.600000	148	0	0	0	295	0
Lrig1	88.400000	0	0	193	0	249	0
Gamt	88.400000	0	0	220	0	222	0
Dazap1	88.400000	0	0	220	0	222	0
Sdf4	88.200000	0	0	174	0	267	0
Morf4l2	88.200000	0	0	195	0	246	0
B3galt6	88.200000	0	0	174	0	267	0
Ptpn23	88.000000	0	0	165	0	275	0
Gys2	88.000000	0	0	174	0	266	0
Fbxo31	88.000000	0	0	214	0	226	0
Fam13a	88.000000	0	0	148	0	292	0
Aak1	88.000000	0	0	148	0	292	0
Trmt2a	87.800000	0	104	131	0	204	0
Ranbp1	87.800000	0	104	131	0	204	0
Os9	87.800000	0	0	193	0	246	0
Calm1	87.800000	0	0	218	0	221	0
Bex2	87.800000	0	317	122	0	0	0
Ube2q1	87.400000	0	0	168	0	269	0
Nudt13	87.400000	0	0	144	0	293	0
Nup107	87.200000	0	0	0	0	436	0
Mto1	87.200000	0	0	232	0	204	0
Gnb1l	87.200000	0	0	195	0	241	0
Cgas	87.200000	0	0	232	0	204	0
Pcf11	87.000000	0	0	197	0	238	0
Ints6l	87.000000	0	0	113	0	322	0
Hint3	87.000000	0	0	157	0	278	0
Gpc4	87.000000	0	0	197	0	238	0
Gm10324	87.000000	0	435	0	0	0	0
Taco1	86.800000	0	0	208	0	226	0
Ets1	86.800000	0	0	164	0	270	0
Asxl3	86.800000	0	0	169	0	265	0
Xrcc6	86.600000	0	0	175	0	258	0
Taok1	86.600000	0	0	192	0	241	0
Nicn1	86.600000	0	0	132	0	301	0
Epc2	86.600000	0	0	121	0	312	0
Desi1	86.600000	0	0	175	0	258	0
Wdr62	86.200000	0	0	231	0	200	0
Usp2	86.200000	0	0	195	0	236	0
Tead2	86.200000	0	0	142	0	289	0
Sprr1a	86.200000	0	0	142	0	289	0
Dkkl1	86.200000	0	0	142	0	289	0
Bax	86.200000	0	0	174	0	257	0
Zfp598	86.000000	0	0	220	0	210	0
Mospd1	86.000000	0	0	233	0	197	0
Kctd17	86.000000	0	262	0	0	168	0
Tssc4	85.800000	0	0	221	0	208	0
Papola	85.800000	0	0	252	0	177	0
Mpp5	85.800000	0	0	163	0	266	0
Limk1	85.800000	0	0	120	0	309	0
Slc2a7	85.600000	0	428	0	0	0	0
Ilf2	85.600000	0	0	179	0	249	0
Wwox	85.400000	0	223	0	204	0	0
Smarcal1	85.400000	0	0	195	0	232	0
Rnf122	85.400000	0	0	157	0	270	0
Zwint	85.200000	0	0	183	0	243	0
Smyd2	85.200000	0	0	180	0	246	0
Nupl2	85.200000	0	0	231	0	195	0
Cpb1	85.200000	0	0	212	0	214	0
Gnaq	85.000000	0	0	218	0	207	0
Baiap3	85.000000	0	0	182	0	243	0
Zfhx3	84.800000	0	0	148	0	276	0
Msl3	84.800000	0	0	211	0	213	0
Ivd	84.800000	0	0	279	0	145	0
Grn	84.800000	0	0	173	0	251	0
Rab11fip2	84.600000	0	0	163	0	260	0
Ptgs2	84.600000	0	0	182	0	241	0
Lmna	84.600000	0	0	236	0	187	0
Bdnf	84.600000	0	0	150	0	273	0
Scarb1	84.400000	0	0	246	0	176	0
Mtarc2	84.400000	0	0	148	0	274	0
Ptgs1	84.000000	0	0	121	0	299	0
Pctp	84.000000	0	0	204	0	216	0
Defb43	84.000000	0	0	196	0	224	0
Urod	83.800000	0	0	142	0	277	0
Stat2	83.800000	0	0	145	0	274	0
Hectd3	83.800000	0	0	142	0	277	0
Apof	83.800000	0	0	145	0	274	0
Fam114a1	83.600000	0	0	204	0	214	0
Csnk1d	83.600000	0	0	203	0	215	0
Stx7	83.400000	0	0	150	0	267	0
Scx	83.200000	0	0	130	0	286	0
Eml5	83.200000	135	281	0	0	0	0
Cln6	83.200000	0	0	126	0	290	0
Selenow	83.000000	0	0	166	0	249	0
Ippk	83.000000	0	0	214	0	201	0
Prlhr	82.800000	0	0	183	0	231	0
Zfp639	82.600000	0	126	0	0	287	0
S100a3	82.600000	0	0	170	0	243	0
Slc35d3	82.400000	0	0	0	0	412	0
Shcbp1	82.200000	0	0	190	0	221	0
Pir	82.200000	0	0	170	0	241	0
Hes6	82.000000	0	0	158	0	252	0
Espl1	82.000000	0	0	219	0	191	0
Diaph2	82.000000	0	0	132	0	278	0
Slco3a1	81.800000	0	0	252	0	157	0
Gucy2g	81.800000	0	0	0	0	409	0
Fam221a	81.600000	0	0	176	0	232	0
Pold4	81.400000	0	0	154	0	253	0
Ascl1	81.400000	0	0	240	0	167	0
Sf3a2	81.200000	0	0	170	0	236	0
Plekhj1	81.200000	0	0	170	0	236	0
E2f3	81.200000	0	0	170	0	236	0
Trim24	81.000000	0	0	127	0	278	0
Thoc1	81.000000	0	0	130	0	275	0
Plpbp	81.000000	0	0	146	0	259	0
Pdgfa	81.000000	0	140	156	109	0	0
Noc2l	81.000000	0	0	152	0	253	0
Midn	81.000000	0	0	0	405	0	0
Klhl17	81.000000	0	0	152	0	253	0
Jmjd1c	81.000000	0	0	140	0	265	0
Atp5d	81.000000	0	0	0	405	0	0
Pam	80.600000	0	0	103	0	300	0
Mrps14	80.600000	0	0	206	0	197	0
Tmem80	80.400000	0	0	120	0	282	0
Sppl3	80.400000	0	0	203	0	199	0
Itgb3	80.400000	0	0	0	0	402	0
Fbxl3	80.400000	0	0	196	0	206	0
Deaf1	80.400000	0	0	120	0	282	0
Abhd1	80.400000	0	0	182	0	220	0
Sqstm1	79.800000	0	0	165	0	234	0
Rrm1	79.800000	0	0	122	0	277	0
Prtg	79.800000	0	0	142	0	257	0
Mtmr6	79.800000	0	0	162	0	237	0
Mrm1	79.800000	0	0	176	0	223	0
Wiz	79.600000	0	0	145	0	253	0
Txndc9	79.200000	0	0	153	0	243	0
Gm3776	79.200000	0	0	162	0	234	0
Eif5b	79.200000	0	0	153	0	243	0
Dnaaf3	79.200000	0	396	0	0	0	0
Dek	79.200000	0	0	143	0	253	0
Rora	79.000000	0	0	163	0	232	0
Prim1	79.000000	0	0	190	0	205	0
Nrbf2	79.000000	0	0	145	0	250	0
Got2	79.000000	0	0	88	0	307	0
Cln3	79.000000	0	0	104	0	291	0
Asb18	79.000000	0	0	218	0	177	0
Apobr	79.000000	0	0	104	0	291	0
Tmsb15l	78.800000	0	129	0	0	265	0
Tmsb15b1	78.800000	0	129	0	0	265	0
Cyfip2	78.800000	0	0	118	0	276	0
Pold2	78.600000	0	0	220	0	173	0
Ormdl3	78.600000	0	0	130	0	263	0
Lgals9	78.600000	0	0	142	0	251	0
Ghitm	78.600000	0	0	138	0	255	0
Ggt7	78.600000	0	0	134	0	259	0
Daam1	78.600000	0	0	205	0	188	0
Cth	78.600000	0	0	132	0	261	0
Acss2	78.600000	0	0	134	0	259	0
Vps4a	78.400000	0	0	187	0	205	0
Ttc14	78.400000	0	0	151	0	241	0
Tirap	78.400000	0	0	232	0	160	0
Thnsl2	78.400000	0	0	93	0	299	0
Acat1	78.400000	0	0	187	0	205	0
Kctd2	78.000000	0	0	147	0	243	0
Dusp3	78.000000	0	0	160	0	230	0
Cfap97d1	78.000000	0	0	160	0	230	0
Atp5h	78.000000	0	0	147	0	243	0
Aox4	78.000000	0	0	113	0	277	0
Snx8	77.800000	0	0	171	0	218	0
Lrrc10b	77.800000	0	0	119	0	270	0
Tomm40	77.600000	0	0	200	0	188	0
Kansl1l	77.600000	0	0	0	0	388	0
Plau	77.400000	0	0	173	0	214	0
Srp14	77.200000	0	107	98	0	181	0
Kif15	77.200000	0	0	146	0	240	0
Immp1l	77.200000	0	0	132	0	254	0
Elp4	77.200000	0	0	132	0	254	0
1110059G10Rik	77.200000	0	0	146	0	240	0
Olfr457	77.000000	0	0	122	0	263	0
Trak2	76.800000	0	0	85	0	299	0
Tatdn1	76.800000	0	0	206	0	178	0
Rpl8	76.800000	0	0	0	0	384	0
Ndufb9	76.800000	0	0	206	0	178	0
Shroom4	76.600000	0	0	195	0	188	0
Rlbp1	76.600000	0	0	184	0	199	0
Fanci	76.600000	0	0	184	0	199	0
Tmod1	76.400000	254	0	0	0	128	0
Smim7	76.400000	0	0	165	0	217	0
Rab34	76.400000	0	0	178	0	204	0
Proca1	76.400000	0	0	178	0	204	0
Uqcc2	76.000000	0	0	99	0	281	0
Tmem30a	76.000000	0	0	181	0	199	0
Cul2	76.000000	0	0	132	0	248	0
Uevld	75.800000	0	0	152	0	227	0
Inka2	75.800000	0	0	159	0	220	0
Cdc42ep4	75.800000	0	0	170	0	209	0
Gipc3	75.600000	0	378	0	0	0	0
Tmc8	75.400000	0	0	174	0	203	0
Tmc6	75.400000	0	0	174	0	203	0
Crocc	75.400000	136	106	0	0	135	0
Rab3gap1	75.200000	0	0	122	0	254	0
Plk3	75.200000	0	0	183	0	193	0
Slc30a7	75.000000	0	0	141	0	234	0
Extl2	75.000000	0	0	141	0	234	0
Dcaf12	75.000000	0	0	105	0	270	0
Cdkn3	75.000000	0	0	135	0	240	0
Vinac1	74.800000	0	0	132	0	242	0
Ttl	74.800000	0	0	132	0	242	0
Sema4f	74.800000	0	0	164	0	210	0
Olfr12	74.800000	0	0	0	0	374	0
Tmem109	74.600000	0	0	211	0	162	0
Mgat1	74.600000	0	111	118	0	144	0
Hlf	74.400000	0	0	157	0	215	0
Creld2	74.400000	0	0	185	0	187	0
Cfap58	74.400000	0	0	142	0	230	0
Alg12	74.400000	0	0	185	0	187	0
Sumo2	74.200000	0	0	152	0	219	0
2310022B05Rik	74.200000	0	0	173	0	198	0
Ctnnd1	74.000000	0	0	193	0	177	0
Crim1	74.000000	0	0	152	0	218	0
Usp19	73.800000	0	0	175	0	194	0
Ston1	73.600000	0	0	0	0	368	0
Crtc3	73.600000	0	0	142	0	226	0
Ccnd1	73.600000	0	0	110	0	258	0
Ppp1r27	73.400000	0	0	202	0	165	0
Rnase6	73.200000	366	0	0	0	0	0
Tcf4	73.000000	0	0	0	0	365	0
Mrgprf	73.000000	0	0	151	0	214	0
Marchf9	73.000000	0	0	132	0	233	0
Setx	72.400000	0	0	118	0	244	0
Rab7	72.400000	0	0	216	0	146	0
Kbtbd8	72.400000	0	0	150	0	212	0
Ifna13	72.400000	0	0	142	0	220	0
Gucy1b1	72.400000	182	180	0	0	0	0
Cxadr	72.400000	0	0	142	0	220	0
Zfp867	72.200000	0	0	167	0	194	0
Zbtb20	72.200000	0	0	122	0	239	0
Sapcd2	72.200000	0	0	141	0	220	0
Insig2	72.200000	0	0	97	0	264	0
Ankrd35	72.200000	0	0	168	0	193	0
Rbmxl2	72.000000	0	360	0	0	0	0
Lrpap1	72.000000	0	0	155	0	205	0
Tbc1d23	71.800000	0	0	0	175	184	0
Radil	71.800000	0	0	103	0	256	0
Gpn1	71.800000	0	0	174	0	185	0
Hagh	71.600000	0	0	199	0	159	0
Fahd1	71.600000	0	0	199	0	159	0
Cgref1	71.600000	0	0	182	0	176	0
Atp6v0e2	71.600000	0	0	0	0	358	0
Usp27x	71.400000	0	0	113	0	244	0
Ddx56	71.400000	0	0	147	0	210	0
Scoc	71.200000	0	0	194	0	162	0
Tarbp1	71.000000	0	0	160	0	195	0
Nkrf	71.000000	0	0	181	0	174	0
Coprs	71.000000	0	0	0	0	355	0
Ccdc117	71.000000	0	0	136	0	219	0
Anapc4	70.800000	0	0	184	0	170	0
Nap1l3	70.600000	126	227	0	0	0	0
Mtmr12	70.600000	0	0	144	0	209	0
Mlip	70.600000	0	0	0	0	353	0
Ccdc91	70.600000	0	0	144	0	209	0
Akna	70.600000	0	0	160	0	193	0
Trmt10c	70.400000	0	0	112	0	240	0
Satb2	70.400000	0	0	142	0	210	0
Ldha	70.200000	0	0	141	0	210	0
Zfand6	70.000000	0	0	94	0	256	0
Rhox2f	70.000000	0	0	153	0	197	0
Rag2	70.000000	0	0	150	0	200	0
Iftap	70.000000	0	0	150	0	200	0
Arl6ip5	70.000000	0	0	0	0	350	0
Arhgap21	70.000000	0	0	162	0	188	0
Defa43	69.800000	0	0	0	349	0	0
Defa42	69.800000	0	0	0	349	0	0
Ccdc86	69.800000	0	0	132	0	217	0
Ankrd29	69.800000	0	0	168	0	181	0
Wipf2	69.600000	0	0	178	0	170	0
Tbc1d15	69.600000	0	0	162	0	186	0
Pex16	69.400000	0	0	125	0	222	0
Pate1	69.400000	0	0	103	0	244	0
Large2	69.400000	0	0	125	0	222	0
Etfdh	69.400000	0	0	87	0	260	0
Clrn1	69.400000	0	0	188	0	159	0
4930579G24Rik	69.400000	0	0	87	0	260	0
Plscr1	69.200000	0	0	123	0	223	0
Plac8	69.200000	0	0	177	0	169	0
9930111J21Rik2	69.200000	0	0	105	0	241	0
9930111J21Rik1	69.200000	0	0	105	0	241	0
Zfr2	68.800000	0	0	189	0	155	0
Mtfp1	68.800000	0	0	142	0	202	0
Mavs	68.800000	0	0	198	0	146	0
Ccdc80	68.800000	0	0	138	0	206	0
Cables1	68.800000	0	0	163	0	181	0
Atcay	68.800000	0	0	189	0	155	0
1700013G24Rik	68.800000	0	0	152	0	192	0
Vps35l	68.600000	0	0	122	0	221	0
Stambpl1	68.600000	0	0	170	0	173	0
Rabgef1	68.600000	0	0	159	0	184	0
Mindy4	68.600000	0	0	118	0	225	0
Fam131c	68.600000	0	0	148	0	195	0
Znhit1	68.400000	0	342	0	0	0	0
Plod3	68.400000	0	342	0	0	0	0
Pes1	68.400000	0	0	153	0	189	0
Mmachc	68.400000	0	0	0	0	342	0
Glis2	68.400000	0	0	0	162	180	0
Gapvd1	68.400000	0	0	139	0	203	0
Dnajb12	68.400000	0	0	165	0	177	0
Ccdc163	68.400000	0	0	0	0	342	0
Xrn1	68.200000	0	0	94	0	247	0
Xkr8	68.200000	0	341	0	0	0	0
Ptpn4	68.200000	0	0	174	0	167	0
Mcpt8	68.000000	0	0	163	0	177	0
Klk9	68.000000	0	0	163	0	177	0
Dad1	68.000000	0	0	118	0	222	0
