Target_genes	Mafk|Average	SRX140361|CH12	SRX16499736|ES_cells	SRX16499737|ES_cells	SRX188829|ES_cells	SRX140362|MEL	SRX188826|MEL	SRX3937205|NIH/3T3	SRX3937206|NIH/3T3	SRX3937207|NIH/3T3	SRX3937208|NIH/3T3	SRX3937210|RAW_264.7	SRX3937211|RAW_264.7	SRX3937212|RAW_264.7	SRX3730249|Trophoblast_stem_cells	SRX3730250|Trophoblast_stem_cells	SRX3730280|Trophoblast_stem_cells	STRING
Toporsl	395.625000	1034	770	504	979	391	0	284	393	339	298	323	403	488	0	0	124	0
Gstp1	395.625000	1006	203	371	481	558	241	259	341	323	404	132	326	369	483	96	737	0
B4galnt4	394.125000	1726	353	319	567	0	0	283	297	307	284	408	522	488	0	0	752	0
Taf9	394.000000	536	409	375	792	215	0	373	425	387	438	580	701	646	248	0	179	0
Rad17	394.000000	536	409	375	792	215	0	373	425	387	438	580	701	646	248	0	179	0
Ak6	394.000000	536	409	375	792	215	0	373	425	387	438	580	701	646	248	0	179	0
Ly96	393.437500	1291	111	0	173	716	358	400	468	491	536	441	707	603	0	0	0	0
Cep120	393.250000	1031	197	313	460	299	178	422	642	412	352	394	470	636	218	0	268	0
Slc14a2	392.875000	1658	591	822	1115	0	0	431	574	485	431	0	0	0	179	0	0	0
Csnk2a1	392.812500	1541	1049	866	1378	378	0	157	137	0	122	0	0	0	204	0	453	0
Ksr1	392.562500	828	242	286	467	585	306	464	681	590	632	102	297	314	226	0	261	0
Sacm1l	392.312500	1773	432	507	685	2073	732	0	0	0	0	0	0	0	0	0	75	0
Zfp692	392.250000	1610	503	580	832	1627	790	0	159	175	0	0	0	0	0	0	0	0
Psmd3	390.375000	415	95	275	351	338	281	0	0	0	0	0	0	0	2188	355	1948	0
Lrrc52	389.062500	624	351	244	549	0	0	658	558	472	472	546	823	696	109	0	123	0
Myl6	386.437500	211	430	591	905	307	79	449	533	357	298	436	529	537	227	0	294	0
Jarid2	385.500000	459	714	512	946	256	0	319	367	303	251	343	576	546	287	0	289	0
Aplp1	385.500000	1359	407	804	1004	558	154	332	482	193	284	0	268	0	148	0	175	0
Dcun1d4	384.625000	877	819	614	1201	610	0	284	267	250	269	88	214	211	251	0	199	0
Mlec	384.562500	468	124	0	206	596	359	183	262	268	247	713	984	1236	222	0	285	0
Xirp1	384.500000	552	156	340	459	273	154	483	519	525	444	492	710	829	216	0	0	0
Pgrmc2	382.375000	497	335	495	683	349	163	298	590	480	384	314	450	445	227	0	408	0
Samd11	380.312500	821	402	509	869	604	327	191	266	233	284	356	560	579	0	0	84	0
Nms	380.312500	504	331	301	571	276	268	218	573	489	376	238	527	490	390	0	533	0
Olfr1359	379.562500	800	393	358	666	195	0	356	459	366	407	521	696	510	192	0	154	0
Slc38a7	375.125000	1050	0	0	0	0	0	428	703	647	558	444	789	840	0	0	543	0
Gh	374.562500	954	140	100	233	260	0	204	305	232	291	677	1077	1370	0	0	150	0
Ei24	374.500000	896	107	222	338	613	198	370	562	430	410	382	506	656	112	0	190	0
Cltc	374.250000	867	592	694	994	450	171	158	166	147	0	157	156	90	521	0	825	0
Nqo1	373.750000	441	752	903	1315	539	163	200	245	219	242	0	0	0	198	0	763	0
Spef1l	369.375000	496	0	0	176	424	0	490	587	400	519	598	862	818	210	0	330	0
Aspg	369.125000	1282	483	623	1002	93	0	341	615	396	391	0	225	455	0	0	0	0
Agfg1	369.062500	1103	496	240	677	783	313	252	340	189	193	270	431	316	180	0	122	0
Pld2	368.875000	897	226	156	340	383	0	429	503	629	664	269	519	463	110	0	314	0
Nek9	368.812500	367	187	104	294	274	0	680	961	715	795	203	286	414	0	0	621	0
Mfsd12	368.625000	0	432	442	754	86	0	511	662	511	523	189	238	301	366	0	883	0
Mef2c	367.000000	460	142	0	190	289	0	282	364	289	359	835	1288	1374	0	0	0	0
Spns2	366.750000	757	170	158	346	986	653	366	487	251	362	281	399	534	0	0	118	0
Slc17a5	365.250000	1106	546	360	758	385	0	310	424	292	245	161	380	433	260	0	184	0
Tiparp	364.812500	862	356	160	441	304	203	436	745	601	480	183	456	485	0	0	125	0
Acp5	364.687500	0	937	1081	1457	351	0	174	178	189	153	0	0	0	762	0	553	0
Smug1	363.875000	348	96	91	164	75	0	559	701	545	507	437	829	798	190	0	482	0
Rab18	363.812500	1024	199	274	423	597	274	237	385	235	186	254	412	400	168	0	753	0
Abcf3	363.687500	928	584	720	1101	276	0	143	244	215	203	0	0	121	431	0	853	0
Crcp	361.375000	576	656	349	869	302	0	253	298	218	268	237	519	663	179	0	395	0
Marchf7	360.500000	716	446	293	563	372	0	365	609	559	346	273	479	464	0	0	283	0
Dipk2a	359.750000	0	476	484	766	752	309	306	408	278	326	344	521	570	0	0	216	0
Fam83g	358.812500	255	140	218	287	0	0	605	840	684	650	172	267	299	320	0	1004	0
Lpar1	358.625000	535	558	318	766	208	0	360	543	465	470	268	447	600	0	0	200	0
Smim3	357.500000	402	99	166	228	764	365	378	666	469	652	275	430	495	88	0	243	0
Hmg20b	357.437500	0	432	442	754	0	0	511	662	511	523	189	238	301	273	0	883	0
Slc6a5	356.062500	653	305	287	536	0	0	563	657	562	646	307	489	462	123	0	107	0
Mdm4	355.812500	645	510	433	843	1851	800	0	0	0	0	0	0	0	138	0	473	0
Bach1	355.125000	744	806	943	1469	555	360	0	0	0	0	148	0	135	358	0	164	0
Olfr566	354.125000	714	669	371	953	208	0	245	420	183	208	361	678	656	0	0	0	0
Plekha2	353.562500	966	201	333	465	223	0	386	376	220	320	432	687	665	253	0	130	0
Katnal1	352.875000	690	446	544	821	632	556	0	150	0	153	224	215	350	337	0	528	0
F3	351.500000	938	245	290	522	0	0	293	663	381	397	267	551	513	0	0	564	0
Prmt7	349.625000	593	661	544	942	301	0	198	275	331	295	226	474	418	137	0	199	0
Mt3	349.375000	1824	258	338	556	168	122	0	0	0	138	0	242	187	367	0	1390	0
Adra2a	348.750000	693	648	627	985	327	0	237	413	344	354	206	251	228	180	0	87	0
Tex2	348.625000	219	0	0	97	176	200	104	352	366	205	0	251	363	1768	194	1283	0
Tmem219	348.562500	712	398	260	624	258	0	414	534	438	401	262	445	394	263	0	174	0
Cox16	347.625000	589	293	290	515	274	0	152	220	204	177	401	640	690	454	0	663	0
Palb2	346.937500	197	0	0	0	107	0	0	0	0	0	0	0	0	2557	275	2415	0
Dctn5	346.937500	197	0	0	0	107	0	0	0	0	0	0	0	0	2557	275	2415	0
Slpi	345.375000	1784	342	205	505	482	0	154	195	176	247	256	377	486	120	0	197	0
Samhd1	345.375000	967	0	0	0	497	173	0	186	0	145	823	1319	1416	0	0	0	0
Pus10	345.375000	185	117	141	298	220	0	510	515	275	406	641	704	939	314	0	261	0
Ggt7	344.375000	232	310	249	497	0	111	401	440	434	312	198	400	507	461	0	958	0
Acss2	344.375000	232	310	249	497	0	111	401	440	434	312	198	400	507	461	0	958	0
Borcs6	343.687500	1320	707	593	906	1289	572	0	0	0	0	0	0	0	0	0	112	0
Tox4	343.500000	521	860	492	1142	285	0	225	177	125	122	376	344	387	258	0	182	0
Rab2b	343.500000	521	860	492	1142	285	0	225	177	125	122	376	344	387	258	0	182	0
Eva1b	343.312500	589	845	705	1174	183	0	245	199	192	188	215	403	236	154	0	165	0
Gtf2a2	340.750000	1043	520	619	909	111	0	176	288	104	207	194	283	380	138	0	480	0
H2-T9	340.312500	760	154	160	336	472	222	362	715	356	541	210	377	378	255	0	147	0
H2-T22	340.312500	760	154	160	336	472	222	362	715	356	541	210	377	378	255	0	147	0
Gm6034	340.312500	760	154	160	336	472	222	362	715	356	541	210	377	378	255	0	147	0
Ang2	340.125000	532	1437	887	1729	0	0	0	116	0	0	0	258	336	147	0	0	0
Ubtfl1	338.687500	532	168	139	315	424	0	476	459	323	397	450	602	1014	0	0	120	0
Naalad2	338.687500	532	168	139	315	424	0	476	459	323	397	450	602	1014	0	0	120	0
Olfr522	337.375000	1188	354	201	515	441	261	264	382	181	247	352	314	515	183	0	0	0
Rab40c	337.000000	343	320	553	730	117	93	328	629	514	417	0	0	0	523	0	825	0
Scrt1	336.937500	96	335	312	571	325	195	702	710	567	653	251	329	345	0	0	0	0
Polr3e	336.062500	1533	321	433	501	1606	666	0	0	0	0	0	0	0	73	0	244	0
Psmb4	335.875000	258	0	162	168	309	145	655	867	647	866	213	329	408	215	0	132	0
Nars	335.875000	0	0	239	335	109	0	0	659	422	0	791	1035	1286	173	0	325	0
Magi2	335.875000	781	704	585	1068	257	0	162	222	197	224	286	439	449	0	0	0	0
Smo	335.687500	0	398	349	611	374	137	561	988	839	627	0	0	0	242	0	245	0
H4c8	335.375000	1258	556	553	999	1392	608	0	0	0	0	0	0	0	0	0	0	0
H3c8	335.375000	1258	556	553	999	1392	608	0	0	0	0	0	0	0	0	0	0	0
H2ac10	335.375000	1258	556	553	999	1392	608	0	0	0	0	0	0	0	0	0	0	0
Ifit3b	334.250000	684	558	348	916	212	0	393	539	338	412	212	376	360	0	0	0	0
Wdyhv1	333.625000	1299	339	396	623	1402	874	0	122	0	0	0	0	0	0	0	283	0
Eif4e	333.062500	442	134	149	243	148	0	419	532	531	451	427	557	788	192	0	316	0
H3c13	332.875000	657	188	261	428	646	281	244	324	194	229	266	440	369	309	0	490	0
H2bc18	332.875000	657	188	261	428	646	281	244	324	194	229	266	440	369	309	0	490	0
Me1	332.437500	336	178	234	372	109	0	347	373	243	360	263	332	365	810	0	997	0
Haspin	332.250000	577	172	228	384	219	258	524	479	487	455	148	361	350	299	0	375	0
Aloxe3	330.500000	1274	740	453	908	1267	646	0	0	0	0	0	0	0	0	0	0	0
Fam13a	330.062500	1307	362	243	586	0	0	343	378	319	374	193	553	478	0	0	145	0
Sirt7	328.750000	197	0	0	0	133	0	375	615	447	509	616	1046	1105	0	0	217	0
Numbl	328.375000	270	345	548	757	186	0	436	362	401	211	251	371	341	195	0	580	0
Phf5a	327.312500	201	208	269	478	148	0	155	320	193	229	500	822	765	250	0	699	0
Aco2	327.312500	201	208	269	478	148	0	155	320	193	229	500	822	765	250	0	699	0
Mmadhc	327.062500	995	237	137	339	916	0	0	137	117	0	0	168	230	1160	0	797	0
Fcgr1	327.062500	0	140	0	219	700	352	0	0	96	0	1029	1292	1405	0	0	0	0
Lancl1	326.687500	398	248	298	568	223	0	318	455	317	297	379	551	723	187	0	265	0
Scrt2	325.062500	841	614	509	974	285	0	157	275	224	169	227	328	392	0	0	206	0
Socs1	323.625000	687	308	220	460	118	0	496	665	637	511	181	386	395	114	0	0	0
Gja1	323.062500	585	307	344	553	0	0	661	1021	827	871	0	0	0	0	0	0	0
S1pr2	322.937500	0	1224	1184	1665	0	0	282	237	183	261	0	0	0	0	0	131	0
Amn1	320.687500	890	150	120	283	892	366	145	183	200	169	396	440	569	0	0	328	0
Htatip2	320.375000	131	251	256	459	594	301	133	341	206	238	260	428	424	304	0	800	0
Wif1	319.750000	428	407	175	561	240	0	428	619	430	504	345	369	443	0	0	167	0
C77080	317.812500	501	545	899	1168	278	89	0	112	0	0	233	388	458	246	0	168	0
Tnpo1	317.062500	380	244	217	421	227	102	449	603	627	489	206	386	492	0	0	230	0
Acp6	315.500000	974	414	242	711	1779	928	0	0	0	0	0	0	0	0	0	0	0
Phax	315.000000	603	373	623	863	0	0	296	436	237	280	0	150	0	471	0	708	0
Aldh7a1	315.000000	603	373	623	863	0	0	296	436	237	280	0	150	0	471	0	708	0
Dpp10	314.937500	325	634	295	772	156	0	133	266	0	138	437	824	614	263	0	182	0
Tex14	314.562500	1024	298	451	543	803	281	0	132	0	115	215	302	233	241	0	395	0
Ptges3	312.750000	423	388	620	859	163	0	0	235	189	225	0	0	234	751	0	917	0
Rasgrp3	312.562500	1169	190	145	302	0	0	346	298	255	385	457	569	578	144	0	163	0
Hes1	311.562500	880	700	504	1004	276	0	157	172	180	208	0	247	323	196	0	138	0
Abcc5	311.500000	715	0	0	183	1436	369	0	169	0	174	385	746	807	0	0	0	0
Arid3b	311.312500	668	311	267	533	1186	617	0	208	0	0	217	529	445	0	0	0	0
Zfp36	311.125000	97	272	323	510	265	0	340	528	604	238	391	590	493	191	0	136	0
Cops6	311.062500	309	621	832	1046	184	0	282	220	113	181	125	208	299	297	0	260	0
Zfat	310.750000	612	138	122	245	439	324	431	340	349	309	275	391	587	182	0	228	0
Boc	309.875000	890	405	215	569	176	0	175	271	198	362	353	497	740	0	0	107	0
Keap1	309.312500	276	711	880	1248	383	254	0	0	0	0	157	193	226	282	0	339	0
Shkbp1	309.062500	1114	293	287	543	845	292	0	0	0	0	198	361	369	311	0	332	0
Rnf32	308.687500	603	375	267	583	208	0	230	432	230	368	278	557	638	0	0	170	0
Acadl	306.750000	704	210	247	425	0	0	334	499	362	393	369	550	672	143	0	0	0
Map2k1	306.250000	366	293	142	349	240	0	374	645	334	508	364	672	613	0	0	0	0
Csf2	305.875000	1094	518	228	656	440	0	287	322	368	401	0	239	341	0	0	0	0
Mettl7a1	304.187500	1090	336	283	503	597	224	141	137	115	132	261	451	375	0	0	222	0
Tnp2	303.937500	372	308	220	460	118	0	496	665	637	511	181	386	395	114	0	0	0
Spata22	303.937500	365	151	0	167	0	0	739	994	925	856	132	211	194	0	0	129	0
Prm3	303.937500	372	308	220	460	118	0	496	665	637	511	181	386	395	114	0	0	0
Aspa	303.937500	365	151	0	167	0	0	739	994	925	856	132	211	194	0	0	129	0
Ifi204	303.187500	1078	0	0	0	0	0	398	538	483	476	491	643	622	0	0	122	0
Prm2	303.125000	372	308	220	460	105	0	496	665	637	511	181	386	395	114	0	0	0
Slc11a2	301.937500	554	163	187	322	478	0	370	451	261	286	390	554	652	0	0	163	0
Gtf2h2	301.937500	534	0	0	163	983	540	0	229	139	152	338	631	729	213	0	180	0
Fgf9	301.937500	1525	706	633	1128	0	0	166	0	0	0	110	137	195	0	0	231	0
Adssl1	301.562500	644	300	312	535	789	475	170	177	182	138	0	215	330	344	0	214	0
Gon4l	301.250000	427	145	175	313	141	104	269	579	445	316	470	469	584	216	0	167	0
Tbcel	298.187500	292	565	606	939	745	345	0	0	0	115	141	252	375	242	0	154	0
Npas4	295.875000	259	406	896	1057	545	299	142	195	0	0	0	112	0	327	0	496	0
Parp16	295.312500	0	604	852	1085	221	0	0	0	0	0	180	257	303	561	0	662	0
Atrnl1	294.500000	645	171	172	341	361	190	503	801	515	576	0	0	0	235	0	202	0
Ncoa4	294.437500	436	486	449	794	362	97	218	200	201	281	133	309	185	342	0	218	0
Nupr1	294.187500	745	133	190	293	165	0	165	431	251	230	625	684	622	173	0	0	0
Poln	294.062500	548	177	177	346	265	0	309	341	242	305	377	638	571	155	0	254	0
Haus3	294.062500	548	177	177	346	265	0	309	341	242	305	377	638	571	155	0	254	0
Psmc3	293.375000	260	0	0	131	774	592	0	165	0	0	516	898	946	56	0	356	0
Piwil4	291.812500	485	226	148	351	635	0	238	346	231	253	392	613	606	145	0	0	0
Ubc	291.062500	308	305	334	534	285	216	0	219	194	0	608	897	598	0	0	159	0
Rspry1	290.812500	677	577	151	627	518	0	337	442	383	406	0	259	135	141	0	0	0
Psme3ip1	290.812500	677	577	151	627	518	0	337	442	383	406	0	259	135	141	0	0	0
Sh2d7	290.375000	883	403	425	680	197	0	183	294	245	238	244	286	259	189	0	120	0
Eml4	289.812500	356	214	127	320	572	0	342	577	489	352	161	497	481	0	0	149	0
Zfp143	288.937500	138	115	247	318	180	182	523	568	460	287	219	470	436	221	0	259	0
Cpxm1	288.625000	80	575	697	1057	329	204	0	0	0	0	0	245	299	568	0	564	0
Gpx6	288.062500	1646	574	741	1080	319	0	0	0	0	0	0	0	0	120	0	129	0
Igfbp5	287.250000	1057	570	695	1061	559	0	0	0	0	0	0	218	101	125	0	210	0
Stk3	286.500000	372	320	0	512	248	0	260	360	522	405	485	500	600	0	0	0	0
Neo1	285.875000	636	233	361	530	176	0	221	409	320	230	232	527	473	0	0	226	0
Mocs1	285.750000	0	470	565	933	764	186	264	446	309	214	0	151	128	0	0	142	0
Idh1	285.625000	195	221	287	474	294	185	197	435	242	303	263	383	387	282	0	422	0
Pdcd5	285.437500	0	305	370	598	0	0	0	0	0	0	0	0	0	1745	197	1352	0
Lsp1	285.375000	512	217	298	436	156	0	141	146	103	93	422	919	759	144	0	220	0
Kif13a	285.312500	0	1116	1344	1733	0	0	149	0	0	0	0	0	101	122	0	0	0
Tmx2	285.062500	535	197	117	279	160	0	398	471	476	467	333	356	445	157	0	170	0
Med19	285.062500	535	197	117	279	160	0	398	471	476	467	333	356	445	157	0	170	0
Slc25a51	284.937500	567	210	208	392	159	0	166	422	317	293	132	259	402	194	0	838	0
Syna	284.250000	625	374	170	528	260	0	307	342	242	401	241	333	416	151	0	158	0
Layn	284.187500	0	200	0	278	0	0	432	765	778	587	322	548	637	0	0	0	0
Arhgdia	283.562500	329	158	183	320	0	0	256	464	226	326	604	803	868	0	0	0	0
Sord	283.375000	440	164	229	389	960	98	241	226	244	298	204	314	266	326	0	135	0
Nfat5	283.312500	487	107	146	243	169	0	317	552	368	368	391	646	523	0	0	216	0
Slc35f6	281.437500	0	387	544	819	0	0	135	0	0	150	156	186	177	978	0	971	0
Rnf223	280.250000	495	526	530	934	829	151	0	0	0	0	0	108	0	620	0	291	0
Gm33989	280.125000	237	109	198	281	118	0	302	574	503	396	251	471	360	269	0	413	0
Renbp	278.812500	592	496	218	684	280	0	110	212	215	153	260	401	414	0	0	426	0
Tceal3	278.687500	1302	0	0	0	2222	935	0	0	0	0	0	0	0	0	0	0	0
Zfp407	278.562500	371	282	172	367	302	0	375	275	344	314	297	442	507	78	0	331	0
Ch25h	277.812500	526	0	0	72	208	0	191	384	254	241	482	821	886	0	0	380	0
Pigs	277.562500	924	152	156	282	256	0	344	381	344	267	265	395	534	0	0	141	0
Aldoc	277.562500	924	152	156	282	256	0	344	381	344	267	265	395	534	0	0	141	0
Camk2g	277.312500	651	224	334	467	178	0	0	0	0	0	427	727	829	259	0	341	0
Cep83	276.437500	322	0	152	228	84	0	602	483	436	542	284	565	436	124	0	165	0
Exoc2	276.125000	85	0	0	0	0	0	0	0	0	0	0	0	0	2141	351	1841	0
Abhd12	275.562500	0	0	0	0	0	0	264	623	569	523	434	780	712	0	0	504	0
Mrm3	275.500000	693	444	338	667	409	0	226	274	256	237	184	333	347	0	0	0	0
Glod4	275.500000	693	444	338	667	409	0	226	274	256	237	184	333	347	0	0	0	0
Abcc4	274.750000	187	539	658	882	109	0	0	0	0	0	136	251	317	679	0	638	0
Pcdh7	274.687500	0	219	147	343	0	0	0	0	0	0	824	1142	1424	296	0	0	0
A4galt	274.625000	756	557	487	870	278	0	171	162	173	80	115	196	180	98	0	271	0
H3c6	274.250000	330	280	495	711	403	0	225	326	219	236	370	429	364	0	0	0	0
Ier3	273.875000	387	255	407	639	240	116	254	239	0	169	0	199	0	534	0	943	0
Flot1	273.875000	387	255	407	639	240	116	254	239	0	169	0	199	0	534	0	943	0
Macrod1	273.812500	0	484	481	770	135	0	227	381	278	262	279	250	203	179	0	452	0
Olfr314	273.312500	1285	0	0	160	594	437	147	213	162	135	110	377	380	189	0	184	0
Pdhb	273.187500	456	657	660	1107	0	0	0	0	0	0	198	343	388	182	0	380	0
Syt11	272.812500	369	167	220	391	155	0	296	536	504	312	190	264	560	183	0	218	0
Exoc4	272.500000	345	284	452	675	136	99	214	299	333	251	0	157	253	200	0	662	0
Tnpo2	272.000000	643	383	298	593	639	0	353	253	263	306	125	155	132	0	0	209	0
Tmbim4	271.625000	168	0	0	0	0	0	0	0	0	0	0	0	0	2208	191	1779	0
Sqstm1	270.562500	644	311	444	703	221	0	108	0	0	0	153	451	480	229	0	585	0
Rtn4rl1	269.312500	210	0	0	0	314	142	0	0	0	0	0	0	0	2037	176	1430	0
Dph1	269.312500	210	0	0	0	314	142	0	0	0	0	0	0	0	2037	176	1430	0
Mtf2	268.875000	387	280	303	531	297	165	0	241	209	296	209	486	486	127	0	285	0
Cad	267.562500	265	0	0	167	702	161	405	629	419	432	198	390	513	0	0	0	0
Etv1	267.500000	0	210	524	630	0	0	379	498	445	458	0	316	258	245	0	317	0
Esrrg	266.750000	158	329	231	545	0	0	466	504	389	429	337	359	521	0	0	0	0
Lonrf2	266.687500	303	326	168	384	335	0	200	236	215	303	418	575	623	0	0	181	0
Pikfyve	265.625000	195	221	287	474	129	157	197	435	242	303	234	356	316	282	0	422	0
Mcoln2	265.375000	1181	0	0	0	873	360	152	327	212	298	0	0	0	171	0	672	0
Olfr313	265.125000	938	280	436	604	0	0	0	123	103	161	316	455	427	142	0	257	0
Rubcn	265.000000	215	110	264	335	232	186	201	401	337	223	233	399	332	341	0	431	0
Neurl1a	264.750000	1881	0	0	0	0	0	0	0	0	0	570	844	783	0	0	158	0
Spta1	263.750000	406	532	761	1023	750	616	0	0	0	0	0	0	0	0	0	132	0
Plcd3	263.687500	115	594	680	1003	169	132	120	260	136	147	0	0	0	250	0	613	0
Acbd4	263.687500	115	594	680	1003	169	132	120	260	136	147	0	0	0	250	0	613	0
Pepd	263.625000	504	102	127	226	0	0	118	434	172	186	172	381	219	644	0	933	0
Pmf1	263.562500	248	213	266	447	193	0	256	477	248	276	361	566	571	0	0	95	0
Naca	263.375000	533	0	226	283	603	124	219	323	216	277	268	361	432	132	0	217	0
Tmem125	262.687500	138	0	0	0	0	0	538	534	523	509	542	563	622	107	0	127	0
Tnfrsf9	262.250000	618	0	0	0	102	0	207	391	264	189	428	818	883	0	0	296	0
Ptov1	261.312500	0	240	98	291	0	0	332	873	632	555	148	381	180	288	0	163	0
Bicdl1	261.250000	149	838	896	1339	393	359	0	0	0	0	0	0	0	206	0	0	0
Zwint	259.937500	424	241	397	581	186	96	230	455	226	304	0	284	164	169	0	402	0
Sfrp4	259.937500	597	527	752	1002	0	0	169	268	276	287	0	136	0	145	0	0	0
Epdr1	259.937500	597	527	752	1002	0	0	169	268	276	287	0	136	0	145	0	0	0
Ccdc107	259.875000	1598	168	100	249	1444	361	0	0	0	0	0	0	0	0	0	238	0
Pdzrn4	259.750000	0	574	608	1051	0	0	0	0	0	0	0	0	0	201	0	1722	0
Mylk2	259.687500	754	252	470	641	367	252	0	0	0	0	0	137	253	564	0	465	0
Cadm1	259.625000	0	0	0	0	0	0	0	0	0	0	985	1552	1617	0	0	0	0
Lrrc25	259.562500	333	0	0	133	232	173	429	642	442	474	229	356	600	110	0	0	0
Psmd1	259.437500	429	125	287	391	297	129	0	268	230	175	238	349	530	248	0	455	0
Irf2bp1	259.437500	269	202	121	291	164	0	413	559	443	582	0	318	287	229	0	273	0
Psmc2	258.437500	556	202	328	482	239	119	137	178	132	167	211	210	186	403	0	585	0
Dnajc2	258.437500	556	202	328	482	239	119	137	178	132	167	211	210	186	403	0	585	0
Olfr76	258.125000	369	237	284	468	109	0	251	413	255	234	199	473	442	203	0	193	0
Zfp184	258.062500	1078	468	467	683	1106	226	0	0	0	0	0	0	0	0	0	101	0
Srrt	258.062500	854	329	605	760	184	0	0	0	0	0	330	447	476	0	0	144	0
Rrp1b	258.000000	563	151	247	395	235	0	332	239	261	236	272	420	477	117	0	183	0
Ssbp4	257.562500	301	0	0	133	232	173	429	642	442	474	229	356	600	110	0	0	0
Selenop	256.687500	0	111	0	206	0	0	539	833	700	670	233	253	267	185	0	110	0
Lrrc31	256.437500	713	298	276	448	176	0	324	380	212	223	164	417	369	0	0	103	0
Fbxo7	255.562500	300	252	410	634	180	0	162	417	224	229	233	245	338	225	0	240	0
Lrrk1	254.562500	717	0	103	167	210	143	200	386	314	346	102	211	407	367	0	400	0
Eno1	254.500000	305	590	837	1079	292	0	0	0	0	0	0	199	203	486	0	81	0
Vamp4	254.000000	108	0	0	0	121	104	147	372	229	183	0	0	0	1560	144	1096	0
Tomm20	253.687500	532	514	636	930	155	0	101	154	0	0	0	0	0	330	0	707	0
Slc4a5	253.625000	695	448	366	716	218	0	118	138	0	178	182	362	202	200	0	235	0
Tmem107	253.562500	991	397	373	680	924	0	0	0	0	0	0	158	135	135	0	264	0
Prdx6	253.312500	0	278	577	717	806	270	0	159	0	0	254	221	302	290	0	179	0
Sfi1	253.125000	0	111	98	153	300	218	246	354	210	164	146	142	148	792	0	968	0
Arih2	252.937500	178	675	512	1012	198	0	0	0	0	0	0	347	269	351	0	505	0
Csf1r	252.750000	356	0	0	0	0	0	356	424	360	380	340	748	756	154	0	170	0
Jun	252.062500	348	245	280	470	0	0	426	530	625	588	0	159	157	0	0	205	0
Itga6	251.500000	574	518	234	654	205	0	218	269	181	235	102	186	236	0	0	412	0
Xpot	251.125000	455	311	313	537	293	152	0	220	0	0	0	228	0	446	0	1063	0
Nrip1	250.750000	238	384	403	645	242	0	253	229	263	177	291	380	358	149	0	0	0
Ddx5	250.187500	219	122	182	280	0	0	181	411	332	472	205	283	291	489	0	536	0
Cep95	250.187500	219	122	182	280	0	0	181	411	332	472	205	283	291	489	0	536	0
Fbxo30	249.875000	200	0	210	238	237	0	232	361	217	399	250	551	611	0	0	492	0
Lemd1	249.812500	443	618	612	951	0	0	118	146	110	0	210	347	442	0	0	0	0
Srsf2	249.562500	221	788	1007	1306	130	0	0	0	0	0	0	0	0	271	0	270	0
Mfsd11	249.562500	221	788	1007	1306	130	0	0	0	0	0	0	0	0	271	0	270	0
Tmem262	249.187500	348	96	216	324	238	132	140	425	230	157	0	0	195	571	0	915	0
Sgf29	249.187500	668	288	203	427	574	0	0	205	0	179	286	593	377	61	0	126	0
Cox19	249.187500	0	0	0	0	138	0	0	0	0	0	0	0	0	1997	247	1605	0
3110082I17Rik	248.937500	484	109	225	332	342	141	0	271	140	164	125	209	293	394	0	754	0
Nemf	248.625000	1314	146	280	410	1221	423	0	0	0	0	0	0	0	0	0	184	0
AI182371	248.625000	523	302	167	420	173	0	264	297	346	298	181	482	398	0	0	127	0
Dhx35	248.312500	787	569	432	893	161	94	0	0	0	0	140	155	157	230	0	355	0
Nr1d1	247.937500	92	0	0	113	0	0	328	793	439	392	301	428	400	144	0	537	0
Olfr1052	247.875000	270	503	238	616	166	0	287	207	206	257	307	494	415	0	0	0	0
Ppig	247.750000	730	159	239	425	434	221	0	186	0	0	0	0	0	489	0	1081	0
Zfp790	247.312500	265	0	166	221	114	0	341	491	365	512	181	321	392	116	0	472	0
St6galnac2	247.312500	467	198	0	269	162	0	400	298	295	257	187	330	375	295	0	424	0
Srgn	247.062500	1574	138	0	259	312	0	143	0	111	0	315	613	488	0	0	0	0
Hsh2d	246.875000	1100	226	177	364	128	0	209	259	235	282	168	178	452	0	0	172	0
2310057J18Rik	246.687500	430	332	170	473	0	0	409	396	398	390	191	443	315	0	0	0	0
Pkm	246.437500	115	300	546	751	243	149	0	0	0	0	283	425	526	266	0	339	0
Snrpb2	246.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	2153	250	1536	0
