Target_genes	Smad1|Average	SRX23601748|Cortex	SRX23601749|Cortex	SRX23601750|Cortex	SRX23601751|Cortex	DRX138414|Embryonic_brains	DRX138415|Embryonic_brains	DRX138416|Embryonic_brains	DRX138417|Embryonic_brains	DRX138418|Embryonic_brains	DRX138419|Embryonic_brains	DRX138420|Embryonic_brains	DRX138421|Embryonic_brains	SRX23585200|Embryonic_brains	SRX23585203|Embryonic_brains	SRX23585206|Embryonic_brains	SRX23585209|Embryonic_brains	SRX23585212|Embryonic_brains	SRX23585215|Embryonic_brains	SRX1082039|ES_cells	SRX1082040|ES_cells	SRX2401993|ES_cells	SRX2401994|ES_cells	SRX2401996|ES_cells	SRX2401997|ES_cells	SRX7643902|ES_cells	SRX7643903|ES_cells	SRX7643904|ES_cells	SRX7643905|ES_cells	SRX100314|G1E	SRX100317|G1E	SRX700955|Hair_Follicle	SRX700957|Hair_Follicle	SRX1082042|mESC_derived_epiblast-like_cells	SRX1082043|mESC_derived_epiblast-like_cells	STRING
Nog	97.823529	0	0	0	0	0	0	795	802	0	0	102	618	242	0	369	0	169	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0
Insig1	97.676471	0	0	0	0	0	0	249	177	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	773	0	1504	0	0	0	0	0	0	0	0
Ulk2	97.529412	0	0	0	0	0	0	533	664	0	0	0	143	0	0	380	0	0	0	0	0	0	0	0	0	363	0	1233	0	0	0	0	0	0	0	0
Thap1	97.176471	0	0	0	0	0	0	0	82	0	0	0	0	220	0	562	186	203	0	0	0	0	0	0	0	0	0	215	0	0	1836	0	0	0	0	0
Aadacl2fm1	96.029412	0	0	0	0	0	0	366	330	0	0	0	335	0	0	0	0	0	0	550	568	0	0	0	0	0	0	0	0	693	423	0	0	0	0	0
Gga1	95.500000	0	0	0	0	0	0	123	123	0	0	0	0	0	0	506	0	0	0	136	0	0	0	0	0	0	0	109	0	949	1301	0	0	0	0	0
Fech	95.029412	0	0	0	0	0	0	417	540	0	0	0	201	131	0	307	0	0	0	0	0	0	0	0	0	90	0	169	0	1223	0	0	153	0	0	0
Ddhd2	94.147059	0	0	0	0	0	0	128	193	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	173	0	443	0	100	1803	0	0	0	0	0
Cux1	93.970588	0	0	0	0	135	77	652	650	0	0	0	298	374	0	305	0	153	0	0	0	0	0	0	0	193	0	358	0	0	0	0	0	0	0	0
Get4	93.558824	0	0	0	0	0	0	89	0	0	0	0	0	359	126	343	367	300	0	0	0	0	0	0	0	0	0	273	0	137	1187	0	0	0	0	0
Thap11	93.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	809	1762	0	0	0	0	0
Tent5c	92.705882	0	0	0	0	368	431	0	100	322	319	0	0	0	0	0	0	0	0	306	214	0	0	0	0	0	0	0	0	215	0	0	0	471	406	0
Srcap	92.558824	0	0	0	0	0	0	123	138	0	0	0	0	0	0	780	0	0	0	0	0	0	0	0	0	76	0	273	0	0	1757	0	0	0	0	0
Lrrc4	92.058824	0	0	0	0	0	0	783	795	0	0	109	486	261	0	445	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
Tmcc3	91.941176	0	0	0	0	0	0	854	944	0	0	0	316	368	0	361	0	120	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
Kcnc4	91.911765	0	0	0	0	0	0	824	937	0	0	0	485	280	0	127	0	77	0	0	0	0	0	0	0	104	0	291	0	0	0	0	0	0	0	0
Copz1	91.647059	0	0	0	0	241	230	0	217	247	250	186	0	0	0	211	0	0	0	0	0	230	264	257	265	0	0	0	0	116	0	0	242	160	0	0
Parp2	91.117647	0	0	0	0	0	0	0	0	0	0	0	0	582	500	171	553	653	489	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr10	91.058824	0	0	0	0	0	0	159	73	0	0	0	0	478	371	237	408	557	217	0	0	0	0	0	0	0	0	221	0	375	0	0	0	0	0	0
Ube2ql1	91.000000	0	0	0	0	0	0	807	870	0	0	0	279	0	0	582	0	0	0	0	0	0	0	0	0	142	0	414	0	0	0	0	0	0	0	0
Smdt1	91.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	1384	1292	0	0	0	0	0
Pheta2	91.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	1384	1292	0	0	0	0	0
Ttc14	90.676471	0	0	0	0	0	0	269	223	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	201	0	0	1955	0	0	0	0	0
Tmco1	90.588235	0	0	0	0	0	0	84	154	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	204	0	116	1872	0	0	0	0	0
Ncoa4	90.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	992	1618	0	0	0	0	0
Atf6	90.117647	0	0	0	0	0	0	0	138	0	0	0	0	552	268	190	432	544	216	0	0	0	0	0	0	0	0	0	0	453	271	0	0	0	0	0
Sipa1l1	89.823529	0	0	0	0	0	0	91	139	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	91	0	237	0	535	1664	0	0	0	0	0
Smad1	89.411765	0	0	0	0	0	0	503	485	0	0	0	313	138	0	556	0	0	0	0	0	0	0	0	0	266	0	779	0	0	0	0	0	0	0	0
Lsm14a	89.205882	0	0	0	0	0	0	240	276	0	0	0	92	0	0	404	0	0	0	0	0	0	0	0	0	0	0	215	0	0	1806	0	0	0	0	0
Nfyc	89.117647	0	0	0	0	0	0	133	115	0	0	0	0	0	0	995	0	0	0	0	0	0	0	0	0	126	0	326	0	0	1335	0	0	0	0	0
Ube2v1	89.088235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	107	0	1001	1607	0	0	0	0	0
Asf1b	88.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	0	1832	0	0	0	0	0	0	0	0
Farp2	88.705882	0	0	0	0	0	0	86	91	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	971	0	1738	0	0	0	0	0	0	0	0
Fam76a	88.470588	0	0	0	0	0	0	0	86	0	0	0	0	0	0	750	0	0	0	0	282	0	0	0	0	0	0	0	0	197	1693	0	0	0	0	0
Frmd4a	88.264706	0	0	0	0	0	0	637	469	0	0	0	253	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	1309	0	0	0	0	0	0
Brf1	88.058824	0	0	0	0	0	0	140	166	0	0	0	0	0	0	154	0	0	0	88	120	0	0	0	0	107	0	377	0	0	1842	0	0	0	0	0
Ccnj	87.088235	0	0	0	0	0	0	299	370	0	0	0	0	161	0	388	0	0	0	0	0	0	0	0	0	331	0	717	0	0	695	0	0	0	0	0
Ube2d2a	86.970588	0	0	0	0	0	0	343	436	0	0	0	206	0	0	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	0	0	0	0	0
Mrpl40	86.794118	0	0	0	0	0	0	512	458	0	0	0	272	225	0	355	0	0	0	0	0	0	0	0	0	0	0	117	0	0	1012	0	0	0	0	0
Hira	86.794118	0	0	0	0	0	0	512	458	0	0	0	272	225	0	355	0	0	0	0	0	0	0	0	0	0	0	117	0	0	1012	0	0	0	0	0
Bzw1	86.794118	0	0	0	0	0	0	184	311	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	271	0	0	1809	0	0	0	0	0
Rbpj	86.617647	0	0	0	0	0	0	173	181	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	297	0	912	0	0	1091	0	0	0	0	0
Unc5b	86.558824	0	0	0	0	0	0	515	386	0	0	0	305	277	0	91	0	0	0	0	0	0	0	0	0	345	0	1024	0	0	0	0	0	0	0	0
Urgcp	86.411765	0	0	0	0	0	0	328	357	0	0	0	248	205	0	597	0	0	0	0	153	0	0	0	0	165	0	659	0	130	0	0	96	0	0	0
Rybp	86.382353	0	0	0	0	0	0	435	570	0	0	0	266	0	0	708	0	0	0	0	0	0	0	0	0	115	0	393	0	450	0	0	0	0	0	0
Jmjd1c	86.176471	0	0	0	0	0	0	392	283	0	0	0	0	0	0	316	0	0	0	77	0	0	0	0	0	137	0	447	0	1278	0	0	0	0	0	0
Rdx	85.735294	0	0	0	0	0	0	699	656	0	0	0	205	185	0	398	0	174	0	0	0	0	0	0	0	168	0	430	0	0	0	0	0	0	0	0
Eif5	85.705882	0	0	0	0	0	0	87	138	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	92	0	339	1804	0	0	0	0	0
Rnf180	85.264706	0	0	0	0	0	0	1062	1068	0	0	0	233	123	0	208	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0
Kctd6	84.764706	0	0	0	0	0	0	901	926	0	0	65	425	0	0	280	0	120	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0
Ank	84.735294	0	0	0	0	0	0	348	520	0	0	0	106	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	1612	0	0	0	0	0	0
Cbfa2t3	84.588235	0	0	0	0	0	0	239	181	0	0	0	85	0	0	109	0	0	0	0	0	0	0	0	0	333	0	639	0	1290	0	0	0	0	0	0
Prdx1	84.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	94	0	993	1569	0	0	0	0	0
Odc1	84.205882	0	0	0	0	0	0	578	688	0	0	0	470	274	0	567	0	96	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Usp47	84.029412	0	0	0	0	0	0	439	427	0	0	0	214	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342	0	0	0	0	0
Matr3	83.588235	0	0	0	0	0	0	67	191	0	0	0	0	0	0	810	0	0	0	0	0	0	0	0	0	0	0	204	0	123	1447	0	0	0	0	0
Zfp423	83.176471	0	0	0	0	0	0	945	922	0	0	0	502	0	0	230	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0
Phf12	82.823529	0	0	0	0	0	0	0	81	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	101	0	394	0	0	1817	0	0	0	0	0
Me2	82.529412	0	0	0	0	0	0	391	475	0	0	0	150	0	0	426	0	0	0	0	0	0	0	0	0	103	0	341	0	214	706	0	0	0	0	0
Olig1	82.352941	0	0	0	0	0	0	701	678	0	0	0	396	226	0	207	0	0	0	0	0	0	0	0	0	147	0	445	0	0	0	0	0	0	0	0
Lrrc8c	82.323529	0	0	0	0	0	0	424	719	0	0	0	153	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	1222	0	0	0	0	0	0
Smad7	81.941176	0	0	0	0	0	0	694	734	0	0	0	416	169	0	478	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	200	0	0	0
Sfmbt1	81.764706	0	0	0	0	0	0	177	225	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	634	0	1367	0	0	0	0	0	0	0	0
Ctnna1	81.558824	0	0	0	0	0	0	795	982	0	0	0	414	139	0	142	0	0	0	0	0	0	0	0	0	128	0	173	0	0	0	0	0	0	0	0
Psmb2	81.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	493	1938	0	0	0	0	0
Epc1	81.529412	0	0	0	0	0	0	638	665	0	0	0	234	0	0	947	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0
Spred1	81.323529	0	0	0	0	0	0	198	307	0	0	0	102	0	0	495	0	0	0	0	0	0	0	0	0	412	0	1125	0	126	0	0	0	0	0	0
Fitm2	81.235294	0	0	0	0	0	0	306	444	0	0	0	146	471	133	382	267	298	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0
Rab6a	81.147059	0	0	0	0	0	0	0	157	0	0	0	0	0	0	779	0	0	0	0	0	0	0	0	0	203	0	422	0	0	1198	0	0	0	0	0
Hes1	81.000000	0	0	0	0	0	0	735	851	0	0	0	262	186	0	101	0	90	0	0	0	0	0	0	0	143	0	386	0	0	0	0	0	0	0	0
Rnf157	80.764706	0	0	0	0	0	0	230	246	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	598	0	1261	0	0	0	0	0	0	0	0
Rnpc3	80.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	138	0	119	1849	0	0	0	0	0
Alad	80.735294	0	0	0	0	0	0	0	82	0	0	0	0	250	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	0	0	0	0	0	0
Zbtb18	80.676471	0	0	0	0	0	0	647	695	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	363	0	790	0	0	0	0	0	0	0	0
Slc26a8	80.647059	0	0	0	0	0	0	187	195	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	380	0	0	1714	0	0	0	0	0
Ccdc71l	80.323529	0	0	0	0	0	0	722	832	0	0	0	371	211	0	359	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0
Scaf8	80.264706	0	0	0	0	0	0	550	530	0	0	0	189	118	0	410	0	0	0	0	0	0	0	0	0	290	0	642	0	0	0	0	0	0	0	0
Nudt19	80.176471	0	0	0	0	0	0	116	125	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	425	0	1246	0	303	0	0	0	0	0	0
Ap5s1	80.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	1935	199	0	0	0	0	0
Cadps	80.000000	0	0	0	0	0	0	581	748	0	0	0	238	0	0	534	0	0	0	111	207	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0
Qrich1	79.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	132	0	254	0	0	1871	0	0	0	0	0
H1f0	79.941176	0	0	0	0	0	0	392	295	0	0	0	228	172	0	402	0	117	0	0	0	0	0	0	0	289	0	823	0	0	0	0	0	0	0	0
Gcat	79.941176	0	0	0	0	0	0	392	295	0	0	0	228	172	0	402	0	117	0	0	0	0	0	0	0	289	0	823	0	0	0	0	0	0	0	0
Kcnmb4	79.705882	0	0	0	0	0	0	898	967	0	0	0	469	0	0	271	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0
Septin7	79.647059	0	0	0	0	0	0	116	172	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	185	0	109	1675	0	0	0	0	0
Ddr1	79.558824	0	0	0	0	0	0	837	808	0	0	0	358	320	0	154	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd9	79.441176	0	0	0	0	0	0	640	816	0	0	0	231	175	0	190	0	117	0	0	0	0	0	0	0	0	0	0	0	320	0	0	212	0	0	0
Slc44a1	79.411765	0	0	0	0	0	0	377	577	0	0	0	228	224	0	288	0	104	0	0	0	0	0	0	0	227	0	675	0	0	0	0	0	0	0	0
Denr	79.176471	0	0	0	0	0	0	155	153	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1866	0	0	0	0	0
Ggnbp2	78.764706	0	0	0	0	0	0	167	182	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	116	0	253	1366	0	0	0	0	0
Rpl23a	78.558824	0	0	0	0	0	0	285	408	176	0	186	116	0	0	368	0	0	0	0	0	0	0	0	0	0	0	125	0	0	1007	0	0	0	0	0
Sema3b	78.500000	0	0	0	0	0	0	768	982	0	0	0	469	161	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adnp	78.323529	0	0	0	0	0	0	254	261	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	183	0	170	1468	0	0	0	0	0
Tab1	78.294118	0	0	0	0	0	0	342	283	0	0	0	119	0	0	602	0	0	0	0	0	0	0	0	0	0	0	179	0	1137	0	0	0	0	0	0
Tmcc2	78.058824	0	0	0	0	0	0	126	161	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	198	0	2010	0	0	0	0	0	0
Arhgef7	77.911765	0	0	0	0	0	0	196	204	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	414	0	843	0	618	0	0	0	0	0	0
Gdi2	77.882353	0	0	0	0	0	0	212	280	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1671	0	0	0	0	0
Pias2	77.823529	0	0	0	0	0	0	721	777	0	0	0	352	0	0	405	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0
Msi1	77.558824	0	0	0	0	0	0	895	867	0	0	0	375	172	0	168	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
Ifitm10	77.441176	0	0	0	0	0	0	214	160	0	0	0	283	141	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	1619	109	0	0	0	0	0
H2-Ke6	77.382353	0	0	0	0	0	0	144	94	0	0	0	85	0	0	356	0	0	0	0	0	0	0	0	0	0	0	191	0	0	1761	0	0	0	0	0
1600014C23Rik	77.294118	0	0	0	0	0	0	693	894	0	0	0	279	261	0	143	0	0	0	0	0	0	0	0	0	90	0	268	0	0	0	0	0	0	0	0
Adam12	77.264706	0	0	0	0	0	0	623	755	0	0	88	510	300	0	180	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc177	77.205882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	103	0	0	0	0	776	0	1361	0	0	0	0	0	0	0	0
Asxl1	77.029412	0	0	0	0	0	0	292	302	0	0	0	173	0	0	212	0	0	0	0	0	0	0	0	0	0	0	91	0	0	1549	0	0	0	0	0
Tmed2	76.970588	0	0	0	0	0	0	67	128	0	0	0	0	470	0	174	417	349	0	0	0	0	0	0	0	0	0	194	0	818	0	0	0	0	0	0
Ldlrad3	76.911765	0	0	0	0	0	0	945	817	0	0	0	410	0	0	133	0	117	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Haus1	76.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	305	107	162	154	143	82	0	0	124	0	137	922	0	0	0	0	0
Ube2d3	76.529412	0	0	0	0	0	0	137	185	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	112	0	0	1584	0	0	0	0	0
Rps19	76.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	323	212	0	0	0	0	0	0	0	0	0	1579	0	0	0	0	0
Ninj1	76.235294	0	0	0	0	0	0	731	773	0	0	0	312	186	0	147	0	0	0	0	0	0	0	0	0	0	0	125	0	318	0	0	0	0	0	0
Cdh6	76.205882	0	0	0	0	0	0	840	1173	0	0	0	202	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pank2	76.088235	0	0	0	0	0	0	239	380	0	0	0	257	108	0	444	0	0	0	0	0	0	0	0	0	424	0	735	0	0	0	0	0	0	0	0
Pds5a	76.029412	0	0	0	0	0	0	576	482	0	0	0	256	0	0	272	0	0	0	0	0	0	0	0	0	170	0	309	0	0	520	0	0	0	0	0
4833439L19Rik	76.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	102	169	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0
Slc39a7	75.970588	0	0	0	0	0	0	144	94	0	0	0	85	0	0	356	0	0	0	0	0	0	0	0	0	0	0	143	0	0	1761	0	0	0	0	0
Rxrb	75.970588	0	0	0	0	0	0	144	94	0	0	0	85	0	0	356	0	0	0	0	0	0	0	0	0	0	0	143	0	0	1761	0	0	0	0	0
Ago4	75.882353	0	0	0	0	0	0	524	679	0	0	67	500	207	0	242	0	171	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Irf2bp2	75.823529	0	0	0	0	0	0	182	260	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	214	0	768	0	966	0	0	0	0	0	0
Strbp	75.764706	0	0	0	0	0	0	177	244	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	713	0	1047	0	0	0	0	0	0	0	0
Ddx6	75.676471	0	0	0	0	0	0	794	770	0	0	0	396	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl2	75.352941	0	0	0	0	0	0	83	155	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	743	0	1462	0	0	0	0	0	0	0	0
Cct8	75.352941	0	0	0	0	0	0	0	85	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	86	0	112	1921	0	0	0	0	0
Ubr3	75.323529	0	0	0	0	0	0	0	92	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	220	1852	0	0	0	0	0
Scaf4	75.294118	0	0	0	0	0	0	537	667	0	0	0	266	258	0	318	0	0	0	0	0	0	0	0	0	192	0	322	0	0	0	0	0	0	0	0
Phip	75.294118	0	0	0	0	0	0	394	469	0	0	0	181	0	0	564	0	0	0	0	0	0	0	0	0	209	0	743	0	0	0	0	0	0	0	0
Smad5	75.235294	0	0	0	0	0	0	141	189	0	0	0	0	0	0	188	106	0	0	0	0	0	0	0	0	463	0	1318	0	153	0	0	0	0	0	0
Pth2	75.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	1544	0	0	0	0	0	0	0	0
Gfy	75.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	1544	0	0	0	0	0	0	0	0
Cdk12	74.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1657	0	94	0	0	0
B3glct	74.735294	0	0	0	0	0	0	698	705	0	0	0	282	295	0	125	0	123	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0
Vezt	74.647059	0	0	0	0	0	0	436	696	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	252	0	716	0	0	0	0	0	0	0	0
Ube4b	74.647059	0	0	0	0	0	0	686	790	0	0	0	185	196	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd6	74.647059	0	0	0	0	0	0	436	696	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	252	0	716	0	0	0	0	0	0	0	0
Cic	74.382353	0	0	0	0	0	0	682	632	0	0	0	228	101	0	621	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0
Abi1	74.382353	0	0	0	0	0	0	109	106	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0
Mcmbp	74.323529	0	0	0	0	0	0	84	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	218	0	0	1858	0	0	0	0	0
Puf60	74.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	220	0	0	1813	0	0	0	0	0
Malt1	73.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	312	731	356	739	0	0	0	216	0	0	0
Fubp1	73.970588	0	0	0	0	0	0	0	97	0	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	122	0	0	1670	0	0	0	0	0
Dnajb4	73.970588	0	0	0	0	0	0	0	97	0	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	122	0	0	1670	0	0	0	0	0
Smad6	73.911765	0	0	0	0	0	0	757	708	0	0	113	551	233	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plvap	73.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	0	1640	0	0	0	0	0	0	0	0
Cul3	73.823529	0	0	0	0	0	0	402	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683	0	0	0	0	0
Rmi1	73.735294	0	0	0	0	0	0	128	220	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	198	0	0	1404	0	0	0	0	0
Hnrnpk	73.735294	0	0	0	0	0	0	128	220	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	198	0	0	1404	0	0	0	0	0
Nop14	73.470588	0	0	0	0	0	0	202	266	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	126	0	0	1728	0	0	0	0	0
Grk4	73.470588	0	0	0	0	0	0	202	266	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	126	0	0	1728	0	0	0	0	0
Gpbp1	73.470588	0	0	0	0	0	0	0	104	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	276	0	0	1719	0	0	0	0	0
Shb	73.088235	0	0	0	0	0	0	540	558	0	0	0	205	187	0	161	0	0	0	0	0	0	0	0	0	298	0	536	0	0	0	0	0	0	0	0
Cep350	73.088235	0	0	0	0	0	0	235	285	0	0	0	86	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1371	0	0	0	0	0
Rubcn	72.852941	0	0	0	0	0	0	366	251	0	0	0	171	0	0	370	0	0	0	270	427	112	0	0	103	0	0	282	0	125	0	0	0	0	0	0
Pkig	72.735294	0	0	0	0	0	0	418	467	0	0	0	148	0	0	464	0	142	0	0	0	0	0	0	0	0	0	168	0	184	482	0	0	0	0	0
Pbld2	72.617647	0	0	0	0	0	0	109	125	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	312	0	0	1363	0	0	0	0	0
Hnrnph3	72.617647	0	0	0	0	0	0	109	125	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	312	0	0	1363	0	0	0	0	0
Upf3a	72.411765	0	0	0	0	0	0	0	80	0	0	0	0	0	0	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	0	0	0	0	0
C2cd4b	72.352941	0	0	0	0	0	0	142	113	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	695	0	1137	0	0	0	0	0	0	0	0
Nupl1	72.323529	0	0	0	0	0	0	139	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	146	0	334	0	0	1407	0	0	0	0	0
Grin3a	72.323529	0	0	0	0	0	0	810	868	0	0	0	426	172	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspa4	72.205882	0	0	0	0	0	0	0	91	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1811	0	0	0	0	0
Arf3	72.147059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1944	0	0	0	0	0
Ascl4	72.117647	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	1692	0	0	0	0	0	0	0	0
Tafa5	72.058824	0	0	0	0	0	0	290	400	0	0	0	163	112	0	407	0	0	0	0	0	0	0	0	0	262	0	816	0	0	0	0	0	0	0	0
Maz	72.000000	0	0	0	0	0	0	524	682	0	0	0	237	0	0	241	0	0	0	0	0	0	0	0	0	145	0	501	0	118	0	0	0	0	0	0
Sqle	71.882353	0	0	0	0	0	0	175	187	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	410	0	1224	0	0	0	0	0	0	0	0
