Target_genes	Nfkb1|Average	SRX122534|Dendritic_Cells	SRX122535|Dendritic_Cells	SRX122536|Dendritic_Cells	SRX122537|Dendritic_Cells	SRX122538|Dendritic_Cells	SRX122539|Dendritic_Cells	SRX122540|Dendritic_Cells	SRX122541|Dendritic_Cells	SRX122542|Dendritic_Cells	SRX122543|Dendritic_Cells	SRX450298|Macrophages	SRX450299|Macrophages	SRX450300|Macrophages	SRX450301|Macrophages	SRX450302|Macrophages	SRX450303|Macrophages	SRX450304|Macrophages	SRX7618597|Macrophages	STRING
Mlkl	83.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1503	0
Cks2	83.388889	0	0	0	0	0	0	0	0	0	0	0	121	94	0	117	0	0	1169	0
Setx	83.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1499	0
Lpcat2	83.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1496	0
Adamts13	83.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495	0
Mmp9	83.000000	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	1410	0
Zfp119b	82.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1493	0
Ebi3	82.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1493	0
Ncf4	82.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1488	0
Rhog	82.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1487	0
Atp13a2	82.611111	0	0	0	0	0	0	0	0	0	0	0	0	88	0	120	0	0	1279	0
Clic4	82.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1485	0
Il1a	82.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0
Gsdmd	82.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0
Dram2	82.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0
Cept1	82.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0
Cish	82.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	0
Syk	82.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	0
Ptpn2	82.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	1355	0
Nr1d1	82.111111	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	1341	0
Tnf	82.000000	0	0	0	0	0	0	150	0	0	0	197	0	102	0	114	0	0	913	0
Gfap	81.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1473	0
Gramd1a	81.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1467	0
Mknk2	81.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1466	0
Ppp1r18	81.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	1359	0
Cdk17	81.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	1328	0
Tifa	81.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	0
Tufm	81.000000	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	1381	0
Stard4	80.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1457	0
Capg	80.833333	0	0	0	0	0	0	0	0	0	0	0	144	188	0	114	0	0	1009	0
Rps29	80.666667	0	0	0	0	0	0	0	0	0	0	0	227	491	0	280	0	0	454	0
Cd52	80.666667	0	0	0	0	0	0	0	0	0	0	0	0	122	0	89	0	0	1241	0
Bcl6b	80.444444	0	0	0	0	0	0	0	0	0	0	164	0	100	0	136	0	0	1048	0
Ikbip	80.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1445	0
Apaf1	80.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1445	0
Wdfy2	79.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1438	0
Fam89a	79.888889	0	0	0	0	0	0	0	0	0	0	0	208	195	0	0	0	0	1035	0
Maff	79.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436	0
Layn	79.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436	0
Stx11	79.666667	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	1330	0
Ehd1	79.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432	0
Ccdc8	79.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1430	0
Slc44a1	79.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429	0
Plcl2	79.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1427	0
Slc35g3	79.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426	0
Polr2a	79.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426	0
Rrn3	79.166667	0	0	0	0	0	0	0	0	0	0	218	187	330	227	210	178	75	0	0
Nfkbiz	78.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421	0
Crebzf	78.833333	0	0	0	0	0	0	0	0	0	0	308	210	269	363	269	0	0	0	0
Tada1	78.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	0
Gucy1a2	78.722222	0	0	0	0	0	0	0	0	0	0	214	140	285	241	176	170	191	0	0
Gstm4	78.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417	0
Ehf	78.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	0
Nemf	78.555556	0	0	0	0	0	0	0	0	0	0	0	172	529	176	174	0	0	363	0
Il21r	78.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414	0
Serhl	78.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	0
Prrc2b	78.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0
Art2a	78.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0
Rilpl2	78.333333	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	1307	0
Rab32	78.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410	0
Clcn7	77.944444	0	0	0	0	0	0	0	0	0	0	0	0	68	0	79	0	0	1256	0
Dcpp1	77.888889	0	0	0	0	0	0	0	0	0	0	135	283	294	190	150	219	131	0	0
Prkdc	77.722222	0	0	0	0	0	0	0	0	0	0	177	287	413	187	222	0	0	113	0
Ranbp3l	77.555556	0	0	0	0	0	0	0	0	0	0	243	141	272	138	232	178	192	0	0
Mrpl17	77.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396	0
Hmgcs1	77.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1393	0
Dennd4a	77.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1393	0
Dlg4	77.333333	0	0	0	0	0	0	0	0	0	0	0	196	364	201	166	0	0	465	0
Mcoln2	77.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391	0
Ntpcr	77.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1390	0
Micall2	77.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389	0
Itga5	77.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389	0
Mnt	77.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1387	0
Atp6v1e2	77.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	0
Zbtb3	76.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1385	0
Polr2g	76.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1385	0
Fbxo24	76.611111	0	0	0	0	0	0	0	0	0	0	0	210	304	138	0	360	367	0	0
Tcp11	76.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378	0
Bcl2a1b	76.555556	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	1274	0
Sqstm1	76.500000	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	1284	0
Zkscan17	76.388889	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	1219	0
Kif23	76.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1375	0
Atr	76.388889	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	1292	0
1700065D16Rik	76.388889	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	1292	0
Pot1a	76.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1373	0
Hck	76.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1373	0
Parp8	75.944444	0	0	0	0	0	0	0	0	0	0	0	0	133	0	166	0	0	1068	0
Tmco6	75.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366	0
Gse1	75.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366	0
Furin	75.833333	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	1163	0
Mfsd6	75.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	0
Cd44	75.722222	0	0	0	0	0	0	0	0	0	0	0	116	161	162	0	0	0	924	0
H3f3a	75.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361	0
Tank	75.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360	0
Pagr1a	75.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358	0
Mvp	75.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358	0
Gtf3c6	75.277778	493	306	78	0	0	0	302	176	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1d	74.944444	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	1233	0
Znhit1	74.444444	0	0	0	0	0	0	0	0	0	0	229	166	321	282	255	0	0	87	0
Plod3	74.444444	0	0	0	0	0	0	0	0	0	0	229	166	321	282	255	0	0	87	0
C3	74.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340	0
Gja4	74.277778	0	0	0	0	0	0	0	0	0	0	161	227	284	251	300	114	0	0	0
Upk3b	74.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1333	0
Kpna1	73.777778	0	0	165	0	0	0	0	0	0	0	0	0	0	110	0	0	0	1053	0
Sirt4	73.555556	364	260	0	0	0	0	316	384	0	0	0	0	0	0	0	0	0	0	0
Nfkbid	73.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322	0
Hcst	73.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322	0
Epb41l2	73.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	0
Tnfaip8l1	73.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1317	0
N4bp3	73.166667	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	1205	0
Tor3a	72.777778	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	1209	0
Rab27b	72.666667	0	0	0	0	0	0	0	0	0	0	145	280	262	237	194	97	93	0	0
Slc49a4	72.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306	0
Tent2	72.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305	0
Abtb2	72.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	0
Lrp11	72.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1297	0
Tm9sf4	71.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1292	0
Nup214	71.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288	0
Uap1	71.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	1200	0
Ubp1	71.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	0
Slc25a19	71.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283	0
Cyfip1	71.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281	0
Zfp821	70.833333	0	0	0	0	0	0	0	0	0	0	0	0	133	0	125	0	0	1017	0
Snd1	70.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275	0
Pex16	70.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	0
1700029I15Rik	70.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	0
Setdb2	70.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0
Gm45935	70.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0
Cab39l	70.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0
Lrpap1	70.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271	0
Ift57	70.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271	0
Dmxl2	70.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	0
Plscr1	70.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1269	0
Bcl10	70.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	0
Rabgef1	70.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	0
Kansl1l	70.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	0
Sys1	70.166667	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	1150	0
Limd1	70.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	0
Fam110a	70.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	0
Hvcn1	70.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1261	0
Wdr66	70.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1260	0
Sdhaf1	69.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258	0
Ubash3b	69.833333	0	0	0	0	0	0	0	0	0	0	0	156	300	0	0	0	0	801	0
Ptpdc1	69.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255	0
Stk10	69.611111	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	1176	0
Mob2	69.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1252	0
Mllt10	69.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250	0
Gpr176	69.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	0
Syne3	69.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248	0
Dusp5	69.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248	0
Cpd	69.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248	0
Slc13a1	69.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247	0
Birc5	69.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247	0
Azin1	69.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247	0
P2ry1	69.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	1124	0
Foxd2	69.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243	0
Irf2	68.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240	0
Zbtb22	68.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	0
Tapbp	68.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	0
C1s2	68.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	0
Olfr646	68.722222	0	0	0	0	0	0	0	0	0	0	145	124	285	326	224	0	133	0	0
Echdc3	68.555556	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	1108	0
Zfp446	68.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1230	0
Trim3	68.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	0
Acer2	68.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	0
Sly	67.888889	0	0	0	0	0	0	0	0	0	0	268	0	242	311	206	195	0	0	0
Maz	67.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1222	0
Gm20931	67.888889	0	0	0	0	0	0	0	0	0	0	268	0	242	311	206	195	0	0	0
Erich1	67.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	0
H2-M2	67.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219	0
Stim2	67.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1214	0
Gltp	67.111111	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	1110	0
Acyp1	67.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207	0
Slc15a3	67.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1206	0
Car2	66.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	0
Dglucy	66.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1203	0
Ccrl2	66.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1203	0
Ubxn11	66.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1199	0
St3gal3	66.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198	0
Ccl9	66.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198	0
Srd5a3	66.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197	0
Trim69	66.333333	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	1117	0
Olr1	66.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194	0
Nrp2	66.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193	0
Lgi1	66.277778	0	0	0	0	0	0	0	0	0	0	156	323	286	195	180	53	0	0	0
Cyb5a	66.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1191	0
St3gal1	65.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	0
Irf1	65.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	0
Il20rb	65.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	0
Rin2	65.611111	0	0	0	0	0	0	0	0	0	0	0	0	182	147	0	0	0	852	0
C1s1	65.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	0
Fas	65.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	0
Il7	65.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172	0
Cotl1	65.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172	0
Serpinb2	65.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	0
Rev3l	65.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	0
Zc3h12a	64.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	0
Tnfaip3	64.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	0
Riox2	64.944444	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	1086	0
Ivns1abp	64.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1166	0
Actr8	64.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	0
Lclat1	64.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161	0
Slc16a4	64.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160	0
Edem3	64.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160	0
Amz2	64.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160	0
Rasip1	64.277778	0	0	0	0	0	0	0	0	0	0	0	303	469	157	228	0	0	0	0
Izumo1	64.277778	0	0	0	0	0	0	0	0	0	0	0	303	469	157	228	0	0	0	0
Thtpa	64.222222	0	0	0	0	0	0	0	0	0	0	162	0	107	0	0	0	0	887	0
Ahi1	64.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1156	0
Lgals3bp	64.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	0
Emp3	64.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	0
Ccdc114	64.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	0
Specc1	63.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150	0
Lilr4b	63.777778	0	0	0	0	0	0	0	0	0	0	0	202	0	0	218	0	0	728	0
Rela	63.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146	0
Il31ra	63.611111	0	0	155	0	0	0	0	0	0	0	0	0	88	0	0	0	0	902	0
Vmn2r55	63.555556	0	0	0	0	0	0	0	0	0	0	0	294	374	184	0	145	147	0	0
Smap1	63.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	0
Pnpla8	63.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	1011	0
Lad1	63.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	0
Klhl5	63.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0
Bin2	63.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0
Chka	63.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139	0
Eif2s3y	63.111111	0	0	0	0	0	0	0	0	0	0	158	205	255	126	143	249	0	0	0
Slco3a1	62.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1133	0
Lemd1	62.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1133	0
Ezh2	62.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1133	0
Itgb1bp2	62.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1132	0
B3galt4	62.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1132	0
Gm648	62.833333	0	0	0	0	0	0	0	0	0	0	127	157	306	160	238	143	0	0	0
Slc38a7	62.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1128	0
Shtn1	62.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127	0
B3gnt2	62.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127	0
Btrc	62.500000	0	0	0	0	0	0	0	0	0	0	129	89	212	105	155	145	0	290	0
Creb5	62.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1124	0
Nlrp3	62.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	0
Manbal	62.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	0
Dock10	62.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	0
Nqo2	62.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0
Brd1	62.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0
Rps2	62.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119	0
Rnf151	62.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119	0
Ndufb10	62.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119	0
Slc31a2	62.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117	0
Mbnl1	61.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113	0
Zbtb26	61.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	0
Rabgap1	61.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	0
Cdrt4	61.777778	0	0	0	0	0	0	0	0	0	0	167	160	278	282	225	0	0	0	0
Dlgap4	61.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	0
Meig1	61.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1109	0
Dclre1c	61.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1109	0
Mia2	61.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	0
Zbtb10	61.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1106	0
Pde6a	61.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1106	0
Ctsz	61.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103	0
Car5a	61.222222	0	0	0	0	0	0	0	0	0	0	0	139	205	0	0	409	349	0	0
Cd80	61.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0
Adprh	61.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0
Trex1	61.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0
Shisa5	61.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0
Nsun6	61.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0
Arl5b	61.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0
Ap1g2	61.055556	0	0	0	0	0	0	0	0	0	0	183	300	233	0	0	273	0	110	0
Bcl2l15	60.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	0
Zfhx3	60.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	0
Nfe2l1	60.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	0
Grm7	60.777778	0	0	0	0	0	0	0	0	0	0	242	133	217	274	228	0	0	0	0
Tslp	60.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	0
Slc37a4	60.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0
Ier2	60.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0
Mbd6	60.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	0
Ddit3	60.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	0
Lsp1	60.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	0
Klhl24	60.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	0
Cyfip2	60.555556	0	0	0	0	0	0	0	0	0	0	0	208	177	0	139	0	130	436	0
