Target_genes	Rreb1|Average	SRX12298595|B_cells	STRING
Slc22a21	781.000000	781	0
Nectin2	781.000000	781	0
Gp5	781.000000	781	0
Bmper	781.000000	781	0
Tsga10	780.000000	780	0
Opa3	780.000000	780	0
Olfm2	780.000000	780	0
Lipt1	780.000000	780	0
Grip1	780.000000	780	0
Dlat	779.000000	779	0
Creb3l1	779.000000	779	0
Zfpm2	778.000000	778	0
Snap25	778.000000	778	0
Prmt8	775.000000	775	0
Slc18a3	774.000000	774	0
Fam124a	774.000000	774	0
Dnmt3b	774.000000	774	0
Chat	774.000000	774	0
Vav2	773.000000	773	0
Trim71	773.000000	773	0
Mcidas	773.000000	773	0
Maml3	773.000000	773	0
Cybrd1	773.000000	773	0
Crabp1	773.000000	773	0
Glrb	772.000000	772	0
Wasf3	771.000000	771	0
Igfbp5	771.000000	771	0
Rnf217	770.000000	770	0
Amph	770.000000	770	0
Kcnd3	769.000000	769	0
Zfp648	768.000000	768	0
Tmem9	768.000000	768	0
Kcne3	768.000000	768	0
Igfn1	768.000000	768	0
Mansc1	767.000000	767	0
Prkch	766.000000	766	0
Prex2	766.000000	766	0
Sowaha	765.000000	765	0
Plppr4	765.000000	765	0
Mtg1	765.000000	765	0
Klhl40	765.000000	765	0
Hoxb6	764.000000	764	0
Hoxb5	764.000000	764	0
Esrra	763.000000	763	0
Clmp	763.000000	763	0
Catsperz	763.000000	763	0
Stard13	762.000000	762	0
Spsb4	762.000000	762	0
Sv2c	761.000000	761	0
Zbtb16	760.000000	760	0
Nectin3	760.000000	760	0
Rasip1	759.000000	759	0
Pdlim3	759.000000	759	0
Jph1	759.000000	759	0
Foxa2	759.000000	759	0
Cnnm2	759.000000	759	0
Atf7ip2	759.000000	759	0
Srrm4	758.000000	758	0
Rprml	758.000000	758	0
Parp12	758.000000	758	0
Hps6	758.000000	758	0
Grem1	758.000000	758	0
Gpr50	758.000000	758	0
Armh3	758.000000	758	0
Nup62cl	757.000000	757	0
Dnaaf6b	757.000000	757	0
Esyt2	756.000000	756	0
Tcf24	755.000000	755	0
Hoxb3	755.000000	755	0
Schip1	754.000000	754	0
Igdcc3	754.000000	754	0
Kcng1	753.000000	753	0
Pdzrn4	751.000000	751	0
Kcnq3	751.000000	751	0
Anks6	751.000000	751	0
Ptbp3	750.000000	750	0
Prrg4	750.000000	750	0
Gpr26	750.000000	750	0
Alx4	750.000000	750	0
Pcdhgc5	749.000000	749	0
Pcdhgc4	749.000000	749	0
Ndufs7	749.000000	749	0
Alkal2	749.000000	749	0
Tal1	748.000000	748	0
Prok2	748.000000	748	0
Cpxm2	748.000000	748	0
Gpr12	747.000000	747	0
F2rl1	747.000000	747	0
Slc12a5	746.000000	746	0
Id4	746.000000	746	0
Crtac1	746.000000	746	0
Coq3	746.000000	746	0
Bhlhe22	746.000000	746	0
H4c9	745.000000	745	0
H2bc12	745.000000	745	0
H2ac12	745.000000	745	0
Fzd1	745.000000	745	0
Calb1	745.000000	745	0
Adipor1	745.000000	745	0
Adamts1	745.000000	745	0
Plxna2	744.000000	744	0
Tll1	743.000000	743	0
Gata5	743.000000	743	0
Fam189a1	743.000000	743	0
Tfap2b	742.000000	742	0
Gorasp2	742.000000	742	0
Ror2	741.000000	741	0
Prkag2	741.000000	741	0
Plekhg2	741.000000	741	0
Kif6	741.000000	741	0
Barx1	739.000000	739	0
Igf2bp1	738.000000	738	0
Vamp8	737.000000	737	0
Sema6a	737.000000	737	0
Nrip1	737.000000	737	0
Kcns3	737.000000	737	0
Hoxd3	737.000000	737	0
Prss23	736.000000	736	0
Lhfp	736.000000	736	0
Gpr88	736.000000	736	0
Sall4	735.000000	735	0
Rbp1	735.000000	735	0
Pde5a	735.000000	735	0
Lmx1a	735.000000	735	0
Gstt2	734.000000	734	0
Gbx1	734.000000	734	0
Slc38a4	733.000000	733	0
Cdkl5	733.000000	733	0
Zfp518b	732.000000	732	0
Fgf15	732.000000	732	0
Syde2	731.000000	731	0
Tcf7l2	730.000000	730	0
Fgd4	730.000000	730	0
Zfp641	729.000000	729	0
Tmprss2	729.000000	729	0
Nat8l	729.000000	729	0
Kcns2	729.000000	729	0
Hspb1	728.000000	728	0
Pparg	727.000000	727	0
Lemd1	727.000000	727	0
Isl1	727.000000	727	0
Sobp	726.000000	726	0
Slc1a3	726.000000	726	0
Myh10	726.000000	726	0
Fgd5	726.000000	726	0
2510009E07Rik	726.000000	726	0
Itga11	725.000000	725	0
Enpp2	725.000000	725	0
Dapk1	725.000000	725	0
Asxl3	725.000000	725	0
Sh3pxd2b	724.000000	724	0
Asic2	724.000000	724	0
Myod1	723.000000	723	0
Tiam1	722.000000	722	0
Kctd1	722.000000	722	0
Il11ra2	722.000000	722	0
Gm2002	722.000000	722	0
Gm13305	722.000000	722	0
Ccl21b	722.000000	722	0
Sp5	721.000000	721	0
Runx2	721.000000	721	0
Kif26a	721.000000	721	0
Adamts15	721.000000	721	0
Usp43	720.000000	720	0
Ttc9	720.000000	720	0
Nr2f2	720.000000	720	0
Zic5	719.000000	719	0
Nkx2-6	719.000000	719	0
Il1rl2	719.000000	719	0
C1qtnf4	719.000000	719	0
Rhbg	718.000000	718	0
Hbp1	718.000000	718	0
Hap1	718.000000	718	0
Dnajc22	718.000000	718	0
Cgn	718.000000	718	0
Cct5	718.000000	718	0
Atpsckmt	718.000000	718	0
Pakap	717.000000	717	0
Neurog3	717.000000	717	0
C1ql2	717.000000	717	0
Tcaf2	716.000000	716	0
Penk	716.000000	716	0
Ghsr	716.000000	716	0
Fgfr1	716.000000	716	0
Col1a1	716.000000	716	0
Agbl3	716.000000	716	0
Rgs7bp	715.000000	715	0
Dlk1	715.000000	715	0
Cwh43	715.000000	715	0
Cacnb4	715.000000	715	0
Tafa2	713.000000	713	0
Pknox2	713.000000	713	0
Vstm2b	712.000000	712	0
Arx	712.000000	712	0
Sertm1	711.000000	711	0
Cdc42bpa	711.000000	711	0
Tnxb	710.000000	710	0
Nkx1-2	710.000000	710	0
Kiss1	710.000000	710	0
Ccdc110	710.000000	710	0
Slc5a8	709.000000	709	0
Nop14	709.000000	709	0
Grk4	709.000000	709	0
Gad2	709.000000	709	0
Cbx8	709.000000	709	0
Tmc7	708.000000	708	0
Ppp1ccb	708.000000	708	0
Pnma2	708.000000	708	0
Pcdh18	708.000000	708	0
Dpysl2	708.000000	708	0
Sncaip	707.000000	707	0
Pcmtd1	707.000000	707	0
Lzts2	707.000000	707	0
Crhr1	707.000000	707	0
Slc35a3	706.000000	706	0
Ptprb	706.000000	706	0
Gfra2	706.000000	706	0
Psd4	705.000000	705	0
Ovol1	705.000000	705	0
Erich6	705.000000	705	0
Cdh4	705.000000	705	0
Tor1b	704.000000	704	0
Tbx5	704.000000	704	0
Wnt11	703.000000	703	0
Oxtr	703.000000	703	0
Kcnh3	703.000000	703	0
Hs3st3a1	703.000000	703	0
Hmgn2	703.000000	703	0
Epb41l4a	703.000000	703	0
Axin2	703.000000	703	0
Tmeff1	702.000000	702	0
Sox17	702.000000	702	0
Nid2	702.000000	702	0
Jhy	702.000000	702	0
Mtus2	701.000000	701	0
Svep1	700.000000	700	0
Gm266	700.000000	700	0
Aqp2	700.000000	700	0
Galnt13	699.000000	699	0
Slc22a4	698.000000	698	0
Prrxl1	698.000000	698	0
Cldn12	698.000000	698	0
Cdh6	698.000000	698	0
Rtbdn	697.000000	697	0
Nrn1	697.000000	697	0
Glis3	697.000000	697	0
Adamts19	697.000000	697	0
Nrcam	696.000000	696	0
Gspt2	696.000000	696	0
Cnr1	696.000000	696	0
Brinp1	696.000000	696	0
Tinf2	695.000000	695	0
St6gal2	695.000000	695	0
Smim43	695.000000	695	0
Six6	694.000000	694	0
Tmem178	693.000000	693	0
Rnf32	693.000000	693	0
Nr5a2	693.000000	693	0
Pdia5	692.000000	692	0
Duoxa2	692.000000	692	0
Duox2	692.000000	692	0
0610040J01Rik	692.000000	692	0
Zfp536	691.000000	691	0
Prrx1	691.000000	691	0
Pou4f2	691.000000	691	0
Adcy2	691.000000	691	0
Spry2	690.000000	690	0
Rfx6	690.000000	690	0
Ndufaf5	690.000000	690	0
Esf1	690.000000	690	0
Ubtd2	689.000000	689	0
Susd5	689.000000	689	0
Tafa5	688.000000	688	0
Prdm14	687.000000	687	0
Galnt16	687.000000	687	0
Chrm3	686.000000	686	0
C2cd4d	686.000000	686	0
Adam23	686.000000	686	0
Tmem108	685.000000	685	0
Psma4	685.000000	685	0
AY074887	685.000000	685	0
Zbed3	684.000000	684	0
Wipf3	684.000000	684	0
Gpx8	684.000000	684	0
Galr1	684.000000	684	0
Epb41l3	684.000000	684	0
Dock5	684.000000	684	0
Car15	684.000000	684	0
Zfp423	683.000000	683	0
Pak6	683.000000	683	0
Cds1	683.000000	683	0
Ccdc30	683.000000	683	0
Pcdhac2	682.000000	682	0
Gata3	682.000000	682	0
Sowahd	681.000000	681	0
Nbea	681.000000	681	0
Tfap2c	680.000000	680	0
Klf5	680.000000	680	0
Fbn1	680.000000	680	0
Cep85l	680.000000	680	0
Slc6a11	679.000000	679	0
Pdk2	679.000000	679	0
Kat6a	679.000000	679	0
Fibcd1	679.000000	679	0
Zfp804a	678.000000	678	0
Stac	678.000000	678	0
Lrp2	678.000000	678	0
Kcna7	678.000000	678	0
Tmem135	677.000000	677	0
Tcta	677.000000	677	0
Rhoa	677.000000	677	0
Meis3	677.000000	677	0
Mab21l2	677.000000	677	0
Inhbb	677.000000	677	0
Fzd4	677.000000	677	0
Sstr2	676.000000	676	0
Eya2	676.000000	676	0
Dnah11	676.000000	676	0
Anks1b	676.000000	676	0
Nol4	675.000000	675	0
Islr2	673.000000	673	0
Glmp	672.000000	672	0
Gab1	672.000000	672	0
Enho	671.000000	671	0
Col19a1	671.000000	671	0
Cdh18	671.000000	671	0
Tmem254c	670.000000	670	0
Tmem254b	670.000000	670	0
Tmem254a	670.000000	670	0
Mapk4	670.000000	670	0
Maf	670.000000	670	0
Dlgap1	670.000000	670	0
Cmtm8	669.000000	669	0
Ascl4	668.000000	668	0
Spred1	667.000000	667	0
Klf13	667.000000	667	0
Pld5	666.000000	666	0
Ovol2	666.000000	666	0
Ldlrad3	666.000000	666	0
Hand2	666.000000	666	0
Sez6l	665.000000	665	0
Slc9a2	664.000000	664	0
Rap1gap2	663.000000	663	0
Pla2g7	663.000000	663	0
Lhx9	663.000000	663	0
Dhh	663.000000	663	0
Cibar1	663.000000	663	0
Bambi	663.000000	663	0
Zkscan2	662.000000	662	0
Rffl	662.000000	662	0
Prph	662.000000	662	0
Pitx1	662.000000	662	0
Arhgap31	662.000000	662	0
Arhgap29	662.000000	662	0
Wrap73	661.000000	661	0
Trp73	661.000000	661	0
Zbtb8a	660.000000	660	0
Tspan12	660.000000	660	0
Eva1c	660.000000	660	0
Aatk	660.000000	660	0
Slc16a12	659.000000	659	0
Cry1	659.000000	659	0
Kcnj6	658.000000	658	0
Dbx2	658.000000	658	0
Cdc42ep1	658.000000	658	0
Ankrd63	658.000000	658	0
Trpc3	657.000000	657	0
Mrc2	657.000000	657	0
Gpc6	657.000000	657	0
Unc13b	656.000000	656	0
Pla2r1	656.000000	656	0
Mapk8ip1	656.000000	656	0
Fosl1	656.000000	656	0
Cited1	656.000000	656	0
Tdrp	655.000000	655	0
Ccdc33	655.000000	655	0
Rgma	653.000000	653	0
Gnai1	653.000000	653	0
Erbin	653.000000	653	0
Mapk15	652.000000	652	0
Lrrc36	652.000000	652	0
Kctd19	652.000000	652	0
Hrh1	652.000000	652	0
Flt1	652.000000	652	0
Shmt2	651.000000	651	0
Sh3rf3	651.000000	651	0
Hsd17b7	651.000000	651	0
Neurog2	650.000000	650	0
Neto1	650.000000	650	0
Lifr	650.000000	650	0
Gm2115	650.000000	650	0
Sptssb	649.000000	649	0
Pik3cb	647.000000	647	0
Foxi2	647.000000	647	0
Efna3	647.000000	647	0
Efcc1	647.000000	647	0
Usp13	646.000000	646	0
Slc9a3	646.000000	646	0
Ppfia2	646.000000	646	0
Mras	646.000000	646	0
Kcns1	646.000000	646	0
Chrna4	646.000000	646	0
Cebpa	646.000000	646	0
Tfap2d	645.000000	645	0
Sqle	645.000000	645	0
Proser1	645.000000	645	0
Nhlrc3	645.000000	645	0
Slc16a8	644.000000	644	0
Nkpd1	644.000000	644	0
Slc17a6	643.000000	643	0
Kcnk4	643.000000	643	0
Runx1t1	642.000000	642	0
Nt5e	642.000000	642	0
Gm17330	642.000000	642	0
Dzip1l	642.000000	642	0
Smc1b	641.000000	641	0
Slc35f3	641.000000	641	0
Hcn1	641.000000	641	0
Slc35d3	640.000000	640	0
Rgs7	640.000000	640	0
Prep	640.000000	640	0
Kcnip3	640.000000	640	0
Htr1d	640.000000	640	0
Gpr160	640.000000	640	0
C87436	640.000000	640	0
Chrdl2	639.000000	639	0
Adgrb1	639.000000	639	0
Sgk1	638.000000	638	0
Nsfl1c	638.000000	638	0
Nhsl1	638.000000	638	0
Fam43a	638.000000	638	0
Zfp64	637.000000	637	0
Tmem101	637.000000	637	0
Snap91	637.000000	637	0
Sema4f	637.000000	637	0
Rnf139	637.000000	637	0
Plxna4	637.000000	637	0
Phf21b	637.000000	637	0
H3c10	637.000000	637	0
H2bc13	637.000000	637	0
H2ac13	637.000000	637	0
Cadm1	637.000000	637	0
Smad1	636.000000	636	0
Ephb3	636.000000	636	0
Bsx	636.000000	636	0
B3galt1	636.000000	636	0
Zfp820	635.000000	635	0
Shank3	635.000000	635	0
Sybu	634.000000	634	0
Mindy4	634.000000	634	0
Ccnd1	634.000000	634	0
Samd5	633.000000	633	0
Pacs2	633.000000	633	0
Nptxr	633.000000	633	0
H3f3b	633.000000	633	0
Gm42517	633.000000	633	0
Chdh	633.000000	633	0
Zdhhc17	632.000000	632	0
Wwc1	632.000000	632	0
Thbd	632.000000	632	0
Sypl2	632.000000	632	0
Fam184b	632.000000	632	0
Prelid3a	631.000000	631	0
Plppr1	631.000000	631	0
Igfbpl1	631.000000	631	0
Hoxd13	631.000000	631	0
Hmx1	631.000000	631	0
Commd1	631.000000	631	0
Adgrb2	631.000000	631	0
Spock3	630.000000	630	0
Megf6	630.000000	630	0
Macrod1	630.000000	630	0
Rec8	629.000000	629	0
Kcnc4	629.000000	629	0
Wnt9b	628.000000	628	0
Tspyl5	628.000000	628	0
Hoxb8	628.000000	628	0
Fbn2	628.000000	628	0
Ctxn2	628.000000	628	0
Scarf2	627.000000	627	0
Rtcb	627.000000	627	0
Ltbr	627.000000	627	0
Hectd2	627.000000	627	0
BC034090	627.000000	627	0
Pou3f2	626.000000	626	0
Polr3gl	626.000000	626	0
Plekhd1	626.000000	626	0
Lix1l	626.000000	626	0
Kif27	626.000000	626	0
Fzd10	626.000000	626	0
Ankrd34a	626.000000	626	0
Rb1cc1	625.000000	625	0
Pcsk2	625.000000	625	0
Ddx5	625.000000	625	0
Cep95	625.000000	625	0
Pcdhgb5	624.000000	624	0
Lysmd2	624.000000	624	0
Fam122a	624.000000	624	0
Dock3	624.000000	624	0
Pdx1	623.000000	623	0
Ntm	623.000000	623	0
Tchh	622.000000	622	0
Ninl	622.000000	622	0
Elfn1	622.000000	622	0
Ptprm	621.000000	621	0
Lrrn3	621.000000	621	0
Il1rapl1	621.000000	621	0
Igf1r	621.000000	621	0
H4c3	621.000000	621	0
H1f6	621.000000	621	0
Gjb2	621.000000	621	0
Foxf2	621.000000	621	0
Fcgr3	621.000000	621	0
Cdh11	621.000000	621	0
2900026A02Rik	621.000000	621	0
Sh3gl2	620.000000	620	0
Nipal2	620.000000	620	0
Nhs	619.000000	619	0
Foxd4	619.000000	619	0
Esr2	619.000000	619	0
Rab15	618.000000	618	0
Lgi1	618.000000	618	0
Kcnh8	618.000000	618	0
Cadps2	618.000000	618	0
Acer2	618.000000	618	0
Efna5	617.000000	617	0
Robo1	616.000000	616	0
Grin2d	616.000000	616	0
A930017K11Rik	616.000000	616	0
Pabpc1l2b	615.000000	615	0
Fam181b	615.000000	615	0
Epb41l4b	614.000000	614	0
Dab2ip	614.000000	614	0
Gins1	613.000000	613	0
Gap43	613.000000	613	0
Tmem104	612.000000	612	0
Shisa9	612.000000	612	0
Nat9	612.000000	612	0
Irx6	612.000000	612	0
Cpne2	612.000000	612	0
Sulf2	611.000000	611	0
Nell2	611.000000	611	0
Fermt1	611.000000	611	0
Fabp3	611.000000	611	0
Emx1	611.000000	611	0
Lrp4	609.000000	609	0
Gli3	609.000000	609	0
Fjx1	609.000000	609	0
Fgfr2	609.000000	609	0
Adcyap1	609.000000	609	0
Pou2f2	608.000000	608	0
Hgd	608.000000	608	0
Plaa	607.000000	607	0
Vax1	606.000000	606	0
Tmem256	606.000000	606	0
Snx18	606.000000	606	0
Nlgn2	606.000000	606	0
Gpbp1	606.000000	606	0
Dnah7a	606.000000	606	0
Ch25h	606.000000	606	0
Card10	606.000000	606	0
C2cd4b	606.000000	606	0
Apela	606.000000	606	0
Sowahb	605.000000	605	0
Gnas	605.000000	605	0
Gkap1	605.000000	605	0
Aqp5	605.000000	605	0
Ano10	605.000000	605	0
Tsen15	604.000000	604	0
Lpcat2	604.000000	604	0
Kcna4	604.000000	604	0
Epha5	604.000000	604	0
Ankrd33	604.000000	604	0
Wnt9a	603.000000	603	0
Procr	603.000000	603	0
Insl3	603.000000	603	0
Crygs	603.000000	603	0
Vgf	601.000000	601	0
Tead4	601.000000	601	0
Rpp25	601.000000	601	0
Nrp1	601.000000	601	0
Irak3	601.000000	601	0
Scrn1	600.000000	600	0
Nxph1	600.000000	600	0
Megf11	600.000000	600	0
Elavl2	600.000000	600	0
Aqp3	600.000000	600	0
Tle3	599.000000	599	0
Tbx21	599.000000	599	0
Sptb	598.000000	598	0
Ret	598.000000	598	0
Msx3	597.000000	597	0
Lmo1	597.000000	597	0
Hectd1	597.000000	597	0
Bnc2	597.000000	597	0
Serinc2	596.000000	596	0
Mt2	596.000000	596	0
Mixl1	596.000000	596	0
Has2	596.000000	596	0
B4galnt4	596.000000	596	0
Lhx3	594.000000	594	0
Dmc1	594.000000	594	0
Phka1	593.000000	593	0
Mgat5	593.000000	593	0
Lrrc75b	593.000000	593	0
Ggt1	593.000000	593	0
Gata4	593.000000	593	0
Rhcg	592.000000	592	0
Casz1	592.000000	592	0
Ube2ql1	591.000000	591	0
Syngr3	591.000000	591	0
Slbp	591.000000	591	0
Mical2	591.000000	591	0
Cbln1	591.000000	591	0
Cadm2	591.000000	591	0
Thpo	590.000000	590	0
Tdrd6	590.000000	590	0
Scrt2	590.000000	590	0
Rab11fip1	590.000000	590	0
Chrd	590.000000	590	0
Ptpdc1	589.000000	589	0
Plcxd1	589.000000	589	0
Pde9a	589.000000	589	0
Mast4	589.000000	589	0
Col4a2	589.000000	589	0
Col4a1	589.000000	589	0
Slc6a5	588.000000	588	0
Peg12	588.000000	588	0
Lats2	588.000000	588	0
Farp1	588.000000	588	0
Trerf1	587.000000	587	0
Tmem117	587.000000	587	0
Cidea	587.000000	587	0
Thap11	586.000000	586	0
Slc5a5	586.000000	586	0
Rpl18a	586.000000	586	0
Nutf2	586.000000	586	0
Cenpt	586.000000	586	0
Sv2b	585.000000	585	0
Lhx6	585.000000	585	0
Uaca	584.000000	584	0
Tigd4	584.000000	584	0
Ptprn	584.000000	584	0
Nr2f1	584.000000	584	0
Mgat1	584.000000	584	0
Golga4	584.000000	584	0
Chrna5	584.000000	584	0
Ugt1a2	583.000000	583	0
Ucn	583.000000	583	0
Pcsk6	583.000000	583	0
Pax7	583.000000	583	0
Gpr27	583.000000	583	0
Dpysl3	583.000000	583	0
Dnajb3	583.000000	583	0
Zrsr1	582.000000	582	0
Tsku	582.000000	582	0
Slc22a17	582.000000	582	0
Rspo1	582.000000	582	0
Irx4	582.000000	582	0
Nrarp	581.000000	581	0
Moxd1	581.000000	581	0
Lrrn2	581.000000	581	0
Hoxa10	581.000000	581	0
Cacng4	581.000000	581	0
Sfrp1	580.000000	580	0
Hlf	580.000000	580	0
Fgf9	580.000000	580	0
Cep126	580.000000	580	0
Spats2l	579.000000	579	0
Frmd4a	579.000000	579	0
E030030I06Rik	579.000000	579	0
Camsap2	579.000000	579	0
Mrps30	578.000000	578	0
Fgf20	578.000000	578	0
Gprin2	577.000000	577	0
Cped1	577.000000	577	0
Kcnj12	576.000000	576	0
Ephx2	576.000000	576	0
Baiap2l1	576.000000	576	0
Iars2	575.000000	575	0
Hrk	575.000000	575	0
Frat2	575.000000	575	0
Fbll1	575.000000	575	0
C1ql3	575.000000	575	0
Bpnt1	575.000000	575	0
Ptger3	574.000000	574	0
P4htm	574.000000	574	0
Mark1	574.000000	574	0
Hnmt	574.000000	574	0
Zfp711	573.000000	573	0
Tnfrsf19	573.000000	573	0
Septin9	573.000000	573	0
Ep400	573.000000	573	0
Ihh	572.000000	572	0
Gpr149	572.000000	572	0
Brinp2	572.000000	572	0
Zfp282	571.000000	571	0
Daam2	571.000000	571	0
Adgrl3	571.000000	571	0
Prkg2	570.000000	570	0
H4c18	570.000000	570	0
H4bc24	570.000000	570	0
H2bc23	570.000000	570	0
H2ac24	570.000000	570	0
H2ac23	570.000000	570	0
Fgf10	570.000000	570	0
Dll1	569.000000	569	0
Alpk1	569.000000	569	0
Vgll3	568.000000	568	0
Six2	568.000000	568	0
Prrx2	568.000000	568	0
Palld	568.000000	568	0
Tbr1	567.000000	567	0
Smoc2	567.000000	567	0
Rhoj	567.000000	567	0
Kitl	567.000000	567	0
Wdr54	566.000000	566	0
1700003E16Rik	566.000000	566	0
Zbtb34	565.000000	565	0
Rnf220	565.000000	565	0
Pllp	565.000000	565	0
Nudt1	565.000000	565	0
Acot3	565.000000	565	0
Dennd2c	564.000000	564	0
Olfm1	563.000000	563	0
Ogdhl	563.000000	563	0
Lhx2	563.000000	563	0
Kif5c	563.000000	563	0
Cd59b	563.000000	563	0
C2cd2	563.000000	563	0
Atp1b2	563.000000	563	0
Shroom2	562.000000	562	0
Hoxd9	562.000000	562	0
Grid1	562.000000	562	0
Epm2a	562.000000	562	0
Ypel5	561.000000	561	0
Skor2	561.000000	561	0
Rassf5	561.000000	561	0
Prima1	561.000000	561	0
Pdzd2	561.000000	561	0
Sidt1	560.000000	560	0
Rfk	560.000000	560	0
Insyn2a	560.000000	560	0
Fbln1	560.000000	560	0
Celf4	560.000000	560	0
Bmp6	560.000000	560	0
Mrap2	559.000000	559	0
Igsf3	559.000000	559	0
Elovl3	559.000000	559	0
Bmp3	559.000000	559	0
Bean1	559.000000	559	0
B3glct	559.000000	559	0
Samd14	558.000000	558	0
Hoxc12	558.000000	558	0
Gyg	558.000000	558	0
Cav1	558.000000	558	0
Snx10	557.000000	557	0
Rspo3	557.000000	557	0
Pef1	557.000000	557	0
Nxph4	557.000000	557	0
Mafa	557.000000	557	0
Lrrc7	557.000000	557	0
Ccdc90b	557.000000	557	0
Rxrg	556.000000	556	0
Nol4l	556.000000	556	0
H4c17	556.000000	556	0
Elfn2	556.000000	556	0
Cntfr	556.000000	556	0
Hnrnpa2b1	555.000000	555	0
Hk2	555.000000	555	0
Eya4	555.000000	555	0
Esrp1	555.000000	555	0
Emilin3	555.000000	555	0
Cbx3	555.000000	555	0
Adm	555.000000	555	0
Tmem150c	554.000000	554	0
Prss56	554.000000	554	0
Pfn2	554.000000	554	0
H4c6	554.000000	554	0
H1f3	554.000000	554	0
Chrnd	554.000000	554	0
Ric3	553.000000	553	0
Psme4	553.000000	553	0
Pcdh8	553.000000	553	0
Grrp1	553.000000	553	0
Gm30191	553.000000	553	0
Pheta2	552.000000	552	0
Naga	552.000000	552	0
Msc	552.000000	552	0
Vsig10	551.000000	551	0
Ush1g	551.000000	551	0
Otop2	551.000000	551	0
Mnx1	551.000000	551	0
Slc19a3	550.000000	550	0
Igsf9b	550.000000	550	0
Erc2	550.000000	550	0
Ube2r2	549.000000	549	0
Cdx2	549.000000	549	0
Acot5	549.000000	549	0
Plekhh3	548.000000	548	0
Nwd2	548.000000	548	0
Gpr156	548.000000	548	0
Ccr10	548.000000	548	0
Castor2	548.000000	548	0
Zfp334	547.000000	547	0
Smug1	547.000000	547	0
Magi3	547.000000	547	0
Kif26b	547.000000	547	0
Hjurp	547.000000	547	0
Frmd6	547.000000	547	0
Fhod3	547.000000	547	0
Ccnc	547.000000	547	0
A730008H23Rik	547.000000	547	0
Hapln4	546.000000	546	0
Dennd4b	546.000000	546	0
Stxbp5l	545.000000	545	0
Zdhhc22	544.000000	544	0
Trim17	544.000000	544	0
Tox3	544.000000	544	0
Tfap2e	544.000000	544	0
Stim1	544.000000	544	0
H3f4	544.000000	544	0
Dpy19l2	544.000000	544	0
Creg2	544.000000	544	0
Mkx	543.000000	543	0
Col2a1	543.000000	543	0
Kdr	542.000000	542	0
Htr1b	542.000000	542	0
Egfr	542.000000	542	0
Bace2	542.000000	542	0
Amotl1	542.000000	542	0
Tmem74b	541.000000	541	0
H4c12	541.000000	541	0
H2bc15	541.000000	541	0
H2bc14	541.000000	541	0
H2ac15	541.000000	541	0
Tent5a	540.000000	540	0
Spryd7	540.000000	540	0
Slc4a4	540.000000	540	0
Otud1	540.000000	540	0
Nrg3	540.000000	540	0
Lpar1	539.000000	539	0
St8sia4	538.000000	538	0
Rora	538.000000	538	0
Mlx	538.000000	538	0
Hsd17b1	538.000000	538	0
Hs6st2	538.000000	538	0
Coasy	538.000000	538	0
Rabl2	537.000000	537	0
Plagl1	537.000000	537	0
Paqr9	537.000000	537	0
Crlf1	537.000000	537	0
Ank3	537.000000	537	0
Ruvbl2	536.000000	536	0
Ica1	536.000000	536	0
Hey2	536.000000	536	0
Gys1	536.000000	536	0
Scn3b	535.000000	535	0
Prkcg	535.000000	535	0
Ppig	535.000000	535	0
Nacc2	535.000000	535	0
Msl2	535.000000	535	0
Klf3	535.000000	535	0
Iqank1	535.000000	535	0
Fam163a	535.000000	535	0
Dmrt2	535.000000	535	0
Ctnnd2	535.000000	535	0
Slc30a2	534.000000	534	0
Ddhd1	534.000000	534	0
Cabp1	534.000000	534	0
Ajap1	534.000000	534	0
Tc2n	533.000000	533	0
Tac1	533.000000	533	0
Laptm4b	533.000000	533	0
Gcnt4	533.000000	533	0
Foxd1	533.000000	533	0
Cebpb	533.000000	533	0
B3gat2	533.000000	533	0
Tcf4	532.000000	532	0
Lingo2	532.000000	532	0
Grhl2	532.000000	532	0
Fhdc1	532.000000	532	0
Brinp3	532.000000	532	0
Tmod3	531.000000	531	0
Sgk3	531.000000	531	0
Raver2	531.000000	531	0
Prpf40b	531.000000	531	0
Adgrl4	531.000000	531	0
6430628N08Rik	531.000000	531	0
Phlpp2	530.000000	530	0
Gdf7	530.000000	530	0
Dysf	530.000000	530	0
Xkr7	529.000000	529	0
Tigar	529.000000	529	0
Prdm1	529.000000	529	0
Ncald	529.000000	529	0
Kbtbd13	529.000000	529	0
Cdc42ep3	529.000000	529	0
Ylpm1	528.000000	528	0
Tmem132e	528.000000	528	0
Sfrp2	528.000000	528	0
Rbfox2	528.000000	528	0
Elmod2	528.000000	528	0
Tsc22d1	527.000000	527	0
Tmem102	527.000000	527	0
Selenom	527.000000	527	0
Rnf115	527.000000	527	0
Polr3c	527.000000	527	0
Fgf11	527.000000	527	0
Car2	527.000000	527	0
Zfp369	526.000000	526	0
Wnt5b	526.000000	526	0
Tubb3	526.000000	526	0
Tax1bp1	526.000000	526	0
Slc6a7	526.000000	526	0
Mc1r	526.000000	526	0
Lama1	526.000000	526	0
Kif21a	526.000000	526	0
Khdrbs2	526.000000	526	0
Wdr63	525.000000	525	0
Vcan	525.000000	525	0
Trhde	525.000000	525	0
Tmem151b	525.000000	525	0
Rcan2	525.000000	525	0
Mtcl1	525.000000	525	0
Minar1	525.000000	525	0
Grik3	525.000000	525	0
Atp2b2	525.000000	525	0
