Target_genes	Nfe2|Average	SRX203211|Erythroblasts	SRX18530089|Erythroid_Cells	SRX18530090|Erythroid_Cells	SRX1629386|M1	SRX203207|Megakaryocytes	SRX203208|Megakaryocytes	SRX204382|Megakaryocytes	SRX2200549|Pro-B_cells	SRX298037|Ter119_Erythrocytes	STRING
Tsr1	31.444444	0	0	0	0	0	0	0	283	0	0
Tapbp	31.444444	0	0	0	0	0	0	0	283	0	0
Sgsm2	31.444444	0	0	0	0	0	0	0	283	0	0
Cyp2e1	31.444444	0	0	0	0	0	0	0	283	0	0
Zdhhc17	31.333333	0	0	0	0	0	0	0	282	0	0
Dnase2a	31.333333	0	0	110	0	0	0	0	172	0	0
Stx4a	31.222222	0	0	0	0	0	129	0	152	0	0
Rtp4	31.222222	0	0	0	0	0	0	0	281	0	0
Rap1b	31.222222	0	0	0	0	0	0	0	281	0	0
Osbpl3	31.222222	0	0	0	0	0	0	0	281	0	0
Zbtb7b	31.111111	0	0	0	0	0	0	0	280	0	0
Xpa	31.111111	106	0	0	0	0	0	0	0	174	0
Trappc6a	31.111111	0	0	0	0	0	0	0	0	280	0
Mycn	31.111111	0	0	0	0	0	0	0	280	0	0
Itpr3	31.111111	0	0	0	0	0	0	0	280	0	0
Gm14326	31.111111	0	0	0	0	0	0	0	280	0	0
Dusp16	31.111111	0	0	0	0	0	0	0	280	0	0
Bloc1s3	31.111111	0	0	0	0	0	0	0	0	280	0
Olfr1415	31.000000	0	0	0	0	0	0	0	279	0	0
Epc2	31.000000	0	0	0	0	0	0	279	0	0	0
Prag1	30.888889	0	0	0	0	0	0	0	278	0	0
Lrrc52	30.888889	0	0	0	0	0	0	0	278	0	0
Dock5	30.888889	0	0	0	0	0	0	0	278	0	0
Clpx	30.888889	82	0	0	0	0	0	0	196	0	0
Btnl2	30.888889	0	0	0	0	0	0	0	278	0	0
Upf1	30.777778	0	0	0	0	0	0	0	277	0	0
Trip6	30.777778	0	0	0	0	0	0	277	0	0	0
Stab1	30.777778	0	0	0	0	0	0	0	277	0	0
Sema4f	30.777778	0	0	0	0	0	0	0	277	0	0
Ranbp2	30.777778	0	0	0	0	0	0	0	156	121	0
M1ap	30.777778	0	0	0	0	0	0	0	277	0	0
Dld	30.777778	0	0	0	0	0	0	277	0	0	0
Txnl4a	30.666667	0	0	0	0	0	0	0	0	276	0
Rpl15	30.666667	0	0	0	0	0	0	0	276	0	0
Pdzph1	30.666667	0	0	0	0	0	0	276	0	0	0
Nkiras1	30.666667	0	0	0	0	0	0	0	276	0	0
Mybpc1	30.666667	0	0	0	0	0	0	0	276	0	0
Lta4h	30.666667	0	0	0	0	0	0	0	276	0	0
Gm16286	30.666667	0	0	0	0	0	0	0	0	276	0
Fads3	30.666667	0	0	0	0	0	0	0	276	0	0
Csnk1g3	30.666667	0	0	0	0	0	0	0	276	0	0
Coch	30.666667	0	0	0	0	0	0	0	276	0	0
Olfr449	30.555556	0	0	0	0	0	0	0	0	275	0
Fam83g	30.555556	0	0	0	0	0	0	0	275	0	0
Zfp52	30.444444	0	0	0	0	0	0	0	274	0	0
Xpo7	30.444444	0	0	0	0	0	0	0	0	274	0
Urm1	30.444444	0	0	0	0	0	0	0	274	0	0
Tcam1	30.444444	0	0	0	0	0	0	0	274	0	0
Smarcd2	30.444444	0	0	0	0	0	0	0	274	0	0
Rps28	30.444444	0	0	0	0	0	0	0	0	274	0
Ndufa7	30.444444	0	0	0	0	0	0	0	0	274	0
Hspb7	30.444444	0	0	0	0	0	0	0	274	0	0
Clcnkb	30.444444	0	0	0	0	0	0	0	274	0	0
Art4	30.444444	0	0	0	0	0	0	0	274	0	0
Trim30b	30.333333	0	0	108	0	0	0	0	165	0	0
Trim12c	30.333333	0	0	108	0	0	0	0	165	0	0
Slitrk2	30.333333	0	0	0	0	0	0	0	273	0	0
Mzb1	30.333333	0	0	0	0	0	0	0	273	0	0
Csf1r	30.333333	0	0	0	273	0	0	0	0	0	0
Cep164	30.333333	0	0	0	0	0	0	0	273	0	0
Srd5a1	30.222222	0	0	0	0	0	0	0	272	0	0
Rsl24d1	30.222222	0	0	0	0	0	0	0	272	0	0
Psmc2	30.222222	0	0	0	0	0	0	0	272	0	0
Nt5dc1	30.222222	0	0	0	0	0	0	0	272	0	0
Nsun2	30.222222	0	0	0	0	0	0	0	272	0	0
Dpy19l3	30.222222	0	0	0	0	0	0	0	272	0	0
Dnajc2	30.222222	0	0	0	0	0	0	0	272	0	0
Card19	30.222222	0	0	0	0	0	0	0	272	0	0
Snx10	30.111111	0	0	0	0	0	157	0	114	0	0
Scamp3	30.111111	0	0	0	0	0	0	0	114	157	0
Ptpro	30.111111	0	0	0	0	0	0	0	271	0	0
Garnl3	30.111111	0	0	0	0	0	0	0	271	0	0
Bola1	30.111111	0	0	0	0	0	0	0	271	0	0
Atp8a2	30.111111	0	0	0	0	0	0	0	271	0	0
Atad3a	30.111111	0	0	0	0	0	0	271	0	0	0
Ints6	30.000000	0	0	0	0	0	0	0	0	270	0
H4c17	30.000000	0	0	138	0	0	0	0	132	0	0
Ankrd28	30.000000	0	0	0	0	0	0	0	270	0	0
Zfp574	29.888889	0	0	0	0	0	140	0	129	0	0
Wdr54	29.888889	0	0	0	0	0	0	0	269	0	0
Ptp4a1	29.888889	0	0	0	0	0	0	0	269	0	0
Klc1	29.888889	0	0	0	0	0	0	0	269	0	0
Ints13	29.888889	0	0	134	0	0	0	0	0	135	0
Grik5	29.888889	0	0	0	0	0	140	0	129	0	0
Fgfr1op2	29.888889	0	0	134	0	0	0	0	0	135	0
1700003E16Rik	29.888889	0	0	0	0	0	0	0	269	0	0
Uba52	29.777778	268	0	0	0	0	0	0	0	0	0
Tpr	29.777778	0	0	0	0	0	0	0	268	0	0
Sh2b3	29.777778	0	0	0	0	0	0	0	268	0	0
Rex1bd	29.777778	268	0	0	0	0	0	0	0	0	0
Odr4	29.777778	0	0	0	0	0	0	0	268	0	0
Lif	29.777778	0	0	0	0	0	0	0	268	0	0
Hscb	29.777778	0	0	0	0	0	0	0	268	0	0
G3bp2	29.777778	0	0	0	0	0	0	0	104	164	0
E030018B13Rik	29.777778	0	0	0	0	0	0	0	268	0	0
Chek2	29.777778	0	0	0	0	0	0	0	268	0	0
Tpd52l2	29.666667	0	0	0	0	0	0	0	267	0	0
Shc1	29.666667	117	0	0	0	0	0	0	0	150	0
Galnt2	29.666667	0	0	0	0	0	0	0	267	0	0
Dnajc12	29.666667	0	0	0	0	0	0	0	267	0	0
Dab2ip	29.666667	0	0	0	0	0	0	0	267	0	0
Cks1b	29.666667	117	0	0	0	0	0	0	0	150	0
Abhd16b	29.666667	0	0	0	0	0	0	0	267	0	0
Tbc1d1	29.555556	0	0	0	0	0	0	266	0	0	0
Smim7	29.555556	0	0	0	0	0	0	0	266	0	0
Paqr7	29.555556	0	0	0	0	0	0	0	266	0	0
Lrrc69	29.555556	0	0	0	0	0	0	0	266	0	0
Lgr4	29.555556	0	0	0	0	0	0	0	266	0	0
Ammecr1l	29.555556	0	0	0	0	0	0	0	115	151	0
Adgre1	29.555556	0	0	0	0	0	0	0	266	0	0
Slc34a3	29.444444	0	0	0	0	0	0	0	265	0	0
Serinc1	29.444444	0	102	163	0	0	0	0	0	0	0
Rnf224	29.444444	0	0	0	0	0	0	0	265	0	0
Paip1	29.444444	0	0	0	0	0	0	0	138	127	0
Kcnh3	29.444444	0	0	0	0	0	0	0	265	0	0
Cysrt1	29.444444	0	0	0	0	0	0	0	265	0	0
Cbx7	29.444444	0	0	0	0	0	0	0	0	265	0
Calm3	29.444444	0	0	0	0	0	0	0	265	0	0
Tsen34	29.333333	0	0	0	0	0	0	0	264	0	0
Psat1	29.333333	0	0	0	0	0	0	0	264	0	0
Pcx	29.333333	0	0	0	0	0	0	0	104	160	0
Mydgf	29.333333	0	0	0	0	0	0	0	0	264	0
Mboat7	29.333333	0	0	0	0	0	0	0	264	0	0
Lpar2	29.333333	0	0	0	0	0	0	264	0	0	0
3110082I17Rik	29.333333	0	0	0	0	0	0	0	264	0	0
Ptprj	29.222222	0	0	0	0	0	0	0	263	0	0
Phax	29.222222	0	0	0	0	0	0	0	263	0	0
Pdcd11	29.222222	0	0	0	0	0	0	263	0	0	0
Gpc1	29.222222	0	0	0	0	0	0	0	263	0	0
Cers2	29.222222	0	0	0	0	0	0	0	263	0	0
Atp5md	29.222222	0	0	0	0	0	0	263	0	0	0
Anxa9	29.222222	0	0	0	0	0	0	0	263	0	0
Aldh7a1	29.222222	0	0	0	0	0	0	0	263	0	0
Vmn1r78	29.111111	0	0	0	0	0	0	0	262	0	0
Tsacc	29.111111	0	0	0	0	0	0	0	262	0	0
Tex2	29.111111	0	0	0	0	0	0	0	262	0	0
Slc33a1	29.111111	0	0	0	0	0	0	0	0	262	0
Rpsa	29.111111	0	0	0	0	0	0	0	262	0	0
Myrf	29.111111	0	0	0	0	0	0	0	262	0	0
Megf9	29.111111	0	0	0	0	0	0	0	0	262	0
Klhl3	29.111111	0	0	0	0	0	0	0	262	0	0
Gm13290	29.111111	0	0	0	0	0	0	0	262	0	0
Gm13289	29.111111	0	0	0	0	0	0	0	262	0	0
Gm13285	29.111111	0	0	0	0	0	0	0	262	0	0
Dlx1	29.111111	0	0	0	0	0	0	0	262	0	0
Cct3	29.111111	0	0	0	0	0	0	0	262	0	0
Scrn3	29.000000	0	0	0	0	0	0	0	261	0	0
Ptch1	29.000000	128	0	0	0	0	0	0	133	0	0
Neu1	29.000000	0	0	0	0	0	0	261	0	0	0
Hsd17b2	29.000000	0	0	0	0	0	0	0	261	0	0
Cir1	29.000000	0	0	0	0	0	0	0	261	0	0
Bax	29.000000	0	0	0	0	0	0	0	0	261	0
Tnfrsf1a	28.888889	0	0	0	0	0	0	0	260	0	0
Spata13	28.888889	0	0	0	0	0	0	0	127	133	0
Rbfa	28.888889	0	0	0	0	0	0	0	260	0	0
Phgdh	28.888889	0	0	0	0	0	0	0	260	0	0
Gm525	28.888889	0	0	0	0	0	0	0	260	0	0
Etv5	28.888889	0	0	0	0	0	0	0	260	0	0
Atp6v0d1	28.888889	0	0	0	0	0	0	0	0	260	0
Acot11	28.888889	0	116	144	0	0	0	0	0	0	0
Nr6a1	28.777778	0	0	0	0	0	0	0	259	0	0
Higd1c	28.777778	0	0	0	0	0	0	0	259	0	0
Dmpk	28.777778	0	0	0	0	0	0	0	259	0	0
Zc3h15	28.666667	0	0	0	0	0	0	0	258	0	0
Vmo1	28.666667	0	0	0	0	0	0	0	258	0	0
Ston2	28.666667	0	0	0	0	0	0	0	258	0	0
Rps14	28.666667	0	0	0	0	0	0	0	258	0	0
Rhbdd3	28.666667	0	0	0	0	0	0	0	258	0	0
Rgp1	28.666667	0	0	0	0	0	0	0	258	0	0
Naa10	28.666667	0	0	0	0	0	0	0	258	0	0
Msmp	28.666667	0	0	0	0	0	0	0	258	0	0
Lnpep	28.666667	0	0	0	0	0	0	0	0	258	0
Irf2bp1	28.666667	0	0	0	0	0	0	0	258	0	0
Gltpd2	28.666667	0	0	0	0	0	0	0	258	0	0
Gba2	28.666667	0	0	0	0	0	0	0	258	0	0
Ewsr1	28.666667	0	0	0	0	0	0	0	258	0	0
Sltm	28.555556	0	0	0	0	0	0	0	257	0	0
Nos2	28.555556	0	0	0	0	0	0	0	257	0	0
Ift43	28.555556	0	0	0	0	0	0	0	257	0	0
Hoxa9	28.555556	0	0	0	0	0	0	0	257	0	0
Klhl22	28.444444	0	0	0	0	0	0	0	256	0	0
Gm13288	28.444444	0	0	0	0	0	0	0	256	0	0
Gm13287	28.444444	0	0	0	0	0	0	0	256	0	0
Evi2b	28.444444	0	0	0	0	0	0	0	256	0	0
Dcaf4	28.444444	0	0	0	0	0	0	0	256	0	0
Sec24d	28.333333	0	0	0	0	0	0	0	255	0	0
Rusc2	28.333333	0	0	0	0	0	255	0	0	0	0
Olfr313	28.222222	0	0	0	0	0	0	0	254	0	0
Kpna2	28.222222	0	0	0	0	0	0	0	254	0	0
Capn3	28.222222	0	0	0	0	0	0	0	254	0	0
4833420G17Rik	28.222222	0	0	0	0	0	0	0	254	0	0
Usp20	28.111111	0	0	0	0	0	0	0	132	121	0
Slc27a4	28.111111	0	0	0	0	0	0	0	253	0	0
Pak2	28.111111	0	0	0	0	0	0	253	0	0	0
Med4	28.111111	0	0	0	120	0	133	0	0	0	0
Fam214a	28.111111	0	0	0	0	0	128	0	125	0	0
BC005624	28.111111	0	0	0	0	0	0	0	132	121	0
Tmem30a	28.000000	0	0	0	0	0	0	0	252	0	0
Rcc2	28.000000	0	0	0	0	0	0	0	252	0	0
Palm3	28.000000	0	0	0	0	0	0	0	252	0	0
Olfr76	28.000000	0	0	0	0	0	0	0	252	0	0
Ndufa5	28.000000	0	0	0	0	0	0	0	252	0	0
Dclre1c	28.000000	0	0	0	0	0	0	0	252	0	0
Asb15	28.000000	0	0	0	0	0	0	0	252	0	0
Proser3	27.888889	0	119	132	0	0	0	0	0	0	0
Kansl1l	27.888889	0	0	0	0	0	0	0	251	0	0
Hspb6	27.888889	0	119	132	0	0	0	0	0	0	0
Gm10710	27.888889	0	0	0	0	0	0	251	0	0	0
Trim65	27.777778	0	0	0	0	0	0	0	250	0	0
Socs3	27.777778	0	0	0	0	0	0	0	250	0	0
Slc50a1	27.777778	0	0	0	0	0	0	0	250	0	0
Sfxn5	27.777778	0	0	0	0	0	0	0	250	0	0
Rnase4	27.777778	0	0	0	0	0	0	0	250	0	0
Lap3	27.777778	0	0	0	0	0	0	0	250	0	0
Lamc1	27.777778	0	0	0	0	0	0	0	250	0	0
Fdxacb1	27.777778	0	0	0	0	0	0	0	250	0	0
Elf2	27.777778	0	0	250	0	0	0	0	0	0	0
Efna1	27.777778	0	0	0	0	0	0	0	250	0	0
Cstf1	27.777778	0	0	0	0	0	0	0	250	0	0
Aurka	27.777778	0	0	0	0	0	0	0	250	0	0
Ang	27.777778	0	0	0	0	0	0	0	250	0	0
Adgre5	27.777778	0	0	0	0	0	0	0	250	0	0
1110032A03Rik	27.777778	0	0	0	0	0	0	0	250	0	0
Rad50	27.666667	0	0	0	0	0	0	0	0	249	0
Olfr1015	27.666667	0	0	0	0	0	0	0	0	249	0
Npy5r	27.666667	0	0	0	0	0	0	0	0	249	0
Ice1	27.666667	0	0	0	0	0	0	0	249	0	0
Zfp119a	27.555556	0	0	0	0	0	0	0	248	0	0
Upf3a	27.555556	157	0	0	0	0	0	0	0	91	0
Prok2	27.555556	0	0	0	0	0	0	0	248	0	0
Gjb5	27.555556	0	0	0	0	0	0	0	248	0	0
Gjb4	27.555556	0	0	0	0	0	0	0	248	0	0
Edem3	27.555556	0	0	0	0	0	0	0	248	0	0
Clcn7	27.555556	0	0	0	0	0	0	0	0	248	0
Tnrc6a	27.444444	0	0	0	0	0	0	0	247	0	0
Tmc7	27.444444	0	0	0	0	0	0	0	247	0	0
Sgpp2	27.444444	0	0	0	0	0	0	0	247	0	0
Rxra	27.444444	0	0	0	0	0	0	0	247	0	0
Olfr549	27.444444	0	0	0	0	0	0	0	247	0	0
Mcf2	27.444444	0	0	0	0	0	0	0	247	0	0
Zfp729b	27.333333	0	0	0	0	0	0	0	246	0	0
Xrcc5	27.333333	0	0	0	0	0	0	0	246	0	0
Sorbs2	27.333333	0	0	0	0	0	0	246	0	0	0
Smim14	27.333333	0	0	128	0	0	0	0	118	0	0
Sesn2	27.333333	0	0	0	0	0	0	0	246	0	0
Rph3al	27.333333	0	0	0	0	0	0	0	246	0	0
Mfsd12	27.333333	0	0	0	0	0	0	0	246	0	0
Eif3h	27.333333	0	0	0	0	0	0	246	0	0	0
Vps8	27.222222	0	0	0	0	0	245	0	0	0	0
Spa17	27.222222	0	0	0	0	0	0	0	245	0	0
Siae	27.222222	0	0	0	0	0	0	0	245	0	0
Phldb3	27.222222	0	0	0	0	0	0	0	245	0	0
Nt5dc3	27.222222	0	0	0	0	0	79	0	166	0	0
Gins3	27.222222	0	0	0	0	0	0	0	157	88	0
Crtam	27.222222	0	0	0	0	0	0	0	245	0	0
Alpk3	27.222222	0	0	0	0	0	0	0	245	0	0
Vmp1	27.111111	0	0	0	0	0	0	0	244	0	0
Ptrh2	27.111111	0	0	0	0	0	0	0	244	0	0
Hmgxb3	27.111111	0	0	0	0	0	0	0	244	0	0
Tlcd5	27.000000	0	0	0	0	0	0	243	0	0	0
Tctn2	27.000000	0	0	0	0	0	0	0	243	0	0
Ndfip1	27.000000	0	0	0	0	0	0	243	0	0	0
Mtrex	27.000000	0	0	0	0	0	0	0	243	0	0
Dhx29	27.000000	0	0	0	0	0	0	0	243	0	0
Zfp952	26.888889	0	0	0	0	0	0	0	242	0	0
Prpf39	26.888889	0	0	0	0	0	0	0	0	242	0
Prlhr	26.888889	0	0	0	0	0	0	0	242	0	0
Chmp6	26.888889	0	0	0	0	0	0	0	242	0	0
Tsc22d2	26.777778	0	90	151	0	0	0	0	0	0	0
Stx6	26.777778	0	0	0	0	0	0	0	0	241	0
Olfr545	26.777778	0	0	90	0	0	0	0	151	0	0
Olfr1263	26.777778	0	0	0	0	0	0	0	241	0	0
Gcnt1	26.777778	0	0	86	0	0	155	0	0	0	0
Rab6a	26.666667	0	0	0	0	0	130	0	110	0	0
Mtmr4	26.666667	0	0	0	0	0	0	0	240	0	0
Mnt	26.666667	0	0	0	0	0	0	0	240	0	0
Lcor	26.666667	0	0	0	0	0	0	240	0	0	0
Akap10	26.666667	0	0	0	0	0	0	0	240	0	0
2310057M21Rik	26.666667	0	0	0	0	0	0	0	240	0	0
Pola1	26.555556	0	0	0	0	0	109	0	0	130	0
Irf2	26.555556	0	0	0	0	0	0	0	239	0	0
Fxyd7	26.555556	0	0	0	0	0	0	0	239	0	0
Fxyd1	26.555556	0	0	0	0	0	0	0	239	0	0
Cenph	26.555556	0	0	0	0	0	0	0	239	0	0
Unc50	26.444444	0	0	0	0	0	0	0	238	0	0
Stt3a	26.444444	0	0	0	0	0	0	0	0	238	0
Kif5b	26.444444	0	0	0	0	0	0	0	238	0	0
Edrf1	26.444444	0	0	0	0	0	0	0	238	0	0
Coa5	26.444444	0	0	0	0	0	0	0	238	0	0
Xk	26.333333	0	0	0	0	0	0	0	237	0	0
Vps72	26.333333	0	0	0	0	0	0	0	89	148	0
Tmem126b	26.333333	0	0	0	0	0	0	0	0	237	0
Tlr4	26.333333	0	0	0	0	0	0	0	237	0	0
Pkd2l2	26.333333	0	0	81	0	0	0	0	156	0	0
Pip5k1a	26.333333	0	0	0	0	0	0	0	89	148	0
Magea1	26.333333	0	0	0	0	0	0	0	237	0	0
Gpx7	26.333333	0	0	0	0	0	0	0	237	0	0
Fam168a	26.333333	0	0	0	0	0	0	0	237	0	0
Armc12	26.333333	0	0	0	0	0	0	0	237	0	0
Zfp871	26.222222	0	0	0	0	0	0	0	236	0	0
Wdfy3	26.222222	0	0	0	0	0	0	0	236	0	0
Stat5b	26.222222	0	0	0	0	0	0	0	236	0	0
Scnn1a	26.222222	0	0	0	0	0	0	236	0	0	0
Ltbr	26.222222	0	0	0	0	0	0	236	0	0	0
Inip	26.222222	0	0	0	0	0	0	0	236	0	0
Hacd3	26.222222	0	0	0	0	0	0	0	236	0	0
Atf6	26.222222	0	0	0	0	0	0	0	236	0	0
Zfp59	26.111111	0	0	0	0	0	235	0	0	0	0
Tbc1d15	26.111111	0	0	0	0	0	0	0	0	235	0
Smad7	26.111111	0	0	0	0	0	0	0	235	0	0
Pdcd1lg2	26.111111	0	0	0	0	0	0	0	0	235	0
Ndufc1	26.111111	0	0	0	0	0	0	0	235	0	0
Naa15	26.111111	0	0	0	0	0	0	0	235	0	0
Kel	26.111111	0	115	120	0	0	0	0	0	0	0
Cry2	26.111111	0	0	0	0	0	0	0	235	0	0
Cnpy2	26.111111	0	0	0	0	0	0	0	235	0	0
Idh2	26.000000	0	0	0	0	0	0	0	234	0	0
Fam89b	26.000000	0	0	0	0	0	0	0	234	0	0
Ehbp1l1	26.000000	0	0	0	0	0	0	0	234	0	0
Coa7	26.000000	0	0	0	0	0	0	0	234	0	0
Aldh3b3	26.000000	0	0	0	0	0	0	0	234	0	0
Zc3h12d	25.888889	0	0	0	0	0	0	0	233	0	0
Prdx2	25.888889	125	0	0	0	0	0	0	108	0	0
Gm12258	25.888889	0	0	0	0	0	0	0	233	0	0
AI182371	25.888889	0	0	0	0	0	0	0	233	0	0
Txlng	25.777778	0	0	0	0	0	0	0	232	0	0
Tmem9b	25.777778	0	0	0	0	0	0	0	232	0	0
Slc24a3	25.777778	0	0	0	0	0	0	0	232	0	0
Map2k1	25.777778	0	0	0	0	0	0	0	232	0	0
Keap1	25.777778	232	0	0	0	0	0	0	0	0	0
Immt	25.777778	0	0	0	0	0	0	0	232	0	0
Grid2ip	25.777778	0	0	0	0	0	0	232	0	0	0
Gab2	25.777778	0	0	0	0	0	0	0	232	0	0
Fam207a	25.777778	0	0	0	0	0	0	0	232	0	0
Bin1	25.777778	0	0	0	0	0	0	0	232	0	0
Batf2	25.777778	0	0	124	0	0	0	0	108	0	0
Irgm1	25.666667	0	0	0	0	0	0	0	231	0	0
0610009B22Rik	25.666667	0	0	0	0	0	0	0	231	0	0
Zfp825	25.555556	0	0	0	0	0	0	0	230	0	0
Slc27a1	25.555556	0	0	0	0	0	230	0	0	0	0
Pomp	25.555556	0	0	0	0	0	0	0	230	0	0
Exosc3	25.555556	0	0	0	0	0	0	0	230	0	0
Cldn7	25.555556	0	0	0	0	0	0	0	230	0	0
Cipc	25.555556	0	0	0	0	0	0	0	0	230	0
Zfp30	25.444444	0	0	0	0	0	0	0	229	0	0
U2surp	25.444444	0	0	0	0	0	0	0	229	0	0
Ndc80	25.444444	0	0	0	0	0	0	0	229	0	0
Mpc2	25.444444	0	0	0	0	0	0	0	229	0	0
Ikbip	25.444444	0	0	0	0	0	0	0	229	0	0
Dcaf6	25.444444	0	0	0	0	0	0	0	229	0	0
Apaf1	25.444444	0	0	0	0	0	0	0	229	0	0
Wdfy2	25.333333	0	0	0	0	0	0	0	228	0	0
Rnf223	25.333333	0	0	0	0	0	0	0	228	0	0
Phf11c	25.333333	0	0	0	0	0	0	0	228	0	0
Loxl1	25.333333	0	0	0	0	0	0	0	228	0	0
Klf4	25.333333	0	0	0	0	0	0	0	0	228	0
Asl	25.333333	0	0	0	0	0	0	0	228	0	0
Asgr1	25.333333	0	0	0	0	0	0	0	228	0	0
Ankfy1	25.333333	0	0	0	0	0	0	0	228	0	0
Acsm1	25.333333	0	0	0	0	0	0	0	228	0	0
AI661453	25.333333	0	0	0	0	0	0	0	228	0	0
1700001C19Rik	25.333333	0	0	0	0	0	0	0	228	0	0
Tuba8	25.222222	0	0	0	0	0	0	0	227	0	0
Stam2	25.222222	0	0	108	0	0	0	0	119	0	0
Lca5l	25.222222	0	0	0	0	0	0	0	227	0	0
Echs1	25.222222	0	0	0	0	0	0	0	227	0	0
Cdkn1a	25.222222	0	0	0	0	0	0	0	227	0	0
Acap1	25.222222	0	0	0	0	0	0	0	227	0	0
1700029P11Rik	25.222222	0	0	0	0	0	0	0	227	0	0
Sdhc	25.111111	0	0	0	0	0	0	0	226	0	0
Ptprv	25.111111	0	0	0	0	0	0	0	226	0	0
Ptpn7	25.111111	0	0	0	0	0	0	0	226	0	0
Plekhg3	25.111111	0	0	0	0	0	0	0	226	0	0
Oxct1	25.111111	0	0	0	0	0	0	226	0	0	0
Mpz	25.111111	0	0	0	0	0	0	0	226	0	0
Cxcl2	25.111111	0	0	0	135	0	91	0	0	0	0
Camk2a	25.111111	0	0	0	0	0	0	0	226	0	0
Bahcc1	25.111111	0	0	0	0	0	0	0	226	0	0
Rab13	25.000000	0	0	0	0	0	0	0	225	0	0
Pycr2	25.000000	0	0	0	0	0	0	0	0	225	0
Pih1d1	25.000000	0	0	0	0	0	0	0	225	0	0
Lrp5	25.000000	0	0	0	0	0	0	225	0	0	0
Cdkn2c	25.000000	0	0	0	0	0	0	0	225	0	0
Aldh16a1	25.000000	0	0	0	0	0	0	0	225	0	0
Slc2a1	24.888889	0	140	84	0	0	0	0	0	0	0
Slc28a1	24.888889	0	0	0	0	0	0	0	224	0	0
Psmb5	24.888889	0	0	0	0	0	224	0	0	0	0
Nol4l	24.888889	0	0	0	0	0	0	0	115	109	0
Mcm5	24.888889	0	0	0	0	0	0	0	224	0	0
H3c10	24.888889	0	0	0	0	0	0	0	224	0	0
H2bc14	24.888889	0	0	0	0	0	0	0	224	0	0
Endod1	24.888889	0	0	0	0	0	0	0	224	0	0
Ebag9	24.888889	0	0	0	0	0	0	0	224	0	0
Bms1	24.888889	0	0	0	0	0	0	0	224	0	0
Aldh18a1	24.888889	0	0	0	0	0	0	224	0	0	0
Smyd4	24.777778	0	0	0	0	0	0	0	0	223	0
Rpa1	24.777778	0	0	0	0	0	0	0	0	223	0
Pth2r	24.777778	0	0	0	0	0	0	0	223	0	0
Pdk3	24.777778	0	0	0	0	0	0	0	223	0	0
Myb	24.777778	0	0	0	0	0	0	0	223	0	0
Mxi1	24.777778	0	0	0	0	0	0	0	223	0	0
Rpl8	24.666667	0	0	0	0	0	0	0	222	0	0
Rnf103	24.666667	0	0	0	0	0	0	0	222	0	0
Riok2	24.666667	0	0	0	0	0	0	0	222	0	0
Rapgef6	24.666667	0	0	103	0	0	0	0	0	119	0
Commd5	24.666667	0	0	0	0	0	0	0	222	0	0
Xlr5c	24.555556	0	0	0	0	0	0	0	221	0	0
Virma	24.555556	0	0	0	0	0	0	0	221	0	0
Ubxn8	24.555556	0	0	0	0	0	0	0	221	0	0
R3hdm4	24.555556	0	0	0	0	0	0	0	221	0	0
Kiss1r	24.555556	0	0	0	0	0	0	0	221	0	0
Hba-x	24.555556	0	0	0	0	0	0	0	221	0	0
Ccdc170	24.555556	0	0	0	0	0	0	0	221	0	0
Arl4c	24.555556	0	0	0	0	0	0	0	221	0	0
Ankrd31	24.555556	0	0	0	0	0	0	0	221	0	0
Znrf1	24.444444	0	0	0	0	0	0	0	220	0	0
Vps26a	24.444444	0	0	0	0	0	0	0	0	220	0
Ugt1a5	24.444444	0	0	0	0	0	0	0	220	0	0
Pqlc3	24.444444	0	0	0	0	0	0	0	0	220	0
Meis1	24.444444	0	0	0	0	0	0	0	220	0	0
Jun	24.444444	0	0	0	0	0	0	0	220	0	0
Cln3	24.444444	0	0	0	0	0	0	0	220	0	0
Ccdc88b	24.444444	0	0	0	0	0	0	0	220	0	0
Apobr	24.444444	0	0	0	0	0	0	0	220	0	0
Rabgap1l	24.333333	0	111	108	0	0	0	0	0	0	0
Pycard	24.333333	0	0	0	0	0	0	0	219	0	0
Josd1	24.333333	0	0	0	0	0	0	0	219	0	0
Ing5	24.333333	0	0	0	0	0	0	0	219	0	0
Gtpbp1	24.333333	0	0	0	0	0	0	0	219	0	0
Eif1	24.333333	0	0	0	0	0	0	0	219	0	0
Dtymk	24.333333	0	0	0	0	0	0	0	219	0	0
Cdt1	24.333333	0	0	0	0	0	0	0	219	0	0
Arf1	24.333333	0	0	0	0	0	0	0	106	113	0
Apobec1	24.333333	0	0	0	0	0	0	0	219	0	0
Tmem26	24.222222	0	0	0	0	0	0	0	218	0	0
Rbm25	24.222222	0	0	0	0	0	0	0	218	0	0
Pltp	24.222222	0	0	0	0	0	0	0	218	0	0
Plac1	24.222222	0	0	0	0	0	0	0	218	0	0
Mrps14	24.222222	0	0	0	0	0	0	0	218	0	0
Mrgpra9	24.222222	0	0	0	0	0	0	0	218	0	0
Gm34646	24.222222	0	0	0	0	0	0	0	218	0	0
Gas6	24.222222	0	0	0	0	0	0	0	218	0	0
Dtd1	24.222222	0	0	0	0	0	0	0	218	0	0
Atp6v0e	24.222222	0	0	0	0	0	0	0	0	218	0
Asb16	24.222222	0	0	0	0	0	0	218	0	0	0
