Target_genes	Prdm1|Average	SRX316287|CD8+_T_cells	SRX1131938|Plasmablasts	SRX1131939|Plasmablasts	SRX885786|Small_intestine	SRX885787|Small_intestine	SRX1465782|Th17_Cells	SRX1465783|Treg	STRING
Icam5	31.142857	0	218	0	0	0	0	0	0
Icam4	31.142857	0	218	0	0	0	0	0	0
Ddx5	31.142857	0	135	83	0	0	0	0	0
Cep95	31.142857	0	135	83	0	0	0	0	0
Carm1	31.000000	217	0	0	0	0	0	0	0
Calr	31.000000	0	0	0	128	89	0	0	0
Arhgap4	31.000000	0	217	0	0	0	0	0	0
Ajuba	31.000000	0	217	0	0	0	0	0	0
Zc3h7a	30.857143	0	216	0	0	0	0	0	0
Tef	30.857143	0	0	0	138	78	0	0	0
Sarnp	30.857143	0	216	0	0	0	0	0	0
Ormdl2	30.857143	0	216	0	0	0	0	0	0
Dennd4a	30.857143	0	77	139	0	0	0	0	0
Htr5a	30.714286	0	87	0	128	0	0	0	0
Hbb-bt	30.714286	0	215	0	0	0	0	0	0
Hbb-b2	30.714286	0	215	0	0	0	0	0	0
Cfap54	30.571429	0	214	0	0	0	0	0	0
Serinc2	30.428571	0	0	0	0	213	0	0	0
Riok3	30.428571	0	213	0	0	0	0	0	0
Hif1a	30.428571	0	213	0	0	0	0	0	0
Timm8b	30.285714	0	0	0	212	0	0	0	0
Sdhd	30.285714	0	0	0	212	0	0	0	0
Parp10	30.285714	0	0	0	0	212	0	0	0
Atpsckmt	30.285714	0	0	0	0	212	0	0	0
Zhx2	30.142857	0	211	0	0	0	0	0	0
Sdhc	30.142857	0	0	211	0	0	0	0	0
Mpz	30.142857	0	0	211	0	0	0	0	0
Cnrip1	30.142857	0	211	0	0	0	0	0	0
Shoc2	30.000000	0	210	0	0	0	0	0	0
Il10ra	30.000000	0	210	0	0	0	0	0	0
Ifi203	30.000000	0	210	0	0	0	0	0	0
Gm7592	30.000000	0	210	0	0	0	0	0	0
Bbip1	30.000000	0	210	0	0	0	0	0	0
Aim2	30.000000	0	210	0	0	0	0	0	0
Tgfbr2	29.857143	0	209	0	0	0	0	0	0
Stt3b	29.857143	0	209	0	0	0	0	0	0
Mttp	29.857143	0	0	0	0	209	0	0	0
Hipk2	29.857143	0	209	0	0	0	0	0	0
Dnajc3	29.857143	0	209	0	0	0	0	0	0
Actg1	29.857143	0	209	0	0	0	0	0	0
Zcchc8	29.714286	0	208	0	0	0	0	0	0
Serhl	29.714286	0	0	0	0	208	0	0	0
Pde12	29.714286	0	208	0	0	0	0	0	0
Trim30a	29.571429	0	207	0	0	0	0	0	0
Pard6b	29.571429	0	0	0	0	207	0	0	0
Trdmt1	29.428571	0	206	0	0	0	0	0	0
Gm1113	29.428571	0	0	0	0	206	0	0	0
Coa4	29.428571	0	206	0	0	0	0	0	0
Blnk	29.428571	0	206	0	0	0	0	0	0
Rsbn1l	29.285714	0	205	0	0	0	0	0	0
Ltbp4	29.285714	0	205	0	0	0	0	0	0
Ifna5	29.285714	0	205	0	0	0	0	0	0
Gabpa	29.285714	0	205	0	0	0	0	0	0
Dio2	29.285714	0	205	0	0	0	0	0	0
Atp5j	29.285714	0	205	0	0	0	0	0	0
Abhd11	29.285714	0	205	0	0	0	0	0	0
Tcerg1l	29.142857	0	0	0	0	204	0	0	0
Rspry1	29.142857	0	204	0	0	0	0	0	0
Psme3ip1	29.142857	0	204	0	0	0	0	0	0
Ubtd2	29.000000	0	203	0	0	0	0	0	0
Piga	29.000000	0	203	0	0	0	0	0	0
Maged2	29.000000	0	203	0	0	0	0	0	0
Ltbp1	29.000000	0	203	0	0	0	0	0	0
Kcnn1	29.000000	0	113	90	0	0	0	0	0
Trip10	28.857143	0	202	0	0	0	0	0	0
Tmprss3	28.857143	0	202	0	0	0	0	0	0
Rassf4	28.857143	0	202	0	0	0	0	0	0
Gpr108	28.857143	0	202	0	0	0	0	0	0
Ephx1	28.857143	0	202	0	0	0	0	0	0
Cfdp1	28.857143	0	0	0	202	0	0	0	0
1700019D03Rik	28.857143	0	202	0	0	0	0	0	0
Tmem209	28.714286	0	201	0	0	0	0	0	0
Ssmem1	28.714286	0	201	0	0	0	0	0	0
Rpp38	28.714286	0	201	0	0	0	0	0	0
Hspb3	28.714286	0	201	0	0	0	0	0	0
Gstp3	28.714286	0	0	0	0	201	0	0	0
Emc2	28.714286	0	201	0	0	0	0	0	0
Arrdc1	28.714286	0	201	0	0	0	0	0	0
Acbd7	28.714286	0	201	0	0	0	0	0	0
Tbc1d22a	28.571429	0	200	0	0	0	0	0	0
Ndufa4l2	28.571429	0	200	0	0	0	0	0	0
Chmp2b	28.571429	0	200	0	0	0	0	0	0
Cbll1	28.571429	0	200	0	0	0	0	0	0
Tmem267	28.428571	0	0	0	0	0	0	199	0
Thnsl1	28.428571	0	199	0	0	0	0	0	0
Sec11c	28.428571	0	0	0	0	199	0	0	0
Neurl2	28.428571	0	199	0	0	0	0	0	0
Isoc2a	28.428571	0	199	0	0	0	0	0	0
Enkur	28.428571	0	199	0	0	0	0	0	0
Ctsa	28.428571	0	199	0	0	0	0	0	0
Ap2m1	28.428571	0	199	0	0	0	0	0	0
St6galnac6	28.285714	0	198	0	0	0	0	0	0
Adnp2	28.285714	0	0	0	0	198	0	0	0
Zfp263	28.142857	0	0	0	0	0	197	0	0
Tbccd1	28.142857	0	129	0	0	68	0	0	0
Slco5a1	28.142857	0	197	0	0	0	0	0	0
Dnajb11	28.142857	0	129	0	0	68	0	0	0
Cd63	28.142857	0	0	0	0	197	0	0	0
Vipr2	28.000000	0	196	0	0	0	0	0	0
Patz1	28.000000	0	196	0	0	0	0	0	0
Med17	28.000000	0	196	0	0	0	0	0	0
Itk	28.000000	0	196	0	0	0	0	0	0
Psen2	27.857143	0	195	0	0	0	0	0	0
Dusp2	27.857143	0	195	0	0	0	0	0	0
Astl	27.857143	0	195	0	0	0	0	0	0
Usp38	27.714286	0	194	0	0	0	0	0	0
Usp28	27.714286	0	194	0	0	0	0	0	0
Tmx3	27.714286	0	0	0	0	194	0	0	0
Stard13	27.714286	0	0	0	194	0	0	0	0
Osbp	27.714286	0	194	0	0	0	0	0	0
Riok1	27.571429	0	0	193	0	0	0	0	0
Pkn2	27.571429	0	193	0	0	0	0	0	0
Pawr	27.571429	0	0	0	193	0	0	0	0
Nat10	27.571429	0	0	193	0	0	0	0	0
Nabp2	27.571429	0	0	0	193	0	0	0	0
Mzb1	27.571429	0	193	0	0	0	0	0	0
Kmt5b	27.571429	0	193	0	0	0	0	0	0
Fam207a	27.571429	0	193	0	0	0	0	0	0
Ebag9	27.571429	0	193	0	0	0	0	0	0
Cd28	27.571429	0	193	0	0	0	0	0	0
Cage1	27.571429	0	0	193	0	0	0	0	0
Smpd2	27.428571	0	0	0	0	192	0	0	0
Selp	27.428571	0	192	0	0	0	0	0	0
Rrm2	27.428571	0	192	0	0	0	0	0	0
Ppil6	27.428571	0	0	0	0	192	0	0	0
Mov10	27.428571	0	0	0	0	192	0	0	0
Dcaf5	27.428571	0	0	192	0	0	0	0	0
Ccnb1	27.428571	0	192	0	0	0	0	0	0
Ace2	27.428571	0	0	0	192	0	0	0	0
Mical2	27.285714	0	0	0	108	83	0	0	0
Spag9	27.142857	0	190	0	0	0	0	0	0
Rab3gap2	27.142857	0	190	0	0	0	0	0	0
Prom1	27.142857	0	0	0	0	190	0	0	0
Plp2	27.142857	0	190	0	0	0	0	0	0
Cep170b	27.142857	0	0	0	190	0	0	0	0
Cebpa	27.142857	0	0	0	0	190	0	0	0
Tm4sf20	27.000000	0	0	0	0	189	0	0	0
Fhit	27.000000	0	189	0	0	0	0	0	0
Bcat1	27.000000	0	189	0	0	0	0	0	0
Yae1d1	26.857143	0	0	188	0	0	0	0	0
Trim36	26.857143	0	0	0	0	188	0	0	0
Setd7	26.857143	0	188	0	0	0	0	0	0
Rtn3	26.857143	0	188	0	0	0	0	0	0
Prkar2a	26.857143	0	0	0	108	80	0	0	0
Mphosph9	26.857143	0	188	0	0	0	0	0	0
Gimap7	26.857143	0	188	0	0	0	0	0	0
Dock9	26.857143	0	188	0	0	0	0	0	0
Akr1a1	26.857143	0	0	188	0	0	0	0	0
2810006K23Rik	26.857143	0	188	0	0	0	0	0	0
Tmbim4	26.714286	0	187	0	0	0	0	0	0
Mtfr1l	26.714286	0	0	0	187	0	0	0	0
Ltb	26.714286	0	187	0	0	0	0	0	0
Btbd2	26.714286	0	0	0	0	187	0	0	0
Rnf145	26.571429	0	186	0	0	0	0	0	0
Rab28	26.571429	0	119	0	0	67	0	0	0
Pank2	26.571429	0	186	0	0	0	0	0	0
Mmp24	26.571429	186	0	0	0	0	0	0	0
Gimap1	26.571429	0	186	0	0	0	0	0	0
Creb1	26.571429	0	186	0	0	0	0	0	0
Clec12b	26.571429	0	186	0	0	0	0	0	0
Actr6	26.571429	0	186	0	0	0	0	0	0
Wdr45b	26.428571	0	0	185	0	0	0	0	0
Scn8a	26.428571	185	0	0	0	0	0	0	0
Gch1	26.428571	0	185	0	0	0	0	0	0
Cdk5rap1	26.428571	0	185	0	0	0	0	0	0
Bhlhe41	26.428571	0	185	0	0	0	0	0	0
Smg1	26.285714	0	184	0	0	0	0	0	0
Pygl	26.285714	0	0	0	184	0	0	0	0
Als2	26.285714	0	184	0	0	0	0	0	0
Thoc3	26.142857	0	0	0	0	183	0	0	0
Rhebl1	26.142857	0	0	0	100	83	0	0	0
Ntrk2	26.142857	0	0	0	0	183	0	0	0
Mterf1a	26.142857	0	0	0	0	183	0	0	0
Atp11c	26.142857	0	0	0	0	183	0	0	0
Nup210	26.000000	0	182	0	0	0	0	0	0
Zfp763	25.857143	0	181	0	0	0	0	0	0
Unkl	25.857143	0	0	181	0	0	0	0	0
Ubl7	25.857143	0	181	0	0	0	0	0	0
Tram1	25.857143	0	181	0	0	0	0	0	0
Tnfsf14	25.857143	0	181	0	0	0	0	0	0
Shisal2b	25.857143	0	181	0	0	0	0	0	0
Percc1	25.857143	0	0	181	0	0	0	0	0
Eif4enif1	25.857143	0	93	88	0	0	0	0	0
Cldn34b2	25.857143	0	0	0	181	0	0	0	0
Celf6	25.857143	0	181	0	0	0	0	0	0
BC003965	25.857143	0	0	181	0	0	0	0	0
Sdhaf1	25.714286	0	180	0	0	0	0	0	0
Rims3	25.714286	0	180	0	0	0	0	0	0
Pop7	25.714286	0	180	0	0	0	0	0	0
Map4k1	25.714286	0	180	0	0	0	0	0	0
Eif3k	25.714286	0	180	0	0	0	0	0	0
Rps12	25.571429	0	179	0	0	0	0	0	0
Rpl5	25.571429	0	0	179	0	0	0	0	0
Rgs9bp	25.571429	0	0	0	0	179	0	0	0
Ankrd27	25.571429	0	0	0	0	179	0	0	0
Actr3	25.571429	0	0	179	0	0	0	0	0
Abhd2	25.571429	0	179	0	0	0	0	0	0
Matn1	25.428571	0	178	0	0	0	0	0	0
Gtf2h3	25.428571	0	0	178	0	0	0	0	0
Fcrl5	25.428571	0	178	0	0	0	0	0	0
Eif2b1	25.428571	0	0	178	0	0	0	0	0
Cmah	25.428571	0	178	0	0	0	0	0	0
Polr3gl	25.285714	0	0	0	0	177	0	0	0
Ncoa7	25.285714	0	177	0	0	0	0	0	0
Mphosph10	25.285714	0	177	0	0	0	0	0	0
Mcee	25.285714	0	177	0	0	0	0	0	0
Lix1l	25.285714	0	0	0	0	177	0	0	0
Khk	25.285714	0	177	0	0	0	0	0	0
Cdc37l1	25.285714	0	177	0	0	0	0	0	0
Casp4	25.285714	0	177	0	0	0	0	0	0
Ankrd34a	25.285714	0	0	0	0	177	0	0	0
Usp20	25.142857	0	0	0	0	176	0	0	0
Plcl2	25.142857	0	176	0	0	0	0	0	0
Ints12	25.142857	0	176	0	0	0	0	0	0
Hoxb6	25.142857	0	176	0	0	0	0	0	0
Hoxb5	25.142857	0	176	0	0	0	0	0	0
Gstcd	25.142857	0	176	0	0	0	0	0	0
Fam107b	25.142857	0	0	0	0	176	0	0	0
Coro7	25.142857	0	76	0	100	0	0	0	0
BC005624	25.142857	0	0	0	0	176	0	0	0
Txndc8	25.000000	175	0	0	0	0	0	0	0
Tspan14	25.000000	0	175	0	0	0	0	0	0
Tmem232	25.000000	0	175	0	0	0	0	0	0
Ppil4	25.000000	0	0	175	0	0	0	0	0
Ndufaf6	25.000000	0	175	0	0	0	0	0	0
Vps18	24.857143	0	0	0	0	174	0	0	0
Ptch1	24.857143	0	174	0	0	0	0	0	0
Evi5	24.857143	0	0	0	174	0	0	0	0
Stk31	24.714286	0	173	0	0	0	0	0	0
Ppp4r3b	24.714286	0	173	0	0	0	0	0	0
Ncaph	24.714286	0	173	0	0	0	0	0	0
Msh6	24.714286	0	173	0	0	0	0	0	0
Atxn1l	24.714286	0	173	0	0	0	0	0	0
Rhbdd1	24.571429	0	0	0	0	172	0	0	0
Mrc2	24.571429	0	172	0	0	0	0	0	0
Lman2	24.571429	0	172	0	0	0	0	0	0
Galnt2	24.571429	0	172	0	0	0	0	0	0
Enpp1	24.571429	0	172	0	0	0	0	0	0
Copb2	24.571429	0	0	172	0	0	0	0	0
Ccdc174	24.571429	0	0	172	0	0	0	0	0
Myd88	24.428571	0	171	0	0	0	0	0	0
H4c1	24.428571	0	171	0	0	0	0	0	0
H3c1	24.428571	0	171	0	0	0	0	0	0
H1f1	24.428571	0	171	0	0	0	0	0	0
Acaa1a	24.428571	0	171	0	0	0	0	0	0
S100a6	24.285714	0	0	0	170	0	0	0	0
S100a5	24.285714	0	0	0	170	0	0	0	0
S100a4	24.285714	0	0	0	170	0	0	0	0
Rpl37	24.285714	0	170	0	0	0	0	0	0
Qtrt2	24.285714	0	170	0	0	0	0	0	0
Krt34	24.285714	0	0	0	170	0	0	0	0
Dock2	24.285714	0	170	0	0	0	0	0	0
Cox7b	24.285714	0	0	0	170	0	0	0	0
Cox18	24.285714	0	0	170	0	0	0	0	0
Ccdc191	24.285714	0	170	0	0	0	0	0	0
Zfp60	24.142857	0	169	0	0	0	0	0	0
Tmem17	24.142857	0	169	0	0	0	0	0	0
Rbm22	24.142857	0	0	169	0	0	0	0	0
Ptpn1	24.142857	0	169	0	0	0	0	0	0
Odaph	24.142857	0	169	0	0	0	0	0	0
Ifna2	24.142857	0	169	0	0	0	0	0	0
Hps5	24.142857	0	0	169	0	0	0	0	0
Gtf2h1	24.142857	0	0	169	0	0	0	0	0
Gga1	24.142857	0	169	0	0	0	0	0	0
Ehd1	24.142857	0	169	0	0	0	0	0	0
Ddost	24.142857	0	0	0	0	169	0	0	0
Alox5ap	24.142857	0	169	0	0	0	0	0	0
Alkbh5	24.142857	0	169	0	0	0	0	0	0
AI467606	24.142857	0	0	169	0	0	0	0	0
Serinc3	24.000000	0	168	0	0	0	0	0	0
Rsc1a1	24.000000	0	168	0	0	0	0	0	0
Ptch2	24.000000	0	0	0	168	0	0	0	0
Gzf1	24.000000	0	0	168	0	0	0	0	0
Dcp1b	24.000000	0	168	0	0	0	0	0	0
Acp5	24.000000	0	0	0	0	168	0	0	0
Utp15	23.857143	0	0	0	0	167	0	0	0
Scfd1	23.857143	0	0	0	167	0	0	0	0
Pusl1	23.857143	0	0	0	167	0	0	0	0
Pgls	23.857143	0	167	0	0	0	0	0	0
Niban3	23.857143	0	167	0	0	0	0	0	0
Naglu	23.857143	0	167	0	0	0	0	0	0
Mab21l2	23.857143	0	167	0	0	0	0	0	0
Cybc1	23.857143	0	167	0	0	0	0	0	0
Asph	23.857143	0	167	0	0	0	0	0	0
Arid5b	23.857143	0	167	0	0	0	0	0	0
Ankra2	23.857143	0	0	0	0	167	0	0	0
Acap3	23.857143	0	0	0	167	0	0	0	0
Slc4a5	23.714286	0	0	0	166	0	0	0	0
Mctp2	23.714286	0	166	0	0	0	0	0	0
Gapdh	23.714286	0	166	0	0	0	0	0	0
B4galt7	23.714286	0	166	0	0	0	0	0	0
B3gnt2	23.714286	0	166	0	0	0	0	0	0
Tle4	23.571429	0	0	0	0	165	0	0	0
Mak16	23.571429	0	165	0	0	0	0	0	0
Dhx35	23.571429	0	0	0	165	0	0	0	0
Atp6v0c	23.571429	0	0	165	0	0	0	0	0
Amdhd2	23.571429	0	0	165	0	0	0	0	0
Agpat2	23.571429	0	165	0	0	0	0	0	0
Psma2	23.428571	0	0	164	0	0	0	0	0
Mrpl32	23.428571	0	0	164	0	0	0	0	0
Entpd1	23.428571	0	164	0	0	0	0	0	0
Cbx4	23.428571	0	164	0	0	0	0	0	0
Yju2	23.285714	0	0	0	0	163	0	0	0
Wdr34	23.285714	0	0	163	0	0	0	0	0
Utp25	23.285714	0	0	163	0	0	0	0	0
Stk24	23.285714	0	163	0	0	0	0	0	0
Foxn3	23.285714	0	0	0	163	0	0	0	0
Ciao3	23.285714	0	0	163	0	0	0	0	0
Zfp598	23.142857	0	0	0	0	0	0	162	0
Zfp119b	23.142857	0	0	162	0	0	0	0	0
Olfr394	23.142857	0	0	0	0	162	0	0	0
Nfatc3	23.142857	0	162	0	0	0	0	0	0
Naip2	23.142857	0	162	0	0	0	0	0	0
Mesd	23.142857	0	162	0	0	0	0	0	0
Il6ra	23.142857	0	162	0	0	0	0	0	0
Cdk19	23.142857	0	162	0	0	0	0	0	0
2210407C18Rik	23.142857	0	0	0	162	0	0	0	0
Ssh2	23.000000	0	0	0	161	0	0	0	0
Selenot	23.000000	0	161	0	0	0	0	0	0
Fyco1	23.000000	0	0	0	0	161	0	0	0
Dux	23.000000	0	0	0	0	161	0	0	0
Napg	22.857143	0	0	160	0	0	0	0	0
Jmjd1c	22.857143	0	160	0	0	0	0	0	0
Gba	22.857143	0	0	0	160	0	0	0	0
Vmn1r19	22.714286	0	159	0	0	0	0	0	0
Trpc4ap	22.714286	0	159	0	0	0	0	0	0
Tmem150c	22.714286	0	159	0	0	0	0	0	0
Synrg	22.714286	0	0	0	159	0	0	0	0
Plcxd2	22.714286	0	159	0	0	0	0	0	0
Nfyc	22.714286	0	159	0	0	0	0	0	0
Nat8f4	22.714286	0	0	0	159	0	0	0	0
Jade2	22.714286	0	159	0	0	0	0	0	0
D630039A03Rik	22.714286	0	159	0	0	0	0	0	0
Atoh1	22.714286	0	159	0	0	0	0	0	0
Apobec2	22.714286	0	0	0	0	159	0	0	0
Rhoh	22.571429	0	158	0	0	0	0	0	0
Nudt4	22.571429	0	0	0	158	0	0	0	0
Lims1	22.571429	0	158	0	0	0	0	0	0
Inava	22.571429	0	0	0	158	0	0	0	0
Gnaq	22.571429	0	158	0	0	0	0	0	0
Creb3l1	22.571429	0	0	0	0	158	0	0	0
Colca2	22.571429	0	0	0	0	158	0	0	0
Uhrf1	22.428571	0	157	0	0	0	0	0	0
Phf11b	22.428571	0	157	0	0	0	0	0	0
Nphp4	22.428571	0	157	0	0	0	0	0	0
Map3k14	22.428571	0	157	0	0	0	0	0	0
Lrrc57	22.428571	0	0	157	0	0	0	0	0
Kcnab2	22.428571	0	157	0	0	0	0	0	0
Haus2	22.428571	0	0	157	0	0	0	0	0
H2-Q10	22.428571	0	0	0	0	157	0	0	0
Arrdc5	22.428571	0	157	0	0	0	0	0	0
Alyref2	22.428571	0	157	0	0	0	0	0	0
Taf12	22.285714	0	156	0	0	0	0	0	0
Raet1c	22.285714	156	0	0	0	0	0	0	0
Raet1b	22.285714	156	0	0	0	0	0	0	0
Rabgap1l	22.285714	0	156	0	0	0	0	0	0
Arpc5	22.285714	0	156	0	0	0	0	0	0
Vat1l	22.142857	0	0	0	0	0	0	155	0
Urb2	22.142857	0	155	0	0	0	0	0	0
Taf5l	22.142857	0	155	0	0	0	0	0	0
Smad3	22.142857	0	155	0	0	0	0	0	0
Rhbg	22.142857	0	155	0	0	0	0	0	0
Ergic2	22.142857	0	0	155	0	0	0	0	0
Tesk1	22.000000	0	154	0	0	0	0	0	0
Pter	22.000000	0	0	0	154	0	0	0	0
Patj	22.000000	0	0	0	154	0	0	0	0
Mrgpre	22.000000	0	154	0	0	0	0	0	0
Ltb4r1	22.000000	0	0	0	154	0	0	0	0
Jpt1	22.000000	0	0	0	0	154	0	0	0
C1qtnf12	22.000000	0	0	0	0	154	0	0	0
Acadl	22.000000	0	154	0	0	0	0	0	0
Wdr37	21.857143	0	153	0	0	0	0	0	0
Ckap4	21.857143	0	0	0	0	153	0	0	0
Ccna2	21.857143	0	0	0	0	153	0	0	0
Tmx1	21.714286	0	0	0	0	152	0	0	0
Pop5	21.714286	0	152	0	0	0	0	0	0
Plscr2	21.714286	0	0	0	0	152	0	0	0
Pbp2	21.714286	0	0	0	0	152	0	0	0
Opa1	21.714286	0	0	0	0	152	0	0	0
Gabre	21.714286	0	0	0	0	152	0	0	0
Cyp3a13	21.714286	0	0	0	152	0	0	0	0
Cstf2t	21.714286	0	0	0	0	0	0	152	0
Arrdc2	21.714286	0	152	0	0	0	0	0	0
Timp1	21.571429	0	0	0	0	0	151	0	0
Pik3cd	21.571429	0	151	0	0	0	0	0	0
Itpr3	21.571429	0	151	0	0	0	0	0	0
Gh	21.571429	0	151	0	0	0	0	0	0
Bzw2	21.571429	0	151	0	0	0	0	0	0
Ankmy2	21.571429	0	151	0	0	0	0	0	0
Zar1l	21.428571	0	0	150	0	0	0	0	0
Prkcd	21.428571	0	150	0	0	0	0	0	0
Kansl3	21.428571	0	150	0	0	0	0	0	0
Gxylt1	21.428571	0	0	0	0	150	0	0	0
Get1	21.428571	0	0	150	0	0	0	0	0
Fer1l5	21.428571	0	150	0	0	0	0	0	0
Ctse	21.428571	0	150	0	0	0	0	0	0
Clec2e	21.428571	150	0	0	0	0	0	0	0
Cgas	21.428571	0	150	0	0	0	0	0	0
Cdc23	21.428571	0	150	0	0	0	0	0	0
Ccno	21.428571	0	150	0	0	0	0	0	0
Brca2	21.428571	0	0	150	0	0	0	0	0
Bpnt2	21.428571	0	0	0	150	0	0	0	0
Bcl3	21.428571	0	150	0	0	0	0	0	0
Ahdc1	21.428571	0	150	0	0	0	0	0	0
Tcte3	21.285714	0	0	0	0	149	0	0	0
Srfbp1	21.285714	0	0	149	0	0	0	0	0
Sppl3	21.285714	0	149	0	0	0	0	0	0
Prkd2	21.285714	0	0	0	149	0	0	0	0
Phf7	21.285714	0	0	0	0	149	0	0	0
Mgam	21.285714	0	0	0	149	0	0	0	0
Gm3448	21.285714	0	0	0	0	149	0	0	0
Gm3435	21.285714	0	0	0	0	149	0	0	0
Gm3417	21.285714	0	0	0	0	149	0	0	0
Eea1	21.285714	0	149	0	0	0	0	0	0
Dimt1	21.285714	0	0	0	0	149	0	0	0
Bap1	21.285714	0	0	0	0	149	0	0	0
Adamts16	21.285714	0	0	0	149	0	0	0	0
Acsl6	21.285714	0	0	0	149	0	0	0	0
Six3	21.142857	0	148	0	0	0	0	0	0
Ptrhd1	21.142857	0	148	0	0	0	0	0	0
Orc4	21.142857	0	0	0	0	148	0	0	0
Nkx3-1	21.142857	0	148	0	0	0	0	0	0
Mbd5	21.142857	0	0	0	0	148	0	0	0
Ifi206	21.142857	0	148	0	0	0	0	0	0
Hoxc10	21.142857	0	0	0	0	148	0	0	0
Gbp4	21.142857	0	148	0	0	0	0	0	0
Flnb	21.142857	0	0	0	0	148	0	0	0
Cenpo	21.142857	0	148	0	0	0	0	0	0
Ccdc77	21.142857	0	148	0	0	0	0	0	0
Armcx2	21.142857	0	148	0	0	0	0	0	0
Ammecr1	21.142857	0	148	0	0	0	0	0	0
Tsc22d2	21.000000	0	147	0	0	0	0	0	0
Tmem175	21.000000	0	147	0	0	0	0	0	0
Tgfbr1	21.000000	0	0	0	147	0	0	0	0
Poglut2	21.000000	0	147	0	0	0	0	0	0
Mast2	21.000000	0	0	0	147	0	0	0	0
Lax1	21.000000	0	147	0	0	0	0	0	0
Kat7	21.000000	0	0	0	0	147	0	0	0
Gak	21.000000	0	147	0	0	0	0	0	0
Fam91a1	21.000000	0	147	0	0	0	0	0	0
Bivm	21.000000	0	147	0	0	0	0	0	0
Tjp3	20.857143	0	146	0	0	0	0	0	0
Lhx6	20.857143	0	0	0	0	0	0	146	0
Edc3	20.857143	146	0	0	0	0	0	0	0
Ankrd12	20.857143	0	146	0	0	0	0	0	0
Stom	20.714286	0	0	0	0	145	0	0	0
Rps8	20.714286	0	145	0	0	0	0	0	0
Rap2b	20.714286	0	0	0	0	145	0	0	0
Prmt5	20.714286	0	145	0	0	0	0	0	0
Myadm	20.714286	0	0	0	0	145	0	0	0
Ints13	20.714286	0	0	145	0	0	0	0	0
Hes1	20.714286	0	0	0	145	0	0	0	0
Fgfr1op2	20.714286	0	0	145	0	0	0	0	0
Bptf	20.714286	0	145	0	0	0	0	0	0
Tmem72	20.571429	0	0	0	144	0	0	0	0
Slc46a1	20.571429	0	0	0	144	0	0	0	0
Mx2	20.571429	0	144	0	0	0	0	0	0
Mbnl2	20.571429	0	144	0	0	0	0	0	0
H2-T9	20.571429	0	144	0	0	0	0	0	0
H2-T22	20.571429	0	144	0	0	0	0	0	0
Gm6034	20.571429	0	144	0	0	0	0	0	0
Flvcr2	20.571429	0	0	0	0	144	0	0	0
Elovl1	20.571429	0	144	0	0	0	0	0	0
Ctnnd1	20.571429	0	0	0	144	0	0	0	0
Btbd18	20.571429	0	0	0	144	0	0	0	0
9430038I01Rik	20.571429	0	144	0	0	0	0	0	0
Uqcrq	20.428571	0	143	0	0	0	0	0	0
Trim39	20.428571	0	143	0	0	0	0	0	0
Tmem33	20.428571	0	0	143	0	0	0	0	0
Mtg1	20.428571	0	0	143	0	0	0	0	0
Ms4a6c	20.428571	0	143	0	0	0	0	0	0
Gdf9	20.428571	0	143	0	0	0	0	0	0
Fbxw7	20.428571	0	143	0	0	0	0	0	0
Colec11	20.428571	0	143	0	0	0	0	0	0
Slx4	20.285714	0	0	142	0	0	0	0	0
Rptor	20.285714	0	0	142	0	0	0	0	0
Mtf2	20.285714	0	0	0	0	142	0	0	0
Dusp11	20.285714	0	0	142	0	0	0	0	0
2610528A11Rik	20.285714	0	0	0	0	142	0	0	0
Zdhhc8	20.142857	0	0	0	0	141	0	0	0
Rnf115	20.142857	0	141	0	0	0	0	0	0
Ptges3	20.142857	0	0	0	0	141	0	0	0
Ppm1f	20.142857	0	141	0	0	0	0	0	0
Polr3c	20.142857	0	141	0	0	0	0	0	0
Grpel2	20.142857	0	0	141	0	0	0	0	0
Dad1	20.142857	0	141	0	0	0	0	0	0
Col27a1	20.142857	0	141	0	0	0	0	0	0
Zcwpw1	20.000000	0	0	140	0	0	0	0	0
Wrn	20.000000	0	140	0	0	0	0	0	0
Tnfrsf19	20.000000	0	140	0	0	0	0	0	0
Purg	20.000000	0	140	0	0	0	0	0	0
Pde8b	20.000000	0	0	0	0	140	0	0	0
Mepce	20.000000	0	0	140	0	0	0	0	0
Iqcc	20.000000	0	140	0	0	0	0	0	0
Ctsl	20.000000	0	140	0	0	0	0	0	0
Ccdc28b	20.000000	0	140	0	0	0	0	0	0
U2af1l4	19.857143	0	0	0	139	0	0	0	0
Tomm7	19.857143	0	0	139	0	0	0	0	0
Snrnp70	19.857143	0	0	139	0	0	0	0	0
Slc33a1	19.857143	0	0	139	0	0	0	0	0
Psenen	19.857143	0	0	0	139	0	0	0	0
Ppfibp1	19.857143	0	139	0	0	0	0	0	0
Orc5	19.857143	0	0	139	0	0	0	0	0
Lin37	19.857143	0	0	0	139	0	0	0	0
Ldah	19.857143	0	139	0	0	0	0	0	0
Insl6	19.857143	0	139	0	0	0	0	0	0
Hscb	19.857143	0	0	0	0	139	0	0	0
Gfod2	19.857143	0	0	139	0	0	0	0	0
Chek2	19.857143	0	0	0	0	139	0	0	0
Camsap1	19.857143	0	139	0	0	0	0	0	0
Usp3	19.714286	0	0	0	0	138	0	0	0
Tac4	19.714286	0	138	0	0	0	0	0	0
Sh2b1	19.714286	0	138	0	0	0	0	0	0
