Target_genes	Atf3|Average	SRX15561941|C2C12	SRX122483|Dendritic_Cells	SRX122484|Dendritic_Cells	SRX122485|Dendritic_Cells	SRX122486|Dendritic_Cells	SRX122487|Dendritic_Cells	SRX122488|Dendritic_Cells	SRX122489|Dendritic_Cells	SRX122490|Dendritic_Cells	SRX122491|Dendritic_Cells	SRX122492|Dendritic_Cells	SRX2901300|Macrophages	SRX2901301|Macrophages	SRX2901302|Macrophages	SRX2901303|Macrophages	SRX2901304|Macrophages	SRX450305|Macrophages	SRX450306|Macrophages	SRX450309|Macrophages	SRX475801|Macrophages	SRX475802|Macrophages	SRX475803|Macrophages	SRX475804|Macrophages	SRX475805|Macrophages	SRX475806|Macrophages	SRX8245912|Macrophages	SRX8245913|Macrophages	SRX8245926|Macrophages	SRX8245927|Macrophages	SRX672451|Pancreas	STRING
Ocstamp	229.266667	0	0	0	0	0	0	0	0	0	0	0	400	696	862	1154	1164	0	0	0	0	0	0	0	0	0	529	326	1041	706	0	0
Fam110a	229.233333	0	0	0	0	0	0	0	0	0	0	0	463	983	1299	1767	1688	0	0	0	0	0	0	0	0	0	305	0	258	0	114	0
Zfand3	228.833333	0	0	0	0	0	0	0	0	0	0	0	619	667	550	589	569	0	0	0	0	0	0	0	0	0	935	403	1495	1038	0	0
Tcp1	228.533333	0	0	0	0	0	0	0	0	0	0	0	914	665	867	1359	1161	0	0	0	0	0	0	0	0	0	319	0	1053	518	0	0
Rhov	228.133333	0	0	0	0	0	0	0	0	0	0	0	876	756	1253	1799	1347	0	0	0	0	0	0	0	0	0	0	0	522	291	0	0
Arl14ep	227.533333	0	0	0	0	0	0	0	0	0	0	0	670	868	642	954	1135	0	0	0	0	0	0	0	0	0	607	116	1049	785	0	0
AW549877	227.066667	0	0	0	0	0	0	0	0	0	0	0	824	835	836	1096	678	0	0	0	0	0	0	0	0	0	634	122	979	677	131	0
Ddx19b	226.633333	0	0	0	0	0	0	0	0	0	0	0	793	631	407	695	608	0	0	0	0	0	0	0	0	0	931	291	1429	1014	0	0
Aars	226.633333	0	0	0	0	0	0	0	0	0	0	0	793	631	407	695	608	0	0	0	0	0	0	0	0	0	931	291	1429	1014	0	0
Znhit1	226.433333	0	0	0	0	0	0	0	0	0	0	0	0	0	106	157	237	0	349	254	1002	779	964	619	907	780	105	0	140	114	280	0
Plod3	226.433333	0	0	0	0	0	0	0	0	0	0	0	0	0	106	157	237	0	349	254	1002	779	964	619	907	780	105	0	140	114	280	0
Rara	226.300000	0	0	0	0	0	0	0	0	0	0	0	831	746	1035	1664	1463	0	0	0	0	0	0	0	0	0	114	0	538	193	205	0
Slc45a4	226.233333	0	0	0	0	0	0	0	0	0	0	0	852	519	557	1271	932	0	0	0	0	0	0	0	0	0	540	218	1008	890	0	0
Clec4d	226.033333	0	0	0	0	0	0	0	0	0	0	0	698	545	634	1266	1369	0	0	0	0	0	0	0	0	0	391	164	1074	640	0	0
Il2	225.633333	0	0	0	0	0	0	0	0	0	0	0	988	851	947	2038	1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoq	225.400000	0	0	0	0	0	0	0	0	0	0	0	604	506	639	1443	1361	0	0	0	0	0	0	0	0	0	390	0	828	741	250	0
Vipas39	225.133333	0	0	0	0	0	0	0	0	0	0	0	737	549	1005	1594	1515	0	0	0	0	0	0	0	0	0	153	0	906	295	0	0
Ahsa1	225.000000	0	0	0	0	0	0	0	0	0	0	0	737	549	1005	1594	1515	0	0	0	0	0	0	0	0	0	149	0	906	295	0	0
Eif4e	224.866667	0	0	0	0	0	0	0	0	0	0	0	419	617	908	1837	1646	0	0	0	0	0	0	0	0	0	137	0	721	281	180	0
Gars	224.500000	0	0	0	0	0	0	0	0	0	0	0	1126	863	782	597	782	0	0	0	0	0	0	0	0	0	672	210	1024	679	0	0
Mast2	223.500000	0	0	0	0	0	0	0	0	0	0	0	643	905	1031	1669	1496	0	0	0	0	0	0	0	0	0	0	0	732	229	0	0
Fnip2	222.966667	0	0	0	0	0	0	0	0	0	0	0	631	610	716	1364	1218	0	0	0	0	0	0	0	0	0	285	147	1075	643	0	0
Rbm25	222.933333	0	0	0	0	0	0	0	0	0	0	0	502	593	526	936	666	0	0	0	0	0	0	0	0	0	782	340	1481	862	0	0
Ifi207	222.766667	0	0	0	0	0	0	0	0	0	0	0	504	582	742	1273	1054	0	0	0	0	0	0	0	0	0	599	211	1150	568	0	0
Crem	222.766667	0	0	0	0	0	0	0	0	0	0	0	595	559	624	1165	1318	0	0	0	0	0	0	0	0	0	481	142	942	707	150	0
Il7r	221.500000	0	0	0	0	0	0	0	0	0	0	0	807	784	811	1674	1439	0	0	0	0	0	0	0	0	0	0	0	754	376	0	0
Fkbp8	221.433333	0	0	0	0	0	0	0	0	0	0	0	846	660	738	1018	647	0	0	0	0	0	0	0	0	0	456	137	1243	785	113	0
Epb41	221.066667	0	0	0	0	0	0	0	0	0	0	0	918	427	454	764	882	0	0	93	183	0	156	0	0	0	727	282	1144	602	0	0
Hmox2	221.000000	0	0	0	0	0	0	0	0	0	0	0	261	256	308	625	578	180	245	210	237	203	338	0	0	0	614	196	1393	986	0	0
Il1rn	220.033333	0	0	0	0	0	0	0	0	0	0	0	426	442	675	1634	1398	0	0	0	0	0	0	0	0	0	451	91	850	502	132	0
Sorbs1	220.000000	0	0	0	0	0	0	0	0	0	0	0	300	239	484	721	760	0	0	0	853	690	830	0	562	551	0	0	374	236	0	0
Lilr4b	219.933333	0	0	0	0	0	0	0	0	0	0	0	455	241	386	815	889	0	173	236	515	230	505	0	262	181	298	0	1052	360	0	0
Kxd1	219.666667	0	0	0	0	0	0	0	0	0	0	0	846	660	738	1018	594	0	0	0	0	0	0	0	0	0	456	137	1243	785	113	0
Mamstr	219.400000	0	0	0	0	0	0	0	0	0	0	0	542	921	1055	1751	1379	0	0	0	0	0	0	0	0	0	159	0	499	276	0	0
Cdkn1a	219.133333	0	0	0	0	0	0	0	0	0	0	0	772	724	872	1194	1042	0	0	0	0	0	0	0	0	0	322	112	891	437	208	0
Dyrk1a	219.066667	0	0	0	0	0	0	0	0	0	0	0	758	453	553	1239	1220	0	0	0	0	0	0	0	0	0	390	114	1201	644	0	0
Folr2	218.700000	0	0	0	0	0	0	0	0	0	0	0	602	787	1331	1871	1588	0	0	0	0	0	0	0	0	0	167	0	215	0	0	0
Osgin1	218.400000	0	0	0	0	0	0	0	0	0	0	0	747	638	898	1316	1110	0	0	0	0	0	0	0	0	0	416	182	799	446	0	0
Denr	218.266667	0	0	0	0	0	0	0	0	0	0	0	1517	1271	1254	1085	998	0	0	0	0	0	0	0	0	0	95	0	236	92	0	0
Slc16a14	217.966667	0	0	0	0	0	0	0	0	0	0	0	698	732	389	619	676	0	0	0	0	0	0	0	0	0	628	223	1458	1116	0	0
Fbxw11	217.766667	0	0	0	0	0	0	0	0	0	0	0	391	573	682	1403	1375	0	0	0	0	0	0	0	0	0	266	0	1069	592	182	0
Mxi1	216.766667	0	0	0	0	0	0	0	0	0	0	0	898	684	892	1576	1414	0	0	0	0	0	0	0	0	0	176	129	378	220	136	0
Stab1	216.700000	0	0	0	0	0	0	0	0	0	0	0	552	486	737	1332	1182	0	0	0	0	0	0	0	0	0	386	136	1240	450	0	0
Wwox	216.466667	0	0	0	0	0	0	0	0	0	0	0	131	181	173	353	143	1040	695	924	385	329	355	292	385	347	188	0	380	193	0	0
Mtus1	216.100000	0	0	0	0	0	0	0	0	0	0	0	548	500	615	1498	1427	0	0	0	0	0	0	0	0	0	272	119	973	531	0	0
Cd14	215.900000	0	0	0	0	0	0	0	0	0	0	0	576	550	551	1594	1450	0	0	0	0	0	0	0	0	0	524	163	696	373	0	0
Ogfrl1	215.400000	0	0	0	0	0	0	0	0	0	0	0	900	887	770	1352	1243	0	0	0	0	0	0	0	0	0	238	0	752	320	0	0
Yaf2	215.300000	0	0	0	0	0	0	0	0	0	0	0	530	384	456	1214	1135	0	0	0	0	0	0	0	0	0	352	133	1370	885	0	0
Rtn4	214.666667	0	0	0	0	0	0	0	0	0	0	0	793	971	937	1362	941	0	0	0	0	0	0	0	0	0	332	0	639	465	0	0
Isy1	214.466667	0	0	0	0	0	0	0	0	0	0	0	721	660	874	1469	1144	0	0	0	0	0	0	0	0	0	322	0	837	287	120	0
Klf2	214.433333	0	0	0	0	0	0	0	0	0	0	0	619	455	658	1399	1301	0	0	0	0	0	0	0	0	0	374	93	1022	512	0	0
Ubap1	214.366667	0	0	0	0	0	0	0	0	0	0	0	454	313	553	1447	1320	0	0	0	0	0	0	0	0	0	471	171	1107	412	183	0
Slc9a5	214.366667	0	0	0	0	0	0	0	0	0	0	0	508	540	598	884	818	0	0	0	0	0	0	0	0	0	745	398	1222	718	0	0
Fhod1	214.366667	0	0	0	0	0	0	0	0	0	0	0	508	540	598	884	818	0	0	0	0	0	0	0	0	0	745	398	1222	718	0	0
Eml6	213.800000	0	0	0	0	0	0	0	0	0	0	0	683	620	602	767	600	0	0	0	0	0	0	0	0	0	844	277	1151	870	0	0
Cdca3	213.600000	0	0	0	0	0	0	0	0	0	0	0	594	617	946	1628	1196	0	0	0	0	0	0	0	0	0	255	0	793	379	0	0
Calcrl	213.600000	0	0	0	0	0	0	0	0	0	0	0	895	580	463	974	759	0	0	0	0	0	0	0	0	0	639	176	1211	711	0	0
Sirpb1a	213.500000	0	0	0	0	0	0	0	0	0	0	0	537	414	572	991	997	0	0	0	0	0	0	0	0	0	781	204	1316	593	0	0
Cbr3	213.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	326	292	1090	851	1079	694	926	769	0	0	0	0	0	0
P2ry6	213.166667	0	0	0	0	0	0	0	0	0	0	0	636	525	677	1410	1452	0	0	0	0	0	0	0	0	0	378	128	788	401	0	0
Ptp4a1	212.966667	0	0	0	0	0	0	0	0	0	0	0	812	759	894	1339	952	0	0	0	0	0	0	0	0	0	236	96	692	443	166	0
Ier2	212.933333	0	0	0	0	0	0	0	0	0	0	0	990	526	413	929	907	0	0	0	0	0	0	0	0	0	563	279	1158	623	0	0
Slc39a1	212.700000	0	0	0	0	0	0	0	0	0	0	0	613	700	589	906	556	91	0	0	0	0	0	0	0	0	725	248	1246	707	0	0
Tnks1bp1	212.533333	0	0	0	0	0	0	0	0	0	0	0	574	586	639	623	637	0	0	0	0	0	0	0	0	0	632	235	1486	964	0	0
Mtpn	212.266667	0	0	0	0	0	0	0	0	0	0	0	488	869	941	1640	1451	0	0	0	0	0	0	0	0	0	121	0	621	237	0	0
Spi1	211.733333	0	0	0	0	0	0	0	0	0	0	0	738	681	802	962	764	0	0	0	0	0	0	0	0	0	540	139	860	866	0	0
Pycr1	211.633333	0	0	0	0	0	0	0	0	0	0	0	1285	894	570	621	446	0	0	0	0	0	0	0	0	0	545	0	1107	881	0	0
Myadml2	211.633333	0	0	0	0	0	0	0	0	0	0	0	1285	894	570	621	446	0	0	0	0	0	0	0	0	0	545	0	1107	881	0	0
Tnpo1	211.333333	0	0	0	0	0	0	0	0	0	0	0	659	552	567	1160	714	0	0	0	0	0	0	0	0	0	424	208	1393	663	0	0
Adssl1	210.933333	0	0	0	0	0	0	0	0	0	0	0	703	533	850	1376	1241	0	0	0	0	0	0	0	0	0	236	175	748	466	0	0
Usp36	210.633333	0	0	0	0	0	0	0	0	0	0	0	796	784	999	1160	855	0	0	0	0	0	0	0	0	0	273	0	622	552	278	0
Lacc1	209.733333	0	0	0	0	0	0	0	0	0	0	0	333	462	526	1368	1337	0	0	0	0	0	0	0	0	0	474	179	1107	506	0	0
Ccdc122	209.733333	0	0	0	0	0	0	0	0	0	0	0	333	462	526	1368	1337	0	0	0	0	0	0	0	0	0	474	179	1107	506	0	0
Casc3	209.666667	0	0	0	0	0	0	0	0	0	0	0	754	773	848	1199	895	0	0	0	0	0	0	0	0	0	231	102	749	561	178	0
Myo18b	209.566667	0	0	0	0	0	0	0	0	0	0	0	472	631	906	1939	1569	0	0	0	0	0	0	0	0	0	0	0	544	226	0	0
Urah	209.100000	0	0	0	0	0	0	0	0	0	0	0	646	630	818	1368	1231	0	0	0	0	0	0	0	0	0	0	0	1051	529	0	0
Irf2bp2	208.800000	0	0	0	0	0	0	0	0	0	0	0	810	324	440	870	955	0	0	0	0	0	0	0	0	0	710	282	1149	724	0	0
Cttnbp2nl	208.266667	0	0	0	0	0	0	0	0	0	0	0	600	502	861	1515	1395	0	0	0	0	0	0	0	0	0	327	208	520	320	0	0
Klf4	207.966667	0	0	0	0	0	0	0	0	0	0	0	253	371	378	716	429	312	308	363	603	590	637	219	285	317	0	0	237	221	0	0
Sap30bp	207.333333	0	0	0	0	0	0	0	0	0	0	0	851	1050	840	1274	907	0	0	0	0	0	0	0	0	0	306	0	629	363	0	0
Recql5	207.333333	0	0	0	0	0	0	0	0	0	0	0	851	1050	840	1274	907	0	0	0	0	0	0	0	0	0	306	0	629	363	0	0
Sh3bp4	207.233333	0	0	0	0	0	0	0	0	0	0	0	619	618	702	995	918	0	0	0	0	0	0	0	0	0	420	150	1149	646	0	0
Selenon	207.166667	0	0	0	0	0	0	0	0	0	0	0	510	711	846	1604	1360	0	0	0	0	0	0	0	0	0	127	0	604	453	0	0
Abhd12	207.066667	0	0	0	0	0	0	0	0	0	0	0	533	631	703	1280	815	0	0	0	0	0	0	0	0	0	404	210	1042	594	0	0
Slc38a7	206.833333	0	0	0	0	0	0	0	0	0	0	0	782	549	561	966	653	0	0	0	0	0	0	0	0	0	646	187	1156	705	0	0
Pip5kl1	206.566667	0	0	0	0	0	0	0	0	0	0	0	555	638	1049	1775	1419	0	0	0	183	0	155	0	0	0	0	0	276	147	0	0
Slco2b1	206.366667	0	0	0	0	0	0	0	0	0	0	0	716	842	1280	1823	1180	0	0	0	0	0	0	0	0	0	0	0	226	124	0	0
Rnd1	206.266667	0	0	0	0	0	0	0	0	0	0	0	854	1014	973	1300	1048	0	0	0	0	0	0	0	0	0	0	0	583	416	0	0
Kifc5b	206.233333	0	0	0	0	0	0	0	0	0	0	0	925	580	566	732	597	0	0	0	0	0	0	0	0	0	556	176	1097	958	0	0
Tro	206.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	212	1153	1011	1350	429	941	952	0	0	0	0	0	0
Hgsnat	205.966667	0	0	0	0	0	0	0	0	0	0	0	522	263	233	610	489	0	0	0	0	0	0	0	0	0	1043	342	1589	907	181	0
Slc11a2	205.933333	0	0	0	0	0	0	0	0	0	0	0	355	471	791	1601	1292	0	0	0	0	0	0	0	0	0	458	199	700	311	0	0
Tnfsf18	204.833333	0	0	0	0	0	0	0	0	0	0	0	667	462	668	1494	1145	0	0	0	0	0	0	0	0	0	242	0	949	518	0	0
Hmces	204.766667	0	0	0	0	0	0	0	0	0	0	0	554	493	884	1320	1086	0	0	0	0	0	0	0	0	0	103	0	983	589	131	0
Btg2	203.800000	0	0	0	0	0	0	0	0	0	0	0	625	682	876	1478	1137	0	0	0	0	0	0	0	0	0	244	0	487	398	187	0
Bin1	203.766667	0	0	0	0	0	0	0	0	0	0	0	558	533	704	1591	1286	0	0	0	0	0	0	0	0	0	156	0	828	457	0	0
Mctp1	203.600000	0	0	0	0	0	0	0	0	0	0	0	416	415	652	713	801	0	0	0	252	0	252	0	0	0	458	132	1380	637	0	0
Afap1l2	203.566667	0	0	0	0	0	0	0	0	0	0	0	224	715	1111	2178	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim3	203.333333	0	0	0	0	0	0	0	0	0	0	0	598	567	673	1374	1218	0	0	0	0	0	0	0	0	0	151	0	910	435	174	0
Tm4sf19	202.833333	0	0	0	0	0	0	0	0	0	0	0	795	544	522	1080	797	0	0	0	0	0	0	0	0	0	579	304	1040	424	0	0
Fanci	202.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	379	709	819	234	145	165	732	562	811	322	549	531	0	0	123	0	0	0
Sema4d	202.200000	0	0	0	0	0	0	0	0	0	0	0	477	537	888	1345	1024	0	0	0	0	0	0	0	0	0	349	165	791	490	0	0
Clic1	201.700000	0	0	0	0	0	0	0	0	0	0	0	643	691	657	1461	1281	0	0	0	0	0	0	0	0	0	287	107	658	266	0	0
Ankrd40	201.366667	0	0	0	0	0	0	0	0	0	0	0	499	704	942	1042	664	0	0	0	0	0	0	0	0	0	515	0	1069	606	0	0
Klf10	201.333333	0	0	0	0	0	0	0	0	0	0	0	764	757	873	1096	948	0	0	0	0	0	0	0	0	0	390	0	833	379	0	0
Soat2	200.166667	0	0	0	0	0	0	0	0	0	0	0	730	396	396	731	955	0	0	0	0	0	0	0	0	0	740	211	1132	714	0	0
Plekhn1	200.133333	0	0	0	0	0	0	0	0	0	0	0	704	597	881	1636	1047	0	0	0	0	0	0	0	0	0	96	0	691	352	0	0
Cpd	200.066667	0	0	0	0	0	0	0	0	0	0	0	252	520	796	1961	1650	0	0	0	0	0	0	0	0	0	174	0	519	130	0	0
Rnh1	199.800000	0	0	0	0	0	0	0	0	0	0	0	938	744	872	1254	923	0	0	0	0	0	64	0	0	0	0	0	761	438	0	0
Bcl6	199.733333	0	0	0	0	0	0	0	0	0	0	0	659	655	446	610	521	0	0	119	184	0	189	0	0	0	685	216	1072	636	0	0
Ggt7	198.800000	0	0	0	0	0	0	0	0	0	0	0	1164	570	606	1386	1205	0	0	0	0	0	0	0	0	0	0	0	685	348	0	0
Acss2	198.800000	0	0	0	0	0	0	0	0	0	0	0	1164	570	606	1386	1205	0	0	0	0	0	0	0	0	0	0	0	685	348	0	0
Ier5	198.733333	0	0	0	0	0	0	0	0	0	0	0	305	191	229	504	572	0	0	0	454	329	456	383	497	423	237	0	813	569	0	0
Rlbp1	198.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	379	709	819	234	145	165	732	562	811	322	549	531	0	0	0	0	0	0
Cd44	198.600000	0	0	0	0	0	0	0	0	0	0	0	329	226	375	932	586	0	199	209	658	407	533	217	340	412	0	0	421	114	0	0
Map3k8	198.200000	0	0	0	0	0	0	0	0	0	0	0	720	578	724	1187	709	0	0	0	0	0	0	0	0	0	390	146	981	511	0	0
P2ry14	198.133333	0	0	0	0	0	0	0	0	0	0	0	678	542	704	837	1186	0	0	0	0	0	0	0	0	0	408	151	873	565	0	0
2610001J05Rik	197.900000	0	0	0	0	0	0	0	0	0	0	0	546	382	524	995	973	0	0	0	0	0	0	0	0	0	475	160	1185	546	151	0
1700011L22Rik	197.733333	0	0	0	0	0	0	0	0	0	0	0	479	649	912	1428	1328	0	0	0	0	0	0	0	0	0	0	0	791	345	0	0
Clec12a	197.433333	0	0	0	0	0	0	0	0	0	0	0	624	572	582	1259	957	0	0	0	0	0	0	0	0	0	254	186	1059	430	0	0
Itsn1	197.400000	0	0	0	0	0	0	0	0	0	0	0	599	451	300	497	729	0	0	0	0	0	0	0	0	0	602	411	1252	1081	0	0
Cryzl1	197.400000	0	0	0	0	0	0	0	0	0	0	0	599	451	300	497	729	0	0	0	0	0	0	0	0	0	602	411	1252	1081	0	0
Ubald2	197.300000	0	0	0	0	0	0	0	0	0	0	0	678	594	404	728	576	0	0	0	0	0	0	0	0	0	770	141	1273	755	0	0
Tcn2	197.233333	0	0	0	0	0	0	0	0	0	0	0	916	826	441	622	551	0	0	0	0	0	0	0	0	0	607	121	1172	661	0	0
Plek	197.166667	0	0	0	0	0	0	0	0	0	0	0	455	475	599	1199	1059	0	0	0	0	0	123	0	0	0	432	83	878	612	0	0
Myoz1	197.000000	0	0	0	0	0	0	0	0	0	0	0	844	693	681	1139	1176	0	0	0	0	0	0	0	0	0	336	108	525	408	0	0
Wipf1	196.966667	0	0	0	0	0	0	0	0	0	0	0	623	442	697	1548	1365	0	0	0	0	0	0	0	0	0	243	151	625	215	0	0
Hmga1b	196.266667	0	0	0	0	0	0	0	0	0	0	0	876	916	915	1269	1049	0	0	0	0	0	0	0	0	0	0	0	493	370	0	0
Hmga1	196.266667	0	0	0	0	0	0	0	0	0	0	0	876	916	915	1269	1049	0	0	0	0	0	0	0	0	0	0	0	493	370	0	0
Stim2	196.233333	0	0	0	0	0	0	0	0	0	0	0	427	822	1027	1434	1232	0	0	0	0	0	0	0	0	0	181	0	385	193	186	0
Oasl1	196.133333	0	0	0	0	0	0	0	0	0	0	0	418	471	241	250	178	0	0	0	517	666	398	551	514	527	175	295	334	134	215	0
Lars	196.133333	0	0	0	0	0	0	0	0	0	0	0	745	500	491	1069	766	0	0	0	0	0	0	0	0	0	375	199	1109	630	0	0
Dpm2	195.300000	0	0	0	0	0	0	0	0	0	0	0	555	638	1049	1775	1419	0	0	0	0	0	0	0	0	0	0	0	276	147	0	0
Dcaf11	194.866667	0	0	0	0	0	0	0	0	0	0	0	451	508	799	1135	856	0	0	0	0	0	0	0	0	0	307	98	1057	504	131	0
Abr	194.600000	0	0	0	0	0	0	0	0	0	0	0	212	713	780	1262	933	0	161	0	437	271	432	0	0	0	186	0	451	0	0	0
Fgl2	194.366667	0	0	0	0	0	0	0	0	0	0	0	192	94	104	273	615	0	222	172	747	578	890	249	356	429	159	0	493	258	0	0
Gtf2a1	194.166667	0	0	0	0	0	0	0	0	0	0	0	672	627	676	1164	1057	0	0	0	0	0	0	0	0	0	188	0	893	548	0	0
Aqp9	194.166667	0	0	0	0	0	0	0	0	0	0	0	553	444	501	923	859	0	0	0	0	0	0	0	0	0	403	247	1237	658	0	0
Tnfsf14	193.800000	0	0	0	0	0	0	0	0	0	0	0	504	569	710	1814	1557	0	0	0	0	0	0	0	0	0	0	0	495	165	0	0
Pea15a	193.766667	0	0	0	0	0	0	0	0	0	0	0	393	631	741	1296	1076	0	0	0	0	0	0	0	0	0	418	103	690	348	117	0
Slc25a19	193.433333	0	0	0	0	0	0	0	0	0	0	0	370	639	855	1448	1067	0	0	0	0	0	0	0	0	0	268	118	706	332	0	0
Inpp5b	193.433333	0	0	0	0	0	0	0	0	0	0	0	509	528	891	1546	1051	0	0	0	0	0	0	0	0	0	202	0	655	421	0	0
Asb2	193.300000	0	0	0	0	0	0	0	0	0	0	0	356	518	555	1175	726	0	88	0	183	216	322	0	0	0	454	199	638	369	0	0
Ednrb	191.466667	0	0	0	0	0	0	0	0	0	0	0	477	825	1174	1785	1371	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Tlr4	191.333333	0	0	0	0	0	0	0	0	0	0	0	425	494	655	1067	919	0	0	0	0	0	0	0	0	0	676	266	793	445	0	0
Ralgds	191.333333	0	0	0	0	0	0	0	0	0	0	0	356	421	974	1590	1193	0	0	0	0	0	0	0	0	0	87	0	653	254	212	0
Iqgap2	191.066667	0	0	0	0	0	0	0	0	0	0	0	274	463	830	1063	967	0	0	0	0	0	0	0	0	0	445	260	897	533	0	0
Trim47	191.033333	0	0	0	0	0	0	0	0	0	0	0	531	515	689	930	720	0	0	0	0	0	0	0	0	0	535	154	1117	540	0	0
Lrrc25	191.033333	0	0	0	0	0	0	0	0	0	0	0	601	565	711	1113	655	0	0	0	0	0	0	0	0	0	311	131	1035	609	0	0
Ttc39c	191.000000	0	0	0	0	0	0	0	0	0	0	0	270	418	503	1200	1422	0	0	0	197	0	259	0	0	0	338	0	647	476	0	0
Ninj2	190.800000	0	0	0	0	0	0	0	0	0	0	0	756	618	838	1531	1440	0	0	0	0	0	0	0	0	0	124	0	313	104	0	0
Ctu1	190.600000	0	0	0	0	0	0	0	0	0	0	0	190	323	471	876	924	0	0	0	0	0	0	0	0	0	580	185	1337	832	0	0
Rabepk	190.500000	0	0	0	0	0	0	0	0	0	0	0	746	620	504	743	501	0	0	0	0	0	0	0	0	0	646	175	1160	620	0	0
Gas2l3	190.333333	0	0	0	0	0	0	0	0	0	0	0	486	501	645	1270	746	0	0	0	0	0	0	0	0	0	416	75	1152	419	0	0
Pde4b	190.300000	0	0	0	0	0	0	0	0	0	0	0	327	453	633	1398	1134	0	0	0	0	0	0	0	0	0	321	234	823	386	0	0
Tnfaip3	189.533333	0	0	0	0	0	0	0	0	0	0	0	680	646	826	1236	1082	0	0	0	0	0	0	0	0	0	311	0	564	341	0	0
Togaram2	188.633333	0	0	0	0	0	0	0	0	0	0	0	353	694	1014	1474	1297	0	0	0	0	0	0	0	0	0	78	0	523	226	0	0
Rchy1	188.500000	0	0	0	0	0	0	0	0	0	0	0	454	544	698	789	811	0	0	0	0	0	0	0	0	0	531	0	1141	687	0	0
Spats2	188.133333	0	0	0	0	0	0	0	0	0	0	0	661	542	419	632	502	0	0	0	0	0	0	0	0	0	647	262	1070	909	0	0
Ms4a6c	187.266667	0	0	0	0	0	0	0	0	0	0	0	420	381	412	807	963	0	0	0	0	0	0	0	0	0	360	134	1320	821	0	0
Dennd2c	187.100000	0	0	0	0	0	0	0	0	0	0	0	986	632	797	1558	1460	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Esrra	186.966667	0	0	0	0	0	0	0	0	0	0	0	667	881	602	760	789	0	0	0	0	0	0	0	0	0	285	0	939	686	0	0
Catsperz	186.966667	0	0	0	0	0	0	0	0	0	0	0	667	881	602	760	789	0	0	0	0	0	0	0	0	0	285	0	939	686	0	0
Mfsd6	186.833333	0	0	0	0	0	0	0	0	0	0	0	620	398	598	1187	1034	0	0	0	0	0	0	0	0	0	330	0	971	467	0	0
Cdt1	186.700000	0	0	0	0	0	0	0	0	0	0	0	655	459	817	1511	1092	0	0	0	0	0	0	0	0	0	108	0	676	283	0	0
Slc1a2	186.233333	0	0	0	0	0	0	0	0	0	0	0	342	221	524	1474	1390	0	0	0	0	0	0	0	0	0	212	87	910	427	0	0
Hif1a	186.000000	0	0	0	0	0	0	0	0	0	0	0	441	348	531	1104	908	0	0	0	0	0	0	0	0	0	415	145	1124	564	0	0
Slc16a7	185.500000	0	0	0	0	0	0	0	0	0	0	0	431	238	187	263	245	0	0	0	0	0	0	0	0	0	1097	495	1473	1136	0	0
Nfkbia	185.400000	0	0	0	0	0	0	0	0	0	0	0	387	720	743	892	604	0	0	0	0	0	0	0	0	0	350	214	1008	644	0	0
Blnk	185.266667	0	0	0	0	0	0	0	0	0	0	0	893	597	559	1204	1027	0	0	0	0	0	0	0	0	0	180	0	793	305	0	0
Ufl1	185.133333	0	0	0	0	0	0	0	0	0	0	0	293	327	435	1070	679	0	124	0	437	243	405	0	204	167	225	74	594	277	0	0
Neil1	184.900000	0	0	0	0	0	0	0	0	0	0	0	491	602	620	1157	1059	0	0	0	0	0	0	0	0	0	315	0	697	606	0	0
Tmco6	184.800000	0	0	0	0	0	0	0	0	0	0	0	787	784	459	617	531	0	0	0	0	0	0	0	0	0	389	196	948	677	156	0
Becn1	184.366667	0	0	0	0	0	0	0	0	0	0	0	686	523	505	853	550	0	0	0	0	0	0	0	0	0	528	211	1080	595	0	0
Siah2	184.333333	0	0	0	0	0	0	0	0	0	0	0	682	557	564	672	558	0	148	144	168	0	155	0	0	0	425	0	951	506	0	0
Sspn	183.733333	0	0	0	0	0	0	0	0	0	0	0	388	298	241	254	185	0	0	0	373	339	309	307	319	314	571	699	452	309	154	0
Crybg3	183.266667	0	0	0	0	0	0	0	0	0	0	0	524	481	710	759	787	0	0	0	0	0	0	0	0	0	432	183	1250	372	0	0
Tlr2	182.900000	0	0	0	0	0	0	0	0	0	0	0	572	634	508	866	1014	0	0	0	0	0	0	0	0	0	225	154	1003	511	0	0
Fam71f1	182.900000	0	0	0	0	0	0	0	0	0	0	0	389	417	823	1695	1315	0	0	190	212	0	155	0	0	0	0	0	112	179	0	0
Cd1d1	182.900000	0	0	0	0	0	0	0	0	0	0	0	512	236	428	1290	1258	0	0	0	0	0	0	0	0	0	151	0	1122	490	0	0
Atrnl1	182.900000	0	0	0	0	0	0	0	0	0	0	0	623	307	306	626	600	0	0	0	0	0	0	0	0	0	844	374	1136	671	0	0
