Target_genes	Mlxipl|Average	SRX15941723|Liver	SRX15941725|Liver	SRX6099407|Liver	SRX6099408|Liver	SRX6099409|Liver	SRX6099410|Liver	SRX6099411|Liver	SRX6099412|Liver	SRX6099413|Liver	SRX6099414|Liver	SRX6099415|Liver	SRX6099416|Liver	SRX6099417|Liver	SRX6099418|Liver	STRING
Ifitm3	397.285714	689	340	0	0	0	0	527	723	676	987	308	306	431	575	0
Dyrk1a	396.714286	0	0	0	0	0	0	741	1090	590	767	390	610	485	881	0
Vat1	395.500000	426	177	0	0	0	0	479	777	742	1015	383	599	439	500	0
Rnd2	395.500000	426	177	0	0	0	0	479	777	742	1015	383	599	439	500	0
Pdk1	394.285714	135	191	0	0	0	0	649	772	659	698	360	654	570	832	0
Hgsnat	393.357143	403	253	0	0	0	0	668	1065	537	659	572	500	361	489	0
Tbc1d2	393.285714	167	152	0	0	0	0	580	787	530	622	737	779	514	638	0
Fcho2	391.500000	228	120	0	0	0	0	800	854	670	714	557	635	501	402	0
Rnf149	390.642857	331	276	0	0	0	0	568	670	545	812	514	779	368	606	0
Pacsin2	389.214286	494	0	0	0	0	0	631	853	653	778	420	586	375	659	0
Gmfb	389.071429	120	115	0	0	0	0	708	889	605	598	585	799	472	556	0
Arhgap29	387.214286	301	222	0	0	0	0	759	1012	490	641	348	666	420	562	0
Hmga1b	386.071429	446	307	0	0	0	0	603	807	556	622	344	553	396	771	0
Hmga1	386.071429	446	307	0	0	0	0	603	807	556	622	344	553	396	771	0
Ctdp1	385.642857	116	134	0	0	0	0	636	559	460	475	706	944	644	725	0
Baiap2	384.214286	322	328	0	0	0	0	765	834	457	533	552	561	446	581	0
Slc25a45	383.642857	1015	329	0	0	0	0	205	516	364	538	456	675	480	793	0
Frmd8	383.642857	1015	329	0	0	0	0	205	516	364	538	456	675	480	793	0
Ptpre	383.142857	418	269	0	0	0	0	696	928	538	816	322	412	343	622	0
Ttc21a	383.000000	832	485	0	0	0	0	583	1053	409	740	189	425	315	331	0
Gorasp1	383.000000	832	485	0	0	0	0	583	1053	409	740	189	425	315	331	0
Abhd14b	382.714286	763	496	0	0	0	0	679	866	473	729	228	338	316	470	0
Abhd14a	382.714286	763	496	0	0	0	0	679	866	473	729	228	338	316	470	0
Dhrs11	382.642857	172	119	0	0	0	0	556	723	595	800	545	824	538	485	0
Sub1	382.428571	0	0	0	0	0	0	653	701	591	751	708	719	471	760	0
Zfp91	382.214286	518	474	0	0	0	0	777	790	582	588	367	413	364	478	0
Lpxn	382.214286	518	474	0	0	0	0	777	790	582	588	367	413	364	478	0
Gstp3	382.000000	370	130	0	0	0	0	720	842	534	752	369	513	483	635	0
Rab11fip1	381.928571	224	304	0	0	0	0	510	665	620	766	790	570	435	463	0
Tyw1	381.785714	218	269	0	0	0	0	538	682	597	837	653	669	426	456	0
Sbds	381.785714	218	269	0	0	0	0	538	682	597	837	653	669	426	456	0
Stk40	381.142857	237	149	0	0	0	0	487	757	524	636	526	713	509	798	0
Mfsd4b4	380.785714	487	340	0	0	0	0	408	626	558	668	612	865	372	395	0
Homer2	380.071429	648	333	0	0	0	0	489	611	487	753	280	560	475	685	0
Plk3	379.714286	601	592	0	0	0	0	470	482	434	619	454	614	454	596	0
Rgs16	379.000000	201	175	0	0	0	0	728	832	593	772	382	485	478	660	0
Foxn2	373.428571	256	157	0	0	0	0	676	713	635	836	354	575	505	521	0
Senp5	372.857143	289	245	0	0	0	0	521	894	745	863	435	506	373	349	0
Ccno	372.857143	447	397	0	0	0	0	582	988	536	707	347	469	275	472	0
Msra	372.357143	225	247	0	0	0	0	476	425	472	687	732	905	364	680	0
Vinac1	372.000000	304	269	0	0	0	0	617	797	471	798	370	462	471	649	0
Ttl	372.000000	304	269	0	0	0	0	617	797	471	798	370	462	471	649	0
Furin	371.285714	498	331	0	0	0	0	519	597	705	914	356	430	359	489	0
St6gal1	370.500000	649	323	0	0	0	0	665	778	427	604	234	411	424	672	0
Iqch	369.928571	0	147	0	0	0	0	800	725	574	766	627	594	460	486	0
Aagab	369.928571	0	147	0	0	0	0	800	725	574	766	627	594	460	486	0
Lsr	368.500000	418	196	0	0	0	0	668	924	503	713	354	550	282	551	0
Fam187b	368.500000	418	196	0	0	0	0	668	924	503	713	354	550	282	551	0
Slc17a4	367.785714	317	192	0	0	0	0	443	645	543	737	516	879	327	550	0
Eif1	367.785714	327	0	0	0	0	0	528	773	579	802	478	578	399	685	0
Paqr9	366.285714	233	162	0	0	0	0	570	788	466	696	532	542	460	679	0
Ttc13	366.000000	144	0	0	0	0	0	459	717	419	785	554	872	473	701	0
Arv1	366.000000	144	0	0	0	0	0	459	717	419	785	554	872	473	701	0
Golga3	365.500000	119	0	0	0	0	0	429	702	482	654	518	986	457	770	0
Cnbd2	363.642857	148	122	0	0	0	0	735	972	512	569	296	351	546	840	0
Eid1	363.214286	0	0	0	0	0	0	657	918	400	518	647	874	483	588	0
Creb1	363.071429	133	0	0	0	0	0	433	528	380	632	739	1080	394	764	0
Crocc	361.928571	288	262	0	0	0	0	576	648	529	818	460	628	377	481	0
Fam124a	361.428571	0	167	0	0	0	0	575	891	434	643	576	663	395	716	0
Gchfr	361.000000	592	477	0	0	0	0	636	707	437	561	341	457	358	488	0
Ern1	360.785714	275	0	0	0	0	0	313	440	343	516	739	1015	606	804	0
Eloa	359.571429	172	149	0	0	0	0	299	857	315	682	361	1008	264	927	0
Lsm1	359.500000	321	273	0	0	0	0	579	671	386	693	504	686	353	567	0
Bag4	359.500000	321	273	0	0	0	0	579	671	386	693	504	686	353	567	0
Kdsr	359.428571	266	205	0	0	0	0	621	743	486	757	528	643	326	457	0
Wdr36	358.857143	264	285	0	0	0	0	638	746	583	703	417	521	360	507	0
Repin1	358.642857	402	210	0	0	0	0	453	714	451	614	604	664	426	483	0
Gm5111	358.642857	402	210	0	0	0	0	453	714	451	614	604	664	426	483	0
Znfx1	358.571429	429	420	0	0	0	0	592	579	628	609	381	520	441	421	0
4833439L19Rik	358.571429	350	148	0	0	0	0	660	735	730	938	346	389	341	383	0
Fam47e	358.000000	541	305	0	0	0	0	669	893	647	752	171	332	288	414	0
Pigs	357.928571	136	0	0	0	0	0	608	761	584	732	606	763	318	503	0
Aldoc	357.928571	136	0	0	0	0	0	608	761	584	732	606	763	318	503	0
Ankrd28	357.642857	139	153	0	0	0	0	625	812	478	644	461	634	452	609	0
Fah	357.142857	498	344	0	0	0	0	689	880	466	622	293	357	340	511	0
U2af1	357.000000	365	338	0	0	0	0	654	704	587	578	443	483	465	381	0
Stat2	357.000000	225	151	0	0	0	0	438	586	465	572	587	918	514	542	0
Apof	357.000000	225	151	0	0	0	0	438	586	465	572	587	918	514	542	0
Imp4	355.928571	0	0	0	0	0	0	622	615	747	837	654	619	384	505	0
Ccdc115	355.928571	0	0	0	0	0	0	622	615	747	837	654	619	384	505	0
Jade1	354.357143	227	155	0	0	0	0	526	905	411	617	385	708	403	624	0
Mob3a	354.142857	848	609	0	0	0	0	263	375	516	665	392	614	246	430	0
Izumo4	354.142857	848	609	0	0	0	0	263	375	516	665	392	614	246	430	0
Plin2	353.214286	292	132	0	0	0	0	569	897	539	622	502	580	284	528	0
Zbtb40	353.142857	154	138	0	0	0	0	468	659	526	588	617	634	531	629	0
Iqgap2	352.357143	486	269	0	0	0	0	620	1025	417	605	305	340	324	542	0
Asmt	352.285714	0	239	355	544	302	413	116	289	131	309	420	718	488	608	0
Acaa2	351.857143	138	154	0	0	0	0	540	621	412	538	558	658	489	818	0
Slc25a22	351.357143	339	194	0	0	0	0	521	734	492	672	436	715	372	444	0
Rpl15	351.142857	248	118	0	0	0	0	512	756	499	672	559	514	398	640	0
Nkiras1	351.142857	248	118	0	0	0	0	512	756	499	672	559	514	398	640	0
Camk1d	350.928571	303	216	0	0	0	0	550	597	528	578	442	639	404	656	0
Edf1	350.642857	170	0	0	0	0	0	712	1071	568	666	324	543	362	493	0
Acsf2	349.142857	274	231	0	0	0	0	490	729	508	599	386	687	400	584	0
Cand1	348.785714	134	119	0	0	0	0	433	453	372	583	623	1065	353	748	0
Mfsd1	348.714286	152	0	0	0	0	0	666	595	555	652	604	675	479	504	0
Rnf34	348.142857	214	189	0	0	0	0	381	579	579	818	565	694	400	455	0
Ilrun	347.928571	426	401	0	0	0	0	492	688	474	679	393	402	470	446	0
Mtrr	347.214286	169	153	0	0	0	0	340	628	685	793	546	786	353	408	0
Fastkd3	347.214286	169	153	0	0	0	0	340	628	685	793	546	786	353	408	0
Esrra	347.071429	195	160	0	0	0	0	604	811	598	720	340	552	444	435	0
Catsperz	347.071429	195	160	0	0	0	0	604	811	598	720	340	552	444	435	0
Mgll	346.785714	700	311	0	0	0	0	494	748	487	677	178	352	342	566	0
Nphp3	346.214286	539	385	0	0	0	0	362	516	279	466	479	845	293	683	0
Usp8	345.714286	264	346	0	0	0	0	388	622	466	641	524	573	464	552	0
1190005I06Rik	344.928571	0	0	0	0	0	0	589	739	693	670	518	670	343	607	0
Ppara	344.500000	571	530	0	0	0	0	559	739	415	534	327	399	318	431	0
Gckr	343.500000	346	238	0	0	0	0	580	675	478	655	353	551	407	526	0
Fndc4	343.500000	346	238	0	0	0	0	580	675	478	655	353	551	407	526	0
Nr0b2	343.142857	631	428	0	0	0	148	391	471	345	615	317	541	385	532	0
Cyp1a2	342.785714	170	227	0	0	0	0	705	847	521	762	336	422	365	444	0
Cyp1a1	342.785714	170	227	0	0	0	0	705	847	521	762	336	422	365	444	0
Commd10	342.785714	0	0	0	0	0	0	371	571	539	679	454	981	392	812	0
Trim11	342.285714	133	0	0	0	0	0	495	680	624	645	697	813	305	400	0
Pbrm1	341.714286	164	125	0	0	0	0	443	638	519	744	523	821	315	492	0
Kif16b	341.571429	232	243	0	0	0	0	689	611	609	697	476	499	374	352	0
Cyp2a4	341.000000	121	0	0	0	0	0	750	795	427	660	415	550	467	589	0
St6galnac6	340.928571	438	394	0	0	0	0	203	484	335	629	419	741	466	664	0
Man2b2	340.500000	278	154	0	0	0	0	457	491	396	640	597	708	464	582	0
Galm	340.142857	199	195	0	0	0	0	555	749	373	762	222	453	526	728	0
Pipox	339.142857	572	358	0	0	0	0	644	985	331	530	190	293	294	551	0
Dlat	338.928571	338	157	0	0	0	0	738	747	379	554	373	510	399	550	0
Mtus1	338.000000	188	257	0	0	0	0	774	902	463	657	182	341	447	521	0
Elavl3	337.928571	173	181	0	0	0	0	493	752	361	531	562	676	419	583	0
Hspa8	337.714286	0	0	0	0	0	0	534	666	388	565	643	679	525	728	0
Lman1	337.571429	402	446	0	0	0	0	407	766	381	581	292	316	415	720	0
Fut1	337.571429	0	0	0	0	0	0	496	830	556	691	302	739	402	710	0
Fgf21	337.571429	0	0	0	0	0	0	496	830	556	691	302	739	402	710	0
Alg6	337.571429	166	0	0	0	0	0	644	647	572	700	384	763	399	451	0
Ap1ar	337.428571	461	362	0	0	0	0	419	572	472	574	370	557	509	428	0
Albfm1	336.428571	426	361	0	0	0	0	583	917	269	497	399	383	390	485	0
Grin3b	336.357143	786	414	0	0	0	0	450	646	565	698	190	278	222	460	0
Gpatch8	336.214286	467	270	0	0	0	0	619	567	591	608	342	581	226	436	0
Snai3	335.857143	231	109	0	0	0	0	784	841	477	642	273	466	396	483	0
Tmem50a	335.428571	207	123	0	0	0	0	620	751	737	753	332	353	271	549	0
Mllt10	335.214286	0	0	0	0	0	0	706	606	549	857	390	600	465	520	0
Ndufaf4	335.071429	321	310	0	0	0	0	543	827	446	640	384	469	293	458	0
Pdp2	334.928571	598	383	0	0	0	138	480	763	346	610	304	312	244	511	0
Hbp1	334.714286	275	0	0	0	0	0	367	548	467	596	441	689	542	761	0
Ldah	334.357143	447	182	0	0	0	0	471	502	480	650	356	475	377	741	0
Syne4	334.214286	452	173	0	0	0	0	512	597	672	691	261	454	400	467	0
Ikbke	333.357143	370	176	0	0	0	0	549	692	474	511	387	599	336	573	0
Gna12	333.285714	175	211	0	0	0	0	274	601	406	502	504	705	492	796	0
Ccser2	333.214286	228	245	0	0	0	0	597	990	472	731	168	427	378	429	0
Aacs	332.785714	331	340	0	0	0	0	386	917	441	503	302	525	389	525	0
Slc19a1	332.571429	287	251	0	0	0	0	560	566	456	600	461	650	377	448	0
Mcph1	332.428571	153	0	0	0	0	0	485	733	262	521	645	771	476	608	0
Rxra	332.214286	684	252	0	0	0	0	663	951	504	597	178	168	229	425	0
Elovl5	331.857143	201	184	0	0	0	0	593	797	446	633	445	625	294	428	0
Nup62	331.714286	444	496	0	0	0	0	453	574	430	569	309	655	302	412	0
Il4i1b	331.714286	444	496	0	0	0	0	453	574	430	569	309	655	302	412	0
Atf5	331.714286	444	496	0	0	0	0	453	574	430	569	309	655	302	412	0
Ptrhd1	331.571429	260	177	0	0	0	0	314	499	379	674	497	678	534	630	0
Cenpo	331.571429	260	177	0	0	0	0	314	499	379	674	497	678	534	630	0
Cibar2	330.214286	867	674	0	0	0	0	458	591	325	587	221	279	221	400	0
Unc93a	329.857143	481	446	0	0	0	0	343	756	442	679	172	389	357	553	0
Glrx5	329.071429	446	347	0	0	0	0	561	616	661	776	190	471	175	364	0
Ppm1a	329.000000	254	272	0	0	0	0	523	730	471	514	345	631	308	558	0
Nat8f2	329.000000	330	203	0	0	0	0	443	704	363	612	440	751	295	465	0
Gm3776	329.000000	182	114	0	0	0	0	671	1015	509	984	269	337	241	284	0
Hal	328.428571	200	151	0	0	0	0	621	867	301	516	442	551	368	581	0
Gprc5c	327.428571	381	146	0	0	0	0	425	846	530	711	175	438	393	539	0
Nop53	327.071429	175	161	0	0	0	0	429	562	364	526	666	850	271	575	0
Aldh2	326.642857	843	707	0	0	0	0	421	550	440	474	200	291	322	325	0
Mydgf	326.285714	0	153	0	0	0	0	571	689	569	633	574	577	429	373	0
Rps11	326.214286	307	253	0	0	0	0	485	649	396	537	535	600	331	474	0
Rpl13a	326.214286	307	253	0	0	0	0	485	649	396	537	535	600	331	474	0
Igsf8	326.000000	0	0	0	0	0	0	579	936	398	703	488	705	261	494	0
Gtf2ird2	326.000000	109	0	0	0	0	0	437	553	556	609	512	780	416	592	0
Mettl7b	325.714286	635	470	0	0	0	0	550	602	521	758	149	283	190	402	0
Pex10	325.285714	279	242	0	0	0	0	686	513	663	521	424	522	330	374	0
Mrps2	325.214286	140	0	0	0	0	0	520	702	507	642	452	655	395	540	0
1700007K13Rik	325.214286	140	0	0	0	0	0	520	702	507	642	452	655	395	540	0
Slc4a4	324.928571	163	208	0	0	0	0	405	674	595	789	254	544	278	639	0
Vps26c	323.857143	309	167	0	0	0	0	466	798	472	763	313	379	444	423	0
Mafk	323.785714	328	252	0	0	0	0	498	566	453	491	461	625	311	548	0
Clcn3	323.642857	317	254	0	0	0	0	462	448	499	564	587	551	389	460	0
Tada1	323.357143	237	125	0	0	0	0	484	535	357	517	487	543	544	698	0
Mtarc1	323.285714	212	0	0	0	0	0	386	486	450	534	478	778	511	691	0
Tnfrsf19	322.857143	0	188	0	0	0	0	564	870	569	815	250	530	292	442	0
Adap2	322.785714	549	345	0	0	0	0	249	396	514	726	377	506	250	607	0
Irf2bpl	322.357143	262	99	0	0	0	0	487	484	449	593	557	586	512	484	0
C2cd2	321.928571	328	234	0	0	0	0	389	488	617	609	325	553	416	548	0
Adck5	320.857143	0	0	0	0	0	0	408	548	444	433	658	941	362	698	0
Mtarc2	320.714286	195	288	0	0	0	0	435	674	426	563	312	532	508	557	0
Ube2cbp	320.642857	179	197	0	0	0	0	712	577	372	406	429	563	458	596	0
H1f0	320.642857	479	394	0	0	0	0	500	550	489	677	384	334	291	391	0
Dop1a	320.642857	179	197	0	0	0	0	712	577	372	406	429	563	458	596	0
Fmo1	320.500000	361	189	0	0	0	0	338	608	378	644	426	755	303	485	0
Zfp36	319.714286	889	336	0	0	0	0	478	647	200	382	305	442	317	480	0
Adgra3	319.642857	0	170	0	0	0	0	642	685	642	722	352	485	354	423	0
Irak1bp1	319.500000	190	124	0	0	0	0	491	635	308	483	351	754	515	622	0
Exoc6	319.214286	315	191	0	0	0	0	560	810	563	581	282	250	444	473	0
Asb7	319.142857	475	196	0	0	0	0	530	659	607	579	354	496	281	291	0
Aoc1	318.785714	392	345	0	0	0	0	471	778	483	699	200	330	296	469	0
Pemt	318.642857	315	219	0	0	0	0	558	711	367	502	429	690	231	439	0
Hnf1a	317.857143	253	132	0	0	0	0	601	789	610	695	253	337	257	523	0
Ppp1r14b	317.642857	0	0	0	0	0	0	518	607	399	617	529	843	336	598	0
Plcb3	317.642857	0	0	0	0	0	0	518	607	399	617	529	843	336	598	0
Fkbp2	317.642857	0	0	0	0	0	0	518	607	399	617	529	843	336	598	0
Zbtb12	317.500000	247	121	0	0	0	0	406	484	817	916	318	468	295	373	0
Ehmt2	317.500000	247	121	0	0	0	0	406	484	817	916	318	468	295	373	0
Slc20a1	317.000000	274	175	0	0	0	0	514	724	489	622	297	540	394	409	0
Nolc1	316.785714	321	250	0	0	0	0	400	591	450	630	319	485	481	508	0
Elp6	316.642857	205	173	0	0	0	0	333	430	427	517	419	885	315	729	0
Tradd	315.928571	263	208	0	0	0	0	0	1013	682	975	0	602	0	680	0
Chkb	315.857143	309	199	0	0	0	0	528	687	540	609	277	455	324	494	0
Sun3	315.500000	263	75	0	0	0	0	370	546	492	730	357	710	285	589	0
Gm11992	315.500000	263	75	0	0	0	0	370	546	492	730	357	710	285	589	0
2900026A02Rik	315.500000	512	229	0	0	0	0	537	641	750	632	158	227	302	429	0
Mpzl2	314.928571	664	246	0	0	0	0	652	861	461	463	139	284	274	365	0
Ttc39c	314.857143	206	0	0	0	0	0	659	884	548	694	342	503	259	313	0
Snupn	314.857143	203	93	0	0	0	0	488	544	584	580	453	651	344	468	0
Tbl1xr1	314.000000	0	0	0	0	0	0	441	720	336	530	528	693	463	685	0
Dbi	313.500000	359	348	0	0	0	0	412	614	335	724	276	494	392	435	0
3110009E18Rik	313.500000	359	348	0	0	0	0	412	614	335	724	276	494	392	435	0
Lrrc51	313.285714	301	275	0	0	0	0	290	639	409	574	546	657	201	494	0
Dlg4	312.500000	315	276	0	0	0	0	301	522	509	808	390	593	187	474	0
Acadvl	312.500000	315	276	0	0	0	0	301	522	509	808	390	593	187	474	0
Dhx37	311.857143	142	101	0	0	0	0	549	525	597	554	563	602	322	411	0
Qdpr	311.500000	245	300	0	0	0	0	390	593	455	539	470	547	380	442	0
Clrn2	311.500000	245	300	0	0	0	0	390	593	455	539	470	547	380	442	0
Nrp2	310.785714	403	0	0	0	0	0	577	669	247	368	568	638	326	555	0
Olfr1442	309.642857	358	231	0	0	0	0	369	772	445	635	190	239	472	624	0
Hook2	309.285714	191	0	0	0	0	0	713	734	641	701	319	447	213	371	0
Xylb	308.928571	629	320	0	0	0	0	474	777	387	651	145	326	183	433	0
Dph7	308.928571	192	134	0	0	0	0	392	605	395	569	496	776	271	495	0
Dyrk1b	308.714286	0	0	0	0	0	0	460	640	406	545	533	922	300	516	0
Slc45a3	308.500000	612	304	0	0	0	0	591	899	265	508	127	326	268	419	0
Ell	308.428571	285	196	0	0	0	0	414	505	536	613	281	522	432	534	0
Cd47	307.857143	270	151	0	0	0	0	413	665	321	626	312	571	396	585	0
Pdk4	307.571429	357	184	0	0	0	0	221	293	326	600	389	830	447	659	0
Csnk1a1	307.142857	0	162	0	0	0	0	577	692	535	613	468	547	366	340	0
Slc5a6	306.785714	117	92	0	0	0	0	439	474	393	492	497	748	477	566	0
Atraid	306.785714	117	92	0	0	0	0	439	474	393	492	497	748	477	566	0
Clmn	305.785714	139	0	0	0	0	0	431	588	466	680	419	726	374	458	0
Smim19	305.500000	308	246	0	0	0	0	639	766	591	740	174	233	242	338	0
Slc20a2	305.500000	308	246	0	0	0	0	639	766	591	740	174	233	242	338	0
Entpd5	305.285714	147	0	0	0	0	0	492	552	403	569	457	809	464	381	0
Cpeb2	305.214286	428	304	0	0	0	0	525	758	411	449	315	414	311	358	0
Bub1b	305.000000	0	0	0	0	0	0	352	543	237	471	622	1090	314	641	0
Upb1	304.785714	565	300	0	0	0	0	617	829	295	445	296	333	215	372	0
Serpinc1	304.142857	391	245	0	0	0	0	412	673	379	560	348	571	249	430	0
Tbc1d14	304.000000	420	448	0	0	0	0	305	522	354	590	347	522	290	458	0
Cep295	303.857143	0	0	0	0	0	0	452	553	297	408	630	917	399	598	0
Unc93a2	303.642857	515	311	0	0	0	0	408	719	281	500	147	395	256	719	0
Lsm2	303.500000	247	200	0	0	0	0	497	634	490	561	301	457	291	571	0
2310011J03Rik	303.000000	616	355	0	0	0	0	376	354	477	556	360	521	316	311	0
Map3k5	302.928571	0	176	0	0	0	0	570	673	426	671	384	655	286	400	0
D2hgdh	300.357143	368	287	0	0	0	0	445	581	425	451	432	526	308	382	0
Otulin	300.285714	218	189	0	0	0	0	467	492	376	667	292	479	356	668	0
Zc3h8	300.214286	276	304	0	0	0	0	582	521	424	430	452	522	273	419	0
Cfap298	300.214286	86	0	0	0	0	0	513	707	441	571	543	582	334	426	0
Crebl2	299.642857	550	301	0	0	0	0	529	689	319	562	248	387	279	331	0
Tmem97	299.000000	260	293	0	0	0	0	300	484	414	646	433	583	348	425	0
Pdilt	299.000000	430	266	0	0	0	0	529	727	372	445	304	430	324	359	0
Acsm5	299.000000	430	266	0	0	0	0	529	727	372	445	304	430	324	359	0
Hyi	298.214286	331	345	0	0	0	0	366	477	513	857	202	368	289	427	0
Zc3h12c	298.000000	0	0	0	0	0	0	507	714	509	533	387	394	479	649	0
Flnb	297.785714	340	0	0	0	0	0	490	485	841	856	227	331	252	347	0
Eef2kmt	297.571429	144	0	0	0	0	0	519	705	481	601	336	630	303	447	0
Gcat	297.428571	463	305	0	0	0	0	500	550	489	457	384	334	291	391	0
Synj2	296.857143	332	183	0	0	0	0	339	510	487	573	344	457	387	544	0
Tex33	296.500000	313	199	0	0	0	0	621	785	665	813	165	372	0	218	0
Grn	296.357143	676	376	0	0	0	0	381	551	459	551	178	386	191	400	0
Mt1	295.785714	503	431	0	0	0	0	544	639	351	447	291	255	355	325	0
Srrm1	295.714286	162	0	0	0	0	0	325	477	346	567	510	763	423	567	0
Bmf	295.071429	453	294	0	0	0	0	613	704	383	465	154	343	315	407	0
B3galnt2	295.071429	408	271	0	0	0	0	443	585	429	635	407	427	227	299	0
Bbof1	294.785714	0	0	0	0	0	0	492	552	403	569	457	809	464	381	0
Slc39a14	294.571429	165	182	0	0	0	0	494	692	361	580	351	458	331	510	0
Serpinf2	294.571429	485	156	0	0	0	0	320	620	222	394	456	566	425	480	0
Msl2	294.357143	399	369	0	0	0	0	297	515	336	609	338	564	239	455	0
Cmtm4	294.142857	0	0	0	0	0	0	441	487	498	571	487	732	344	558	0
Tnfrsf1a	293.785714	375	182	0	0	0	0	488	719	469	754	222	437	201	266	0
Tpt1	292.571429	672	519	0	0	0	0	449	404	405	354	224	440	319	310	0
Phlpp1	292.500000	337	199	0	0	0	0	619	720	352	771	170	244	245	438	0
Ankle1	292.285714	0	0	0	0	0	0	327	487	394	392	717	873	315	587	0
Ncl	292.000000	0	0	0	0	0	0	434	559	419	438	524	678	476	560	0
Rbm47	291.571429	155	194	0	0	0	0	349	526	337	562	549	677	280	453	0
Cyp20a1	291.428571	418	214	0	0	0	0	399	451	333	465	407	546	309	538	0
Usp53	291.285714	304	276	0	0	0	0	422	525	504	539	404	496	288	320	0
Taf1c	291.000000	168	186	0	0	0	0	468	834	234	564	320	560	245	495	0
Slc25a36	290.571429	0	0	0	0	0	0	386	513	236	385	725	780	414	629	0
Gnpnat1	289.714286	139	0	0	0	0	0	490	792	510	474	451	482	250	468	0
Oplah	289.285714	392	521	0	0	0	0	608	642	253	378	256	330	245	425	0
Pdik1l	288.928571	545	208	0	0	0	0	528	490	509	696	209	327	193	340	0
Ube2ql1	288.857143	0	0	0	0	0	0	499	456	412	535	423	748	443	528	0
F10	288.142857	435	324	0	0	0	0	430	487	405	649	245	347	273	439	0
Adamts1	288.000000	183	130	0	0	0	0	498	646	410	630	323	463	302	447	0
Tbl1x	287.857143	443	362	0	0	0	0	409	653	220	489	324	476	198	456	0
Cnnm2	287.857143	376	148	0	0	0	0	309	458	430	591	339	590	266	523	0
Avpi1	287.571429	490	283	0	0	0	0	507	489	365	505	299	394	368	326	0
Nabp1	287.142857	225	132	0	0	0	0	424	678	399	563	290	372	379	558	0
Gtdc1	287.000000	522	321	0	0	0	0	333	402	920	883	0	122	186	329	0
Cdca4	286.928571	0	0	0	0	0	0	393	395	365	530	594	730	527	483	0
Ostf1	286.857143	344	293	0	0	0	0	428	713	372	575	246	511	168	366	0
Nmrk1	286.857143	344	293	0	0	0	0	428	713	372	575	246	511	168	366	0
Gsta1	286.857143	244	0	0	0	0	0	656	839	419	489	317	421	251	380	0
Arfgap2	286.500000	264	246	0	0	0	0	368	656	361	495	410	490	313	408	0
Ccdc107	286.071429	290	236	0	0	0	0	537	555	516	268	320	422	458	403	0
Triap1	285.928571	0	93	0	0	0	0	363	646	295	469	476	688	416	557	0
Gatc	285.928571	0	93	0	0	0	0	363	646	295	469	476	688	416	557	0
Trpc4ap	285.571429	0	0	0	0	0	0	489	558	309	545	519	904	251	423	0
Serf2	284.857143	276	258	0	0	0	0	395	520	401	639	285	623	243	348	0
Hilpda	284.857143	480	208	0	0	0	0	551	582	536	501	273	376	170	311	0
Fis1	284.785714	0	199	0	0	0	0	575	857	359	701	273	308	316	399	0
Cdkn1b	284.642857	0	0	0	0	0	0	544	654	399	490	468	448	411	571	0
1190007I07Rik	284.642857	252	191	0	0	0	0	489	566	312	545	405	427	332	466	0
Wfdc21	284.285714	509	387	0	0	0	0	480	748	261	324	206	349	314	402	0
Ttc7b	284.285714	500	207	0	0	0	0	468	669	408	513	272	292	279	372	0
Scamp3	284.214286	0	0	0	0	0	0	286	710	362	502	458	628	386	647	0
Ahdc1	283.714286	424	497	0	0	0	0	454	628	485	578	0	363	231	312	0
Cdk20	283.571429	261	148	0	0	0	0	412	514	329	502	428	477	467	432	0
Foxo3	283.428571	735	543	0	0	0	0	291	511	274	419	233	355	220	387	0
Map1lc3b	283.357143	271	347	0	0	0	0	469	422	358	488	344	395	338	535	0
Med20	283.285714	0	0	0	0	0	0	268	523	253	535	602	632	467	686	0
Gm20517	283.285714	0	0	0	0	0	0	268	523	253	535	602	632	467	686	0
Bysl	283.285714	0	0	0	0	0	0	268	523	253	535	602	632	467	686	0
Slc19a2	283.214286	407	301	0	0	0	0	559	894	339	677	0	310	174	304	0
Foxq1	283.142857	262	275	0	0	0	0	670	724	256	386	289	423	268	411	0
Casr	283.000000	443	250	0	0	0	0	617	725	361	585	119	259	258	345	0
Mef2a	282.785714	0	0	0	0	0	0	490	518	481	456	493	649	441	431	0
Ttpa	282.571429	346	271	0	0	0	0	424	677	404	495	214	355	326	444	0
Tmem185b	282.571429	135	87	0	0	0	0	403	482	398	488	454	650	314	545	0
Dpys	282.428571	278	0	0	0	0	0	421	486	463	604	214	357	489	642	0
Ptp4a3	282.214286	437	145	0	0	0	0	360	520	497	795	342	358	179	318	0
Cyth1	281.642857	405	231	0	0	0	0	497	750	343	555	177	232	276	477	0
E130309D02Rik	281.357143	433	258	0	0	0	0	326	396	443	595	292	567	254	375	0
Chac1	281.142857	303	360	0	0	0	0	392	465	366	553	306	409	267	515	0
Stt3b	280.000000	212	167	0	0	0	0	328	577	398	424	458	593	265	498	0
Ehhadh	279.857143	88	0	0	0	0	0	497	531	313	475	493	693	359	469	0
Adcy2	279.857143	324	0	0	0	0	0	581	850	361	534	272	327	209	460	0
Ppp4r2	279.785714	0	0	0	0	0	0	591	538	570	585	418	539	336	340	0
Tuba1c	279.071429	420	137	0	0	0	0	528	522	331	564	318	411	251	425	0
