Target_genes	Hoxc10|Average	SRX7416182|Embryoid_Bodies	SRX7416183|Embryoid_Bodies	SRX7416184|Embryoid_Bodies	SRX7416196|Embryoid_Bodies	SRX7416197|Embryoid_Bodies	SRX7416198|Embryoid_Bodies	SRX7416199|Embryoid_Bodies	SRX9099736|Embryoid_Bodies	SRX9099737|Embryoid_Bodies	SRX9099740|Embryoid_Bodies	SRX9099741|Embryoid_Bodies	SRX3229107|Hindlimb	SRX3229108|Hindlimb	STRING
Dph3	244.461538	0	203	1450	291	103	437	306	145	119	124	0	0	0	0
Smurf2	244.153846	0	0	0	0	0	0	0	620	888	871	795	0	0	0
Rpgrip1l	244.153846	0	0	0	0	0	0	0	478	993	828	875	0	0	0
Fto	244.153846	0	0	0	0	0	0	0	478	993	828	875	0	0	0
Rnf220	244.000000	0	107	1376	247	128	191	164	255	331	220	153	0	0	0
Creb3l1	243.846154	0	0	0	0	0	0	0	487	1104	625	954	0	0	0
Pbx1	242.923077	0	0	1230	210	185	136	117	239	353	373	315	0	0	0
Rhot2	242.769231	0	0	0	0	0	0	0	632	856	574	1094	0	0	0
Phc2	242.076923	0	0	1387	225	130	313	329	166	203	147	247	0	0	0
Mtif3	241.846154	0	0	206	0	0	0	0	690	791	589	868	0	0	0
Celf4	241.769231	0	0	1436	734	431	271	271	0	0	0	0	0	0	0
Crb2	241.538462	0	0	376	0	0	111	0	586	760	413	894	0	0	0
Mrps33	241.307692	0	0	1489	446	302	495	312	93	0	0	0	0	0	0
Sncaip	241.153846	0	0	271	0	0	0	0	737	904	441	782	0	0	0
Pitpnc1	241.076923	0	155	2120	294	144	200	126	95	0	0	0	0	0	0
Gm11837	241.076923	0	0	0	0	0	0	0	441	847	1003	843	0	0	0
Atg4c	240.615385	0	0	1439	0	0	146	84	395	414	379	271	0	0	0
Hcfc2	239.692308	0	0	0	0	0	103	0	403	797	892	921	0	0	0
Gpr137b	238.846154	0	0	0	0	0	0	0	508	928	692	977	0	0	0
Slf2	238.615385	0	0	115	0	0	0	0	408	813	894	872	0	0	0
Olfr1180	238.384615	0	0	0	0	0	0	0	670	824	901	704	0	0	0
Ccdc182	238.307692	0	174	1162	355	162	452	323	231	141	0	98	0	0	0
Nr3c2	238.230769	0	0	1203	0	0	0	0	486	600	375	433	0	0	0
Nell2	237.846154	0	0	971	98	0	187	0	292	500	534	510	0	0	0
Tmem87b	237.692308	0	0	720	0	0	68	0	678	442	594	588	0	0	0
Xpr1	237.384615	0	0	1225	373	162	513	309	200	217	0	87	0	0	0
Olfr1247	237.230769	0	0	0	0	0	0	0	472	973	852	787	0	0	0
Ppp1ccb	236.923077	0	0	558	0	0	0	0	545	585	583	809	0	0	0
Olfr299	236.846154	0	0	0	0	0	0	0	675	713	916	775	0	0	0
Ranbp9	236.615385	0	0	691	0	0	0	0	445	752	523	665	0	0	0
Baalc	236.384615	0	208	1416	373	107	262	336	137	234	0	0	0	0	0
Sgms1	235.846154	0	0	277	0	0	0	0	480	813	703	793	0	0	0
Vdac2	235.692308	0	0	381	92	99	329	155	407	663	414	524	0	0	0
Olfr1289	235.230769	0	0	161	0	0	0	0	383	772	898	844	0	0	0
Olfr1288	235.230769	0	0	161	0	0	0	0	383	772	898	844	0	0	0
Akap6	234.153846	0	0	1079	145	0	138	235	323	412	277	435	0	0	0
Rhot1	234.076923	0	0	464	0	94	0	0	540	577	708	660	0	0	0
Olfr693	233.846154	0	0	247	0	0	0	0	326	830	948	689	0	0	0
Ugt2b34	233.692308	0	0	0	0	0	0	0	496	849	918	775	0	0	0
Adgrg4	233.307692	0	0	0	0	0	0	0	474	666	1035	858	0	0	0
4930591A17Rik	232.769231	0	0	0	0	0	0	0	537	842	764	883	0	0	0
Mad2l2	231.846154	0	0	969	286	285	420	340	148	169	162	235	0	0	0
Draxin	231.846154	0	0	969	286	285	420	340	148	169	162	235	0	0	0
Ogfrl1	231.538462	0	0	0	0	0	0	0	442	906	768	894	0	0	0
Abca6	231.000000	0	0	160	0	0	0	0	496	644	791	912	0	0	0
Cd2ap	230.846154	0	0	0	0	0	0	0	452	1072	395	1082	0	0	0
Stk32a	230.307692	0	0	1249	292	190	220	170	173	294	154	252	0	0	0
Rpf1	229.846154	0	0	112	0	0	0	0	429	754	871	822	0	0	0
Ormdl3	229.615385	0	0	1281	152	77	317	151	233	211	333	230	0	0	0
Olfr1356	229.615385	0	0	0	0	0	0	0	541	812	751	881	0	0	0
Tdrkh	229.307692	0	0	0	0	0	0	0	427	897	753	904	0	0	0
Cd55b	229.230769	0	0	0	0	0	0	0	512	948	637	883	0	0	0
Olfr900	228.846154	0	0	0	0	0	0	0	294	1030	831	820	0	0	0
Olfr251	228.846154	0	0	0	0	0	0	0	294	1030	831	820	0	0	0
Bdp1	228.461538	0	0	134	0	0	0	0	508	897	749	682	0	0	0
Olfr231	227.846154	0	0	132	0	0	0	0	522	751	900	657	0	0	0
Tfec	227.615385	0	0	0	0	0	0	0	450	799	762	948	0	0	0
Cr2	226.769231	0	0	0	0	0	0	0	353	900	823	872	0	0	0
Gtdc1	226.538462	0	0	138	0	0	0	0	349	898	744	816	0	0	0
Eya4	226.538462	0	0	0	0	0	0	0	469	718	910	848	0	0	0
Jakmip2	225.538462	0	0	1006	143	0	315	0	363	490	300	315	0	0	0
Ebf3	224.153846	0	0	517	216	135	81	0	293	548	510	614	0	0	0
Akain1	223.923077	0	0	711	0	0	0	0	612	691	367	530	0	0	0
C1qtnf9	223.692308	0	0	0	0	0	0	0	593	742	578	995	0	0	0
Smr2	223.384615	0	0	0	0	0	0	0	422	877	810	795	0	0	0
B3galt2	223.000000	0	0	596	0	0	0	0	344	829	673	457	0	0	0
Tas2r120	222.923077	0	0	0	0	0	0	0	526	706	784	882	0	0	0
Mnx1	222.538462	0	115	1449	0	0	0	0	280	492	284	273	0	0	0
Bmp2	222.461538	0	0	0	0	0	0	0	452	963	637	840	0	0	0
Phactr3	222.384615	0	0	903	358	173	534	375	157	188	0	203	0	0	0
Gm13212	222.384615	0	0	0	0	0	0	0	506	850	764	771	0	0	0
Vmn1r196	222.076923	0	0	0	0	0	0	0	305	926	783	873	0	0	0
Ngdn	222.000000	0	0	1281	447	219	597	342	0	0	0	0	0	0	0
Ivl	221.538462	0	0	1625	0	0	0	0	162	395	257	441	0	0	0
Gvin1	221.230769	0	0	0	0	0	0	0	589	683	1006	598	0	0	0
Gm4070	221.230769	0	0	0	0	0	0	0	589	683	1006	598	0	0	0
Pbk	221.153846	0	0	0	0	0	0	0	332	988	637	918	0	0	0
Klhl9	220.692308	0	0	267	0	0	99	99	430	756	671	547	0	0	0
Vmn1r71	220.461538	0	0	120	0	0	0	0	329	884	677	856	0	0	0
S1pr2	220.230769	0	0	0	0	0	0	0	494	787	771	811	0	0	0
Mthfd2	220.230769	0	0	959	247	0	257	177	238	407	313	265	0	0	0
Vps41	219.307692	0	0	1144	290	0	154	175	324	333	215	216	0	0	0
Nbas	218.307692	0	0	110	0	0	0	0	374	902	580	872	0	0	0
Tada2a	218.230769	0	0	0	0	0	0	0	487	919	678	753	0	0	0
Serf1	218.153846	0	0	0	0	0	0	0	508	897	749	682	0	0	0
Zyg11b	217.615385	0	0	1061	247	238	270	0	226	280	261	246	0	0	0
Gatb	217.538462	0	0	136	0	0	0	0	346	711	747	888	0	0	0
Msh3	217.000000	0	0	0	0	0	138	0	388	710	906	679	0	0	0
Dhfr	217.000000	0	0	0	0	0	138	0	388	710	906	679	0	0	0
Mef2c	216.923077	0	0	1530	100	0	284	159	165	228	167	187	0	0	0
Tlk1	216.846154	0	0	1324	328	147	348	0	206	158	149	159	0	0	0
Ccn1	216.846154	0	0	996	208	136	219	201	159	410	231	259	0	0	0
Zfpm2	216.692308	0	0	463	0	0	0	0	398	684	690	582	0	0	0
Nkx2-2	216.153846	0	136	1200	348	389	396	341	0	0	0	0	0	0	0
Dip2b	215.923077	0	0	438	0	0	0	0	522	652	572	623	0	0	0
Nat8	215.846154	0	0	150	0	0	0	0	495	879	299	983	0	0	0
Olfr806	215.615385	863	867	0	238	319	346	170	0	0	0	0	0	0	0
Vmn1r17	215.461538	0	0	0	0	0	0	0	424	832	704	841	0	0	0
Zpbp	215.384615	0	0	662	0	0	0	0	295	624	567	652	0	0	0
Spata48	215.384615	0	0	662	0	0	0	0	295	624	567	652	0	0	0
Olfr502	215.307692	0	0	0	0	0	0	0	487	680	814	818	0	0	0
Ndufs4	215.230769	0	0	0	0	0	0	0	400	634	951	813	0	0	0
Eps8	215.230769	0	0	779	713	263	636	407	0	0	0	0	0	0	0
Olfr883	214.923077	0	0	0	0	0	0	0	412	807	660	915	0	0	0
Olfr1275	214.846154	0	0	0	0	0	0	0	561	785	701	746	0	0	0
A26c3	214.846154	0	0	0	0	0	0	0	561	785	701	746	0	0	0
Btbd8	214.615385	0	0	487	229	162	312	193	264	347	318	478	0	0	0
Anks1b	214.307692	0	0	0	0	0	0	0	524	791	605	866	0	0	0
Heatr4	214.230769	0	0	0	0	0	86	0	352	774	811	762	0	0	0
Gm5622	214.000000	0	0	0	0	0	0	0	437	706	926	713	0	0	0
Ckap2l	213.692308	0	0	0	0	0	0	0	602	849	551	776	0	0	0
Ube2o	212.538462	0	0	1090	251	0	0	0	307	472	241	402	0	0	0
Klhl1	212.384615	0	0	351	89	69	0	0	461	610	466	715	0	0	0
Serpina3b	212.153846	0	0	0	0	0	0	0	400	870	704	784	0	0	0
Trim52	212.000000	0	0	0	0	0	0	0	283	766	772	935	0	0	0
Wt1	211.769231	0	201	1257	185	135	0	0	255	273	190	257	0	0	0
Olfr1508	211.769231	0	0	0	0	0	0	0	373	696	913	771	0	0	0
Trim3	211.230769	0	0	232	0	0	0	0	523	673	561	757	0	0	0
Ncoa6	210.615385	0	0	0	0	0	0	0	350	795	765	828	0	0	0
Cfl2	210.538462	0	0	589	114	0	0	0	426	550	399	659	0	0	0
Tcim	210.384615	0	0	1510	183	0	311	236	100	168	0	227	0	0	0
Sox6	210.230769	0	0	775	205	86	222	292	202	499	210	242	0	0	0
Nedd9	210.153846	0	0	674	162	0	114	0	219	603	309	651	0	0	0
Ddx42	209.692308	0	0	235	0	0	0	0	396	690	719	686	0	0	0
Il1f8	209.307692	0	0	0	0	0	0	0	294	883	801	743	0	0	0
Il31ra	209.153846	0	415	0	163	379	399	419	201	276	210	257	0	0	0
Olfr1030	209.000000	0	0	0	0	0	0	0	466	765	808	678	0	0	0
Olfr1029	209.000000	0	0	0	0	0	0	0	466	765	808	678	0	0	0
Rps23	208.076923	0	0	816	75	0	173	0	474	456	337	374	0	0	0
Ppp1r15b	208.076923	0	348	1127	126	0	0	0	0	401	324	379	0	0	0
Ppp1cc	207.769231	0	0	179	0	0	0	0	545	585	583	809	0	0	0
Mapre1	207.461538	0	0	1394	96	0	0	87	302	333	276	209	0	0	0
Olfr1383	207.153846	0	0	0	0	0	0	0	250	828	730	885	0	0	0
Srpk2	206.615385	0	0	516	0	0	115	0	227	596	571	564	97	0	0
Cd83	206.538462	0	0	1104	0	0	209	224	401	298	266	183	0	0	0
Prmt3	206.153846	0	0	0	0	0	109	0	456	640	718	757	0	0	0
Olfr313	205.846154	0	0	0	0	0	0	0	261	959	743	713	0	0	0
Rere	204.461538	0	0	847	174	0	135	165	470	381	290	196	0	0	0
Schip1	204.230769	0	0	1090	237	0	111	102	303	347	275	190	0	0	0
Pakap	204.153846	0	0	1014	232	170	0	0	251	438	228	321	0	0	0
Dclk1	204.153846	0	0	0	0	0	0	0	390	664	719	881	0	0	0
Socs2	203.692308	0	0	0	0	0	0	0	369	711	705	863	0	0	0
Olfr514	203.692308	0	0	0	0	0	0	0	305	747	914	682	0	0	0
Esrrg	203.384615	0	0	932	265	0	200	122	219	250	136	192	159	169	0
Lsamp	203.000000	0	0	226	0	0	0	0	343	875	499	696	0	0	0
Spry2	202.076923	0	0	0	0	0	0	0	465	743	686	733	0	0	0
Ifna16	202.076923	0	0	0	0	0	0	0	403	659	741	824	0	0	0
AW146154	201.538462	0	0	0	0	0	0	0	340	837	851	592	0	0	0
Josd1	200.769231	0	0	808	168	0	207	180	375	324	200	348	0	0	0
Gtpbp1	200.769231	0	0	808	168	0	207	180	375	324	200	348	0	0	0
Olfr818	200.692308	0	0	0	0	0	0	0	433	805	621	750	0	0	0
Rragd	200.615385	0	0	1344	336	0	301	187	205	235	0	0	0	0	0
Pcdha1	200.538462	0	0	0	0	0	0	0	305	782	943	577	0	0	0
Togaram1	199.923077	0	0	0	0	0	0	90	379	780	535	815	0	0	0
Spp2	199.923077	0	126	1177	148	0	86	0	272	333	230	227	0	0	0
Klhl28	199.923077	0	0	0	0	0	0	90	379	780	535	815	0	0	0
Olfr297	199.769231	0	0	191	0	0	0	0	338	788	702	578	0	0	0
Hhip	199.615385	0	0	852	201	0	316	379	201	310	114	222	0	0	0
Ccdc174	199.538462	0	256	950	298	198	485	230	177	0	0	0	0	0	0
Pum1	198.461538	0	80	1125	176	0	169	137	279	164	205	245	0	0	0
Shisa3	198.307692	0	0	1096	0	0	0	0	384	432	382	284	0	0	0
Ccnt2	198.153846	0	0	172	0	0	0	0	519	610	620	655	0	0	0
Clec4d	197.846154	0	0	0	0	0	0	0	487	762	553	770	0	0	0
Pfas	197.769231	0	0	1352	208	0	149	182	79	166	259	176	0	0	0
Timm10	197.000000	0	0	0	0	0	0	0	467	733	619	742	0	0	0
Smtnl1	197.000000	0	0	0	0	0	0	0	467	733	619	742	0	0	0
Gm4791	197.000000	0	115	1352	200	0	0	0	340	168	218	168	0	0	0
Ythdf3	196.846154	0	0	1191	175	0	126	133	128	371	236	199	0	0	0
Thbs1	196.153846	0	0	0	0	0	0	0	393	596	645	916	0	0	0
Ajuba	196.153846	0	97	1086	223	153	247	0	157	291	153	143	0	0	0
Dnajb4	196.076923	0	0	75	0	0	0	0	479	642	789	564	0	0	0
Gm14092	195.769231	0	0	889	137	0	207	0	317	388	210	397	0	0	0
Gja10	195.538462	0	0	1016	0	0	119	0	342	358	428	279	0	0	0
Pfpl	195.307692	0	0	0	0	0	0	0	376	627	651	885	0	0	0
Olfr1441	195.307692	0	0	0	0	0	0	0	376	627	651	885	0	0	0
Vmn1r8	194.923077	0	0	0	0	0	0	0	340	761	773	660	0	0	0
Lbp	194.615385	0	0	0	0	0	0	0	552	941	500	537	0	0	0
R3hcc1l	194.307692	0	0	179	0	0	0	0	495	762	565	525	0	0	0
Rab30	194.153846	0	96	1261	228	0	198	0	153	262	118	208	0	0	0
Ascl1	193.846154	0	105	533	210	168	404	203	0	278	270	235	114	0	0
Msl3l2	193.153846	0	0	1290	150	0	192	0	253	240	233	153	0	0	0
Pik3r1	192.615385	0	0	589	171	0	220	0	399	474	319	332	0	0	0
Nsmce3	192.384615	0	0	305	0	0	97	132	417	495	358	697	0	0	0
Nfib	192.230769	0	0	344	99	0	0	0	425	642	419	570	0	0	0
Zranb1	192.153846	0	0	0	0	0	0	0	465	614	695	724	0	0	0
Sesn3	190.923077	0	0	0	0	0	0	0	370	696	586	830	0	0	0
Angptl3	190.538462	0	0	0	0	0	0	0	421	733	621	702	0	0	0
Cxxc4	190.307692	0	0	611	111	0	173	0	370	482	303	424	0	0	0
Rnf165	190.230769	0	499	1035	172	152	326	289	0	0	0	0	0	0	0
Klrk1	189.923077	0	0	0	0	0	0	0	343	743	672	711	0	0	0
Enho	189.769231	0	0	901	124	0	0	0	177	468	379	418	0	0	0
Olfr430	189.538462	0	0	0	0	0	0	0	340	631	780	713	0	0	0
Dcdc5	189.000000	0	0	0	0	0	0	0	394	620	558	885	0	0	0
Pus10	188.692308	0	0	0	0	0	0	0	408	593	674	778	0	0	0
Olfr1196	188.307692	0	0	0	0	0	0	0	339	841	614	654	0	0	0
Apol11b	188.307692	0	0	0	0	0	0	0	412	728	677	631	0	0	0
Gpr63	187.846154	0	0	0	0	0	0	0	629	515	595	703	0	0	0
Abcb4	187.692308	0	0	0	0	0	0	0	340	538	871	691	0	0	0
Stra6l	187.615385	0	0	1101	271	0	397	154	0	313	0	203	0	0	0
Skida1	187.461538	0	161	1265	325	175	223	173	0	0	0	115	0	0	0
Zfp42	187.230769	0	0	392	0	0	0	0	469	688	359	526	0	0	0
Nfya	186.923077	0	0	142	0	0	0	0	489	624	436	739	0	0	0
Nrp1	186.769231	0	0	848	185	0	333	385	145	256	98	178	0	0	0
Speer4e	186.692308	0	0	0	0	0	0	0	485	779	471	577	0	115	0
Rapgef4	186.615385	0	0	0	0	0	0	0	391	653	641	741	0	0	0
Pdlim5	186.230769	0	0	986	0	0	104	0	231	453	296	351	0	0	0
Rictor	185.846154	0	0	0	0	0	0	0	396	781	471	768	0	0	0
Ms4a4b	185.000000	0	0	0	0	0	0	0	294	706	612	793	0	0	0
Ermn	184.846154	0	122	1241	187	0	364	317	0	172	0	0	0	0	0
Crppa	184.615385	0	0	484	0	0	0	0	349	417	545	605	0	0	0
Immp1l	184.538462	0	0	0	0	0	0	0	240	730	518	911	0	0	0
Elp4	184.538462	0	0	0	0	0	0	0	240	730	518	911	0	0	0
Gcnt2	184.000000	0	0	1165	232	0	312	191	111	188	0	193	0	0	0
Abca12	183.923077	0	0	0	0	0	0	0	317	665	705	704	0	0	0
Vps4a	183.692308	0	0	0	0	0	0	0	359	774	483	772	0	0	0
Me1	183.615385	0	0	0	0	0	0	0	294	567	614	912	0	0	0
Foxp2	183.538462	0	151	1013	304	175	455	288	0	0	0	0	0	0	0
Olfr568	182.846154	0	0	0	0	0	0	0	314	639	659	765	0	0	0
Txndc16	182.692308	0	0	131	0	0	0	0	376	671	497	700	0	0	0
Gpr137c	182.692308	0	0	131	0	0	0	0	376	671	497	700	0	0	0
Foxd3	182.692308	0	0	296	0	0	0	0	278	600	595	606	0	0	0
Ccrl2	182.692308	0	0	0	0	0	0	0	250	621	1032	472	0	0	0
Radil	182.615385	0	0	1047	257	121	317	223	77	198	0	134	0	0	0
Ccdc54	182.538462	0	0	0	0	0	0	0	430	712	543	688	0	0	0
Zkscan1	182.307692	0	0	938	185	0	139	0	258	316	261	273	0	0	0
Yme1l1	182.230769	0	0	0	0	0	0	0	309	716	584	760	0	0	0
Mastl	182.230769	0	0	0	0	0	0	0	309	716	584	760	0	0	0
Olfr488	181.923077	0	0	0	0	0	0	0	357	704	705	599	0	0	0
Aktip	181.846154	0	164	1148	366	218	223	245	0	0	0	0	0	0	0
Vmn1r26	181.769231	0	0	0	0	0	0	0	305	589	811	658	0	0	0
Apol11a	181.538462	0	0	0	0	0	0	0	462	589	651	658	0	0	0
Grpel2	181.307692	0	0	997	128	0	96	104	296	306	273	157	0	0	0
Olfr710	181.230769	0	0	0	0	0	0	0	308	575	874	599	0	0	0
Olfr646	181.230769	0	0	1133	162	0	0	0	187	501	0	373	0	0	0
Lysmd3	180.846154	0	0	1171	246	0	343	206	0	176	0	209	0	0	0
Lrrcc1	180.846154	0	0	333	85	0	0	112	241	552	468	560	0	0	0
Olfr1047	180.384615	0	0	0	0	0	0	0	363	700	627	655	0	0	0
Olfr1160	180.307692	0	0	0	0	0	0	0	272	766	756	550	0	0	0
Hand1	180.000000	0	0	1364	301	0	164	160	218	133	0	0	0	0	0
Mme	179.923077	0	0	188	0	0	0	0	418	658	487	588	0	0	0
Fndc3c1	179.769231	0	0	0	0	0	0	0	388	550	901	498	0	0	0
Aadacl2fm1	179.692308	0	629	0	0	0	0	0	226	434	402	645	0	0	0
Wbp4	179.615385	0	0	0	0	0	135	0	349	604	562	685	0	0	0
Elf1	179.615385	0	0	0	0	0	135	0	349	604	562	685	0	0	0
Sfi1	179.538462	0	0	132	277	291	373	318	230	240	211	134	0	128	0
Kcnh8	179.000000	0	0	311	0	0	0	0	315	601	614	486	0	0	0
Shcbp1	178.461538	0	0	0	0	0	0	0	388	774	500	658	0	0	0
St7	178.307692	0	0	1330	116	0	0	99	135	295	194	149	0	0	0
Kcnip2	178.076923	0	0	872	399	219	262	196	0	188	0	179	0	0	0
Olfr855	177.692308	0	0	0	0	0	0	0	283	516	1030	481	0	0	0
Olfr133	177.615385	0	0	0	0	0	0	0	340	600	706	663	0	0	0
Olfr823	176.538462	0	0	0	0	0	0	0	471	619	696	509	0	0	0
Skint2	176.307692	0	0	0	0	0	0	0	487	576	625	604	0	0	0
Palld	176.000000	0	0	626	155	0	0	0	348	379	367	413	0	0	0
Wwox	175.923077	972	693	0	0	0	123	0	138	198	0	163	0	0	0
Npat	175.846154	0	0	0	0	0	86	0	420	569	437	774	0	0	0
Krtap17-1	175.846154	0	0	0	0	0	0	0	413	819	320	734	0	0	0
Krtap16-1	175.846154	0	0	0	0	0	0	0	413	819	320	734	0	0	0
Atm	175.846154	0	0	0	0	0	86	0	420	569	437	774	0	0	0
Cmtr1	175.615385	0	108	1060	264	160	219	199	94	179	0	0	0	0	0
Aspn	175.615385	0	0	0	0	0	0	0	418	673	364	828	0	0	0
Vxn	175.461538	0	0	0	0	0	0	0	461	491	666	663	0	0	0
Olfr1014	175.461538	0	0	0	0	0	0	0	427	508	570	776	0	0	0
Olfr1013	175.461538	0	0	0	0	0	0	0	427	508	570	776	0	0	0
Gpc6	175.307692	0	0	1430	110	0	180	151	117	147	0	144	0	0	0
Rab28	174.846154	0	0	260	0	0	119	0	499	565	494	336	0	0	0
Pou1f1	174.769231	0	0	277	0	0	0	0	270	723	582	420	0	0	0
Myf5	174.692308	0	0	649	0	0	139	0	204	478	295	506	0	0	0
Tmc1	174.538462	0	0	0	0	0	0	0	198	710	791	570	0	0	0
Olfr298	174.538462	0	0	515	0	0	0	0	271	612	379	492	0	0	0
Gm5617	174.538462	0	0	0	0	77	106	0	243	648	404	791	0	0	0
Crybg3	174.538462	0	0	1177	160	0	111	105	129	235	148	204	0	0	0
Olfr1440	174.461538	0	0	0	0	0	0	0	375	606	680	607	0	0	0
Gm3667	174.307692	0	0	406	220	183	269	174	291	318	241	164	0	0	0
Olfr121	174.153846	0	0	0	0	0	0	0	296	640	773	555	0	0	0
Agk	174.153846	0	0	775	138	0	190	0	283	290	257	331	0	0	0
Baz2b	174.076923	0	0	443	0	0	163	0	294	565	361	437	0	0	0
Nmu	173.923077	0	0	0	0	0	0	0	405	674	445	737	0	0	0
Serpinb7	173.615385	0	0	0	0	0	0	0	352	662	459	784	0	0	0
Rpl5	173.615385	0	0	177	0	103	162	108	312	436	500	459	0	0	0
Trim23	173.461538	0	0	591	164	0	137	111	216	356	323	357	0	0	0
Trappc13	173.461538	0	0	591	164	0	137	111	216	356	323	357	0	0	0
Shld3	173.461538	0	0	591	164	0	137	111	216	356	323	357	0	0	0
Olfr1143	173.384615	0	0	0	0	0	0	0	199	647	595	813	0	0	0
Tex14	173.307692	0	140	711	326	222	299	148	149	139	0	119	0	0	0
Pdia5	173.230769	0	198	984	212	0	305	205	207	141	0	0	0	0	0
Esr1	173.153846	748	441	181	0	0	0	0	196	232	171	282	0	0	0
Sqor	171.846154	0	0	900	132	0	296	138	120	302	177	169	0	0	0
Pknox2	171.615385	0	0	538	120	89	146	119	243	441	190	345	0	0	0
Arpp21	171.461538	0	0	1093	101	144	181	109	166	169	150	116	0	0	0
Kcng4	171.307692	0	0	330	0	0	0	0	412	538	475	472	0	0	0
Eif4e	171.153846	0	0	939	282	207	175	135	197	0	144	146	0	0	0
Olfr435	170.692308	0	0	0	0	0	0	0	317	564	689	649	0	0	0
Gstk1	170.461538	0	0	0	0	0	0	0	449	358	677	732	0	0	0
Myo1b	170.230769	0	0	340	0	0	0	0	289	535	423	512	114	0	0
Syt4	170.153846	0	0	481	0	0	141	0	209	523	350	508	0	0	0
Dpy30	170.076923	0	0	0	77	0	119	148	218	538	651	460	0	0	0
Shoc2	169.923077	0	191	0	0	0	82	84	478	456	511	407	0	0	0
Bbip1	169.923077	0	191	0	0	0	82	84	478	456	511	407	0	0	0
Zfhx4	169.846154	0	0	996	237	246	198	94	154	113	170	0	0	0	0
Wdr95	169.538462	0	0	639	385	360	193	194	163	198	0	72	0	0	0
Vmn2r23	169.384615	0	0	846	130	0	255	222	0	228	242	279	0	0	0
A430033K04Rik	169.384615	0	0	0	0	0	0	0	355	634	565	648	0	0	0
Tmem178b	169.000000	0	0	462	159	73	0	0	448	381	315	359	0	0	0
Ddx4	169.000000	0	0	0	0	0	0	0	388	718	379	712	0	0	0
Hhat	168.846154	0	0	637	0	0	0	0	267	505	230	556	0	0	0
Lce3b	168.461538	0	0	0	0	0	0	0	247	649	745	549	0	0	0
Lce3a	168.461538	0	0	0	0	0	0	0	247	649	745	549	0	0	0
Serpinb9c	168.230769	0	0	0	0	0	0	0	329	602	693	563	0	0	0
Cer1	168.153846	0	0	434	84	0	113	102	281	394	378	400	0	0	0
Olfr1015	167.846154	0	0	0	0	0	0	0	329	632	596	625	0	0	0
Smarcad1	167.615385	0	0	513	128	127	121	72	278	324	230	386	0	0	0
Olfr820	167.538462	0	0	0	0	0	0	0	402	592	556	628	0	0	0
Olfr1182	167.538462	0	0	0	0	0	0	0	322	445	841	570	0	0	0
Aplp2	167.384615	0	0	0	0	0	73	0	340	640	612	511	0	0	0
Tas2r118	167.076923	0	0	0	0	0	0	0	379	733	370	690	0	0	0
Abra	166.692308	0	0	1061	0	0	181	0	191	228	240	266	0	0	0
Rfx7	166.538462	0	223	367	114	0	169	0	255	272	306	459	0	0	0
Olfr1221	166.230769	0	0	0	0	0	0	0	320	578	759	504	0	0	0
Fam168a	166.230769	0	0	137	0	0	0	0	434	563	547	480	0	0	0
Svip	166.153846	0	0	0	0	0	0	0	487	563	522	588	0	0	0
Olfr181	166.153846	0	0	0	0	0	0	0	289	519	710	642	0	0	0
1700015G11Rik	166.153846	0	0	0	0	0	0	0	487	563	522	588	0	0	0
Rogdi	165.923077	0	0	0	0	0	0	0	339	698	559	561	0	0	0
Sybu	165.846154	0	0	288	0	0	0	0	192	455	771	450	0	0	0
Olfr952	165.846154	0	0	0	0	0	0	0	367	589	456	744	0	0	0
Rbms2	165.538462	0	0	224	0	0	0	0	392	614	512	410	0	0	0
Vti1b	165.307692	0	0	0	0	0	125	0	350	661	509	504	0	0	0
Selenoi	165.230769	0	0	0	0	0	93	0	374	640	513	528	0	0	0
Lars2	165.000000	0	120	598	238	0	104	0	231	365	245	244	0	0	0
Nat10	164.923077	0	0	0	85	92	124	104	294	497	386	562	0	0	0
Olfr1178	164.692308	0	0	0	0	0	0	0	239	787	455	660	0	0	0
Hmcn1	164.692308	0	0	976	151	0	237	0	128	127	162	203	157	0	0
Ccdc177	164.615385	0	0	82	0	0	0	0	296	515	695	552	0	0	0
Mutyh	164.538462	0	160	748	0	0	194	142	191	188	209	307	0	0	0
Supt6	163.615385	0	133	914	0	0	294	0	211	221	171	183	0	0	0
Sdf2	163.615385	0	133	914	0	0	294	0	211	221	171	183	0	0	0
Tle1	163.307692	0	0	542	0	0	0	0	288	487	362	444	0	0	0
Olfr951	163.307692	0	0	0	0	0	0	0	389	586	525	623	0	0	0
Olfr1252	163.307692	0	0	150	0	0	0	0	280	589	619	485	0	0	0
Mfsd10	163.230769	0	302	1280	216	0	206	118	0	0	0	0	0	0	0
Igbp1b	162.923077	0	0	0	0	0	0	0	254	664	549	651	0	0	0
Fads2b	162.923077	0	0	0	0	0	0	0	294	855	325	644	0	0	0
Ccdc138	162.769231	0	0	153	0	0	0	0	323	503	455	682	0	0	0
Slc17a2	162.615385	0	0	0	0	0	0	0	272	601	623	618	0	0	0
Tdpoz9	162.384615	0	0	0	0	0	0	0	399	618	530	564	0	0	0
Treml4	162.153846	0	0	871	160	126	199	136	138	195	118	165	0	0	0
Pcid2	161.923077	0	0	0	0	102	199	114	261	601	381	447	0	0	0
Meis3	161.923077	0	120	550	167	0	304	109	193	313	0	349	0	0	0
