Target_genes	Arnt|Average	SRX6386420|4T1	SRX6386421|4T1	SRX6386422|4T1	SRX6386423|4T1	SRX8844237|EpiSC	SRX8844238|EpiSC	SRX8844239|EpiSC	SRX8844240|EpiSC	SRX6386412|ES_cells	SRX6386413|ES_cells	SRX6386414|ES_cells	SRX6386415|ES_cells	SRX6386416|ES_cells	SRX6386417|ES_cells	SRX6386418|ES_cells	SRX6386419|ES_cells	STRING
Smtnl2	319.687500	737	1268	504	499	0	0	0	0	0	120	403	284	238	381	397	284	0
Srsf10	319.437500	650	1470	773	438	0	0	0	0	179	250	336	204	160	184	246	221	0
Helb	318.250000	799	1410	621	508	0	0	0	0	0	175	248	308	243	152	257	371	0
Jmy	316.750000	829	1444	690	688	0	0	0	0	0	0	299	169	221	161	352	215	0
Cyp2s1	315.625000	408	833	285	327	0	0	0	0	171	214	392	442	372	352	617	637	0
Lmna	315.062500	1220	2052	995	774	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag9	314.750000	0	0	0	0	0	0	0	0	259	277	411	370	658	754	1051	1256	0
Glo1	313.687500	349	638	221	237	0	0	0	0	258	429	815	531	262	311	461	507	0
1810037I17Rik	311.250000	694	1337	609	596	0	0	0	0	0	118	487	269	173	84	256	357	0
Usf2	311.000000	512	1386	576	575	0	0	0	0	0	172	334	358	270	234	336	223	0
Vmn1r85	309.062500	454	1244	283	356	0	0	0	0	0	0	197	169	559	369	648	666	0
Mettl21a	308.562500	834	1489	595	590	0	0	0	0	183	122	257	103	224	144	126	270	0
Slc25a13	306.062500	1181	1700	1042	974	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt19	305.250000	690	1401	378	535	0	0	0	0	0	0	149	184	279	427	449	392	0
Pnrc1	303.875000	530	823	504	397	0	0	0	0	319	249	257	501	194	340	422	326	0
Rassf1	303.312500	1018	1270	698	711	0	0	0	0	0	129	156	0	200	148	221	302	0
Hook2	303.000000	875	1325	728	455	0	0	0	0	0	0	193	0	266	177	397	432	0
Epm2a	300.125000	851	1175	637	533	0	0	0	0	204	83	295	0	172	288	224	340	0
Msi2	297.812500	844	1491	700	488	0	0	0	0	0	124	372	196	111	115	140	184	0
Tmem147	295.687500	1067	1828	937	899	0	0	0	0	0	0	0	0	0	0	0	0	0
Cstf2	295.187500	697	1645	507	628	0	0	0	0	0	261	271	228	0	0	282	204	0
Dcaf11	294.687500	699	1355	850	527	0	0	0	0	0	0	250	0	240	217	271	306	0
Rer1	293.062500	1049	1680	773	752	0	0	0	0	0	0	0	0	126	151	158	0	0
Morn1	293.062500	1049	1680	773	752	0	0	0	0	0	0	0	0	126	151	158	0	0
Xpnpep1	292.687500	724	1361	694	584	0	0	0	0	75	0	223	118	126	218	272	288	0
Noct	292.500000	1080	1716	794	606	0	0	0	0	0	0	130	172	0	0	0	182	0
Bmpr1a	291.687500	675	1223	541	619	0	0	0	0	0	0	286	244	157	370	248	304	0
Pcid2	290.812500	968	1871	963	851	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul4a	290.812500	968	1871	963	851	0	0	0	0	0	0	0	0	0	0	0	0	0
Llgl1	290.250000	873	1632	704	693	0	0	0	0	0	0	177	0	147	0	175	243	0
Snapin	289.437500	909	1575	808	660	0	0	0	0	0	0	185	119	0	0	185	190	0
Spsb1	287.750000	899	1763	960	982	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdelr2	287.750000	960	1376	775	575	0	0	0	0	0	0	139	175	185	0	145	274	0
Ankzf1	286.500000	545	1204	506	595	0	0	0	0	120	144	208	190	200	220	378	274	0
Celf2	286.437500	785	1348	769	565	0	0	0	0	0	132	291	0	253	0	156	284	0
Ppib	285.062500	1053	1572	930	1006	0	0	0	0	0	0	0	0	0	0	0	0	0
4931429L15Rik	284.875000	182	603	325	0	0	0	0	0	0	136	152	214	642	536	865	903	0
Lama5	283.500000	1006	1665	925	778	0	0	0	0	0	0	0	0	0	0	162	0	0
Ddost	279.375000	0	212	0	0	0	0	0	0	236	294	530	403	445	681	792	877	0
Znhit2	278.000000	747	1360	652	555	0	0	0	0	0	196	124	183	197	0	213	221	0
Mrpl49	278.000000	747	1360	652	555	0	0	0	0	0	196	124	183	197	0	213	221	0
Fau	278.000000	747	1360	652	555	0	0	0	0	0	196	124	183	197	0	213	221	0
Tomt	276.750000	578	1203	471	427	0	0	0	0	0	0	163	333	169	144	505	435	0
Lamtor1	276.750000	578	1203	471	427	0	0	0	0	0	0	163	333	169	144	505	435	0
Smurf1	276.562500	961	1727	871	866	0	0	0	0	0	0	0	0	0	0	0	0	0
Cuedc1	276.312500	957	1594	1107	763	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp5	276.250000	988	1854	800	778	0	0	0	0	0	0	0	0	0	0	0	0	0
Arih2	275.812500	871	1702	810	515	0	0	0	0	0	0	189	0	85	0	0	241	0
Nktr	274.562500	1083	1538	789	665	0	0	0	0	0	0	0	0	137	107	0	74	0
Tcf25	274.000000	777	1303	573	586	0	0	0	0	0	0	175	134	180	171	253	232	0
Gas2	273.500000	0	333	109	0	0	0	0	0	197	320	903	591	328	475	453	667	0
Fancf	273.500000	0	333	109	0	0	0	0	0	197	320	903	591	328	475	453	667	0
Tbkbp1	272.375000	1076	1555	740	765	0	0	0	0	0	0	0	116	0	0	106	0	0
Eif4a1	268.437500	939	1356	763	723	0	0	0	0	0	0	0	175	120	0	219	0	0
Hacd1	268.125000	697	966	521	371	0	0	0	0	0	126	338	180	188	207	426	270	0
Ulk3	267.375000	830	1515	793	725	0	0	0	0	0	0	105	0	0	0	196	114	0
Fbxo42	266.750000	658	1334	597	384	0	0	0	0	0	138	219	146	0	223	297	272	0
Anln	266.750000	650	862	390	392	0	0	0	0	0	123	213	227	188	336	477	410	0
9530077C05Rik	266.750000	650	862	390	392	0	0	0	0	0	123	213	227	188	336	477	410	0
Klhl2	266.687500	338	683	316	275	0	0	0	0	0	0	309	260	398	516	667	505	0
Stab1	265.000000	928	1735	756	821	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42ep2	265.000000	173	293	0	0	0	0	0	0	114	132	548	297	591	443	730	919	0
Hey1	264.437500	997	1609	677	606	0	0	0	0	0	0	160	0	0	0	0	182	0
Rab24	263.625000	593	1226	733	531	0	0	0	0	210	0	160	118	138	0	208	301	0
Prelid1	263.625000	593	1226	733	531	0	0	0	0	210	0	160	118	138	0	208	301	0
Dpf1	263.562500	1087	1715	817	598	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkab2	262.625000	623	1430	621	423	0	0	0	0	0	0	116	110	134	190	331	224	0
Mrs2	262.500000	802	1416	623	676	0	0	0	0	0	0	163	0	95	134	96	195	0
Atp5g2	261.062500	467	1532	619	472	0	0	0	0	0	0	293	148	159	0	209	278	0
Tmem74b	260.750000	425	958	484	455	0	0	0	0	0	262	419	327	127	0	194	521	0
Ubl7	258.500000	652	1498	864	565	0	0	0	0	0	0	206	220	0	131	0	0	0
Tfrc	258.437500	578	767	432	434	0	0	0	0	156	0	123	169	283	444	368	381	0
Tmem125	257.875000	452	486	271	0	850	605	579	700	0	0	0	0	0	82	0	101	0
Por	257.375000	738	1287	713	578	0	0	0	0	0	0	0	77	187	116	194	228	0
Tbl2	256.312500	715	1476	587	548	0	0	0	0	0	178	157	0	0	0	216	224	0
Rara	256.250000	1106	1319	917	758	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp62	256.125000	766	1497	666	525	0	0	0	0	0	0	192	0	96	72	154	130	0
Abhd6	254.437500	248	0	0	0	235	0	189	292	238	260	252	396	490	516	497	458	0
Fbxl22	254.312500	936	1350	741	693	0	0	0	0	0	0	0	0	0	96	253	0	0
Irf2bp2	254.250000	954	1162	818	714	0	0	0	0	0	0	0	0	0	0	243	177	0
Car12	253.812500	1214	1462	744	641	0	0	0	0	0	0	0	0	0	0	0	0	0
Gamt	253.625000	688	1299	713	445	0	0	0	0	0	0	221	0	121	145	267	159	0
Dazap1	253.625000	688	1299	713	445	0	0	0	0	0	0	221	0	121	145	267	159	0
Zbtb25	253.000000	834	1465	574	516	0	0	0	0	0	0	0	0	0	205	138	316	0
Zbtb1	253.000000	834	1465	574	516	0	0	0	0	0	0	0	0	0	205	138	316	0
Myl7	252.875000	0	0	0	0	0	0	0	0	100	341	892	688	433	348	708	536	0
Plod1	251.937500	694	1722	618	522	0	0	0	0	0	0	0	0	0	149	167	159	0
2510039O18Rik	251.937500	694	1722	618	522	0	0	0	0	0	0	0	0	0	149	167	159	0
Gsk3b	251.875000	680	1795	964	591	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab39	251.500000	0	0	0	0	0	0	0	0	208	403	627	666	406	528	486	700	0
Kdm2a	251.312500	701	1160	569	482	0	0	0	0	0	0	165	153	182	143	189	277	0
Pcyt1b	250.937500	780	1591	564	577	0	0	0	0	0	0	181	0	0	0	130	192	0
Mdm2	245.875000	872	1453	909	570	0	0	0	0	0	0	0	0	0	0	0	130	0
Terf1	245.500000	0	0	0	0	0	0	0	0	184	289	790	411	433	572	432	817	0
Slc25a48	245.500000	888	1374	546	703	0	0	0	0	0	0	0	0	0	0	130	287	0
Hivep2	244.687500	831	1186	579	632	0	0	0	0	0	0	155	0	183	0	126	223	0
Gm45915	244.125000	636	1133	345	484	0	0	0	0	0	112	373	230	150	152	154	137	0
Vhl	244.062500	715	1446	497	639	0	0	0	0	0	0	0	241	144	0	0	223	0
Ier3ip1	244.062500	580	1486	671	562	0	0	0	0	0	0	197	147	129	0	0	133	0
Tatdn1	243.937500	927	1404	881	691	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb9	243.937500	927	1404	881	691	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl6	243.750000	874	1399	570	456	0	0	0	0	0	0	168	128	0	0	104	201	0
Dclk1	243.500000	696	1740	776	684	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsku	242.125000	906	1516	729	589	0	0	0	0	0	0	0	0	0	0	0	134	0
Ilrun	242.062500	759	1255	592	552	0	0	0	0	0	0	116	0	0	0	248	351	0
Sema4c	241.750000	893	1284	526	644	0	0	0	0	0	0	0	0	122	0	130	269	0
Clk3	240.812500	435	1098	558	228	0	0	0	0	139	112	354	238	131	206	156	198	0
Shroom4	240.375000	667	1745	762	672	0	0	0	0	0	0	0	0	0	0	0	0	0
Mat2b	238.000000	247	496	148	247	0	0	0	0	123	132	399	306	234	390	684	402	0
Adh5	237.625000	391	1398	640	524	0	0	0	0	0	0	136	140	284	0	159	130	0
Vapb	237.062500	792	1226	565	491	0	0	0	0	0	0	0	196	0	125	151	247	0
Vdac3	236.875000	713	1123	460	409	0	0	0	0	0	0	158	164	202	98	253	210	0
Maff	236.500000	526	1019	494	486	0	0	0	0	0	206	157	0	183	159	294	260	0
Dck	236.125000	662	1194	402	447	0	0	0	0	0	0	145	94	135	171	260	268	0
Ten1	235.937500	935	1205	752	662	0	0	0	0	0	0	0	0	0	0	66	155	0
Acox1	235.937500	935	1205	752	662	0	0	0	0	0	0	0	0	0	0	66	155	0
Tom1	235.500000	660	1129	377	555	0	0	0	0	0	0	164	144	221	0	251	267	0
Sprr2a2	235.125000	113	364	144	118	0	0	0	0	0	87	0	157	606	595	657	921	0
Sprr2a1	235.125000	113	364	144	118	0	0	0	0	0	87	0	157	606	595	657	921	0
Rcor2	235.000000	491	1084	374	303	0	0	0	0	0	112	329	170	220	198	247	232	0
Anxa4	234.750000	695	1154	495	513	0	0	0	0	0	0	0	0	189	169	288	253	0
Rps3a1	234.500000	688	1138	675	534	0	0	0	0	0	136	0	0	163	119	155	144	0
Oasl1	234.250000	380	539	251	0	750	694	464	522	0	0	0	0	0	148	0	0	0
Rora	233.250000	0	0	0	0	0	0	0	0	321	322	819	620	402	340	486	422	0
Dnajc21	233.250000	696	1257	614	436	0	0	0	0	0	0	170	146	143	0	136	134	0
Sertad1	232.500000	758	1315	905	742	0	0	0	0	0	0	0	0	0	0	0	0	0
Dph6	232.125000	498	1083	436	378	0	0	0	0	0	0	271	234	198	193	195	228	0
Eif5	232.000000	763	1177	602	649	0	0	0	0	0	0	0	135	146	0	116	124	0
Sspn	231.937500	144	109	0	0	371	0	0	0	317	535	338	549	350	432	238	328	0
Atp7b	230.000000	755	1189	643	593	0	0	0	0	0	0	151	0	111	0	122	116	0
Alg11	230.000000	755	1189	643	593	0	0	0	0	0	0	151	0	111	0	122	116	0
Sdad1	229.500000	534	1111	474	493	0	0	0	0	107	144	130	150	160	0	189	180	0
Spg21	229.312500	559	1069	522	460	0	0	0	0	0	0	0	0	87	322	388	262	0
Siah2	228.875000	492	1200	546	561	0	0	0	0	0	0	144	0	77	136	222	284	0
Rars	228.875000	832	1351	718	761	0	0	0	0	0	0	0	0	0	0	0	0	0
Sprr2a3	228.687500	113	524	222	182	0	0	0	0	0	93	0	144	538	434	631	778	0
Mrps33	228.312500	651	1133	410	434	0	0	0	0	0	0	213	0	210	194	130	278	0
Rad18	227.375000	772	1531	682	405	0	0	0	0	0	0	0	0	0	0	101	147	0
Zfat	226.375000	248	427	183	122	0	0	0	0	140	152	307	233	361	388	500	561	0
Vps8	225.812500	603	1002	529	466	0	0	0	0	0	0	124	121	204	0	301	263	0
Eed	224.250000	616	1080	335	372	0	0	0	0	0	85	185	126	152	123	211	303	0
Pgp	224.187500	510	914	416	561	0	0	0	0	0	0	137	0	139	239	348	323	0
Bricd5	224.187500	510	914	416	561	0	0	0	0	0	0	137	0	139	239	348	323	0
Hagh	224.062500	523	1559	548	422	0	0	0	0	0	0	127	197	111	0	98	0	0
Fahd1	224.062500	523	1559	548	422	0	0	0	0	0	0	127	197	111	0	98	0	0
Fibcd1	223.437500	783	1444	700	648	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnps1	222.750000	679	1532	744	609	0	0	0	0	0	0	0	0	0	0	0	0	0
Fosl1	221.687500	815	1329	705	698	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes1	221.500000	774	760	383	292	0	0	0	0	0	117	122	0	126	148	471	351	0
Sdccag8	221.187500	625	1089	559	630	0	0	0	0	0	0	80	0	96	116	234	110	0
Cep170	221.187500	625	1089	559	630	0	0	0	0	0	0	80	0	96	116	234	110	0
Snrnp25	221.062500	826	1097	450	511	0	0	0	0	0	0	103	0	0	145	244	161	0
Il9r	221.062500	826	1097	450	511	0	0	0	0	0	0	103	0	0	145	244	161	0
Mfap3	220.937500	536	915	374	479	0	0	0	0	0	190	134	105	143	320	160	179	0
Fam114a2	220.937500	536	915	374	479	0	0	0	0	0	190	134	105	143	320	160	179	0
Nemf	218.937500	0	225	252	0	0	0	0	0	343	627	246	424	443	180	486	277	0
Spns2	218.750000	720	1419	650	711	0	0	0	0	0	0	0	0	0	0	0	0	0
Esm1	218.687500	618	1544	668	398	0	0	0	0	0	0	0	0	0	122	0	149	0
Tiparp	218.625000	699	1301	509	646	0	0	0	0	0	0	228	0	0	0	0	115	0
Hnrnpf	215.937500	792	1330	607	333	0	0	0	0	0	0	169	0	126	0	0	98	0
Tmub1	215.875000	839	1269	768	578	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastk	215.875000	839	1269	768	578	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk12	215.750000	0	0	0	0	0	0	0	0	0	223	386	249	645	622	595	732	0
Mrpl54	215.375000	284	937	479	341	0	0	0	0	126	94	105	223	186	145	338	188	0
Apba3	215.375000	284	937	479	341	0	0	0	0	126	94	105	223	186	145	338	188	0
Dennd4b	214.812500	564	1153	587	529	0	0	0	0	0	0	0	0	116	126	234	128	0
Fbxo10	214.312500	616	1398	460	347	0	0	0	0	0	0	183	190	0	0	122	113	0
Agpat5	214.187500	639	1273	447	337	0	0	0	0	0	0	0	94	168	123	161	185	0
Ostf1	213.562500	643	1593	644	537	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmrk1	213.562500	643	1593	644	537	0	0	0	0	0	0	0	0	0	0	0	0	0
Fosb	213.562500	841	1162	577	401	0	0	0	0	0	0	0	0	0	140	143	153	0
Maml1	212.812500	480	910	480	391	0	0	0	0	0	0	85	101	200	289	252	217	0
Ajuba	212.625000	433	740	407	333	0	0	0	0	0	0	150	233	198	288	306	314	0
Il10	212.562500	639	1390	800	572	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp54a	212.312500	677	1004	512	332	0	0	0	0	0	147	161	179	96	0	143	146	0
Akap9	211.437500	546	1517	636	383	0	0	0	0	0	0	0	169	0	0	132	0	0
Olfr483	209.625000	0	179	0	0	0	0	0	0	0	0	200	213	637	518	746	861	0
Olfr482	209.625000	0	179	0	0	0	0	0	0	0	0	200	213	637	518	746	861	0
Ppme1	208.937500	560	1024	272	486	0	0	0	0	75	139	237	112	0	0	297	141	0
C2cd3	208.937500	560	1024	272	486	0	0	0	0	75	139	237	112	0	0	297	141	0
Papss1	208.437500	438	877	233	356	0	0	0	0	0	0	227	256	103	202	266	377	0
Maco1	207.250000	436	1073	332	254	0	0	0	0	0	0	216	162	157	154	288	244	0
Rps29	205.812500	0	195	210	0	0	0	0	0	302	717	143	406	526	0	476	318	0
Nrf1	205.562500	501	1000	476	365	0	0	0	0	0	0	176	104	0	131	280	256	0
Rbfox2	205.062500	494	983	402	395	0	0	0	0	0	0	203	146	122	107	219	210	0
Lsm12	204.687500	391	1106	503	347	0	0	0	0	0	165	283	222	0	0	150	108	0
G6pc3	204.687500	391	1106	503	347	0	0	0	0	0	165	283	222	0	0	150	108	0
Gpr146	203.562500	694	1016	464	344	0	0	0	0	0	0	150	0	122	196	103	168	0
Usp28	203.437500	761	1051	415	452	0	0	0	0	0	0	100	0	0	0	307	169	0
Ip6k3	203.375000	949	1344	485	476	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd5	203.125000	383	797	294	341	0	0	0	0	0	0	172	165	156	120	412	410	0
Bbof1	203.125000	383	797	294	341	0	0	0	0	0	0	172	165	156	120	412	410	0
Isg20	202.937500	768	1334	508	637	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt61a	202.500000	552	1073	555	405	0	0	0	0	0	0	0	0	187	153	160	155	0
Traf6	202.187500	754	1392	544	445	0	0	0	0	0	0	0	0	0	100	0	0	0
Klf13	201.125000	696	1290	565	431	0	0	0	0	0	0	236	0	0	0	0	0	0
Zranb3	200.375000	709	1338	499	516	0	0	0	0	0	0	144	0	0	0	0	0	0
R3hdm1	200.375000	709	1338	499	516	0	0	0	0	0	0	144	0	0	0	0	0	0
Ndrg1	199.937500	719	813	647	504	0	0	0	0	0	116	0	0	98	0	179	123	0
Lrmda	199.937500	739	1478	603	379	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcl	199.937500	565	1328	366	440	0	0	0	0	0	0	0	0	0	0	226	274	0
Tjp1	199.500000	625	1315	706	546	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpx2	199.187500	603	1335	387	461	0	0	0	0	0	0	0	0	0	0	175	226	0
Tmem235	198.625000	0	209	0	0	0	0	0	0	0	176	731	363	425	356	364	554	0
Setx	198.500000	584	963	525	441	0	0	0	0	0	0	176	187	144	0	156	0	0
R3hcc1l	197.750000	762	1270	577	555	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4d	195.562500	635	1401	534	559	0	0	0	0	0	0	0	0	0	0	0	0	0
Elac1	195.562500	597	1420	464	648	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptbn4	194.875000	0	0	0	0	0	0	0	0	139	0	248	262	601	569	790	509	0
Fnbp4	193.500000	459	1021	370	403	0	0	0	0	0	0	179	0	125	201	163	175	0
Tmem269	192.875000	437	907	395	348	0	0	0	0	0	0	0	0	224	200	259	316	0
Soat1	192.812500	540	1275	474	586	0	0	0	0	0	0	0	0	0	0	210	0	0
Slc39a13	192.750000	791	1177	508	608	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbpms	191.250000	134	445	143	227	0	0	0	0	123	0	202	100	387	320	402	577	0
Rapsn	190.687500	533	1428	593	497	0	0	0	0	0	0	0	0	0	0	0	0	0
Syce2	190.562500	0	0	0	0	0	0	0	0	0	159	432	252	372	421	530	883	0
Abcc1	190.500000	619	1233	490	432	0	0	0	0	0	0	143	0	0	0	0	131	0
Muc2	190.312500	0	0	0	0	0	0	0	0	0	185	575	254	434	480	524	593	0
Prkd3	190.062500	0	178	166	0	0	0	0	0	0	179	507	385	269	511	275	571	0
Rapgef1	189.250000	668	1145	598	617	0	0	0	0	0	0	0	0	0	0	0	0	0
Vegfa	188.812500	690	1102	541	494	0	0	0	0	0	0	0	0	0	0	70	124	0
Parp6	188.500000	688	1116	433	427	0	0	0	0	0	0	0	136	0	0	0	216	0
Safb2	188.125000	616	1138	531	413	0	0	0	0	0	0	112	103	0	0	0	97	0
Safb	188.125000	616	1138	531	413	0	0	0	0	0	0	112	103	0	0	0	97	0
Tmem33	186.937500	524	1158	504	485	0	0	0	0	0	0	118	0	0	0	102	100	0
Sh2d4b	186.937500	538	1304	581	447	0	0	0	0	0	0	0	0	0	0	0	121	0
Kmt2c	185.625000	286	464	232	170	0	0	0	0	0	0	162	171	420	405	301	359	0
Piga	185.125000	706	1081	436	273	0	0	0	0	0	0	0	151	142	0	0	173	0
Rubcn	184.625000	714	1216	546	478	0	0	0	0	0	0	0	0	0	0	0	0	0
Rwdd1	184.250000	0	0	0	0	0	0	0	0	0	0	406	182	504	504	650	702	0
Mettl9	184.000000	344	950	372	329	0	0	0	0	0	0	211	86	177	113	179	183	0
1190007I07Rik	183.875000	299	733	355	187	0	0	0	0	0	0	129	129	0	293	361	456	0
Ttk	183.187500	235	439	123	188	0	0	0	0	117	0	239	172	205	186	550	477	0
Tmcc3	182.750000	560	1232	562	570	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsnax	182.250000	698	1110	502	606	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc14	182.187500	550	835	486	334	0	0	0	0	0	0	220	104	0	0	199	187	0
Mafg	181.562500	437	1336	738	394	0	0	0	0	0	0	0	0	0	0	0	0	0
U2surp	180.250000	500	704	292	268	0	0	0	0	0	0	0	0	223	99	318	480	0
Utp11	179.500000	489	1270	463	650	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred2	178.750000	605	1082	505	368	0	0	0	0	0	0	0	0	0	0	142	158	0
Gmppa	178.187500	466	925	460	390	0	0	0	0	0	0	0	0	140	166	134	170	0
Misp3	178.125000	0	0	0	0	0	0	0	0	0	148	0	112	592	548	787	663	0
Ythdf3	177.750000	660	1156	366	430	0	0	0	0	0	0	145	0	0	0	0	87	0
Gsg1l	177.750000	670	1280	347	547	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp7a	177.750000	664	1250	622	308	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s2	177.312500	276	1190	343	253	0	0	0	0	0	0	217	0	177	0	220	161	0
Vps37b	177.250000	742	1155	541	398	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtkn	177.250000	719	980	308	336	0	0	0	0	0	0	0	0	154	0	190	149	0
Lrrc8a	176.687500	636	1102	584	505	0	0	0	0	0	0	0	0	0	0	0	0	0
Id1	176.625000	171	413	214	190	0	0	0	0	0	0	92	0	261	424	393	668	0
Dusp1	176.312500	649	1177	530	465	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem116	176.125000	477	681	330	372	0	0	0	0	0	0	0	0	129	259	307	263	0
Erp29	176.125000	477	681	330	372	0	0	0	0	0	0	0	0	129	259	307	263	0
Tanc2	175.562500	507	996	506	265	0	0	0	0	0	0	151	0	0	146	0	238	0
Kpna7	175.187500	0	0	0	0	0	0	0	0	0	0	215	151	465	666	709	597	0
Ing3	175.187500	651	825	383	410	0	0	0	0	0	0	132	0	0	0	173	229	0
6820408C15Rik	174.437500	0	0	0	0	0	0	0	0	0	126	430	438	462	240	514	581	0
Rnf145	174.062500	481	764	309	359	0	0	0	0	0	126	201	103	151	165	126	0	0
Nphp3	173.937500	660	1248	495	380	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca4	173.187500	701	1004	590	476	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac4	173.000000	273	921	281	307	0	0	0	0	154	126	124	132	0	164	119	167	0
Matr3	172.625000	383	814	262	231	0	0	0	0	0	0	141	128	189	148	221	245	0
Tmem140	172.062500	0	476	215	0	0	0	0	0	125	203	419	276	241	240	192	366	0
Psmc6	171.937500	775	1103	407	466	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng2	171.437500	501	924	311	410	0	0	0	0	0	0	0	97	0	133	260	107	0
Tlcd3a	171.000000	576	1118	393	421	0	0	0	0	0	0	0	0	118	110	0	0	0
Polm	170.875000	599	1202	486	447	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp92	170.500000	0	511	264	157	0	0	0	0	0	135	259	202	212	262	270	456	0
Lrig1	170.250000	533	1164	563	464	0	0	0	0	0	0	0	0	0	0	0	0	0
Fez2	169.625000	527	937	602	350	0	0	0	0	0	0	121	0	0	0	177	0	0
Rgs8	169.500000	301	1556	522	333	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo1h	169.187500	244	988	361	296	0	0	0	0	158	0	178	144	0	179	0	159	0
Clybl	168.812500	0	0	0	0	0	0	0	0	0	251	537	301	301	359	468	484	0
Smim15	168.625000	558	1126	443	571	0	0	0	0	0	0	0	0	0	0	0	0	0
Sccpdh	168.312500	616	1022	532	430	0	0	0	0	0	0	0	0	93	0	0	0	0
Rlf	168.187500	248	451	340	252	0	0	0	0	210	0	139	332	0	262	226	231	0
Park7	168.000000	510	1222	445	511	0	0	0	0	0	0	0	0	0	0	0	0	0
Osgepl1	167.875000	497	968	539	415	0	0	0	0	0	0	0	131	0	0	136	0	0
Olfr806	167.562500	0	0	0	0	0	0	0	0	184	295	200	230	401	484	427	460	0
Cks2	167.187500	613	808	329	462	0	0	0	0	0	0	0	0	0	0	302	161	0
F11	167.000000	252	686	329	207	0	0	0	0	0	0	0	0	168	361	396	273	0
Car9	166.625000	385	714	366	215	0	0	0	0	0	0	0	0	153	195	257	381	0
Arhgef39	166.625000	385	714	366	215	0	0	0	0	0	0	0	0	153	195	257	381	0
Has2	166.187500	625	1032	566	350	0	0	0	0	0	0	86	0	0	0	0	0	0
Glg1	165.750000	513	1018	350	468	0	0	0	0	0	0	80	0	0	0	0	223	0
Rusc2	165.625000	576	1059	436	423	0	0	0	0	0	0	0	0	0	0	156	0	0
Syncrip	165.562500	453	946	380	219	0	0	0	0	0	0	0	87	125	151	162	126	0
Sinhcaf	164.875000	423	840	388	290	0	0	0	0	0	0	149	169	0	0	176	203	0
Vps39	164.312500	0	108	0	0	0	0	0	0	0	0	0	0	460	347	707	1007	0
Szrd1	163.812500	493	899	416	342	0	0	0	0	0	0	182	0	0	166	123	0	0
Tmco4	163.625000	472	1380	420	346	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a36	162.875000	566	1100	463	373	0	0	0	0	0	0	104	0	0	0	0	0	0
Selenbp1	162.000000	530	1013	420	531	0	0	0	0	0	0	0	0	0	0	0	98	0
Ccdc126	161.937500	467	778	370	301	0	0	0	0	0	0	196	188	0	118	0	173	0
Hip1	161.812500	308	1081	275	292	0	0	0	0	0	0	117	113	94	85	127	97	0
Slc16a6	161.625000	0	264	0	0	0	0	0	0	0	0	346	217	332	350	580	497	0
Arsg	161.625000	0	264	0	0	0	0	0	0	0	0	346	217	332	350	580	497	0
Eef2k	160.000000	663	1040	471	386	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk1b	159.625000	362	996	369	340	0	0	0	0	0	0	145	0	0	0	164	178	0
Mgarp	158.937500	0	313	0	0	0	0	0	0	187	139	346	439	222	263	292	342	0
Nbdy	158.312500	394	1299	478	362	0	0	0	0	0	0	0	0	0	0	0	0	0
