Target_genes	Chd2|Average	DRX001066|C2C12	SRX140389|CH12	DRX000343|ES_cells	SRX6784012|ES_cells	SRX6784013|ES_cells	SRX140392|MEL	STRING
Nrbf2	731.500000	0	1517	0	676	762	1434	0
Haus5	729.833333	0	1977	0	378	445	1579	0
Wdr44	728.666667	0	1706	0	379	534	1753	0
Txndc9	728.666667	0	1736	0	470	685	1481	0
Eif5b	728.666667	0	1736	0	470	685	1481	0
Qk	721.833333	0	1828	0	505	418	1580	0
Parpbp	720.833333	0	1939	0	385	381	1620	0
Nup37	720.833333	0	1939	0	385	381	1620	0
Xab2	720.666667	0	1646	0	442	620	1616	0
Pet100	720.666667	0	1646	0	442	620	1616	0
Pcp2	720.666667	0	1646	0	442	620	1616	0
Anp32e	720.666667	0	1518	0	600	640	1566	0
Cnot3	719.833333	0	1439	0	605	840	1435	0
Psmd3	719.166667	0	1675	0	544	581	1515	0
Haus1	717.000000	0	1917	0	242	349	1794	0
Paip2b	716.833333	0	1613	0	939	603	1146	0
Wrap53	716.666667	0	1493	0	484	774	1549	0
Trp53	716.666667	0	1493	0	484	774	1549	0
Eaf2	715.666667	0	1694	0	408	783	1409	0
Mis12	712.166667	0	1780	0	575	445	1473	0
Derl2	712.166667	0	1780	0	575	445	1473	0
Mr1	710.500000	0	1838	0	285	277	1863	0
Bcas3	710.500000	0	1631	0	685	509	1438	0
Ccnt1	708.666667	0	1863	0	428	505	1456	0
4930415O20Rik	708.666667	0	1863	0	428	505	1456	0
Gm6712	708.333333	0	1354	0	712	703	1481	0
Agbl3	708.166667	0	1822	0	929	945	553	0
Rfc5	707.500000	0	1915	0	439	430	1461	0
Srsf4	707.166667	0	1819	0	461	445	1518	0
Zfp512b	706.166667	0	1819	0	685	391	1342	0
Smndc1	706.000000	0	1566	0	587	637	1446	0
Psmb3	705.166667	0	1355	0	866	747	1263	0
Pcgf2	705.166667	0	1355	0	866	747	1263	0
Cry2	704.166667	0	1223	0	738	1209	1055	0
Aff4	703.166667	0	1842	0	346	479	1552	0
Kmt5c	701.833333	0	1422	0	975	733	1081	0
Dhx9	701.000000	0	1630	0	590	486	1500	0
Chst12	701.000000	0	1485	0	562	683	1476	0
Sec63	700.166667	0	1748	0	542	554	1357	0
Cd74	698.666667	0	1277	0	673	647	1595	0
Ncdn	698.333333	0	1987	0	204	311	1688	0
AU040320	698.333333	0	1987	0	204	311	1688	0
Cnep1r1	696.166667	0	1614	0	645	519	1399	0
H2-Ab1	696.000000	0	1469	0	803	681	1223	0
Klhdc10	695.500000	0	1673	0	737	552	1211	0
Kin	694.333333	0	1784	0	266	744	1372	0
Atp5c1	694.333333	0	1784	0	266	744	1372	0
Aptx	692.666667	0	1864	0	223	409	1660	0
Sp1	692.000000	0	1387	0	628	700	1437	0
Ppm1g	692.000000	0	1482	0	583	703	1384	0
Spag7	690.000000	0	1210	0	919	702	1309	0
Tmx2	689.166667	0	1288	0	801	620	1426	0
Med19	689.166667	0	1288	0	801	620	1426	0
Ssr1	688.500000	0	2002	0	0	0	2129	0
Cwc22	688.166667	0	1610	0	427	512	1580	0
Cltc	688.000000	0	1399	0	962	758	1009	0
Map1lc3b	687.666667	0	1415	0	703	701	1307	0
Syvn1	687.333333	0	1400	0	549	579	1596	0
Ska2	685.333333	0	1401	0	722	702	1287	0
Prr11	685.333333	0	1401	0	722	702	1287	0
Canx	684.666667	0	1650	0	524	514	1420	0
Ube2c	681.333333	0	1433	0	704	662	1289	0
Zfp687	680.833333	0	1590	0	583	467	1445	0
Zfp346	680.666667	0	1661	0	506	532	1385	0
Uimc1	680.666667	0	1661	0	506	532	1385	0
Hnrnpl	679.166667	0	1426	0	741	589	1319	0
Pitx3	679.000000	0	1450	0	468	478	1678	0
Gbf1	679.000000	0	1450	0	468	478	1678	0
Ppip5k2	677.333333	0	1961	0	422	499	1182	0
Gin1	677.333333	0	1961	0	422	499	1182	0
Bclaf1	673.666667	0	1595	0	584	585	1278	0
Hspa5	672.166667	0	1650	0	558	473	1352	0
Tex9	671.333333	0	1617	0	635	680	1096	0
Faap24	671.333333	0	1291	0	847	810	1080	0
Taf7	669.166667	0	1776	0	347	468	1424	0
Stx5a	668.666667	0	1670	0	399	410	1533	0
1700092M07Rik	668.666667	0	1670	0	399	410	1533	0
Smc1a	667.500000	0	1701	0	336	168	1800	0
Ribc1	667.500000	0	1701	0	336	168	1800	0
Ddx19b	667.000000	0	1294	0	753	725	1230	0
Aars	667.000000	0	1294	0	753	725	1230	0
Hbp1	666.833333	0	1398	0	511	694	1398	0
Cyc1	666.500000	0	1795	0	454	276	1474	0
Tnfaip1	666.333333	0	1856	0	342	400	1400	0
Ift20	666.333333	0	1856	0	342	400	1400	0
Cacybp	664.666667	0	1774	0	313	357	1544	0
Jpt1	661.833333	0	1533	0	658	492	1288	0
Upf3b	661.666667	0	1564	0	405	540	1461	0
Cep41	661.000000	0	1421	0	748	525	1272	0
Pitpnm1	660.833333	0	1426	0	800	537	1202	0
Cdk2ap2	660.833333	0	1426	0	800	537	1202	0
Ggnbp2	659.333333	0	1472	0	645	580	1259	0
Ap3m2	659.166667	0	1069	0	962	1033	891	0
Rbm27	657.833333	0	1489	0	698	486	1274	0
Os9	657.666667	0	1596	0	511	400	1439	0
Snx5	656.833333	0	1657	0	407	466	1411	0
Mgme1	656.833333	0	1657	0	407	466	1411	0
Txnip	656.666667	0	1210	0	1017	794	919	0
Map10	656.000000	0	1820	0	1058	1058	0	0
Zfp513	655.833333	0	1686	0	297	249	1703	0
Nfatc3	655.833333	0	1271	0	557	750	1357	0
Tars2	654.833333	0	1449	0	475	483	1522	0
Ift46	654.833333	0	1727	0	399	371	1432	0
Rpl35	654.500000	0	1195	0	497	1014	1221	0
Arpc5l	654.500000	0	1195	0	497	1014	1221	0
Fam204a	654.333333	0	1239	0	807	487	1393	0
Spryd3	654.166667	0	1720	0	674	283	1248	0
Hikeshi	653.833333	0	1731	0	329	443	1420	0
Nktr	652.833333	0	1583	0	366	490	1478	0
Tmem218	652.000000	0	1261	0	720	725	1206	0
Cnot6l	651.666667	0	503	0	473	1025	1909	0
Ankrd13c	650.500000	0	1708	0	481	529	1185	0
Mphosph6	650.000000	0	1002	0	657	926	1315	0
Eml5	647.333333	0	893	0	1038	1056	897	0
Zdhhc16	647.166667	0	1498	0	395	387	1603	0
Exosc1	647.166667	0	1498	0	395	387	1603	0
Taf1d	646.833333	0	1468	0	610	503	1300	0
4931406C07Rik	646.833333	0	1468	0	610	503	1300	0
Rps2	642.333333	0	1283	0	494	691	1386	0
Rnf151	642.333333	0	1283	0	494	691	1386	0
Ndufb10	642.333333	0	1283	0	494	691	1386	0
Opa3	641.833333	0	1505	0	544	745	1057	0
Trappc11	641.000000	0	1832	0	306	269	1439	0
Rwdd4a	641.000000	0	1832	0	306	269	1439	0
Mrpl20	638.500000	0	1680	0	681	436	1034	0
Kctd5	637.666667	0	1566	0	504	473	1283	0
Immt	637.166667	0	1939	0	306	264	1314	0
Cnot1	637.166667	0	1370	0	749	615	1089	0
Hyou1	636.833333	0	1534	0	420	678	1189	0
Tbcd	636.166667	0	1716	0	289	135	1677	0
H2bc4	635.333333	0	1243	0	713	464	1392	0
H2ac6	635.333333	0	1243	0	713	464	1392	0
Dhx33	633.833333	0	1784	0	275	319	1425	0
Hnrnpr	633.166667	0	1448	0	687	381	1283	0
Zfc3h1	632.833333	0	1455	0	273	334	1735	0
Thap2	632.833333	0	1455	0	273	334	1735	0
Zbtb2	631.166667	0	1490	0	446	616	1235	0
Zfp869	631.000000	0	1752	0	290	353	1391	0
Rpl27a	630.500000	0	1626	0	359	427	1371	0
Fdft1	630.500000	0	1573	0	687	426	1097	0
Tsr1	629.833333	0	1547	0	554	296	1382	0
Sgsm2	629.833333	0	1547	0	554	296	1382	0
Dmxl1	628.333333	0	1711	0	356	309	1394	0
Trip10	626.666667	0	1255	0	613	482	1410	0
Gpr108	626.666667	0	1255	0	613	482	1410	0
Akap8l	626.666667	0	1350	0	708	538	1164	0
Ensa	626.500000	0	1303	0	670	483	1303	0
Riok2	626.333333	0	1526	0	560	399	1273	0
Laptm4a	625.166667	0	1444	0	304	739	1264	0
Ndufs1	624.666667	0	1443	0	847	572	886	0
Eef1b2	624.666667	0	1443	0	847	572	886	0
Dapk3	624.500000	0	1332	0	530	305	1580	0
Nfe2l1	622.500000	0	1401	0	439	433	1462	0
Tedc1	621.333333	0	1458	0	347	425	1498	0
Crip1	621.333333	0	1458	0	347	425	1498	0
Sf3b5	621.000000	0	1339	0	229	501	1657	0
Fsip1	620.500000	0	1553	0	878	1292	0	0
Yif1b	620.000000	0	1566	0	502	663	989	0
Mrps7	619.666667	0	1491	0	369	384	1474	0
Gga3	619.666667	0	1491	0	369	384	1474	0
Arap1	619.500000	0	1419	0	401	585	1312	0
Tmbim6	618.666667	0	1355	0	925	378	1054	0
Ap1g1	618.333333	0	1698	0	234	323	1455	0
Got1	617.333333	0	1187	0	584	587	1346	0
H2-K1	617.166667	0	1525	0	241	372	1565	0
Zrsr1	616.833333	0	1173	0	603	483	1442	0
Commd1	616.833333	0	1173	0	603	483	1442	0
Lin7c	615.833333	0	1728	0	366	268	1333	0
Ptbp1	615.166667	0	1553	0	431	350	1357	0
Cops3	614.500000	0	1445	0	472	351	1419	0
H2-T9	614.166667	0	1448	0	319	223	1695	0
H2-T22	614.166667	0	1448	0	319	223	1695	0
Gm6034	614.166667	0	1448	0	319	223	1695	0
Cnot2	613.333333	0	1849	0	296	174	1361	0
Nasp	613.166667	0	1744	0	417	459	1059	0
Kpna1	612.333333	0	763	0	970	937	1004	0
Prkaca	612.000000	0	1418	0	595	391	1268	0
H3c4	610.833333	0	1120	0	818	653	1074	0
H2bc8	610.833333	0	1120	0	818	653	1074	0
H2bc7	610.833333	0	1120	0	818	653	1074	0
H2ac8	610.833333	0	1120	0	818	653	1074	0
H2ac7	610.833333	0	1120	0	818	653	1074	0
Dgke	609.500000	0	1178	0	520	817	1142	0
Gpr84	608.166667	0	1535	0	769	515	830	0
Zhx1	607.000000	0	1572	0	151	249	1670	0
Tnfrsf12a	605.666667	0	1579	0	339	377	1339	0
Thoc6	605.666667	0	1579	0	339	377	1339	0
Hcfc1r1	605.666667	0	1579	0	339	377	1339	0
Nup62	605.500000	0	1382	0	432	552	1267	0
Il4i1b	605.500000	0	1382	0	432	552	1267	0
Atf5	605.500000	0	1382	0	432	552	1267	0
Ap1m2	603.666667	0	1187	0	930	569	936	0
Nxt1	602.166667	0	1663	0	327	188	1435	0
Ksr2	601.666667	0	1820	0	942	848	0	0
Thoc1	601.166667	0	1249	0	819	695	844	0
Psmd4	600.500000	0	1339	0	497	497	1270	0
Supt16	598.833333	0	1308	0	460	968	857	0
Srsf5	598.500000	0	1613	0	402	445	1131	0
Morn2	598.500000	0	1741	0	637	271	942	0
Dhx57	598.500000	0	1741	0	637	271	942	0
Sbno1	597.000000	0	1681	0	287	209	1405	0
Eri3	596.000000	0	1374	0	442	378	1382	0
Nf2	594.666667	0	1678	0	250	322	1318	0
Prdm10	592.000000	0	1454	0	443	353	1302	0
Ltn1	591.833333	0	1662	0	561	274	1054	0
Tomm40	591.500000	0	1437	0	348	346	1418	0
Tbl1xr1	591.500000	0	1545	0	444	365	1195	0
Morf4l1	590.833333	0	1614	0	273	310	1348	0
Dnah6	590.666667	0	656	0	878	739	1271	0
Usp37	589.666667	0	1325	0	528	623	1062	0
Cnot9	589.666667	0	1325	0	528	623	1062	0
Rnf26	588.000000	0	1198	0	552	425	1353	0
Cnpy2	587.666667	0	1072	0	570	729	1155	0
Nudt13	586.166667	0	1281	0	199	524	1513	0
Togaram1	585.333333	0	1873	0	138	241	1260	0
Klhl28	585.333333	0	1873	0	138	241	1260	0
Oasl1	584.833333	932	667	0	515	687	708	0
Glrx5	584.166667	0	1264	0	663	650	928	0
Gatad2b	583.500000	0	1185	0	376	538	1402	0
Slc25a25	582.500000	0	1350	0	407	353	1385	0
Naif1	582.500000	0	1350	0	407	353	1385	0
Snx32	581.833333	0	1329	0	560	522	1080	0
Mrpl37	581.666667	0	1140	0	643	520	1187	0
Cyb5rl	581.666667	0	1140	0	643	520	1187	0
Fyco1	580.166667	0	952	0	429	696	1404	0
Rps15	579.500000	0	1454	0	421	438	1164	0
Apc2	579.500000	0	1454	0	421	438	1164	0
Zfp472	578.833333	0	1335	0	570	514	1054	0
Ddx23	578.500000	0	1519	0	0	265	1687	0
Nap1l4	577.333333	0	1119	0	651	457	1237	0
Dcaf7	575.166667	0	1275	0	474	413	1289	0
Smc1b	574.333333	0	0	0	1769	1677	0	0
Tnrc6b	574.166667	0	1153	0	721	459	1112	0
Nmt1	574.000000	0	1314	0	495	409	1226	0
Tssc4	568.500000	0	1137	0	182	762	1330	0
Scrn3	565.166667	0	1831	0	513	266	781	0
Cyth2	565.166667	0	1418	0	379	394	1200	0
Cir1	565.166667	0	1831	0	513	266	781	0
Rpf1	565.000000	0	1791	0	148	101	1350	0
Cul3	565.000000	0	1606	0	475	338	971	0
Incenp	563.666667	0	1195	0	595	444	1148	0
Ccnj	563.333333	0	1432	0	592	506	850	0
Tsacc	563.000000	0	1012	0	722	463	1181	0
Gtpbp2	563.000000	0	1404	0	165	408	1401	0
Cct3	563.000000	0	1012	0	722	463	1181	0
Rrbp1	562.833333	0	1473	0	561	544	799	0
Kank3	562.166667	0	881	0	887	541	1064	0
Upf3a	559.666667	0	1505	0	370	363	1120	0
Rad54l	559.666667	0	1477	0	130	318	1433	0
Zfp654	559.500000	0	1388	0	521	386	1062	0
Cggbp1	559.500000	0	1388	0	521	386	1062	0
Recql	558.500000	0	1556	0	369	522	904	0
Golt1b	558.500000	0	1556	0	369	522	904	0
Poll	558.166667	0	1697	0	288	290	1074	0
Dpcd	558.166667	0	1697	0	288	290	1074	0
Ccdc61	557.833333	0	1216	0	636	441	1054	0
Ankrd39	557.833333	0	1342	0	375	458	1172	0
Gtdc1	557.666667	0	767	0	434	556	1589	0
Ptms	556.166667	0	1169	0	554	499	1115	0
Tpcn1	555.333333	0	1344	0	579	402	1007	0
Iqcd	555.333333	0	1344	0	579	402	1007	0
Zfp120	554.500000	0	1247	0	442	636	1002	0
Pdp2	554.500000	0	1248	0	714	594	771	0
Golph3l	554.333333	0	1169	0	264	349	1544	0
Tfcp2	552.333333	0	1411	0	506	348	1049	0
Mettl8	552.333333	0	1542	0	110	207	1455	0
Kat6b	552.333333	0	1300	0	386	439	1189	0
Dcaf17	552.333333	0	1542	0	110	207	1455	0
Rbpj	550.833333	0	1287	0	478	543	997	0
Ube2i	550.666667	0	1569	0	264	233	1238	0
Drosha	548.833333	0	1101	0	613	491	1088	0
6030458C11Rik	548.833333	0	1101	0	613	491	1088	0
Tmem116	548.000000	0	1289	0	382	739	878	0
Erp29	548.000000	0	1289	0	382	739	878	0
Gps2	546.833333	0	1450	0	313	718	800	0
Ogt	546.333333	0	1018	0	673	472	1115	0
Phpt1	545.000000	0	1428	0	395	303	1144	0
Mamdc4	545.000000	0	1428	0	395	303	1144	0
Ttbk2	544.666667	0	1205	0	596	372	1095	0
Wdr5b	544.000000	0	1685	0	0	174	1405	0
Ppp1r2	543.666667	0	1647	0	319	247	1049	0
Pcf11	543.333333	0	1462	0	213	243	1342	0
Acyp1	542.500000	0	1268	0	411	592	984	0
Fam185a	542.333333	0	1330	0	252	264	1408	0
Ddx3x	542.333333	0	1175	0	289	409	1381	0
Ccdc146	542.333333	0	1330	0	252	264	1408	0
Serbp1	541.333333	0	1261	0	249	616	1122	0
Hltf	540.666667	0	1358	0	434	383	1069	0
Ube3a	540.333333	0	1359	0	223	477	1183	0
Olfr806	540.000000	957	541	0	776	768	198	0
Pxmp4	539.000000	0	1113	0	568	661	892	0
Chchd6	538.833333	0	1378	0	506	338	1011	0
Pan2	537.666667	0	1256	0	609	357	1004	0
Btrc	537.666667	0	1236	0	154	206	1630	0
Ap2m1	535.333333	0	1302	0	388	314	1208	0
Plekha8	534.166667	0	1094	0	659	559	893	0
Fkbp14	534.166667	0	1094	0	659	559	893	0
Hnrnpab	534.000000	0	1352	0	510	415	927	0
Ate1	534.000000	0	1686	0	270	196	1052	0
Ogdh	533.333333	0	947	0	686	927	640	0
Wbp11	532.000000	0	998	0	429	593	1172	0
BC049715	532.000000	0	998	0	429	593	1172	0
Rps11	531.833333	0	1065	0	367	472	1287	0
Rpl13a	531.833333	0	1065	0	367	472	1287	0
Sfpq	527.333333	0	1099	0	622	401	1042	0
Pou4f1	526.500000	0	1466	0	248	452	993	0
Arcn1	526.500000	0	1727	0	0	0	1432	0
Swsap1	526.333333	0	1136	0	452	459	1111	0
Ints13	526.166667	0	1410	0	311	267	1169	0
Fgfr1op2	526.166667	0	1410	0	311	267	1169	0
Rictor	525.833333	0	1353	0	412	445	945	0
Rptor	524.666667	0	1529	0	201	190	1228	0
Hemk1	524.666667	0	1250	0	566	264	1068	0
6430571L13Rik	524.666667	0	1250	0	566	264	1068	0
Cabin1	523.500000	0	1273	0	266	455	1147	0
Nutf2	520.666667	0	1431	0	132	176	1385	0
Gm20346	520.666667	0	1166	0	602	455	901	0
Anp32a	520.666667	0	1166	0	602	455	901	0
Usp5	519.833333	0	1140	0	512	435	1032	0
Cdca3	519.833333	0	1140	0	512	435	1032	0
Fdxr	519.666667	0	1149	0	366	258	1345	0
Unk	519.500000	0	1526	0	168	119	1304	0
Coq7	519.333333	0	1088	0	876	602	550	0
Tprn	519.166667	0	1104	0	581	430	1000	0
Maco1	518.666667	0	1058	0	737	390	927	0
Mrpl34	518.000000	0	1309	0	170	234	1395	0
Dda1	518.000000	0	1309	0	170	234	1395	0
Abhd8	518.000000	0	1309	0	170	234	1395	0
Zfyve21	517.333333	0	1245	0	691	276	892	0
Xrcc3	517.333333	0	1245	0	691	276	892	0
Wwox	517.333333	790	729	0	539	502	544	0
Ap2s1	516.500000	0	978	0	247	265	1609	0
Leng8	516.000000	0	1534	0	165	137	1260	0
H2-Q8	516.000000	0	1399	0	421	309	967	0
H2-Q6	516.000000	0	1399	0	421	309	967	0
Kdm4a	515.833333	0	1152	0	676	276	991	0
Sh3bgrl	514.000000	0	1016	0	318	253	1497	0
Pgd	513.166667	0	1304	0	451	361	963	0
H2aw	513.000000	0	1202	0	359	218	1299	0
Sarnp	511.833333	0	1176	0	630	408	857	0
Ormdl2	511.833333	0	1176	0	630	408	857	0
Tab2	510.833333	0	1579	0	168	283	1035	0
Add1	510.833333	0	1372	0	445	270	978	0
Mfsd13a	509.500000	0	1464	0	0	248	1345	0
Dohh	509.333333	0	1099	0	576	511	870	0
2610008E11Rik	508.500000	0	914	0	664	589	884	0
H4c8	507.000000	0	1122	0	712	773	435	0
Kansl2	506.333333	0	1179	0	396	328	1135	0
Ccar2	506.166667	0	1251	0	326	245	1215	0
Zfp740	505.166667	0	1767	0	0	0	1264	0
Csad	505.166667	0	1767	0	0	0	1264	0
Scd2	503.666667	0	1592	0	121	0	1309	0
Map3k3	503.500000	0	1226	0	499	221	1075	0
Ivd	502.833333	0	937	0	658	491	931	0
Me2	501.833333	0	1010	0	360	546	1095	0
Dcaf15	501.666667	0	1077	0	470	385	1078	0
Iffo1	501.333333	0	1639	0	651	580	138	0
Wrnip1	500.833333	0	1108	0	284	363	1250	0
Smg8	499.833333	0	1514	0	238	253	994	0
Mospd3	499.500000	0	1301	0	243	292	1161	0
Pwwp2a	498.666667	0	1403	0	382	290	917	0
Camta1	498.166667	0	1158	0	470	426	935	0
Stag3	497.833333	0	0	0	1565	1422	0	0
Gpc2	497.833333	0	0	0	1565	1422	0	0
Zfyve26	497.500000	0	1390	0	219	239	1137	0
Rad51b	497.500000	0	1390	0	219	239	1137	0
Atf4	497.333333	0	1130	0	245	542	1067	0
Abhd6	497.000000	984	432	0	662	666	238	0
Rab3a	496.500000	0	1014	0	363	587	1015	0
H2-Ea	496.500000	0	1854	0	0	0	1125	0
Gatad2a	496.333333	0	1205	0	351	392	1030	0
Lamtor4	495.666667	0	1021	0	524	562	867	0
Crtc1	495.333333	0	1433	0	341	408	790	0
Top3a	494.833333	0	1298	0	275	255	1141	0
Smcr8	494.833333	0	1298	0	275	255	1141	0
Fmr1nb	493.833333	0	0	0	1272	1691	0	0
Zfp53	493.666667	0	625	0	854	1022	461	0
Tap1	492.666667	0	1174	0	200	391	1191	0
Psmb9	492.666667	0	1174	0	200	391	1191	0
Pxmp2	490.333333	0	1264	0	367	136	1175	0
Pole	490.333333	0	1264	0	367	136	1175	0
Fam161b	489.666667	0	1419	0	274	205	1040	0
Coq6	489.666667	0	1419	0	274	205	1040	0
Cfap70	489.166667	0	302	0	797	676	1160	0
Oscp1	488.833333	0	1241	0	427	324	941	0
Grcc10	488.500000	0	954	0	376	518	1083	0
Vps35	487.833333	0	1390	0	258	251	1028	0
Orc6	487.833333	0	1390	0	258	251	1028	0
Kif1b	487.833333	0	1236	0	377	345	969	0
Hspa14	487.500000	0	1372	0	242	257	1054	0
Cdnf	487.500000	0	1372	0	242	257	1054	0
Chchd2	487.333333	0	1090	0	604	410	820	0
Setdb2	485.833333	0	1495	0	304	211	905	0
Gm45935	485.833333	0	1495	0	304	211	905	0
Cab39l	485.833333	0	1495	0	304	211	905	0
Tmx3	485.500000	0	659	0	523	960	771	0
Ptpn6	484.500000	0	954	0	376	494	1083	0
Zfp968	482.666667	0	1474	0	393	350	679	0
Zfp967	482.666667	0	1474	0	393	350	679	0
Zfp966	482.666667	0	1474	0	393	350	679	0
Trappc1	482.666667	0	1466	0	131	192	1107	0
Kcnab3	482.666667	0	1466	0	131	192	1107	0
Cntrob	482.666667	0	1466	0	131	192	1107	0
Csrnp1	482.333333	0	1374	0	107	0	1413	0
Ckb	482.000000	0	1538	0	0	0	1354	0
Ptges3	481.666667	0	1254	0	281	461	894	0
Sf3b2	481.500000	0	1271	0	405	145	1068	0
Gal3st3	481.500000	0	1271	0	405	145	1068	0
Tia1	481.333333	0	900	0	679	520	789	0
Zkscan2	480.166667	0	0	0	1184	1697	0	0
Smpd3	479.500000	0	1520	0	201	191	965	0
Il23a	478.166667	0	1256	0	609	0	1004	0
Tmpo	477.666667	0	1231	0	302	475	858	0
Yipf2	477.000000	0	925	0	287	373	1277	0
Timm29	477.000000	0	925	0	287	373	1277	0
Snapin	477.000000	0	1225	0	0	278	1359	0
Armc1	477.000000	0	1100	0	281	287	1194	0
Akr1e1	475.833333	0	814	0	448	685	908	0
Tmem203	475.666667	0	1419	0	204	211	1020	0
Ndor1	475.666667	0	1419	0	204	211	1020	0
Utp23	475.166667	0	1376	0	170	156	1149	0
Zfp143	474.666667	228	871	0	610	542	597	0
Slc46a3	474.666667	0	1028	0	728	249	843	0
Ugp2	474.500000	0	1396	0	283	119	1049	0
Med30	474.500000	0	1081	0	364	297	1105	0
Mvk	474.333333	0	1193	0	389	356	908	0
Mmab	474.333333	0	1193	0	389	356	908	0
Atxn2l	474.166667	0	996	0	211	375	1263	0
Smg7	473.833333	0	1293	0	496	239	815	0
Peak1	473.833333	0	1339	0	183	124	1197	0
Nudcd2	473.833333	0	1156	0	295	347	1045	0
Hmmr	473.833333	0	1156	0	295	347	1045	0
Hmg20a	473.833333	0	1339	0	183	124	1197	0
Zbed5	473.666667	0	1069	0	538	434	801	0
Sufu	473.333333	0	909	0	572	399	960	0
Actr1a	473.333333	0	909	0	572	399	960	0
Usp53	473.000000	0	210	0	601	775	1252	0
Srebf1	472.500000	0	1149	0	265	362	1059	0
Mat2b	471.333333	0	1302	0	166	332	1028	0
Xpo1	471.166667	0	1257	0	357	299	914	0
Elmo2	470.000000	0	1316	0	364	221	919	0
Zfp951	469.833333	0	1166	0	701	693	259	0
Fam76b	469.833333	0	999	0	338	296	1186	0
Cep57	469.833333	0	999	0	338	296	1186	0
Smc4	469.166667	0	1156	0	390	228	1041	0
Ift80	469.166667	0	1156	0	390	228	1041	0
Hmgcs1	468.833333	0	1215	0	381	426	791	0
Snrnp70	468.500000	0	1070	0	435	553	753	0
Tlk2	467.666667	0	1233	0	395	199	979	0
Calr3	467.500000	0	1522	0	106	118	1059	0
1700030K09Rik	467.500000	0	1522	0	106	118	1059	0
Krr1	466.500000	0	1195	0	229	243	1132	0
Zfp961	465.666667	0	910	0	568	451	865	0
Mphosph9	465.500000	0	1293	0	417	236	847	0
2810006K23Rik	465.500000	0	1293	0	417	236	847	0
Setdb1	465.000000	0	1348	0	118	0	1324	0
Atg9b	465.000000	0	693	0	542	297	1258	0
Abcb8	465.000000	0	693	0	542	297	1258	0
Ttll9	464.833333	0	1573	0	158	365	693	0
Taf11	464.833333	0	940	0	358	772	719	0
Lcmt2	464.833333	0	1231	0	419	285	854	0
Anks1	464.833333	0	940	0	358	772	719	0
Adal	464.833333	0	1231	0	419	285	854	0
Mccc2	464.500000	0	1029	0	205	463	1090	0
Tpr	463.833333	0	968	0	302	452	1061	0
Odr4	463.833333	0	968	0	302	452	1061	0
Spc24	463.000000	0	892	0	277	378	1231	0
Ckap5	462.333333	0	1177	0	367	356	874	0
Npr2	462.000000	0	1741	0	352	679	0	0
Sf3a2	460.666667	0	992	0	465	796	511	0
Plekhj1	460.666667	0	992	0	465	796	511	0
Ilf2	460.666667	0	754	0	477	480	1053	0
Abl1	460.666667	0	1049	0	367	537	811	0
Araf	460.333333	0	843	0	381	310	1228	0
Trmt2a	459.166667	0	1458	0	219	119	959	0
Supt7l	459.166667	0	1112	0	369	339	935	0
Slc4a1ap	459.166667	0	1112	0	369	339	935	0
Ranbp1	459.166667	0	1458	0	219	119	959	0
Haus4	458.833333	0	1170	0	396	517	670	0
Rnf13	458.666667	0	1130	0	409	361	852	0
Kif14	458.500000	0	910	0	313	322	1206	0
Zscan22	458.333333	0	903	0	294	299	1254	0
Psmb8	458.166667	0	961	0	260	274	1254	0
Tent2	457.333333	0	1393	0	121	0	1230	0
Sephs2	456.833333	0	826	0	501	268	1146	0
Cyb5a	456.166667	0	1057	0	492	438	750	0
Trip4	455.500000	0	1121	0	149	101	1362	0
Zfp809	455.333333	0	997	0	210	230	1295	0
Ip6k1	454.833333	0	850	0	623	361	895	0
Grb2	454.666667	0	1427	0	258	273	770	0
Zfp174	454.500000	0	1165	0	379	269	914	0
Tesk2	454.166667	0	958	0	342	365	1060	0
Rab40c	454.166667	0	909	0	452	522	842	0
Msantd4	453.833333	0	806	0	429	362	1126	0
Mzf1	452.500000	0	1228	0	250	147	1090	0
Prpf8	452.000000	0	1012	0	297	293	1110	0
Ubc	451.500000	0	1152	0	230	221	1106	0
Tle3	450.000000	0	939	0	568	391	802	0
Otulin	449.666667	0	1393	0	148	94	1063	0
Kri1	449.333333	0	1089	0	125	238	1244	0
Cdkn2d	449.333333	0	1089	0	125	238	1244	0
Pigyl	448.000000	0	852	0	210	304	1322	0
Zfp101	447.666667	0	876	0	442	636	732	0
Washc3	447.666667	0	1006	0	248	319	1113	0
Zc3h10	446.666667	0	1047	0	156	169	1308	0
Rpl41	446.666667	0	1047	0	156	169	1308	0
Sars2	446.333333	0	1138	0	239	201	1100	0
Mrps12	446.333333	0	1138	0	239	201	1100	0
Copz1	446.333333	0	1317	0	180	303	878	0
Dnajb5	446.166667	0	1111	0	415	333	818	0
Srpr	445.000000	0	1155	0	247	401	867	0
Foxred1	445.000000	0	1155	0	247	401	867	0
Srm	444.500000	0	1122	0	396	290	859	0
Ppm1b	443.166667	0	923	0	560	364	812	0
Tspyl4	442.166667	0	1533	0	450	670	0	0
Kctd9	441.833333	0	1125	0	387	352	787	0
Cdca2	441.833333	0	1125	0	387	352	787	0
Sap30l	441.333333	0	1117	0	331	210	990	0
Cep85	441.166667	0	489	0	807	932	419	0
Flywch1	440.833333	0	1070	0	370	353	852	0
Tmem97	440.666667	0	1210	0	322	226	886	0
