Target_genes	Gata1|Average	SRX079887|Embryonic_erythroblasts	SRX079888|Embryonic_erythroblasts	SRX145055|Embryonic_erythroblasts	SRX3889813|Embryonic_erythroblasts	SRX3889814|Embryonic_erythroblasts	SRX145066|Embryonic_megakaryocytes	SRX6797012|Erythroblasts	SRX6797015|Erythroblasts	SRX6797018|Erythroblasts	SRX6797021|Erythroblasts	SRX6797024|Erythroblasts	SRX6797027|Erythroblasts	SRX6797030|Erythroblasts	SRX6797033|Erythroblasts	SRX6797036|Erythroblasts	SRX6797039|Erythroblasts	SRX744012|Erythroblasts	SRX744013|Erythroblasts	SRX744014|Erythroblasts	SRX744015|Erythroblasts	SRX10916763|Erythrocytes	SRX10916762|Erythroid_Cells	SRX18530072|Erythroid_Cells	SRX18530073|Erythroid_Cells	SRX18530074|Erythroid_Cells	SRX8785799|ES_cells	SRX8785800|ES_cells	SRX340954|FDCPmix	SRX340957|FDCPmix	SRX340962|FDCPmix	SRX340963|FDCPmix	SRX340966|FDCPmix	SRX340967|FDCPmix	SRX100316|G1E	SRX145061|G1E	SRX9519540|G1E	SRX9519541|G1E	SRX013185|G1E-ER4+E2	SRX10714839|G1E-ER4+E2	SRX10714840|G1E-ER4+E2	SRX130172|G1E-ER4+E2	SRX130174|G1E-ER4+E2	SRX145052|G1E-ER4+E2	SRX181742|G1E-ER4+E2	SRX181743|G1E-ER4+E2	SRX181744|G1E-ER4+E2	SRX181745|G1E-ER4+E2	SRX181748|G1E-ER4+E2	SRX181749|G1E-ER4+E2	SRX8820360|G1E-ER4+E2	SRX8820361|G1E-ER4+E2	SRX816546|G1ME	SRX816547|G1ME	SRX816548|G1ME	SRX4513890|HPC-7	SRX4513891|HPC-7	SRX140370|MEL	SRX188828|MEL	SRX3889826|MEL	SRX3889827|MEL	SRX015120|MEL86	SRX18530081|mESC_derived_erythroid_cells	SRX18530083|mESC_derived_erythroid_cells	SRX18530084|mESC_derived_erythroid_cells	SRX1035393|mESC_derived_haematopoietic_progenitor	SRX118001|mESC_derived_haematopoietic_progenitor	SRX118002|mESC_derived_haematopoietic_progenitor	SRX118003|mESC_derived_haematopoietic_progenitor	SRX118004|mESC_derived_haematopoietic_progenitor	SRX118005|mESC_derived_haematopoietic_progenitor	SRX1431659|mESC_derived_haematopoietic_progenitor	SRX298036|Ter119_Erythrocytes	STRING
Eipr1	446.750000	1297	780	1602	984	1801	127	370	304	348	86	0	114	773	1247	496	1202	421	393	0	91	0	207	251	0	396	0	0	0	269	0	0	0	0	0	0	526	198	1093	579	383	0	1109	1308	1184	802	921	764	758	382	0	1604	499	143	0	0	0	1457	1457	392	0	0	412	1178	563	0	153	0	231	188	180	143	0	0
Snca	445.902778	1067	985	1595	1906	2734	0	257	111	439	100	149	250	664	1080	498	955	109	206	0	0	255	228	289	0	279	91	206	0	261	0	0	0	0	83	0	466	291	694	248	270	0	708	1015	605	255	616	243	655	133	0	1230	0	0	0	0	0	1909	1876	1365	439	121	573	1157	733	92	206	0	424	272	175	537	0	0
Ap5s1	445.236111	759	676	1099	1603	1854	135	165	251	247	0	0	174	963	1316	558	829	127	159	0	0	356	320	411	110	580	164	143	0	168	0	0	0	0	164	0	662	749	436	250	198	0	409	719	609	641	406	918	264	0	152	1867	446	387	0	0	0	2256	1333	614	0	216	243	537	2524	0	378	126	438	185	268	304	191	0
Fam117a	444.166667	1279	682	1545	1155	2210	0	230	275	300	0	127	130	956	1378	600	1380	249	278	0	0	341	517	208	0	458	0	0	0	0	0	0	0	0	0	0	480	180	721	415	217	0	708	1108	743	707	740	432	763	262	0	1725	207	0	0	0	0	2022	1682	750	0	0	294	676	1094	0	327	0	242	304	352	125	406	0
Fzr1	443.013889	950	683	1294	264	1654	307	324	235	451	87	83	280	1033	1593	672	1725	250	321	0	0	0	846	384	102	384	0	186	0	281	0	0	0	0	0	0	1543	947	447	316	281	0	446	1001	1034	656	898	655	651	216	0	1755	655	303	0	0	0	1645	1163	831	199	205	0	99	760	0	124	0	96	0	159	0	423	0
Mrps17	436.972222	599	507	888	1842	2765	237	331	385	407	158	124	285	880	1538	762	1841	0	101	0	0	288	271	277	0	316	159	173	0	353	0	0	0	0	121	0	408	280	366	0	199	0	355	850	296	259	429	0	521	122	0	974	842	471	0	0	0	1639	1715	1083	437	0	530	1053	2373	0	162	0	0	0	0	349	141	0
Dohh	436.444444	950	683	1294	264	1654	307	324	235	451	87	83	280	1033	1593	672	1725	250	321	0	0	0	846	384	102	384	0	186	0	281	0	0	0	0	107	0	1543	947	447	316	281	0	446	1001	1034	656	898	655	651	216	0	1755	655	303	0	0	0	1645	1163	831	199	205	0	99	180	0	124	0	96	0	159	0	423	0
Hectd4	433.680556	1144	643	1455	926	2487	0	322	273	434	144	105	204	1026	1727	702	1533	428	449	0	141	0	460	465	279	659	0	0	0	0	0	0	0	0	0	0	1351	957	473	413	373	0	505	1198	750	734	1030	426	750	296	0	1930	592	332	0	0	0	619	581	355	0	0	0	0	485	0	150	0	181	283	218	0	237	0
Cbx7	433.055556	759	702	1211	1470	2282	0	246	174	332	0	0	140	433	1144	516	1762	234	238	0	0	250	436	209	0	288	79	148	0	216	0	0	0	0	0	0	1074	463	595	222	197	0	623	1321	622	400	932	198	1061	201	0	1660	484	239	0	0	0	1102	1306	686	249	0	470	939	2285	0	0	0	0	0	0	233	349	0
Rabgef1	428.041667	907	626	1234	1274	1573	71	242	220	323	67	75	105	715	1190	510	1132	263	313	0	0	226	228	533	0	502	140	272	0	194	0	0	0	0	0	0	1037	605	445	330	377	0	489	917	895	601	545	286	334	170	0	2104	315	197	0	0	0	1709	1404	589	150	0	369	825	2389	0	158	0	132	0	166	165	181	0
Atg4d	427.611111	575	478	940	1969	2212	86	206	177	400	0	0	138	511	835	621	1310	0	184	0	97	256	519	224	0	236	0	346	0	475	0	0	0	0	89	0	1017	617	295	0	119	0	339	769	376	358	457	0	552	112	0	1369	411	345	0	0	0	1468	1576	1234	689	205	594	928	3402	0	0	0	0	0	0	234	438	0
Depdc1b	426.638889	510	560	955	613	1688	135	256	370	355	0	131	116	1107	1829	777	1840	159	0	0	0	232	276	317	151	623	115	197	0	111	0	0	0	0	98	0	776	276	411	415	344	0	412	700	881	761	537	634	408	132	0	1116	365	235	0	0	0	2377	1857	995	346	242	550	976	367	0	177	0	256	208	216	0	227	0
Zmynd8	425.513889	728	588	1080	1761	2352	278	284	243	340	73	0	239	882	1323	505	1372	133	176	0	0	286	356	0	0	305	261	303	0	276	0	0	0	0	0	0	733	380	598	275	238	0	565	1013	286	379	583	143	639	111	0	1972	897	513	0	0	0	1041	1123	1101	130	0	253	410	1769	0	0	157	155	222	151	434	222	0
Ddx41	425.013889	1158	716	1423	2260	2681	197	363	357	294	118	89	183	731	1097	651	1891	0	0	0	0	580	546	195	0	208	149	207	0	380	0	0	0	0	74	0	208	0	410	0	110	0	458	700	121	353	449	0	327	177	0	0	1017	869	0	0	0	1098	1462	970	422	0	476	1091	2619	0	0	0	0	0	0	439	277	0
Ccrl2	423.208333	1321	757	1503	1336	2262	0	162	152	133	0	63	92	520	867	297	579	188	209	0	94	281	788	332	63	347	0	0	0	105	0	0	0	0	0	0	924	519	667	262	229	0	671	1002	760	566	776	616	839	213	0	1893	195	0	0	0	0	982	1638	870	143	120	657	961	936	0	171	0	295	223	261	312	319	0
Ank1	421.305556	871	767	1367	1965	2456	0	297	369	510	119	132	268	937	1257	628	1580	0	0	0	0	406	666	135	0	224	0	0	0	0	0	0	0	0	0	0	654	190	715	139	0	0	737	1073	377	349	735	124	795	241	0	1960	0	0	0	0	0	989	1463	1137	257	0	0	298	2129	0	208	0	119	271	199	0	221	0
C330018D20Rik	419.597222	1034	703	1375	866	1945	0	306	342	337	124	107	127	835	1529	732	1457	0	0	0	0	376	464	345	183	448	137	164	0	0	0	0	0	0	91	0	802	550	382	0	135	0	376	670	645	444	542	635	336	0	0	1690	491	140	0	0	0	1744	1676	1028	189	0	494	1075	560	0	368	163	231	200	244	0	374	0
Prdx2	419.347222	929	747	1338	1805	2196	0	324	313	380	122	67	169	871	1117	683	1275	94	197	0	0	311	326	347	0	342	0	0	0	213	0	0	0	0	113	0	856	461	442	289	191	0	484	918	513	400	492	456	670	191	163	1916	319	101	0	0	0	1436	1497	533	130	0	676	996	700	0	241	0	123	200	0	204	316	0
Il31ra	417.583333	360	738	665	1148	1148	933	0	0	352	617	351	406	0	0	242	0	442	548	567	732	0	0	330	219	411	426	678	112	395	229	154	186	0	1036	899	621	699	707	159	0	491	636	1102	454	347	1036	524	1215	603	781	935	348	434	214	313	213	441	743	230	134	0	0	0	0	181	0	161	148	154	0	1068	650	0
Bola3	414.069444	1366	1131	1829	1513	2472	0	184	113	315	100	0	184	734	1189	411	964	130	0	0	0	489	468	364	0	425	0	0	0	168	0	0	0	0	109	0	316	0	733	0	0	0	762	1051	501	298	554	200	607	323	148	1214	0	0	0	0	0	1990	1793	1279	402	0	419	1058	516	0	0	0	142	0	0	392	457	0
Tmem9	413.888889	1033	1031	1457	502	1348	0	389	396	356	0	104	175	1448	1778	869	1546	169	155	0	60	203	653	523	374	671	0	0	0	0	0	0	0	0	138	0	884	904	171	230	234	0	166	299	1015	870	473	1315	199	0	179	900	115	0	0	0	0	1971	1451	434	0	0	394	570	161	0	368	138	457	128	148	0	248	0
Aqp9	413.041667	1148	847	1425	910	2528	0	195	208	398	98	0	154	679	1285	587	1352	228	277	0	0	156	531	242	109	402	0	87	0	283	0	0	0	0	0	0	499	188	735	331	352	0	733	1110	898	849	1031	512	923	310	0	1572	775	347	0	0	0	1425	1493	732	0	0	0	264	229	0	0	0	0	0	0	0	302	0
Prkab1	410.597222	917	619	1190	1474	2067	326	281	265	275	0	0	169	669	1326	603	1377	177	0	0	0	337	372	233	0	348	167	270	0	173	0	0	0	0	0	0	603	303	640	337	270	0	658	880	582	325	669	340	762	288	0	1268	500	337	0	0	0	1175	1193	725	290	180	384	862	1021	0	168	0	164	167	220	130	487	0
Ly6g6e	410.236111	313	153	399	124	570	0	381	419	618	228	252	220	1253	1910	700	1803	291	277	0	113	0	0	229	0	302	0	0	0	196	0	0	0	0	0	0	1479	1015	656	422	236	0	674	1016	1142	941	972	749	535	222	0	1890	671	399	0	0	0	2046	1745	828	182	334	0	0	140	0	185	0	151	0	156	0	0	0
Zdhhc24	410.083333	836	684	1116	2674	2784	0	406	276	629	228	102	260	577	1129	739	1708	0	0	0	0	414	344	136	0	191	196	252	0	622	0	113	0	0	0	0	168	0	405	0	0	0	405	838	170	0	451	0	499	0	0	146	1093	921	0	0	0	408	430	1150	469	0	364	846	3492	0	0	0	0	0	0	735	120	0
Actn3	410.083333	836	684	1116	2674	2784	0	406	276	629	228	102	260	577	1129	739	1708	0	0	0	0	414	344	136	0	191	196	252	0	622	0	113	0	0	0	0	168	0	405	0	0	0	405	838	170	0	451	0	499	0	0	146	1093	921	0	0	0	408	430	1150	469	0	364	846	3492	0	0	0	0	0	0	735	120	0
Rfx2	408.444444	1335	901	1651	441	1989	0	357	273	380	0	116	94	952	1646	620	1356	164	166	0	0	186	361	441	291	894	0	0	0	121	0	0	0	0	149	0	919	575	298	409	426	0	296	522	972	663	605	441	301	319	0	1119	317	0	0	0	0	2116	1500	676	122	0	249	764	600	0	0	0	193	0	0	0	122	0
Pkd2l2	406.527778	957	692	1352	443	1725	0	336	319	251	0	0	110	932	1457	615	1374	260	238	0	104	223	347	468	203	659	0	0	0	0	0	0	0	0	148	0	1146	628	627	249	176	0	622	885	898	629	714	983	261	154	0	1298	232	0	0	0	0	2105	1444	425	101	128	272	454	265	0	362	130	425	274	170	0	0	0
Rac2	405.152778	0	101	199	2023	2227	0	371	196	372	158	94	225	969	1529	612	1448	119	144	0	0	375	176	81	0	142	0	203	0	368	0	0	0	0	91	0	789	280	431	167	202	0	493	971	437	167	669	239	719	109	0	1682	779	374	0	0	0	903	1317	1144	410	0	348	823	2706	0	0	0	0	222	139	428	0	0
Spta1	404.527778	809	690	1270	1855	2730	0	194	159	339	113	0	218	803	1205	608	1464	135	196	0	0	534	698	88	0	190	0	0	0	197	0	0	0	0	0	0	632	150	467	310	217	0	476	1026	554	283	407	187	634	161	0	1850	0	0	0	0	0	1240	1352	811	236	0	459	1136	943	0	182	0	239	0	0	338	341	0
Fech	402.388889	880	587	1117	1783	1589	0	130	123	169	0	114	93	787	1145	454	729	105	239	0	0	296	286	378	367	556	0	104	0	134	0	0	0	0	0	0	872	763	315	333	277	0	322	637	652	541	342	496	302	133	0	1466	222	176	0	0	0	1595	1465	441	201	0	385	638	2862	0	181	0	212	196	199	302	281	0
Slc43a3	400.833333	1139	414	1215	535	1339	0	346	340	284	0	109	117	860	1291	492	1139	177	239	0	101	366	510	362	136	402	0	127	0	0	0	0	0	0	0	0	1104	775	529	489	307	0	538	774	607	386	475	482	533	126	0	1308	185	0	0	0	0	1763	1515	416	0	0	813	1793	674	0	192	0	234	227	242	206	127	0
Msmb	400.208333	978	506	1162	793	1828	0	174	175	283	354	296	243	798	894	606	495	358	170	0	0	315	315	588	127	540	0	152	0	0	0	0	0	0	0	0	883	479	511	489	348	0	519	846	742	471	758	571	340	184	0	2186	363	0	0	0	0	1480	2008	777	0	233	311	1019	590	0	0	0	210	0	0	200	147	0
Sptb	399.958333	497	403	724	2063	2556	0	376	208	302	99	0	93	417	654	443	1069	0	0	0	0	399	398	0	0	117	265	355	0	0	0	0	0	0	0	0	961	509	559	208	0	0	555	1114	188	128	658	0	547	0	97	2106	436	197	0	0	0	661	1582	1135	138	0	458	960	3463	0	135	0	0	192	150	222	0	0
Ube2v1	398.902778	1153	742	1467	1139	2397	0	239	256	355	0	94	223	845	1578	736	1354	318	271	0	74	299	753	625	0	570	0	0	0	176	0	0	0	0	0	0	344	413	425	430	297	0	429	724	606	712	424	240	430	223	0	1646	222	91	0	0	0	1153	1351	391	0	0	352	509	529	0	0	0	164	251	285	128	288	0
Stom	398.861111	1122	798	1310	2359	2871	0	207	215	389	130	125	246	930	1232	684	1267	0	0	0	0	284	409	0	0	132	0	0	0	230	0	0	0	0	114	0	285	0	648	0	0	0	683	1076	473	365	836	255	488	177	0	1385	431	0	0	0	0	845	1425	947	115	0	0	280	1976	0	159	0	0	0	158	316	341	0
Uba7	397.000000	720	543	1073	376	1563	122	329	362	396	106	102	151	657	1084	691	1418	184	233	0	0	0	443	417	244	564	0	186	0	159	0	0	0	0	0	0	926	654	601	327	243	0	585	841	1395	782	738	580	510	309	0	1635	909	357	0	0	0	1251	1240	481	0	179	388	651	468	0	92	0	225	0	0	0	94	0
Rnaseh2a	396.291667	929	747	1338	1805	2196	0	324	313	380	0	0	169	871	1117	683	1275	94	0	0	0	311	326	347	0	342	0	0	0	0	0	0	0	0	113	0	856	461	442	289	191	0	484	918	513	400	492	456	670	191	0	1916	319	101	0	0	0	1436	1497	533	0	0	676	996	700	0	0	0	0	0	0	0	316	0
Gp9	394.388889	918	700	1318	1019	1669	86	296	255	354	0	0	109	918	1243	432	1199	188	192	0	0	229	231	286	0	327	0	105	0	294	0	0	0	0	0	0	760	423	729	462	340	0	713	976	515	352	518	243	590	101	0	2259	311	175	0	0	0	1608	1644	1065	282	0	215	601	724	0	0	0	0	0	0	198	224	0
Epb41	393.180556	514	392	775	1003	1346	208	366	450	375	468	640	550	802	1369	660	1230	88	224	0	0	215	385	257	0	355	112	215	0	134	0	0	0	0	0	0	1062	805	439	234	163	0	420	1031	358	268	631	314	698	0	0	1895	256	260	0	0	0	1074	1210	618	171	0	248	931	1425	0	124	0	0	62	112	164	203	0
Eif1	392.138889	1916	1570	2181	1455	2555	0	440	398	493	189	137	313	886	1359	737	2002	0	0	0	0	180	437	208	0	182	0	0	0	344	0	0	0	0	133	0	0	0	213	0	0	0	214	587	466	505	545	267	286	0	0	364	805	263	0	0	0	1152	1213	990	344	0	0	179	579	0	0	0	0	0	0	753	394	0
Nsmaf	391.500000	683	667	1067	781	1791	0	276	168	350	105	145	140	698	1228	414	902	293	165	0	0	256	231	441	162	439	0	208	0	168	0	0	0	0	0	0	1327	1213	462	254	189	0	453	814	728	594	536	573	235	89	0	1949	211	0	0	0	0	2103	1393	191	0	0	622	1009	599	0	189	0	201	0	134	342	0	0
Pigq	391.305556	739	608	1138	1414	1824	0	175	184	350	185	0	139	742	1022	426	737	232	338	0	0	227	564	299	0	301	0	0	0	201	0	0	0	0	0	0	828	319	564	444	359	0	537	1242	739	433	945	302	989	245	0	2347	361	0	0	0	0	697	1284	982	125	124	166	524	496	0	142	0	112	235	207	178	403	0
Nhlrc4	391.305556	739	608	1138	1414	1824	0	175	184	350	185	0	139	742	1022	426	737	232	338	0	0	227	564	299	0	301	0	0	0	201	0	0	0	0	0	0	828	319	564	444	359	0	537	1242	739	433	945	302	989	245	0	2347	361	0	0	0	0	697	1284	982	125	124	166	524	496	0	142	0	112	235	207	178	403	0
Fermt3	390.819444	132	0	204	112	554	227	310	356	316	123	109	164	1032	1724	623	1569	205	442	0	120	0	0	260	0	442	98	226	0	252	0	0	0	0	0	0	1429	809	533	751	587	0	509	1238	1055	816	1043	511	948	374	0	1005	815	632	0	0	0	1751	1645	1058	197	158	152	142	232	0	0	0	0	0	149	0	0	0
Tox2	390.333333	0	0	0	130	0	373	486	636	558	131	129	230	1089	1988	1058	2410	0	0	0	0	0	0	0	0	0	198	626	110	724	166	136	142	133	0	0	1312	667	214	0	0	0	213	854	1548	989	1112	1000	586	166	0	286	1327	1079	0	0	0	1542	788	1091	592	199	0	0	254	0	0	0	0	0	0	832	0	0
Gnat2	389.486111	809	614	1220	857	1763	0	144	194	215	0	0	0	662	957	368	818	299	216	0	0	395	333	414	219	519	0	0	0	0	0	0	0	0	0	0	999	921	565	211	215	0	570	861	1084	1009	799	981	370	333	0	2069	273	0	0	0	0	1733	1241	1012	0	0	0	484	437	0	313	96	201	0	159	91	0	0
Grk6	388.152778	946	695	1256	1137	1769	0	270	334	212	0	113	192	938	1012	703	1230	232	309	0	0	189	234	294	0	278	0	0	0	322	0	0	0	0	0	0	853	402	881	0	0	0	923	1293	1038	667	1299	430	756	291	0	1608	733	205	0	0	0	1278	1422	121	0	0	0	275	447	0	0	0	134	0	0	0	226	0
Psat1	387.277778	643	579	1038	1953	2735	0	319	182	414	249	415	342	649	1148	660	1753	0	0	0	0	347	398	0	0	244	0	0	0	179	0	0	0	0	90	0	213	0	278	0	0	0	303	626	251	194	591	0	298	0	0	456	1020	1037	0	0	0	1451	1084	662	226	0	739	1199	2352	0	0	0	0	0	0	395	172	0
Fam187a	385.333333	571	606	932	1849	2755	227	278	205	437	91	71	194	728	895	521	1619	0	0	0	0	285	514	125	0	262	0	119	0	261	0	0	0	0	158	0	280	0	284	143	108	0	293	624	184	222	641	124	466	176	0	638	773	598	0	0	0	1385	1654	1072	382	0	405	941	1344	0	0	0	0	248	285	458	313	0
Eftud2	385.333333	571	606	932	1849	2755	227	278	205	437	91	71	194	728	895	521	1619	0	0	0	0	285	514	125	0	262	0	119	0	261	0	0	0	0	158	0	280	0	284	143	108	0	293	624	184	222	641	124	466	176	0	638	773	598	0	0	0	1385	1654	1072	382	0	405	941	1344	0	0	0	0	248	285	458	313	0
Ccdc103	385.333333	571	606	932	1849	2755	227	278	205	437	91	71	194	728	895	521	1619	0	0	0	0	285	514	125	0	262	0	119	0	261	0	0	0	0	158	0	280	0	284	143	108	0	293	624	184	222	641	124	466	176	0	638	773	598	0	0	0	1385	1654	1072	382	0	405	941	1344	0	0	0	0	248	285	458	313	0
Pitrm1	383.555556	893	595	1254	618	1660	0	1411	1372	1519	1709	1626	1691	1122	823	1278	960	0	0	0	0	261	205	113	0	216	0	0	0	198	0	0	0	0	106	0	283	0	215	0	0	0	226	429	200	237	165	274	380	0	0	555	317	411	0	0	0	1284	476	0	0	0	179	345	1551	0	0	0	0	0	149	310	0	0
Ncoa4	382.833333	1248	811	1497	909	2225	184	219	207	268	0	0	102	537	848	448	1009	0	0	0	0	449	478	183	0	261	0	166	0	202	0	0	0	0	142	0	318	353	471	0	132	0	478	737	475	294	521	287	536	135	0	1077	443	316	0	0	0	1868	1679	896	390	0	509	880	1260	0	159	0	114	163	182	305	193	0
Glrx5	382.097222	938	794	1280	1725	2162	175	126	125	215	0	0	80	621	822	316	589	285	527	0	155	550	373	326	94	491	0	0	0	260	0	0	0	0	144	0	1107	842	506	467	454	0	475	908	508	540	527	275	513	214	0	1387	576	230	0	0	0	472	1043	269	0	0	431	640	1285	0	0	0	0	0	0	416	253	0
Tbcel	380.583333	276	288	483	674	1155	0	308	390	380	127	0	162	1143	1681	673	1822	181	332	0	74	174	0	300	147	328	0	0	0	200	0	0	0	0	0	0	714	463	483	205	197	0	543	1077	898	769	810	712	536	236	0	1372	1090	553	0	0	0	1945	1836	537	0	146	0	341	331	0	176	0	0	0	0	134	0	0
Uros	380.569444	647	342	928	826	1659	0	168	172	200	79	101	142	873	1126	539	908	325	382	0	123	397	279	394	0	346	0	123	0	0	0	0	0	0	115	0	697	263	439	493	424	0	450	863	597	456	558	371	427	254	110	1911	237	0	0	0	0	1849	1538	283	0	179	397	855	1264	0	263	0	293	230	200	182	124	0
Tcf3	376.125000	853	567	1162	654	1660	257	308	212	360	0	149	188	908	1473	515	1465	114	0	0	0	285	401	633	79	974	211	245	0	137	0	0	0	0	0	0	592	114	291	324	323	0	288	547	469	336	380	105	297	166	0	987	366	178	0	0	0	1777	1213	1136	537	0	772	961	692	0	196	0	0	0	0	224	0	0
Tnfaip1	374.347222	469	437	759	1987	2585	102	237	268	357	0	0	182	437	944	338	1176	0	0	0	0	273	581	391	0	431	0	212	0	418	0	0	0	0	0	0	777	207	237	0	137	0	275	541	146	202	481	0	306	0	0	611	479	310	0	0	0	1597	1701	728	260	0	815	1203	2946	0	0	0	0	0	0	190	220	0
Ift20	374.347222	469	437	759	1987	2585	102	237	268	357	0	0	182	437	944	338	1176	0	0	0	0	273	581	391	0	431	0	212	0	418	0	0	0	0	0	0	777	207	237	0	137	0	275	541	146	202	481	0	306	0	0	611	479	310	0	0	0	1597	1701	728	260	0	815	1203	2946	0	0	0	0	0	0	190	220	0
Rhd	374.027778	839	820	1312	1850	2151	0	191	197	317	318	303	222	729	1070	538	777	0	0	0	0	224	478	134	0	217	0	0	0	0	0	0	0	0	0	0	714	521	395	153	121	0	406	934	255	265	695	350	445	0	0	1563	0	0	0	0	0	1210	1492	513	0	0	464	672	1774	0	133	128	0	162	188	228	462	0
Pycr2	372.861111	393	473	734	1121	1603	0	312	320	267	92	74	120	814	1617	608	1461	100	0	0	102	279	262	478	0	400	0	0	0	0	0	0	0	0	153	0	863	630	231	365	372	0	238	728	442	329	517	134	478	179	0	1902	339	0	0	0	0	1076	1141	715	0	184	767	1500	1267	0	207	0	144	0	190	125	0	0
Tubb1	368.513889	556	537	971	1079	1643	0	298	191	386	350	274	324	903	1266	452	1585	119	153	0	0	246	187	256	0	346	119	139	0	189	0	0	0	0	0	0	508	283	430	292	273	0	446	887	400	296	470	170	520	212	0	1709	475	268	0	0	0	1624	1682	929	270	0	350	625	311	0	0	0	0	184	168	182	0	0
Smim1	368.402778	741	533	1029	1421	1935	0	170	222	324	0	0	102	622	950	550	1355	143	187	0	71	215	236	412	114	413	0	0	0	114	0	0	0	0	0	0	805	694	683	262	266	0	709	957	853	535	818	459	585	176	165	1347	635	209	0	0	0	1261	953	322	0	116	280	344	478	0	226	0	138	0	0	390	0	0
Senp7	367.944444	993	809	1407	1738	2415	0	89	88	229	108	0	111	516	708	309	505	0	0	0	0	380	335	155	0	181	0	108	0	494	0	0	0	0	0	0	398	302	840	0	0	0	855	1069	277	211	415	256	462	72	154	1191	299	0	0	0	0	1411	1953	739	252	0	359	814	1154	0	304	0	117	0	159	183	568	0
Zfp36	367.430556	667	438	860	609	1858	152	507	324	571	0	81	166	772	1266	516	1472	125	198	0	0	0	210	293	0	206	0	0	0	250	0	164	0	0	0	0	1315	953	660	0	142	0	679	962	1433	1017	917	1046	639	277	0	1305	529	351	0	0	0	1008	487	148	0	0	0	173	613	0	0	0	0	0	0	96	0	0
Rusf1	367.402778	755	557	1084	740	1669	0	100	227	241	217	194	137	793	873	491	512	172	278	0	98	0	0	457	0	571	0	0	0	0	0	0	0	0	85	0	1044	402	881	478	436	0	864	1260	704	657	629	278	701	270	0	1776	223	0	0	0	0	1632	1644	319	0	185	233	485	409	0	0	0	146	134	192	114	106	0
Lpin2	367.180556	624	655	1087	1368	2421	0	338	202	303	80	93	64	654	1009	587	1246	353	228	0	157	187	239	358	142	427	0	0	0	0	0	0	0	0	0	0	778	325	569	393	368	0	616	941	693	538	716	391	596	186	0	2139	411	219	0	0	0	957	934	616	195	0	0	0	438	0	0	0	0	0	0	274	322	0
Reln	366.763889	1194	891	1498	887	2055	0	0	0	87	0	0	69	449	309	116	74	0	211	0	0	567	534	511	244	461	0	0	0	151	0	0	0	0	0	0	538	498	266	325	185	0	288	442	414	351	443	595	0	0	158	1824	0	0	0	0	0	2066	1815	598	138	206	1034	1701	736	0	308	0	296	164	185	262	263	0
Samd11	363.916667	638	652	1084	1290	2173	0	208	354	492	129	158	266	1339	1580	918	1219	413	271	0	88	377	295	719	178	738	0	0	0	0	0	0	0	0	0	0	0	463	430	333	330	0	454	473	753	599	582	523	0	0	0	987	282	0	0	0	0	1157	1337	291	0	0	0	0	0	0	271	0	446	252	272	0	388	0
Trim56	362.930556	490	445	864	1135	1716	0	250	236	286	83	92	100	762	1260	446	1201	171	258	0	0	203	302	190	0	342	0	0	0	121	0	0	0	0	0	0	745	492	571	230	327	0	582	1117	669	696	686	278	650	144	0	2096	420	93	0	0	0	1688	1237	668	257	0	251	321	498	0	0	0	0	166	0	140	156	0
Ifrd2	361.402778	599	567	967	781	1596	0	302	214	284	107	0	178	966	1576	467	1205	150	134	0	0	285	443	416	0	648	0	155	0	0	0	0	0	0	0	0	936	701	98	403	354	0	121	645	182	225	461	0	315	144	0	2311	177	109	0	0	0	1180	1477	848	99	0	364	883	1122	0	0	0	0	256	199	371	0	0
Capn15	361.013889	1237	702	1506	1444	2470	0	135	150	261	77	0	200	855	1054	496	1079	108	0	0	0	129	338	234	0	426	0	0	0	136	0	0	0	0	0	0	322	0	548	250	0	0	554	807	498	383	616	268	479	144	0	1753	338	0	0	0	0	1660	1347	1155	106	0	0	242	401	0	0	0	255	150	156	257	267	0
Cipc	358.847222	1113	625	1346	578	1923	161	482	537	304	0	62	170	694	982	866	1764	0	71	0	0	378	257	149	0	286	0	0	0	295	65	87	0	0	249	0	503	305	261	151	225	0	284	567	575	565	333	375	209	101	252	477	795	467	0	0	0	1588	1073	587	263	0	0	423	714	0	0	0	146	175	134	845	0	0
Slc4a1	358.430556	1254	831	1457	2263	2299	0	0	0	209	66	68	180	500	430	157	404	272	198	0	0	590	616	157	0	200	0	0	0	153	0	0	0	0	0	0	593	266	188	185	243	0	218	829	273	0	267	329	463	131	73	1667	168	0	0	0	0	529	1233	293	0	0	663	997	2959	0	0	0	102	135	0	504	195	0
Dido1	357.694444	512	521	889	769	556	0	408	376	313	0	96	133	1133	1665	701	1435	381	388	0	118	0	178	569	335	694	0	110	0	0	0	0	0	0	0	0	625	728	421	405	315	0	436	711	1023	1027	609	879	156	248	0	878	210	0	0	0	0	1779	573	142	0	0	0	150	1771	0	0	0	225	0	163	0	0	0
Flt3l	356.888889	548	339	810	1031	1100	331	296	314	317	189	166	111	624	1215	397	1244	0	0	0	0	185	0	0	0	168	0	0	0	181	0	0	0	0	0	0	817	586	638	0	0	0	664	814	924	686	725	726	580	127	0	1409	615	452	0	0	0	1941	1530	925	227	258	233	524	320	0	223	0	0	0	0	186	0	0
