Target_genes	Smad3|Average	SRX14617681|CH12	SRX14617689|CH12	SRX14617690|CH12	SRX14617691|CH12	SRX14617703|CH12	SRX14617704|CH12	SRX9912241|CH12	SRX9912242|CH12	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|ES_cells	SRX026255|ES_cells	SRX026256|ES_cells	SRX026257|ES_cells	SRX477547|ES_cells	SRX5251387|ES_cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	SRX15279811|TCMK-1	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Sptb	138.875000	0	0	0	0	0	0	0	0	0	0	0	0	1358	1569	0	0	0	0	0	0	1517	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx3	138.843750	0	0	0	0	0	82	126	0	0	0	0	0	1361	1297	0	0	0	0	153	0	1424	0	0	0	0	0	0	0	0	0	0	0	0
Mob4	138.812500	514	0	175	0	457	507	289	0	0	0	0	0	370	842	203	0	194	0	199	0	272	0	113	0	0	0	0	114	0	94	0	99	0
Cul3	138.500000	122	0	0	0	124	138	163	0	0	0	0	0	909	801	256	0	0	0	0	0	1788	0	131	0	0	0	0	0	0	0	0	0	0
Egr1	138.093750	961	0	0	0	961	841	0	0	0	0	0	0	135	399	164	0	151	0	0	0	115	0	0	0	0	0	0	0	146	147	192	207	0
Actb	137.937500	445	0	0	0	432	379	268	289	82	0	0	0	270	386	248	0	125	0	0	0	213	0	158	160	0	0	0	0	201	214	231	313	0
Smad6	137.156250	541	0	0	0	431	342	0	0	0	0	0	0	437	1203	208	195	238	0	120	0	383	0	196	0	0	95	0	0	0	0	0	0	0
Lefty1	137.156250	0	0	0	0	0	0	0	0	0	0	0	0	212	1817	0	512	812	137	443	0	456	0	0	0	0	0	0	0	0	0	0	0	0
Chst15	137.125000	96	0	0	0	0	0	87	0	0	0	0	0	204	2206	0	217	560	150	378	0	490	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l2	137.062500	1144	0	0	0	1123	861	152	0	0	0	0	0	246	407	240	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Sema4c	137.031250	121	0	132	92	121	0	0	0	0	0	0	0	1146	1143	166	0	0	0	0	0	956	0	0	0	0	0	0	0	110	158	86	154	0
Tnrc6c	136.906250	125	0	0	0	108	119	119	0	0	0	0	0	663	736	237	0	0	0	0	0	775	0	465	176	0	207	0	0	180	213	102	156	0
Irf2	136.781250	84	0	0	0	102	0	87	0	0	0	0	0	1357	1194	0	0	0	0	0	0	1553	0	0	0	0	0	0	0	0	0	0	0	0
H4c3	136.718750	395	178	220	171	293	209	302	0	0	0	0	0	247	267	257	0	89	0	121	0	115	0	205	178	0	141	0	0	269	350	121	247	0
H1f6	136.718750	395	178	220	171	293	209	302	0	0	0	0	0	247	267	257	0	89	0	121	0	115	0	205	178	0	141	0	0	269	350	121	247	0
Taok3	136.625000	177	0	0	0	0	113	98	0	0	0	0	0	246	2243	130	185	385	0	181	0	507	0	0	0	0	0	0	0	0	0	0	107	0
Etv6	136.187500	197	0	0	0	226	297	155	0	0	0	0	0	923	913	138	0	0	0	124	0	1327	0	0	0	0	0	0	0	0	58	0	0	0
Tcte3	136.125000	402	0	214	111	266	274	417	0	0	0	0	0	577	628	557	0	97	0	291	0	291	0	231	0	0	0	0	0	0	0	0	0	0
Fnip1	136.125000	526	0	0	0	406	374	187	0	0	0	0	0	821	797	122	0	0	0	0	0	998	0	125	0	0	0	0	0	0	0	0	0	0
Ulk2	135.906250	249	0	162	0	301	231	227	0	0	0	0	0	280	612	127	0	183	0	144	0	253	0	301	180	0	287	0	0	279	288	96	149	0
Mt1	135.781250	170	0	0	0	0	0	0	0	0	0	0	0	1096	1059	256	0	0	0	0	0	1250	0	101	0	0	112	0	0	0	117	0	184	0
H4bc24	135.687500	442	124	264	266	273	337	241	0	0	0	0	0	141	198	223	0	186	0	137	0	138	0	380	193	0	239	0	0	127	249	0	184	0
H2bc23	135.687500	442	124	264	266	273	337	241	0	0	0	0	0	141	198	223	0	186	0	137	0	138	0	380	193	0	239	0	0	127	249	0	184	0
H2ac24	135.687500	442	124	264	266	273	337	241	0	0	0	0	0	141	198	223	0	186	0	137	0	138	0	380	193	0	239	0	0	127	249	0	184	0
H2ac23	135.687500	442	124	264	266	273	337	241	0	0	0	0	0	141	198	223	0	186	0	137	0	138	0	380	193	0	239	0	0	127	249	0	184	0
Sgk1	135.500000	0	0	0	0	0	0	0	0	0	0	0	0	297	1191	107	97	176	105	140	221	570	0	129	0	0	144	0	0	288	313	231	327	0
Slc7a7	135.437500	485	0	86	0	476	451	96	0	0	0	0	0	194	1264	0	232	320	0	340	0	390	0	0	0	0	0	0	0	0	0	0	0	0
Tspan9	135.406250	0	0	0	0	0	0	0	0	0	0	0	0	1376	1212	282	0	105	0	0	0	1358	0	0	0	0	0	0	0	0	0	0	0	0
Dact3	135.156250	644	0	0	0	282	433	99	0	0	0	0	0	299	1118	183	142	594	0	166	0	365	0	0	0	0	0	0	0	0	0	0	0	0
Zmiz1	134.687500	328	177	303	218	360	281	169	0	0	0	0	0	631	643	199	0	135	0	222	0	644	0	0	0	0	0	0	0	0	0	0	0	0
Trak1	134.562500	88	0	0	0	0	72	121	0	0	0	0	0	1194	1069	230	0	0	0	100	0	1320	0	0	0	0	112	0	0	0	0	0	0	0
Kmt2c	134.281250	325	158	226	211	338	414	197	0	0	0	0	0	553	859	237	0	150	0	378	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Cd44	133.625000	629	0	237	0	708	682	300	0	0	0	0	0	473	601	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0
Zpbp	133.281250	676	170	411	399	464	497	811	127	0	0	0	0	141	359	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Spata48	133.281250	676	170	411	399	464	497	811	127	0	0	0	0	141	359	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Ss18	132.906250	556	0	175	0	508	450	261	0	0	0	0	0	181	301	161	0	0	0	0	0	228	0	414	307	0	205	0	119	100	195	0	92	0
H4c18	132.781250	442	124	247	266	224	337	241	0	0	0	0	0	138	198	223	0	186	0	137	0	138	0	380	193	0	239	0	0	103	249	0	184	0
Kirrel	132.593750	0	0	0	0	0	0	0	0	0	0	0	0	1258	1434	0	0	0	0	144	0	1407	0	0	0	0	0	0	0	0	0	0	0	0
Notch3	132.406250	427	0	314	249	490	378	112	0	0	0	0	0	355	1334	0	0	108	0	197	0	273	0	0	0	0	0	0	0	0	0	0	0	0
9030025P20Rik	131.593750	501	69	155	154	264	239	307	0	0	0	0	0	660	569	412	0	0	0	176	0	250	0	229	146	0	80	0	0	0	0	0	0	0
Epb41l1	131.437500	0	0	0	0	0	0	0	0	0	0	0	0	338	1924	73	214	445	272	158	0	641	0	0	0	0	141	0	0	0	0	0	0	0
Wwp1	131.343750	511	228	396	391	421	479	215	0	0	0	0	0	389	528	226	0	0	0	131	0	178	0	110	0	0	0	0	0	0	0	0	0	0
Olfr806	131.250000	0	0	0	0	0	166	184	0	0	0	0	0	197	234	371	0	251	281	0	182	252	279	271	344	369	356	463	0	0	0	0	0	0
Ctnnb1	130.875000	312	0	0	0	169	253	142	0	0	0	0	0	331	729	193	0	128	0	213	0	136	0	368	223	0	173	0	0	346	346	0	126	0
Dync1i1	130.812500	0	0	0	0	0	0	0	0	0	0	0	0	1725	1640	0	0	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc102a	130.000000	129	0	0	0	0	0	111	0	0	0	0	0	955	1214	211	97	200	0	129	0	1114	0	0	0	0	0	0	0	0	0	0	0	0
Zfp59	129.625000	86	0	0	0	0	0	0	0	0	0	0	0	974	992	117	0	0	0	0	0	1979	0	0	0	0	0	0	0	0	0	0	0	0
Krt18	129.562500	0	0	0	0	0	0	0	0	0	0	0	0	1496	1311	0	0	0	0	0	0	1339	0	0	0	0	0	0	0	0	0	0	0	0
H3c15	129.343750	253	120	227	144	246	213	261	0	0	0	0	0	291	459	203	0	0	0	144	0	260	0	321	302	0	142	0	0	139	203	0	211	0
H3c14	129.343750	253	120	227	144	246	213	261	0	0	0	0	0	291	459	203	0	0	0	144	0	260	0	321	302	0	142	0	0	139	203	0	211	0
H2ac19	129.343750	253	120	227	144	246	213	261	0	0	0	0	0	291	459	203	0	0	0	144	0	260	0	321	302	0	142	0	0	139	203	0	211	0
H2ac18	129.343750	253	120	227	144	246	213	261	0	0	0	0	0	291	459	203	0	0	0	144	0	260	0	321	302	0	142	0	0	139	203	0	211	0
Cic	129.312500	194	0	0	0	177	145	95	0	0	0	0	0	928	667	312	0	144	0	208	174	1094	0	0	0	0	0	0	0	0	0	0	0	0
Ap1g1	128.625000	429	126	288	222	397	351	378	0	0	0	0	0	424	438	248	0	99	0	252	0	280	0	103	81	0	0	0	0	0	0	0	0	0
Lmo4	128.593750	555	158	318	285	608	570	306	0	0	0	0	0	317	375	0	0	0	0	0	0	414	0	113	0	0	0	0	0	0	96	0	0	0
Adnp	128.312500	550	0	212	135	438	460	270	0	0	0	0	0	395	663	150	0	0	0	234	0	216	0	0	0	0	0	0	0	84	151	0	148	0
Slc39a4	128.187500	673	0	0	0	583	552	0	0	0	0	0	0	625	660	0	0	0	0	0	0	1009	0	0	0	0	0	0	0	0	0	0	0	0
Gorasp2	128.187500	261	104	139	203	247	190	405	103	0	0	0	0	405	681	356	0	0	0	95	0	577	0	150	0	0	0	0	0	79	107	0	0	0
Gabpb1	128.187500	670	0	0	88	601	620	364	0	0	0	0	0	406	797	0	0	0	0	88	0	153	0	148	0	0	0	0	90	0	77	0	0	0
Ywhag	128.031250	142	0	103	91	134	106	133	0	0	0	0	0	123	961	300	131	174	0	237	0	770	0	127	0	0	124	0	0	141	167	0	133	0
Insig1	128.000000	122	0	0	0	140	119	160	0	0	0	0	0	241	243	158	0	0	0	0	0	171	0	624	401	0	331	0	0	362	388	269	367	0
Prickle1	127.906250	289	210	414	247	263	323	157	0	0	0	0	0	313	1344	0	0	162	0	0	0	221	0	150	0	0	0	0	0	0	0	0	0	0
Znrf2	127.593750	135	0	0	0	0	74	195	0	0	0	0	0	918	768	162	0	0	0	103	0	1728	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf1	127.375000	478	178	256	216	290	377	523	0	0	0	0	0	344	565	348	0	0	0	147	0	230	0	0	124	0	0	0	0	0	0	0	0	0
Nr4a2	127.312500	732	0	0	0	354	610	116	0	0	0	0	0	540	669	127	0	0	0	0	0	810	0	116	0	0	0	0	0	0	0	0	0	0
Gm3435	126.875000	258	0	214	105	242	274	417	0	0	0	0	0	577	628	447	0	93	0	291	0	291	0	223	0	0	0	0	0	0	0	0	0	0
Tpgs2	125.937500	287	303	619	496	348	266	565	0	0	0	0	0	156	448	94	0	0	0	92	0	167	0	189	0	0	0	0	0	0	0	0	0	0
AW554918	125.937500	287	303	619	496	348	266	565	0	0	0	0	0	156	448	94	0	0	0	92	0	167	0	189	0	0	0	0	0	0	0	0	0	0
Hivep2	125.875000	113	0	0	0	112	182	109	0	0	0	0	0	1121	1129	117	0	0	0	0	0	1145	0	0	0	0	0	0	0	0	0	0	0	0
Denr	125.750000	925	0	0	0	810	616	179	0	0	0	0	0	321	350	251	0	0	0	0	0	155	0	140	0	0	0	0	277	0	0	0	0	0
Mrpl39	125.437500	554	0	288	258	404	381	565	95	0	0	0	0	293	462	161	0	0	0	167	0	219	0	167	0	0	0	0	0	0	0	0	0	0
Mex3b	125.281250	263	0	0	0	0	109	143	0	0	0	0	0	996	988	228	0	0	0	0	0	1094	0	0	0	0	0	0	0	0	89	0	99	0
Rnf220	125.250000	300	0	230	145	311	197	271	0	0	0	0	0	530	1216	180	0	0	0	269	0	359	0	0	0	0	0	0	0	0	0	0	0	0
Lactb2	125.218750	126	0	0	0	70	123	0	0	0	0	0	0	706	708	89	0	0	0	112	0	2073	0	0	0	0	0	0	0	0	0	0	0	0
Ncbp3	125.125000	469	0	159	0	297	492	269	0	0	0	0	0	520	924	209	0	0	0	0	0	191	0	167	139	0	0	0	0	79	89	0	0	0
Slc9a1	125.031250	231	0	216	0	218	214	207	0	0	0	0	0	238	221	155	0	0	0	175	0	140	0	588	380	0	175	0	0	152	339	163	189	0
Plec	125.031250	532	0	156	0	526	363	0	0	0	0	0	0	443	470	340	0	0	0	0	0	296	0	155	0	0	111	0	0	155	254	0	200	0
Zfp341	124.937500	289	0	220	96	282	293	311	0	0	0	0	0	441	918	148	0	0	0	0	0	405	0	0	101	0	83	0	0	98	151	0	162	0
Pcbp2	124.875000	461	94	181	166	298	438	562	135	0	0	0	0	483	610	258	0	0	0	100	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Letmd1	124.843750	421	0	193	259	366	326	498	129	0	0	0	0	270	475	156	0	148	0	100	0	654	0	0	0	0	0	0	0	0	0	0	0	0
Map2k2	124.656250	139	0	0	0	119	107	163	0	0	0	0	0	877	707	186	0	0	0	0	0	1257	0	158	0	0	78	0	0	0	112	0	86	0
Ciart	124.062500	0	0	0	0	0	0	0	0	0	0	0	0	729	799	769	0	0	0	0	0	1673	0	0	0	0	0	0	0	0	0	0	0	0
H2ax	124.000000	233	0	130	136	215	179	228	0	0	0	0	0	188	170	159	0	0	0	131	0	176	0	439	233	0	184	0	0	355	334	154	324	0
Sf3b1	123.968750	720	0	0	0	580	593	190	0	0	0	0	0	237	235	319	0	0	0	113	0	116	0	250	153	0	123	0	0	97	123	0	118	0
Srek1	123.843750	292	0	75	0	177	137	168	0	0	0	0	0	902	981	152	0	0	0	0	0	1079	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn1a	123.812500	300	0	0	0	208	232	178	0	0	0	0	0	269	644	165	0	112	0	141	0	208	0	231	280	0	131	0	0	153	316	87	307	0
Phc1	123.656250	101	0	0	0	89	155	151	0	0	0	0	0	367	969	0	316	480	210	464	229	426	0	0	0	0	0	0	0	0	0	0	0	0
Trim59	123.375000	629	0	0	0	562	645	372	0	0	0	0	0	316	677	242	0	85	0	119	0	301	0	0	0	0	0	0	0	0	0	0	0	0
L1td1	123.375000	0	0	0	0	0	0	0	0	0	0	0	0	356	1996	0	162	261	118	298	80	677	0	0	0	0	0	0	0	0	0	0	0	0
Cbln3	122.781250	449	512	743	544	357	264	107	0	0	0	0	0	184	319	136	0	0	0	106	0	104	0	104	0	0	0	0	0	0	0	0	0	0
Supt7l	122.656250	445	333	584	551	476	315	525	0	0	0	0	0	180	287	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	124	0
Slc4a1ap	122.656250	445	333	584	551	476	315	525	0	0	0	0	0	180	287	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	124	0
Gtf2a1	122.625000	144	0	0	0	108	101	116	0	0	0	104	0	458	862	120	0	0	0	0	0	225	0	537	263	0	256	0	0	179	191	0	260	0
Tbrg1	122.468750	122	0	0	0	0	0	122	0	0	0	0	0	1036	857	110	0	109	0	224	0	1245	0	94	0	0	0	0	0	0	0	0	0	0
Nsfl1c	122.062500	437	153	339	311	414	232	448	0	0	0	0	0	473	444	226	0	0	0	0	0	212	0	129	0	0	0	0	0	0	88	0	0	0
Rmnd5a	122.000000	144	0	0	0	129	100	133	0	0	0	0	0	945	808	180	0	0	0	0	0	1312	0	153	0	0	0	0	0	0	0	0	0	0
Sde2	121.875000	294	0	102	0	138	324	182	115	113	0	0	0	485	545	368	0	105	0	280	0	162	0	227	121	0	0	0	0	125	124	0	90	0
Maml3	121.875000	280	131	327	197	173	211	100	0	0	0	0	0	678	650	0	0	0	0	185	0	714	0	121	0	0	0	0	0	0	133	0	0	0
Ctnna1	121.687500	390	0	180	145	336	336	123	0	0	0	0	0	533	1117	0	0	0	0	0	0	259	0	179	0	0	86	0	210	0	0	0	0	0
Ermard	121.593750	402	0	121	111	266	267	290	0	0	0	0	0	551	559	557	0	97	0	198	0	241	0	231	0	0	0	0	0	0	0	0	0	0
Oat	121.531250	190	0	0	0	0	111	107	0	0	0	0	0	1031	790	145	0	0	0	0	0	1101	0	166	0	0	119	0	0	0	129	0	0	0
Ski	121.250000	842	0	0	0	728	884	140	0	0	0	0	0	349	647	165	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
Lrp6	121.062500	349	0	140	200	408	402	380	0	0	0	0	0	297	952	0	0	0	0	0	0	174	0	95	0	0	86	0	0	88	184	0	119	0
Lratd2	120.750000	0	0	0	0	0	0	0	0	0	0	0	0	1355	1140	0	0	0	0	0	0	1369	0	0	0	0	0	0	0	0	0	0	0	0
Spg11	120.718750	162	0	0	0	97	112	190	0	0	0	0	0	331	363	293	0	0	0	168	0	140	0	668	388	0	329	0	0	162	287	0	173	0
Nfat5	120.593750	497	0	87	0	336	429	194	0	0	0	0	0	411	619	227	0	116	0	207	0	222	0	93	76	0	0	0	0	114	104	0	127	0
Sema6b	120.437500	388	461	647	719	359	337	201	0	0	0	0	0	269	342	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf10	120.312500	461	0	224	154	292	353	205	0	0	0	0	0	345	848	276	0	0	0	113	0	201	0	141	109	0	128	0	0	0	0	0	0	0
Snx18	120.125000	277	188	213	195	397	390	347	0	0	0	0	0	227	403	182	0	0	0	436	0	321	0	146	122	0	0	0	0	0	0	0	0	0
Smad3	120.093750	0	218	0	0	0	0	0	0	0	0	0	0	678	905	201	0	0	0	0	0	593	0	287	480	0	281	200	0	0	0	0	0	0
Gdf15	119.843750	416	154	330	252	339	444	464	0	0	0	0	0	231	212	219	0	0	0	0	0	565	0	0	0	0	0	0	0	0	112	0	97	0
Rimklb	119.531250	0	0	0	0	0	0	0	0	0	0	0	0	1209	1230	0	0	0	0	0	0	1386	0	0	0	0	0	0	0	0	0	0	0	0
Rara	119.406250	609	408	0	0	515	371	0	0	0	0	0	0	182	705	197	0	162	0	184	0	488	0	0	0	0	0	0	0	0	0	0	0	0
Pnp	119.218750	310	0	125	0	244	268	309	0	0	0	0	0	257	579	126	0	0	0	0	0	210	0	337	242	0	212	0	0	136	211	0	249	0
Fbxo47	119.062500	110	0	0	0	0	0	113	0	0	0	0	0	1040	963	233	0	0	0	127	0	1224	0	0	0	0	0	0	0	0	0	0	0	0
Nipsnap2	119.000000	466	181	422	251	413	374	504	158	0	0	0	0	155	293	197	0	0	0	74	0	144	0	78	0	0	98	0	0	0	0	0	0	0
Dars	119.000000	132	0	0	0	167	129	154	0	0	0	0	0	901	991	0	0	0	0	0	0	1211	0	123	0	0	0	0	0	0	0	0	0	0
Homer3	118.843750	332	0	270	151	244	281	157	0	0	0	0	0	542	948	248	0	104	0	136	0	320	0	0	0	0	70	0	0	0	0	0	0	0
Dennd6b	118.750000	567	185	359	237	454	395	360	95	0	0	0	0	189	480	160	0	0	0	115	0	204	0	0	0	0	0	0	0	0	0	0	0	0
Armh3	118.687500	140	0	132	0	117	106	183	0	0	0	0	0	820	1211	210	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0
Adnp2	118.500000	172	0	110	0	177	127	155	0	0	0	0	0	765	752	122	0	0	0	0	0	1412	0	0	0	0	0	0	0	0	0	0	0	0
Odc1	118.468750	269	0	0	0	174	178	137	0	0	0	0	0	547	1068	243	0	212	0	327	0	314	0	186	0	0	0	0	69	0	67	0	0	0
Morc2a	118.375000	434	180	330	368	461	510	214	0	0	0	0	0	219	251	162	0	0	0	0	0	300	0	0	0	0	101	0	0	134	124	0	0	0
Mup4	118.312500	0	0	0	0	0	0	0	0	0	0	0	0	307	2207	0	151	288	0	132	0	701	0	0	0	0	0	0	0	0	0	0	0	0
Zfp521	118.156250	0	0	0	0	0	0	0	0	0	0	0	0	1068	1450	0	0	0	0	0	0	1263	0	0	0	0	0	0	0	0	0	0	0	0
Hps6	118.031250	140	0	0	0	117	106	183	0	0	0	0	0	820	1211	210	0	0	0	0	0	879	0	0	0	0	0	0	0	0	111	0	0	0
T2	117.906250	580	0	0	0	474	353	0	0	0	0	0	0	176	1756	186	0	0	0	100	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Ptms	117.906250	732	0	0	0	518	648	0	0	0	0	0	0	298	423	249	0	107	0	123	0	331	0	193	0	0	151	0	0	0	0	0	0	0
Socs3	117.812500	687	0	0	0	595	669	0	0	0	0	0	0	273	411	219	0	0	0	138	0	247	0	0	115	0	0	0	0	93	197	0	126	0
Uspl1	117.375000	214	0	0	0	187	151	193	96	0	0	0	0	458	526	207	0	0	0	147	0	428	0	280	158	0	196	0	0	129	230	0	156	0
Serf2	117.312500	75	0	0	0	129	0	140	0	0	0	0	0	1040	818	373	0	0	0	0	0	1179	0	0	0	0	0	0	0	0	0	0	0	0
Seh1l	117.312500	303	0	166	0	293	268	258	0	0	0	0	0	412	827	310	0	111	0	167	0	237	0	202	0	0	0	0	0	74	126	0	0	0
Celf6	117.281250	293	237	401	339	237	279	219	0	0	0	0	0	394	837	182	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Tubb6	117.031250	825	0	0	0	599	579	0	0	0	0	0	0	184	353	216	0	0	0	0	0	346	0	116	0	0	175	0	0	107	134	0	111	0
Ubr5	117.000000	349	0	118	120	318	265	220	0	0	0	0	0	240	1347	0	0	0	0	205	0	377	0	0	0	0	0	0	0	0	69	0	116	0
AW549877	117.000000	396	152	338	189	302	273	271	0	0	0	0	0	380	482	0	0	0	0	158	0	121	0	140	136	0	0	0	0	111	151	0	144	0
H3f3b	116.875000	713	0	91	0	405	525	259	77	0	0	0	0	110	183	223	0	0	0	0	0	0	0	195	205	0	0	0	84	124	207	140	199	0
Jund	116.843750	450	0	0	0	199	379	153	92	0	0	0	0	147	292	291	0	0	0	255	0	0	0	560	307	0	346	0	0	141	127	0	0	0
Clptm1l	116.687500	645	0	127	131	382	529	262	0	0	0	0	0	360	536	216	0	0	0	0	0	332	0	140	0	0	0	0	0	0	74	0	0	0
Stk17b	116.656250	175	0	0	0	126	233	143	0	0	0	0	0	741	871	88	0	0	0	0	0	1134	0	101	0	0	0	0	0	121	0	0	0	0
Kbtbd2	116.656250	220	0	113	0	165	198	193	0	0	0	0	0	193	2078	176	0	0	0	100	0	198	0	0	0	0	0	0	0	0	99	0	0	0
Miga1	116.562500	294	0	153	206	235	182	262	0	0	0	0	0	176	1936	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0
Rbpj	116.312500	735	0	163	85	515	561	204	0	0	0	0	0	219	484	188	0	113	0	0	168	207	0	0	0	0	0	0	80	0	0	0	0	0
Svop	116.031250	0	0	0	0	0	0	0	0	0	0	0	0	1123	1175	133	0	0	0	0	0	1282	0	0	0	0	0	0	0	0	0	0	0	0
Rab33b	116.000000	295	0	112	125	146	188	365	0	0	0	0	0	583	637	141	0	0	0	115	0	506	0	110	0	0	119	0	0	0	146	0	124	0
Tmem65	115.968750	466	0	155	0	276	367	290	0	0	0	0	0	229	411	141	0	117	0	0	0	156	0	271	0	0	151	0	0	155	202	126	198	0
Clcn4	115.906250	182	0	0	0	194	210	131	0	0	0	0	0	204	926	133	289	468	118	505	0	244	0	0	0	0	0	0	0	0	105	0	0	0
Cdkn2aipnl	115.531250	479	0	157	93	291	394	301	0	0	0	0	0	491	741	247	0	188	0	0	0	184	0	131	0	0	0	0	0	0	0	0	0	0
Arl15	115.531250	238	0	0	0	93	187	119	0	0	0	0	0	336	482	250	111	133	0	137	0	326	0	392	226	0	197	0	0	103	223	0	144	0
Sfmbt1	115.468750	601	155	346	293	437	682	325	0	0	0	0	0	247	256	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0
Mtres1	115.437500	367	135	136	182	245	261	261	0	0	0	0	0	537	622	0	0	215	0	84	0	537	0	112	0	0	0	0	0	0	0	0	0	0
Iqsec3	115.343750	425	0	0	0	288	249	106	0	0	0	0	0	568	829	134	0	69	0	145	0	878	0	0	0	0	0	0	0	0	0	0	0	0
Cpd	115.343750	995	0	0	0	874	688	193	0	0	0	0	0	130	279	205	0	0	0	0	0	110	0	112	0	0	0	0	0	0	105	0	0	0
Ffar4	115.218750	332	0	0	0	250	193	0	0	0	0	0	0	976	865	0	0	0	0	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0
Nptn	115.156250	0	0	0	0	0	0	125	0	0	0	0	0	941	767	178	0	0	0	0	0	1244	0	212	0	0	218	0	0	0	0	0	0	0
Gne	115.093750	765	0	90	0	743	696	158	0	0	0	0	0	248	441	193	0	0	0	193	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Pde8a	114.906250	615	221	427	236	281	625	121	0	0	0	0	0	297	423	0	0	103	0	167	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc59	114.718750	285	0	240	229	245	343	302	0	0	0	0	0	532	670	0	0	0	0	137	0	688	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg3	114.625000	230	0	0	0	211	222	0	0	0	0	0	0	881	939	0	0	0	0	0	0	1185	0	0	0	0	0	0	0	0	0	0	0	0
H2bc6	114.468750	268	133	291	184	184	273	281	0	0	0	0	0	156	143	165	0	92	0	139	0	121	0	205	190	0	0	0	0	151	254	111	322	0
Spag6	114.343750	143	0	0	0	133	73	139	0	0	0	0	0	950	1049	0	0	0	0	0	0	997	0	0	0	0	0	0	0	85	90	0	0	0
Klf11	114.343750	147	0	0	0	135	196	207	0	0	0	0	0	588	1051	248	0	121	0	192	0	666	0	108	0	0	0	0	0	0	0	0	0	0
Il9r	114.312500	120	0	0	0	0	0	157	0	0	0	0	0	883	880	181	0	0	0	0	0	1437	0	0	0	0	0	0	0	0	0	0	0	0
Runx1	114.031250	966	0	0	0	676	807	0	0	0	0	0	0	0	178	213	0	0	0	99	0	161	0	218	0	0	0	0	0	96	90	0	145	0
Ctf1	114.031250	586	247	487	347	314	388	151	0	0	0	0	0	237	362	332	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
Jag2	113.906250	167	0	264	211	110	124	101	0	0	0	0	0	805	856	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0
Hlcs	113.843750	326	104	241	203	344	298	657	0	0	0	0	0	223	343	0	0	0	0	0	0	136	0	214	212	0	89	0	0	0	139	0	114	0
P4ha1	113.812500	158	0	0	0	173	107	235	0	0	0	0	0	269	368	316	0	119	0	162	0	233	0	428	239	0	202	0	0	265	232	0	136	0
Dcp1a	113.718750	459	143	305	196	341	332	310	0	0	0	0	0	332	403	211	0	0	0	138	0	200	0	113	0	0	0	0	0	74	82	0	0	0
Mib2	113.656250	0	0	0	0	88	0	96	0	0	0	0	0	741	712	125	256	260	0	615	181	563	0	0	0	0	0	0	0	0	0	0	0	0
Parp2	113.500000	531	137	382	258	328	348	256	0	0	0	0	0	321	458	293	0	0	0	93	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Dgkh	113.375000	365	0	84	0	265	261	142	0	0	0	0	0	470	849	177	0	0	0	128	0	454	0	128	0	0	110	0	0	0	83	0	112	0
Snrnp25	113.250000	86	0	0	0	0	0	157	0	0	0	0	0	883	880	181	0	0	0	0	0	1437	0	0	0	0	0	0	0	0	0	0	0	0
Sox8	113.093750	120	0	0	0	89	0	0	0	0	0	0	0	856	950	283	0	0	0	0	0	1321	0	0	0	0	0	0	0	0	0	0	0	0
