Target_genes	FOXO1|Average	SRX1012536|B_cells	SRX1012537|B_cells	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX10475880|Hep_G2	SRX10475881|Hep_G2	SRX3230384|Hep_G2	SRX5548891|HUVEC	SRX5548892|HUVEC	SRX359830|LoVo	SRX9674621|Myoblasts	SRX9674623|Myoblasts	SRX9674625|Myoblasts	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	SRX9674615|RH-30	SRX9674611|Rh-4	SRX9674613|Rh-4	SRX9674619|SMS-CTR	SRX7570799|SU-DHL-4	SRX7570800|SU-DHL-4	SRX7570801|SU-DHL-4	SRX9674617|Unclassified	STRING
GET4	215.840000	106	0	0	0	0	237	209	203	0	0	126	0	0	0	0	0	175	0	0	0	0	1590	1746	1004	0	0
PTBP3	215.760000	0	0	0	0	0	398	624	596	0	0	469	0	0	0	102	0	792	0	0	0	0	924	905	584	0	0
SLC12A6	215.000000	0	0	0	0	0	122	231	258	0	0	228	0	0	531	228	0	914	0	237	149	0	974	751	752	0	0
PHF3	214.960000	0	0	0	0	0	110	564	650	0	0	230	0	0	105	0	0	681	0	0	0	0	1046	1059	929	0	0
RAP2A	214.480000	0	0	0	0	0	0	357	371	0	0	250	0	0	118	0	0	675	0	0	0	0	1351	1413	827	0	0
AKIRIN2	213.680000	0	0	0	0	0	0	142	106	0	0	164	0	0	2343	1631	0	492	0	277	0	0	187	0	0	0	0
FGF8	213.640000	0	0	0	0	0	0	0	0	0	0	0	0	0	492	494	0	223	1297	1664	1171	0	0	0	0	0	0
TMED8	213.360000	566	250	0	0	0	104	82	0	0	0	0	0	0	0	0	0	116	0	0	0	0	1528	1593	1095	0	0
SAMD15	213.360000	566	250	0	0	0	104	82	0	0	0	0	0	0	0	0	0	116	0	0	0	0	1528	1593	1095	0	0
ANK1	213.240000	0	0	0	0	0	336	489	358	0	0	146	0	0	1468	715	0	531	311	353	361	0	0	141	122	0	0
SLC29A3	213.120000	96	0	0	0	0	319	811	771	120	0	0	0	0	0	0	0	991	0	0	0	0	835	768	617	0	0
TUBB	210.920000	0	0	0	0	0	394	228	297	2069	0	114	0	0	312	87	0	1772	0	0	0	0	0	0	0	0	0
MDC1	210.920000	0	0	0	0	0	394	228	297	2069	0	114	0	0	312	87	0	1772	0	0	0	0	0	0	0	0	0
DHX8	210.880000	101	0	0	0	0	266	312	488	1336	0	339	0	0	809	154	0	0	121	226	94	0	411	350	265	0	0
UBTF	210.120000	322	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167	0	0	0	0	1123	1297	1186	0	0
DENND4A	209.840000	141	0	0	0	0	148	184	315	157	0	184	0	0	1552	979	0	267	131	267	225	0	176	324	196	0	0
TTI2	209.720000	229	159	0	0	0	152	310	404	433	0	288	0	0	306	114	0	0	0	155	0	0	1193	998	502	0	0
FRA10AC1	209.600000	84	0	0	0	0	197	571	368	0	0	444	0	0	218	294	0	2922	0	142	0	0	0	0	0	0	0
HACL1	208.360000	258	229	0	0	0	144	211	95	0	0	168	0	0	0	0	0	120	0	0	0	0	1312	1391	1281	0	0
TBC1D14	207.480000	0	0	0	0	0	0	212	448	0	0	103	0	0	466	296	0	384	0	180	161	0	1080	1034	823	0	0
CREBL2	207.320000	173	81	0	0	0	377	644	656	119	0	326	0	0	225	111	0	125	0	0	0	0	974	860	512	0	0
CKAP2	206.880000	161	0	0	0	0	131	274	163	0	0	144	0	0	0	0	0	2585	0	0	0	0	791	594	329	0	0
SIDT2	206.840000	0	0	0	0	0	299	135	375	0	0	267	0	0	819	445	0	357	0	0	0	0	909	882	683	0	0
RGPD6	206.320000	0	0	150	186	196	149	227	268	0	0	314	0	0	1367	916	0	248	149	533	202	0	121	132	0	0	0
GPT2	206.120000	0	0	0	0	0	0	400	944	574	0	120	0	0	814	330	0	1971	0	0	0	0	0	0	0	0	0
PSMG3	206.000000	0	0	0	0	0	0	144	0	0	0	219	0	0	1443	959	0	786	0	1062	537	0	0	0	0	0	0
ZER1	205.520000	138	0	0	0	0	209	489	532	0	0	257	0	0	181	107	0	133	0	0	0	0	1017	1119	956	0	0
CFLAR	205.440000	145	88	0	0	0	161	144	310	0	158	158	0	0	546	370	0	1859	154	89	0	0	339	390	225	0	0
DHX30	205.360000	0	0	0	0	0	0	86	0	0	0	187	0	149	1552	1100	0	74	554	997	435	0	0	0	0	0	0
CHIC2	205.240000	0	0	0	0	0	737	301	314	0	0	509	0	0	149	0	0	2066	0	0	0	0	333	412	310	0	0
TPRG1L	205.000000	0	83	0	0	0	177	123	146	0	0	172	0	0	239	0	0	1571	0	0	0	0	946	1020	648	0	0
FOS	204.520000	0	0	0	108	0	356	317	444	0	0	382	0	0	111	0	0	1556	0	0	0	0	681	658	500	0	0
RASA2	204.320000	0	0	0	0	0	0	126	0	0	0	253	0	0	1440	821	0	1016	315	679	458	0	0	0	0	0	0
ALDH3A1	204.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	2209	1814	0	204	440	441	0	0	0	0	0	0	0
TMEM120B	204.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	763	0	332	792	1234	800	0	0	0	0	0	0
CCND3	204.120000	229	119	0	0	0	191	167	171	0	0	165	0	0	229	283	0	1432	0	357	231	0	521	575	433	0	0
ATP5MG	204.120000	0	0	0	0	0	0	106	95	0	0	145	0	0	1010	579	0	81	311	1625	1151	0	0	0	0	0	0
VGLL4	203.800000	539	0	0	0	0	490	92	94	0	0	196	0	0	1535	879	0	414	518	0	0	0	223	0	115	0	0
TPCN1	203.720000	0	0	0	0	0	967	117	120	0	0	214	0	0	975	492	0	1649	0	0	0	0	235	324	0	0	0
SYTL2	203.120000	0	0	0	0	0	0	0	0	0	0	221	0	76	1336	780	0	915	498	785	467	0	0	0	0	0	0
GGNBP2	202.360000	0	0	0	0	0	0	286	117	0	0	433	0	0	1493	970	0	156	377	627	378	0	113	109	0	0	0
TDP1	202.200000	219	100	0	0	0	217	387	264	0	0	140	0	0	219	101	0	425	0	144	128	0	904	1051	756	0	0
EFCAB11	202.200000	219	100	0	0	0	217	387	264	0	0	140	0	0	219	101	0	425	0	144	128	0	904	1051	756	0	0
LOC100129484	201.720000	0	0	0	0	0	0	0	215	119	0	108	0	0	213	120	0	315	0	763	559	0	975	815	841	0	0
DHTKD1	201.200000	0	0	0	0	0	105	403	370	0	0	325	0	0	511	122	0	970	0	0	0	0	744	848	632	0	0
RANBP2	201.120000	0	0	0	0	0	233	376	420	0	0	315	0	0	1228	1082	0	0	435	630	309	0	0	0	0	0	0
SPATA13	200.920000	0	0	0	0	0	274	182	231	0	0	146	0	0	895	270	0	296	459	1304	966	0	0	0	0	0	0
UBALD1	199.640000	0	0	0	0	0	0	95	155	0	0	177	0	0	346	0	0	0	0	166	161	0	1336	1448	1107	0	0
ZNF668	199.520000	0	0	0	0	0	0	234	168	113	0	315	0	0	952	633	0	446	627	851	543	0	0	0	106	0	0
POLD4	199.520000	0	0	0	0	0	221	162	363	0	0	0	0	0	1414	1058	0	682	254	419	316	0	0	99	0	0	0
BAIAP2	199.080000	0	0	0	0	0	186	388	648	176	0	766	0	0	915	373	0	828	186	267	150	0	0	0	94	0	0
TTC21A	199.040000	474	280	0	0	0	0	94	101	0	0	190	0	0	0	0	0	772	0	0	0	0	1072	1129	864	0	0
GORASP1	199.040000	474	280	0	0	0	0	94	101	0	0	190	0	0	0	0	0	772	0	0	0	0	1072	1129	864	0	0
NPAS4	198.920000	0	0	0	0	0	389	2040	2464	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN9	198.880000	106	0	0	0	0	344	447	886	310	0	118	0	0	656	388	0	1294	0	128	0	0	158	137	0	0	0
CEP135	198.840000	166	0	0	0	0	483	180	138	0	0	306	0	0	250	133	0	2359	0	177	92	0	251	282	154	0	0
UBE2H	198.560000	0	0	0	0	0	323	214	509	250	0	132	0	0	375	310	0	172	0	855	510	0	526	554	234	0	0
HMCES	198.440000	642	219	0	0	0	0	105	0	0	0	0	0	0	0	0	0	140	0	0	0	0	1304	1392	1159	0	0
SIRT4	198.160000	66	0	0	0	0	242	279	178	215	0	255	0	0	1137	629	0	0	397	780	467	0	183	126	0	0	0
ERBB3	198.120000	0	0	0	0	0	205	704	945	485	0	0	0	0	677	319	0	1431	0	187	0	0	0	0	0	0	0
MYO18B	198.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	1664	1123	0	0	672	851	640	0	0	0	0	0	0
PHF19	197.520000	257	0	0	0	0	0	124	0	0	0	704	0	0	392	209	0	1689	0	0	0	0	607	615	341	0	0
HMGB1	197.400000	121	0	0	0	0	149	529	475	0	0	277	0	182	197	166	0	1399	0	150	110	214	455	400	111	0	0
NEIL1	196.880000	459	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1526	0	0	0	0	919	1112	692	0	0
POU2AF1	196.760000	345	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1554	1704	1186	0	0
PARN	195.600000	0	0	0	0	0	0	249	189	1228	0	229	0	0	590	369	0	1812	0	0	0	0	108	116	0	0	0
BFAR	195.600000	0	0	0	0	0	0	249	189	1228	0	229	0	0	590	369	0	1812	0	0	0	0	108	116	0	0	0
CUL2	195.240000	0	0	0	0	0	0	179	138	0	0	154	0	0	1749	1329	0	0	301	562	469	0	0	0	0	0	0
ZNF646	195.160000	0	0	0	0	0	0	234	168	113	0	315	0	0	952	633	0	337	627	851	543	0	0	0	106	0	0
ARIH1	195.000000	243	154	0	0	0	118	243	161	0	0	139	0	0	142	0	0	307	0	0	0	0	1084	1400	884	0	0
NCOA5	194.280000	0	0	0	0	0	173	751	554	0	0	221	0	0	110	91	0	389	0	93	0	0	964	919	592	0	0
FIS1	193.640000	0	0	0	0	0	184	427	220	0	0	200	0	0	0	0	0	0	0	164	0	0	1355	1215	1076	0	0
CCNL1	193.640000	0	0	0	0	0	156	408	440	0	0	180	0	0	1224	1021	0	381	204	505	322	0	0	0	0	0	0
PHLPP1	193.560000	0	0	0	0	0	228	122	238	0	0	404	0	0	414	265	0	352	0	167	0	0	993	976	680	0	0
DGLUCY	193.280000	0	0	0	0	0	171	128	175	0	0	204	0	0	220	153	0	1155	0	348	238	0	617	817	606	0	0
MTMR14	193.240000	147	67	0	0	0	138	170	217	152	0	238	0	0	349	146	0	111	0	510	223	0	829	897	637	0	0
PDZRN3	192.880000	0	0	0	0	0	397	0	123	0	0	269	0	0	1661	595	0	0	110	1043	624	0	0	0	0	0	0
TLE1	192.800000	0	0	0	0	0	297	419	616	598	0	79	0	0	1172	691	0	212	172	340	224	0	0	0	0	0	0
GKN1	192.440000	0	0	0	0	0	72	0	0	0	0	0	0	182	1933	1176	0	0	700	499	249	0	0	0	0	0	0
DTX4	192.400000	0	0	0	0	0	0	196	153	0	0	77	0	0	1731	824	0	0	448	831	550	0	0	0	0	0	0
CITED2	191.480000	189	135	114	0	0	441	420	424	190	0	192	0	0	135	129	0	0	0	0	0	0	832	983	603	0	0
SORL1	191.240000	101	192	0	0	0	0	187	304	122	0	0	0	0	0	0	0	172	0	0	0	0	1282	1388	1033	0	0
BCAR3	191.240000	0	0	0	0	0	659	110	518	168	0	114	0	0	508	135	0	1216	0	0	0	0	514	463	376	0	0
MKLN1	190.840000	131	0	0	0	0	360	203	78	0	0	196	0	0	694	417	0	193	165	364	138	0	566	657	609	0	0
SMARCA2	189.880000	0	0	0	0	0	429	0	0	0	0	154	0	0	1448	1032	0	464	151	688	381	0	0	0	0	0	0
CCNE2	189.520000	0	0	0	0	0	0	127	161	0	0	318	0	0	241	0	0	714	0	0	0	0	1036	1219	922	0	0
DPEP2	189.000000	376	116	0	0	0	0	190	127	0	0	0	0	0	0	0	0	915	0	0	0	0	1147	1259	595	0	0
NIBAN3	188.800000	443	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	731	917	660	0	0
PRELID3A	187.360000	0	0	0	0	0	0	90	0	0	0	190	0	0	816	712	0	891	350	990	645	0	0	0	0	0	0
ENO3	187.360000	0	0	0	0	0	0	112	0	0	0	94	0	0	1820	1065	0	1113	297	183	0	0	0	0	0	0	0
EAPP	187.360000	91	96	0	0	0	146	485	689	200	0	230	0	0	269	198	0	0	0	113	0	0	717	768	682	0	0
HARBI1	186.880000	0	0	0	0	0	80	123	70	0	0	260	0	139	1653	830	0	161	408	386	318	0	147	97	0	0	0
ATG13	186.880000	0	0	0	0	0	80	123	70	0	0	260	0	139	1653	830	0	161	408	386	318	0	147	97	0	0	0
PERCC1	186.640000	0	0	0	0	0	0	117	157	0	0	0	0	0	1428	995	0	0	0	1088	881	0	0	0	0	0	0
EIF3D	185.880000	164	0	0	0	0	198	315	256	0	0	782	0	0	197	239	0	0	0	0	0	0	960	702	834	0	0
COQ8A	185.760000	0	0	0	0	0	254	336	362	0	0	339	0	0	0	0	0	242	0	0	0	0	1153	1162	796	0	0
BZW1	185.760000	0	0	0	0	0	0	162	208	0	0	235	0	0	789	413	0	1409	0	487	260	0	153	202	326	0	0
RGPD8	185.440000	0	0	0	0	0	159	227	268	0	0	314	0	0	1367	916	0	248	149	533	202	0	121	132	0	0	0
RGPD5	185.440000	0	0	0	0	0	159	227	268	0	0	314	0	0	1367	916	0	248	149	533	202	0	121	132	0	0	0
MSL2	185.240000	232	0	0	0	0	142	216	331	64	0	171	0	0	249	96	0	1356	0	112	0	0	521	623	518	0	0
NR1D2	185.120000	0	0	0	0	0	277	237	291	0	0	147	0	0	0	118	0	1110	0	81	0	0	886	848	633	0	0
CD55	185.120000	0	79	0	0	0	247	182	193	0	0	242	0	0	121	0	0	1086	0	0	0	0	1042	716	720	0	0
GAA	184.560000	0	0	0	0	0	0	102	0	0	0	0	0	0	1740	1183	0	0	852	486	251	0	0	0	0	0	0
HEXIM2	184.480000	137	0	0	0	0	232	210	251	190	0	218	0	0	399	149	0	357	0	105	0	0	829	922	613	0	0
LOC644090	184.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	953	531	0	0	235	1779	1107	0	0	0	0	0	0
ASB8	184.040000	0	0	0	0	0	280	381	291	89	0	274	0	0	0	0	0	813	0	0	0	0	912	808	753	0	0
PI4K2A	183.960000	106	0	0	129	0	434	332	260	0	0	245	0	0	201	107	0	0	0	0	0	0	989	1039	757	0	0
DHDDS	183.920000	0	0	0	0	0	165	348	150	131	0	91	0	0	1317	810	0	0	235	776	575	0	0	0	0	0	0
ZNF559-ZNF177	183.760000	226	81	0	0	0	108	162	0	0	0	173	0	0	0	0	0	0	0	0	0	0	1337	1429	1078	0	0
ZNF559	183.760000	226	81	0	0	0	108	162	0	0	0	173	0	0	0	0	0	0	0	0	0	0	1337	1429	1078	0	0
SYNJ2	183.680000	0	0	0	0	0	145	733	982	555	0	197	0	0	551	495	0	765	0	169	0	0	0	0	0	0	0
RUNX1	183.560000	101	0	0	0	0	129	142	114	0	0	102	0	172	939	686	0	1195	285	114	0	0	291	180	139	0	0
PXDC1	183.480000	414	333	0	0	0	0	0	116	0	0	0	0	0	135	0	0	252	0	0	0	0	380	1811	1146	0	0
SPTBN1	183.000000	0	0	0	0	0	164	185	278	126	0	118	0	0	942	584	0	634	377	761	406	0	0	0	0	0	0
DUSP6	182.840000	0	0	0	0	0	316	212	526	282	85	309	0	0	567	343	0	822	0	297	215	0	130	201	266	0	563
SLC45A4	182.440000	0	0	0	0	0	588	549	1301	593	0	94	0	0	0	0	0	1436	0	0	0	0	0	0	0	0	0
AKAP9	182.440000	0	150	0	0	0	864	477	502	0	0	202	0	0	138	0	0	319	0	119	0	0	703	573	514	0	0
ZNF22	181.520000	0	0	0	0	0	973	704	924	1065	0	240	0	0	192	0	0	440	0	0	0	0	0	0	0	0	0
TRMO	181.520000	0	0	0	0	0	162	238	152	0	0	172	0	0	1337	727	0	0	366	788	359	0	143	94	0	0	0
DNAJB1	181.480000	0	0	0	0	0	0	268	389	151	0	151	0	116	1124	727	0	0	151	485	377	0	248	187	163	0	0
AP2B1	181.360000	0	0	0	0	0	248	203	116	0	0	123	0	0	1497	667	0	406	209	690	375	0	0	0	0	0	0
MIDEAS	180.880000	99	0	0	0	0	378	578	593	219	0	177	0	252	1185	497	0	248	136	160	0	0	0	0	0	0	0
COL3A1	180.880000	0	0	0	0	0	284	0	0	0	0	0	0	0	1764	1108	0	0	0	839	527	0	0	0	0	0	0
SUN1	180.680000	0	0	0	0	0	374	0	222	0	0	119	0	0	160	0	0	1906	0	747	406	0	262	321	0	0	0
SLC25A25	180.680000	0	0	0	0	0	0	0	0	0	0	0	0	0	297	147	0	748	0	120	0	0	1272	949	984	0	0
MAP3K7CL	180.280000	0	0	0	0	0	775	167	147	0	0	263	0	0	1215	677	0	508	189	227	169	0	170	0	0	0	0
PFN1	180.040000	0	0	0	0	0	0	112	0	0	0	94	0	0	1820	1065	0	1113	297	0	0	0	0	0	0	0	0
PTAFR	179.720000	569	157	0	0	0	0	0	0	0	0	0	0	0	122	0	0	816	0	0	0	0	924	1094	811	0	0
LRRC6	179.240000	0	0	0	0	0	0	171	117	0	0	112	0	286	422	848	0	0	344	815	661	454	0	0	0	251	0
SLC39A7	179.040000	0	0	0	0	0	0	474	774	375	0	183	0	0	208	144	0	567	0	0	0	0	547	630	574	0	0
RXRB	179.040000	0	0	0	0	0	0	474	774	375	0	183	0	0	208	144	0	567	0	0	0	0	547	630	574	0	0
MAB21L3	178.920000	0	0	0	0	0	178	0	117	0	0	97	0	0	1591	1329	0	0	373	510	278	0	0	0	0	0	0
TEX46	178.680000	0	0	0	0	0	420	413	305	2385	0	199	0	0	129	144	0	243	0	139	90	0	0	0	0	0	0
KDM1A	178.680000	0	0	0	0	0	420	413	305	2385	0	199	0	0	129	144	0	243	0	139	90	0	0	0	0	0	0
FNTA	178.520000	0	0	0	0	0	452	193	474	535	0	218	0	0	351	139	0	1970	0	0	0	0	0	0	131	0	0
CSF3R	178.480000	0	0	0	0	0	882	1306	1664	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP8	178.160000	0	0	0	0	0	304	274	222	1777	0	111	0	0	447	227	0	1092	0	0	0	0	0	0	0	0	0
ILK	178.160000	0	0	0	0	0	304	274	222	1777	0	111	0	0	447	227	0	1092	0	0	0	0	0	0	0	0	0
RPS6KA5	177.840000	0	0	0	0	0	171	128	175	0	0	204	0	0	220	153	0	1155	0	200	0	0	617	817	606	0	0
OGFRL1	177.680000	294	107	0	0	0	0	0	0	0	0	114	0	0	219	0	0	512	0	0	0	0	977	1173	1046	0	0
ARHGEF18	177.680000	197	0	0	0	0	256	261	367	129	0	0	0	0	0	0	0	287	0	0	0	0	1029	1147	769	0	0
POLDIP3	177.320000	134	0	0	0	0	188	291	188	157	0	75	0	0	1048	491	0	1156	0	288	0	0	155	168	94	0	0
CCL4L2	176.800000	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	0	0	0	1256	1233	1130	0	0
CCL4	176.800000	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	0	0	0	1256	1233	1130	0	0
CAMTA1	176.200000	0	0	0	0	0	0	279	195	0	0	194	0	0	1496	1299	0	779	0	163	0	0	0	0	0	0	0
STK40	176.080000	800	316	0	0	0	148	0	0	0	0	0	0	0	0	0	0	2245	0	0	0	0	260	505	128	0	0
RAB37	175.760000	0	0	0	0	0	0	1088	1018	215	0	167	0	0	385	224	0	1297	0	0	0	0	0	0	0	0	0
CCNDBP1	175.480000	0	0	0	0	0	156	541	353	0	0	162	0	0	0	0	0	579	0	0	0	0	896	929	771	0	0
DYNLRB2	175.320000	182	83	0	0	0	288	537	643	138	0	160	0	0	0	0	0	0	0	0	0	0	711	1069	572	0	0
SH3PXD2A	175.040000	0	0	0	0	0	357	945	1077	906	0	0	0	0	859	0	0	121	0	0	0	0	0	0	111	0	0
ENTPD4	174.920000	0	0	0	0	0	0	133	0	0	0	116	0	0	1164	789	0	295	144	717	348	0	258	212	197	0	0
ADORA2A	174.560000	213	150	0	0	0	0	0	0	0	0	0	0	0	142	0	0	1269	0	0	0	0	770	960	860	0	0
KRT10	173.960000	0	0	0	0	0	0	239	0	0	0	0	0	184	1297	545	0	428	195	839	622	0	0	0	0	0	0
CSPP1	173.920000	0	0	0	0	0	803	146	224	170	0	150	0	0	1459	747	0	492	0	0	157	0	0	0	0	0	0
MAT2B	173.560000	160	0	0	0	0	147	402	510	0	0	185	0	0	198	118	0	619	0	0	0	0	682	705	613	0	0
NCOA3	173.520000	0	0	0	0	0	0	253	442	85	0	181	0	0	399	378	0	2428	0	172	0	0	0	0	0	0	0
LTBP1	173.320000	0	0	0	0	0	211	122	0	0	0	81	0	0	1192	716	0	162	410	581	540	0	124	194	0	0	0
C12orf66	173.280000	0	0	0	0	0	222	188	121	0	0	83	0	0	0	131	0	0	0	1994	1593	0	0	0	0	0	0
FGD4	172.920000	0	0	0	0	0	666	217	439	235	0	126	0	0	707	348	0	847	346	202	190	0	0	0	0	0	0
CCAR2	172.920000	0	0	0	0	0	101	341	280	107	0	162	0	0	1592	642	0	958	0	140	0	0	0	0	0	0	0
PTK6	172.680000	0	0	0	0	0	0	226	151	0	0	0	0	0	1504	895	0	596	375	360	210	0	0	0	0	0	0
PGS1	172.280000	0	0	0	0	0	113	193	225	0	0	215	0	0	582	361	0	539	112	1187	780	0	0	0	0	0	0
RASSF2	172.000000	195	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1668	0	0	0	0	742	997	582	0	0
IRF2BP2	171.960000	0	0	0	0	0	305	361	666	573	0	167	0	0	602	443	0	479	134	200	167	0	99	0	103	0	0
ZGPAT	171.920000	0	0	0	0	0	140	292	296	160	0	141	0	0	575	337	0	2189	0	168	0	0	0	0	0	0	0
ARFRP1	171.920000	0	0	0	0	0	140	292	296	160	0	141	0	0	575	337	0	2189	0	168	0	0	0	0	0	0	0
MDM4	171.760000	367	0	0	0	0	222	218	123	1559	0	67	0	0	0	125	0	550	0	0	0	0	320	427	316	0	0
MCHR1	171.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	1131	908	0	780	334	673	455	0	0	0	0	0	0
GCLM	171.200000	0	0	0	0	0	0	141	524	0	0	0	0	0	257	108	0	1776	0	105	0	0	520	515	334	0	0
SSU72	171.040000	0	0	0	0	0	190	357	396	0	0	229	0	0	159	0	0	1936	0	145	0	0	229	359	276	0	0
MCM7	170.800000	190	0	0	0	0	273	422	352	0	0	620	0	0	114	0	0	547	0	0	0	0	593	662	497	0	0
AP4M1	170.800000	190	0	0	0	0	273	422	352	0	0	620	0	0	114	0	0	547	0	0	0	0	593	662	497	0	0
WASF2	170.720000	160	0	166	0	0	263	125	135	189	0	244	0	0	117	0	0	0	0	75	0	0	1018	967	809	0	0
NFE2L1	170.720000	0	0	0	0	0	765	150	154	81	0	0	0	0	302	186	0	1835	0	522	273	0	0	0	0	0	0
CDKN2AIPNL	170.640000	0	0	0	0	0	358	182	332	1762	0	138	0	0	0	0	0	1494	0	0	0	0	0	0	0	0	0
DDX46	170.520000	0	0	0	0	0	265	178	328	651	0	571	0	0	624	446	0	118	0	455	367	0	0	153	107	0	0
ZNF704	170.440000	0	0	0	0	0	0	63	0	0	0	233	0	0	1051	469	0	484	386	1051	524	0	0	0	0	0	0
FAM83E	170.040000	0	0	0	0	0	820	159	114	2636	0	138	0	0	222	162	0	0	0	0	0	0	0	0	0	0	0
ABHD4	169.880000	0	0	0	0	0	112	402	728	161	0	130	0	0	0	0	0	335	0	0	0	0	860	764	755	0	0
CCNE1	169.640000	0	0	0	0	0	0	0	0	0	0	0	0	0	794	705	0	239	271	952	569	0	241	290	180	0	0
ARHGAP25	169.320000	511	188	0	0	0	0	0	0	0	0	0	0	0	286	205	0	1446	0	306	216	0	475	401	199	0	0
TRIM23	168.880000	160	149	0	0	0	145	340	285	141	0	357	0	0	0	0	0	0	0	0	0	0	888	930	827	0	0
TRAPPC13	168.880000	160	149	0	0	0	145	340	285	141	0	357	0	0	0	0	0	0	0	0	0	0	888	930	827	0	0
SHLD3	168.880000	160	149	0	0	0	145	340	285	141	0	357	0	0	0	0	0	0	0	0	0	0	888	930	827	0	0
SLC38A10	168.720000	0	0	0	0	0	137	109	96	0	0	0	0	0	429	637	0	127	452	1424	807	0	0	0	0	0	0
ITPR2	168.680000	0	80	0	0	0	0	107	154	0	0	211	0	0	0	0	0	1473	0	0	0	0	818	802	572	0	0
ERCC1	168.400000	0	0	0	0	0	204	152	154	1745	0	107	0	0	172	0	0	1676	0	0	0	0	0	0	0	0	0
SASH1	167.760000	0	0	0	0	0	346	126	0	0	0	0	0	292	1141	498	0	0	432	946	413	0	0	0	0	0	0
CNKSR3	167.680000	0	0	0	0	0	337	108	191	0	0	120	0	0	627	400	0	645	193	1049	522	0	0	0	0	0	0
SHF	167.560000	0	0	0	0	0	158	142	174	90	0	108	0	0	885	557	0	1600	181	230	64	0	0	0	0	0	0
PIGK	167.320000	140	0	0	0	0	86	383	358	0	0	282	0	0	0	0	0	1206	0	0	0	0	679	551	498	0	0
SPCS1	167.160000	0	0	0	0	0	0	210	325	117	0	176	0	0	937	686	0	1390	0	162	176	0	0	0	0	0	0
GLT8D1	167.160000	0	0	0	0	0	0	210	325	117	0	176	0	0	937	686	0	1390	0	162	176	0	0	0	0	0	0
NFKBIA	166.960000	0	0	0	0	0	289	547	956	221	0	170	0	0	154	0	0	1569	0	0	0	0	0	180	88	0	0
STAG2	166.800000	0	0	0	87	0	0	281	253	0	0	138	0	0	0	0	0	679	0	0	0	0	916	934	882	0	0
CDYL	166.680000	0	0	0	0	0	213	141	0	0	0	0	0	0	1762	832	0	920	125	174	0	0	0	0	0	0	0
UHRF2	166.280000	414	0	0	0	0	204	206	314	0	0	234	0	0	101	0	0	1050	0	0	0	0	485	591	558	0	0
TFAP4	166.120000	0	0	0	0	0	182	368	558	0	0	175	0	0	128	0	83	244	0	0	0	0	896	838	681	0	0
RBM43	165.840000	0	0	0	0	0	114	124	158	0	0	198	0	0	684	378	0	1158	273	587	472	0	0	0	0	0	0
LRRC59	165.720000	0	0	0	0	0	236	596	637	1976	0	125	0	0	147	116	0	310	0	0	0	0	0	0	0	0	0
ZNF250	165.680000	0	0	0	0	0	141	385	638	527	0	167	0	0	419	0	0	215	0	0	0	0	671	568	411	0	0
KEAP1	165.640000	0	0	0	0	0	0	147	0	0	0	0	0	0	549	508	0	1289	365	640	480	0	0	0	163	0	0
MXRA7	165.560000	0	0	0	0	0	290	0	728	262	0	0	0	0	1262	742	0	478	253	124	0	0	0	0	0	0	0
TINF2	165.360000	0	0	0	0	0	0	264	227	71	0	143	0	181	1114	447	0	964	261	233	155	0	0	74	0	0	0
SRP14	165.240000	0	0	0	0	0	0	297	141	0	0	262	0	234	2106	1091	0	0	0	0	0	0	0	0	0	0	0
TBPL1	165.160000	0	0	0	0	0	374	169	167	2246	0	423	0	0	87	0	0	145	0	80	0	0	217	129	92	0	0
BCAS3	164.960000	96	0	0	0	0	161	417	389	0	0	308	0	0	0	0	0	0	0	0	0	0	958	1039	756	0	0
ANAPC11	164.960000	0	0	0	0	0	0	138	166	0	0	101	0	0	1121	660	0	1782	156	0	0	0	0	0	0	0	0
CCDC88A	164.920000	0	0	0	0	0	138	483	470	0	0	224	0	0	131	143	0	2446	0	88	0	0	0	0	0	0	0
ZNF302	164.720000	0	0	0	0	0	0	355	667	282	0	214	0	0	460	302	0	1692	0	146	0	0	0	0	0	0	0
PCMTD1	164.640000	0	158	0	0	0	0	195	175	0	0	262	0	0	0	0	0	261	0	0	0	0	1143	994	928	0	0
